# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000025.179
metadata : {}


# id : NWRW1800000025.179.1.1
[책의 향기]惡의 塔에 갇혀 훔쳐야 사는 세상

[책의	[/SS+책/NNG+의/JKG
빼내고	빼내/VV+고/EC
현금만	현금/NNG+만/JX
챙긴	챙기/VV+ㄴ/ETM
뒤	뒤/NNG
태연히	태연히/MAG
다시	다시/MAG
원래	원래/NNG
자리에	자리/NNG+에/JKB
되돌려놓는	되돌리/VV+어/EC+놓/VX+는/ETM
기술,	기술/NNG+,/SP
가난하고	가난/NNG+하/XSA+고/EC
오갈	오가/VV+ㄹ/ETM
데	데/NNB
없는	없/VA+는/ETM
아이에게	아이/NNG+에게/JKB
비법을	비법/NNG+을/JKO
전수해주는	전수/NNG+하/XSV+아/EC+주/VX+는/ETM
과정	과정/NNG
등이	등/NNB+이/JKS
그렇다.	그렇/VA+다/EF+./SF


# id : NWRW1800000025.179.4.1
신출귀몰의 소매치기 현장 이야기로 시작되는 도입부는 호기심을 자극하며 시선을 끈다.

신출귀몰의	신출귀몰/NNG+의/JKG
소매치기	소매치기/NNG
현장	현장/NNG
이야기로	이야기/NNG+로/JKB
시작되는	시작/NNG+되/XSV+는/ETM
도입부는	도입부/NNG+는/JX
호기심을	호기심/NNG+을/JKO
자극하며	자극/NNG+하/XSV+며/EC
시선을	시선/NNG+을/JKO
끈다.	끌/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.179.4.2
그러나 의협심도 있고 제법 인간적이기도 한 홍길동식 소매치기의 활약상 같은 게 펼쳐지리라고 기대하지 않는 것이 좋다.

그러나	그러나/MAJ
의협심도	의협심/NNG+도/JX
있고	있/VA+고/EC
제법	제법/MAG
인간적이기도	인간/NNG+적/XSN+이/VCP+기/ETN+도/JX
한	하/VX+ㄴ/ETM
홍길동식	홍길동식/NNG
소매치기의	소매치기/NNG+의/JKG
활약상	활약상/NNG
같은	같/VA+은/ETM
게	거/NNB+이/JKS
펼쳐지리라고	펼쳐지/VV+리라고/EC
기대하지	기대/NNG+하/XSV+지/EC
않는	않/VX+는/ETM
것이	것/NNB+이/JKS
좋다.	좋/VA+다/EF+./SF


# id : NWRW1800000025.179.5.1
이야기는 시종일관 서스펜스적인 음울한 기조를 유지한다.

이야기는	이야기/NNG+는/JX
시종일관	시종일관/NNG
서스펜스적인	서스펜스/NNG+적/XSN+이/VCP+ㄴ/ETM
음울한	음울하/VA+ㄴ/ETM
기조를	기조/NNG+를/JKO
유지한다.	유지/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000025.179.5.2
‘흙 속의 아이’ ‘모든 게 다 우울한 밤에’ 등에서 선악의 대립과 인간 내면의 폭력성, 삶과 죽음 등의 문제를 형상화해 왔던 작가는 소매치기라는 흥미로운 직업을 전면에 내세운 이 소설에서도 작가 특유의 문제의식을 심화시킨다.

‘흙	‘/SS+흙/NNG
속의	속/NNG+의/JKG
아이’	아이/NNG+’/SS
‘모든	‘/SS+모든/MMN
게	거/NNB+이/JKS
다	다/MAG
우울한	우울/NNG+하/XSA+ㄴ/ETM
밤에’	밤/NNG+에/JKB+’/SS
등에서	등/NNB+에서/JKB
선악의	선악/NNG+의/JKG
대립과	대립/NNG+과/JC
인간	인간/NNG
내면의	내면/NNG+의/JKG
폭력성,	폭력/NNG+성/XSN+,/SP
삶과	삶/NNG+과/JC
죽음	죽음/NNG
등의	등/NNB+의/JKG
문제를	문제/NNG+를/JKO
형상화해	형상/NNG+화/XSN+하/XSV+아/EC
왔던	오/VX+았/EP+던/ETM
작가는	작가/NNG+는/JX
소매치기라는	소매치기/NNG+이/VCP+라는/ETM
흥미로운	흥미/NNG+롭/XSA+ㄴ/ETM
직업을	직업/NNG+을/JKO
전면에	전면/NNG+에/JKB
내세운	내세우/VV+ㄴ/ETM
이	이/MMD
소설에서도	소설/NNG+에서/JKB+도/JX
작가	작가/NNG
특유의	특유/NNG+의/JKG
문제의식을	문제의식/NNG+을/JKO
심화시킨다.	심화/NNG+시키/XSV+ㄴ다/EF+./SF


# id : NWRW1800000025.179.6.1
일본 도쿄 지하철을 오가며 소매치기를 업으로 삼고 있는 니시무라는 사실 일종의 좀도둑에 가깝다.

일본	일본/NNP
도쿄	도쿄/NNP
지하철을	지하철/NNG+을/JKO
오가며	오가/VV+며/EC
소매치기를	소매치기/NNG+를/JKO
업으로	업/NNG+으로/JKB
삼고	삼/VV+고/EC
있는	있/VX+는/ETM
니시무라는	니시무라/NNP+는/JX
사실	사실/MAG
일종의	일종/NNG+의/JKG
좀도둑에	좀도둑/NNG+에/JKB
가깝다.	가깝/VA+다/EF+./SF


# id : NWRW1800000025.179.6.2
그와 동료 이시카와는 ‘10억 엔 가진 놈에게서 10만 엔쯤 훔쳐봐야 거의 제로에 가깝다’는 신조로 자신들의 소매치기를 합리화하며 살아간다.

그와	그/NP+와/JC
동료	동료/NNG
이시카와는	이시카와/NNP+는/JX
‘10억	‘/SS+10/SN+억/NR
엔	엔/NNB
가진	가지/VV+ㄴ/ETM
놈에게서	놈/NNB+에게서/JKB
10만	10/SN+만/NR
엔쯤	엔/NNB+쯤/XSN
훔쳐봐야	훔치/VV+어/EC+보/VX+아야/EC
거의	거의/MAG
제로에	제로/NNG+에/JKB
가깝다’는	가깝/VA+다/EF+’/SS+는/ETM
신조로	신조/NNG+로/JKB
자신들의	자신/NNG+들/XSN+의/JKG
소매치기를	소매치기/NNG+를/JKO
합리화하며	합리/NNG+화/XSN+하/XSV+며/EC
살아간다.	살아가/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.179.6.3
낡은 재킷이나 다 닳은 운동화를 신고 있다면 지갑이 바지 뒤춤에 삐죽이 나와 있어도 절대 훔치지 않는다.

낡은	낡/VV+은/ETM
재킷이나	재킷/NNG+이나/JC
다	다/MAG
닳은	닳/VV+은/ETM
운동화를	운동화/NNG+를/JKO
신고	신/VV+고/EC
있다면	있/VX+다면/EC
지갑이	지갑/NNG+이/JKS
바지	바지/NNG
뒤춤에	뒤춤/NNG+에/JKB
삐죽이	삐죽이/MAG
나와	나오/VV+아/EC
있어도	있/VX+어도/EC
절대	절대/MAG
훔치지	훔치/VV+지/EC
않는다.	않/VX+는다/EF+./SF


# id : NWRW1800000025.179.7.1
하지만 어느 날 뜻하지 않게 그와 이시카와는 거대한 음모에 휘말려 들게 된다.

하지만	하지만/MAJ
어느	어느/MMD
날	날/NNG
뜻하지	뜻/NNG+하/XSV+지/EC
않게	않/VX+게/EC
그와	그/NP+와/JC
이시카와는	이시카와/NNP+는/JX
거대한	거대/NNG+하/XSA+ㄴ/ETM
음모에	음모/NNG+에/JKB
휘말려	휘말리/VV+어/EC
들게	들/VV+게/EC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.179.7.2
하루하루 출퇴근길 부자들의 지갑에서 현금을 빼내는 것으로 살아가는 한량들로서는 실체를 짐작조차 할 수 없는 거대한 조직이다.

하루하루	하루하루/MAG
출퇴근길	출퇴근길/NNG
부자들의	부자/NNG+들/XSN+의/JKG
지갑에서	지갑/NNG+에서/JKB
현금을	현금/NNG+을/JKO
빼내는	빼내/VV+는/ETM
것으로	것/NNB+으로/JKB
살아가는	살아가/VV+는/ETM
한량들로서는	한량/NNG+들/XSN+로서/JKB+는/JX
실체를	실체/NNG+를/JKO
짐작조차	짐작/NNG+조차/JX
할	하/VV+ㄹ/ETM
수	수/NNB
없는	없/VA+는/ETM
거대한	거대/NNG+하/XSA+ㄴ/ETM
조직이다.	조직/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000025.179.7.3
그 어두운 세계의 중심에 기자키라는 인물이 있다.

그	그/MMD
어두운	어둡/VA+ㄴ/ETM
세계의	세계/NNG+의/JKG
중심에	중심/NNG+에/JKB
기자키라는	기자키/NNP+이/VCP+라는/ETM
인물이	인물/NNG+이/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000025.179.8.1
소설 속에서 기자키는 순수 악을 상징하는 존재로 보인다.

소설	소설/NNG
속에서	속/NNG+에서/JKB
기자키는	기자키/NNP+는/JX
순수	순수/NNG
악을	악/NNG+을/JKO
상징하는	상징/NNG+하/XSV+는/ETM
존재로	존재/NNG+로/JKB
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.179.8.2
니시무라는 그의 손아귀에서 벗어날 수도, 거부할 수도 없게 된다.

니시무라는	니시무라/NNP+는/JX
그의	그/NP+의/JKG
손아귀에서	손아귀/NNG+에서/JKB
벗어날	벗어나/VV+ㄹ/ETM
수도,	수/NNB+도/JX+,/SP
거부할	거부/NNG+하/XSV+ㄹ/ETM
수도	수/NNB+도/JX
없게	없/VA+게/EC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.179.8.3
기자키는 그에게 특정 인물의 소지품을 훔쳐오라는 몇 가지 지시를 내린다.

기자키는	기자키/NNP+는/JX
그에게	그/NP+에게/JKB
특정	특정/NNG
인물의	인물/NNG+의/JKG
소지품을	소지품/NNG+을/JKO
훔쳐오라는	훔치/VV+어/EC+오/VX+라는/ETM
몇	몇/NR
가지	가지/NNB
지시를	지시/NNG+를/JKO
내린다.	내리/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.179.8.4
하지만 니시무라는 그 일이 어떤 맥락에서 이뤄지는지 전혀 알지 못한다.

하지만	하지만/MAJ
니시무라는	니시무라/NNP+는/JX
그	그/MMD
일이	일/NNG+이/JKS
어떤	어떤/MMD
맥락에서	맥락/NNG+에서/JKB
이뤄지는지	이뤄지/VV+는지/EF
전혀	전혀/MAG
알지	알/VV+지/EC
못한다.	못하/VX+ㄴ다/EF+./SF


# id : NWRW1800000025.179.8.5
니시무라는 감춰진 거대한 음모의 주변부에서 자신이 무슨 일을 하는지도 모른 채 기자키의 지시에 따라 체스판의 말처럼 움직일 뿐이다.

니시무라는	니시무라/NNP+는/JX
감춰진	감추/VV+어/EC+지/VX+ㄴ/ETM
거대한	거대/NNG+하/XSA+ㄴ/ETM
음모의	음모/NNG+의/JKG
주변부에서	주변부/NNG+에서/JKB
자신이	자신/NNG+이/JKS
무슨	무슨/MMD
일을	일/NNG+을/JKO
하는지도	하/VV+는지/EF+도/JX
모른	모르/VV+ㄴ/ETM
채	채/NNB
기자키의	기자키/NNP+의/JKG
지시에	지시/NNG+에/JKB
따라	따르/VV+아/EC
체스판의	체스/NNG+판/NNG+의/JKG
말처럼	말/NNG+처럼/JKB
움직일	움직이/VV+ㄹ/ETM
뿐이다.	뿐/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000025.179.8.6
그렇지 않았을 때 그를 기다리는 것은 죽음뿐이기 때문이다.

그렇지	그렇/VA+지/EC
않았을	않/VX+았/EP+을/ETM
때	때/NNG
그를	그/NP+를/JKO
기다리는	기다리/VV+는/ETM
것은	것/NNB+은/JX
죽음뿐이기	죽음/NNG+뿐/JX+이/VCP+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000025.179.8.7
이미 이시카와를 비롯한 주변 사람들이 기자키에게 흔적도 없이 살해돼 세상에서 사라졌다.

이미	이미/MAG
이시카와를	이시카와/NNP+를/JKO
비롯한	비롯하/VV+ㄴ/ETM
주변	주변/NNG
사람들이	사람/NNG+들/XSN+이/JKS
기자키에게	기자키/NNP+에게/JKB
흔적도	흔적/NNG+도/JX
없이	없이/MAG
살해돼	살해/NNG+되/XSV+어/EC
세상에서	세상/NNG+에서/JKB
사라졌다.	사라지/VV+었/EP+다/EF+./SF


# id : NWRW1800000025.179.9.1
어린 시절 니시무라가 처음 도둑질을 하게 됐을 때부터 끊임없이 허공에 나타났던 거대한 탑의 환영은 기자키와 그의 조직이 갖는 이미지와 흡사하다.

어린	어리/VA+ㄴ/ETM
시절	시절/NNG
니시무라가	니시무라/NNP+가/JKS
처음	처음/NNG
도둑질을	도둑/NNG+질/XSN+을/JKO
하게	하/VV+게/EC
됐을	되/VV+었/EP+을/ETM
때부터	때/NNG+부터/JX
끊임없이	끊임없이/MAG
허공에	허공/NNG+에/JKB
나타났던	나타나/VV+았/EP+던/ETM
거대한	거대/NNG+하/XSA+ㄴ/ETM
탑의	탑/NNG+의/JKG
환영은	환영/NNG+은/JX
기자키와	기자키/NNP+와/JC
그의	그/NP+의/JKG
조직이	조직/NNG+이/JKS
갖는	갖/VV+는/ETM
이미지와	이미지/NNG+와/JKB
흡사하다.	흡사/MAG+하/XSA+다/EF+./SF


# id : NWRW1800000025.179.9.2
개인이 알 수 없는 어떤 압도적인 힘이 각자의 인생을 멋대로 조작하고 휘저어 버리는 데 대한 니시무라의 두려움과 공포감.

개인이	개인/NNG+이/JKS
알	알/VV+ㄹ/ETM
수	수/NNB
없는	없/VA+는/ETM
어떤	어떤/MMD
압도적인	압도/NNG+적/XSN+이/VCP+ㄴ/ETM
힘이	힘/NNG+이/JKS
각자의	각자/NNG+의/JKG
인생을	인생/NNG+을/JKO
멋대로	멋대로/MAG
조작하고	조작/NNG+하/XSV+고/EC
휘저어	휘젓/VV+어/EC
버리는	버리/VX+는/ETM
데	데/NNB
대한	대하/VV+ㄴ/ETM
니시무라의	니시무라/NNP+의/JKG
두려움과	두려움/NNG+과/JC
공포감.	공포감/NNG+./SF


# id : NWRW1800000025.179.9.3
이것은 극도로 조직화된 동시에 파편화되어 버린 현대사회에서 우리가 느끼는 막연한 불안과 흡사하다.

이것은	이것/NP+은/JX
극도로	극도/NNG+로/JKB
조직화된	조직/NNG+화/XSN+되/XSV+ㄴ/ETM
동시에	동시/NNG+에/JKB
파편화되어	파편/NNG+화/XSN+되/XSV+어/EC
버린	버리/VX+ㄴ/ETM
현대사회에서	현대/NNG+사회/NNG+에서/JKB
우리가	우리/NP+가/JKS
느끼는	느끼/VV+는/ETM
막연한	막연하/VA+ㄴ/ETM
불안과	불안/NNG+과/JKB
흡사하다.	흡사/MAG+하/XSA+다/EF+./SF


# id : NWRW1800000025.179.10.1
기자키로부터 벗어나기 위한 니시무라의 노력이 성공했을지 실패했을지에 대해 소설은 열린 결말을 유지한다.

기자키로부터	기자키/NNP+로부터/JKB
벗어나기	벗어나/VV+기/ETN
위한	위하/VV+ㄴ/ETM
니시무라의	니시무라/NNP+의/JKG
노력이	노력/NNG+이/JKS
성공했을지	성공/NNG+하/XSV+았/EP+을지/EF
실패했을지에	실패/NNG+하/XSV+았/EP+을지/EF+에/JKB
대해	대하/VV+아/EC
소설은	소설/NNG+은/JX
열린	열리/VV+ㄴ/ETM
결말을	결말/NNG+을/JKO
유지한다.	유지/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000025.179.10.2
어쩌면 성공과 실패는 중요하지 않을지도 모른다.

어쩌면	어쩌면/MAG
성공과	성공/NNG+과/JC
실패는	실패/NNG+는/JX
중요하지	중요/NNG+하/XSA+지/EC
않을지도	않/VX+을지/EC+도/JX
모른다.	모르/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.179.10.3
성공했다 해도 세계가 비정하다는 사실을 조금도 바꿀 수 없을 가냘픈 몸짓이기에.

성공했다	성공/NNG+하/XSV+았/EP+다/EC
해도	하/VV+아도/EC
세계가	세계/NNG+가/JKS
비정하다는	비정/NNG+하/XSA+다는/ETM
사실을	사실/NNG+을/JKO
조금도	조금/NNG+도/JX
바꿀	바꾸/VV+ㄹ/ETM
수	수/NNB
없을	없/VA+을/ETM
가냘픈	가냘프/VA+ㄴ/ETM
몸짓이기에.	몸짓/NNG+이/VCP+기에/EC+./SF


