# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000022.213
metadata : {}


# id : NWRW1800000022.213.1.1
[NEWS & VIEW] 核, 北은 되고 南은 안된다는 '어떤 이중성'

[NEWS	[/SS+NEWS/SL
금융제재를	금융/NNG+제재/NNG+를/JKO
예고하고	예고/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000022.213.5.2
미국이 주도한 안보리의 대북 제재 결의안(1874호)도 권총 한 자루의 북한 반입까지 규제하는 등 2006년 1차 핵실험 직후 나온 결의안(1718호)보다 훨씬 강경하다.

미국이	미국/NNP+이/JKS
주도한	주도/NNG+하/XSV+ㄴ/ETM
안보리의	안보리/NNG+의/JKG
대북	대북/NNG
제재	제재/NNG
결의안(1874호)도	결의안/NNG+(/SS+1874/SN+호/NNB+)/SS+도/JX
권총	권총/NNG
한	한/MMN
자루의	자루/NNG+의/JKG
북한	북한/NNP
반입까지	반입/NNG+까지/JX
규제하는	규제/NNG+하/XSV+는/ETM
등	등/NNB
2006년	2006/SN+년/NNB
1차	1/SN+차/NNB
핵실험	핵/NNG+실험/NNG
직후	직후/NNG
나온	나오/VV+ㄴ/ETM
결의안(1718호)보다	결의안/NNG+(/SS+1718/SN+호/NNB+)/SS+보다/JKB
훨씬	훨씬/MAG
강경하다.	강경/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000022.213.5.3
그러나 민주당이 오바마 행정부나 유엔 안보리 결의를 공개 비판한 적은 없다.

그러나	그러나/MAJ
민주당이	민주당/NNP+이/JKS
오바마	오바마/NNP
행정부나	행정부/NNG+나/JC
유엔	유엔/NNP
안보리	안보리/NNG
결의를	결의/NNG+를/JKO
공개	공개/NNG
비판한	비판/NNG+하/XSV+ㄴ/ETM
적은	적/NNB+은/JX
없다.	없/VA+다/EF+./SF


# id : NWRW1800000022.213.5.4
오히려 안보리 결의안에 대해 "지지한다"는 대변인 브리핑까지 했다.

오히려	오히려/MAG
안보리	안보리/NNG
결의안에	결의안/NNG+에/JKB
대해	대하/VV+아/EC
"지지한다"는	"/SS+지지/NNG+하/XSV+ㄴ다/EF+"/SS+는/ETM
대변인	대변인/NNG
브리핑까지	브리핑/NNG+까지/JX
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000022.213.6.1
김대중 전 대통령은 현 정부가 대량살상무기 확산방지구상(PSI) 전면 참여를 발표한 이후 한 언론 인터뷰에서 '서해 충돌 가능성'을 묻는 질문에 "저쪽(북한)에서도 PSI에 가입하면 선전포고로 인정한다고 했으니 가만있지 않을 것"이라고 했다.

김대중	김대중/NNP
전	전/MMD
대통령은	대통령/NNG+은/JX
현	현/MMD
정부가	정부/NNG+가/JKS
대량살상무기	대량/NNG+살상/NNG+무기/NNG
확산방지구상(PSI)	확산/NNG+방지/NNG+구상/NNG+(/SS+PSI/SL+)/SS
전면	전면/NNG
참여를	참여/NNG+를/JKO
발표한	발표/NNG+하/XSV+ㄴ/ETM
이후	이후/NNG
한	한/MMN
언론	언론/NNG
인터뷰에서	인터뷰/NNG+에서/JKB
'서해	'/SS+서해/NNP
충돌	충돌/NNG
가능성'을	가능/NNG+성/XSN+'/SS+을/JKO
묻는	묻/VV+는/ETM
질문에	질문/NNG+에/JKB
"저쪽(북한)에서도	"/SS+저쪽/NP+(/SS+북한/NNP+)/SS+에서/JKB+도/JX
PSI에	PSI/SL+에/JKB
가입하면	가입/NNG+하/XSV+면/EC
선전포고로	선전/NNG+포고/NNG+로/JKB
인정한다고	인정/NNG+하/XSV+ㄴ다고/EC
했으니	하/VV+았/EP+으니/EC
가만있지	가만있/VV+지/EC
않을	않/VX+을/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000022.213.6.2
무력 충돌 가능성을 시사한 것이다.

무력	무력/NNG
충돌	충돌/NNG
가능성을	가능/NNG+성/XSN+을/JKO
시사한	시사/NNG+하/XSV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000022.213.6.3
그러나 안보리의 대북 제재 움직임에 대해선 "이번에는 중국까지 참가해서 제재하지 않을 수 없을 것"이라고 했다.

그러나	그러나/MAJ
안보리의	안보리/NNG+의/JKG
대북	대북/NNG
제재	제재/NNG
움직임에	움직임/NNG+에/JKB
대해선	대하/VV+아서/EC+ㄴ/JX
"이번에는	"/SS+이번/NNG+에/JKB+는/JX
중국까지	중국/NNP+까지/JX
참가해서	참가/NNG+하/XSV+아서/EC
제재하지	제재/NNG+하/XSV+지/EC
않을	않/VX+을/ETM
수	수/NNB
없을	없/VA+을/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000022.213.7.1
그런데도 민주당과 좌파진영은 PSI 때와는 달리 유엔 제재에 대해선 별말이 없다.

그런데도	그렇/VA+ㄴ데/EC+도/JX
민주당과	민주당/NNP+과/JC
좌파진영은	좌파/NNG+진영/NNG+은/JX
PSI	PSI/SL
때와는	때/NNG+와/JKB+는/JX
달리	달리/MAG
유엔	유엔/NNP
제재에	제재/NNG+에/JKB
대해선	대하/VV+아서/EC+ㄴ/JX
별말이	별말/NNG+이/JKS
없다.	없/VA+다/EF+./SF


# id : NWRW1800000022.213.7.2
정부 당국자는 "왜 미국 대사관이나 유엔에 몰려가 촛불 시위를 하지 않는지 모르겠다"고 했다.

정부	정부/NNG
당국자는	당국자/NNG+는/JX
"왜	"/SS+왜/MAG
미국	미국/NNP
대사관이나	대사관/NNG+이나/JC
유엔에	유엔/NNP+에/JKB
몰려가	몰려가/VV+아/EC
촛불	촛불/NNG
시위를	시위/NNG+를/JKO
하지	하/VV+지/EC
않는지	않/VX+는지/EC
모르겠다"고	모르/VV+겠/EP+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000022.213.7.3
신율 명지대 교수는 "민주당이 논리적 일관성을 잃은 것 같다"며 "국내 지지기반의 눈치를 보는 것"이라고 말했다.

신율	신율/NNP
명지대	명지대/NNP
교수는	교수/NNG+는/JX
"민주당이	"/SS+민주당/NNP+이/JKS
논리적	논리/NNG+적/XSN
일관성을	일관/NNG+성/XSN+을/JKO
잃은	잃/VV+은/ETM
것	것/NNB
같다"며	같/VA+다/EF+"/SS+며/EC
"국내	"/SS+국내/NNG
지지기반의	지지/NNG+기반/NNG+의/JKG
눈치를	눈치/NNG+를/JKO
보는	보/VV+는/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.213.7.4
"결국 오바마는 우리 편, 이 대통령은 적(敵)이란 식의 '편 가르기'가 깔린 것 아니냐"(이조원 중앙대 교수)는 지적도 나온다.

"결국	"/SS+결국/MAG
오바마는	오바마/NNP+는/JX
우리	우리/NP
편,	편/NNB+,/SP
이	이/NNP
대통령은	대통령/NNG+은/JX
적(敵)이란	적/NNG+(/SS+敵/SH+)/SS+이/VCP+란/ETM
식의	식/NNB+의/JKG
'편	'/SS+편/NNG
가르기'가	가르/VV+기/ETN+'/SS+가/JKS
깔린	깔리/VV+ㄴ/ETM
것	것/NNB
아니냐"(이조원	아니/VCN+냐/EF+"/SS+(/SS+이조원/NNP
중앙대	중앙대/NNP
교수)는	교수/NNG+)/SS+는/JX
지적도	지적/NNG+도/JX
나온다.	나오/VV+ㄴ다/EF+./SF


# id : NWRW1800000022.213.8.1
또 6·15 공동선언 9주년을 전후해 민주당 등은 일제히 "이명박 정부가 6·15 선언을 지키지 않아 남북관계가 악화됐다"는 논리를 폈다.

또	또/MAG
6·15	6/SN+·/SP+15/SN
공동선언	공동/NNG+선언/NNG
9주년을	9/SN+주년/NNB+을/JKO
전후해	전후/NNG+하/XSV+아/EC
민주당	민주당/NNP
등은	등/NNB+은/JX
일제히	일제히/MAG
"이명박	"/SS+이명박/NNP
정부가	정부/NNG+가/JKS
선언을	선언/NNG+을/JKO
지키지	지키/VV+지/EC
않아	않/VX+아/EC
남북관계가	남북/NNP+관계/NNG+가/JKS
악화됐다"는	악화/NNG+되/XSV+었/EP+다/EF+"/SS+는/ETM
논리를	논리/NNG+를/JKO
폈다.	펴/VV+었/EP+다/EF+./SF


# id : NWRW1800000022.213.8.2
정세균 대표는 지난 14일 "당장 이 대통령이 6·15와 10·4 선언을 존중한다는 확실한 선언만 한다면 다시 대화가 가능할 것"이라며 "모두 힘을 합쳐 6·15와 10·4 선언을 존중한다는 대답을 듣게 이 대통령에게 압력을 넣자"고 했다.

정세균	정세균/NNP
대표는	대표/NNG+는/JX
지난	지나/VV+ㄴ/ETM
14일	14/SN+일/NNB
"당장	"/SS+당장/NNG
이	이/NNP
대통령이	대통령/NNG+이/JKS
6·15와	6/SN+·/SP+15/SN+와/JC
10·4	10/SN+·/SP+4/SN
선언을	선언/NNG+을/JKO
존중한다는	존중/NNG+하/XSV+ㄴ다는/ETM
확실한	확실하/VA+ㄴ/ETM
선언만	선언/NNG+만/JX
한다면	하/VV+ㄴ다면/EC
다시	다시/MAG
대화가	대화/NNG+가/JKS
가능할	가능/NNG+하/XSA+ㄹ/ETM
것"이라며	것/NNB+"/SS+이/VCP+라며/EC
"모두	"/SS+모두/MAG
힘을	힘/NNG+을/JKO
합쳐	합치/VV+어/EC
대답을	대답/NNG+을/JKO
듣게	듣/VV+게/EC
대통령에게	대통령/NNG+에게/JKB
압력을	압력/NNG+을/JKO
넣자"고	넣/VV+자/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000022.213.9.1
그러나 6·15 선언을 지키지 않은 것은 "오히려 북한"(천해성 통일부 대변인)이란 지적이 많다.

그러나	그러나/MAJ
6·15	6/SN+·/SP+15/SN
선언을	선언/NNG+을/JKO
지키지	지키/VV+지/EC
않은	않/VX+은/ETM
것은	것/NNB+은/JX
"오히려	"/SS+오히려/MAG
북한"(천해성	북한/NNP+"/SS+(/SS+천해성/NNP
통일부	통일부/NNG
대변인)이란	대변인/NNG+)/SS+이/VCP+란/ETM
지적이	지적/NNG+이/JKS
많다.	많/VA+다/EF+./SF


# id : NWRW1800000022.213.9.2
북은 6·15 선언에서 약속했던 김정일 위원장의 답방을 이행하지 않았고 이산가족 상봉도 중지시켰다.

북은	북/NNP+은/JX
6·15	6/SN+·/SP+15/SN
선언에서	선언/NNG+에서/JKB
약속했던	약속/NNG+하/XSV+았/EP+던/ETM
김정일	김정일/NNP
위원장의	위원장/NNG+의/JKG
답방을	답방/NNG+을/JKO
이행하지	이행/NNG+하/XSV+지/EC
않았고	않/VX+았/EP+고/EC
이산가족	이산가족/NNG
상봉도	상봉/NNG+도/JX
중지시켰다.	중지/NNG+시키/XSV+었/EP+다/EF+./SF


# id : NWRW1800000022.213.9.3
개성공단 임금을 갑자기 4배(300달러)나 올려 달라며 남북 경협에도 찬물을 끼얹고 있다.

개성공단	개성공단/NNP
임금을	임금/NNG+을/JKO
갑자기	갑자기/MAG
4배(300달러)나	4/SN+배/NNG+(/SS+300/SN+달러/NNB+)/SS+나/JX
올려	올리/VV+어/EC
달라며	달/VX+라며/EC
남북	남북/NNP
경협에도	경협/NNG+에/JKB+도/JX
찬물을	찬물/NNG+을/JKO
끼얹고	끼얹/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000022.213.9.4
그런데도 '북한의 6·15 선언 이행'을 요구하는 민주당 등의 목소리는 전혀 들리지 않는다.

그런데도	그렇/VA+ㄴ데/EC+도/JX
'북한의	'/SS+북한/NNP+의/JKG
6·15	6/SN+·/SP+15/SN
선언	선언/NNG
이행'을	이행/NNG+'/SS+을/JKO
요구하는	요구/NNG+하/XSV+는/ETM
민주당	민주당/NNP
등의	등/NNB+의/JKG
목소리는	목소리/NNG+는/JX
전혀	전혀/MAG
들리지	들리/VV+지/EC
않는다.	않/VX+는다/EF+./SF


# id : NWRW1800000022.213.10.1
남북의 핵 권리 문제에 대해서도 '이중적'이란 지적이 나온다.

남북의	남북/NNP+의/JKG
핵	핵/NNG
권리	권리/NNG
문제에	문제/NNG+에/JKB
대해서도	대하/VV+아서/EC+도/JX
'이중적'이란	'/SS+이중/NNG+적/XSN+'/SS+이/VCP+란/ETM
지적이	지적/NNG+이/JKS
나온다.	나오/VV+ㄴ다/EF+./SF


# id : NWRW1800000022.213.10.2
민주당이 "영원히 기억한다"는 노무현 전 대통령은 2001년 11월 미국 LA에서 "북한의 핵 보유가 자위적 수단이라는 데 일리가 있다"고 했다.

민주당이	민주당/NNP+이/JKS
"영원히	"/SS+영원히/MAG
기억한다"는	기억/NNG+하/XSV+ㄴ다/EF+"/SS+는/ETM
노무현	노무현/NNP
전	전/MMD
대통령은	대통령/NNG+은/JX
2001년	2001/SN+년/NNB
11월	11/SN+월/NNB
미국	미국/NNP
LA에서	LA/SL+에서/JKB
"북한의	"/SS+북한/NNP+의/JKG
핵	핵/NNG
보유가	보유/NNG+가/JKS
자위적	자위/NNG+적/XSN
수단이라는	수단/NNG+이/VCP+라는/ETM
데	데/NNB
일리가	일리/NNG+가/JKS
있다"고	있/VA+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000022.213.10.3
일부 좌파는 북한이 국제 합의들을 '휴지 조각'으로 만들며 핵무기를 개발하는 데 대해 "통일이 되면 우리 핵 아니냐"며 자주를 강조한다.

일부	일부/NNG
좌파는	좌파/NNG+는/JX
북한이	북한/NNP+이/JKS
국제	국제/NNG
합의들을	합의/NNG+들/XSN+을/JKO
'휴지	'/SS+휴지/NNG
조각'으로	조각/NNG+'/SS+으로/JKB
만들며	만들/VV+며/EC
핵무기를	핵무기/NNG+를/JKO
개발하는	개발/NNG+하/XSV+는/ETM
데	데/NNB
대해	대하/VV+아/EC
"통일이	"/SS+통일/NNG+이/JKC
되면	되/VV+면/EC
우리	우리/NP
핵	핵/NNG
아니냐"며	아니/VCN+냐/EF+"/SS+며/EC
자주를	자주/NNG+를/JKO
강조한다.	강조/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000022.213.10.4
그러나 우리 정부가 스스로 포기했다가 최소한의 권리를 되찾으려는 '평화적 핵 이용권'에 대해선 "한반도 평화에 전혀 도움이 되지 않는다"(민주당 대변인)는 입장이다.

그러나	그러나/MAJ
우리	우리/NP
정부가	정부/NNG+가/JKS
스스로	스스로/MAG
포기했다가	포기/NNG+하/XSV+았/EP+다가/EC
최소한의	최소한/NNG+의/JKG
권리를	권리/NNG+를/JKO
되찾으려는	되찾/VV+으려는/ETM
'평화적	'/SS+평화/NNG+적/XSN
핵	핵/NNG
이용권'에	이용/NNG+권/XSN+'/SS+에/JKB
대해선	대하/VV+아서/EC+ㄴ/JX
"한반도	"/SS+한반도/NNP
평화에	평화/NNG+에/JKB
전혀	전혀/MAG
도움이	도움/NNG+이/JKC
되지	되/VV+지/EC
않는다"(민주당	않/VX+는다/EF+"/SS+(/SS+민주당/NNP
대변인)는	대변인/NNG+)/SS+는/JX
입장이다.	입장/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000022.213.11.1
특히 김대중 전 대통령은 2001년 "북은 핵을 개발한 적도 없고 개발할 능력도 없다. 내가 책임지겠다"고 했다.

특히	특히/MAG
김대중	김대중/NNP
전	전/MMD
대통령은	대통령/NNG+은/JX
2001년	2001/SN+년/NNB
"북은	"/SS+북/NNP+은/JX
핵을	핵/NNG+을/JKO
개발한	개발/NNG+하/XSV+ㄴ/ETM
적도	적/NNB+도/JX
없고	없/VA+고/EC
개발할	개발/NNG+하/XSV+ㄹ/ETM
능력도	능력/NNG+도/JX
없다.	없/VA+다/EF+./SF
내가	내/NP+가/JKS
책임지겠다"고	책임지/VV+겠/EP+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000022.213.11.2
그러나 아직 '책임 있는' 해명은 없다.

그러나	그러나/MAJ
아직	아직/MAG
'책임	'/SS+책임/NNG
있는'	있/VA+는/ETM+'/SS
해명은	해명/NNG+은/JX
없다.	없/VA+다/EF+./SF


