# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000037.40
metadata : {}


# id : NWRW1800000037.40.1.1
美 여성 3명 납치-감금 용의자 철면피 행각

美	美/SH
알린과	알린/NNP+과/JKB
가장	가장/MAG
친한	친하/VA+ㄴ/ETM
친구여서	친구/NNG+이/VCP+어서/EC
안면이	안면/NNG+이/JKS
있었기	있/VA+었/EP+기/ETN
때문이라고	때문/NNB+이/VCP+라고/EC
7일	7/SN+일/NNB
보도했다.	보도/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000037.40.5.2
2004년 4월 2일 오후 오하이오 주 클리블랜드의 학교에서 집으로 돌아오다 실종된 디지저스는 당시 알린과 함께 걸어서 귀가하고 있었다.

2004년	2004/SN+년/NNB
4월	4/SN+월/NNB
2일	2/SN+일/NNB
오후	오후/NNG
오하이오	오하이오/NNP
주	주/NNG
클리블랜드의	클리블랜드/NNP+의/JKG
학교에서	학교/NNG+에서/JKB
집으로	집/NNG+으로/JKB
돌아오다	돌아오/VV+다/EC
실종된	실종/NNG+되/XSV+ㄴ/ETM
디지저스는	디지저스/NNP+는/JX
당시	당시/NNG
알린과	알린/NNP+과/JKB
함께	함께/MAG
걸어서	걷/VV+어서/EC
귀가하고	귀가/NNG+하/XSV+고/EC
있었다.	있/VX+었/EP+다/EF+./SF


# id : NWRW1800000037.40.5.3
알린이 디지저스 씨와 함께 다른 친구 집에서 놀다 가도 되는지를 물으려 집에 전화했지만 어머니가 허락하지 않자 디지저스 씨와 헤어졌다.

알린이	알린/NNP+이/JKS
디지저스	디지저스/NNP
씨와	씨/NNB+와/JKB
함께	함께/MAG
다른	다른/MMD
친구	친구/NNG
집에서	집/NNG+에서/JKB
놀다	놀/VV+다/EC
가도	가/VV+아도/EC
되는지를	되/VV+는지/EC+를/JKO
물으려	묻/VV+으려/EC
집에	집/NNG+에/JKB
전화했지만	전화/NNG+하/XSV+았/EP+지만/EC
어머니가	어머니/NNG+가/JKS
허락하지	허락/NNG+하/XSV+지/EC
않자	않/VX+자/EC
헤어졌다.	헤어지/VV+었/EP+다/EF+./SF


# id : NWRW1800000037.40.5.4
디지저스 씨는 그 직후 실종됐다.

디지저스	디지저스/NNP
씨는	씨/NNB+는/JX
그	그/MMD
직후	직후/NNG
실종됐다.	실종/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000037.40.6.1
영국 일간지 텔레그래프는 수사 관계자의 말을 인용해 “용의자의 집에 이번에 발견된 여성 3명 외에 다른 여성도 있었다”고 보도했다.

영국	영국/NNP
일간지	일간지/NNG
텔레그래프는	텔레그래프/NNP+는/JX
수사	수사/NNG
관계자의	관계자/NNG+의/JKG
말을	말/NNG+을/JKO
인용해	인용/NNG+하/XSV+아/EC
“용의자의	“/SS+용의자/NNG+의/JKG
집에	집/NNG+에/JKB
이번에	이번/NNG+에/JKB
발견된	발견/NNG+되/XSV+ㄴ/ETM
여성	여성/NNG
3명	3/SN+명/NNB
외에	외/NNB+에/JKB
다른	다른/MMD
여성도	여성/NNG+도/JX
있었다”고	있/VA+었/EP+다/EF+”/SS+고/JKQ
보도했다.	보도/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000037.40.6.2
2002년 8월 3명의 피해자 중 카스트로 씨의 집에 가장 먼저 끌려와 감금됐던 미셸 나이트 씨(32)는 경찰에게 “내가 그 집에 왔을 때 다른 여성이 있었으며 어느 날 일어나 보니 그 여성은 사라졌다”고 경찰에 증언했다.

2002년	2002/SN+년/NNB
8월	8/SN+월/NNB
3명의	3/SN+명/NNB+의/JKG
피해자	피해자/NNG
중	중/NNB
카스트로	카스트로/NNP
씨의	씨/NNB+의/JKG
집에	집/NNG+에/JKB
가장	가장/MAG
먼저	먼저/MAG
끌려와	끌려오/VV+아/EC
감금됐던	감금/NNG+되/XSV+었/EP+던/ETM
미셸	미셸/NNP
나이트	나이트/NNP
씨(32)는	씨/NNB+(/SS+32/SN+)/SS+는/JX
경찰에게	경찰/NNG+에게/JKB
“내가	“/SS+내/NP+가/JKS
그	그/MMD
왔을	오/VV+았/EP+을/ETM
때	때/NNG
다른	다른/MMD
여성이	여성/NNG+이/JKS
있었으며	있/VA+었/EP+으며/EC
어느	어느/MMD
날	날/NNG
일어나	일어나/VV+아/EC
보니	보/VX+니/EC
여성은	여성/NNG+은/JX
사라졌다”고	사라지/VV+었/EP+다/EF+”/SS+고/JKQ
경찰에	경찰/NNG+에/JKB
증언했다.	증언/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000037.40.6.3
카스트로 씨의 집 지하실 벽에는 ‘평온히 잠들다’라는 문구와 함께 사라진 여성을 지칭하는 듯한 이름이 반복적으로 적혀 있는 것으로 알려졌다.

카스트로	카스트로/NNP
씨의	씨/NNB+의/JKG
집	집/NNG
지하실	지하실/NNG
벽에는	벽/NNG+에/JKB+는/JX
‘평온히	‘/SS+평온히/MAG
잠들다’라는	잠들/VV+다/EF+’/SS+이/VCP+라는/ETM
문구와	문구/NNG+와/JKB
함께	함께/MAG
사라진	사라지/VV+ㄴ/ETM
여성을	여성/NNG+을/JKO
지칭하는	지칭/NNG+하/XSV+는/ETM
듯한	듯/NNB+하/XSA+ㄴ/ETM
이름이	이름/NNG+이/JKS
반복적으로	반복/NNG+적/XSN+으로/JKB
적혀	적히/VV+어/EC
있는	있/VX+는/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


# id : NWRW1800000037.40.7.1
오하이오 주 컬럼버스에서 은행원으로 일하는 카스트로 씨의 아들 앤서니 씨(31)는 인터뷰에서 아버지의 폭력성에 대해 상세히 증언했다.

오하이오	오하이오/NNP
주	주/NNG
컬럼버스에서	컬럼버스/NNP+에서/JKB
은행원으로	은행원/NNG+으로/JKB
일하는	일/NNG+하/XSV+는/ETM
카스트로	카스트로/NNP
씨의	씨/NNB+의/JKG
아들	아들/NNG
앤서니	앤서니/NNP
씨(31)는	씨/NNB+(/SS+31/SN+)/SS+는/JX
인터뷰에서	인터뷰/NNG+에서/JKB
아버지의	아버지/NNG+의/JKG
폭력성에	폭력/NNG+성/XSN+에/JKB
대해	대하/VV+아/EC
상세히	상세히/MAG
증언했다.	증언/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000037.40.7.2
“어머니 또한 1996년 아버지의 폭력에 시달리다 집을 나왔다”고 말했다.

“어머니	“/SS+어머니/NNG
또한	또한/MAG
1996년	1996/SN+년/NNB
아버지의	아버지/NNG+의/JKG
폭력에	폭력/NNG+에/JKB
시달리다	시달리/VV+다/EC
집을	집/NNG+을/JKO
나왔다”고	나오/VV+았/EP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000037.40.7.3
아버지가 굉장히 폭력적이었고 1993년 뇌수술 이후 회복하던 어머니를 죽도록 때린 적도 있다고 털어놨다.

아버지가	아버지/NNG+가/JKS
굉장히	굉장히/MAG
폭력적이었고	폭력/NNG+적/XSN+이/VCP+었/EP+고/EC
1993년	1993/SN+년/NNB
뇌수술	뇌/NNG+수술/NNG
이후	이후/NNG
회복하던	회복/NNG+하/XSV+던/ETM
어머니를	어머니/NNG+를/JKO
죽도록	죽/VV+도록/EC
때린	때리/VV+ㄴ/ETM
적도	적/NNB+도/JX
있다고	있/VA+다고/EC
털어놨다.	털어놓/VV+았/EP+다/EF+./SF


# id : NWRW1800000037.40.8.1
경찰의 허술한 대처도 도마에 오르고 있다.

경찰의	경찰/NNG+의/JKG
허술한	허술하/VA+ㄴ/ETM
대처도	대처/NNG+도/JX
도마에	도마/NNG+에/JKB
오르고	오르/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000037.40.8.2
클리블랜드 경찰은 7일 언론 브리핑에서 “피해자들이 실종된 이후 지금껏 감금됐던 가옥을 대상으로 한 어떠한 신고 전화도 없었다”고 말했다.

클리블랜드	클리블랜드/NNP
경찰은	경찰/NNG+은/JX
7일	7/SN+일/NNB
언론	언론/NNG
브리핑에서	브리핑/NNG+에서/JKB
“피해자들이	“/SS+피해자/NNG+들/XSN+이/JKS
실종된	실종/NNG+되/XSV+ㄴ/ETM
이후	이후/NNG
지금껏	지금껏/MAG
감금됐던	감금/NNG+되/XSV+었/EP+던/ETM
가옥을	가옥/NNG+을/JKO
대상으로	대상/NNG+으로/JKB
한	하/VV+ㄴ/ETM
어떠한	어떠하/VA+ㄴ/ETM
신고	신고/NNG
전화도	전화/NNG+도/JX
없었다”고	없/VA+었/EP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000037.40.8.3
그러나 이를 반박하는 주민들의 증언이 이어지자 수사관들이 지난 15년간 두 차례 그 집을 찾았다는 사실을 뒤늦게 공개해 비난을 받았다.

그러나	그러나/MAJ
이를	이/NP+를/JKO
반박하는	반박/NNG+하/XSV+는/ETM
주민들의	주민/NNG+들/XSN+의/JKG
증언이	증언/NNG+이/JKS
이어지자	이어지/VV+자/EC
수사관들이	수사관/NNG+들/XSN+이/JKS
지난	지나/VV+ㄴ/ETM
15년간	15/SN+년/NNB+간/XSN
두	두/MMN
차례	차례/NNG
그	그/MMD
집을	집/NNG+을/JKO
찾았다는	찾/VV+았/EP+다는/ETM
사실을	사실/NNG+을/JKO
뒤늦게	뒤늦/VA+게/EC
공개해	공개/NNG+하/XSV+아/EC
비난을	비난/NNG+을/JKO
받았다.	받/VV+았/EP+다/EF+./SF


# id : NWRW1800000037.40.9.1
피해자 중 처음으로 이웃에 구조를 요청한 어맨다 베리 씨(27)는 감금 기간에 딸을 낳았으며 현재 6세라고 밝혔다.

피해자	피해자/NNG
중	중/NNB
처음으로	처음/NNG+으로/JKB
이웃에	이웃/NNG+에/JKB
구조를	구조/NNG+를/JKO
요청한	요청/NNG+하/XSV+ㄴ/ETM
어맨다	어맨다/NNP
베리	베리/NNP
씨(27)는	씨/NNB+(/SS+27/SN+)/SS+는/JX
감금	감금/NNG
기간에	기간/NNG+에/JKB
딸을	딸/NNG+을/JKO
낳았으며	낳/VV+았/EP+으며/EC
현재	현재/MAG
6세라고	6/SN+세/NNB+이/VCP+라고/EC
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000037.40.9.2
경찰은 피해 여성들이 최대 5차례 임신했으며 대부분 폭력과 영양실조로 유산했다고 전했다.

경찰은	경찰/NNG+은/JX
피해	피해/NNG
여성들이	여성/NNG+들/XSN+이/JKS
최대	최대/NNG
5차례	5/SN+차례/NNG
임신했으며	임신/NNG+하/XSV+았/EP+으며/EC
대부분	대/XPN+부분/NNG
폭력과	폭력/NNG+과/JC
영양실조로	영양실조/NNG+로/JKB
유산했다고	유산/NNG+하/XSV+았/EP+다고/EC
전했다.	전하/VV+았/EP+다/EF+./SF


# id : NWRW1800000037.40.10.1
한편 11세이던 1991년 캘리포니아에서 필립과 낸시 가리도 부부에게 감금당해 무려 18년간 갇혀 지내며 딸 둘을 낳았던 제이시 두가드 씨(33)는 이번 사태 직후 성명을 내고 피해자들을 위로했다.

한편	한편/MAG
11세이던	11/SN+세/NNB+이/VCP+던/ETM
1991년	1991/SN+년/NNB
캘리포니아에서	캘리포니아/NNP+에서/JKB
필립과	필립/NNP+과/JKB
낸시	낸시/NNP
가리도	가리도/NNP
부부에게	부부/NNG+에게/JKB
감금당해	감금/NNG+당하/XSV+아/EC
무려	무려/MAG
18년간	18/SN+년/NNB+간/XSN
갇혀	갇히/VV+어/EC
지내며	지내/VV+며/EC
딸	딸/NNG
둘을	둘/NR+을/JKO
낳았던	낳/VV+았/EP+던/ETM
제이시	제이시/NNP
두가드	두가드/NNP
씨(33)는	씨/NNB+(/SS+33/SN+)/SS+는/JX
이번	이번/NNG
사태	사태/NNG
직후	직후/NNG
성명을	성명/NNG+을/JKO
내고	내/VV+고/EC
피해자들을	피해자/NNG+들/XSN+을/JKO
위로했다.	위로/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000037.40.10.2
두가드 씨는 “인간의 정신은 믿기 어려울 정도로 회복력이 강하므로 우리는 절대로 희망의 끈을 놓지 말아야 한다”고 강조했다.

두가드	두가드/NNP
씨는	씨/NNB+는/JX
“인간의	“/SS+인간/NNG+의/JKG
정신은	정신/NNG+은/JX
믿기	믿/VV+기/ETN
어려울	어렵/VA+ㄹ/ETM
정도로	정도/NNG+로/JKB
회복력이	회복력/NNG+이/JKS
강하므로	강하/VA+므로/EC
우리는	우리/NP+는/JX
절대로	절대로/MAG
희망의	희망/NNG+의/JKG
끈을	끈/NNG+을/JKO
놓지	놓/VV+지/EC
말아야	말/VX+아야/EC
한다”고	하/VX+ㄴ다/EF+”/SS+고/JKQ
강조했다.	강조/NNG+하/XSV+았/EP+다/EF+./SF


