# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000036.355
metadata : {}


# id : NWRW1800000036.355.1.1
[특파원 칼럼] ‘미얀마의 길’과 북한 개혁 / 박현

[특파원	[/SS+특파원/NNG
관계자들은	관계자/NNG+들/XSN+은/JX
전한다.	전하/VV+ㄴ다/EF+./SF


# id : NWRW1800000036.355.2.4
그는 반세기 동안 군부가 통치하고, 20년 이상 국제사회로부터 고립된 나라의 개혁을 지원한다는 것에 자부심을 느꼈을 것이다.

그는	그/NP+는/JX
반세기	반세기/NNG
동안	동안/NNG
군부가	군부/NNG+가/JKS
통치하고,	통치/NNG+하/XSV+고/EC+,/SP
20년	20/SN+년/NNB
이상	이상/NNG
국제사회로부터	국제/NNG+사회/NNG+로부터/JKB
고립된	고립/NNG+되/XSV+ㄴ/ETM
나라의	나라/NNG+의/JKG
개혁을	개혁/NNG+을/JKO
지원한다는	지원/NNG+하/XSV+ㄴ다는/ETM
것에	것/NNB+에/JKB
자부심을	자부심/NNG+을/JKO
느꼈을	느끼/VV+었/EP+을/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000036.355.2.5
특히나 어린 시절을 보낸 인도네시아와 풍광이 비슷하고, 그의 할아버지가 군대 생활을 한 곳이니 개인적인 감상에 젖어들었을 법도 하다.

특히나	특히/MAG+나/JX
어린	어리/VA+ㄴ/ETM
시절을	시절/NNG+을/JKO
보낸	보내/VV+ㄴ/ETM
인도네시아와	인도네시아/NNP+와/JC
풍광이	풍광/NNG+이/JKS
비슷하고,	비슷하/VA+고/EC+,/SP
그의	그/NP+의/JKG
할아버지가	할아버지/NNG+가/JKS
군대	군대/NNG
생활을	생활/NNG+을/JKO
한	하/VV+ㄴ/ETM
곳이니	곳/NNG+이/VCP+니/EC
개인적인	개인/NNG+적/XSN+이/VCP+ㄴ/ETM
감상에	감상/NNG+에/JKB
젖어들었을	젖/VV+어/EC+들/VX+었/EP+을/ETM
법도	법/NNB+도/JX
하다.	하/VV+다/EF+./SF


# id : NWRW1800000036.355.3.1
오바마는 그곳, 미얀마에서 주목할 만한 대북 메시지를 던졌다.

오바마는	오바마/NNP+는/JX
그곳,	그곳/NP+,/SP
미얀마에서	미얀마/NNP+에서/JKB
주목할	주목/NNG+하/XSV+ㄹ/ETM
만한	만/NNB+하/XSA+ㄴ/ETM
대북	대북/NNG
메시지를	메시지/NNG+를/JKO
던졌다.	던지/VV+었/EP+다/EF+./SF


# id : NWRW1800000036.355.3.2
미얀마처럼 개혁에 나서면 미국의 지원이 있을 것이니 북한을 향해 ‘미얀마의 길’을 따르라는 것이었다.

미얀마처럼	미얀마/NNP+처럼/JKB
개혁에	개혁/NNG+에/JKB
나서면	나서/VV+면/EC
미국의	미국/NNP+의/JKG
지원이	지원/NNG+이/JKS
있을	있/VA+을/ETM
것이니	것/NNB+이/VCP+니/EC
북한을	북한/NNP+을/JKO
향해	향하/VV+아/EC
‘미얀마의	‘/SS+미얀마/NNP+의/JKG
길’을	길/NNG+’/SS+을/JKO
따르라는	따르/VV+라는/ETM
것이었다.	것/NNB+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000036.355.4.1
미얀마의 길이란 무엇인가.

미얀마의	미얀마/NNP+의/JKG
길이란	길/NNG+이란/JX
무엇인가.	무엇/NP+이/VCP+ㄴ가/EF+./SF


# id : NWRW1800000036.355.4.2
개혁 주체는 과거 군사정권 내 실용주의 온건파이고, 핵심 내용은 정치적 자유의 확대와 경제 개혁·개방이다.

개혁	개혁/NNG
주체는	주체/NNG+는/JX
과거	과거/NNG
군사정권	군사/NNG+정권/NNG
내	내/NNB
실용주의	실용주의/NNG
온건파이고,	온건파/NNG+이/VCP+고/EC+,/SP
핵심	핵심/NNG
내용은	내용/NNG+은/JX
정치적	정치/NNG+적/XSN
자유의	자유/NNG+의/JKG
확대와	확대/NNG+와/JC
경제	경제/NNG
개혁·개방이다.	개혁/NNG+·/SP+개방/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000036.355.4.3
군복을 벗고 지난해 3월 대통령이 된 테인 세인은 20년 장기 집권한 탄 슈웨 전 국가평화발전평의회 의장과 군부 실세들의 꼭두각시일 뿐이라는 세간의 평가와 달리 과감한 개혁을 단행했다.

군복을	군복/NNG+을/JKO
벗고	벗/VV+고/EC
지난해	지난해/NNG
3월	3/SN+월/NNB
대통령이	대통령/NNG+이/JKC
된	되/VV+ㄴ/ETM
테인	테인/NNP
세인은	세인/NNP+은/JX
20년	20/SN+년/NNB
장기	장기/NNG
집권한	집권/NNG+하/XSV+ㄴ/ETM
탄	탄/NNP
슈웨	슈웨/NNP
전	전/MMD
국가평화발전평의회	국가평화발전평의회/NNP
의장과	의장/NNG+과/JC
군부	군부/NNG
실세들의	실세/NNG+들/XSN+의/JKG
꼭두각시일	꼭두각시/NNG+이/VCP+ㄹ/ETM
뿐이라는	뿐/NNB+이/VCP+라는/ETM
세간의	세간/NNG+의/JKG
평가와	평가/NNG+와/JKB
달리	달리/MAG
과감한	과감하/VA+ㄴ/ETM
개혁을	개혁/NNG+을/JKO
단행했다.	단행/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000036.355.4.4
야당 지도자 아웅산 수치의 가택연금 해제와 양심수 석방, 선거 및 언론 자유 보장, 노조 합법화, 토지 개혁, 외국인 투자 허용 등이 주요 내용이다.

야당	야당/NNG
지도자	지도자/NNG
아웅산	아웅산/NNP
수치의	수치/NNP+의/JKG
가택연금	가택/NNG+연금/NNG
해제와	해제/NNG+와/JC
양심수	양심수/NNG
석방,	석방/NNG+,/SP
선거	선거/NNG
및	및/MAG
언론	언론/NNG
자유	자유/NNG
보장,	보장/NNG+,/SP
노조	노조/NNG
합법화,	합법/NNG+화/XSN+,/SP
토지	토지/NNG
개혁,	개혁/NNG+,/SP
외국인	외국인/NNG
투자	투자/NNG
허용	허용/NNG
등이	등/NNB+이/JKS
주요	주요/NNG
내용이다.	내용/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000036.355.5.1
갓 2년 된 미얀마의 개혁은 종족 분쟁 등 해결해야 할 과제가 산적해 있고, 군부 쿠데타가 발생해 중단될 수도 있는 미완의 것이지만 현재로선 성공 가능성이 커 보인다.

갓	갓/MAG
2년	2/SN+년/NNB
된	되/VV+ㄴ/ETM
미얀마의	미얀마/NNP+의/JKG
개혁은	개혁/NNG+은/JX
종족	종족/NNG
분쟁	분쟁/NNG
등	등/NNB
해결해야	해결/NNG+하/XSV+아야/EC
할	하/VX+ㄹ/ETM
과제가	과제/NNG+가/JKS
산적해	산적/NNG+하/XSV+아/EC
있고,	있/VX+고/EC+,/SP
군부	군부/NNG
쿠데타가	쿠데타/NNG+가/JKS
발생해	발생/NNG+하/XSV+아/EC
중단될	중단/NNG+되/XSV+ㄹ/ETM
수도	수/NNB+도/JX
있는	있/VA+는/ETM
미완의	미완/NNG+의/JKG
것이지만	것/NNB+이/VCP+지만/EC
현재로선	현재/NNG+로서/JKB+ㄴ/JX
성공	성공/NNG
가능성이	가능/NNG+성/XSN+이/JKS
커	크/VA+어/EC
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000036.355.5.2
테인 세인 대통령이 군부 강경파와 거리 두기를 시도하면서 상당한 개혁 의지를 보이고 있고, 야당과 시민사회세력의 영향력 확대가 뚜렷하기 때문이다.

테인	테인/NNP
세인	세인/NNP
대통령이	대통령/NNG+이/JKS
군부	군부/NNG
강경파와	강경파/NNG+와/JKB
거리	거리/NNG
두기를	두/VV+기/ETN+를/JKO
시도하면서	시도/NNG+하/XSV+면서/EC
상당한	상당/NNG+하/XSA+ㄴ/ETM
개혁	개혁/NNG
의지를	의지/NNG+를/JKO
보이고	보이/VV+고/EC
있고,	있/VX+고/EC+,/SP
야당과	야당/NNG+과/JC
시민사회세력의	시민/NNG+사회/NNG+세력/NNG+의/JKG
영향력	영향력/NNG
확대가	확대/NNG+가/JKS
뚜렷하기	뚜렷하/VA+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000036.355.5.3
1987년 국민들의 민주화 열기에 놀라 ‘6·29선언’을 한 한국의 군부세력이 이후 민주화의 대세를 거스르지 못한 것과 비슷한 이치다.

1987년	1987/SN+년/NNB
국민들의	국민/NNG+들/XSN+의/JKG
민주화	민주/NNG+화/XSN
열기에	열기/NNG+에/JKB
놀라	놀라/VV+아/EC
‘6·29선언’을	‘/SS+6/SN+·/SP+29/SN+선언/NNG+’/SS+을/JKO
한	하/VV+ㄴ/ETM
한국의	한국/NNP+의/JKG
군부세력이	군부/NNG+세력/NNG+이/JKS
이후	이후/NNG
민주화의	민주/NNG+화/XSN+의/JKG
대세를	대세/NNG+를/JKO
거스르지	거스르/VV+지/EC
못한	못하/VX+ㄴ/ETM
것과	것/NNB+과/JKB
비슷한	비슷하/VA+ㄴ/ETM
이치다.	이치/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000036.355.5.4
수치 여사로부터 개혁의 진정성을 인정받은 테인 세인 대통령은 유력한 노벨평화상 후보로까지 거론되고 있다.

수치	수치/NNP
여사로부터	여사/NNG+로부터/JKB
개혁의	개혁/NNG+의/JKG
진정성을	진정/NNG+성/XSN+을/JKO
인정받은	인정/NNG+받/XSV+은/ETM
테인	테인/NNP
세인	세인/NNP
대통령은	대통령/NNG+은/JX
유력한	유력/NNG+하/XSA+ㄴ/ETM
노벨평화상	노벨/NNP+평화상/NNG
후보로까지	후보/NNG+로/JKB+까지/JX
거론되고	거론/NNG+되/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000036.355.6.1
그런데 이런 ‘미얀마의 길’이 지금 북한에서 가능할까.

그런데	그런데/MAJ
이런	이런/MMD
‘미얀마의	‘/SS+미얀마/NNP+의/JKG
길’이	길/NNG+’/SS+이/JKS
지금	지금/MAG
북한에서	북한/NNP+에서/JKB
가능할까.	가능/NNG+하/XSA+ㄹ까/EF+./SF


# id : NWRW1800000036.355.6.2
두 나라는 지금까지 생존방식이 여러모로 유사하지만, 차이점 또한 뚜렷해 보인다.

두	두/MMN
나라는	나라/NNG+는/JX
지금까지	지금/NNG+까지/JX
생존방식이	생존/NNG+방식/NNG+이/JKS
여러모로	여러모로/MAG
유사하지만,	유사/NNG+하/XSA+지만/EC+,/SP
차이점	차이점/NNG
또한	또한/MAG
뚜렷해	뚜렷하/VA+아/EC
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000036.355.6.3
북한의 경우, 젊은 지도자가 개혁을 하려 해도 권력 다지기를 해야 하는 상황에서 그 동력을 만드는 데는 상당한 시일이 걸릴 것이고, 개혁을 압박해야 할 야당 세력이 내부에 존재하는 것도 아니다.

북한의	북한/NNP+의/JKG
경우,	경우/NNG+,/SP
젊은	젊/VA+은/ETM
지도자가	지도자/NNG+가/JKS
개혁을	개혁/NNG+을/JKO
하려	하/VV+려/EC
해도	하/VX+아도/EC
권력	권력/NNG
다지기를	다지/VV+기/ETN+를/JKO
해야	하/VV+아야/EC
하는	하/VX+는/ETM
상황에서	상황/NNG+에서/JKB
그	그/MMD
동력을	동력/NNG+을/JKO
만드는	만들/VV+는/ETM
데는	데/NNB+는/JX
상당한	상당/NNG+하/XSA+ㄴ/ETM
시일이	시일/NNG+이/JKS
걸릴	걸리/VV+ㄹ/ETM
것이고,	것/NNB+이/VCP+고/EC+,/SP
압박해야	압박/NNG+하/XSV+아야/EC
할	하/VX+ㄹ/ETM
야당	야당/NNG
세력이	세력/NNG+이/JKS
내부에	내부/NNG+에/JKB
존재하는	존재/NNG+하/XSV+는/ETM
것도	것/NNB+도/JX
아니다.	아니/VCN+다/EF+./SF


# id : NWRW1800000036.355.6.4
더 큰 차이는 세계의 마지막 냉전 지역에서 핵에 의존해 체제의 생존을 도모하고 있는 현실이다.

더	더/MAG
큰	크/VA+ㄴ/ETM
차이는	차이/NNG+는/JX
세계의	세계/NNG+의/JKG
마지막	마지막/NNG
냉전	냉전/NNG
지역에서	지역/NNG+에서/JKB
핵에	핵/NNG+에/JKB
의존해	의존/NNG+하/XSV+아/EC
체제의	체제/NNG+의/JKG
생존을	생존/NNG+을/JKO
도모하고	도모/NNG+하/XSV+고/EC
있는	있/VX+는/ETM
현실이다.	현실/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000036.355.6.5
이런 외부와의 대치는 내부의 개혁을 더 어렵게 만드는 요인이 된다.

이런	이런/MMD
외부와의	외부/NNG+와/JKB+의/JKG
대치는	대치/NNG+는/JX
내부의	내부/NNG+의/JKG
개혁을	개혁/NNG+을/JKO
더	더/MAG
어렵게	어렵/VA+게/EC
만드는	만들/VV+는/ETM
요인이	요인/NNG+이/JKC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000036.355.7.1
오바마는 미얀마의 개혁 초기에는 관여하지 못했다.

오바마는	오바마/NNP+는/JX
미얀마의	미얀마/NNP+의/JKG
개혁	개혁/NNG
초기에는	초기/NNG+에/JKB+는/JX
관여하지	관여/NNG+하/XSV+지/EC
못했다.	못하/VX+았/EP+다/EF+./SF


# id : NWRW1800000036.355.7.2
개혁 조처가 상당 부분 진행된 뒤에야 지원에 나섰다.

개혁	개혁/NNG
조처가	조처/NNG+가/JKS
상당	상당/NNG
부분	부분/NNG
진행된	진행/NNG+되/XSV+ㄴ/ETM
뒤에야	뒤/NNG+에/JKB+야/JX
지원에	지원/NNG+에/JKB
나섰다.	나서/VV+었/EP+다/EF+./SF


# id : NWRW1800000036.355.7.3
이는 앞에서 주도적으로 이끌기보다는 뒤에서 밀어주는 오바마 외교정책의 특색이기도 하다.

이는	이/NP+는/JX
앞에서	앞/NNG+에서/JKB
주도적으로	주도/NNG+적/XSN+으로/JKB
이끌기보다는	이끌/VV+기/ETN+보다/JKB+는/JX
뒤에서	뒤/NNG+에서/JKB
밀어주는	밀어주/VV+는/ETM
오바마	오바마/NNP
외교정책의	외교/NNG+정책/NNG+의/JKG
특색이기도	특색/NNG+이/VCP+기/ETN+도/JX
하다.	하/VX+다/EF+./SF


# id : NWRW1800000036.355.7.4
미얀마의 길은 어쩌면 그의 이런 스타일에 꼭 맞는 사례일지 모른다.

미얀마의	미얀마/NNP+의/JKG
길은	길/NNG+은/JX
어쩌면	어쩌면/MAG
그의	그/NP+의/JKG
이런	이런/MMD
스타일에	스타일/NNG+에/JKB
꼭	꼭/MAG
맞는	맞/VV+는/ETM
사례일지	사례/NNG+이/VCP+ㄹ지/EC
모른다.	모르/VV+ㄴ다/EF+./SF


# id : NWRW1800000036.355.7.5
그러나 오바마가 자신의 집권 기간에 북한의 개혁을 바란다면, 이와 달리 접근할 필요가 있다고 본다.

그러나	그러나/MAJ
오바마가	오바마/NNP+가/JKS
자신의	자신/NNG+의/JKG
집권	집권/NNG
기간에	기간/NNG+에/JKB
북한의	북한/NNP+의/JKG
개혁을	개혁/NNG+을/JKO
바란다면,	바라/VV+ㄴ다면/EC+,/SP
이와	이/NP+와/JKB
달리	달리/MAG
접근할	접근/NNG+하/XSV+ㄹ/ETM
필요가	필요/NNG+가/JKS
있다고	있/VA+다고/EC
본다.	보/VV+ㄴ다/EF+./SF


# id : NWRW1800000036.355.7.6
그가 4년 전 공약했던 ‘터프하고도 직접적인 외교’로 대치 상황을 완화·해소함으로써 북한의 개혁을 외부에서 추동하는 것이다.

그가	그/NP+가/JKS
4년	4/SN+년/NNB
전	전/NNG
공약했던	공약/NNG+하/XSV+았/EP+던/ETM
‘터프하고도	‘/SS+터프하/VA+고/EC+도/JX
직접적인	직접/NNG+적/XSN+이/VCP+ㄴ/ETM
외교’로	외교/NNG+’/SS+로/JKB
대치	대치/NNG
상황을	상황/NNG+을/JKO
완화·해소함으로써	완화/NNG+·/SP+해소/NNG+하/XSV+ㅁ/ETN+으로써/JKB
북한의	북한/NNP+의/JKG
개혁을	개혁/NNG+을/JKO
외부에서	외부/NNG+에서/JKB
추동하는	추동/NNG+하/XSV+는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


