# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000048.14
metadata : {}


# id : NWRW1800000048.14.1.1
“AIIB, 아시아 인프라사업에 큰 기회”

“AIIB,	“/SS+AIIB/SL+,/SP
고려했기	고려/NNG+하/XSV+았/EP+기/ETN
때문이란	때문/NNB+이/VCP+란/ETM
분석이	분석/NNG+이/JKS
나온다.	나오/VV+ㄴ다/EF+./SF


# id : NWRW1800000048.14.9.3
임 실장은 “현재 아시아개발은행(ADB) 납입자본금이 총 1620억달러임을 감안하면 AIIB가 목표로 하는 출자자본금 1천억달러는 엄청난 규모”라며 우리 기업에 큰 경제적 기회가 될 것이라고 말했다.

임	임/NNP
실장은	실장/NNG+은/JX
“현재	“/SS+현재/MAG
아시아개발은행(ADB)	아시아개발은행/NNP+(/SS+ADB/SL+)/SS
납입자본금이	납입/NNG+자본금/NNG+이/JKS
총	총/MMA
1620억달러임을	1620/SN+억/NR+달러/NNB+이/VCP+ㅁ/ETN+을/JKO
감안하면	감안/NNG+하/XSV+면/EC
AIIB가	AIIB/SL+가/JKS
목표로	목표/NNG+로/JKB
하는	하/VV+는/ETM
출자자본금	출자/NNG+자본금/NNG
1천억달러는	1/SN+천억/NR+달러/NNB+는/JX
엄청난	엄청나/VA+ㄴ/ETM
규모”라며	규모/NNG+”/SS+이/VCP+라며/EC
우리	우리/NP
기업에	기업/NNG+에/JKB
큰	크/VA+ㄴ/ETM
경제적	경제/NNG+적/XSN
기회가	기회/NNG+가/JKC
될	되/VV+ㄹ/ETM
것이라고	것/NNB+이/VCP+라고/EC
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000048.14.10.1
이에 따라, 당장 해외건설업계는 여러 채널을 통해 국토해양부를 비롯한 관련 당국에 가입 참여와 더 많은 지분율 확보를 요청하고 있다.

이에	이/NP+에/JKB
따라,	따르/VV+아/EC+,/SP
당장	당장/NNG
해외건설업계는	해외/NNG+건설업/NNG+계/XSN+는/JX
여러	여러/MMN
채널을	채널/NNG+을/JKO
통해	통하/VV+아/EC
국토해양부를	국토/NNG+해양부/NNG+를/JKO
비롯한	비롯하/VV+ㄴ/ETM
관련	관련/NNG
당국에	당국/NNG+에/JKB
가입	가입/NNG
참여와	참여/NNG+와/JC
더	더/MAG
많은	많/VA+은/ETM
지분율	지분/NNG+율/XSN
확보를	확보/NNG+를/JKO
요청하고	요청/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000048.14.10.2
해외건설협회 정창구 금융지원처장은 “AIIB가 우리 기업의 아시아인프라공급사업에 큰 기회를 줄 것으로 본다”며 “국가별 참여지분에 따라 자국 기업의 공사 수주 기회가 좌우되는 게 현실이다.

해외건설협회	해외/NNG+건설/NNG+협회/NNG
정창구	정창구/NNP
금융지원처장은	금융/NNG+지원/NNG+처장/NNG+은/JX
“AIIB가	“/SS+AIIB/SL+가/JKS
우리	우리/NP
기업의	기업/NNG+의/JKG
아시아인프라공급사업에	아시아/NNP+인프라/NNG+공급/NNG+사업/NNG+에/JKB
큰	크/VA+ㄴ/ETM
기회를	기회/NNG+를/JKO
줄	주/VV+ㄹ/ETM
것으로	것/NNB+으로/JKB
본다”며	보/VV+ㄴ다/EF+”/SS+며/EC
“국가별	“/SS+국가/NNG+별/XSN
참여지분에	참여/NNG+지분/NNG+에/JKB
따라	따르/VV+아/EC
자국	자국/NNG
공사	공사/NNG
수주	수주/NNG
기회가	기회/NNG+가/JKS
좌우되는	좌우/NNG+되/XSV+는/ETM
게	거/NNB+이/JKS
현실이다.	현실/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000048.14.10.3
국가 재정부담을 무릅쓰더라도 출자지분을 10%가량까지 높여주길 바란다”고 말했다.

국가	국가/NNG
재정부담을	재정/NNG+부담/NNG+을/JKO
무릅쓰더라도	무릅쓰/VV+더라도/EC
출자지분을	출자/NNG+지분/NNG+을/JKO
10%가량까지	10/SN+%/SW+가량/XSN+까지/JX
높여주길	높이/VV+어/EC+주/VX+기/ETN+ㄹ/JKO
바란다”고	바라/VV+ㄴ다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000048.14.11.1
향후 우리 기업이 잡을 사업 기회가 AIIB 출자지분과 무관할 수 없다는 점은 아시아개발은행의 경험에 비춰봐도 분명하다.

향후	향후/NNG
우리	우리/NP
기업이	기업/NNG+이/JKS
잡을	잡/VV+을/ETM
사업	사업/NNG
기회가	기회/NNG+가/JKS
AIIB	AIIB/SL
출자지분과	출자/NNG+지분/NNG+과/JKB
무관할	무관하/VA+ㄹ/ETM
수	수/NNB
없다는	없/VA+다는/ETM
점은	점/NNG+은/JX
아시아개발은행의	아시아개발은행/NNP+의/JKG
경험에	경험/NNG+에/JKB
비춰봐도	비추/VV+어/EC+보/VX+아도/EC
분명하다.	분명/MAG+하/XSA+다/EF+./SF


# id : NWRW1800000048.14.11.2
삼성경제연구소의 한 연구원은 “아시아개발은행에서 최대 지분(15.7%·2013년말)을 갖고 있는 일본의 기업들이 이 은행이 주도하는 지역인프라공사 입찰에서 유리한 위치에 앉아 혜택을 누리고 있다”고 말했다.

삼성경제연구소의	삼성경제연구소/NNP+의/JKG
한	한/MMN
연구원은	연구원/NNG+은/JX
“아시아개발은행에서	“/SS+아시아개발은행/NNP+에서/JKB
최대	최대/NNG
지분(15.7%·2013년말)을	지분/NNG+(/SS+15/SN+./SP+7/SN+%/SW+·/SP+2013/SN+년/NNB+말/NNB+)/SS+을/JKO
갖고	갖/VV+고/EC
있는	있/VX+는/ETM
일본의	일본/NNP+의/JKG
기업들이	기업/NNG+들/XSN+이/JKS
이	이/MMD
은행이	은행/NNG+이/JKS
주도하는	주도/NNG+하/XSV+는/ETM
지역인프라공사	지역/NNG+인프라/NNG+공사/NNG
입찰에서	입찰/NNG+에서/JKB
유리한	유리/NNG+하/XSA+ㄴ/ETM
위치에	위치/NNG+에/JKB
앉아	앉/VV+아/EC
혜택을	혜택/NNG+을/JKO
누리고	누리/VV+고/EC
있다”고	있/VX+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000048.14.11.3
한국의 아시아개발은행 출자금 비율은 전체의 5%인데 이 은행의 전체 인프라사업 중에서 한국 기업이 수주한 비율도 평균 5%안팎(최근 5년간 전체 평균·해외건설협회)이다.

한국의	한국/NNP+의/JKG
아시아개발은행	아시아개발은행/NNP
출자금	출자금/NNG
비율은	비율/NNG+은/JX
전체의	전체/NNG+의/JKG
5%인데	5/SN+%/SW+이/VCP+ㄴ데/EC
이	이/MMD
은행의	은행/NNG+의/JKG
전체	전체/NNG
인프라사업	인프라/NNG+사업/NNG
중에서	중/NNB+에서/JKB
한국	한국/NNP
기업이	기업/NNG+이/JKS
수주한	수주/NNG+하/XSV+ㄴ/ETM
비율도	비율/NNG+도/JX
평균	평균/NNG
5%안팎(최근	5/SN+%/SW+안팎/NNG+(/SS+최근/NNG
5년간	5/SN+년/NNB+간/XSN
평균·해외건설협회)이다.	평균/NNG+·/SP+해외/NNG+건설/NNG+협회/NNG+)/SS+이/VCP+다/EF+./SF


# id : NWRW1800000048.14.11.4
이름을 밝히길 꺼린 한 중국경제 연구자는 “AIIB를 놓고 중국과 미국의 국제금융질서 패권다툼이라는 정치외교적 시각에만 갇혀서는 안된다”며 “우리 기업의 막대한 경제적 이해가 정책 판단에 적극 고려돼야 한다”고 말했다.

이름을	이름/NNG+을/JKO
밝히길	밝히/VV+기/ETN+ㄹ/JKO
꺼린	꺼리/VV+ㄴ/ETM
한	한/MMN
중국경제	중국/NNP+경제/NNG
연구자는	연구자/NNG+는/JX
“AIIB를	“/SS+AIIB/SL+를/JKO
놓고	놓/VV+고/EC
중국과	중국/NNP+과/JC
미국의	미국/NNP+의/JKG
국제금융질서	국제/NNG+금융/NNG+질서/NNG
패권다툼이라는	패권/NNG+다툼/NNG+이/VCP+라는/ETM
정치외교적	정치/NNG+외교/NNG+적/XSN
시각에만	시각/NNG+에/JKB+만/JX
갇혀서는	갇히/VV+어서/EC+는/JX
안된다”며	안/MAG+되/XSV+ㄴ다/EF+”/SS+며/EC
“우리	“/SS+우리/NP
기업의	기업/NNG+의/JKG
막대한	막대하/VA+ㄴ/ETM
경제적	경제/NNG+적/XSN
이해가	이해/NNG+가/JKS
정책	정책/NNG
판단에	판단/NNG+에/JKB
적극	적극/NNG
고려돼야	고려/NNG+되/XSV+어야/EC
한다”고	하/VX+ㄴ다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


