# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000022.135
metadata : {}


# id : NWRW1800000022.135.1.1
[기자수첩] '유치장 탈주' 책임 회피 급급한 경찰

[기자수첩]	[/SS+기자/NNG+수첩/NNG+]/SS
서울지방경찰청)의	서울지방경찰청/NNP+)/SS+의/JKG
움직임에만	움직임/NNG+에/JKB+만/JX
촉각을	촉각/NNG+을/JKO
곤두세우고	곤두세우/VV+고/EC
있었다.	있/VX+었/EP+다/EF+./SF


# id : NWRW1800000022.135.7.1
경찰관들이 경찰서 뒤뜰에서 담배를 피우며 나누는 얘기를 듣고 있자면 그런 사실이 분명해졌다.

경찰관들이	경찰관/NNG+들/XSN+이/JKS
경찰서	경찰서/NNG
뒤뜰에서	뒤뜰/NNG+에서/JKB
담배를	담배/NNG+를/JKO
피우며	피우/VV+며/EC
나누는	나누/VV+는/ETM
얘기를	얘기/NNG+를/JKO
듣고	듣/VV+고/EC
있자면	있/VX+자면/EC
그런	그런/MMD
사실이	사실/NNG+이/JKS
분명해졌다.	분명/MAG+하/XSA+아/EC+지/VX+었/EP+다/EF+./SF


# id : NWRW1800000022.135.7.2
형사과 직원은 "수사과가 놓친 걸 왜 형사과가 나서서 잡아야 하냐"고 볼멘소리를 했다.

형사과	형사과/NNG
직원은	직원/NNG+은/JX
"수사과가	"/SS+수사과/NNG+가/JKS
놓친	놓치/VV+ㄴ/ETM
걸	거/NNB+ㄹ/JKO
왜	왜/MAG
형사과가	형사과/NNG+가/JKS
나서서	나서/VV+어서/EC
잡아야	잡/VV+아야/EC
하냐"고	하/VX+냐/EF+"/SS+고/JKQ
볼멘소리를	볼멘소리/NNG+를/JKO
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000022.135.7.3
수사과 직원은 더 큰소리로 투덜거렸다.

수사과	수사과/NNG
직원은	직원/NNG+은/JX
더	더/MAG
큰소리로	크/VA+ㄴ/ETM+소리/NNG+로/JKB
투덜거렸다.	투덜거리/VV+었/EP+다/EF+./SF


# id : NWRW1800000022.135.7.4
"피의자들 입감하는 것까지 왜 내가 책임져야 해?

"피의자들	"/SS+피의자/NNG+들/XSN
입감하는	입감/NNG+하/XSV+는/ETM
것까지	것/NNB+까지/JX
왜	왜/MAG
내가	내/NP+가/JKS
책임져야	책임지/VV+어야/EC
해?	하/VX+아/EF+?/SF


# id : NWRW1800000022.135.7.5
그거 가지고 경찰 자격이 있네, 없네 따지면 안 되지."

그거	그거/NP
가지고	가지/VV+고/EC
경찰	경찰/NNG
자격이	자격/NNG+이/JKS
있네,	있/VA+네/EF+,/SP
없네	없/VA+네/EF
따지면	따지/VV+면/EC
안	안/MAG
되지."	되/VV+지/EF+./SF+"/SS


# id : NWRW1800000022.135.8.1
사건 발생 당시 경찰은 유치장 철창문을 열어둔 채 25분간 자리를 비웠다.

사건	사건/NNG
발생	발생/NNG
당시	당시/NNG
경찰은	경찰/NNG+은/JX
유치장	유치장/NNG
철창문을	철창문/NNG+을/JKO
열어둔	열/VV+어/EC+두/VX+ㄴ/ETM
채	채/NNB
25분간	25/SN+분/NNB+간/XSN
자리를	자리/NNG+를/JKO
비웠다.	비우/VV+었/EP+다/EF+./SF


# id : NWRW1800000022.135.8.2
상황실 직원은 CCTV로 유치장을 체크하지 않은 데 대해 "그것 말고도 할 일이 많은데, 온종일 그것 하나만 볼 수는 없지 않으냐"고 했다.

상황실	상황실/NNG
직원은	직원/NNG+은/JX
CCTV로	CCTV/SL+로/JKB
유치장을	유치장/NNG+을/JKO
체크하지	체크/NNG+하/XSV+지/EC
않은	않/VX+은/ETM
데	데/NNB
대해	대하/VV+아/EC
"그것	"/SS+그것/NP
말고도	말/VV+고/EC+도/JX
할	하/VV+ㄹ/ETM
일이	일/NNG+이/JKS
많은데,	많/VA+은데/EC+,/SP
온종일	온종일/NNG
그것	그것/NP
하나만	하나/NR+만/JX
볼	보/VV+ㄹ/ETM
수는	수/NNB+는/JX
없지	없/VA+지/EC
않으냐"고	않/VX+으냐/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000022.135.9.1
경찰관들이 이런 정신으로 근무한다면 유치장 입감자들이 열린 문으로 도망치는 사고가 나는 것도 당연한 일 아닐까.

경찰관들이	경찰관/NNG+들/XSN+이/JKS
이런	이런/MMD
정신으로	정신/NNG+으로/JKB
근무한다면	근무/NNG+하/XSV+ㄴ다면/EC
유치장	유치장/NNG
입감자들이	입감자/NNG+들/XSN+이/JKS
열린	열리/VV+ㄴ/ETM
문으로	문/NNG+으로/JKB
도망치는	도망치/VV+는/ETM
사고가	사고/NNG+가/JKS
나는	나/VV+는/ETM
것도	것/NNB+도/JX
당연한	당연/NNG+하/XSA+ㄴ/ETM
일	일/NNG
아닐까.	아니/VCN+ㄹ까/EF+./SF


# id : NWRW1800000022.135.9.2
경찰청은 13일 이번 사고의 책임을 물어 김기용 남대문경찰서장 등 5명을 직위해제했다.

경찰청은	경찰청/NNG+은/JX
13일	13/SN+일/NNB
이번	이번/NNG
사고의	사고/NNG+의/JKG
책임을	책임/NNG+을/JKO
물어	묻/VV+어/EC
김기용	김기용/NNP
남대문경찰서장	남대문/NNP+경찰서장/NNG
등	등/NNB
5명을	5/SN+명/NNB+을/JKO
직위해제했다.	직위/NNG+해제/NNG+하/XSV+았/EP+다/EF+./SF


