# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000029.236
metadata : {}


# id : NWRW1800000029.236.1.1
21세 처녀얼굴, 아버지 낫에… “이런 불행 이젠 끝나겠죠?”

21세	21/SN+세/NNB
있었다.	있/VX+었/EP+다/EF+./SF


# id : NWRW1800000029.236.4.3
술에 취한 아버지가 휘두른 낫에 찔린 상처였다.

술에	술/NNG+에/JKB
취한	취하/VV+ㄴ/ETM
아버지가	아버지/NNG+가/JKS
휘두른	휘두르/VV+ㄴ/ETM
낫에	낫/NNG+에/JKB
찔린	찔리/VV+ㄴ/ETM
상처였다.	상처/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000029.236.4.4
A 씨가 손바닥으로 막았기 때문에 실명은 피할 수 있었지만 대신 눈썹 부위를 27바늘이나 꿰매야 했다.

A	A/SL
씨가	씨/NNB+가/JKS
손바닥으로	손바닥/NNG+으로/JKB
막았기	막/VV+았/EP+기/ETN
때문에	때문/NNB+에/JKB
실명은	실명/NNG+은/JX
피할	피하/VV+ㄹ/ETM
수	수/NNB
있었지만	있/VA+었/EP+지만/EC
대신	대신/NNG
눈썹	눈썹/NNG
부위를	부위/NNG+를/JKO
27바늘이나	27/SN+바늘/NNG+이나/JX
꿰매야	꿰매/VV+어야/EC
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000029.236.5.1
10일 밤이었다.

10일	10/SN+일/NNB
밤이었다.	밤/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000029.236.5.2
친구와 차를 마시다 어머니의 전화를 받고 서울 관악구 신림동 자택으로 돌아온 A 씨를 맞은 건 잔뜩 술에 취한 아버지였다.

친구와	친구/NNG+와/JKB
차를	차/NNG+를/JKO
마시다	마시/VV+다/EC
어머니의	어머니/NNG+의/JKG
전화를	전화/NNG+를/JKO
받고	받/VV+고/EC
서울	서울/NNP
관악구	관악구/NNP
신림동	신림동/NNP
자택으로	자택/NNG+으로/JKB
돌아온	돌아오/VV+ㄴ/ETM
A	A/SL
씨를	씨/NNB+를/JKO
맞은	맞/VV+은/ETM
건	거/NNB+ㄴ/JX
잔뜩	잔뜩/MAG
술에	술/NNG+에/JKB
취한	취하/VV+ㄴ/ETM
아버지였다.	아버지/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000029.236.5.3
일용직 노동자인 아버지는 다짜고짜 A 씨에게 “술 마실 돈을 내놔라”며 행패를 부렸다.

일용직	일용직/NNG
노동자인	노동자/NNG+이/VCP+ㄴ/ETM
아버지는	아버지/NNG+는/JX
다짜고짜	다짜고짜/MAG
A	A/SL
씨에게	씨/NNB+에게/JKB
“술	“/SS+술/NNG
마실	마시/VV+ㄹ/ETM
돈을	돈/NNG+을/JKO
내놔라”며	내놓/VV+아라/EF+”/SS+며/EC
행패를	행패/NNG+를/JKO
부렸다.	부리/VV+었/EP+다/EF+./SF


# id : NWRW1800000029.236.5.4
참다못한 A 씨가 “가족에게 왜 이러느냐”고 맞서자 아버지는 낫을 휘둘렀다.

참다못한	참/VV+다/EC+못하/VX+ㄴ/ETM
A	A/SL
씨가	씨/NNB+가/JKS
“가족에게	“/SS+가족/NNG+에게/JKB
왜	왜/MAG
이러느냐”고	이러/VV+느냐/EF+”/SS+고/JKQ
맞서자	맞서/VV+자/EC
아버지는	아버지/NNG+는/JX
낫을	낫/NNG+을/JKO
휘둘렀다.	휘두르/VV+었/EP+다/EF+./SF


# id : NWRW1800000029.236.5.5
낫에 찔린 A 씨는 집을 뛰쳐나와 병원으로 갔다.

낫에	낫/NNG+에/JKB
찔린	찔리/VV+ㄴ/ETM
A	A/SL
씨는	씨/NNB+는/JX
집을	집/NNG+을/JKO
뛰쳐나와	뛰쳐나오/VV+아/EC
병원으로	병원/NNG+으로/JKB
갔다.	가/VV+았/EP+다/EF+./SF


# id : NWRW1800000029.236.5.6
이 광경을 목격한 어머니 이모 씨(47)도 아버지가 보는 앞에서 수면제 수십 알을 삼켜 병원으로 실려 갔다.

이	이/MMD
광경을	광경/NNG+을/JKO
목격한	목격/NNG+하/XSV+ㄴ/ETM
어머니	어머니/NNG
이모	이/NNP+모/NP
씨(47)도	씨/NNB+(/SS+47/SN+)/SS+도/JX
아버지가	아버지/NNG+가/JKS
보는	보/VV+는/ETM
앞에서	앞/NNG+에서/JKB
수면제	수면제/NNG
수십	수십/NR
알을	알/NNG+을/JKO
삼켜	삼키/VV+어/EC
병원으로	병원/NNG+으로/JKB
실려	실리/VV+어/EC
갔다.	가/VX+았/EP+다/EF+./SF


# id : NWRW1800000029.236.5.7
다행히도 이 씨는 목숨은 건졌다.

다행히도	다행히/MAG+도/JX
이	이/NNP
씨는	씨/NNB+는/JX
목숨은	목숨/NNG+은/JX
건졌다.	건지/VV+었/EP+다/EF+./SF


# id : NWRW1800000029.236.6.1
A 씨는 응급치료를 받은 뒤 11일 새벽 “아버지로부터 가족을 보호해 달라”며 관악경찰서를 찾았다.

A	A/SL
씨는	씨/NNB+는/JX
응급치료를	응급/NNG+치료/NNG+를/JKO
받은	받/VV+은/ETM
뒤	뒤/NNG
11일	11/SN+일/NNB
새벽	새벽/NNG
“아버지로부터	“/SS+아버지/NNG+로부터/JKB
가족을	가족/NNG+을/JKO
보호해	보호/NNG+하/XSV+아/EC
달라”며	달/VX+라/EF+”/SS+며/EC
관악경찰서를	관악경찰서/NNP+를/JKO
찾았다.	찾/VV+았/EP+다/EF+./SF


# id : NWRW1800000029.236.6.2
하지만 경찰은 “현행범이 아닌 데다 정식으로 고소장을 내지 않아 체포할 수 없다”며 “법원으로부터 판결을 받지 않으면 경찰이 임시 조치도 할 수 없다”고 설명했다.

하지만	하지만/MAJ
경찰은	경찰/NNG+은/JX
“현행범이	“/SS+현행범/NNG+이/JKC
아닌	아니/VCN+ㄴ/ETM
데다	데/NNB+다/JX
정식으로	정식/NNG+으로/JKB
고소장을	고소장/NNG+을/JKO
내지	내/VV+지/EC
않아	않/VX+아/EC
체포할	체포/NNG+하/XSV+ㄹ/ETM
수	수/NNB
없다”며	없/VA+다/EF+”/SS+며/EC
“법원으로부터	“/SS+법원/NNG+으로부터/JKB
판결을	판결/NNG+을/JKO
받지	받/VV+지/EC
않으면	않/VX+으면/EC
경찰이	경찰/NNG+이/JKS
임시	임시/NNG
조치도	조치/NNG+도/JX
할	하/VV+ㄹ/ETM
없다”고	없/VA+다/EF+”/SS+고/JKQ
설명했다.	설명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000029.236.6.3
집으로 돌아온 A 씨는 방에서 쓰러져 자고 있는 아버지 몰래 간단한 옷가지만 챙겨 집을 나왔다.

집으로	집/NNG+으로/JKB
돌아온	돌아오/VV+ㄴ/ETM
A	A/SL
씨는	씨/NNB+는/JX
방에서	방/NNG+에서/JKB
쓰러져	쓰러지/VV+어/EC
자고	자/VV+고/EC
있는	있/VX+는/ETM
아버지	아버지/NNG
몰래	몰래/MAG
간단한	간단하/VA+ㄴ/ETM
옷가지만	옷가지/NNG+만/JX
챙겨	챙기/VV+어/EC
집을	집/NNG+을/JKO
나왔다.	나오/VV+았/EP+다/EF+./SF


# id : NWRW1800000029.236.7.1
가정폭력의 그늘 속에 살았던 A 씨 가족의 불행은 이날 하루만이 아니었다.

가정폭력의	가정/NNG+폭력/NNG+의/JKG
그늘	그늘/NNG
속에	속/NNG+에/JKB
살았던	살/VV+았/EP+던/ETM
A	A/SL
씨	씨/NNB
가족의	가족/NNG+의/JKG
불행은	불행/NNG+은/JX
이날	이날/NNG
하루만이	하루/NNG+만/JX+이/JKC
아니었다.	아니/VCN+었/EP+다/EF+./SF


# id : NWRW1800000029.236.7.2
아버지는 술에 취할 때마다 가족에게 폭력을 휘두르며 행패를 부렸다.

아버지는	아버지/NNG+는/JX
술에	술/NNG+에/JKB
취할	취하/VV+ㄹ/ETM
때마다	때/NNG+마다/JX
가족에게	가족/NNG+에게/JKB
폭력을	폭력/NNG+을/JKO
휘두르며	휘두르/VV+며/EC
행패를	행패/NNG+를/JKO
부렸다.	부리/VV+었/EP+다/EF+./SF


# id : NWRW1800000029.236.7.3
A 씨의 언니가 결혼 후 주소도 숨기고 살 정도였다.

A	A/SL
씨의	씨/NNB+의/JKG
언니가	언니/NNG+가/JKS
결혼	결혼/NNG
후	후/NNG
주소도	주소/NNG+도/JX
숨기고	숨기/VV+고/EC
살	살/VV+ㄹ/ETM
정도였다.	정도/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000029.236.8.1
A 씨 아버지처럼 가정폭력을 저지르는 이들 중 상당수는 상습범이다.

A	A/SL
씨	씨/NNB
아버지처럼	아버지/NNG+처럼/JKB
가정폭력을	가정/NNG+폭력/NNG+을/JKO
저지르는	저지르/VV+는/ETM
이들	이/NNB+들/XSN
중	중/NNB
상당수는	상당수/NNG+는/JX
상습범이다.	상습범/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000029.236.8.2
경찰청에 따르면 2006년부터 올해 7월 말까지 경찰에 검거된 가정폭력범은 한 달 평균 955명에 이른다.

경찰청에	경찰청/NNG+에/JKB
따르면	따르/VV+면/EC
2006년부터	2006/SN+년/NNB+부터/JX
올해	올해/NNG
7월	7/SN+월/NNB
말까지	말/NNB+까지/JX
경찰에	경찰/NNG+에/JKB
검거된	검거/NNG+되/XSV+ㄴ/ETM
가정폭력범은	가정/NNG+폭력범/NNG+은/JX
한	한/MMN
달	달/NNG
평균	평균/NNG
955명에	955/SN+명/NNB+에/JKB
이른다.	이르/VV+ㄴ다/EF+./SF


# id : NWRW1800000029.236.8.3
특히 2007년 전체 가정폭력으로 검거된 1만3165명 중 동종 전과가 있는 사람은 1002명이었지만 2010년에는 검거된 가정폭력범이 7992명으로 줄었는데도 동종 전과자의 검거 건수는 1619건으로 오히려 늘었다.

특히	특히/MAG
2007년	2007/SN+년/NNB
전체	전체/NNG
가정폭력으로	가정/NNG+폭력/NNG+으로/JKB
검거된	검거/NNG+되/XSV+ㄴ/ETM
1만3165명	1/SN+만/NR+3165/SN+명/NNB
중	중/NNB
동종	동종/NNG
전과가	전과/NNG+가/JKS
있는	있/VA+는/ETM
사람은	사람/NNG+은/JX
1002명이었지만	1002/SN+명/NNB+이/VCP+었/EP+지만/EC
2010년에는	2010/SN+년/NNB+에/JKB+는/JX
가정폭력범이	가정/NNG+폭력범/NNG+이/JKS
7992명으로	7992/SN+명/NNB+으로/JKB
줄었는데도	줄/VV+었/EP+는데/EC+도/JX
전과자의	전과자/NNG+의/JKG
검거	검거/NNG
건수는	건수/NNG+는/JX
1619건으로	1619/SN+건/NNB+으로/JKB
오히려	오히려/MAG
늘었다.	늘/VV+었/EP+다/EF+./SF


# id : NWRW1800000029.236.8.4
공권력이 막지 않는 한 한번 시작된 가정폭력은 계속되는 경향을 보이는 셈이다.

공권력이	공권력/NNG+이/JKS
막지	막/VV+지/EC
않는	않/VX+는/ETM
한	한/NNG
한번	한번/MAG
시작된	시작/NNG+되/XSV+ㄴ/ETM
가정폭력은	가정/NNG+폭력/NNG+은/JX
계속되는	계속/NNG+되/XSV+는/ETM
경향을	경향/NNG+을/JKO
보이는	보이/VV+는/ETM
셈이다.	셈/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000029.236.9.1
하지만 경찰은 그동안 가정폭력 사건에는 미온적으로 대처해 왔다.

하지만	하지만/MAJ
경찰은	경찰/NNG+은/JX
그동안	그동안/NNG
가정폭력	가정/NNG+폭력/NNG
사건에는	사건/NNG+에/JKB+는/JX
미온적으로	미온/NNG+적/XSN+으로/JKB
대처해	대처/NNG+하/XSV+아/EC
왔다.	오/VX+았/EP+다/EF+./SF


# id : NWRW1800000029.236.9.2
가정폭력 사건의 경우 경찰이 가해자로부터 피해자를 보호하려면 법원의 피해자보호명령이 필요하지만 청구부터 결정이 나올 때까지는 최소 일주일 정도 걸려 실효성이 없다는 지적이 많다.

가정폭력	가정/NNG+폭력/NNG
사건의	사건/NNG+의/JKG
경우	경우/NNG
경찰이	경찰/NNG+이/JKS
가해자로부터	가해자/NNG+로부터/JKB
피해자를	피해자/NNG+를/JKO
보호하려면	보호/NNG+하/XSV+려면/EC
법원의	법원/NNG+의/JKG
피해자보호명령이	피해자/NNG+보호/NNG+명령/NNG+이/JKS
필요하지만	필요/NNG+하/XSA+지만/EC
청구부터	청구/NNG+부터/JX
결정이	결정/NNG+이/JKS
나올	나오/VV+ㄹ/ETM
때까지는	때/NNG+까지/JX+는/JX
최소	최소/NNG
일주일	일주일/NNG
정도	정도/NNG
걸려	걸리/VV+어/EC
실효성이	실효/NNG+성/XSN+이/JKS
없다는	없/VA+다는/ETM
지적이	지적/NNG+이/JKS
많다.	많/VA+다/EF+./SF


# id : NWRW1800000029.236.10.1
그러나 26일부터는 가정폭력범죄의 처벌 등에 관한 특례법이 시행됨에 따라 경찰이 심한 부부싸움 등 가정폭력에 직접 개입할 수 있게 됐다.

그러나	그러나/MAJ
26일부터는	26/SN+일/NNB+부터/JX+는/JX
가정폭력범죄의	가정/NNG+폭력/NNG+범죄/NNG+의/JKG
처벌	처벌/NNG
등에	등/NNB+에/JKB
관한	관하/VV+ㄴ/ETM
특례법이	특례법/NNG+이/JKS
시행됨에	시행/NNG+되/XSV+ㅁ/ETN+에/JKB
따라	따르/VV+아/EC
경찰이	경찰/NNG+이/JKS
심한	심하/VA+ㄴ/ETM
부부싸움	부부/NNG+싸움/NNG
등	등/NNB
가정폭력에	가정/NNG+폭력/NNG+에/JKB
직접	직접/MAG
개입할	개입/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있게	있/VA+게/EC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000029.236.10.2
법에 따라 경찰관은 현장에서 가정폭력이 재발할 우려가 있거나 법원의 결정을 기다릴 여유가 없을 만큼 상황이 긴급하다고 판단할 경우 피의자에게 △주거지 퇴거 등 격리 △피해자 100m 이내 접근 금지 △전기통신을 이용한 피해자 접근 시도 금지 등의 조치를 임시로 취할 수 있게 된 것이다.

법에	법/NNG+에/JKB
따라	따르/VV+아/EC
경찰관은	경찰관/NNG+은/JX
현장에서	현장/NNG+에서/JKB
가정폭력이	가정/NNG+폭력/NNG+이/JKS
재발할	재발/NNG+하/XSV+ㄹ/ETM
우려가	우려/NNG+가/JKS
있거나	있/VA+거나/EC
법원의	법원/NNG+의/JKG
결정을	결정/NNG+을/JKO
기다릴	기다리/VV+ㄹ/ETM
여유가	여유/NNG+가/JKS
없을	없/VA+을/ETM
만큼	만큼/NNB
상황이	상황/NNG+이/JKS
긴급하다고	긴급/NNG+하/XSA+다고/EC
판단할	판단/NNG+하/XSV+ㄹ/ETM
경우	경우/NNG
피의자에게	피의자/NNG+에게/JKB
△주거지	△/SW+주거지/NNG
퇴거	퇴거/NNG
등	등/NNB
격리	격리/NNG
△피해자	△/SW+피해자/NNG
100m	100/SN+m/SW
이내	이내/MAG
접근	접근/NNG
금지	금지/NNG
△전기통신을	△/SW+전기/NNG+통신/NNG+을/JKO
이용한	이용/NNG+하/XSV+ㄴ/ETM
피해자	피해자/NNG
시도	시도/NNG
등의	등/NNB+의/JKG
조치를	조치/NNG+를/JKO
임시로	임시/NNG+로/JKB
취할	취하/VV+ㄹ/ETM
수	수/NNB
있게	있/VA+게/EC
된	되/VV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000029.236.10.3
피해자가 요청할 때도 같은 조치를 내릴 수 있다.

피해자가	피해자/NNG+가/JKS
요청할	요청/NNG+하/XSV+ㄹ/ETM
때도	때/NNG+도/JX
같은	같/VA+은/ETM
조치를	조치/NNG+를/JKO
내릴	내리/VV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000029.236.11.1
또 검사의 청구와 판사의 판단을 거치면 이 조치들을 계속 유지할 수 있다.

또	또/MAG
검사의	검사/NNG+의/JKG
청구와	청구/NNG+와/JC
판사의	판사/NNG+의/JKG
판단을	판단/NNG+을/JKO
거치면	거치/VV+면/EC
이	이/MMD
조치들을	조치/NNG+들/XSN+을/JKO
계속	계속/MAG
유지할	유지/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000029.236.11.2
피의자가 조치를 어기면 500만 원 이하의 과태료를 물리거나 최장 2개월까지 유치장에 가둘 수도 있다.

피의자가	피의자/NNG+가/JKS
조치를	조치/NNG+를/JKO
어기면	어기/VV+면/EC
500만	500/SN+만/NR
원	원/NNB
이하의	이하/NNG+의/JKG
과태료를	과태료/NNG+를/JKO
물리거나	물리/VV+거나/EC
최장	최장/NNG
2개월까지	2/SN+개월/NNB+까지/JX
유치장에	유치장/NNG+에/JKB
가둘	가두/VV+ㄹ/ETM
수도	수/NNB+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000029.236.11.3
경찰 관계자는 “이번 특례법 시행으로 가정폭력이 더 심각한 범죄로 이어질 가능성을 차단할 수 있게 됐다”고 말했다.

경찰	경찰/NNG
관계자는	관계자/NNG+는/JX
“이번	“/SS+이번/NNG
특례법	특례법/NNG
시행으로	시행/NNG+으로/JKB
가정폭력이	가정/NNG+폭력/NNG+이/JKS
더	더/MAG
심각한	심각하/VA+ㄴ/ETM
범죄로	범죄/NNG+로/JKB
이어질	이어지/VV+ㄹ/ETM
가능성을	가능/NNG+성/XSN+을/JKO
차단할	차단/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있게	있/VA+게/EC
됐다”고	되/VV+었/EP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000029.236.11.4
A 씨는 “경찰이 아버지의 폭력을 초기에 막았다면 가족과 내 인생을 지킬 수 있었을 것”이라며 “우리 가족과 같은 일이 다른 가정에는 생기지 않았으면 좋겠다”고 말했다.

A	A/SL
씨는	씨/NNB+는/JX
“경찰이	“/SS+경찰/NNG+이/JKS
아버지의	아버지/NNG+의/JKG
폭력을	폭력/NNG+을/JKO
초기에	초기/NNG+에/JKB
막았다면	막/VV+았/EP+다면/EC
가족과	가족/NNG+과/JKB
내	나/NP+의/JKG
인생을	인생/NNG+을/JKO
지킬	지키/VV+ㄹ/ETM
수	수/NNB
있었을	있/VA+었/EP+을/ETM
것”이라며	것/NNB+”/SS+이/VCP+라며/EC
“우리	“/SS+우리/NP
같은	같/VA+은/ETM
일이	일/NNG+이/JKS
다른	다른/MMD
가정에는	가정/NNG+에/JKB+는/JX
생기지	생기/VV+지/EC
않았으면	않/VX+았/EP+으면/EC
좋겠다”고	좋/VA+겠/EP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


