# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000054.285
metadata : {}


# id : NWRW1800000054.285.1.1
[특파원 리포트] 아베 총리만 더 세졌다

[특파원	[/SS+특파원/NNG
지지율이 한 달 만에 11%포인트 뛰었지만, 석 달 뒤 절반 넘게 도로 빠졌다.

지지율이	지지/NNG+율/XSN+이/JKS
한	한/MMN
달	달/NNB
만에	만/NNB+에/JKB
11%포인트	11/SN+%/SW+포인트/NNG
뛰었지만,	뛰/VV+었/EP+지만/EC+,/SP
석	석/MMN
뒤	뒤/NNG
절반	절반/NNG
넘게	넘/VV+게/EC
도로	도로/MAG
빠졌다.	빠지/VV+었/EP+다/EF+./SF


# id : NWRW1800000054.285.5.3
여파는 되레 일본에서 오래갔다.

여파는	여파/NNG+는/JX
되레	되레/MAG
일본에서	일본/NNP+에서/JKB
오래갔다.	오래가/VV+았/EP+다/EF+./SF


# id : NWRW1800000054.285.5.4
아베 총리가 총선 때 "민주당 정권은 일본을 못 지킨다"고 부르짖었다.

아베	아베/NNP
총리가	총리/NNG+가/JKS
총선	총선/NNG
때	때/NNG
"민주당	"/SS+민주당/NNP
정권은	정권/NNG+은/JX
일본을	일본/NNP+을/JKO
못	못/MAG
지킨다"고	지키/VV+ㄴ다/EF+"/SS+고/JKQ
부르짖었다.	부르짖/VV+었/EP+다/EF+./SF


# id : NWRW1800000054.285.5.5
독도에 간 MB도, 같이 박수 친 우리도 '내 행동이 내 나라에 플러스였나?' 냉정하게 자문해봐야 한다.

독도에	독도/NNP+에/JKB
간	가/VV+ㄴ/ETM
MB도,	MB/SL+도/JX+,/SP
같이	같이/MAG
박수	박수/NNG
친	치/VV+ㄴ/ETM
우리도	우리/NP+도/JX
'내	'/SS+나/NP+의/JKG
행동이	행동/NNG+이/JKS
내	나/NP+의/JKG
나라에	나라/NNG+에/JKB
플러스였나?'	플러스/NNG+이/VCP+었/EP+나/EF+?/SF+'/SS
냉정하게	냉정/NNG+하/XSA+게/EC
자문해봐야	자문/NNG+하/XSV+아/EC+보/VX+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000054.285.6.1
박근혜 대통령이 취임해 '위안부 문제 해결 없인 한·일 정상회담도 없다'는 카드를 꺼냈다.

박근혜	박근혜/NNP
대통령이	대통령/NNG+이/JKS
취임해	취임/NNG+하/XSV+아/EC
'위안부	'/SS+위안부/NNG
문제	문제/NNG
해결	해결/NNG
없인	없이/MAG+ㄴ/JX
한·일	한·일/NNP
정상회담도	정상/NNG+회담/NNG+도/JX
없다'는	없/VA+다/EF+'/SS+는/ETM
카드를	카드/NNG+를/JKO
꺼냈다.	꺼내/VV+었/EP+다/EF+./SF


# id : NWRW1800000054.285.6.2
대통령이 얼마나 깊이 고심해 그 전략을 택했는지는 불분명하다.

대통령이	대통령/NNG+이/JKS
얼마나	얼마나/MAG
깊이	깊이/MAG
고심해	고심/NNG+하/XSV+아/EC
그	그/MMD
전략을	전략/NNG+을/JKO
택했는지는	택하/VV+았/EP+는지/EF+는/JX
불분명하다.	불분명하/VA+다/EF+./SF


# id : NWRW1800000054.285.6.3
외교 전문가들은 "전쟁이라도 해서 일본을 굴복시키지 않는 한 과거사 문제로 국민을 100% 만족시키는 건 불가능하다"면서 "퇴로 없는 길"이라고 처음부터 반대했다.

외교	외교/NNG
전문가들은	전문가/NNG+들/XSN+은/JX
"전쟁이라도	"/SS+전쟁/NNG+이라도/JX
해서	하/VV+아서/EC
일본을	일본/NNP+을/JKO
굴복시키지	굴복/NNG+시키/XSV+지/EC
않는	않/VX+는/ETM
한	한/NNG
과거사	과거사/NNG
문제로	문제/NNG+로/JKB
국민을	국민/NNG+을/JKO
100%	100/SN+%/SW
만족시키는	만족/NNG+시키/XSV+는/ETM
건	거/NNB+ㄴ/JX
불가능하다"면서	불/XPN+가능/NNG+하/XSA+다/EF+"/SS+면서/EC
"퇴로	"/SS+퇴로/NNG
없는	없/VA+는/ETM
길"이라고	길/NNG+"/SS+이라고/JKQ
처음부터	처음/NNG+부터/JX
반대했다.	반대/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000054.285.7.1
협상팀이 어떻게 싸우건 뭘 들고 오건 우리 국민은 분노하고 그 뒤는 늘 '납득하는 세력'과 '납득하지 않는 세력'의 소모적인 내전이다.

협상팀이	협상/NNG+팀/NNG+이/JKS
어떻게	어떻/VA+게/EC
싸우건	싸우/VV+건/EC
뭘	뭐/NP+ㄹ/JKO
들고	들/VV+고/EC
오건	오/VV+건/EC
우리	우리/NP
국민은	국민/NNG+은/JX
분노하고	분노/NNG+하/XSV+고/EC
그	그/MMD
뒤는	뒤/NNG+는/JX
늘	늘/MAG
'납득하는	'/SS+납득/NNG+하/XSV+는/ETM
세력'과	세력/NNG+'/SS+과/JC
'납득하지	'/SS+납득/NNG+하/XSV+지/EC
않는	않/VX+는/ETM
세력'의	세력/NNG+'/SS+의/JKG
소모적인	소모/NNG+적/XSN+이/VCP+ㄴ/ETM
내전이다.	내전/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000054.285.7.2
관련 실무를 오래 한 전직 고위 관리가 "하다못해 대통령이 중간에 할머니, 정대협, 야당을 직접 만나 설명도 하고 야단도 맞고 이해도 구했어야 한다"고 했다.

관련	관련/NNG
실무를	실무/NNG+를/JKO
오래	오래/MAG
한	하/VV+ㄴ/ETM
전직	전직/NNG
고위	고위/NNG
관리가	관리/NNG+가/JKS
"하다못해	"/SS+하다못해/MAG
대통령이	대통령/NNG+이/JKS
중간에	중간/NNG+에/JKB
할머니,	할머니/NNG+,/SP
정대협,	정대협/NNG+,/SP
야당을	야당/NNG+을/JKO
직접	직접/MAG
만나	만나/VV+아/EC
설명도	설명/NNG+도/JX
하고	하/VV+고/EC
야단도	야단/NNG+도/JX
맞고	맞/VV+고/EC
이해도	이해/NNG+도/JX
구했어야	구하/VV+았/EP+어야/EC
한다"고	하/VX+ㄴ다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000054.285.7.3
대통령은 그러지 않았다.

대통령은	대통령/NNG+은/JX
그러지	그러/VV+지/EC
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000054.285.8.1
마지막으로 생각해볼 점이 있다.

마지막으로	마지막/NNG+으로/JKB
생각해볼	생각/NNG+하/XSV+아/EC+보/VX+ㄹ/ETM
점이	점/NNG+이/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000054.285.8.2
MB가 독도에 갔을 때, 박 대통령이 위안부 문제와 한·일 관계 전체를 연동했을 때, 대권 주자들이 구체적 국익 보호 플랜도 없이 위안부 합의부터 뒤집겠다고 할 때 상황은 달라도 공통점이 하나 있다.

MB가	MB/SL+가/JKS
독도에	독도/NNP+에/JKB
갔을	가/VV+았/EP+을/ETM
때,	때/NNG+,/SP
박	박/NNP
대통령이	대통령/NNG+이/JKS
위안부	위안부/NNG
문제와	문제/NNG+와/JC
한·일	한·일/NNP
관계	관계/NNG
전체를	전체/NNG+를/JKO
연동했을	연동/NNG+하/XSV+았/EP+을/ETM
대권	대권/NNG
주자들이	주자/NNG+들/XSN+이/JKS
구체적	구체/NNG+적/XSN
국익	국익/NNG
보호	보호/NNG
플랜도	플랜/NNG+도/JX
없이	없이/MAG
합의부터	합의/NNG+부터/JX
뒤집겠다고	뒤집/VV+겠/EP+다고/EC
할	하/VV+ㄹ/ETM
때	때/NNG
상황은	상황/NNG+은/JX
달라도	다르/VA+아도/EC
공통점이	공통점/NNG+이/JKS
하나	하나/NR
있다.	있/VA+다/EF+./SF


# id : NWRW1800000054.285.8.3
'지금 하는 선택이 단견일 수 있다'는 경보음이 우리 안에서 단 한 번도 안 울렸다는 점이다.

'지금	'/SS+지금/MAG
하는	하/VV+는/ETM
선택이	선택/NNG+이/JKS
단견일	단견/NNG+이/VCP+ㄹ/ETM
수	수/NNB
있다'는	있/VA+다/EF+'/SS+는/ETM
경보음이	경보음/NNG+이/JKS
우리	우리/NP
안에서	안/NNG+에서/JKB
단	단/MMA
한	한/MMN
번도	번/NNB+도/JX
안	안/MAG
울렸다는	울리/VV+었/EP+다는/ETM
점이다.	점/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000054.285.8.4
우리가 일본보다 '우리 안의 다른 진영'에 더 신경 쓰며 몸을 사리는 동안 부산 소녀상 보복 조치로 아베 총리 지지율이 5%포인트 뛰어올랐다(NHK 조사).

우리가	우리/NP+가/JKS
일본보다	일본/NNP+보다/JKB
'우리	'/SS+우리/NP
안의	안/NNG+의/JKG
다른	다른/MMD
진영'에	진영/NNG+'/SS+에/JKB
더	더/MAG
신경	신경/NNG
쓰며	쓰/VV+며/EC
몸을	몸/NNG+을/JKO
사리는	사리/VV+는/ETM
동안	동안/NNG
부산	부산/NNP
소녀상	소녀상/NNG
보복	보복/NNG
조치로	조치/NNG+로/JKB
아베	아베/NNP
총리	총리/NNG
지지율이	지지/NNG+율/XSN+이/JKS
5%포인트	5/SN+%포인트/NNG
뛰어올랐다(NHK	뛰어오르/VV+았/EP+다/EF+(/SS+NHK/SL
조사).	조사/NNG+)/SS+./SF


# id : NWRW1800000054.285.8.5
우리가 그를 더 강하게 만들어줬다.

우리가	우리/NP+가/JKS
그를	그/NP+를/JKO
더	더/MAG
강하게	강하/VA+게/EC
만들어줬다.	만들/VV+어/EC+주/VX+었/EP+다/EF+./SF


