# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.416
metadata : {}


# id : NWRW1800000030.416.1.1
[충청] "여러분 꿈 & 끼 청주서 맘껏 펼치세요"

[충청]	[/SS+충청/NNP+]/SS
발산하는	발산/NNG+하/XSV+는/ETM
경연대회도	경연/NNG+대회/NNG+도/JX
열린다.	열리/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.416.8.4
요리경연대회에는 양국 대학생 10개 팀이 출전해 1시간 안에 조리하는 한·중 퓨전음식을 선보인다.

요리경연대회에는	요리/NNG+경연/NNG+대회/NNG+에/JKB+는/JX
양국	양국/NNG
대학생	대학/NNG+생/XSN
10개	10/SN+개/NNB
팀이	팀/NNG+이/JKS
출전해	출전/NNG+하/XSV+아/EC
1시간	1/SN+시간/NNB
안에	안/NNG+에/JKB
조리하는	조리/NNG+하/XSV+는/ETM
한·중	한·중/NNP
퓨전음식을	퓨전/NNG+음식/NNG+을/JKO
선보인다.	선보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.416.9.1
예술의전당 광장 천년각 특설무대에선 한·중 전통의상 패션쇼가 열린다.

예술의전당	예술의전당/NNP
광장	광장/NNG
천년각	천년각/NNP
특설무대에선	특설/NNG+무대/NNG+에서/JKB+ㄴ/JX
한·중	한·중/NNP
전통의상	전통/NNG+의상/NNG
패션쇼가	패션쇼/NNG+가/JKS
열린다.	열리/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.416.9.2
이시종 충북지사와 장화중 주한중국대사관 공사, 유학생, 국내 대학생들이 양국의 전통혼례복, 평상복, 특수복 등 40종의 의상을 입고 패션쇼를 펼친다.

이시종	이시종/NNP
충북지사와	충북/NNP+지사/NNG+와/JC
장화중	장화중/NNP
주한중국대사관	주한중국대사관/NNP
공사,	공사/NNG+,/SP
유학생,	유학/NNG+생/XSN+,/SP
국내	국내/NNG
대학생들이	대학/NNG+생/XSN+들/XSN+이/JKS
양국의	양국/NNG+의/JKG
전통혼례복,	전통/NNG+혼례복/NNG+,/SP
평상복,	평상복/NNG+,/SP
특수복	특수복/NNG
등	등/NNB
40종의	40/SN+종/NNG+의/JKG
의상을	의상/NNG+을/JKO
입고	입/VV+고/EC
패션쇼를	패션쇼/NNG+를/JKO
펼친다.	펼치/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.416.10.1
◆韓流스타 공연에 공예비엔날레 관람까지

◆韓流스타	◆/SW+韓流/SH+스타/NNG
공연에	공연/NNG+에/JKB
공예비엔날레	공예/NNG+비엔날레/NNG
관람까지	관람/NNG+까지/JX


# id : NWRW1800000030.416.11.1
가장 큰 볼거리 중 하나는 한류스타 공연과 양국의 수준 높은 문화공연이다.

가장	가장/MAG
큰	크/VA+ㄴ/ETM
볼거리	볼거리/NNG
중	중/NNB
하나는	하나/NR+는/JX
한류스타	한류/NNG+스타/NNG
공연과	공연/NNG+과/JC
양국의	양국/NNG+의/JKG
수준	수준/NNG
높은	높/VA+은/ETM
문화공연이다.	문화/NNG+공연/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.416.11.2
중국 국적의 빅토리아가 소속된 5인조 여성 아이돌 그룹 '에프엑스(f(x))'와 남성 아이돌 6명으로 구성된 '보이프렌드'가 축하공연을 펼친다.

중국	중국/NNP
국적의	국적/NNG+의/JKG
빅토리아가	빅토리아/NNP+가/JKS
소속된	소속/NNG+되/XSV+ㄴ/ETM
5인조	5/SN+인/NNG+조/NNG
여성	여성/NNG
아이돌	아이돌/NNG
그룹	그룹/NNG
'에프엑스(f(x))'와	'/SS+에프엑스/NNP+(/SS+f/SL+(/SS+x/SL+)/SS+)/SS+'/SS+와/JC
남성	남성/NNG
6명으로	6/SN+명/NNB+으로/JKB
구성된	구성/NNG+되/XSV+ㄴ/ETM
'보이프렌드'가	'/SS+보이프렌드/NNP+'/SS+가/JKS
축하공연을	축하/NNG+공연/NNG+을/JKO
펼친다.	펼치/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.416.11.3
또 중국 절강성공연단 공연, 산동성기예단의 천수관음 공연, 한국의 비보이 공연도 축제 분위기를 한껏 고조시킬 것으로 보인다.

또	또/MAG
중국	중국/NNP
절강성공연단	절강성/NNP+공연단/NNG
공연,	공연/NNG+,/SP
산동성기예단의	산동성/NNP+기예단/NNG+의/JKG
천수관음	천수관음/NNG
한국의	한국/NNP+의/JKG
비보이	비보이/NNG
공연도	공연/NNG+도/JX
축제	축제/NNG
분위기를	분위기/NNG+를/JKO
한껏	한껏/MAG
고조시킬	고조/NNG+시키/XSV+ㄹ/ETM
것으로	것/NNB+으로/JKB
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.416.12.1
이주호 교과부 장관, 장화중 중국공사가 특강을 하고, 유학생활에서 느끼는 애로사항 등을 해결하기 위한 한·중 대학생 토론회, 유학생 글로벌 마케팅 서포터즈 발대식 등도 이어진다.

이주호	이주호/NNP
교과부	교과부/NNG
장관,	장관/NNG+,/SP
장화중	장화중/NNP
중국공사가	중국/NNP+공사/NNG+가/JKS
특강을	특강/NNG+을/JKO
하고,	하/VV+고/EC+,/SP
유학생활에서	유학/NNG+생활/NNG+에서/JKB
느끼는	느끼/VV+는/ETM
애로사항	애로/NNG+사항/NNG
등을	등/NNB+을/JKO
해결하기	해결/NNG+하/XSV+기/ETN
위한	위하/VV+ㄴ/ETM
한·중	한·중/NNP
대학생	대학/NNG+생/XSN
토론회,	토론회/NNG+,/SP
유학생	유학/NNG+생/XSN
글로벌	글로벌/NNG
마케팅	마케팅/NNG
서포터즈	서포터즈/NNG
발대식	발대식/NNG
등도	등/NNB+도/JX
이어진다.	이어지/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.416.12.2
'2011 청주국제공예비엔날레' 행사도 중국인 유학생들의 방문을 기다리고 있다.

'2011	'/SS+2011/SN
청주국제공예비엔날레'	청주/NNP+국제/NNG+공예/NNG+비엔날레/NNG+'/SS
행사도	행사/NNG+도/JX
중국인	중국인/NNG
유학생들의	유학/NNG+생/XSN+들/XSN+의/JKG
방문을	방문/NNG+을/JKO
기다리고	기다리/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000030.416.13.1
◆법률상식 등 유학생활 정보 제공

◆법률상식	◆/SW+법률/NNG+상식/NNG
등	등/NNB
유학생활	유학/NNG+생활/NNG
정보	정보/NNG
제공	제공/NNG


# id : NWRW1800000030.416.14.1
충북지방경찰청은 유학생활 중 일어날 수 있는 폭력, 외환사기, 전화금융사기 등에 대한 정보를 제공하고 범죄피해와 교통사고 대처요령, 운전면허 취득방법 등 각종 법률상담을 실시한다.

충북지방경찰청은	충북지방경찰청/NNP+은/JX
유학생활	유학/NNG+생활/NNG
중	중/NNB
일어날	일어나/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
폭력,	폭력/NNG+,/SP
외환사기,	외환/NNG+사기/NNG+,/SP
전화금융사기	전화/NNG+금융/NNG+사기/NNG
등에	등/NNB+에/JKB
대한	대하/VV+ㄴ/ETM
정보를	정보/NNG+를/JKO
제공하고	제공/NNG+하/XSV+고/EC
범죄피해와	범죄/NNG+피해/NNG+와/JC
교통사고	교통사고/NNG
대처요령,	대처/NNG+요령/NNG+,/SP
운전면허	운전면허/NNG
취득방법	취득/NNG+방법/NNG
등	등/NNB
각종	각종/NNG
법률상담을	법률/NNG+상담/NNG+을/JKO
실시한다.	실시/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.416.14.2
충북도는 태양광, 바이오, 의료, 관광 등 '생명과 태양의 땅 충북'을 소개하고 유학생활에 필요한 법률상식 등을 수록한 포켓용 소책자를 만들어 배부할 예정이다.

충북도는	충북도/NNP+는/JX
태양광,	태양광/NNG+,/SP
바이오,	바이오/NNG+,/SP
의료,	의료/NNG+,/SP
관광	관광/NNG
등	등/NNB
'생명과	'/SS+생명/NNG+과/JC
태양의	태양/NNG+의/JKG
땅	땅/NNG
충북'을	충북/NNP+'/SS+을/JKO
소개하고	소개/NNG+하/XSV+고/EC
유학생활에	유학/NNG+생활/NNG+에/JKB
필요한	필요/NNG+하/XSA+ㄴ/ETM
법률상식	법률/NNG+상식/NNG
등을	등/NNB+을/JKO
수록한	수록/NNG+하/XSV+ㄴ/ETM
포켓용	포켓/NNG+용/XSN
소책자를	소/XPN+책자/NNG+를/JKO
만들어	만들/VV+어/EC
배부할	배부/NNG+하/XSV+ㄹ/ETM
예정이다.	예정/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.416.15.1
이와 함께 도내 자치단체와 기업체, 대학을 소개하는 30여개의 홍보관을 개설하고 한방, 미용, 전통민속, 음식, 공예, 관광 등 6개 분야 체험관도 운영한다.

이와	이/NP+와/JKB
함께	함께/MAG
도내	도내/NNG
자치단체와	자치/NNG+단체/NNG+와/JC
기업체,	기업체/NNG+,/SP
대학을	대학/NNG+을/JKO
소개하는	소개/NNG+하/XSV+는/ETM
30여개의	30/SN+여/XSN+개/NNB+의/JKG
홍보관을	홍보관/NNG+을/JKO
개설하고	개설/NNG+하/XSV+고/EC
한방,	한방/NNG+,/SP
미용,	미용/NNG+,/SP
전통민속,	전통/NNG+민속/NNG+,/SP
음식,	음식/NNG+,/SP
공예,	공예/NNG+,/SP
관광	관광/NNG
등	등/NNB
6개	6/SN+개/NNB
분야	분야/NNG
체험관도	체험관/NNG+도/JX
운영한다.	운영/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.416.16.1
충북도는 "이번 행사가 단순한 유학생 축제에 그치지 않고 양국 우호협력 강화와 투자활성화, 관광객 유치 등에 큰 도움을 줄 것으로 기대한다"고 말했다.

충북도는	충북도/NNP+는/JX
"이번	"/SS+이번/NNG
행사가	행사/NNG+가/JKS
단순한	단순/NNG+하/XSA+ㄴ/ETM
유학생	유학/NNG+생/XSN
축제에	축제/NNG+에/JKB
그치지	그치/VV+지/EC
않고	않/VX+고/EC
양국	양국/NNG
우호협력	우호/NNG+협력/NNG
강화와	강화/NNG+와/JC
투자활성화,	투자/NNG+활성/NNG+화/XSN+,/SP
관광객	관광객/NNG
유치	유치/NNG
등에	등/NNB+에/JKB
큰	크/VA+ㄴ/ETM
도움을	도움/NNG+을/JKO
줄	주/VV+ㄹ/ETM
것으로	것/NNB+으로/JKB
기대한다"고	기대/NNG+하/XSV+ㄴ다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


