# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000033.277
metadata : {}


# id : NWRW1800000033.277.1.1
[오늘과 내일/하태원] 중국이라는 벽에 대고 말하기

[오늘과	[/SS+오늘/NNG+과/JC
결심했다.	결심/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.277.3.2
북한이 공격해 올 경우 수십 배로 되갚아 주고 원점을 타격해 철저히 응징하겠다는 의지를 읽은 미국은 확전 가능성을 걱정했다.

북한이	북한/NNP+이/JKS
공격해	공격/NNG+하/XSV+아/EC
올	오/VX+ㄹ/ETM
경우	경우/NNG
수십	수십/NR
배로	배/NNG+로/JKB
되갚아	되갚/VV+아/EC
주고	주/VX+고/EC
원점을	원점/NNG+을/JKO
타격해	타격/NNG+하/XSV+아/EC
철저히	철저히/MAG
응징하겠다는	응징/NNG+하/XSV+겠/EP+다는/ETM
의지를	의지/NNG+를/JKO
읽은	읽/VV+은/ETM
미국은	미국/NNP+은/JX
확전	확전/NNG
가능성을	가능/NNG+성/XSN+을/JKO
걱정했다.	걱정/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.277.3.3
핵 추진 항공모함 조지워싱턴이 서해 군사훈련에 참가한 마당에 불필요한 충돌의 빌미가 될 사격훈련을 중단시키자는 쪽과, 상황 관리에 최선을 다하며 한국에 최대의 군사지원을 제공해야 한다는 주장이 맞섰고 오바마는 후자를 택했다.

핵	핵/NNG
추진	추진/NNG
항공모함	항공/NNG+모함/NNG
조지워싱턴이	조지워싱턴/NNP+이/JKS
서해	서해/NNP
군사훈련에	군사/NNG+훈련/NNG+에/JKB
참가한	참가/NNG+하/XSV+ㄴ/ETM
마당에	마당/NNB+에/JKB
불필요한	불/XPN+필요/NNG+하/XSA+ㄴ/ETM
충돌의	충돌/NNG+의/JKG
빌미가	빌미/NNG+가/JKC
될	되/VV+ㄹ/ETM
사격훈련을	사격/NNG+훈련/NNG+을/JKO
중단시키자는	중단/NNG+시키/XSV+자는/ETM
쪽과,	쪽/NNB+과/JC+,/SP
상황	상황/NNG
관리에	관리/NNG+에/JKB
최선을	최선/NNG+을/JKO
다하며	다/MAG+하/XSV+며/EC
한국에	한국/NNP+에/JKB
최대의	최대/NNG+의/JKG
군사지원을	군사/NNG+지원/NNG+을/JKO
제공해야	제공/NNG+하/XSV+아야/EC
한다는	하/VX+ㄴ다는/ETM
주장이	주장/NNG+이/JKS
맞섰고	맞서/VV+었/EP+고/EC
오바마는	오바마/NNP+는/JX
후자를	후자/NNG+를/JKO
택했다.	택하/VV+았/EP+다/EF+./SF


# id : NWRW1800000033.277.4.1
사격훈련은 실제 상황이 됐고 백악관은 19일 밤 상황실에서 숨을 죽인 채 서해를 주시했다.

사격훈련은	사격/NNG+훈련/NNG+은/JX
실제	실제/NNG
상황이	상황/NNG+이/JKC
됐고	되/VV+었/EP+고/EC
백악관은	백악관/NNP+은/JX
19일	19/SN+일/NNB
밤	밤/NNG
상황실에서	상황실/NNG+에서/JKB
숨을	숨/NNG+을/JKO
죽인	죽이/VV+ㄴ/ETM
채	채/NNB
서해를	서해/NNP+를/JKO
주시했다.	주시/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.277.4.2
적어도 한 발 이상의 포탄이 북한이 주장하는 영해에 떨어졌지만 북한군은 대응사격에 나서지 못했다.

적어도	적어도/MAG
한	한/MMN
발	발/NNB
이상의	이상/NNG+의/JKG
포탄이	포탄/NNG+이/JKS
북한이	북한/NNP+이/JKS
주장하는	주장/NNG+하/XSV+는/ETM
영해에	영해/NNG+에/JKB
떨어졌지만	떨어지/VV+었/EP+지만/EC
북한군은	북한군/NNG+은/JX
대응사격에	대응사격/NNG+에/JKB
나서지	나서/VV+지/EC
못했다.	못하/VX+았/EP+다/EF+./SF


# id : NWRW1800000033.277.4.3
상황이 관리된 것은 굳건한 안보의지와 한미동맹의 힘이겠지만 지난해 4월까지 미국의 동북아 정책을 총괄한 베이더는 중국 다루기에 주목했다.

상황이	상황/NNG+이/JKS
관리된	관리/NNG+되/XSV+ㄴ/ETM
것은	것/NNB+은/JX
굳건한	굳건하/VA+ㄴ/ETM
안보의지와	안보/NNG+의지/NNG+와/JC
한미동맹의	한미/NNP+동맹/NNG+의/JKG
힘이겠지만	힘/NNG+이/VCP+겠/EP+지만/EC
지난해	지난해/NNG
4월까지	4/SN+월/NNB+까지/JX
미국의	미국/NNP+의/JKG
동북아	동북아/NNP
정책을	정책/NNG+을/JKO
총괄한	총괄/NNG+하/XSV+ㄴ/ETM
베이더는	베이더/NNP+는/JX
중국	중국/NNP
다루기에	다루/VV+기/ETN+에/JKB
주목했다.	주목/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.277.5.1
오바마 외교안보팀은 중국 고위 당국자에게 “북한의 지속적인 핵무기와 장거리 탄도미사일 개발이 실전배치로 이어진다면 미국과 한국, 일본 역시 상응하는 안보체제를 수립할 수밖에 없다”고 설명했다.

오바마	오바마/NNP
외교안보팀은	외교/NNG+안보/NNG+팀/NNG+은/JX
중국	중국/NNP
고위	고위/NNG
당국자에게	당국자/NNG+에게/JKB
“북한의	“/SS+북한/NNP+의/JKG
지속적인	지속/NNG+적/XSN+이/VCP+ㄴ/ETM
핵무기와	핵무기/NNG+와/JC
장거리	장거리/NNG
탄도미사일	탄도/NNG+미사일/NNG
개발이	개발/NNG+이/JKS
실전배치로	실전/NNG+배치/NNG+로/JKB
이어진다면	이어지/VV+ㄴ다면/EC
미국과	미국/NNP+과/JC
한국,	한국/NNP+,/SP
일본	일본/NNP
역시	역시/MAG
상응하는	상응/NNG+하/XSV+는/ETM
안보체제를	안보/NNG+체제/NNG+를/JKO
수립할	수립/NNG+하/XSV+ㄹ/ETM
수밖에	수/NNB+밖에/JX
없다”고	없/VA+다/EF+”/SS+고/JKQ
설명했다.	설명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.277.5.2
미사일 방어체계 수립을 통한 중국 봉쇄의 가능성을 언급함과 동시에 한국과 일본의 핵무장 가능성까지 시사한 것.

미사일	미사일/NNG
방어체계	방어/NNG+체계/NNG
수립을	수립/NNG+을/JKO
통한	통하/VV+ㄴ/ETM
중국	중국/NNP
봉쇄의	봉쇄/NNG+의/JKG
가능성을	가능/NNG+성/XSN+을/JKO
언급함과	언급/NNG+하/XSV+ㅁ/ETN+과/JKB
동시에	동시/NNG+에/JKB
한국과	한국/NNP+과/JC
일본의	일본/NNP+의/JKG
핵무장	핵무장/NNG
가능성까지	가능/NNG+성/XSN+까지/JX
시사한	시사/NNG+하/XSV+ㄴ/ETM
것.	것/NNB+./SF


# id : NWRW1800000033.277.5.3
조지 W 부시 전 대통령의 회고록 ‘결정의 순간’에도 대북 영향력 행사를 꺼리는 장쩌민 국가주석에게 “북핵 개발을 외교적으로 풀지 못하면 대북 군사공격을 고려할 수밖에 없다”고 압박하는 대목이 나온다.

조지	조지/NNP
W	W/SL
부시	부시/NNP
전	전/MMD
대통령의	대통령/NNG+의/JKG
회고록	회고록/NNG
‘결정의	‘/SS+결정/NNG+의/JKG
순간’에도	순간/NNG+’/SS+에/JKB+도/JX
대북	대북/NNG
영향력	영향력/NNG
행사를	행사/NNG+를/JKO
꺼리는	꺼리/VV+는/ETM
장쩌민	장쩌민/NNP
국가주석에게	국가주석/NNG+에게/JKB
“북핵	“/SS+북핵/NNG
개발을	개발/NNG+을/JKO
외교적으로	외교/NNG+적/XSN+으로/JKB
풀지	풀/VV+지/EC
못하면	못하/VX+면/EC
군사공격을	군사/NNG+공격/NNG+을/JKO
고려할	고려/NNG+하/XSV+ㄹ/ETM
수밖에	수/NNB+밖에/JX
없다”고	없/VA+다/EF+”/SS+고/JKQ
압박하는	압박/NNG+하/XSV+는/ETM
대목이	대목/NNG+이/JKS
나온다.	나오/VV+ㄴ다/EF+./SF


# id : NWRW1800000033.277.6.1
북한이 핵무기 폐기에 대한 의미 있는 진전을 보여주기 전에는 중국이 최대의 외교성과로 자부하는 6자회담에 복귀하기 않겠다는 한미 공동 전선도 형성됐다.

북한이	북한/NNP+이/JKS
핵무기	핵무기/NNG
폐기에	폐기/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
의미	의미/NNG
있는	있/VA+는/ETM
진전을	진전/NNG+을/JKO
보여주기	보이/VV+어/EC+주/VX+기/ETN
전에는	전/NNG+에/JKB+는/JX
중국이	중국/NNP+이/JKS
최대의	최대/NNG+의/JKG
외교성과로	외교/NNG+성과/NNG+로/JKB
자부하는	자부/NNG+하/XSV+는/ETM
6자회담에	6/SN+자/NNB+회담/NNG+에/JKB
복귀하기	복귀/NNG+하/XSV+기/ETN
않겠다는	않/VX+겠/EP+다는/ETM
한미	한미/NNP
공동	공동/NNG
전선도	전선/NNG+도/JX
형성됐다.	형성/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000033.277.6.2
다급해진 중국은 평양과 서울을 부리나케 오갔고 워싱턴에 6자회담 재개를 ‘세일즈’하기 위해 최선의 노력을 다했다.

다급해진	다급하/VA+아/EC+지/VX+ㄴ/ETM
중국은	중국/NNP+은/JX
평양과	평양/NNP+과/JC
서울을	서울/NNP+을/JKO
부리나케	부리나케/MAG
오갔고	오가/VV+았/EP+고/EC
워싱턴에	워싱턴/NNP+에/JKB
6자회담	6/SN+자/NNB+회담/NNG
재개를	재개/NNG+를/JKO
‘세일즈’하기	‘/SS+세일즈/NNG+’/SS+하/XSV+기/ETN
위해	위하/VV+아/EC
최선의	최선/NNG+의/JKG
노력을	노력/NNG+을/JKO
다했다.	다/MAG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.277.6.3
작년 1월 미중 정상회담에선 중국이 공동성명에 집착한다는 점을 집요하게 파고들어 오전 4시까지 마라톤 회의를 벌인 끝에 막판에 북한의 우라늄 농축프로그램에 대한 우려를 담은 문안을 관철시켰다.

작년	작년/NNG
1월	1/SN+월/NNB
미중	미/NNP+중/NNP
정상회담에선	정상/NNG+회담/NNG+에서/JKB+ㄴ/JX
중국이	중국/NNP+이/JKS
공동성명에	공동/NNG+성명/NNG+에/JKB
집착한다는	집착/NNG+하/XSV+ㄴ다는/ETM
점을	점/NNG+을/JKO
집요하게	집요하/VA+게/EC
파고들어	파고들/VV+어/EC
오전	오전/NNG
4시까지	4/SN+시/NNB+까지/JX
마라톤	마라톤/NNG
회의를	회의/NNG+를/JKO
벌인	벌이/VV+ㄴ/ETM
끝에	끝/NNG+에/JKB
막판에	막판/NNG+에/JKB
북한의	북한/NNP+의/JKG
우라늄	우라늄/NNG
농축프로그램에	농축/NNG+프로그램/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
우려를	우려/NNG+를/JKO
담은	담/VV+은/ETM
문안을	문안/NNG+을/JKO
관철시켰다.	관철/NNG+시키/XSV+었/EP+다/EF+./SF


# id : NWRW1800000033.277.6.4
북한의 행동이 자국의 국가이익을 크게 손상할 때에만 움직인다는 중국의 속성을 간파한 미국식 ‘중국 길들이기’ 였다.

북한의	북한/NNP+의/JKG
행동이	행동/NNG+이/JKS
자국의	자국/NNG+의/JKG
국가이익을	국가/NNG+이익/NNG+을/JKO
크게	크/VA+게/EC
손상할	손상/NNG+하/XSV+ㄹ/ETM
때에만	때/NNG+에/JKB+만/JX
움직인다는	움직이/VV+ㄴ다는/ETM
중국의	중국/NNP+의/JKG
속성을	속성/NNG+을/JKO
간파한	간파/NNG+하/XSV+ㄴ/ETM
미국식	미국식/NNG
‘중국	‘/SS+중국/NNP
길들이기’	길들이/VV+기/ETN+’/SS
였다.	이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000033.277.7.1
베이더는 북한 문제의 최종 해결은 결국 북한이 붕괴해 한국에 흡수통일 되는 것이라고 분명히 말했다.

베이더는	베이더/NNP+는/JX
북한	북한/NNP
문제의	문제/NNG+의/JKG
최종	최종/NNG
해결은	해결/NNG+은/JX
결국	결국/MAG
북한이	북한/NNP+이/JKS
붕괴해	붕괴/NNG+하/XSV+아/EC
한국에	한국/NNP+에/JKB
흡수통일	흡수/NNG+통일/NNG
되는	되/VV+는/ETM
것이라고	것/NNB+이/VCP+라고/EC
분명히	분명히/MAG
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.277.7.2
하지만 이 신념이 현실에 이르기 전까지는 북한의 핵 프로그램을 동결하고 약화시켜야 하며 그 과정에 중국의 도움이 필수적이라는 것을 부인하지 않았다.

하지만	하지만/MAJ
이	이/MMD
신념이	신념/NNG+이/JKS
현실에	현실/NNG+에/JKB
이르기	이르/VV+기/ETN
전까지는	전/NNG+까지/JX+는/JX
북한의	북한/NNP+의/JKG
핵	핵/NNG
프로그램을	프로그램/NNG+을/JKO
동결하고	동결/NNG+하/XSV+고/EC
약화시켜야	약화/NNG+시키/XSV+어야/EC
하며	하/VX+며/EC
그	그/MMD
과정에	과정/NNG+에/JKB
중국의	중국/NNP+의/JKG
도움이	도움/NNG+이/JKS
필수적이라는	필수/NNG+적/XSN+이/VCP+라는/ETM
것을	것/NNB+을/JKO
부인하지	부인/NNG+하/XSV+지/EC
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000033.277.8.1
일선에서 외교를 담당하는 사람들은 푸념처럼 “중국을 상대하다 보면 벽에다 말을 하는 느낌”이라고 말한다.

일선에서	일선/NNG+에서/JKB
외교를	외교/NNG+를/JKO
담당하는	담당/NNG+하/XSV+는/ETM
사람들은	사람/NNG+들/XSN+은/JX
푸념처럼	푸념/NNG+처럼/JKB
“중국을	“/SS+중국/NNP+을/JKO
상대하다	상대/NNG+하/XSV+다/EF
보면	보/VX+면/EC
벽에다	벽/NNG+에다/JKB
말을	말/NNG+을/JKO
하는	하/VV+는/ETM
느낌”이라고	느낌/NNG+”/SS+이라고/JKQ
말한다.	말/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000033.277.8.2
덩치를 불린 중국은 과도한 자신감으로 힘을 과시하려 하는 경우가 많다.

덩치를	덩치/NNG+를/JKO
불린	불리/VV+ㄴ/ETM
중국은	중국/NNP+은/JX
과도한	과도/NNG+하/XSA+ㄴ/ETM
자신감으로	자신감/NNG+으로/JKB
힘을	힘/NNG+을/JKO
과시하려	과시/NNG+하/XSV+려/EC
하는	하/VX+는/ETM
경우가	경우/NNG+가/JKS
많다.	많/VA+다/EF+./SF


# id : NWRW1800000033.277.8.3
중국이 우리만의 힘으로 마음대로 움직여지지 않을 경우 차선책은 중국이 자신의 힘을 자의적으로 휘두를 수 없는 구도를 만드는 것이다.

중국이	중국/NNP+이/JKS
우리만의	우리/NP+만/JX+의/JKG
힘으로	힘/NNG+으로/JKB
마음대로	마음대로/MAG
움직여지지	움직이/VV+어/EC+지/VX+지/EC
않을	않/VX+을/ETM
경우	경우/NNG
차선책은	차선책/NNG+은/JX
자신의	자신/NNG+의/JKG
힘을	힘/NNG+을/JKO
자의적으로	자의/NNG+적/XSN+으로/JKB
휘두를	휘두르/VV+ㄹ/ETM
수	수/NNB
없는	없/VA+는/ETM
구도를	구도/NNG+를/JKO
만드는	만들/VV+는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000033.277.8.4
미국처럼 강력한 지렛대는 없지만 중국의 국익을 이용하고 한중 공동의 이해를 넓히며 한국식 중국 다루기에 도전해야 한다.

미국처럼	미국/NNP+처럼/JKB
강력한	강력/NNG+하/XSA+ㄴ/ETM
지렛대는	지렛대/NNG+는/JX
없지만	없/VA+지만/EC
중국의	중국/NNP+의/JKG
국익을	국익/NNG+을/JKO
이용하고	이용/NNG+하/XSV+고/EC
한중	한중/NNP
공동의	공동/NNG+의/JKG
이해를	이해/NNG+를/JKO
넓히며	넓히/VV+며/EC
한국식	한국식/NNG
중국	중국/NNP
다루기에	다루/VV+기/ETN+에/JKB
도전해야	도전/NNG+하/XSV+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


