# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.266
metadata : {}


# id : NWRW1800000030.266.1.1
[특파원 칼럼] 出産이냐 다문화냐

[특파원	[/SS+특파원/NNG
이중·삼중	이중/NNG+·/SP+삼중/NNG
벽을	벽/NNG+을/JKO
쌓는	쌓/VV+는/ETM
데	데/NNB
성공했지만	성공/NNG+하/XSV+았/EP+지만/EC
역설적으로	역설/NNG+적/XSN+으로/JKB
그	그/MMD
성공이	성공/NNG+이/JKS
일본의	일본/NNP+의/JKG
발목을	발목/NNG+을/JKO
잡고	잡/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000030.266.5.2
2005년 1억2776만명을 정점으로 인구 감소가 시작된 일본은 2046년에는 1억명 이하로, 2100년에는 5000만명으로 인구가 줄어든다.

2005년	2005/SN+년/NNB
1억2776만명을	1/SN+억/NR+2776/SN+만/NR+명/NNB+을/JKO
정점으로	정점/NNG+으로/JKB
인구	인구/NNG
감소가	감소/NNG+가/JKS
시작된	시작/NNG+되/XSV+ㄴ/ETM
일본은	일본/NNP+은/JX
2046년에는	2046/SN+년/NNB+에/JKB+는/JX
1억명	1/SN+억/NR+명/NNB
이하로,	이하/NNG+로/JKB+,/SP
2100년에는	2100/SN+년/NNB+에/JKB+는/JX
5000만명으로	5000/SN+만/NR+명/NNB+으로/JKB
인구가	인구/NNG+가/JKS
줄어든다.	줄어들/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.266.5.3
한때 인구가 줄면 차량 정체도, 주택난도, 일자리 걱정도 필요 없는 낙원이 될 것이라는 '인구 감소 대망론'이 유행했다.

한때	한때/MAG
인구가	인구/NNG+가/JKS
줄면	줄/VV+면/EC
차량	차량/NNG
정체도,	정체/NNG+도/JX+,/SP
주택난도,	주택난/NNG+도/JX+,/SP
일자리	일자리/NNG
걱정도	걱정/NNG+도/JX
필요	필요/NNG
없는	없/VA+는/ETM
낙원이	낙원/NNG+이/JKC
될	되/VV+ㄹ/ETM
것이라는	것/NNB+이/VCP+라는/ETM
'인구	'/SS+인구/NNG
감소	감소/NNG
대망론'이	대망/NNG+론/XSN+'/SS+이/JKS
유행했다.	유행/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.266.5.4
이런 인구 감소 대망론의 허상을 온몸으로 증명하는 나라가 일본이다.

이런	이런/MMD
인구	인구/NNG
감소	감소/NNG
대망론의	대망/NNG+론/XSN+의/JKG
허상을	허상/NNG+을/JKO
온몸으로	온몸/NNG+으로/JKB
증명하는	증명/NNG+하/XSV+는/ETM
나라가	나라/NNG+가/JKS
일본이다.	일본/NNP+이/VCP+다/EF+./SF


# id : NWRW1800000030.266.5.5
인구 감소보다 더 빠르게 진행되는 젊은층 감소와 고령자 증가는 소비 자체를 줄여 내수 시장을 파괴하고, 연금과 의료비를 급증시켜서 재정 부실화를 초래하고 있다.

인구	인구/NNG
감소보다	감소/NNG+보다/JKB
더	더/MAG
빠르게	빠르/VA+게/EC
진행되는	진행/NNG+되/XSV+는/ETM
젊은층	젊/VA+은/ETM+층/NNG
감소와	감소/NNG+와/JC
고령자	고령자/NNG
증가는	증가/NNG+는/JX
소비	소비/NNG
자체를	자체/NNG+를/JKO
줄여	줄이/VV+어/EC
내수	내수/NNG
시장을	시장/NNG+을/JKO
파괴하고,	파괴/NNG+하/XSV+고/EC+,/SP
연금과	연금/NNG+과/JC
의료비를	의료비/NNG+를/JKO
급증시켜서	급증/NNG+시키/XSV+어서/EC
재정	재정/NNG
부실화를	부실/NNG+화/XSN+를/JKO
초래하고	초래/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000030.266.5.6
세계 제1의 제조업 대국(大國) 일본이 20년 장기 침체를 겪고 부채 대국으로 전락한 것도 저출산·고령화를 빼놓고는 설명이 불가능하다.

세계	세계/NNG
제1의	제/XPN+1/SN+의/JKG
제조업	제조업/NNG
대국(大國)	대국/NNG+(/SS+大國/SH+)/SS
일본이	일본/NNP+이/JKS
20년	20/SN+년/NNB
장기	장기/NNG
침체를	침체/NNG+를/JKO
겪고	겪/VV+고/EC
부채	부채/NNG
대국으로	대국/NNG+으로/JKB
전락한	전락/NNG+하/XSV+ㄴ/ETM
것도	것/NNB+도/JX
저출산·고령화를	저/XPN+출산/NNG+·/SP+고령/NNG+화/XSN+를/JKO
빼놓고는	빼놓/VV+고/EC+는/JX
설명이	설명/NNG+이/JKS
불가능하다.	불/XPN+가능/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000030.266.6.1
일본은 인구 감소로 서서히 사멸해 갈 것인가, 외국인들에게 이민 문호를 활짝 개방해서 살아남을 것인가 하는 갈림길에 서 있다.

일본은	일본/NNP+은/JX
인구	인구/NNG
감소로	감소/NNG+로/JKB
서서히	서서히/MAG
사멸해	사멸/NNG+하/XSV+아/EC
갈	가/VX+ㄹ/ETM
것인가,	것/NNB+이/VCP+ㄴ가/EF+,/SP
외국인들에게	외국인/NNG+들/XSN+에게/JKB
이민	이민/NNG
문호를	문호/NNG+를/JKO
활짝	활짝/MAG
개방해서	개방/NNG+하/XSV+아서/EC
살아남을	살아남/VV+을/ETM
것인가	것/NNB+이/VCP+ㄴ가/EF
하는	하/VV+는/ETM
갈림길에	갈림길/NNG+에/JKB
서	서/VV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000030.266.6.2
유럽 국가들이 이민에 적극적이었던 것도 저출산에 따른 인구 감소와 노동력 부족을 보충하기 위한 것이었다.

유럽	유럽/NNP
국가들이	국가/NNG+들/XSN+이/JKS
이민에	이민/NNG+에/JKB
적극적이었던	적극/NNG+적/XSN+이/VCP+었/EP+던/ETM
것도	것/NNB+도/JX
저출산에	저/XPN+출산/NNG+에/JKB
따른	따르/VV+ㄴ/ETM
인구	인구/NNG
감소와	감소/NNG+와/JC
노동력	노동력/NNG
부족을	부족/NNG+을/JKO
보충하기	보충/NNG+하/XSV+기/ETN
위한	위하/VV+ㄴ/ETM
것이었다.	것/NNB+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000030.266.6.3
일본보다 출산율이 더 낮은 한국도 선택의 순간이 다가오고 있다.

일본보다	일본/NNP+보다/JKB
출산율이	출산/NNG+율/XSN+이/JKS
더	더/MAG
낮은	낮/VA+은/ETM
한국도	한국/NNP+도/JX
선택의	선택/NNG+의/JKG
순간이	순간/NNG+이/JKS
다가오고	다가오/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000030.266.6.4
아이를 더 낳을 것인가, 아니면 외국인과 함께 살 것인가.

아이를	아이/NNG+를/JKO
더	더/MAG
낳을	낳/VV+을/ETM
것인가,	것/NNB+이/VCP+ㄴ가/EF+,/SP
아니면	아니/VCN+면/EC
외국인과	외국인/NNG+과/JKB
함께	함께/MAG
살	살/VV+ㄹ/ETM
것인가.	것/NNB+이/VCP+ㄴ가/EF+./SF


