# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000054.333
metadata : {}


# id : NWRW1800000054.333.1.1
[NEWS&VIEW] 뒷감당 대책 세우고 외교 뒤집나

[NEWS&VIEW]	[/SS+NEWS/SL+&/SW+VIEW/SL+]/SS
다른	다르/VA+ㄴ/ETM
문제다.	문제/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000054.333.5.3
정부 소식통은 "재협상을 한다면 '어떤 외교적 지렛대를 활용해 어느 선(線) 이상을 얻어내겠다'는 전략 수립이 뒷받침돼야 하는데 이 얘기는 전혀 없다"고 했다.

정부	정부/NNG
소식통은	소식통/NNG+은/JX
"재협상을	"/SS+재/XPN+협상/NNG+을/JKO
한다면	하/VV+ㄴ다면/EC
'어떤	'/SS+어떤/MMD
외교적	외교/NNG+적/XSN
지렛대를	지렛대/NNG+를/JKO
활용해	활용/NNG+하/XSV+아/EC
어느	어느/MMD
선(線)	선/NNG+(/SS+線/SH+)/SS
이상을	이상/NNG+을/JKO
얻어내겠다'는	얻/VV+어/EC+내/VX+겠/EP+다/EF+'/SS+는/ETM
전략	전략/NNG
수립이	수립/NNG+이/JKS
뒷받침돼야	뒷받침/NNG+되/XSV+어야/EC
하는데	하/VX+는데/EC
이	이/MMD
얘기는	얘기/NNG+는/JX
전혀	전혀/MAG
없다"고	없/VA+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000054.333.6.1
사드 배치 연기·철회 주장 역시 마찬가지다.

사드	사드/NNG
배치	배치/NNG
연기·철회	연기/NNG+·/SP+철회/NNG
주장	주장/NNG
역시	역시/MAG
마찬가지다.	마찬가지/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000054.333.6.2
야권에서는 당장의 중국의 경제 보복을 이유로 들지만 실제로 한·미 간의 약속을 일방적으로 깼을 경우 우리 외교·안보에 불어닥칠 후폭풍에 대한 논의는 없다.

야권에서는	야권/NNG+에서/JKB+는/JX
당장의	당장/NNG+의/JKG
중국의	중국/NNP+의/JKG
경제	경제/NNG
보복을	보복/NNG+을/JKO
이유로	이유/NNG+로/JKB
들지만	들/VV+지만/EC
실제로	실제로/MAG
한·미	한·미/NNP
간의	간/NNB+의/JKG
약속을	약속/NNG+을/JKO
일방적으로	일방/NNG+적/XSN+으로/JKB
깼을	깨/VV+었/EP+을/ETM
경우	경우/NNG
우리	우리/NP
외교·안보에	외교/NNG+·/SP+안보/NNG+에/JKB
불어닥칠	불어닥치/VV+ㄹ/ETM
후폭풍에	후폭풍/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
논의는	논의/NNG+는/JX
없다.	없/VA+다/EF+./SF


# id : NWRW1800000054.333.6.3
동맹 관계도 '거래'로 보는 도널드 트럼프 행정부가 이를 빌미로 '주한 미군 철수' '한·미 동맹 재조정' 등을 걸고 나오면 중국의 경제 보복과는 비교할 수 없는 수준의 위기 국면을 맞을 수도 있다.

동맹	동맹/NNG
관계도	관계/NNG+도/JX
'거래'로	'/SS+거래/NNG+'/SS+로/JKB
보는	보/VV+는/ETM
도널드	도널드/NNP
트럼프	트럼프/NNP
행정부가	행정부/NNG+가/JKS
이를	이/NP+를/JKO
빌미로	빌미/NNG+로/JKB
'주한	'/SS+주한/NNG
미군	미군/NNG
철수'	철수/NNG+'/SS
'한·미	'/SS+한·미/NNP
재조정'	재/XPN+조정/NNG+'/SS
등을	등/NNB+을/JKO
걸고	걸/VV+고/EC
나오면	나오/VV+면/EC
중국의	중국/NNP+의/JKG
경제	경제/NNG
보복과는	보복/NNG+과/JKB+는/JX
비교할	비교/NNG+하/XSV+ㄹ/ETM
수	수/NNB
없는	없/VA+는/ETM
수준의	수준/NNG+의/JKG
위기	위기/NNG
국면을	국면/NNG+을/JKO
맞을	맞/VV+을/ETM
수도	수/NNB+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000054.333.7.1
김성한 전 외교부 차관은 "근본적인 정책 전환을 하겠다면 충분한 준비 과정과 이를 뒷받침할 지렛대·대안을 갖고 국민을 설득하는 과정이 있어야 한다"며 "특히 미·중·일 등 세계 초강대국들을 상대해야 하는 한국은 더 신중해야 한다"고 했다.

김성한	김성한/NNP
전	전/MMD
외교부	외교부/NNG
차관은	차관/NNG+은/JX
"근본적인	"/SS+근본/NNG+적/XSN+이/VCP+ㄴ/ETM
정책	정책/NNG
전환을	전환/NNG+을/JKO
하겠다면	하/VV+겠/EP+다면/EC
충분한	충분하/VA+ㄴ/ETM
준비	준비/NNG
과정과	과정/NNG+과/JC
이를	이/NP+를/JKO
뒷받침할	뒷받침/NNG+하/XSV+ㄹ/ETM
지렛대·대안을	지렛대/NNG+·/SP+대안/NNG+을/JKO
갖고	갖/VV+고/EC
국민을	국민/NNG+을/JKO
설득하는	설득/NNG+하/XSV+는/ETM
과정이	과정/NNG+이/JKS
있어야	있/VA+어야/EC
한다"며	하/VX+ㄴ다/EF+"/SS+며/EC
"특히	"/SS+특히/MAG
미·중·일	미/NNP+·/SP+중·일/NNP
등	등/NNB
세계	세계/NNG
초강대국들을	초/XPN+강대국/NNG+들/XSN+을/JKO
상대해야	상대/NNG+하/XSV+아야/EC
하는	하/VX+는/ETM
한국은	한국/NNP+은/JX
더	더/MAG
신중해야	신중/NNG+하/XSA+아야/EC
한다"고	하/VX+ㄴ다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


