# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000056.212
metadata : {}


# id : NWRW1800000056.212.1.1
[단독] 임태희 전 대통령실장, 국립 한경대 총장 1순위 추천

[단독]	[/SS+단독/NNG+]/SS
한반도	한반도/NNP
대운하와	대/XPN+운하/NNG+와/JC
사업	사업/NNG
진두	진두/NNG
지휘한	지휘/NNG+하/XSV+ㄴ/ETM
인물로,	인물/NNG+로/JKB+,/SP
그런	그런/MMD
분이	분/NNB+이/JKS
국립대	국립대/NNG
총장	총장/NNG
후보자	후보자/NNG
선출에서	선출/NNG+에서/JKB
1순위	1/SN+순위/NNG
득표한	득표/NNG+하/XSV+ㄴ/ETM
것은	것/NNB+은/JX
유감이다”고	유감/NNG+이/VCP+다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000056.212.5.3
환경운동연합은 “ 4대강 사업 문제점은 바른정당 유승민 후보까지 대선 기간 중 복원에 동의할 정도로 사회적 공감대를 얻었다.

환경운동연합은	환경운동연합/NNP+은/JX
“	“/SS
4대강	4/SN+대/NNG+강/NNG
사업	사업/NNG
문제점은	문제점/NNG+은/JX
바른정당	바른정당/NNP
유승민	유승민/NNP
후보까지	후보/NNG+까지/JX
대선	대선/NNG
기간	기간/NNG
중	중/NNB
복원에	복원/NNG+에/JKB
동의할	동의/NNG+하/XSV+ㄹ/ETM
정도로	정도/NNG+로/JKB
사회적	사회/NNG+적/XSN
공감대를	공감대/NNG+를/JKO
얻었다.	얻/VV+었/EP+다/EF+./SF


# id : NWRW1800000056.212.5.4
앞으로 교육부에서 총장을 최종 임명할 텐데, 문재인 대통령이 4대강 사업의 책임을 묻겠다고 천명한 만큼, 나라의 정의를 바로 잡는 차원에서 차관급 인사인 국립대 총장에 임 전 실장 임명은 재고해야 한다”고 밝혔다.

앞으로	앞/NNG+으로/JKB
교육부에서	교육부/NNG+에서/JKB
총장을	총장/NNG+을/JKO
최종	최종/NNG
임명할	임명/NNG+하/XSV+ㄹ/ETM
텐데,	터/NNB+이/VCP+ㄴ데/EC+,/SP
문재인	문재인/NNP
대통령이	대통령/NNG+이/JKS
4대강	4/SN+대/NNG+강/NNG
사업의	사업/NNG+의/JKG
책임을	책임/NNG+을/JKO
묻겠다고	묻/VV+겠/EP+다고/EC
천명한	천명/NNG+하/XSV+ㄴ/ETM
만큼,	만큼/NNB+,/SP
나라의	나라/NNG+의/JKG
정의를	정의/NNG+를/JKO
바로	바로/MAG
잡는	잡/VV+는/ETM
차원에서	차원/NNG+에서/JKB
차관급	차관급/NNG
인사인	인사/NNG+이/VCP+ㄴ/ETM
국립대	국립대/NNG
총장에	총장/NNG+에/JKB
임	임/NNP
전	전/MMD
실장	실장/NNG
임명은	임명/NNG+은/JX
재고해야	재고/NNG+하/XSV+아야/EC
한다”고	하/VX+ㄴ다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000056.212.6.1
부정적 여론은 한경대 안에서도 감지된다.

부정적	부정/NNG+적/XSN
여론은	여론/NNG+은/JX
한경대	한경대/NNP
안에서도	안/NNG+에서/JKB+도/JX
감지된다.	감지/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000056.212.6.2
한경대의 한 관계자는 “임 전 실장은 2011년 9월 4대강 찬성 에이급 정치인으로 선정돼 사회적으로 논란이 큰 인물이다.

한경대의	한경대/NNP+의/JKG
한	한/MMN
관계자는	관계자/NNG+는/JX
“임	“/SS+임/NNP
전	전/MMD
실장은	실장/NNG+은/JX
2011년	2011/SN+년/NNB
9월	9/SN+월/NNB
4대강	4/SN+대/NNG+강/NNG
찬성	찬성/NNG
에이급	에이급/NNG
정치인으로	정치인/NNG+으로/JKB
선정돼	선정/NNG+되/XSV+어/EC
사회적으로	사회/NNG+적/XSN+으로/JKB
논란이	논란/NNG+이/JKS
큰	크/VA+ㄴ/ETM
인물이다.	인물/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000056.212.6.3
특히 문재인 대통령이 4대강 사업을 전면 조사하겠다고 밝힌 상황이어서 임 후보자가 국립대 총장으로 나서는 것은 부적절하다고 본다”고 말했다.

특히	특히/MAG
문재인	문재인/NNP
대통령이	대통령/NNG+이/JKS
4대강	4/SN+대/NNG+강/NNG
사업을	사업/NNG+을/JKO
전면	전면/NNG
조사하겠다고	조사/NNG+하/XSV+겠/EP+다고/EC
밝힌	밝히/VV+ㄴ/ETM
상황이어서	상황/NNG+이/VCP+어서/EC
임	임/NNP
후보자가	후보자/NNG+가/JKS
국립대	국립대/NNG
총장으로	총장/NNG+으로/JKB
나서는	나서/VV+는/ETM
것은	것/NNB+은/JX
부적절하다고	부적절하/VA+다고/EC
본다”고	보/VV+ㄴ다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000056.212.7.1
한경대 쪽은 “임 전 실장에 대한 논란은 있지만, 통상적인 절차에 따라 총장추천위가 후보자를 선정한 만큼 이를 그대로 교육부에 올릴 것이며, 누구를 임명할지는 교육부와 대통령에게 넘어갔다”고 말했다.

한경대	한경대/NNP
쪽은	쪽/NNB+은/JX
“임	“/SS+임/NNP
전	전/MMD
실장에	실장/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
논란은	논란/NNG+은/JX
있지만,	있/VA+지만/EC+,/SP
통상적인	통상/NNG+적/XSN+이/VCP+ㄴ/ETM
절차에	절차/NNG+에/JKB
따라	따르/VV+아/EC
총장추천위가	총장/NNG+추천위/NNG+가/JKS
후보자를	후보자/NNG+를/JKO
선정한	선정/NNG+하/XSV+ㄴ/ETM
만큼	만큼/NNB
이를	이/NP+를/JKO
그대로	그대로/MAG
교육부에	교육부/NNG+에/JKB
올릴	올리/VV+ㄹ/ETM
것이며,	것/NNB+이/VCP+며/EC+,/SP
누구를	누구/NP+를/JKO
임명할지는	임명/NNG+하/XSV+ㄹ지/EF+는/JX
교육부와	교육부/NNG+와/JC
대통령에게	대통령/NNG+에게/JKB
넘어갔다”고	넘어가/VV+았/EP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


