# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000033.335
metadata : {}


# id : NWRW1800000033.335.1.1
민주 “중수부 폐지-공수처 신설” 檢에 역공

민주	민주/NNP
이어	잇/VV+어/EC
두	두/MMN
번째다.	번/NNB+째/XSN+이/VCP+다/EF+./SF


# id : NWRW1800000033.335.4.1
박 원내대표는 이날 소환을 통보받은 시간에 국회 의원총회에 나가 “만약 검찰이 증거를 갖고 있다면 당당하게 법원에 기소하라”며 “나도 당당히 법원에 나가 무죄 입장을 밝히겠다”고 주장했다.

박	박/NNP
원내대표는	원내/NNG+대표/NNG+는/JX
이날	이날/NNG
소환을	소환/NNG+을/JKO
통보받은	통보/NNG+받/XSV+은/ETM
시간에	시간/NNG+에/JKB
국회	국회/NNG
의원총회에	의원/NNG+총회/NNG+에/JKB
나가	나가/VV+아/EC
“만약	“/SS+만약/MAG
검찰이	검찰/NNG+이/JKS
증거를	증거/NNG+를/JKO
갖고	갖/VV+고/EC
있다면	있/VX+다면/EC
당당하게	당당/MAG+하/XSA+게/EC
법원에	법원/NNG+에/JKB
기소하라”며	기소/NNG+하/XSV+라/EF+”/SS+며/EC
“나도	“/SS+나/NP+도/JX
당당히	당당히/MAG
무죄	무죄/NNG
입장을	입장/NNG+을/JKO
밝히겠다”고	밝히/VV+겠/EP+다/EF+”/SS+고/JKQ
주장했다.	주장/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.335.4.2
이해찬 대표도 “검찰이 스스로 개혁을 안 하면 제도에 의해 강제적으로 개혁당할 수밖에 없다고 했지만 아직도 개전의 정이 보이지 않는다”며 “검찰은 권력의 앞잡이로서 국민과 정치권을 괴롭히는 행위를 즉각 중단하라”고 말했다.

이해찬	이해찬/NNP
대표도	대표/NNG+도/JX
“검찰이	“/SS+검찰/NNG+이/JKS
스스로	스스로/MAG
개혁을	개혁/NNG+을/JKO
안	안/MAG
하면	하/VV+면/EC
제도에	제도/NNG+에/JKB
의해	의하/VV+아/EC
강제적으로	강제/NNG+적/XSN+으로/JKB
개혁당할	개혁/NNG+당하/XSV+ㄹ/ETM
수밖에	수/NNB+밖에/JX
없다고	없/VA+다고/EC
했지만	하/VV+았/EP+지만/EC
아직도	아직/MAG+도/JX
개전의	개전/NNG+의/JKG
정이	정/NNG+이/JKS
보이지	보이/VV+지/EC
않는다”며	않/VX+는다/EF+”/SS+며/EC
“검찰은	“/SS+검찰/NNG+은/JX
권력의	권력/NNG+의/JKG
앞잡이로서	앞잡이/NNG+로서/JKB
국민과	국민/NNG+과/JC
정치권을	정치/NNG+권/XSN+을/JKO
괴롭히는	괴롭히/VV+는/ETM
행위를	행위/NNG+를/JKO
즉각	즉각/MAG
중단하라”고	중단/NNG+하/XSV+라/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.335.5.1
민주당은 △대검 중수부 폐지 △고위공직자비리수사처 설치 △검찰 내부감찰 강화 △법무부의 탈(脫)검찰화 및 청와대 파견 금지 △검찰총장의 국회 출석 의무화 △시민의 방어권 보장 등 6개항을 관철하기 위해 7개 법률 개정을 당론으로 추진키로 했다.

민주당은	민주당/NNP+은/JX
△대검	△/SW+대검/NNG
중수부	중수부/NNG
폐지	폐지/NNG
△고위공직자비리수사처	△/SW+고위/NNG+공직자/NNG+비리/NNG+수사처/NNG
설치	설치/NNG
△검찰	△/SW+검찰/NNG
내부감찰	내부/NNG+감찰/NNG
강화	강화/NNG
△법무부의	△/SW+법무부/NNG+의/JKG
탈(脫)검찰화	탈/XPN+(/SS+脫/SH+)/SS+검찰/NNG+화/XSN
및	및/MAG
청와대	청와대/NNP
파견	파견/NNG
금지	금지/NNG
△검찰총장의	△/SW+검찰/NNG+총장/NNG+의/JKG
국회	국회/NNG
출석	출석/NNG
의무화	의무/NNG+화/XSN
△시민의	△/SW+시민/NNG+의/JKG
방어권	방어/NNG+권/XSN
보장	보장/NNG
등	등/NNB
6개항을	6/SN+개/NNB+항/NNG+을/JKO
관철하기	관철/NNG+하/XSV+기/ETN
위해	위하/VV+아/EC
7개	7/SN+개/NNB
법률	법률/NNG
개정을	개정/NNG+을/JKO
당론으로	당론/NNG+으로/JKB
추진키로	추진/NNG+하/XSV+기/ETN+로/JKB
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000033.335.5.2
‘과도한 검찰 권력 견제’를 내세워 검찰 수사에 맞불을 놓은 것이다.

‘과도한	‘/SS+과도/NNG+하/XSA+ㄴ/ETM
검찰	검찰/NNG
권력	권력/NNG
견제’를	견제/NNG+’/SS+를/JKO
내세워	내세우/VV+어/EC
수사에	수사/NNG+에/JKB
맞불을	맞불/NNG+을/JKO
놓은	놓/VV+은/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000033.335.6.1
당 지도부는 다시 한 번 이명박 대통령 대선자금 수사에 대해 일제히 목소리를 높였다.

당	당/NNG
지도부는	지도부/NNG+는/JX
다시	다시/MAG
한	한/MMN
번	번/NNB
이명박	이명박/NNP
대통령	대통령/NNG
대선자금	대선/NNG+자금/NNG
수사에	수사/NNG+에/JKB
대해	대하/VV+아/EC
일제히	일제히/MAG
목소리를	목소리/NNG+를/JKO
높였다.	높이/VV+었/EP+다/EF+./SF


# id : NWRW1800000033.335.6.2
당 정치검찰공작수사대책특위 공동위원장인 이종걸 최고위원은 “이 대통령의 대선자금에 대한 자백도 나오고 있지만 검찰은 여전히 수사 의지가 없다”며 “더이상 검찰이 감추기에 연연하면 더 큰 화를 당할 것”이라고 강조했다.

당	당/NNG
정치검찰공작수사대책특위	정치/NNG+검찰/NNG+공작/NNG+수사/NNG+대책/NNG+특위/NNG
공동위원장인	공동/NNG+위원장/NNG+이/VCP+ㄴ/ETM
이종걸	이종걸/NNP
최고위원은	최고/NNG+위원/NNG+은/JX
“이	“/SS+이/NNP
대통령의	대통령/NNG+의/JKG
대선자금에	대선/NNG+자금/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
자백도	자백/NNG+도/JX
나오고	나오/VV+고/EC
있지만	있/VX+지만/EC
검찰은	검찰/NNG+은/JX
여전히	여전히/MAG
수사	수사/NNG
의지가	의지/NNG+가/JKS
없다”며	없/VA+다/EF+”/SS+며/EC
“더이상	“/SS+더/MAG+이상/NNG
검찰이	검찰/NNG+이/JKS
감추기에	감추/VV+기/ETN+에/JKB
연연하면	연연하/VV+면/EC
더	더/MAG
큰	크/VA+ㄴ/ETM
화를	화/NNG+를/JKO
당할	당하/VV+ㄹ/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
강조했다.	강조/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.335.7.1
검찰은 박 원내대표에게 조만간 세 번째 소환 통보를 하는 등 원칙론으로 맞설 계획인 것으로 알려졌다.

검찰은	검찰/NNG+은/JX
박	박/NNP
원내대표에게	원내/NNG+대표/NNG+에게/JKB
조만간	조만간/MAG
세	세/MMN
번째	번/NNB+째/XSN
소환	소환/NNG
통보를	통보/NNG+를/JKO
하는	하/VV+는/ETM
등	등/NNB
원칙론으로	원칙/NNG+론/XSN+으로/JKB
맞설	맞서/VV+ㄹ/ETM
계획인	계획/NNG+이/VCP+ㄴ/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


# id : NWRW1800000033.335.7.2
합수단 관계자는 “조사도 못한다면 수사기관이 필요 없어지고 무죄도 늘어나게 되는데 이는 우리 법체계에 맞지 않는 일”이라며 수사 원칙을 강조했다.

합수단	합수단/NNG
관계자는	관계자/NNG+는/JX
“조사도	“/SS+조사/NNG+도/JX
못한다면	못/MAG+하/VV+ㄴ다면/EC
수사기관이	수사/NNG+기관/NNG+이/JKS
필요	필요/NNG
없어지고	없어지/VV+고/EC
무죄도	무죄/NNG+도/JX
늘어나게	늘어나/VV+게/EC
되는데	되/VV+는데/EC
이는	이/NP+는/JX
우리	우리/NP
법체계에	법체계/NNG+에/JKB
맞지	맞/VV+지/EC
않는	않/VX+는/ETM
일”이라며	일/NNG+”/SS+이/VCP+라며/EC
수사	수사/NNG
원칙을	원칙/NNG+을/JKO
강조했다.	강조/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.335.8.1
박 원내대표는 2010년 중반 오문철 전 보해저축은행 대표(구속기소)에게서 수원지검의 보해저축은행 수사 무마 등 청탁과 함께 3000만 원의 뇌물을 받은 혐의를 받고 있다.

박	박/NNP
원내대표는	원내/NNG+대표/NNG+는/JX
2010년	2010/SN+년/NNB
중반	중반/NNG
오문철	오문철/NNP
전	전/MMD
보해저축은행	보해저축은행/NNP
대표(구속기소)에게서	대표/NNG+(/SS+구속/NNG+기소/NNG+)/SS+에게서/JKB
수원지검의	수원지검/NNP+의/JKG
수사	수사/NNG
무마	무마/NNG
등	등/NNB
청탁과	청탁/NNG+과/JKB
함께	함께/MAG
3000만	3000/SN+만/NR
원의	원/NNB+의/JKG
뇌물을	뇌물/NNG+을/JKO
받은	받/VV+은/ETM
혐의를	혐의/NNG+를/JKO
받고	받/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000033.335.8.2
검찰은 금품을 건넸다는 일관된 진술 외에 물증도 상당 부분 확보한 것으로 알려졌다.

검찰은	검찰/NNG+은/JX
금품을	금품/NNG+을/JKO
건넸다는	건네/VV+었/EP+다는/ETM
일관된	일관/NNG+되/XSV+ㄴ/ETM
진술	진술/NNG
외에	외/NNB+에/JKB
물증도	물증/NNG+도/JX
상당	상당/NNG
부분	부분/NNG
확보한	확보/NNG+하/XSV+ㄴ/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


# id : NWRW1800000033.335.8.3
뇌물의 사용처 수사를 위해서는 박 원내대표의 구속 수사도 필요한 상황이다.

뇌물의	뇌물/NNG+의/JKG
사용처	사용처/NNG
수사를	수사/NNG+를/JKO
위해서는	위하/VV+아서/EC+는/JX
박	박/NNP
원내대표의	원내/NNG+대표/NNG+의/JKG
구속	구속/NNG
수사도	수사/NNG+도/JX
필요한	필요/NNG+하/XSA+ㄴ/ETM
상황이다.	상황/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000033.335.9.1
박 원내대표는 2008년 18대 총선을 앞두고 임석 솔로몬저축은행 회장(구속기소)에게서 수천만 원을 받는 등 모두 1억 원 안팎의 불법자금을 받은 혐의도 있다.

박	박/NNP
원내대표는	원내/NNG+대표/NNG+는/JX
2008년	2008/SN+년/NNB
18대	18/SN+대/NNB
총선을	총선/NNG+을/JKO
앞두고	앞두/VV+고/EC
임석	임석/NNP
솔로몬저축은행	솔로몬저축은행/NNP
회장(구속기소)에게서	회장/NNG+(/SS+구속/NNG+기소/NNG+)/SS+에게서/JKB
수천만	수천만/NR
원을	원/NNB+을/JKO
받는	받/VV+는/ETM
등	등/NNB
모두	모두/MAG
1억	1/SN+억/NR
원	원/NNB
안팎의	안팎/NNG+의/JKG
불법자금을	불법/NNG+자금/NNG+을/JKO
받은	받/VV+은/ETM
혐의도	혐의/NNG+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000033.335.9.2
박 원내대표가 임 회장의 부탁을 들어주기 위해 어떤 행동을 했는지도 추가 수사가 필요한 부분이다.

박	박/NNP
원내대표가	원내/NNG+대표/NNG+가/JKS
임	임/NNP
회장의	회장/NNG+의/JKG
부탁을	부탁/NNG+을/JKO
들어주기	들어주/VV+기/ETN
위해	위하/VV+아/EC
어떤	어떤/MMD
행동을	행동/NNG+을/JKO
했는지도	하/VV+았/EP+는지/EF+도/JX
추가	추가/NNG
수사가	수사/NNG+가/JKS
필요한	필요/NNG+하/XSA+ㄴ/ETM
부분이다.	부분/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000033.335.9.3
또 검찰은 임건우 전 보해양조 대표(구속기소) 본인과 가족, 지인 등 15명의 금융계좌에 대해 전방위 계좌추적을 진행하고 있는 것으로 23일 알려졌다.

또	또/MAG
검찰은	검찰/NNG+은/JX
임건우	임건우/NNP
전	전/MMD
보해양조	보해양조/NNP
대표(구속기소)	대표/NNG+(/SS+구속/NNG+기소/NNG+)/SS
본인과	본인/NNG+과/JC
가족,	가족/NNG+,/SP
지인	지인/NNG
등	등/NNB
15명의	15/SN+명/NNB+의/JKG
금융계좌에	금융/NNG+계좌/NNG+에/JKB
대해	대하/VV+아/EC
전방위	전방위/NNG
계좌추적을	계좌/NNG+추적/NNG+을/JKO
진행하고	진행/NNG+하/XSV+고/EC
있는	있/VX+는/ETM
것으로	것/NNB+으로/JKB
23일	23/SN+일/NNB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


# id : NWRW1800000033.335.9.4
임 전 대표는 박 원내대표에게 은행퇴출 저지를 위한 금품 로비를 했다는 의혹을 사고 있다.

임	임/NNP
전	전/MMD
대표는	대표/NNG+는/JX
박	박/NNP
원내대표에게	원내/NNG+대표/NNG+에게/JKB
은행퇴출	은행/NNG+퇴출/NNG
저지를	저지/NNG+를/JKO
위한	위하/VV+ㄴ/ETM
금품	금품/NNG
로비를	로비/NNG+를/JKO
했다는	하/VV+았/EP+다는/ETM
의혹을	의혹/NNG+을/JKO
사고	사/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000033.335.10.1
검찰로서는 저축은행 수사 전체의 형평성을 고려해 박 원내대표가 수사에 협조하지 않는다고 해서 그대로 불구속 기소 결정을 내리기도 어려운 상황이다.

검찰로서는	검찰/NNG+로서/JKB+는/JX
저축은행	저축/NNG+은행/NNG
수사	수사/NNG
전체의	전체/NNG+의/JKG
형평성을	형평/NNG+성/XSN+을/JKO
고려해	고려/NNG+하/XSV+아/EC
박	박/NNP
원내대표가	원내/NNG+대표/NNG+가/JKS
수사에	수사/NNG+에/JKB
협조하지	협조/NNG+하/XSV+지/EC
않는다고	않/VX+는다고/EC
해서	하/VV+아서/EC
그대로	그대로/MAG
불구속	불/XPN+구속/NNG
기소	기소/NNG
결정을	결정/NNG+을/JKO
내리기도	내리/VV+기/ETN+도/JX
어려운	어렵/VA+ㄴ/ETM
상황이다.	상황/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000033.335.10.2
이미 대통령의 친형인 이상득 전 새누리당 의원을 저축은행 비리 혐의로 구속했기 때문이다.

이미	이미/MAG
대통령의	대통령/NNG+의/JKG
친형인	친형/NNG+이/VCP+ㄴ/ETM
이상득	이상득/NNP
전	전/MMD
새누리당	새누리당/NNP
의원을	의원/NNG+을/JKO
저축은행	저축/NNG+은행/NNG
비리	비리/NNG
혐의로	혐의/NNG+로/JKB
구속했기	구속/NNG+하/XSV+았/EP+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000033.335.11.1
검찰은 박 원내대표가 계속 소환에 불응할 경우 이르면 이번 주 중에 체포영장을 청구할 것으로 알려졌다.

검찰은	검찰/NNG+은/JX
박	박/NNP
원내대표가	원내/NNG+대표/NNG+가/JKS
계속	계속/MAG
소환에	소환/NNG+에/JKB
불응할	불응/NNG+하/XSV+ㄹ/ETM
경우	경우/NNG
이르면	이르/VA+면/EC
이번	이번/NNG
주	주/NNG
중에	중/NNB+에/JKB
체포영장을	체포/NNG+영장/NNG+을/JKO
청구할	청구/NNG+하/XSV+ㄹ/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


