# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000025.186
metadata : {}


# id : NWRW1800000025.186.1.1
[책의 향기]‘누군가의 글쓰기’ 엿보다

[책의	[/SS+책/NNG+의/JKG
하지만 소설에 언급되는 내용에 대한 신빙성은 서술자에 의해 부정되기도 하고 사실과 회상, 상상이 뒤섞이면서 이 글이 진행되고 있음을 스스로 밝히기도 한다.

하지만	하지만/MAJ
소설에	소설/NNG+에/JKB
언급되는	언급/NNG+되/XSV+는/ETM
내용에	내용/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
신빙성은	신빙/NNG+성/XSN+은/JX
서술자에	서술자/NNG+에/JKB
의해	의하/VV+아/EC
부정되기도	부정/NNG+되/XSV+기/ETN+도/JX
하고	하/VX+고/EC
사실과	사실/NNG+과/JC
회상,	회상/NNG+,/SP
상상이	상상/NNG+이/JKS
뒤섞이면서	뒤섞이/VV+면서/EC
이	이/MMD
글이	글/NNG+이/JKS
진행되고	진행/NNG+되/XSV+고/EC
있음을	있/VX+음/ETN+을/JKO
스스로	스스로/MAG
밝히기도	밝히/VV+기/ETN+도/JX
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000025.186.4.1
서술자는 계속해서 ‘이 글의 구성’ ‘이 글의 형식’ ‘이 글을 쓰는 나’를 환기시킨다.

서술자는	서술자/NNG+는/JX
계속해서	계속/NNG+하/XSV+아서/EC
‘이	‘/SS+이/MMD
글의	글/NNG+의/JKG
구성’	구성/NNG+’/SS
형식’	형식/NNG+’/SS
글을	글/NNG+을/JKO
쓰는	쓰/VV+는/ETM
나’를	나/NP+’/SS+를/JKO
환기시킨다.	환기/NNG+시키/XSV+ㄴ다/EF+./SF


# id : NWRW1800000025.186.4.2
독자들은 글쓰기에 길을 잃은 누군가의 글쓰기, 진행 중이고 만들어져 가고 있는 누군가의 글쓰기를 지켜보고 있는 셈이다.

독자들은	독자/NNG+들/XSN+은/JX
글쓰기에	글쓰기/NNG+에/JKB
길을	길/NNG+을/JKO
잃은	잃/VV+은/ETM
누군가의	누구/NP+이/VCP+ㄴ가/EF+의/JKG
글쓰기,	글쓰기/NNG+,/SP
진행	진행/NNG
중이고	중/NNB+이/VCP+고/EC
만들어져	만들/VV+어/EC+지/VX+어/EC
가고	가/VX+고/EC
있는	있/VX+는/ETM
글쓰기를	글쓰기/NNG+를/JKO
지켜보고	지켜보/VV+고/EC
셈이다.	셈/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000025.186.4.3
최근 한국 소설에서는 이처럼 서사 자체를 실험하는 작품들이 늘고 있다.

최근	최근/MAG
한국	한국/NNP
소설에서는	소설/NNG+에서/JKB+는/JX
이처럼	이/NP+처럼/JKB
서사	서사/NNG
자체를	자체/NNG+를/JKO
실험하는	실험/NNG+하/XSV+는/ETM
작품들이	작품/NNG+들/XSN+이/JKS
늘고	늘/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000025.186.4.4
줄거리도, 사건도, 캐릭터도 없는 이런 작품을 기존의 독법으로 읽으려고 해서는 머리 아프고 짜증만 날 것이다.

줄거리도,	줄거리/NNG+도/JX+,/SP
사건도,	사건/NNG+도/JX+,/SP
캐릭터도	캐릭터/NNG+도/JX
없는	없/VA+는/ETM
이런	이런/MMD
작품을	작품/NNG+을/JKO
기존의	기존/NNG+의/JKG
독법으로	독법/NNG+으로/JKB
읽으려고	읽/VV+으려고/EC
해서는	하/VX+아서/EC+는/JX
머리	머리/NNG
아프고	아프/VA+고/EC
짜증만	짜증/NNG+만/JX
날	나/VV+ㄹ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000025.186.4.5
글 쓰는 행위 자체를 문제 삼는 작중 의도를 염두에 두고 감각적으로 감상한다면 좀 수월하다.

글	글/NNG
쓰는	쓰/VV+는/ETM
행위	행위/NNG
자체를	자체/NNG+를/JKO
문제	문제/NNG
삼는	삼/VV+는/ETM
작중	작중/NNG
의도를	의도/NNG+를/JKO
염두에	염두/NNG+에/JKB
두고	두/VV+고/EC
감각적으로	감각/NNG+적/XSN+으로/JKB
감상한다면	감상/NNG+하/XSV+ㄴ다면/EC
좀	좀/MAG
수월하다.	수월하/VA+다/EF+./SF


