# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.1
metadata : {}


# id : NWRW1800000026.1.1.1
[만물상] 무기중개상

[만물상]	[/SS+만물상/NNG+]/SS
▶미국 노드롭사는 F-20 전투기 판매 로비 자금으로 625만달러를 받고도 로비에 실패했다며 1986년 박종규씨를 상대로 돈을 돌려달라는 소송을 냈다.

▶미국	▶/SW+미국/NNP
노드롭사는	노드롭/NNP+사/NNG+는/JX
F-20	F/SL+-/SO+20/SN
전투기	전투기/NNG
판매	판매/NNG
로비	로비/NNG
자금으로	자금/NNG+으로/JKB
625만달러를	625/SN+만/NR+달러/NNB+를/JKO
받고도	받/VV+고/EC+도/JX
로비에	로비/NNG+에/JKB
실패했다며	실패/NNG+하/XSV+았/EP+다며/EC
1986년	1986/SN+년/NNB
박종규씨를	박종규/NNP+씨/NNB+를/JKO
상대로	상대/NNG+로/JKB
돈을	돈/NNG+을/JKO
돌려달라는	돌리/VV+어/EC+달/VX+라는/ETM
소송을	소송/NNG+을/JKO
냈다.	내/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.1.4.2
검찰 수사에서 박씨 측근이 350만달러를 받아 유용한 사실은 밝혀졌지만 박씨는 85년 이미 사망해 그의 돈 수수 사실은 규명되지 않았다.

검찰	검찰/NNG
수사에서	수사/NNG+에서/JKB
박씨	박/NNP+씨/NNB
측근이	측근/NNG+이/JKS
350만달러를	350/SN+만/NR+달러/NNB+를/JKO
받아	받/VV+아/EC
유용한	유용/NNG+하/XSA+ㄴ/ETM
사실은	사실/NNG+은/JX
밝혀졌지만	밝혀지/VV+었/EP+지만/EC
박씨는	박/NNP+씨/NNB+는/JX
85년	85/SN+년/NNB
이미	이미/MAG
사망해	사망/NNG+하/XSV+아/EC
그의	그/NP+의/JKG
돈	돈/NNG
수수	수수/NNG
규명되지	규명/NNG+되/XSV+지/EC
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000026.1.4.3
이 사건을 계기로 무기구매액의 1~3%가 커미션으로 오간다는 사실이 드러났다.

이	이/MMD
사건을	사건/NNG+을/JKO
계기로	계기/NNG+로/JKB
무기구매액의	무기/NNG+구매액/NNG+의/JKG
1~3%가	1/SN+~/SO+3/SN+%/SW+가/JKS
커미션으로	커미션/NNG+으로/JKB
오간다는	오가/VV+ㄴ다는/ETM
사실이	사실/NNG+이/JKS
드러났다.	드러나/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.1.5.1
▶국방부는 무기구입을 제조업체와 계약하는 상업구매 방식을 줄이고 정부간 직거래 방식을 늘리겠다는 계획을 밝혔다.

▶국방부는	▶/SW+국방부/NNG+는/JX
무기구입을	무기/NNG+구입/NNG+을/JKO
제조업체와	제조업체/NNG+와/JKB
계약하는	계약/NNG+하/XSV+는/ETM
상업구매	상업/NNG+구매/NNG
방식을	방식/NNG+을/JKO
줄이고	줄이/VV+고/EC
정부간	정부/NNG+간/NNB
직거래	직거래/NNG
늘리겠다는	늘리/VV+겠/EP+다는/ETM
계획을	계획/NNG+을/JKO
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.1.5.2
상업구매는 중개상들이 중간에 끼어들어 커미션만큼 구매비용이 더 든다는 것이다.

상업구매는	상업/NNG+구매/NNG+는/JX
중개상들이	중개상/NNG+들/XSN+이/JKS
중간에	중간/NNG+에/JKB
끼어들어	끼어들/VV+어/EC
커미션만큼	커미션/NNG+만큼/JKB
구매비용이	구매/NNG+비용/NNG+이/JKS
더	더/MAG
든다는	들/VV+ㄴ다는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000026.1.5.3
이명박 대통령도 지난해 7월 "리베이트만 없애도 무기 도입 비용의 20%를 줄일 수 있다"고 했었다.

이명박	이명박/NNP
대통령도	대통령/NNG+도/JX
지난해	지난해/NNG
7월	7/SN+월/NNB
"리베이트만	"/SS+리베이트/NNG+만/JX
없애도	없애/VV+어도/EC
무기	무기/NNG
도입	도입/NNG
비용의	비용/NNG+의/JKG
20%를	20/SN+%/SW+를/JKO
줄일	줄이/VV+ㄹ/ETM
수	수/NNB
있다"고	있/VA+다/EF+"/SS+고/JKQ
했었다.	하/VV+았었/EP+다/EF+./SF


# id : NWRW1800000026.1.5.4
최근 당국이 수사 중인 무기도입 비리 의혹만 해도 1000억원대 공군 전자전 훈련장비 도입 리베이트 등 30여건이나 된다.

최근	최근/MAG
당국이	당국/NNG+이/JKS
수사	수사/NNG
중인	중/NNB+이/VCP+ㄴ/ETM
무기도입	무기/NNG+도입/NNG
비리	비리/NNG
의혹만	의혹/NNG+만/JX
해도	하/VV+아도/EC
1000억원대	1000/SN+억/NR+원/NNB+대/XSN
공군	공군/NNG
전자전	전자전/NNG
훈련장비	훈련/NNG+장비/NNG
도입	도입/NNG
리베이트	리베이트/NNG
등	등/NNB
30여건이나	30/SN+여/XSN+건/NNB+이나/JX
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000026.1.6.1
▶그렇다고 "국방장관과 내가 합심해서 (정찰기) 값을 많이 깎았다. 미국 회사에서 얻은 정보를 한국 정부에 제공하기도 했다"는 린다 김의 주장을 완전히 무시할 수 있는지는 의문이다.

▶그렇다고	▶/SW+그렇/VA+다고/EC
"국방장관과	"/SS+국방/NNG+장관/NNG+과/JC
내가	내/NP+가/JKS
합심해서	합심/NNG+하/XSV+아서/EC
(정찰기)	(/SS+정찰기/NNG+)/SS
값을	값/NNG+을/JKO
많이	많이/MAG
깎았다.	깎/VV+았/EP+다/EF+./SF
미국	미국/NNP
회사에서	회사/NNG+에서/JKB
얻은	얻/VV+은/ETM
정보를	정보/NNG+를/JKO
한국	한국/NNP
정부에	정부/NNG+에/JKB
제공하기도	제공/NNG+하/XSV+기/ETN+도/JX
했다"는	하/VX+았/EP+다/EF+"/SS+는/ETM
린다	린다/NNP
김의	김/NNP+의/JKG
주장을	주장/NNG+을/JKO
완전히	완전히/MAG
무시할	무시/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있는지는	있/VA+는지/EF+는/JX
의문이다.	의문/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.1.6.2
무기 판매 '전쟁터'에서 산전수전 다 겪은 중개상을 통하는 게 되레 무기구입비를 절약할 수 있다는 주장도 있다.

무기	무기/NNG
판매	판매/NNG
'전쟁터'에서	'/SS+전쟁터/NNG+'/SS+에서/JKB
산전수전	산전수전/NNG
다	다/MAG
겪은	겪/VV+은/ETM
중개상을	중개상/NNG+을/JKO
통하는	통하/VV+는/ETM
게	거/NNB+이/JKS
되레	되레/MAG
무기구입비를	무기/NNG+구입비/NNG+를/JKO
절약할	절약/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다는	있/VA+다는/ETM
주장도	주장/NNG+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000026.1.6.3
비리 소지를 없앤다며 순환근무를 시키는 바람에 떨어진 무기구매 담당 공무원들의 전문성과 정보력을 끌어올리는 것도 시급한 문제다.

비리	비리/NNG
소지를	소지/NNG+를/JKO
없앤다며	없애/VV+ㄴ다며/EC
순환근무를	순환/NNG+근무/NNG+를/JKO
시키는	시키/VV+는/ETM
바람에	바람/NNB+에/JKB
떨어진	떨어지/VV+ㄴ/ETM
무기구매	무기/NNG+구매/NNG
담당	담당/NNG
공무원들의	공무원/NNG+들/XSN+의/JKG
전문성과	전문/NNG+성/XSN+과/JC
정보력을	정보력/NNG+을/JKO
끌어올리는	끌어올리/VV+는/ETM
것도	것/NNB+도/JX
시급한	시급하/VA+ㄴ/ETM
문제다.	문제/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.1.6.4
근본 문제는 무기 도입이 '군사 보안'의 울타리 속에 숨어 있어 투명성을 높이는 데 한계가 있다는 것이다.

근본	근본/NNG
문제는	문제/NNG+는/JX
무기	무기/NNG
도입이	도입/NNG+이/JKS
'군사	'/SS+군사/NNG
보안'의	보안/NNG+'/SS+의/JKG
울타리	울타리/NNG
속에	속/NNG+에/JKB
숨어	숨/VV+어/EC
있어	있/VX+어/EC
투명성을	투명/NNG+성/XSN+을/JKO
높이는	높이/VV+는/ETM
데	데/NNB
한계가	한계/NNG+가/JKS
있다는	있/VA+다는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


