# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000028.313
metadata : {}


# id : NWRW1800000028.313.1.1
‘2류’ 꼬리표 떼고 케이블 지상파 맹추격

‘2류’	‘/SS+2류/NNG+’/SS
것만	것/NNB+만/JX
봐도	보/VV+아도/EC
달라진	달라지/VV+ㄴ/ETM
위상을	위상/NNG+을/JKO
실감할	실감/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000028.313.2.5
엠넷 <슈퍼스타 케이>는 케이블 역사상 회당 최고 시청률인 9%를 기록했다.

엠넷	엠넷/NNP
<슈퍼스타	</SS+슈퍼스타/NNG
케이>는	케이/NNG+>/SS+는/JX
케이블	케이블/NNG
역사상	역사/NNG+상/XSN
회당	회/NNB+당/XSN
최고	최고/NNG
시청률인	시청/NNG+률/XSN+이/VCP+ㄴ/ETM
9%를	9/SN+%/SW+를/JKO
기록했다.	기록/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000028.313.2.6
<롤러코스터> <막돼먹은 영애씨> <러브 스위치> <화성인 바이러스> 등도 최고 시청률 3~4%, 평균 시청률 2%대를 꾸준히 넘나든다.

<롤러코스터>	</SS+롤러코스터/NNG+>/SS
<막돼먹은	</SS+막돼먹/VA+은/ETM
영애씨>	영애/NNP+씨/NNB+>/SS
<러브	</SS+러브/NNG
스위치>	스위치/NNG+>/SS
<화성인	</SS+화성인/NNG
바이러스>	바이러스/NNG+>/SS
등도	등/NNB+도/JX
최고	최고/NNG
시청률	시청/NNG+률/XSN
3~4%,	3/SN+~/SO+4/SN+%/SW+,/SP
평균	평균/NNG
2%대를	2/SN+%/SW+대/XSN+를/JKO
꾸준히	꾸준히/MAG
넘나든다.	넘나들/VV+ㄴ다/EF+./SF


# id : NWRW1800000028.313.2.7
케이블 프로그램은 1%만 넘어도 대박이라고 일컫던 과거에 견주면 놀랄 만한 성장이다.

케이블	케이블/NNG
프로그램은	프로그램/NNG+은/JX
1%만	1/SN+%/SW+만/JX
넘어도	넘/VV+어도/EC
대박이라고	대/XPN+박/NNG+이/VCP+라고/EC
일컫던	일컫/VV+던/ETM
과거에	과거/NNG+에/JKB
견주면	견주/VV+면/EC
놀랄	놀라/VV+ㄹ/ETM
만한	만/NNB+하/XSA+ㄴ/ETM
성장이다.	성장/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000028.313.2.8
<막돼먹은 영애씨> 회당 3500만원, <롤러코스터> 회당 5000만원 등, 지상파 예능프로그램의 절반도 못 미치는 제작비로 지상파를 뛰어넘은 원동력은 어디에 있을까?

<막돼먹은	</SS+막돼먹/VA+은/ETM
영애씨>	영애/NNP+씨/NNB+>/SS
회당	회/NNB+당/XSN
3500만원,	3500/SN+만/NR+원/NNB+,/SP
<롤러코스터>	</SS+롤러코스터/NNG+>/SS
5000만원	5000/SN+만/NR+원/NNB
등,	등/NNB+,/SP
지상파	지상파/NNG
예능프로그램의	예능/NNG+프로그램/NNG+의/JKG
절반도	절반/NNG+도/JX
못	못/MAG
미치는	미치/VV+는/ETM
제작비로	제작비/NNG+로/JKB
지상파를	지상파/NNG+를/JKO
뛰어넘은	뛰어넘/VV+은/ETM
원동력은	원동력/NNG+은/JX
어디에	어디/NP+에/JKB
있을까?	있/VA+을까/EF+?/SF


# id : NWRW1800000028.313.2.9
■ 10년간 지상파↘ 케이블↗ 시청률 조사기관 티엔엠에스 미디어가 집계한 케이블 티브이 개국 10년간 전체 시청률 변화 추이를 보면 지상파 3사의 평균 시청률은 2000년 23.7%에서 2010년 20.2%로 줄었다.

■	■/SW
10년간	10/SN+년/NNB+간/XSN
지상파↘	지상파/NNG+↘/SW
케이블↗	케이블/NNG+↗/SW
시청률	시청/NNG+률/XSN
조사기관	조사/NNG+기관/NNG
티엔엠에스	티엔엠에스/NNP
미디어가	미디어/NNG+가/JKS
집계한	집계/NNG+하/XSV+ㄴ/ETM
케이블	케이블/NNG
티브이	티브이/NNG
개국	개국/NNG
전체	전체/NNG
변화	변화/NNG
추이를	추이/NNG+를/JKO
보면	보/VV+면/EC
지상파	지상파/NNG
3사의	3사/NNG+의/JKG
평균	평균/NNG
시청률은	시청/NNG+률/XSN+은/JX
2000년	2000/SN+년/NNB
23.7%에서	23/SN+./SP+7/SN+%/SW+에서/JKB
2010년	2010/SN+년/NNB
20.2%로	20/SN+./SP+2/SN+%/SW+로/JKB
줄었다.	줄/VV+었/EP+다/EF+./SF


# id : NWRW1800000028.313.2.10
반면 케이블은 10년 새 1.6%에서 12.9%로 10배가량 올랐다.

반면	반면/NNG
케이블은	케이블/NNG+은/JX
10년	10/SN+년/NNB
새	새/NNG
1.6%에서	1/SN+./SP+6/SN+%/SW+에서/JKB
12.9%로	12/SN+./SP+9/SN+%/SW+로/JKB
10배가량	10/SN+배/NNG+가량/XSN
올랐다.	오르/VV+았/EP+다/EF+./SF


# id : NWRW1800000028.313.2.11
연도별로 증가한 케이블 채널의 개수와도 관련 있지만, 관계자들은 이런 약진은 예상치 못한 결과라고 입을 모은다.

연도별로	연도/NNG+별/XSN+로/JKB
증가한	증가/NNG+하/XSV+ㄴ/ETM
케이블	케이블/NNG
채널의	채널/NNG+의/JKG
개수와도	개수/NNG+와/JKB+도/JX
관련	관련/NNG
있지만,	있/VA+지만/EC+,/SP
관계자들은	관계자/NNG+들/XSN+은/JX
이런	이런/MMD
약진은	약진/NNG+은/JX
예상치	예상/NNG+하/XSV+지/EC
못한	못하/VX+ㄴ/ETM
결과라고	결과/NNG+이/VCP+라고/EC
입을	입/NNG+을/JKO
모은다.	모으/VV+ㄴ다/EF+./SF


# id : NWRW1800000028.313.3.1
케이블 약진은 자체 제작물의 성장과 연관된다.

케이블	케이블/NNG
약진은	약진/NNG+은/JX
자체	자체/NNG
제작물의	제작물/NNG+의/JKG
성장과	성장/NNG+과/JKB
연관된다.	연관/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000028.313.3.2
처음 개국 뒤 4~5년간 케이블은 주로 지상파 프로그램을 재방송하거나, 해외 프로그램을 틀어 주는 통로 구실을 했다.

처음	처음/NNG
개국	개국/NNG
뒤	뒤/NNG
4~5년간	4/SN+~/SO+5/SN+년/NNB+간/XSN
케이블은	케이블/NNG+은/JX
주로	주로/MAG
지상파	지상파/NNG
프로그램을	프로그램/NNG+을/JKO
재방송하거나,	재/XPN+방송/NNG+하/XSV+거나/EC+,/SP
해외	해외/NNG
틀어	틀/VV+어/EC
주는	주/VX+는/ETM
통로	통로/NNG
구실을	구실/NNG+을/JKO
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000028.313.3.3
오시엔 등이 자체제작을 본격적으로 시작하고, 티브이엔이 개국한 2005~2006년을 기점으로 케이블 전체 시청률이 10.9%로 처음 두 자리에 올라섰다.

오시엔	오시엔/NNP
등이	등/NNB+이/JKS
자체제작을	자체/NNG+제작/NNG+을/JKO
본격적으로	본격/NNG+적/XSN+으로/JKB
시작하고,	시작/NNG+하/XSV+고/EC+,/SP
티브이엔이	티브이엔/NNP+이/JKS
개국한	개국/NNG+하/XSV+ㄴ/ETM
2005~2006년을	2005/SN+~/SO+2006/SN+년/NNB+을/JKO
기점으로	기점/NNG+으로/JKB
케이블	케이블/NNG
전체	전체/NNG
시청률이	시청/NNG+률/XSN+이/JKS
10.9%로	10/SN+./SP+9/SN+%/SW+로/JKB
처음	처음/NNG
두	두/MMN
자리에	자리/NNG+에/JKB
올라섰다.	올라서/VV+었/EP+다/EF+./SF


# id : NWRW1800000028.313.3.4
2009년 기준으로 티브이엔 자체제작률은 60%가 넘는다.

2009년	2009/SN+년/NNB
기준으로	기준/NNG+으로/JKB
티브이엔	티브이엔/NNP
자체제작률은	자체/NNG+제작/NNG+률/XSN+은/JX
60%가	60/SN+%/SW+가/JKS
넘는다.	넘/VV+는다/EF+./SF


# id : NWRW1800000028.313.3.5
에스비에스 예능국의 한 피디는 “자체제작 프로그램이 자리를 잡은 것이 가장 큰 원인으로 보인다“며 “우리가 봐도 지상파와 별 차이가 없을 정도로 물이 오른 것 같다”고 말했다.

에스비에스	에스비에스/NNP
예능국의	예능국/NNG+의/JKG
한	한/MMN
피디는	피디/NNG+는/JX
“자체제작	“/SS+자체/NNG+제작/NNG
프로그램이	프로그램/NNG+이/JKS
자리를	자리/NNG+를/JKO
잡은	잡/VV+은/ETM
것이	것/NNB+이/JKS
가장	가장/MAG
큰	크/VA+ㄴ/ETM
원인으로	원인/NNG+으로/JKB
보인다“며	보이/VV+ㄴ다/EF+“/SS+며/EC
“우리가	“/SS+우리/NP+가/JKS
봐도	보/VV+아도/EC
지상파와	지상파/NNG+와/JKB
별	별/MMA
차이가	차이/NNG+가/JKS
없을	없/VA+을/ETM
정도로	정도/NNG+로/JKB
물이	물/NNG+이/JKS
오른	오르/VV+ㄴ/ETM
것	것/NNB
같다”고	같/VA+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000028.313.4.1
최근 5~6년간 자체제작을 정착시키려는 케이블 채널의 과감한 투자도 한몫했다.

최근	최근/NNG
5~6년간	5/SN+~/SO+6/SN+년/NNB+간/XSN
자체제작을	자체/NNG+제작/NNG+을/JKO
정착시키려는	정착/NNG+시키/XSV+려는/ETM
케이블	케이블/NNG
채널의	채널/NNG+의/JKG
과감한	과감하/VA+ㄴ/ETM
투자도	투자/NNG+도/JX
한몫했다.	한몫/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000028.313.4.2
씨제이(CJ)미디어는 2006~2009년 매년 약 400억원을 프로그램 제작에 투입했다.

씨제이(CJ)미디어는	씨제이/NNP+(/SS+CJ/SL+)/SS+미디어/NNG+는/JX
2006~2009년	2006/SN+~/SO+2009/SN+년/NNB
매년	매년/MAG
약	약/MMA
400억원을	400/SN+억/NR+원/NNB+을/JKO
프로그램	프로그램/NNG
제작에	제작/NNG+에/JKB
투입했다.	투입/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000028.313.4.3
2011년에는 자체제작 비율을 지금의 두 배로 끌어올릴 예정이라고 한다.

2011년에는	2011/SN+년/NNB+에/JKB+는/JX
자체제작	자체/NNG+제작/NNG
비율을	비율/NNG+을/JKO
지금의	지금/NNG+의/JKG
두	두/MMN
배로	배/NNG+로/JKB
끌어올릴	끌어올리/VV+ㄹ/ETM
예정이라고	예정/NNG+이/VCP+라고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000028.313.4.4
■ 참신하고 신선한 기획 자체제작 프로그램의 발전에서 비롯한 케이블 채널 약진은 지난 10년간 지상파와 차별화하려는 노력의 결실이라고 할 수 있다.

■	■/SW
참신하고	참신하/VA+고/EC
신선한	신선하/VA+ㄴ/ETM
기획	기획/NNG
자체제작	자체/NNG+제작/NNG
프로그램의	프로그램/NNG+의/JKG
발전에서	발전/NNG+에서/JKB
비롯한	비롯하/VV+ㄴ/ETM
케이블	케이블/NNG
채널	채널/NNG
약진은	약진/NNG+은/JX
지난	지나/VV+ㄴ/ETM
10년간	10/SN+년/NNB+간/XSN
지상파와	지상파/NNG+와/JKB
차별화하려는	차별/NNG+화/XSN+하/XSV+려는/ETM
노력의	노력/NNG+의/JKG
결실이라고	결실/NNG+이/VCP+라고/EC
할	하/VV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000028.313.4.5
<화성인 바이러스> 이근찬 피디는 “지상파는 주로 온 가족이 보는 프로그램을 만들어야 하지만 케이블에서는 그렇게 하면 살아남을 수 없기 때문에 출연자 한명 한명도 독특해야 하고 접근 방식을 달리하는 데 처음부터 초점을 맞췄다”고 말했다.

<화성인	</SS+화성인/NNG
바이러스>	바이러스/NNG+>/SS
이근찬	이근찬/NNP
피디는	피디/NNG+는/JX
“지상파는	“/SS+지상파/NNG+는/JX
주로	주로/MAG
온	온/MMN
가족이	가족/NNG+이/JKS
보는	보/VV+는/ETM
프로그램을	프로그램/NNG+을/JKO
만들어야	만들/VV+어야/EC
하지만	하/VX+지만/EC
케이블에서는	케이블/NNG+에서/JKB+는/JX
그렇게	그렇/VA+게/EC
하면	하/VV+면/EC
살아남을	살아남/VV+을/ETM
수	수/NNB
없기	없/VA+기/ETN
때문에	때문/NNB+에/JKB
출연자	출연자/NNG
한명	한/MMN+명/NNB
한명도	한/MMN+명/NNB+도/JX
독특해야	독특/NNG+하/XSA+아야/EC
하고	하/VX+고/EC
접근	접근/NNG
방식을	방식/NNG+을/JKO
달리하는	달리/MAG+하/XSV+는/ETM
데	데/NNB
처음부터	처음/NNG+부터/JX
초점을	초점/NNG+을/JKO
맞췄다”고	맞추/VV+었/EP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000028.313.4.6
씨제이 미디어는 2~3년 전부터 시청 연령에 따른 타깃 시청률을 살펴 연령대에 맞는 프로그램 콘셉트 등을 논의해온 것으로 알려진다.

씨제이	씨제이/NNP
미디어는	미디어/NNG+는/JX
2~3년	2/SN+~/SO+3/SN+년/NNB
전부터	전/NNG+부터/JX
시청	시청/NNG
연령에	연령/NNG+에/JKB
따른	따르/VV+ㄴ/ETM
타깃	타깃/NNG
시청률을	시청/NNG+률/XSN+을/JKO
살펴	살피/VV+어/EC
연령대에	연령대/NNG+에/JKB
맞는	맞/VV+는/ETM
프로그램	프로그램/NNG
콘셉트	콘셉트/NNG
등을	등/NNB+을/JKO
논의해온	논의/NNG+하/XSV+아/EC+오/VX+ㄴ/ETM
것으로	것/NNB+으로/JKB
알려진다.	알려지/VV+ㄴ다/EF+./SF


# id : NWRW1800000028.313.5.1
<천생연분> 등 짝짓기 프로그램에서 <무한도전>을 필두로 한 집단 엠시 체제 리얼 버라이어티까지, 지상파가 유행 장르에 의존하며 고민 없이 비슷한 프로그램만 낳은 사이, 케이블은 음악·짝짓기·토크 등 신선하고 다양한 장르의 변주와 공존을 시도했다.

<천생연분>	</SS+천생연분/NNG+>/SS
등	등/NNB
짝짓기	짝짓기/NNG
프로그램에서	프로그램/NNG+에서/JKB
<무한도전>을	</SS+무한/NNG+도전/NNG+>/SS+을/JKO
필두로	필두/NNG+로/JKB
한	하/VV+ㄴ/ETM
집단	집단/NNG
엠시	엠시/NNG
체제	체제/NNG
리얼	리얼/NNG
버라이어티까지,	버라이어티/NNG+까지/JX+,/SP
지상파가	지상파/NNG+가/JKS
유행	유행/NNG
장르에	장르/NNG+에/JKB
의존하며	의존/NNG+하/XSV+며/EC
고민	고민/NNG
없이	없이/MAG
비슷한	비슷하/VA+ㄴ/ETM
프로그램만	프로그램/NNG+만/JX
낳은	낳/VV+은/ETM
사이,	사이/NNG+,/SP
케이블은	케이블/NNG+은/JX
음악·짝짓기·토크	음악/NNG+·/SP+짝짓기/NNG+·/SP+토크/NNG
신선하고	신선하/VA+고/EC
다양한	다양/NNG+하/XSA+ㄴ/ETM
장르의	장르/NNG+의/JKG
변주와	변주/NNG+와/JC
공존을	공존/NNG+을/JKO
시도했다.	시도/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000028.313.5.2
방송사상 처음 다큐멘터리 형식을 가미한 드라마로 화제를 모은 <막돼먹은 영애씨>의 박준화 피디는 “당시 지상파에서 30대 노처녀 이야기를 다룬 드라마가 많았기 때문에 어떻게 차별화를 할까 고민하다가 다큐멘터리 형식을 접목했고, 6㎜ 카메라로 촬영하면서 새 형식을 끄집어냈다”고 말했다.

방송사상	방송/NNG+사상/NNG
처음	처음/NNG
다큐멘터리	다큐멘터리/NNG
형식을	형식/NNG+을/JKO
가미한	가미/NNG+하/XSV+ㄴ/ETM
드라마로	드라마/NNG+로/JKB
화제를	화제/NNG+를/JKO
모은	모으/VV+ㄴ/ETM
<막돼먹은	</SS+막돼먹/VA+은/ETM
영애씨>의	영애/NNP+씨/NNB+>/SS+의/JKG
박준화	박준화/NNP
피디는	피디/NNG+는/JX
“당시	“/SS+당시/NNG
지상파에서	지상파/NNG+에서/JKB
30대	30/SN+대/NNB
노처녀	노/XPN+처녀/NNG
이야기를	이야기/NNG+를/JKO
다룬	다루/VV+ㄴ/ETM
드라마가	드라마/NNG+가/JKS
많았기	많/VA+았/EP+기/ETN
때문에	때문/NNB+에/JKB
어떻게	어떻/VA+게/EC
차별화를	차별/NNG+화/XSN+를/JKO
할까	하/VV+ㄹ까/EF
고민하다가	고민/NNG+하/XSV+다가/EC
접목했고,	접목/NNG+하/XSV+았/EP+고/EC+,/SP
6㎜	6/SN+㎜/SW
카메라로	카메라/NNG+로/JKB
촬영하면서	촬영/NNG+하/XSV+면서/EC
새	새/MMA
끄집어냈다”고	끄집어내/VV+었/EP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000028.313.6.1
<롤러코스터> <러브 스위치> <화성인 바이러스> 등에서 보이듯 지상파와 다른 솔직한 표현도 시청자들의 공감을 샀다.

<롤러코스터>	</SS+롤러코스터/NNG+>/SS
<러브	</SS+러브/NNG
스위치>	스위치/NNG+>/SS
<화성인	</SS+화성인/NNG
바이러스>	바이러스/NNG+>/SS
등에서	등/NNB+에서/JKB
보이듯	보이/VV+듯/EC
지상파와	지상파/NNG+와/JKB
다른	다르/VA+ㄴ/ETM
솔직한	솔직하/VA+ㄴ/ETM
표현도	표현/NNG+도/JX
시청자들의	시청자/NNG+들/XSN+의/JKG
공감을	공감/NNG+을/JKO
샀다.	사/VV+았/EP+다/EF+./SF


# id : NWRW1800000028.313.6.2
대중문화평론가인 조민준씨는 “<화성인 바이러스>의 ‘어장관리 남자 200명’ 등의 소재는 지상파에서는 볼 수 없지만 요즘 현실을 반영한 것이기 때문에 혀를 차며 보든, 공감하며 보든 뚜렷한 화제가 됐다”고 말했다.

대중문화평론가인	대중문화/NNG+평론가/NNG+이/VCP+ㄴ/ETM
조민준씨는	조민준/NNP+씨/NNB+는/JX
“<화성인	“/SS+</SS+화성인/NNG
바이러스>의	바이러스/NNG+>/SS+의/JKG
‘어장관리	‘/SS+어장/NNG+관리/NNG
남자	남자/NNG
200명’	200/SN+명/NNB+’/SS
등의	등/NNB+의/JKG
소재는	소재/NNG+는/JX
지상파에서는	지상파/NNG+에서/JKB+는/JX
볼	보/VV+ㄹ/ETM
수	수/NNB
없지만	없/VA+지만/EC
요즘	요즘/NNG
현실을	현실/NNG+을/JKO
반영한	반영/NNG+하/XSV+ㄴ/ETM
것이기	것/NNB+이/VCP+기/ETN
때문에	때문/NNB+에/JKB
혀를	혀/NNG+를/JKO
차며	차/VV+며/EC
보든,	보/VV+든/EC+,/SP
공감하며	공감/NNG+하/XSV+며/EC
보든	보/VV+든/EC
뚜렷한	뚜렷하/VA+ㄴ/ETM
화제가	화제/NNG+가/JKC
됐다”고	되/VV+었/EP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000028.313.6.3
■ 이경규 오고 정가은 낳고 상황이 이러니 스타급 진행자들도 케이블을 넘나든다.

■	■/SW
이경규	이경규/NNP
오고	오/VV+고/EC
정가은	정가은/NNP
낳고	낳/VV+고/EC
상황이	상황/NNG+이/JKS
이러니	이러/VV+니/EC
스타급	스타급/NNG
진행자들도	진행자/NNG+들/XSN+도/JX
케이블을	케이블/NNG+을/JKO
넘나든다.	넘나들/VV+ㄴ다/EF+./SF


# id : NWRW1800000028.313.6.4
과거에는 이른바 ‘비(B)’급 연기자나 지상파에서 물의를 빚고 하차한 이들이 케이블로 복귀하는 경우가 대부분이었다.

과거에는	과거/NNG+에/JKB+는/JX
이른바	이른바/MAG
‘비(B)’급	‘/SS+비/NNG+(/SS+B/SL+)/SS+’/SS+급/NNG
연기자나	연기자/NNG+나/JC
지상파에서	지상파/NNG+에서/JKB
물의를	물의/NNG+를/JKO
빚고	빚/VV+고/EC
하차한	하차/NNG+하/XSV+ㄴ/ETM
이들이	이/NNB+들/XSN+이/JKS
케이블로	케이블/NNG+로/JKB
복귀하는	복귀/NNG+하/XSV+는/ETM
경우가	경우/NNG+가/JKS
대부분이었다.	대/XPN+부분/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000028.313.6.5
하지만 지금은 <러브 스위치> 신동엽, <화성인 바이러스> 이경규, <롤러코스터> 정형돈 등이 케이블에서 크게 활약하고 있다.

하지만	하지만/MAJ
지금은	지금/NNG+은/JX
<러브	</SS+러브/NNG
스위치>	스위치/NNG+>/SS
신동엽,	신동엽/NNP+,/SP
<화성인	</SS+화성인/NNG
바이러스>	바이러스/NNG+>/SS
이경규,	이경규/NNP+,/SP
<롤러코스터>	</SS+롤러코스터/NNG+>/SS
정형돈	정형돈/NNP
등이	등/NNB+이/JKS
케이블에서	케이블/NNG+에서/JKB
크게	크/VA+게/EC
활약하고	활약/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000028.313.6.6
또 <시사콘서트 열광>은 <김혜수의 플러스유> 등을 기획한 김일중 작가가 집필하는 등 지상파 제작진들도 대거 투입돼 질적 향상을 불러왔다.

또	또/MAG
<시사콘서트	</SS+시사/NNG+콘서트/NNG
열광>은	열광/NNG+>/SS+은/JX
<김혜수의	</SS+김혜수/NNP+의/JKG
플러스유>	플러스/NNG+유/NNG+>/SS
등을	등/NNB+을/JKO
기획한	기획/NNG+하/XSV+ㄴ/ETM
김일중	김일중/NNP
작가가	작가/NNG+가/JKS
집필하는	집필/NNG+하/XSV+는/ETM
등	등/NNB
지상파	지상파/NNG
제작진들도	제작진/NNG+들/XSN+도/JX
대거	대거/MAG
투입돼	투입/NNG+되/XSV+어/EC
질적	질/NNG+적/XSN
향상을	향상/NNG+을/JKO
불러왔다.	불러오/VV+았/EP+다/EF+./SF


# id : NWRW1800000028.313.6.7
<롤러코스터> 정가은, <악녀일기> 에이미 등 스타에 기대지 않고 새로운 얼굴을 발굴한 것도 신선도를 높였다.

<롤러코스터>	</SS+롤러코스터/NNG+>/SS
정가은,	정가은/NNP+,/SP
<악녀일기>	</SS+악녀/NNG+일기/NNG+>/SS
에이미	에이미/NNP
등	등/NNB
스타에	스타/NNG+에/JKB
기대지	기대/VV+지/EC
않고	않/VX+고/EC
새로운	새롭/VA+ㄴ/ETM
얼굴을	얼굴/NNG+을/JKO
발굴한	발굴/NNG+하/XSV+ㄴ/ETM
것도	것/NNB+도/JX
신선도를	신선도/NNG+를/JKO
높였다.	높이/VV+었/EP+다/EF+./SF


# id : NWRW1800000028.313.6.8
■ 미디어의 속성을 파악하다 케이블채널들은 달라진 미디어 환경에 발 빠르게 대응해 지상파의 경계를 무너뜨렸다.

■	■/SW
미디어의	미디어/NNG+의/JKG
속성을	속성/NNG+을/JKO
파악하다	파악/NNG+하/XSV+다/EC
케이블채널들은	케이블/NNG+채널/NNG+들/XSN+은/JX
달라진	달라지/VV+ㄴ/ETM
미디어	미디어/NNG
환경에	환경/NNG+에/JKB
발	발/NNG
빠르게	빠르/VA+게/EC
대응해	대응/NNG+하/XSV+아/EC
지상파의	지상파/NNG+의/JKG
경계를	경계/NNG+를/JKO
무너뜨렸다.	무너뜨리/VV+었/EP+다/EF+./SF


# id : NWRW1800000028.313.6.9
인터넷으로 입소문 등을 타고 특이한 시청자가 나오면 바로 화제가 되면서 검색어 순위에 오르는 등 달라진 미디어 환경이 케이블 프로그램을 화제의 중심에 오르게 했다는 이야기다.

인터넷으로	인터넷/NNG+으로/JKB
입소문	입소문/NNG
등을	등/NNB+을/JKO
타고	타/VV+고/EC
특이한	특이/NNG+하/XSA+ㄴ/ETM
시청자가	시청자/NNG+가/JKS
나오면	나오/VV+면/EC
바로	바로/MAG
화제가	화제/NNG+가/JKC
되면서	되/VV+면서/EC
검색어	검색어/NNG
순위에	순위/NNG+에/JKB
오르는	오르/VV+는/ETM
등	등/NNB
달라진	달라지/VV+ㄴ/ETM
미디어	미디어/NNG
환경이	환경/NNG+이/JKS
케이블	케이블/NNG
프로그램을	프로그램/NNG+을/JKO
화제의	화제/NNG+의/JKG
중심에	중심/NNG+에/JKB
오르게	오르/VV+게/EC
했다는	하/VX+았/EP+다는/ETM
이야기다.	이야기/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000028.313.6.10
여기에 지상파 드라마를 발 빠르게 재방송해 케이블티브이로 눈을 돌리게 만드는 전략도 적중했다.

여기에	여기/NP+에/JKB
지상파	지상파/NNG
드라마를	드라마/NNG+를/JKO
발	발/NNG
빠르게	빠르/VA+게/EC
재방송해	재/XPN+방송/NNG+하/XSV+아/EC
케이블티브이로	케이블/NNG+티브이/NNG+로/JKB
눈을	눈/NNG+을/JKO
돌리게	돌리/VV+게/EC
만드는	만들/VV+는/ETM
전략도	전략/NNG+도/JX
적중했다.	적중/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000028.313.6.11
과거에는 지상파에서 방송한 드라마의 경우 이르면 3개월이 지나야 케이블에서 재방송했는데 최근에는 기간이 짧아졌다.

과거에는	과거/NNG+에/JKB+는/JX
지상파에서	지상파/NNG+에서/JKB
방송한	방송/NNG+하/XSV+ㄴ/ETM
드라마의	드라마/NNG+의/JKG
경우	경우/NNG
이르면	이르/VA+면/EC
3개월이	3/SN+개월/NNB+이/JKS
