# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.210
metadata : {}


# id : NWRW1800000026.210.1.1
[심층분석] "구리가 돌아왔다";전도성·항균성 뛰어난 구리 스마트폰 등 IT 소재로 주목… 병원·고급 주택에서도 각광

[심층분석]	[/SS+심층/NNG+분석/NNG+]/SS
삼성전기는 산업용 구리 잉크 개발을 신성장 동력으로 적극 육성하고 있다.

삼성전기는	삼성전기/NNP+는/JX
산업용	산업/NNG+용/XSN
구리	구리/NNG
잉크	잉크/NNG
개발을	개발/NNG+을/JKO
신성장	신/XPN+성장/NNG
동력으로	동력/NNG+으로/JKB
적극	적극/NNG
육성하고	육성/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.210.13.2
구리를 잉크로 사용해 기판·필름·직물·디스플레이 등 다양한 대상에 바로 인쇄하는 방식으로, 회로기판을 훨씬 효율적으로 가공할 수 있는 게 장점이다.

구리를	구리/NNG+를/JKO
잉크로	잉크/NNG+로/JKB
사용해	사용/NNG+하/XSV+아/EC
기판·필름·직물·디스플레이	기판/NNG+·/SP+필름/NNG+·/SP+직물/NNG+·/SP+디스플레이/NNG
등	등/NNB
다양한	다양/NNG+하/XSA+ㄴ/ETM
대상에	대상/NNG+에/JKB
바로	바로/MAG
인쇄하는	인쇄/NNG+하/XSV+는/ETM
방식으로,	방식/NNG+으로/JKB+,/SP
회로기판을	회로/NNG+기판/NNG+을/JKO
훨씬	훨씬/MAG
효율적으로	효율/NNG+적/XSN+으로/JKB
가공할	가공/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
게	거/NNB+이/JKS
장점이다.	장점/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.210.14.1
이 같은 수요 증가로 국제 구리 가격은 계속 오름세다.

이	이/NP
같은	같/VA+은/ETM
수요	수요/NNG
증가로	증가/NNG+로/JKB
국제	국제/NNG
구리	구리/NNG
가격은	가격/NNG+은/JX
계속	계속/MAG
오름세다.	오름세/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.210.14.2
지난달 런던금속거래소(LME)에서 구리 3개월물 가격은 2.8% 올랐고, 뉴욕상업거래소(NYMEX)에서도 구리 7월 인도분 가격이 3% 상승했다.

지난달	지난달/NNG
런던금속거래소(LME)에서	런던금속거래소/NNP+(/SS+LME/SL+)/SS+에서/JKB
구리	구리/NNG
3개월물	3/SN+개월물/NNB
가격은	가격/NNG+은/JX
2.8%	2/SN+./SP+8/SN+%/SW
올랐고,	오르/VV+았/EP+고/EC+,/SP
뉴욕상업거래소(NYMEX)에서도	뉴욕상업거래소/NNP+(/SS+NYMEX/SL+)/SS+에서/JKB+도/JX
7월	7/SN+월/NNB
인도분	인도/NNG+분/XSN
가격이	가격/NNG+이/JKS
3%	3/SN+%/SW
상승했다.	상승/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.210.14.3
재고량도 계속 줄어들어 지난달 1825t이 감소해 지난해 12월 이후 최저치를 기록하기도 했다.

재고량도	재고량/NNG+도/JX
계속	계속/MAG
줄어들어	줄어들/VV+어/EC
지난달	지난달/NNG
1825t이	1825/SN+t/SW+이/JKS
감소해	감소/NNG+하/XSV+아/EC
지난해	지난해/NNG
12월	12/SN+월/NNB
이후	이후/NNG
최저치를	최저/NNG+치/XSN+를/JKO
기록하기도	기록/NNG+하/XSV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000026.210.15.1
황운석 인하대 교수는 "구리는 전기 전도성과 열전도성이 일반 금속 중에는 제일 우수하다"며 "산업이 발전할수록 수요와 용도가 더욱 늘어날 전망"이라고 말했다.

황운석	황운석/NNP
인하대	인하대/NNP
교수는	교수/NNG+는/JX
"구리는	"/SS+구리/NNG+는/JX
전기	전기/NNG
전도성과	전도/NNG+성/XSN+과/JC
열전도성이	열전도/NNG+성/XSN+이/JKS
일반	일반/NNG
금속	금속/NNG
중에는	중/NNB+에/JKB+는/JX
제일	제일/MAG
우수하다"며	우수/NNG+하/XSA+다/EF+"/SS+며/EC
"산업이	"/SS+산업/NNG+이/JKS
발전할수록	발전/NNG+하/XSV+ㄹ수록/EC
수요와	수요/NNG+와/JC
용도가	용도/NNG+가/JKS
더욱	더욱/MAG
늘어날	늘어나/VV+ㄹ/ETM
전망"이라고	전망/NNG+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


