# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000024.104
metadata : {}


# id : NWRW1800000024.104.1.1
미 국방장관 “북 미사일 요격 안해”

미	미/NNP
미사일에	미사일/NNG+에/JKB
장착할	장착/NNG+하/XSV+ㄹ/ETM
능력은	능력/NNG+은/JX
갖추고	갖추/VV+고/EC
있다고	있/VX+다고/EC
믿지는	믿/VV+지/EC+는/JX
않는다고	않/VX+는다고/EC
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000024.104.4.1
이와 관련해, 함경북도 화대군 무수단리의 미사일 발사장 발사대에 장착된 로켓의 상단 부분이 모습을 드러냈으나 무엇이 실렸는지는 확인되지 않고 있는 것으로 알려졌다.

이와	이/NP+와/JKB
관련해,	관련/NNG+하/XSV+아/EC+,/SP
함경북도	함경북도/NNP
화대군	화대군/NNP
무수단리의	무수단리/NNP+의/JKG
미사일	미사일/NNG
발사장	발사장/NNG
발사대에	발사대/NNG+에/JKB
장착된	장착/NNG+되/XSV+ㄴ/ETM
로켓의	로켓/NNG+의/JKG
상단	상단/NNG
부분이	부분/NNG+이/JKS
모습을	모습/NNG+을/JKO
드러냈으나	드러내/VV+었/EP+으나/EC
무엇이	무엇/NP+이/JKS
실렸는지는	실리/VV+었/EP+는지/EF+는/JX
확인되지	확인/NNG+되/XSV+지/EC
않고	않/VX+고/EC
있는	있/VX+는/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


# id : NWRW1800000024.104.5.1
외교안보 분야의 정부 관계자는 29일 “발사대에 장착된 로켓 상단 부분의 덮개가 벗겨진 것을 첩보위성이 포착했다”며 “그러나 둥근 모양의 상단 부분에 탑재된 물체가 인공위성인지 탄두인지는 식별하기 어렵다”고 밝혔다.

외교안보	외교/NNG+안보/NNG
분야의	분야/NNG+의/JKG
정부	정부/NNG
관계자는	관계자/NNG+는/JX
29일	29/SN+일/NNB
“발사대에	“/SS+발사대/NNG+에/JKB
장착된	장착/NNG+되/XSV+ㄴ/ETM
로켓	로켓/NNG
상단	상단/NNG
부분의	부분/NNG+의/JKG
덮개가	덮개/NNG+가/JKS
벗겨진	벗겨지/VV+ㄴ/ETM
것을	것/NNB+을/JKO
첩보위성이	첩보/NNG+위성/NNG+이/JKS
포착했다”며	포착/NNG+하/XSV+았/EP+다/EF+”/SS+며/EC
“그러나	“/SS+그러나/MAJ
둥근	둥글/VA+ㄴ/ETM
모양의	모양/NNG+의/JKG
부분에	부분/NNG+에/JKB
탑재된	탑재/NNG+되/XSV+ㄴ/ETM
물체가	물체/NNG+가/JKS
인공위성인지	인공위성/NNG+이/VCP+ㄴ지/EF
탄두인지는	탄두/NNG+이/VCP+ㄴ지/EF+는/JX
식별하기	식별/NNG+하/XSV+기/ETN
어렵다”고	어렵/VA+다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000024.104.5.2
이 관계자는 “발사 전에는 로켓 상단 부분의 실체를 확인하기는 어려울 것”이라고 덧붙였다.

이	이/MMD
관계자는	관계자/NNG+는/JX
“발사	“/SS+발사/NNG
전에는	전/NNG+에/JKB+는/JX
로켓	로켓/NNG
상단	상단/NNG
부분의	부분/NNG+의/JKG
실체를	실체/NNG+를/JKO
확인하기는	확인/NNG+하/XSV+기/ETN+는/JX
어려울	어렵/VA+ㄹ/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
덧붙였다.	덧붙이/VV+었/EP+다/EF+./SF


# id : NWRW1800000024.104.6.1
한국·미국·일본 3국은 북한의 ‘인공위성’ 발사 이후 대응 방안에 대한 본격적인 조율에 들어갔다.

한국·미국·일본	한국/NNP+·/SP+미국/NNP+·/SP+일본/NNP
3국은	3국/NNG+은/JX
북한의	북한/NNP+의/JKG
‘인공위성’	‘/SS+인공위성/NNG+’/SS
발사	발사/NNG
이후	이후/NNG
대응	대응/NNG
방안에	방안/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
본격적인	본격/NNG+적/XSN+이/VCP+ㄴ/ETM
조율에	조율/NNG+에/JKB
들어갔다.	들어가/VV+았/EP+다/EF+./SF


# id : NWRW1800000024.104.6.2
그러나 중국·러시아와의 견해 차이가 노출되고 있어 대응 수위를 결정하는 데 어려움이 예상된다.

그러나	그러나/MAJ
중국·러시아와의	중국/NNP+·/SP+러시아/NNP+와/JKB+의/JKG
견해	견해/NNG
차이가	차이/NNG+가/JKS
노출되고	노출/NNG+되/XSV+고/EC
있어	있/VX+어/EC
대응	대응/NNG
수위를	수위/NNG+를/JKO
결정하는	결정/NNG+하/XSV+는/ETM
데	데/NNB
어려움이	어려움/NNG+이/JKS
예상된다.	예상/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000024.104.7.1
워싱턴을 방문한 위성락 외교통상부 한반도평화교섭본부장은 27일(현지시각) 미국 국무부에서 스티븐 보즈워스 대북정책 특별대표, 6자 회담 미국 쪽 수석대표인 성 김 대북특사와 2시간 동안 협의를 마친 뒤 “(유엔) 안보리에서 (위성 발사 문제를) 다루는 방안과 6자 회담 재개 방안 등을 논의했다”며 “북한의 위성 발사는 유엔 안보리 결의안 1718호 위반으로, 그에 따른 대응이 있을 것”이라고 말했다.

워싱턴을	워싱턴/NNP+을/JKO
방문한	방문/NNG+하/XSV+ㄴ/ETM
위성락	위성락/NNP
외교통상부	외교/NNG+통상부/NNG
한반도평화교섭본부장은	한반도평화교섭본부장/NNG+은/JX
27일(현지시각)	27/SN+일/NNB+(/SS+현지/NNG+시각/NNG+)/SS
미국	미국/NNP
국무부에서	국무부/NNG+에서/JKB
스티븐	스티븐/NNP
보즈워스	보즈워스/NNP
대북정책	대북/NNG+정책/NNG
특별대표,	특별/NNG+대표/NNG+,/SP
6자	6/SN+자/NNB
회담	회담/NNG
쪽	쪽/NNB
수석대표인	수석대표/NNG+이/VCP+ㄴ/ETM
성	성/NNP
김	김/NNP
대북특사와	대북/NNG+특사/NNG+와/JKB
2시간	2/SN+시간/NNB
동안	동안/NNG
협의를	협의/NNG+를/JKO
마친	마치/VV+ㄴ/ETM
뒤	뒤/NNG
“(유엔)	“/SS+(/SS+유엔/NNP+)/SS
안보리에서	안보리/NNG+에서/JKB
(위성	(/SS+위성/NNG
발사	발사/NNG
문제를)	문제/NNG+를/JKO+)/SS
다루는	다루/VV+는/ETM
방안과	방안/NNG+과/JC
재개	재개/NNG
방안	방안/NNG
등을	등/NNB+을/JKO
논의했다”며	논의/NNG+하/XSV+았/EP+다/EF+”/SS+며/EC
“북한의	“/SS+북한/NNP+의/JKG
위성	위성/NNG
발사는	발사/NNG+는/JX
유엔	유엔/NNP
안보리	안보리/NNG
결의안	결의안/NNG
1718호	1718/SN+호/NNB
위반으로,	위반/NNG+으로/JKB+,/SP
그에	그/NP+에/JKB
따른	따르/VV+ㄴ/ETM
대응이	대응/NNG+이/JKS
있을	있/VA+을/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000024.104.8.1
이런 한·미·일의 방침은 ‘안보리에 문제를 제기하겠다’는 기존 태도를 재확인한 것이지만, 제재를 포함한 구체적인 대응 방안 마련은 쉽지 않아 보인다.

이런	이런/MMD
한·미·일의	한·미·일/NNP+의/JKG
방침은	방침/NNG+은/JX
‘안보리에	‘/SS+안보리/NNG+에/JKB
문제를	문제/NNG+를/JKO
제기하겠다’는	제기/NNG+하/XSV+겠/EP+다/EF+’/SS+는/ETM
기존	기존/NNG
태도를	태도/NNG+를/JKO
재확인한	재/XPN+확인/NNG+하/XSV+ㄴ/ETM
것이지만,	것/NNB+이/VCP+지만/EC+,/SP
제재를	제재/NNG+를/JKO
포함한	포함/NNG+하/XSV+ㄴ/ETM
구체적인	구체/NNG+적/XSN+이/VCP+ㄴ/ETM
대응	대응/NNG
방안	방안/NNG
마련은	마련/NNG+은/JX
쉽지	쉽/VA+지/EC
않아	않/VX+아/EC
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000024.104.8.2
중국과 러시아가 북한에 ‘인공위성’ 발사 자제를 요청하면서도 막상 제재에는 소극적인 태도를 보이고 있기 때문이다.

중국과	중국/NNP+과/JC
러시아가	러시아/NNP+가/JKS
북한에	북한/NNP+에/JKB
‘인공위성’	‘/SS+인공위성/NNG+’/SS
발사	발사/NNG
자제를	자제/NNG+를/JKO
요청하면서도	요청/NNG+하/XSV+면서/EC+도/JX
막상	막상/MAG
제재에는	제재/NNG+에/JKB+는/JX
소극적인	소극/NNG+적/XSN+이/VCP+ㄴ/ETM
태도를	태도/NNG+를/JKO
보이고	보이/VV+고/EC
있기	있/VX+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000024.104.9.1
안보리 논의 절차를 보면, 북한의 ‘인공위성’ 발사가 국제 평화와 안보에 위협이 된다고 판단될 경우 안보리 15개 이사국(상임이사국 5곳과 비상임이사국 10곳) 가운데 어느 나라든 문제를 제기(raise the problem)할 수 있다.

안보리	안보리/NNG
논의	논의/NNG
절차를	절차/NNG+를/JKO
보면,	보/VV+면/EC+,/SP
북한의	북한/NNP+의/JKG
‘인공위성’	‘/SS+인공위성/NNG+’/SS
발사가	발사/NNG+가/JKS
국제	국제/NNG
평화와	평화/NNG+와/JC
안보에	안보/NNG+에/JKB
위협이	위협/NNG+이/JKC
된다고	되/VV+ㄴ다고/EC
판단될	판단/NNG+되/XSV+ㄹ/ETM
경우	경우/NNG
15개	15/SN+개/NNB
이사국(상임이사국	이사국/NNG+(/SS+상임/NNG+이사국/NNG
5곳과	5/SN+곳/NNG+과/JC
비상임이사국	비/XPN+상임/NNG+이사국/NNG
10곳)	10/SN+곳/NNG+)/SS
가운데	가운데/NNG
어느	어느/MMD
나라든	나라/NNG+든/JX
문제를	문제/NNG+를/JKO
제기(raise	제기/NNG+(/SS+raise/SL
the	the/SL
problem)할	problem/SL+)/SS+하/VV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000024.104.9.2
이어 이사국 회의가 소집돼 안보리 전체회의에 결의안 채택을 회부할지, 의장성명이나 언론설명문을 내는 것으로 그칠지 등을 논의하게 된다.

이어	이어/MAG
이사국	이사국/NNG
회의가	회의/NNG+가/JKS
소집돼	소집/NNG+되/XSV+어/EC
안보리	안보리/NNG
전체회의에	전체/NNG+회의/NNG+에/JKB
결의안	결의안/NNG
채택을	채택/NNG+을/JKO
회부할지,	회부/NNG+하/XSV+ㄹ지/EF+,/SP
의장성명이나	의장/NNG+성명/NNG+이나/JC
언론설명문을	언론/NNG+설명문/NNG+을/JKO
내는	내/VV+는/ETM
것으로	것/NNB+으로/JKB
그칠지	그치/VV+ㄹ지/EF
등을	등/NNB+을/JKO
논의하게	논의/NNG+하/XSV+게/EC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000024.104.9.3
결의안 채택은 회원국 3분의 2 이상의 찬성이 있어야 하고, 상임이사국 5곳 가운데 한 나라라도 반대를 하지 않아야 한다.

결의안	결의안/NNG
채택은	채택/NNG+은/JX
회원국	회원국/NNG
3분의	3/SN+분/XSN+의/JKG
2	2/SN
이상의	이상/NNG+의/JKG
찬성이	찬성/NNG+이/JKS
있어야	있/VA+어야/EC
하고,	하/VX+고/EC+,/SP
상임이사국	상임/NNG+이사국/NNG
5곳	5/SN+곳/NNG
가운데	가운데/NNG
한	한/MMN
나라라도	나라/NNG+이/VCP+라도/EC
반대를	반대/NNG+를/JKO
하지	하/VV+지/EC
않아야	않/VX+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000024.104.9.4
중국과 러시아의 반대로 의장성명이나 언론설명문이 나올 가능성이 가장 높게 점쳐지는 것도 이런 이유 때문이다.

중국과	중국/NNP+과/JC
러시아의	러시아/NNP+의/JKG
반대로	반대/NNG+로/JKB
의장성명이나	의장/NNG+성명/NNG+이나/JC
언론설명문이	언론/NNG+설명문/NNG+이/JKS
나올	나오/VV+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
가장	가장/MAG
높게	높/VA+게/EC
점쳐지는	점치/VV+어/EC+지/VX+는/ETM
것도	것/NNB+도/JX
이런	이런/MMD
이유	이유/NNG
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000024.104.10.1
미국은 대북 협상 의지를 밝히면서 압박도 가했다.

미국은	미국/NNP+은/JX
대북	대북/NNG
협상	협상/NNG
의지를	의지/NNG+를/JKO
밝히면서	밝히/VV+면서/EC
압박도	압박/NNG+도/JX
가했다.	가하/VV+았/EP+다/EF+./SF


# id : NWRW1800000024.104.10.2
<워싱턴 포스트>는 보즈워스 대표가 “더할 나위 없이 북한 지도자(김정일)를 만나고 싶다”며 “6자 회담에서 북한과 양자협상을 포함한 좀더 포괄적인 정책적 이슈들에 초점을 맞출 것”이라고 밝혔다고 28일 보도했다.

<워싱턴	</SS+워싱턴/NNP
포스트>는	포스트/NNP+>/SS+는/JX
보즈워스	보즈워스/NNP
대표가	대표/NNG+가/JKS
“더할	“/SS+더/MAG+하/XSV+ㄹ/ETM
나위	나위/NNB
없이	없이/MAG
북한	북한/NNP
지도자(김정일)를	지도자/NNG+(/SS+김정일/NNP+)/SS+를/JKO
만나고	만나/VV+고/EC
싶다”며	싶/VX+다/EF+”/SS+며/EC
“6자	“/SS+6/SN+자/NNB
회담에서	회담/NNG+에서/JKB
북한과	북한/NNP+과/JKB
양자협상을	양자/NNG+협상/NNG+을/JKO
포함한	포함/NNG+하/XSV+ㄴ/ETM
좀더	좀/MAG+더/MAG
포괄적인	포괄/NNG+적/XSN+이/VCP+ㄴ/ETM
정책적	정책/NNG+적/XSN
이슈들에	이슈/NNG+들/XSN+에/JKB
초점을	초점/NNG+을/JKO
맞출	맞추/VV+ㄹ/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
밝혔다고	밝히/VV+었/EP+다고/EC
28일	28/SN+일/NNB
보도했다.	보도/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000024.104.10.3
그러나 힐러리 클린턴 국무장관은 지난 26일 <폭스 뉴스>에 출연해 “그들(북한)은 에너지와 식량 도움을 호소해 왔으나 (로켓을 발사하면) 그런 필수품들을 제공하는 것이 어려워질 것”이라며 북한을 압박했다.

그러나	그러나/MAJ
힐러리	힐러리/NNP
클린턴	클린턴/NNP
국무장관은	국무/NNG+장관/NNG+은/JX
지난	지나/VV+ㄴ/ETM
26일	26/SN+일/NNB
<폭스	</SS+폭스/NNP
뉴스>에	뉴스/NNP+>/SS+에/JKB
출연해	출연/NNG+하/XSV+아/EC
“그들(북한)은	“/SS+그/NP+들/XSN+(/SS+북한/NNP+)/SS+은/JX
에너지와	에너지/NNG+와/JC
식량	식량/NNG
도움을	도움/NNG+을/JKO
호소해	호소/NNG+하/XSV+아/EC
왔으나	오/VX+았/EP+으나/EC
(로켓을	(/SS+로켓/NNG+을/JKO
발사하면)	발사/NNG+하/XSV+면/EC+)/SS
그런	그런/MMD
필수품들을	필수품/NNG+들/XSN+을/JKO
제공하는	제공/NNG+하/XSV+는/ETM
것이	것/NNB+이/JKS
어려워질	어렵/VA+어/EC+지/VX+ㄹ/ETM
것”이라며	것/NNB+”/SS+이/VCP+라며/EC
북한을	북한/NNP+을/JKO
압박했다.	압박/NNG+하/XSV+았/EP+다/EF+./SF


