# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000040.237
metadata : {}


# id : NWRW1800000040.237.1.1
[단독] 국정원, ‘시국선언’ 대학까지 사찰

[단독]	[/SS+단독/NNG+]/SS
헌법질서를 파괴한 국정원의 행동에 대해 박근혜 대통령이 책임지고 진실을 규명하라”고 주장했다.

헌법질서를	헌법/NNG+질서/NNG+를/JKO
파괴한	파괴/NNG+하/XSV+ㄴ/ETM
국정원의	국정원/NNG+의/JKG
행동에	행동/NNG+에/JKB
대해	대하/VV+아/EC
박근혜	박근혜/NNP
대통령이	대통령/NNG+이/JKS
책임지고	책임지/VV+고/EC
진실을	진실/NNG+을/JKO
규명하라”고	규명/NNG+하/XSV+라/EF+”/SS+고/JKQ
주장했다.	주장/NNG+하/XSV+았/EP+다/EF+./SF


