# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000029.154
metadata : {}


# id : NWRW1800000029.154.1.1
日 “동아시아 뭉쳐 中 해상장악 견제하자”

日	日/SH
특히 동남아 국가들이 남중국해 일부 섬의 영유권을 두고 중국과 맞서고 있는 틈을 일본이 이용하려는 것으로 풀이된다.

특히	특히/MAG
동남아	동남아/NNP
국가들이	국가/NNG+들/XSN+이/JKS
남중국해	남중국해/NNP
일부	일부/NNG
섬의	섬/NNG+의/JKG
영유권을	영유/NNG+권/XSN+을/JKO
두고	두/VV+고/EC
중국과	중국/NNP+과/JKB
맞서고	맞서/VV+고/EC
있는	있/VX+는/ETM
틈을	틈/NNG+을/JKO
일본이	일본/NNP+이/JKS
이용하려는	이용/NNG+하/XSV+려는/ETM
것으로	것/NNB+으로/JKB
풀이된다.	풀이/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000029.154.5.1
일본 정부는 다음 달 중순 인도네시아에서 열리는 동아시아정상회의(EAS)에서 해상안전보장 문제를 논의하는 ‘동아시아해양포럼’(가칭)의 신설을 제안할 방침이라고 요미우리신문이 28일 보도했다.

일본	일본/NNP
정부는	정부/NNG+는/JX
다음	다음/NNG
달	달/NNG
중순	중순/NNG
인도네시아에서	인도네시아/NNP+에서/JKB
열리는	열리/VV+는/ETM
동아시아정상회의(EAS)에서	동아시아/NNP+정상/NNG+회의/NNG+(/SS+EAS/SL+)/SS+에서/JKB
해상안전보장	해상/NNG+안전/NNG+보장/NNG
문제를	문제/NNG+를/JKO
논의하는	논의/NNG+하/XSV+는/ETM
‘동아시아해양포럼’(가칭)의	‘/SS+동아시아/NNP+해양/NNG+포럼/NNG+’/SS+(/SS+가칭/NNG+)/SS+의/JKG
신설을	신설/NNG+을/JKO
제안할	제안/NNG+하/XSV+ㄹ/ETM
방침이라고	방침/NNG+이/VCP+라고/EC
요미우리신문이	요미우리신문/NNP+이/JKS
28일	28/SN+일/NNB
보도했다.	보도/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000029.154.6.1
이는 중국과 동남아 간에 마찰을 빚고 있는 남중국해는 물론이고 최근 중국의 해양활동이 부쩍 강화된 동중국해에서 중국을 견제하기 위한 포석이다.

이는	이/NP+는/JX
중국과	중국/NNP+과/JC
동남아	동남아/NNP
간에	간/NNB+에/JKB
마찰을	마찰/NNG+을/JKO
빚고	빚/VV+고/EC
있는	있/VX+는/ETM
남중국해는	남중국해/NNP+는/JX
물론이고	물론/NNG+이/VCP+고/EC
최근	최근/MAG
중국의	중국/NNP+의/JKG
해양활동이	해양/NNG+활동/NNG+이/JKS
부쩍	부쩍/MAG
강화된	강화/NNG+되/XSV+ㄴ/ETM
동중국해에서	동중국해/NNP+에서/JKB
중국을	중국/NNP+을/JKO
견제하기	견제/NNG+하/XSV+기/ETN
위한	위하/VV+ㄴ/ETM
포석이다.	포석/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000029.154.6.2
지난해 센카쿠(尖閣·중국명 댜오위다오·釣魚島) 열도를 두고 중국과 대립했던 일본은 이 열도가 위치한 동중국해에서도 중국의 활발한 군사적 움직임을 견제하는 데 부심하고 있다.

지난해	지난해/NNG
센카쿠(尖閣·중국명	센카쿠/NNP+(/SS+尖閣/SH+·/SP+중국/NNP+명/NNG
댜오위다오·釣魚島)	댜오위다오/NNP+·/SP+釣魚島/SH+)/SS
열도를	열도/NNG+를/JKO
두고	두/VV+고/EC
중국과	중국/NNP+과/JKB
대립했던	대립/NNG+하/XSV+았/EP+던/ETM
일본은	일본/NNP+은/JX
이	이/MMD
열도가	열도/NNG+가/JKS
위치한	위치/NNG+하/XSV+ㄴ/ETM
동중국해에서도	동중국해/NNP+에서/JKB+도/JX
중국의	중국/NNP+의/JKG
활발한	활발하/VA+ㄴ/ETM
군사적	군사/NNG+적/XSN
움직임을	움직임/NNG+을/JKO
견제하는	견제/NNG+하/XSV+는/ETM
데	데/NNB
부심하고	부심/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000029.154.7.1
EAS는 한국 일본 중국을 비롯해 동남아시아국가연합(ASEAN) 인도 호주 등이 참여하고 있으며 다음 달 회의에는 미국과 러시아도 참여한다.

EAS는	EAS/SL+는/JX
한국	한국/NNP
일본	일본/NNP
중국을	중국/NNP+을/JKO
비롯해	비롯하/VV+아/EC
동남아시아국가연합(ASEAN)	동남아시아국가연합/NNP+(/SS+ASEAN/SL+)/SS
인도	인도/NNP
호주	호주/NNP
등이	등/NNB+이/JKS
참여하고	참여/NNG+하/XSV+고/EC
있으며	있/VX+으며/EC
다음	다음/NNG
달	달/NNG
회의에는	회의/NNG+에/JKB+는/JX
미국과	미국/NNP+과/JC
러시아도	러시아/NNP+도/JX
참여한다.	참여/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000029.154.7.2
일대일로 중국에 맞서는 것이 쉽지 않은 일본이나 동남아 국가들이 중국 견제라는 이해관계로 뭉쳐 다자간 안보협의체를 구상하고 있는 것이다.

일대일로	일대일/NNG+로/JKB
중국에	중국/NNP+에/JKB
맞서는	맞서/VV+는/ETM
것이	것/NNB+이/JKS
쉽지	쉽/VA+지/EC
않은	않/VX+은/ETM
일본이나	일본/NNP+이나/JC
동남아	동남아/NNP
국가들이	국가/NNG+들/XSN+이/JKS
중국	중국/NNP
견제라는	견제/NNG+이/VCP+라는/ETM
이해관계로	이해관계/NNG+로/JKB
뭉쳐	뭉치/VV+어/EC
다자간	다자/NNG+간/NNB
안보협의체를	안보/NNG+협의체/NNG+를/JKO
구상하고	구상/NNG+하/XSV+고/EC
있는	있/VX+는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000029.154.7.3
일본은 동아시아해양포럼을 EAS 산하에 두고 국제법 준수, 항행의 자유 등 해상안전보장에 관한 원칙을 협의하는 과정을 통해 자연스럽게 중국의 독자적 행동을 제한하길 원하고 있다.

일본은	일본/NNP+은/JX
동아시아해양포럼을	동아시아/NNP+해양/NNG+포럼/NNG+을/JKO
EAS	EAS/SL
산하에	산하/NNG+에/JKB
두고	두/VV+고/EC
국제법	국제법/NNG
준수,	준수/NNG+,/SP
항행의	항행/NNG+의/JKG
자유	자유/NNG
등	등/NNB
해상안전보장에	해상/NNG+안전/NNG+보장/NNG+에/JKB
관한	관하/VV+ㄴ/ETM
원칙을	원칙/NNG+을/JKO
협의하는	협의/NNG+하/XSV+는/ETM
과정을	과정/NNG+을/JKO
통해	통하/VV+아/EC
자연스럽게	자연/NNG+스럽/XSA+게/EC
중국의	중국/NNP+의/JKG
독자적	독자/NNG+적/XSN
행동을	행동/NNG+을/JKO
제한하길	제한/NNG+하/XSV+기/ETN+ㄹ/JKO
원하고	원/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000029.154.8.1
노다 요시히코(野田佳彦) 총리는 27일에는 일본을 방문한 베니그노 아키노 필리핀 대통령과의 회담에서 ‘해상안전 확보를 공통의 전략적 이익으로 한다’는 데 합의했다.

노다	노다/NNP
요시히코(野田佳彦)	요시히코/NNP+(/SS+野田佳彦/SH+)/SS
총리는	총리/NNG+는/JX
27일에는	27/SN+일/NNB+에/JKB+는/JX
일본을	일본/NNP+을/JKO
방문한	방문/NNG+하/XSV+ㄴ/ETM
베니그노	베니그노/NNP
아키노	아키노/NNP
필리핀	필리핀/NNP
대통령과의	대통령/NNG+과/JKB+의/JKG
회담에서	회담/NNG+에서/JKB
‘해상안전	‘/SS+해상/NNG+안전/NNG
확보를	확보/NNG+를/JKO
공통의	공통/NNG+의/JKG
전략적	전략/NNG+적/XSN
이익으로	이익/NNG+으로/JKB
한다’는	하/VV+ㄴ다/EF+’/SS+는/ETM
데	데/NNB
합의했다.	합의/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000029.154.8.2
일본은 다음 달 하순 방일하는 응우옌떤중 베트남 총리와의 정상회담, 11월 초로 예정된 싱가포르와의 해양 협의에서도 협조를 요청할 계획이다.

일본은	일본/NNP+은/JX
다음	다음/NNG
달	달/NNG
하순	하순/NNG
방일하는	방일/NNG+하/XSV+는/ETM
응우옌떤중	응우옌떤중/NNP
베트남	베트남/NNP
총리와의	총리/NNG+와/JKB+의/JKG
정상회담,	정상/NNG+회담/NNG+,/SP
11월	11/SN+월/NNB
초로	초/NNB+로/JKB
예정된	예정/NNG+되/XSV+ㄴ/ETM
싱가포르와의	싱가포르/NNP+와/JKB+의/JKG
해양	해양/NNG
협의에서도	협의/NNG+에서/JKB+도/JX
협조를	협조/NNG+를/JKO
요청할	요청/NNG+하/XSV+ㄹ/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000029.154.8.3
미국과 공동 보조를 취하는 것은 물론이다.

미국과	미국/NNP+과/JKB
공동	공동/NNG
보조를	보조/NNG+를/JKO
취하는	취하/VV+는/ETM
것은	것/NNB+은/JX
물론이다.	물론/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000029.154.9.1
중국은 이 같은 일본의 움직임에 발끈하고 나섰다.

중국은	중국/NNP+은/JX
이	이/MMD
같은	같/VA+은/ETM
일본의	일본/NNP+의/JKG
움직임에	움직임/NNG+에/JKB
발끈하고	발끈/MAG+하/XSV+고/EC
나섰다.	나서/VV+었/EP+다/EF+./SF


# id : NWRW1800000029.154.9.2
공산당 기관지인 런민(人民)일보의 국제판 자매지 환추(環球)시보는 28일 일본-필리핀 정상회담에 대해 “양국이 남중국해 문제와 관련해 동맹을 맺었다”며 “중국 인민의 99%가 분노하고 있다”고 보도했다.

공산당	공산당/NNP
기관지인	기관지/NNG+이/VCP+ㄴ/ETM
런민(人民)일보의	런민/NNP+(/SS+人民/SH+)/SS+일보/NNG+의/JKG
국제판	국제판/NNG
자매지	자매지/NNG
환추(環球)시보는	환추/NNP+(/SS+環球/SH+)/SS+시보/NNG+는/JX
28일	28/SN+일/NNB
일본-필리핀	일본/NNP+-/SO+필리핀/NNP
정상회담에	정상/NNG+회담/NNG+에/JKB
대해	대하/VV+아/EC
“양국이	“/SS+양국/NNG+이/JKS
남중국해	남중국해/NNP
문제와	문제/NNG+와/JKB
관련해	관련/NNG+하/XSV+아/EC
동맹을	동맹/NNG+을/JKO
맺었다”며	맺/VV+었/EP+다/EF+”/SS+며/EC
“중국	“/SS+중국/NNP
인민의	인민/NNG+의/JKG
99%가	99/SN+%/SW+가/JKS
분노하고	분노/NNG+하/XSV+고/EC
있다”고	있/VX+다/EF+”/SS+고/JKQ
보도했다.	보도/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000029.154.9.3
남중국해의 핵심인 난사(南沙) 군도 등을 놓고 필리핀이 일본과 손잡는 것을 견제하겠다는 것이다.

남중국해의	남중국해/NNP+의/JKG
핵심인	핵심/NNG+이/VCP+ㄴ/ETM
난사(南沙)	난사/NNP+(/SS+南沙/SH+)/SS
군도	군도/NNG
등을	등/NNB+을/JKO
놓고	놓/VV+고/EC
필리핀이	필리핀/NNP+이/JKS
일본과	일본/NNP+과/JKB
손잡는	손잡/VV+는/ETM
것을	것/NNB+을/JKO
견제하겠다는	견제/NNG+하/XSV+겠/EP+다는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000029.154.10.1
중국은 일본이 ‘다자협의체’라는 명분을 등에 업고 필리핀을 교두보로 삼아 남중국해 문제에 은근슬쩍 개입하려는 것으로 분석했다.

중국은	중국/NNP+은/JX
일본이	일본/NNP+이/JKS
‘다자협의체’라는	‘/SS+다자/NNG+협의체/NNG+’/SS+이/VCP+라는/ETM
명분을	명분/NNG+을/JKO
등에	등/NNG+에/JKB
업고	업/VV+고/EC
필리핀을	필리핀/NNP+을/JKO
교두보로	교두보/NNG+로/JKB
삼아	삼/VV+아/EC
남중국해	남중국해/NNP
문제에	문제/NNG+에/JKB
은근슬쩍	은근슬쩍/MAG
개입하려는	개입/NNG+하/XSV+려는/ETM
것으로	것/NNB+으로/JKB
분석했다.	분석/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000029.154.10.2
‘당사국 간 일대일 해결’ 방침을 고수해온 중국으로선 용납할 수 없는 것이다.

‘당사국	‘/SS+당사국/NNG
간	간/NNB
일대일	일대일/NNG
해결’	해결/NNG+’/SS
방침을	방침/NNG+을/JKO
고수해온	고수/NNG+하/XSV+아/EC+오/VX+ㄴ/ETM
중국으로선	중국/NNP+으로서/JKB+ㄴ/JX
용납할	용납/NNG+하/XSV+ㄹ/ETM
수	수/NNB
없는	없/VA+는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000029.154.10.3
동남아 경제 진출을 놓고 신경전을 벌여온 일본과 중국이 앞으로는 안보 문제에서도 부닥칠 가능성이 높아지고 있다.

동남아	동남아/NNP
경제	경제/NNG
진출을	진출/NNG+을/JKO
놓고	놓/VV+고/EC
신경전을	신경전/NNG+을/JKO
벌여온	벌이/VV+어/EC+오/VX+ㄴ/ETM
일본과	일본/NNP+과/JC
중국이	중국/NNP+이/JKS
앞으로는	앞/NNG+으로/JKB+는/JX
안보	안보/NNG
문제에서도	문제/NNG+에서/JKB+도/JX
부닥칠	부닥치/VV+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
높아지고	높아지/VV+고/EC
있다.	있/VX+다/EF+./SF


