# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000046.351
metadata : {}


# id : NWRW1800000046.351.1.1
[美·日 新밀월시대] 전쟁 반성한다며 '야스쿠니(2차대전 전범 기리는 神社) 참배' 極右 측근 내세운 아베

[美·日	[/SS+美/SH+·/SP+日/SH
전투였던	전투/NNG+이/VCP+었/EP+던/ETM
1945년	1945/SN+년/NNB
2월	2/SN+월/NNB
이오지마	이오지마/NNP
전투에서	전투/NNG+에서/JKB
미	미/NNP
해병대	해병대/NNG
중대장으로	중대장/NNG+으로/JKB
참전해	참전/NNG+하/XSV+아/EC
일본군과	일본군/NNG+과/JKB
격렬한	격렬하/VA+ㄴ/ETM
전투를	전투/NNG+를/JKO
벌였다.	벌이/VV+었/EP+다/EF+./SF


# id : NWRW1800000046.351.4.4
이 전투에선 일본군 2만여명과 미군 6000여명이 전사했다.

이	이/MMD
전투에선	전투/NNG+에서/JKB+ㄴ/JX
일본군	일본군/NNG
2만여명과	2/SN+만/NR+여/XSN+명/NNB+과/JC
미군	미군/NNG
6000여명이	6000/SN+여/XSN+명/NNB+이/JKS
전사했다.	전사/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000046.351.4.5
스노든 장군은 퇴역 후 미국과 일본 정부가 공동으로 벌이는 이오지마 추모 사업을 위해 자주 이오지마를 방문하고 있다.

스노든	스노든/NNP
장군은	장군/NNG+은/JX
퇴역	퇴역/NNG
후	후/NNG
미국과	미국/NNP+과/JC
일본	일본/NNP
정부가	정부/NNG+가/JKS
공동으로	공동/NNG+으로/JKB
벌이는	벌이/VV+는/ETM
이오지마	이오지마/NNP
추모	추모/NNG
사업을	사업/NNG+을/JKO
위해	위하/VV+아/EC
자주	자주/MAG
이오지마를	이오지마/NNP+를/JKO
방문하고	방문/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000046.351.4.6
아베 총리는 2차대전 전사자에 대한 추모 운동을 펼치는 미군 노병을 미·일 간 화해의 상징으로 내세운 것이다.

아베	아베/NNP
총리는	총리/NNG+는/JX
2차대전	2/SN+차/NNB+대전/NNG
전사자에	전사자/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
추모	추모/NNG
운동을	운동/NNG+을/JKO
펼치는	펼치/VV+는/ETM
미군	미군/NNG
노병을	노병/NNG+을/JKO
미·일	미/NNP+·/SP+일/NNP
간	간/NNB
화해의	화해/NNG+의/JKG
상징으로	상징/NNG+으로/JKB
내세운	내세우/VV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000046.351.5.1
아베 총리는 "스노든 장군은 승리를 기념하기 위해 이오지마에 가는 것이 아니라 전투에서 사망한 미군과 일본군의 넋을 위로하기 위해 침통한 심정으로 찾는 것"이라고 말했다.

아베	아베/NNP
총리는	총리/NNG+는/JX
"스노든	"/SS+스노든/NNP
장군은	장군/NNG+은/JX
승리를	승리/NNG+를/JKO
기념하기	기념/NNG+하/XSV+기/ETN
위해	위하/VV+아/EC
이오지마에	이오지마/NNP+에/JKB
가는	가/VV+는/ETM
것이	것/NNB+이/JKC
아니라	아니/VCN+라/EC
전투에서	전투/NNG+에서/JKB
사망한	사망/NNG+하/XSV+ㄴ/ETM
미군과	미군/NNG+과/JC
일본군의	일본군/NNG+의/JKG
넋을	넋/NNG+을/JKO
위로하기	위로/NNG+하/XSV+기/ETN
침통한	침통/NNG+하/XSA+ㄴ/ETM
심정으로	심정/NNG+으로/JKB
찾는	찾/VV+는/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000046.351.5.2
그러고는 스노든 장군 옆에 앉은 신도 요시타카(新藤義孝·56) 전 일본 총무상을 소개했다.

그러고는	그러/VV+고는/EC
스노든	스노든/NNP
장군	장군/NNG
옆에	옆/NNG+에/JKB
앉은	앉/VV+은/ETM
신도	신도/NNP
요시타카(新藤義孝·56)	요시타카/NNP+(/SS+新藤義孝/SH+·/SP+56/SN+)/SS
전	전/MMD
일본	일본/NNP
총무상을	총무상/NNG+을/JKO
소개했다.	소개/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000046.351.5.3
그는 자민당 의원으로, 이오지마 전투에서 전사한 구리바야시 다다미치(栗林忠道) 일본 육군 중장의 외손자다.

그는	그/NP+는/JX
자민당	자민당/NNP
의원으로,	의원/NNG+으로/JKB+,/SP
이오지마	이오지마/NNP
전투에서	전투/NNG+에서/JKB
전사한	전사/NNG+하/XSV+ㄴ/ETM
구리바야시	구리바야시/NNP
다다미치(栗林忠道)	다다미치/NNP+(/SS+栗林忠道/SH+)/SS
일본	일본/NNP
육군	육군/NNG
중장의	중장/NNG+의/JKG
외손자다.	외손자/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000046.351.5.4
아베의 소개를 받은 두 사람이 악수를 나누자 상·하원 의원들의 기립 박수가 쏟아졌다.

아베의	아베/NNP+의/JKG
소개를	소개/NNG+를/JKO
받은	받/VV+은/ETM
두	두/MMN
사람이	사람/NNG+이/JKS
악수를	악수/NNG+를/JKO
나누자	나누/VV+자/EC
상·하원	상·하원/NNG
의원들의	의원/NNG+들/XSN+의/JKG
기립	기립/NNG
박수가	박수/NNG+가/JKS
쏟아졌다.	쏟아지/VV+었/EP+다/EF+./SF


# id : NWRW1800000046.351.5.5
아베는 "서로 총부리를 겨누고 싸웠던 적들이 영혼을 나누는 친구가 됐다"면서 "이게 역사의 기적이 아니라면 뭐라 부를 수 있겠는가"라고 말했다.

아베는	아베/NNP+는/JX
"서로	"/SS+서로/MAG
총부리를	총부리/NNG+를/JKO
겨누고	겨누/VV+고/EC
싸웠던	싸우/VV+었/EP+던/ETM
적들이	적/NNG+들/XSN+이/JKS
영혼을	영혼/NNG+을/JKO
나누는	나누/VV+는/ETM
친구가	친구/NNG+가/JKC
됐다"면서	되/VV+었/EP+다/EF+"/SS+면서/EC
"이게	"/SS+이거/NP+이/JKS
역사의	역사/NNG+의/JKG
기적이	기적/NNG+이/JKC
아니라면	아니/VCN+라면/EC
뭐라	뭐/NP+이/VCP+라/EC
부를	부르/VV+ㄹ/ETM
수	수/NNB
있겠는가"라고	있/VA+겠/EP+는가/EF+"/SS+라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000046.351.6.1
하지만 아베가 역사적 화해의 상징으로 내세운 요시타카 전 총무상은 태평양전쟁 당시 일본 A급 전범들이 합사된 야스쿠니 신사를 참배하는 일본 극우 세력의 대표적 인사다.

하지만	하지만/MAJ
아베가	아베/NNP+가/JKS
역사적	역사/NNG+적/XSN
화해의	화해/NNG+의/JKG
상징으로	상징/NNG+으로/JKB
내세운	내세우/VV+ㄴ/ETM
요시타카	요시타카/NNP
전	전/MMD
총무상은	총무상/NNG+은/JX
태평양전쟁	태평양/NNP+전쟁/NNG
당시	당시/NNG
일본	일본/NNP
A급	A/SL+급/NNG
전범들이	전범/NNG+들/XSN+이/JKS
합사된	합사/NNG+되/XSV+ㄴ/ETM
야스쿠니	야스쿠니/NNP
신사를	신사/NNG+를/JKO
참배하는	참배/NNG+하/XSV+는/ETM
극우	극우/NNG
세력의	세력/NNG+의/JKG
대표적	대표/NNG+적/XSN
인사다.	인사/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000046.351.6.2
요시타카는 작년 4월에도 야스쿠니 신사를 참배해 한국과 중국의 반발을 샀다.

요시타카는	요시타카/NNP+는/JX
작년	작년/NNG
4월에도	4/SN+월/NNB+에/JKB+도/JX
야스쿠니	야스쿠니/NNP
신사를	신사/NNG+를/JKO
참배해	참배/NNG+하/XSV+아/EC
한국과	한국/NNP+과/JC
중국의	중국/NNP+의/JKG
반발을	반발/NNG+을/JKO
샀다.	사/VV+았/EP+다/EF+./SF


# id : NWRW1800000046.351.6.3
그는 '독도는 일본 땅'이란 망언을 일삼고, 2011년 8월 한국의 독도 지배 강화 실태를 살펴보겠다며 울릉도를 방문하려다 김포공항에서 입국이 거부된 적도 있다.

그는	그/NP+는/JX
'독도는	'/SS+독도/NNP+는/JX
일본	일본/NNP
땅'이란	땅/NNG+'/SS+이/VCP+란/ETM
망언을	망언/NNG+을/JKO
일삼고,	일삼/VV+고/EC+,/SP
2011년	2011/SN+년/NNB
8월	8/SN+월/NNB
한국의	한국/NNP+의/JKG
독도	독도/NNP
지배	지배/NNG
강화	강화/NNG
실태를	실태/NNG+를/JKO
살펴보겠다며	살펴보/VV+겠/EP+다며/EC
울릉도를	울릉도/NNP+를/JKO
방문하려다	방문/NNG+하/XSV+려다/EC
김포공항에서	김포공항/NNP+에서/JKB
입국이	입국/NNG+이/JKS
거부된	거부/NNG+되/XSV+ㄴ/ETM
적도	적/NNB+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000046.351.6.4
한인단체 관계자는 "아베 총리가 미국을 상대로 저지른 2차 대전에 대해 반성한다면서 과거사를 반성하지 않는 일본의 극우 정치인을 미 의회에 데리고 왔다"면서 "연설을 들은 미 의회 의원들이 이런 사실을 알고 박수를 쳤는지 의문"이라고 말했다.

한인단체	한인/NNG+단체/NNG
관계자는	관계자/NNG+는/JX
"아베	"/SS+아베/NNP
총리가	총리/NNG+가/JKS
미국을	미국/NNP+을/JKO
상대로	상대/NNG+로/JKB
저지른	저지르/VV+ㄴ/ETM
2차	2/SN+차/NNB
대전에	대전/NNG+에/JKB
대해	대하/VV+아/EC
반성한다면서	반성/NNG+하/XSV+ㄴ다면서/EC
과거사를	과거사/NNG+를/JKO
반성하지	반성/NNG+하/XSV+지/EC
않는	않/VX+는/ETM
일본의	일본/NNP+의/JKG
극우	극우/NNG
정치인을	정치인/NNG+을/JKO
미	미/NNP
의회에	의회/NNG+에/JKB
데리고	데리/VV+고/EC
왔다"면서	오/VV+았/EP+다/EF+"/SS+면서/EC
"연설을	"/SS+연설/NNG+을/JKO
들은	듣/VV+은/ETM
의회	의회/NNG
의원들이	의원/NNG+들/XSN+이/JKS
이런	이런/MMD
사실을	사실/NNG+을/JKO
알고	알/VV+고/EC
박수를	박수/NNG+를/JKO
쳤는지	치/VV+었/EP+는지/EC
의문"이라고	의문/NNG+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000046.351.6.5
이날 방청석엔 위안부 피해자 이용수(87) 할머니가 앉아 있었지만, 아베 총리는 일본군위안부 문제에 대해서는 한마디도 언급하지 않았다.

이날	이날/NNG
방청석엔	방청석/NNG+에/JKB+ㄴ/JX
위안부	위안부/NNG
피해자	피해자/NNG
이용수(87)	이용수/NNP+(/SS+87/SN+)/SS
할머니가	할머니/NNG+가/JKS
앉아	앉/VV+아/EC
있었지만,	있/VX+었/EP+지만/EC+,/SP
아베	아베/NNP
총리는	총리/NNG+는/JX
일본군위안부	일본군/NNG+위안부/NNG
문제에	문제/NNG+에/JKB
대해서는	대하/VV+아서/EC+는/JX
한마디도	한마디/NNG+도/JX
언급하지	언급/NNG+하/XSV+지/EC
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000046.351.6.6
이 할머니는 미 의회에서 일본군위안부 결의안을 주도한 마이크 혼다 하원의원(민주·캘리포니아)의 초청을 받아 미 의회를 찾았다.

이	이/NNP
할머니는	할머니/NNG+는/JX
미	미/NNP
의회에서	의회/NNG+에서/JKB
일본군위안부	일본군/NNG+위안부/NNG
결의안을	결의안/NNG+을/JKO
주도한	주도/NNG+하/XSV+ㄴ/ETM
마이크	마이크/NNP
혼다	혼다/NNP
하원의원(민주·캘리포니아)의	하원/NNG+의원/NNG+(/SS+민주/NNP+·/SP+캘리포니아/NNP+)/SS+의/JKG
초청을	초청/NNG+을/JKO
받아	받/VV+아/EC
의회를	의회/NNG+를/JKO
찾았다.	찾/VV+았/EP+다/EF+./SF


# id : NWRW1800000046.351.6.7
"죽기 전에 일본 정부의 사과를 받아내는 게 소원"이라던 이 할머니는 아베 총리가 미국에 사과하는 모습을 쓸쓸히 지켜봐야 했다.

"죽기	"/SS+죽/VV+기/ETN
전에	전/NNG+에/JKB
일본	일본/NNP
정부의	정부/NNG+의/JKG
사과를	사과/NNG+를/JKO
받아내는	받/VV+아/EC+내/VX+는/ETM
게	거/NNB+이/JKS
소원"이라던	소원/NNG+"/SS+이/VCP+라던/ETM
이	이/NNP
할머니는	할머니/NNG+는/JX
아베	아베/NNP
총리가	총리/NNG+가/JKS
미국에	미국/NNP+에/JKB
사과하는	사과/NNG+하/XSV+는/ETM
모습을	모습/NNG+을/JKO
쓸쓸히	쓸쓸히/MAG
지켜봐야	지켜보/VV+아야/EC
했다.	하/VX+았/EP+다/EF+./SF


