# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.305
metadata : {}


# id : NWRW1800000030.305.1.1
MB, 정운찬 달래는데… 참모들 보내 힘 실어줘… 與 일각선 "응석 심하다"

MB,	MB/SL+,/SP
뜻은	뜻/NNG+은/JX
정	정/NNP
위원장이	위원장/NNG+이/JKS
동반성장을	동반/NNG+성장/NNG+을/JKO
책임지고	책임지/VV+고/EC
이끌어	이끌/VV+어/EC
달라는	달/VX+라는/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.305.4.2
정 전 총리에 대해 사실상 재신임 의사를 밝힌 것이다.

정	정/NNP
전	전/MMD
총리에	총리/NNG+에/JKB
대해	대하/VV+아/EC
사실상	사실상/NNG
재신임	재/XPN+신임/NNG
의사를	의사/NNG+를/JKO
밝힌	밝히/VV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000030.305.4.3
이 대통령은 지난 주말 "정 위원장이 일 잘할 수 있도록 해줘라"고 지시한 것으로 알려졌다.

이	이/NNP
대통령은	대통령/NNG+은/JX
지난	지나/VV+ㄴ/ETM
주말	주말/NNG
"정	"/SS+정/NNP
위원장이	위원장/NNG+이/JKS
일	일/NNG
잘할	잘/MAG+하/XSV+ㄹ/ETM
수	수/NNB
있도록	있/VA+도록/EC
해줘라"고	하/VV+아/EC+주/VX+어라/EF+"/SS+고/JKQ
지시한	지시/NNG+하/XSV+ㄴ/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.305.5.1
이재오 특임장관도 이날 트위터에 남긴 글에서 "동반성장은 이익이 많이 생기면 중소기업에 기술개발비도 좀 지원해주고 상생하자는 것인데, 알 만한 사람들이 교과서에도 없으니 자제하라느니, 왜 그러는지 참 알 수 없다"고 했다.

이재오	이재오/NNP
특임장관도	특임/NNG+장관/NNG+도/JX
이날	이날/NNG
트위터에	트위터/NNP+에/JKB
남긴	남기/VV+ㄴ/ETM
글에서	글/NNG+에서/JKB
"동반성장은	"/SS+동반/NNG+성장/NNG+은/JX
이익이	이익/NNG+이/JKS
많이	많이/MAG
생기면	생기/VV+면/EC
중소기업에	중소기업/NNG+에/JKB
기술개발비도	기술/NNG+개발비/NNG+도/JX
좀	좀/MAG
지원해주고	지원/NNG+하/XSV+아/EC+주/VX+고/EC
상생하자는	상생/NNG+하/XSV+자는/ETM
것인데,	것/NNB+이/VCP+ㄴ데/EC+,/SP
알	알/VV+ㄹ/ETM
만한	만/NNB+하/XSA+ㄴ/ETM
사람들이	사람/NNG+들/XSN+이/JKS
교과서에도	교과서/NNG+에/JKB+도/JX
없으니	없/VA+으니/EC
자제하라느니,	자제/NNG+하/XSV+라느니/EC+,/SP
왜	왜/MAG
그러는지	그러/VV+는지/EF
참	참/MAG
수	수/NNB
없다"고	없/VA+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.305.5.2
이익공유제에 반대해온 최중경 장관도 이날 "(정 위원장이) 동반성장위를 계속 맡아줘야 한다"고 물러섰다.

이익공유제에	이익/NNG+공유/NNG+제/XSN+에/JKB
반대해온	반대/NNG+하/XSV+아/EC+오/VX+ㄴ/ETM
최중경	최중경/NNP
장관도	장관/NNG+도/JX
이날	이날/NNG
"(정	"/SS+(/SS+정/NNP
위원장이)	위원장/NNG+이/JKS+)/SS
동반성장위를	동반/NNG+성장위/NNG+를/JKO
계속	계속/MAG
맡아줘야	맡/VV+아/EC+주/VX+어야/EC
한다"고	하/VX+ㄴ다/EF+"/SS+고/JKQ
물러섰다.	물러서/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.305.6.1
그러나 한나라당 홍준표 최고위원은 이날 "(사퇴 파문은) 정 전 총리의 '응석'이며 어른답게 행동해야 한다"며 "오늘부터 '정운찬 (경기도 분당을 보궐선거 후보) 영입론'을 중지하도록 할 것"이라고 말했다.

그러나	그러나/MAJ
한나라당	한나라당/NNP
홍준표	홍준표/NNP
최고위원은	최고/NNG+위원/NNG+은/JX
이날	이날/NNG
"(사퇴	"/SS+(/SS+사퇴/NNG
파문은)	파문/NNG+은/JX+)/SS
정	정/NNP
전	전/MMD
총리의	총리/NNG+의/JKG
'응석'이며	'/SS+응석/NNG+'/SS+이/VCP+며/EC
어른답게	어른/NNG+답/XSA+게/EC
행동해야	행동/NNG+하/XSV+아야/EC
한다"며	하/VX+ㄴ다/EF+"/SS+며/EC
"오늘부터	"/SS+오늘/NNG+부터/JX
'정운찬	'/SS+정운찬/NNP
(경기도	(/SS+경기도/NNP
분당을	분당을/NNP
보궐선거	보궐/NNG+선거/NNG
후보)	후보/NNG+)/SS
영입론'을	영입/NNG+론/XSN+'/SS+을/JKO
중지하도록	중지/NNG+하/XSV+도록/EC
할	하/VV+ㄹ/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.305.6.2
나경원·정두언·서병수 최고위원 등도 정 전 총리의 출마에 부정적이다.

나경원·정두언·서병수	나경원/NNP+·/SP+정두언/NNP+·/SP+서병수/NNP
최고위원	최고/NNG+위원/NNG
등도	등/NNB+도/JX
정	정/NNP
전	전/MMD
총리의	총리/NNG+의/JKG
출마에	출마/NNG+에/JKB
부정적이다.	부정/NNG+적/XSN+이/VCP+다/EF+./SF


