# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.402
metadata : {}


# id : NWRW1800000030.402.1.1
[강원] 평창, 국민 유치 열기 경쟁도시 압도

[강원]	[/SS+강원/NNP+]/SS
완공된	완공/NNG+되/XSV+ㄴ/ETM
7개	7/SN+개/NNB
시설을	시설/NNG+을/JKO
공개했다.	공개/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.402.5.1
특히, 참가선수 90%가 경기장에서 선수촌까지 10분 내에 도달하도록 한 콤팩트한 시설 배치는 IOC조사평가단으로부터 최고의 찬사를 얻었다.

특히,	특히/MAG+,/SP
참가선수	참가/NNG+선수/NNG
90%가	90/SN+%/SW+가/JKS
경기장에서	경기장/NNG+에서/JKB
선수촌까지	선수촌/NNG+까지/JX
10분	10/SN+분/NNB
내에	내/NNB+에/JKB
도달하도록	도달/NNG+하/XSV+도록/EC
한	하/VV+ㄴ/ETM
콤팩트한	콤팩트/NNG+하/XSA+ㄴ/ETM
시설	시설/NNG
배치는	배치/NNG+는/JX
IOC조사평가단으로부터	IOC/SL+조사/NNG+평가단/NNG+으로부터/JKB
최고의	최고/NNG+의/JKG
찬사를	찬사/NNG+를/JKO
얻었다.	얻/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.402.6.1
여기에 평창주민 93.4% 등 90%를 넘는 국민적 올림픽 유치열기는 다른 경쟁 후보를 압도하고 있다.

여기에	여기/NP+에/JKB
평창주민	평창/NNP+주민/NNG
93.4%	93/SN+./SP+4/SN+%/SW
등	등/NNB
90%를	90/SN+%/SW+를/JKO
넘는	넘/VV+는/ETM
국민적	국민/NNG+적/XSN
올림픽	올림픽/NNG
유치열기는	유치/NNG+열기/NNG+는/JX
다른	다른/MMD
경쟁	경쟁/NNG
후보를	후보/NNG+를/JKO
압도하고	압도/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000030.402.7.1
국제 스포츠계의 상황도 평창에 불리하지 않게 움직이고 있다.

국제	국제/NNG
스포츠계의	스포츠/NNG+계/XSN+의/JKG
상황도	상황/NNG+도/JX
평창에	평창/NNP+에/JKB
불리하지	불리/NNG+하/XSA+지/EC
않게	않/VX+게/EC
움직이고	움직이/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000030.402.8.1
2002년 솔트레이크(미국), 2006년 토리노(이탈리아), 2010년 밴쿠버(캐나다), 2014년 소치(러시아) 등 그동안 동계올림픽이 북미와 유럽을 오가며 열린 만큼 2018년에는 아시아 대륙에서 올림픽이 개최될 가능성이 높다는 것이 일반적인 전망이다.

2002년	2002/SN+년/NNB
솔트레이크(미국),	솔트레이크/NNP+(/SS+미국/NNP+)/SS+,/SP
2006년	2006/SN+년/NNB
토리노(이탈리아),	토리노/NNP+(/SS+이탈리아/NNP+)/SS+,/SP
2010년	2010/SN+년/NNB
밴쿠버(캐나다),	밴쿠버/NNP+(/SS+캐나다/NNP+)/SS+,/SP
2014년	2014/SN+년/NNB
소치(러시아)	소치/NNP+(/SS+러시아/NNP+)/SS
등	등/NNB
그동안	그동안/NNG
동계올림픽이	동계/NNG+올림픽/NNG+이/JKS
북미와	북미/NNP+와/JC
유럽을	유럽/NNP+을/JKO
오가며	오가/VV+며/EC
열린	열리/VV+ㄴ/ETM
만큼	만큼/NNB
2018년에는	2018/SN+년/NNB+에/JKB+는/JX
아시아	아시아/NNP
대륙에서	대륙/NNG+에서/JKB
올림픽이	올림픽/NNG+이/JKS
개최될	개최/NNG+되/XSV+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
높다는	높/VA+다는/ETM
것이	것/NNB+이/JKS
일반적인	일반/NNG+적/XSN+이/VCP+ㄴ/ETM
전망이다.	전망/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.402.8.2
이에 따라 평창유치위도 20년 만의 아시아 동계올림픽 개최라는 명분을 내세우며 IOC위원들의 표심을 공략하고 있다.

이에	이/NP+에/JKB
따라	따르/VV+아/EC
평창유치위도	평창유치위/NNP+도/JX
20년	20/SN+년/NNB
만의	만/NNB+의/JKG
아시아	아시아/NNP
동계올림픽	동계/NNG+올림픽/NNG
개최라는	개최/NNG+이/VCP+라는/ETM
명분을	명분/NNG+을/JKO
내세우며	내세우/VV+며/EC
IOC위원들의	IOC/SL+위원/NNG+들/XSN+의/JKG
표심을	표심/NNG+을/JKO
공략하고	공략/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000030.402.9.1
하지만 최근 자크 로게 IOC위원장이 외신들과 가진 기자회견에서 "올림픽의 대륙별 순환 개최 정책은 없다"고 공식적으로 언급, 평창의 유치전략에 차질을 빚는 것 아니냐는 우려의 목소리가 나오고 있다.

하지만	하지만/MAJ
최근	최근/MAG
자크	자크/NNP
로게	로게/NNP
IOC위원장이	IOC/SL+위원장/NNG+이/JKS
외신들과	외신/NNG+들/XSN+과/JKB
가진	가지/VV+ㄴ/ETM
기자회견에서	기자/NNG+회견/NNG+에서/JKB
"올림픽의	"/SS+올림픽/NNG+의/JKG
대륙별	대륙/NNG+별/XSN
순환	순환/NNG
개최	개최/NNG
정책은	정책/NNG+은/JX
없다"고	없/VA+다/EF+"/SS+고/JKQ
공식적으로	공식/NNG+적/XSN+으로/JKB
언급,	언급/NNG+,/SP
평창의	평창/NNP+의/JKG
유치전략에	유치/NNG+전략/NNG+에/JKB
차질을	차질/NNG+을/JKO
빚는	빚/VV+는/ETM
것	것/NNB
아니냐는	아니/VCN+냐는/ETM
우려의	우려/NNG+의/JKG
목소리가	목소리/NNG+가/JKS
나오고	나오/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000030.402.10.1
올림픽 전문 매체들은 평창과 뮌헨의 대결로 압축하는 분위기다.

올림픽	올림픽/NNG
전문	전문/NNG
매체들은	매체/NNG+들/XSN+은/JX
평창과	평창/NNP+과/JC
뮌헨의	뮌헨/NNP+의/JKG
대결로	대결/NNG+로/JKB
압축하는	압축/NNG+하/XSV+는/ETM
분위기다.	분위기/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.402.10.2
지난 5월 스위스 로잔에서 개최된 2018 동계올림픽 후보도시 테크니컬 브리핑 후 외신에서는 '평창 우위 지속'과 '뮌헨 역전'이라는 기사가 엇갈리는 등 혼전세를 보이고 있다.

지난	지나/VV+ㄴ/ETM
5월	5/SN+월/NNB
스위스	스위스/NNP
로잔에서	로잔/NNP+에서/JKB
개최된	개최/NNG+되/XSV+ㄴ/ETM
2018	2018/SN
동계올림픽	동계/NNG+올림픽/NNG
후보도시	후보/NNG+도시/NNG
테크니컬	테크니컬/NNG
브리핑	브리핑/NNG
후	후/NNG
외신에서는	외신/NNG+에서/JKB+는/JX
'평창	'/SS+평창/NNP
우위	우위/NNG
지속'과	지속/NNG+'/SS+과/JC
'뮌헨	'/SS+뮌헨/NNP
역전'이라는	역전/NNG+'/SS+이/VCP+라는/ETM
기사가	기사/NNG+가/JKS
엇갈리는	엇갈리/VV+는/ETM
등	등/NNB
혼전세를	혼전/NNG+세/NNG+를/JKO
보이고	보이/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000030.402.11.1
평창유치위는 "상황을 종합해 볼 때 유치전망이 밝은 것은 사실이지만 방심은 금물"이라며 "7월6일 2018동계올림픽 개최지로 평창이 발표될 때까지 방심하지 않고 끝까지 최선을 다하겠다"고 말했다.

평창유치위는	평창유치위/NNP+는/JX
"상황을	"/SS+상황/NNG+을/JKO
종합해	종합/NNG+하/XSV+아/EC
볼	보/VX+ㄹ/ETM
때	때/NNG
유치전망이	유치/NNG+전망/NNG+이/JKS
밝은	밝/VA+은/ETM
것은	것/NNB+은/JX
사실이지만	사실/NNG+이/VCP+지만/EC
방심은	방심/NNG+은/JX
금물"이라며	금물/NNG+"/SS+이/VCP+라며/EC
"7월6일	"/SS+7/SN+월/NNB+6/SN+일/NNB
2018동계올림픽	2018/SN+동계/NNG+올림픽/NNG
개최지로	개최지/NNG+로/JKB
평창이	평창/NNP+이/JKS
발표될	발표/NNG+되/XSV+ㄹ/ETM
때까지	때/NNG+까지/JX
방심하지	방심/NNG+하/XSV+지/EC
않고	않/VX+고/EC
끝까지	끝/NNG+까지/JX
최선을	최선/NNG+을/JKO
다하겠다"고	다/MAG+하/XSV+겠/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


