# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000040.334
metadata : {}


# id : NWRW1800000040.334.1.1
[아침 햇발] 작전통제권 박탈의 추억 / 박창식

[아침	[/SS+아침/NNG
유지하지	유지/NNG+하/XSV+지/EC
못한	못하/VX+ㄴ/ETM
채로	채/NNB+로/JKB
괴멸한다.	괴멸/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000040.334.4.1
1951년 3군단장 시절엔 국군 치욕사의 최고봉인 ‘현리 전투’의 주역이 된다.

1951년	1951/SN+년/NNB
3군단장	3/SN+군단장/NNG
시절엔	시절/NNG+에/JKB+ㄴ/JX
국군	국군/NNG
치욕사의	치욕사/NNG+의/JKG
최고봉인	최고봉/NNG+이/VCP+ㄴ/ETM
‘현리	‘/SS+현리/NNP
전투’의	전투/NNG+’/SS+의/JKG
주역이	주역/NNG+이/JKC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000040.334.4.2
3군단은 중국군 한 개 대대한테 보급로이자 퇴로인 오마치 고개를 점령당한다.

3군단은	3/SN+군단/NNG+은/JX
중국군	중국군/NNG
한	한/MMN
개	개/NNB
대대한테	대대/NNG+한테/JKB
보급로이자	보급로/NNG+이/VCP+자/EC
퇴로인	퇴로/NNG+이/VCP+ㄴ/ETM
오마치	오마치/NNP
고개를	고개/NNG+를/JKO
점령당한다.	점령/NNG+당하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000040.334.4.3
그렇다고 완전히 포위된 건 아니었다.

그렇다고	그렇/VA+다고/EC
완전히	완전히/MAG
포위된	포위/NNG+되/XSV+ㄴ/ETM
건	거/NNB+ㄴ/JX
아니었다.	아니/VCN+었/EP+다/EF+./SF


# id : NWRW1800000040.334.4.4
그런데 3군단 예하 9사단장 최석을 비롯한 고급 장교들이 계급장을 떼어버리고 도망쳤다.

그런데	그런데/MAJ
3군단	3/SN+군단/NNG
예하	예하/NNG
9사단장	9/SN+사단장/NNG
최석을	최석/NNP+을/JKO
비롯한	비롯하/VV+ㄴ/ETM
고급	고급/NNG
장교들이	장교/NNG+들/XSN+이/JKS
계급장을	계급장/NNG+을/JKO
떼어버리고	떼/VV+어/EC+버리/VX+고/EC
도망쳤다.	도망치/VV+었/EP+다/EF+./SF


# id : NWRW1800000040.334.4.5
혼란을 수습해야 할 유재흥 군단장조차 작전회의에 참석한다는 구실을 붙여 정찰기를 타고 전선을 떴다.

혼란을	혼란/NNG+을/JKO
수습해야	수습/NNG+하/XSV+아야/EC
할	하/VX+ㄹ/ETM
유재흥	유재흥/NNP
군단장조차	군단장/NNG+조차/JX
작전회의에	작전/NNG+회의/NNG+에/JKB
참석한다는	참석/NNG+하/XSV+ㄴ다는/ETM
구실을	구실/NNG+을/JKO
붙여	붙이/VV+어/EC
정찰기를	정찰기/NNG+를/JKO
타고	타/VV+고/EC
전선을	전선/NNG+을/JKO
떴다.	뜨/VV+었/EP+다/EF+./SF


# id : NWRW1800000040.334.5.1
지휘관을 잃은 병사들은 지리멸렬되어 사흘 동안 무려 70킬로미터를 퇴각했다.

지휘관을	지휘관/NNG+을/JKO
잃은	잃/VV+은/ETM
병사들은	병사/NNG+들/XSN+은/JX
지리멸렬되어	지리멸렬/NNG+되/XSV+어/EC
사흘	사흘/NNG
동안	동안/NNG
무려	무려/MAG
70킬로미터를	70/SN+킬로미터/NNB+를/JKO
퇴각했다.	퇴각/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000040.334.5.2
장비를 버리고 몸만 빠져나온 병력이 3사단 34%, 9사단 40%에 불과했다.

장비를	장비/NNG+를/JKO
버리고	버리/VV+고/EC
몸만	몸/NNG+만/JX
빠져나온	빠져나오/VV+ㄴ/ETM
병력이	병력/NNG+이/JKS
3사단	3/SN+사단/NNG
34%,	34/SN+%/SW+,/SP
9사단	9/SN+사단/NNG
40%에	40/SN+%/SW+에/JKB
불과했다.	불과/MAG+하/XSA+았/EP+다/EF+./SF


# id : NWRW1800000040.334.5.3
포위망이 완성되지 않았고 싸울 힘이 충분히 남은 상황에서 지휘관이 먼저 도망감으로써 부대 전체를 와해시킨 믿지 못할 일이 벌어진 것이다.

포위망이	포위망/NNG+이/JKS
완성되지	완성/NNG+되/XSV+지/EC
않았고	않/VX+았/EP+고/EC
싸울	싸우/VV+ㄹ/ETM
힘이	힘/NNG+이/JKS
충분히	충분히/MAG
남은	남/VV+은/ETM
상황에서	상황/NNG+에서/JKB
지휘관이	지휘관/NNG+이/JKS
먼저	먼저/MAG
도망감으로써	도망가/VV+ㅁ/ETN+으로써/JKB
부대	부대/NNG
전체를	전체/NNG+를/JKO
와해시킨	와해/NNG+시키/XSV+ㄴ/ETM
믿지	믿/VV+지/EC
못할	못하/VX+ㄹ/ETM
일이	일/NNG+이/JKS
벌어진	벌어지/VV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000040.334.5.4
격노한 미8군 사령관 밴플리트는 유재흥의 보직 해임을 직접 결정했다.

격노한	격노/NNG+하/XSV+ㄴ/ETM
미8군	미/NNP+8/SN+군/NNG
사령관	사령관/NNG
밴플리트는	밴플리트/NNP+는/JX
유재흥의	유재흥/NNP+의/JKG
보직	보직/NNG
해임을	해임/NNG+을/JKO
직접	직접/MAG
결정했다.	결정/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000040.334.5.5
이어 한국군 지휘부를 통해 간접적으로 행사해오던 작전통제권을 모두 미군으로 옮겨버렸다.

이어	이어/MAG
한국군	한국군/NNG
지휘부를	지휘부/NNG+를/JKO
통해	통하/VV+아/EC
간접적으로	간접/NNG+적/XSN+으로/JKB
행사해오던	행사/NNG+하/XSV+아/EC+오/VX+던/ETM
작전통제권을	작전/NNG+통제/NNG+권/XSN+을/JKO
모두	모두/MAG
미군으로	미군/NNG+으로/JKB
옮겨버렸다.	옮기/VV+어/EC+버리/VX+었/EP+다/EF+./SF


# id : NWRW1800000040.334.5.6
국군이 작전통제권을 박탈당한 데는 이런 어이없는 사연이 있었다.

국군이	국군/NNG+이/JKS
작전통제권을	작전/NNG+통제/NNG+권/XSN+을/JKO
박탈당한	박탈/NNG+당하/XSV+ㄴ/ETM
데는	데/NNB+는/JX
이런	이런/MMD
어이없는	어이없/VA+는/ETM
사연이	사연/NNG+이/JKS
있었다.	있/VA+었/EP+다/EF+./SF


# id : NWRW1800000040.334.6.1
전쟁 실력에서 바닥을 드러낸 유재흥의 이력은 딱 거기에서 멈춰야 했다.

전쟁	전쟁/NNG
실력에서	실력/NNG+에서/JKB
바닥을	바닥/NNG+을/JKO
드러낸	드러내/VV+ㄴ/ETM
유재흥의	유재흥/NNP+의/JKG
이력은	이력/NNG+은/JX
딱	딱/MAG
거기에서	거기/NP+에서/JKB
멈춰야	멈추/VV+어야/EC
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000040.334.6.2
그런데 그는 합참의장과 외국 대사, 국방장관을 지내며 승승장구했다.

그런데	그런데/MAJ
그는	그/NP+는/JX
합참의장과	합참/NNG+의장/NNG+과/JC
외국	외국/NNG
대사,	대사/NNG+,/SP
국방장관을	국방/NNG+장관/NNG+을/JKO
지내며	지내/VV+며/EC
승승장구했다.	승승장구/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000040.334.6.3
2011년 세상을 뜨기 전까지 대한민국 군번 3번으로서 원로 군인 대우를 톡톡히 누렸다.

2011년	2011/SN+년/NNB
세상을	세상/NNG+을/JKO
뜨기	뜨/VV+기/ETN
전까지	전/NNG+까지/JX
대한민국	대한민국/NNP
군번	군번/NNG
3번으로서	3/SN+번/NNB+으로서/JKB
원로	원로/NNG
군인	군인/NNG
대우를	대우/NNG+를/JKO
톡톡히	톡톡히/MAG
누렸다.	누리/VV+었/EP+다/EF+./SF


# id : NWRW1800000040.334.6.4
2006년 노무현 정부가 전시작전통제권을 환수하려 하자, 유재흥은 전직 국방장관들과 함께 환수 반대 1000만명 서명운동을 벌여 보수층을 반노무현 투쟁으로 조직하는 데 혁혁한 공을 세웠다.

2006년	2006/SN+년/NNB
노무현	노무현/NNP
정부가	정부/NNG+가/JKS
전시작전통제권을	전시/NNG+작전/NNG+통제/NNG+권/XSN+을/JKO
환수하려	환수/NNG+하/XSV+려/EC
하자,	하/VX+자/EC+,/SP
유재흥은	유재흥/NNP+은/JX
전직	전직/NNG
국방장관들과	국방/NNG+장관/NNG+들/XSN+과/JKB
함께	함께/MAG
환수	환수/NNG
반대	반대/NNG
1000만명	1000/SN+만/NR+명/NNB
서명운동을	서명/NNG+운동/NNG+을/JKO
벌여	벌이/VV+어/EC
보수층을	보수/NNG+층/XSN+을/JKO
반노무현	반/XPN+노무현/NNP
투쟁으로	투쟁/NNG+으로/JKB
조직하는	조직/NNG+하/XSV+는/ETM
데	데/NNB
혁혁한	혁혁하/VA+ㄴ/ETM
공을	공/NNG+을/JKO
세웠다.	세우/VV+었/EP+다/EF+./SF


# id : NWRW1800000040.334.6.5
군인이 전쟁과 안보에 무능해도 정치에 능숙하면 얼마든지 잘나갈 수 있다는 잘못된 교훈을 그의 이력은 남겨주고 있다.

군인이	군인/NNG+이/JKS
전쟁과	전쟁/NNG+과/JC
안보에	안보/NNG+에/JKB
무능해도	무능/NNG+하/XSA+아도/EC
정치에	정치/NNG+에/JKB
능숙하면	능숙하/VA+면/EC
얼마든지	얼마/NNG+든지/JX
잘나갈	잘나가/VV+ㄹ/ETM
수	수/NNB
있다는	있/VA+다는/ETM
잘못된	잘못/MAG+되/XSV+ㄴ/ETM
교훈을	교훈/NNG+을/JKO
그의	그/NP+의/JKG
이력은	이력/NNG+은/JX
남겨주고	남기/VV+어/EC+주/VX+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000040.334.7.1
박근혜 정부가 미국에 전작권 환수 연기를 다시 제안했다.

박근혜	박근혜/NNP
정부가	정부/NNG+가/JKS
미국에	미국/NNP+에/JKB
전작권	전작권/NNG
환수	환수/NNG
연기를	연기/NNG+를/JKO
다시	다시/MAG
제안했다.	제안/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000040.334.7.2
노무현 정부가 2012년 환수에 합의했던 것을 이명박 정부가 2015년으로 시점을 늦췄는데 그것을 또 연기하자는 것이다.

노무현	노무현/NNP
정부가	정부/NNG+가/JKS
2012년	2012/SN+년/NNB
환수에	환수/NNG+에/JKB
합의했던	합의/NNG+하/XSV+았/EP+던/ETM
것을	것/NNB+을/JKO
이명박	이명박/NNP
2015년으로	2015/SN+년/NNB+으로/JKB
시점을	시점/NNG+을/JKO
늦췄는데	늦추/VV+었/EP+는데/EC
그것을	그것/NP+을/JKO
또	또/MAG
연기하자는	연기/NNG+하/XSV+자는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000040.334.7.3
명백히 부당한 일이다.

명백히	명백히/MAG
부당한	부당/NNG+하/XSA+ㄴ/ETM
일이다.	일/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000040.334.7.4
군사 주권을 스스로 포기하는 나라는 세계 어디에도 없다.

군사	군사/NNG
주권을	주권/NNG+을/JKO
스스로	스스로/MAG
포기하는	포기/NNG+하/XSV+는/ETM
나라는	나라/NNG+는/JX
세계	세계/NNG
어디에도	어디/NP+에/JKB+도/JX
없다.	없/VA+다/EF+./SF


# id : NWRW1800000040.334.7.5
미국 합참조차 한국군은 작전권을 행사하기에 충분한 전쟁 억제력을 갖췄다고 말한다.

미국	미국/NNP
합참조차	합참/NNG+조차/JX
한국군은	한국군/NNG+은/JX
작전권을	작전/NNG+권/XSN+을/JKO
행사하기에	행사/NNG+하/XSV+기/ETN+에/JKB
충분한	충분하/VA+ㄴ/ETM
전쟁	전쟁/NNG
억제력을	억제력/NNG+을/JKO
갖췄다고	갖추/VV+었/EP+다고/EC
말한다.	말/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000040.334.7.6
이런 까닭에 전작권 환수 연기는 안보를 고민하는 데서 비롯된 정책 쟁점이라고 봐주기 어렵다.

이런	이런/MMD
까닭에	까닭/NNG+에/JKB
전작권	전작권/NNG
환수	환수/NNG
연기는	연기/NNG+는/JX
안보를	안보/NNG+를/JKO
고민하는	고민/NNG+하/XSV+는/ETM
데서	데/NNB+서/JKB
비롯된	비롯되/VV+ㄴ/ETM
정책	정책/NNG
쟁점이라고	쟁점/NNG+이/VCP+라고/EC
봐주기	봐주/VV+기/ETN
어렵다.	어렵/VA+다/EF+./SF


# id : NWRW1800000040.334.7.7
그보다는 북한의 핵·미사일 위협을 빌미로 보수세력을 결집시키려는 정치적 목적이 앞선 것으로 의심할 수밖에 없다.

그보다는	그/NP+보다/JKB+는/JX
북한의	북한/NNP+의/JKG
핵·미사일	핵/NNG+·/SP+미사일/NNG
위협을	위협/NNG+을/JKO
빌미로	빌미/NNG+로/JKB
보수세력을	보수/NNG+세력/NNG+을/JKO
결집시키려는	결집/NNG+시키/XSV+려는/ETM
정치적	정치/NNG+적/XSN
목적이	목적/NNG+이/JKS
앞선	앞서/VV+ㄴ/ETM
것으로	것/NNB+으로/JKB
의심할	의심/NNG+하/XSV+ㄹ/ETM
수밖에	수/NNB+밖에/JX
없다.	없/VA+다/EF+./SF


# id : NWRW1800000040.334.7.8
안보를 정치도구화하는 대표적인 사례다.

안보를	안보/NNG+를/JKO
정치도구화하는	정치도구/NNG+화/XSN+하/XSV+는/ETM
대표적인	대표/NNG+적/XSN+이/VCP+ㄴ/ETM
사례다.	사례/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000040.334.8.1
그릇된 정치게임의 정점에 육군 대장 출신인 남재준 국정원장, 김관진 국방장관, 김장수 청와대 국가안보실장 세 사람이 서 있다.

그릇된	그릇/MAG+되/XSV+ㄴ/ETM
정치게임의	정치/NNG+게임/NNG+의/JKG
정점에	정점/NNG+에/JKB
육군	육군/NNG
대장	대장/NNG
출신인	출신/NNG+이/VCP+ㄴ/ETM
남재준	남재준/NNP
국정원장,	국정원장/NNG+,/SP
김관진	김관진/NNP
국방장관,	국방/NNG+장관/NNG+,/SP
김장수	김장수/NNP
청와대	청와대/NNP
국가안보실장	국가/NNG+안보실장/NNG
세	세/MMN
사람이	사람/NNG+이/JKS
서	서/VV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000040.334.8.2
안보와 정치의 관계에 관한 한 유재흥의 후배가 되지 말기 바라는데, 걱정스럽다.

안보와	안보/NNG+와/JC
정치의	정치/NNG+의/JKG
관계에	관계/NNG+에/JKB
관한	관하/VV+ㄴ/ETM
한	한/NNG
유재흥의	유재흥/NNP+의/JKG
후배가	후배/NNG+가/JKC
되지	되/VV+지/EC
말기	말/VX+기/ETN
바라는데,	바라/VV+는데/EC+,/SP
걱정스럽다.	걱정/NNG+스럽/XSA+다/EF+./SF


