# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.411
metadata : {}


# id : NWRW1800000030.411.1.1
[호남] [지역인사이드] 광주MBC '구성작가해고' 그 후

[호남]	[/SS+호남/NNP+]/SS
변경하면서	변경/NNG+하/XSV+면서/EC
정규직인	정규직/NNG+이/VCP+ㄴ/ETM
PD	PD/SL
책상에	책상/NNG+에/JKB
비해	비/NNG+하/XSV+아/EC
길이가	길이/NNG+가/JKS
2배	2/SN+배/NNG
이상	이상/NNG
작은	작/VA+은/ETM
작가들에게	작가/NNG+들/XSN+에게/JKB
일괄	일괄/NNG
제공했다.	제공/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.411.4.2
작가들은 즉각 차별적 처우를 개선하라고 사측에 항의했다.

작가들은	작가/NNG+들/XSN+은/JX
즉각	즉각/MAG
차별적	차별/NNG+적/XSN
처우를	처우/NNG+를/JKO
개선하라고	개선/NNG+하/XSV+라고/EC
사측에	사측/NNG+에/JKB
항의했다.	항의/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.411.4.3
사내 업무환경 개선 명분이었다.

사내	사내/NNG
업무환경	업무/NNG+환경/NNG
개선	개선/NNG
명분이었다.	명분/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000030.411.4.4
항의 과정에서 일부 작가가 해고되면서 작가 10명이 업무를 중단하는 사태가 터졌다.

항의	항의/NNG
과정에서	과정/NNG+에서/JKB
일부	일부/NNG
작가가	작가/NNG+가/JKS
해고되면서	해고/NNG+되/XSV+면서/EC
작가	작가/NNG
10명이	10/SN+명/NNB+이/JKS
업무를	업무/NNG+를/JKO
중단하는	중단/NNG+하/XSV+는/ETM
사태가	사태/NNG+가/JKS
터졌다.	터지/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.411.4.5
이에 광주MBC는 "다른 방송국의 경우 작가는 책상은커녕 테이블 하나로 함께 업무를 본다"고 주장했지만, 본지의 확인 결과 사실과 달랐다.

이에	이/NP+에/JKB
광주MBC는	광주MBC/NNP+는/JX
"다른	"/SS+다른/MMD
방송국의	방송국/NNG+의/JKG
경우	경우/NNG
작가는	작가/NNG+는/JX
책상은커녕	책상/NNG+은커녕/JX
테이블	테이블/NNG
하나로	하나/NR+로/JKB
함께	함께/MAG
업무를	업무/NNG+를/JKO
본다"고	보/VV+ㄴ다/EF+"/SS+고/JKQ
주장했지만,	주장/NNG+하/XSV+았/EP+지만/EC+,/SP
본지의	본지/NNG+의/JKG
확인	확인/NNG
결과	결과/NNG
사실과	사실/NNG+과/JKB
달랐다.	다르/VA+았/EP+다/EF+./SF


# id : NWRW1800000030.411.5.1
KBS광주방송총국은 5층 편성제작국에 작가·PD·아나운서·촬영팀·영상제작팀이 함께 근무하고 있다.

KBS광주방송총국은	KBS광주방송총국/NNP+은/JX
5층	5/SN+층/NNG
편성제작국에	편성/NNG+제작국/NNG+에/JKB
작가·PD·아나운서·촬영팀·영상제작팀이	작가/NNG+·/SP+PD/SL+·/SP+아나운서/NNG+·/SP+촬영/NNG+팀/NNG+·/SP+영상/NNG+제작/NNG+팀/NNG+이/JKS
함께	함께/MAG
근무하고	근무/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000030.411.5.2
각 직원들은 개별 책상을 보유한다.

각	각/MMD
직원들은	직원/NNG+들/XSN+은/JX
개별	개별/NNG
책상을	책상/NNG+을/JKO
보유한다.	보유/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.411.5.3
물론 규격은 같다고 한다.

물론	물론/MAG
규격은	규격/NNG+은/JX
같다고	같/VA+다고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.411.5.4
정규직과 비정규직 업무 공간을 따로 나누지도 않는다.

정규직과	정규직/NNG+과/JC
비정규직	비/XPN+정규직/NNG
업무	업무/NNG
공간을	공간/NNG+을/JKO
따로	따로/MAG
나누지도	나누/VV+지/EC+도/JX
않는다.	않/VX+는다/EF+./SF


# id : NWRW1800000030.411.6.1
KBS는 "(우리는) 작가 19명이 개별 책상을 점하며 자유롭게 의견을 나눈다"며 "프로그램에서 차지하는 작가들의 지위와 업무적 특성상 자료가 방대해 널찍한 책상은 필수"라고 했다.

KBS는	KBS/SL+는/JX
"(우리는)	"/SS+(/SS+우리/NP+는/JX+)/SS
작가	작가/NNG
19명이	19/SN+명/NNB+이/JKS
개별	개별/NNG
책상을	책상/NNG+을/JKO
점하며	점하/VV+며/EC
자유롭게	자유/NNG+롭/XSA+게/EC
의견을	의견/NNG+을/JKO
나눈다"며	나누/VV+ㄴ다/EF+"/SS+며/EC
"프로그램에서	"/SS+프로그램/NNG+에서/JKB
차지하는	차지/NNG+하/XSV+는/ETM
작가들의	작가/NNG+들/XSN+의/JKG
지위와	지위/NNG+와/JC
업무적	업무/NNG+적/XSN
특성상	특성/NNG+상/XSN
자료가	자료/NNG+가/JKS
방대해	방대하/VA+아/EC
널찍한	널찍하/VA+ㄴ/ETM
책상은	책상/NNG+은/JX
필수"라고	필수/NNG+"/SS+라고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.411.6.2
이어 KBS는 "광주MBC의 이번 사내 업무환경 개선은 상식적으로 이해할 수 없다"고 말했다.

이어	이어/MAG
KBS는	KBS/SL+는/JX
"광주MBC의	"/SS+광주MBC/NNP+의/JKG
이번	이번/NNG
사내	사내/NNG
업무환경	업무/NNG+환경/NNG
개선은	개선/NNG+은/JX
상식적으로	상식/NNG+적/XSN+으로/JKB
이해할	이해/NNG+하/XSV+ㄹ/ETM
수	수/NNB
없다"고	없/VA+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.411.7.1
KBC광주방송도 KBS와 상황이 비슷했다.

KBC광주방송도	KBC광주방송/NNP+도/JX
KBS와	KBS/SL+와/JC
상황이	상황/NNG+이/JKS
비슷했다.	비슷하/VA+았/EP+다/EF+./SF


# id : NWRW1800000030.411.7.2
오히려 일부 작가는 2개의 책상을 사용하고 있었다.

오히려	오히려/MAG
일부	일부/NNG
작가는	작가/NNG+는/JX
2개의	2/SN+개/NNB+의/JKG
책상을	책상/NNG+을/JKO
사용하고	사용/NNG+하/XSV+고/EC
있었다.	있/VX+었/EP+다/EF+./SF


# id : NWRW1800000030.411.7.3
KBC는 "PD보다 작가 10여명의 자료가 많아 일부 작가들은 책상을 2개씩 사용한다"며 "일을 많이 하는 작가들에게 이 정도 업무환경을 제공하는 건 당연하다"고 했다.

KBC는	KBC/SL+는/JX
"PD보다	"/SS+PD/SL+보다/JKB
작가	작가/NNG
10여명의	10/SN+여/XSN+명/NNB+의/JKG
자료가	자료/NNG+가/JKS
많아	많/VA+아/EC
일부	일부/NNG
작가들은	작가/NNG+들/XSN+은/JX
책상을	책상/NNG+을/JKO
2개씩	2/SN+개/NNB+씩/XSN
사용한다"며	사용/NNG+하/XSV+ㄴ다/EF+"/SS+며/EC
"일을	"/SS+일/NNG+을/JKO
많이	많이/MAG
하는	하/VV+는/ETM
작가들에게	작가/NNG+들/XSN+에게/JKB
이	이/MMD
정도	정도/NNG
업무환경을	업무/NNG+환경/NNG+을/JKO
제공하는	제공/NNG+하/XSV+는/ETM
건	거/NNB+ㄴ/JX
당연하다"고	당연/NNG+하/XSA+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.411.7.4
KBC는 "상황을 보니, 작가들의 자존심을 상하게 만들었더라"며 "사측이 잘못했다"고 말했다.

KBC는	KBC/SL+는/JX
"상황을	"/SS+상황/NNG+을/JKO
보니,	보/VV+니/EC+,/SP
작가들의	작가/NNG+들/XSN+의/JKG
자존심을	자존심/NNG+을/JKO
상하게	상하/VV+게/EC
만들었더라"며	만들/VV+었/EP+더라/EF+"/SS+며/EC
"사측이	"/SS+사측/NNG+이/JKS
잘못했다"고	잘못/MAG+하/XSV+았/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.411.8.1
서울지역 방송 구성작협의회도 광주MBC를 비판했다.

서울지역	서울지역/NNP
방송	방송/NNG
구성작협의회도	구성/NNG+작/NA+협의회/NNG+도/JX
광주MBC를	광주MBC/NNP+를/JKO
비판했다.	비판/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.411.8.2
MBC·KBS· SBS·EBS 4사 구성작가협의회는 15일 "광주MBC는 작가들에 대한 반인권적 처우를 사과, 개선하고 보복성 부당해고를 즉각 철회하라"고 촉구했다.

MBC·KBS·	MBC/SL+·/SP+KBS/SL+·/SP
SBS·EBS	SBS/SL+·/SP+EBS/SL
4사	4/SN+사/NNG
구성작가협의회는	구성/NNG+작가/NNG+협의회/NNG+는/JX
15일	15/SN+일/NNB
"광주MBC는	"/SS+광주MBC/NNP+는/JX
작가들에	작가/NNG+들/XSN+에/JKB
대한	대하/VV+ㄴ/ETM
반인권적	반/XPN+인권/NNG+적/XSN
처우를	처우/NNG+를/JKO
사과,	사과/NNG+,/SP
개선하고	개선/NNG+하/XSV+고/EC
보복성	보복/NNG+성/XSN
부당해고를	부당/NNG+해고/NNG+를/JKO
즉각	즉각/MAG
철회하라"고	철회/NNG+하/XSV+라/EF+"/SS+고/JKQ
촉구했다.	촉구/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.411.9.1
이들은 "방송작가는 프로그램의 기획, 취재·내용구성, 최종 대본작성까지 PD와 파트너십을 유지하며 프로그램 제작을 이끌어온 방송의 중심축"이라며 "이번 광주MBC 경영진이 보인 작가에 대한 반인권적인 처우와 일방적인 부당해고 통보는 그간 방송작가가 전문가집단으로서 방송에 기여해온 바를 무로 돌리는 도발적 사건"이라고 규정했다.

이들은	이/NP+들/XSN+은/JX
"방송작가는	"/SS+방송/NNG+작가/NNG+는/JX
프로그램의	프로그램/NNG+의/JKG
기획,	기획/NNG+,/SP
취재·내용구성,	취재/NNG+·/SP+내용/NNG+구성/NNG+,/SP
최종	최종/NNG
대본작성까지	대본/NNG+작성/NNG+까지/JX
PD와	PD/SL+와/JKB
파트너십을	파트너십/NNG+을/JKO
유지하며	유지/NNG+하/XSV+며/EC
프로그램	프로그램/NNG
제작을	제작/NNG+을/JKO
이끌어온	이끌/VV+어/EC+오/VX+ㄴ/ETM
방송의	방송/NNG+의/JKG
중심축"이라며	중심축/NNG+"/SS+이/VCP+라며/EC
"이번	"/SS+이번/NNG
광주MBC	광주MBC/NNP
경영진이	경영진/NNG+이/JKS
보인	보이/VV+ㄴ/ETM
작가에	작가/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
반인권적인	반/XPN+인권/NNG+적/XSN+이/VCP+ㄴ/ETM
처우와	처우/NNG+와/JC
일방적인	일방/NNG+적/XSN+이/VCP+ㄴ/ETM
부당해고	부당/NNG+해고/NNG
통보는	통보/NNG+는/JX
그간	그/NP+간/XSN
방송작가가	방송/NNG+작가/NNG+가/JKS
전문가집단으로서	전문가/NNG+집단/NNG+으로서/JKB
방송에	방송/NNG+에/JKB
기여해온	기여/NNG+하/XSV+아/EC+오/VX+ㄴ/ETM
바를	바/NNB+를/JKO
무로	무/NNG+로/JKB
돌리는	돌리/VV+는/ETM
도발적	도발/NNG+적/XSN
사건"이라고	사건/NNG+"/SS+이라고/JKQ
규정했다.	규정/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.411.10.1
이어 이들은 "갈등 과정에서 빚어진 만취폭언과 협박 등은 방송작가에 대한 무참한 명예훼손"이라며 "방송작가들은 이번 사태를 깊은 슬픔과 안타까운 마음으로 주시하며, 방송작가 전체에 대한 심각한 도전으로 받아들인다"고 말했다.

이어	이어/MAG
이들은	이/NP+들/XSN+은/JX
"갈등	"/SS+갈등/NNG
과정에서	과정/NNG+에서/JKB
빚어진	빚어지/VV+ㄴ/ETM
만취폭언과	만취/NNG+폭언/NNG+과/JC
협박	협박/NNG
등은	등/NNB+은/JX
방송작가에	방송/NNG+작가/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
무참한	무참하/VA+ㄴ/ETM
명예훼손"이라며	명예/NNG+훼손/NNG+"/SS+이/VCP+라며/EC
"방송작가들은	"/SS+방송/NNG+작가/NNG+들/XSN+은/JX
이번	이번/NNG
사태를	사태/NNG+를/JKO
깊은	깊/VA+은/ETM
슬픔과	슬픔/NNG+과/JC
안타까운	안타깝/VA+ㄴ/ETM
마음으로	마음/NNG+으로/JKB
주시하며,	주시/NNG+하/XSV+며/EC+,/SP
방송작가	방송/NNG+작가/NNG
전체에	전체/NNG+에/JKB
심각한	심각하/VA+ㄴ/ETM
도전으로	도전/NNG+으로/JKB
받아들인다"고	받아들이/VV+ㄴ다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.411.11.1
이들에 따르면, 광주MBC는 업무환경을 개선한다며 비정규직인 작가들과 리포터, 행정인력 등을 사무실 한쪽에 몰아놓고 서랍도 없는 반쪽짜리 독서실용 책상에서 일하게 했다.

이들에	이/NP+들/XSN+에/JKB
따르면,	따르/VV+면/EC+,/SP
광주MBC는	광주MBC/NNP+는/JX
업무환경을	업무/NNG+환경/NNG+을/JKO
개선한다며	개선/NNG+하/XSV+ㄴ다며/EC
비정규직인	비/XPN+정규직/NNG+이/VCP+ㄴ/ETM
작가들과	작가/NNG+들/XSN+과/JC
리포터,	리포터/NNG+,/SP
행정인력	행정/NNG+인력/NNG
등을	등/NNB+을/JKO
사무실	사무실/NNG
한쪽에	한쪽/NNG+에/JKB
몰아놓고	몰/VV+아/EC+놓/VX+고/EC
서랍도	서랍/NNG+도/JX
없는	없/VA+는/ETM
반쪽짜리	반쪽/NNG+짜리/XSN
독서실용	독서실/NNG+용/XSN
책상에서	책상/NNG+에서/JKB
일하게	일/NNG+하/XSV+게/EC
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000030.411.11.2
방송제작을 위해 필수적인 인터넷망조차 제공하지 않아 개인의 스마트폰을 이용해 업무를 봐야했다.

방송제작을	방송/NNG+제작/NNG+을/JKO
위해	위하/VV+아/EC
필수적인	필수/NNG+적/XSN+이/VCP+ㄴ/ETM
인터넷망조차	인터넷망/NNG+조차/JX
제공하지	제공/NNG+하/XSV+지/EC
않아	않/VX+아/EC
개인의	개인/NNG+의/JKG
스마트폰을	스마트폰/NNG+을/JKO
이용해	이용/NNG+하/XSV+아/EC
업무를	업무/NNG+를/JKO
봐야했다.	보/VV+아야/EC+하/VX+았/EP+다/EF+./SF


# id : NWRW1800000030.411.12.1
이들은 "무책임한 태도로 사태를 악화시킨 경영진은 공개사과하고 즉각 해결에 나서라"며 "새로운 작가를 위한 채용공고를 즉각 철회하고 9명의 작가 모두를 조속히, 조건 없이 현업에 복귀시켜라"고 촉구했다.

이들은	이/NP+들/XSN+은/JX
"무책임한	"/SS+무/XPN+책임/NNG+하/XSA+ㄴ/ETM
태도로	태도/NNG+로/JKB
사태를	사태/NNG+를/JKO
악화시킨	악화/NNG+시키/XSV+ㄴ/ETM
경영진은	경영진/NNG+은/JX
공개사과하고	공개/NNG+사과/NNG+하/XSV+고/EC
즉각	즉각/MAG
해결에	해결/NNG+에/JKB
나서라"며	나서/VV+라/EF+"/SS+며/EC
"새로운	"/SS+새롭/VA+ㄴ/ETM
작가를	작가/NNG+를/JKO
위한	위하/VV+ㄴ/ETM
채용공고를	채용/NNG+공고/NNG+를/JKO
철회하고	철회/NNG+하/XSV+고/EC
9명의	9/SN+명/NNB+의/JKG
작가	작가/NNG
모두를	모두/NNG+를/JKO
조속히,	조속히/MAG+,/SP
조건	조건/NNG
없이	없이/MAG
현업에	현업/NNG+에/JKB
복귀시켜라"고	복귀/NNG+시키/XSV+어라/EF+"/SS+고/JKQ
촉구했다.	촉구/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.411.13.1
전교조 광주지부도 14일 "광주MBC의 작가들에 대한 대우는 모욕감을 느끼기에 충분할 정도로 차별적이고 부당했다"며 "부당해고한 작가들을 원상복직시켜 방송제작에 복무케 하고, 구성작가들에 대한 처우를 획기적으로 개선하라"고 요구했다.

전교조	전교조/NNP
광주지부도	광주/NNP+지부/NNG+도/JX
14일	14/SN+일/NNB
"광주MBC의	"/SS+광주MBC/NNP+의/JKG
작가들에	작가/NNG+들/XSN+에/JKB
대한	대하/VV+ㄴ/ETM
대우는	대우/NNG+는/JX
모욕감을	모욕감/NNG+을/JKO
느끼기에	느끼/VV+기/ETN+에/JKB
충분할	충분하/VA+ㄹ/ETM
정도로	정도/NNG+로/JKB
차별적이고	차별/NNG+적/XSN+이/VCP+고/EC
부당했다"며	부당/NNG+하/XSA+았/EP+다/EF+"/SS+며/EC
"부당해고한	"/SS+부당/NNG+해고/NNG+하/XSV+ㄴ/ETM
작가들을	작가/NNG+들/XSN+을/JKO
원상복직시켜	원상/NNG+복직/NNG+시키/XSV+어/EC
방송제작에	방송/NNG+제작/NNG+에/JKB
복무케	복무/NNG+하/XSV+게/EC
하고,	하/VX+고/EC+,/SP
구성작가들에	구성/NNG+작가/NNG+들/XSN+에/JKB
처우를	처우/NNG+를/JKO
획기적으로	획기적/NNG+으로/JKB
개선하라"고	개선/NNG+하/XSV+라/EF+"/SS+고/JKQ
요구했다.	요구/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.411.13.2
앞서 민주당 광주시당과 진보신당 광주시당 등 정치권에서도 비판 성명을 냈다.

앞서	앞서/MAG
민주당	민주당/NNP
광주시당과	광주시/NNP+당/NNG+과/JC
진보신당	진보신당/NNP
광주시당	광주시/NNP+당/NNG
등	등/NNB
정치권에서도	정치/NNG+권/XSN+에서/JKB+도/JX
비판	비판/NNG
성명을	성명/NNG+을/JKO
냈다.	내/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.411.14.1
이에 대해 광주MBC 이연수 편성제작국장은 "작가들은 프리랜서로 프로그램 계약서도 별도로 존재하지 않는다"며 "상시근로자를 고용해지했을 때 '해고'란 단어를 쓰기 때문에 '집단 해고'란 표현은 적절치 않다"고 말했다.

이에	이/NP+에/JKB
대해	대하/VV+아/EC
광주MBC	광주MBC/NNP
이연수	이연수/NNP
편성제작국장은	편성/NNG+제작국장/NNG+은/JX
"작가들은	"/SS+작가/NNG+들/XSN+은/JX
프리랜서로	프리랜서/NNG+로/JKB
프로그램	프로그램/NNG
계약서도	계약서/NNG+도/JX
별도로	별도/NNG+로/JKB
존재하지	존재/NNG+하/XSV+지/EC
않는다"며	않/VX+는다/EF+"/SS+며/EC
"상시근로자를	"/SS+상시/NNG+근로자/NNG+를/JKO
고용해지했을	고용/NNG+해지/NNG+하/XSV+았/EP+을/ETM
때	때/NNG
'해고'란	'/SS+해고/NNG+'/SS+이/VCP+란/ETM
단어를	단어/NNG+를/JKO
쓰기	쓰/VV+기/ETN
때문에	때문/NNB+에/JKB
'집단	'/SS+집단/NNG
해고'란	해고/NNG+'/SS+이/VCP+란/ETM
표현은	표현/NNG+은/JX
적절치	적절하/VA+지/EC
않다"고	않/VX+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.411.14.2
이 국장은 "구성작가 9명이 일방 해고된 게 아니라 1명을 그만두게 했으며, 동료 작가들이 동조하면서 일이 커졌다"며 "사실상 피해자는 작가가 아니고 광주MBC"라고 주장했다.

이	이/NNP
국장은	국장/NNG+은/JX
"구성작가	"/SS+구성/NNG+작가/NNG
9명이	9/SN+명/NNB+이/JKS
일방	일방/NNG
해고된	해고/NNG+되/XSV+ㄴ/ETM
게	거/NNB+이/JKC
아니라	아니/VCN+라/EC
1명을	1/SN+명/NNB+을/JKO
그만두게	그만두/VV+게/EC
했으며,	하/VX+았/EP+으며/EC+,/SP
동료	동료/NNG
작가들이	작가/NNG+들/XSN+이/JKS
동조하면서	동조/NNG+하/XSV+면서/EC
일이	일/NNG+이/JKS
커졌다"며	커지/VV+었/EP+다/EF+"/SS+며/EC
"사실상	"/SS+사실/NNG+상/XSN
피해자는	피해자/NNG+는/JX
작가가	작가/NNG+가/JKC
아니고	아니/VCN+고/EC
광주MBC"라고	광주MBC/NNP+"/SS+라고/JKQ
주장했다.	주장/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.411.15.1
이에 대해 구성작협의회는 "광주MBC는 자유계약직인 프리랜서를 강조하지만 그간 지방방송국의 열악한 재정 등을 이유로 작가들은 상근직이나 다름없이 출퇴근을 하며 행정업무까지 요구받아왔다"며 "일할 때는 야근도 밤샘도 본업 외의 업무까지도 말없이 감수해야 하는 '우리 팀'이고 자를 때는 언제든 계약해지 할 수 있는 '프리랜서'라는 것은 기만이며 사회적으로도 비난받아 마땅한 이중적인 태도"라고 반박했다.

이에	이/NP+에/JKB
대해	대하/VV+아/EC
구성작협의회는	구성/NNG+작/NA+협의회/NNG+는/JX
"광주MBC는	"/SS+광주MBC/NNP+는/JX
자유계약직인	자유/NNG+계약직/NNG+이/VCP+ㄴ/ETM
프리랜서를	프리랜서/NNG+를/JKO
강조하지만	강조/NNG+하/XSV+지만/EC
그간	그/NP+간/XSN
지방방송국의	지방/NNG+방송국/NNG+의/JKG
열악한	열악하/VA+ㄴ/ETM
재정	재정/NNG
등을	등/NNB+을/JKO
이유로	이유/NNG+로/JKB
작가들은	작가/NNG+들/XSN+은/JX
상근직이나	상근직/NNG+이나/JX
다름없이	다름없이/MAG
출퇴근을	출퇴근/NNG+을/JKO
하며	하/VV+며/EC
행정업무까지	행정/NNG+업무/NNG+까지/JX
요구받아왔다"며	요구/NNG+받/XSV+아/EC+오/VX+았/EP+다/EF+"/SS+며/EC
"일할	"/SS+일/NNG+하/XSV+ㄹ/ETM
때는	때/NNG+는/JX
야근도	야근/NNG+도/JX
밤샘도	밤샘/NNG+도/JX
본업	본업/NNG
외의	외/NNB+의/JKG
업무까지도	업무/NNG+까지/JX+도/JX
말없이	말없이/MAG
감수해야	감수/NNG+하/XSV+아야/EC
하는	하/VX+는/ETM
'우리	'/SS+우리/NP
팀'이고	팀/NNG+'/SS+이/VCP+고/EC
자를	자르/VV+ㄹ/ETM
언제든	언제/NP+든/JX
계약해지	계약/NNG+해지/NNG
할	하/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
'프리랜서'라는	'/SS+프리랜서/NNG+'/SS+이/VCP+라는/ETM
것은	것/NNB+은/JX
기만이며	기만/NNG+이/VCP+며/EC
사회적으로도	사회/NNG+적/XSN+으로/JKB+도/JX
비난받아	비난/NNG+받/XSV+아/EC
마땅한	마땅하/VA+ㄴ/ETM
이중적인	이중/NNG+적/XSN+이/VCP+ㄴ/ETM
태도"라고	태도/NNG+"/SS+라고/JKQ
반박했다.	반박/NNG+하/XSV+았/EP+다/EF+./SF


