# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000025.210
metadata : {}


# id : NWRW1800000025.210.1.1
[Prime TOWN]“나만의 풀이법 자랑해야지… 토론식 수업 기다려져요”

[Prime	[/SS+Prime/SL
발표하고	발표/NNG+하/XSV+고/EC
토론하는	토론/NNG+하/XSV+는/ETM
데	데/NNB
할애한다.	할애/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000025.210.4.6
박 양은 “토론식 수업에 참여하기 위해 자연스럽게 예습도 하고 스스로 공부하는 습관이 길러졌다”고 말했다.

박	박/NNP
양은	양/NNB+은/JX
“토론식	“/SS+토론식/NNG
수업에	수업/NNG+에/JKB
참여하기	참여/NNG+하/XSV+기/ETN
위해	위하/VV+아/EC
자연스럽게	자연/NNG+스럽/XSA+게/EC
예습도	예습/NNG+도/JX
하고	하/VV+고/EC
스스로	스스로/MAG
공부하는	공부/NNG+하/XSV+는/ETM
습관이	습관/NNG+이/JKS
길러졌다”고	기르/VV+어/EC+지/VX+었/EP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.210.5.1
뉴스터디 학원에선 어떤 방법으로 학생들의 자기주도 학습을 유도하고 있을까.》

뉴스터디	뉴스터디/NNP
학원에선	학원/NNG+에서/JKB+ㄴ/JX
어떤	어떤/MMD
방법으로	방법/NNG+으로/JKB
학생들의	학생/NNG+들/XSN+의/JKG
자기주도	자기/NNG+주도/NNG
학습을	학습/NNG+을/JKO
유도하고	유도/NNG+하/XSV+고/EC
있을까.》	있/VX+을까/EF+./SF+》/SS


# id : NWRW1800000025.210.6.1
○ “친구들 앞에서 수학풀이 제대로 하려면 먼저 스스로 공부해야 해요”

○	○/SW
“친구들	“/SS+친구/NNG+들/XSN
앞에서	앞/NNG+에서/JKB
수학풀이	수학/NNG+풀이/NNG
제대로	제대로/MAG
하려면	하/VV+려면/EC
먼저	먼저/MAG
스스로	스스로/MAG
공부해야	공부/NNG+하/XSV+아야/EC
해요”	하/VX+아요/EF+”/SS


# id : NWRW1800000025.210.7.1
이 학원에선 모든 학생이 토론, 발표식으로 수업한다.

이	이/MMD
학원에선	학원/NNG+에서/JKB+ㄴ/JX
모든	모든/MMN
학생이	학생/NNG+이/JKS
토론,	토론/NNG+,/SP
발표식으로	발표식/NNG+으로/JKB
수업한다.	수업/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000025.210.7.2
학생들은 집에서 정해진 과제를 해야 한다.

학생들은	학생/NNG+들/XSN+은/JX
집에서	집/NNG+에서/JKB
정해진	정하/VV+아/EC+지/VX+ㄴ/ETM
과제를	과제/NNG+를/JKO
해야	하/VV+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000025.210.7.3
학원에 오면 학생들은 잘 모르는 개념에 대해 강사의 설명을 듣고 다시 비슷한 유형의 문제를 푼다.

학원에	학원/NNG+에/JKB
오면	오/VV+면/EC
학생들은	학생/NNG+들/XSN+은/JX
잘	잘/MAG
모르는	모르/VV+는/ETM
개념에	개념/NNG+에/JKB
대해	대하/VV+아/EC
강사의	강사/NNG+의/JKG
설명을	설명/NNG+을/JKO
듣고	듣/VV+고/EC
다시	다시/MAG
비슷한	비슷하/VA+ㄴ/ETM
유형의	유형/NNG+의/JKG
문제를	문제/NNG+를/JKO
푼다.	풀/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.210.7.4
이후에 진행되는 과정이 이 학원의 특징이다.

이후에	이후/NNG+에/JKB
진행되는	진행/NNG+되/XSV+는/ETM
과정이	과정/NNG+이/JKS
이	이/MMD
학원의	학원/NNG+의/JKG
특징이다.	특징/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000025.210.7.5
학생들은 돌아가며 칠판 앞으로 나와 자신의 풀이과정을 설명한다.

학생들은	학생/NNG+들/XSN+은/JX
돌아가며	돌아가/VV+며/EC
칠판	칠판/NNG
앞으로	앞/NNG+으로/JKB
나와	나오/VV+아/EC
자신의	자신/NNG+의/JKG
풀이과정을	풀이/NNG+과정/NNG+을/JKO
설명한다.	설명/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000025.210.7.6
발표를 마치면 다른 학생이 발표한 것을 듣고 질문한다.

발표를	발표/NNG+를/JKO
마치면	마치/VV+면/EC
다른	다른/MMD
학생이	학생/NNG+이/JKS
발표한	발표/NNG+하/XSV+ㄴ/ETM
것을	것/NNB+을/JKO
듣고	듣/VV+고/EC
질문한다.	질문/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000025.210.7.7
학생들은 서로 다른 풀이법을 제안하기도 한다.

학생들은	학생/NNG+들/XSN+은/JX
서로	서로/MAG
다른	다른/MMD
풀이법을	풀이법/NNG+을/JKO
제안하기도	제안/NNG+하/XSV+기/ETN+도/JX
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000025.210.7.8
자연스럽게 모든 구성원이 수업에 적극적으로 참여하게 된다.

자연스럽게	자연/NNG+스럽/XSA+게/EC
모든	모든/MMN
구성원이	구성원/NNG+이/JKS
수업에	수업/NNG+에/JKB
적극적으로	적극/NNG+적/XSN+으로/JKB
참여하게	참여/NNG+하/XSV+게/EC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.210.8.1
토론과정을 거치기 때문에 단순 암기식 교육에서 얻을 수 없는 창의적인 학습이 가능하다.

토론과정을	토론/NNG+과정/NNG+을/JKO
거치기	거치/VV+기/ETN
때문에	때문/NNB+에/JKB
단순	단순/NNG
암기식	암기식/NNG
교육에서	교육/NNG+에서/JKB
얻을	얻/VV+을/ETM
수	수/NNB
없는	없/VA+는/ETM
창의적인	창의/NNG+적/XSN+이/VCP+ㄴ/ETM
학습이	학습/NNG+이/JKS
가능하다.	가능/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000025.210.8.2
학생은 스스로 문제해결방법을 생각하면서 성취감을 맛볼 수 있다.

학생은	학생/NNG+은/JX
스스로	스스로/MAG
문제해결방법을	문제/NNG+해결/NNG+방법/NNG+을/JKO
생각하면서	생각/NNG+하/XSV+면서/EC
성취감을	성취감/NNG+을/JKO
맛볼	맛보/VV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000025.210.8.3
발표도 중요하다.

발표도	발표/NNG+도/JX
중요하다.	중요/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000025.210.8.4
학생들은 친구들과 서로 의견을 교환하면서 다양한 문제해결방법을 알게 되고 자신의 의견을 전달하면서 학습에 대한 자신감을 높인다.

학생들은	학생/NNG+들/XSN+은/JX
친구들과	친구/NNG+들/XSN+과/JKB
서로	서로/MAG
의견을	의견/NNG+을/JKO
교환하면서	교환/NNG+하/XSV+면서/EC
다양한	다양/NNG+하/XSA+ㄴ/ETM
문제해결방법을	문제/NNG+해결/NNG+방법/NNG+을/JKO
알게	알/VV+게/EC
되고	되/VV+고/EC
자신의	자신/NNG+의/JKG
전달하면서	전달/NNG+하/XSV+면서/EC
학습에	학습/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
자신감을	자신감/NNG+을/JKO
높인다.	높이/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.210.9.1
특히 수학 과목은 토론발표식 수업과 잘 맞다.

특히	특히/MAG
수학	수학/NNG
과목은	과목/NNG+은/JX
토론발표식	토론/NNG+발표식/NNG
수업과	수업/NNG+과/JKB
잘	잘/MAG
맞다.	맞/VV+다/EF+./SF


# id : NWRW1800000025.210.9.2
이야기를 하면서 수업을 하면 개념을 쉽게 이해할 수 있고 창의적으로 생각할 수 있게 된다.

이야기를	이야기/NNG+를/JKO
하면서	하/VV+면서/EC
수업을	수업/NNG+을/JKO
하면	하/VV+면/EC
개념을	개념/NNG+을/JKO
쉽게	쉽/VA+게/EC
이해할	이해/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있고	있/VA+고/EC
창의적으로	창의/NNG+적/XSN+으로/JKB
생각할	생각/NNG+하/XSV+ㄹ/ETM
있게	있/VA+게/EC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.210.9.3
뉴스터디에서 공부하는 초등 5학년 김효식 군(11)은 “때론 친구들 앞에서 나만의 풀이방법을 자랑하고 싶어서 다른 방법을 고민할 때가 있다”고 말했다.

뉴스터디에서	뉴스터디/NNP+에서/JKB
공부하는	공부/NNG+하/XSV+는/ETM
초등	초등/NNG
5학년	5/SN+학년/NNG
김효식	김효식/NNP
군(11)은	군/NNB+(/SS+11/SN+)/SS+은/JX
“때론	“/SS+때로/MAG+ㄴ/JX
친구들	친구/NNG+들/XSN
앞에서	앞/NNG+에서/JKB
나만의	나/NP+만/JX+의/JKG
풀이방법을	풀이/NNG+방법/NNG+을/JKO
자랑하고	자랑/NNG+하/XSV+고/EC
싶어서	싶/VX+어서/EC
다른	다른/MMD
방법을	방법/NNG+을/JKO
고민할	고민/NNG+하/XSV+ㄹ/ETM
때가	때/NNG+가/JKS
있다”고	있/VA+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.210.9.4
같은 학년 이지연 양(11)은 “수업에 참여하기 위해 미리 문제를 풀어보고 준비해야 한다”면서 “먼저 개념을 잘 알아야 친구들에게 제대로 전달할 수 있기 때문에 혼자 공부하는 시간이 늘었다”고 말했다.

같은	같/VA+은/ETM
학년	학년/NNG
이지연	이지연/NNP
양(11)은	양/NNB+(/SS+11/SN+)/SS+은/JX
“수업에	“/SS+수업/NNG+에/JKB
참여하기	참여/NNG+하/XSV+기/ETN
위해	위하/VV+아/EC
미리	미리/MAG
문제를	문제/NNG+를/JKO
풀어보고	풀/VV+어/EC+보/VX+고/EC
준비해야	준비/NNG+하/XSV+아야/EC
한다”면서	하/VX+ㄴ다/EF+”/SS+면서/EC
“먼저	“/SS+먼저/MAG
개념을	개념/NNG+을/JKO
잘	잘/MAG
알아야	알/VV+아야/EC
친구들에게	친구/NNG+들/XSN+에게/JKB
제대로	제대로/MAG
전달할	전달/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있기	있/VA+기/ETN
때문에	때문/NNB+에/JKB
혼자	혼자/MAG
공부하는	공부/NNG+하/XSV+는/ETM
시간이	시간/NNG+이/JKS
늘었다”고	늘/VV+었/EP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.210.10.1
뉴스터디 초중학생 단과반은 초등 3학년∼중학교 3학년을 대상으로 토론발표식 수학수업을 진행한다.

뉴스터디	뉴스터디/NNP
초중학생	초중학생/NNG
단과반은	단과반/NNG+은/JX
초등	초등/NNG
3학년∼중학교	3/SN+학년/NNG+∼/SO+중학교/NNG
3학년을	3/SN+학년/NNG+을/JKO
대상으로	대상/NNG+으로/JKB
토론발표식	토론/NNG+발표식/NNG
수학수업을	수학/NNG+수업/NNG+을/JKO
진행한다.	진행/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000025.210.10.2
초등수학 단과반은 학년에 맞춰 수업을 진행하는 ‘개념반’과 선행학습과 심화문제를 푸는 ‘심화반’으로 나뉜다.

초등수학	초등/NNG+수학/NNG
단과반은	단과반/NNG+은/JX
학년에	학년/NNG+에/JKB
맞춰	맞추/VV+어/EC
수업을	수업/NNG+을/JKO
진행하는	진행/NNG+하/XSV+는/ETM
‘개념반’과	‘/SS+개념/NNG+반/NNG+’/SS+과/JC
선행학습과	선행/NNG+학습/NNG+과/JC
심화문제를	심화/NNG+문제/NNG+를/JKO
푸는	풀/VV+는/ETM
‘심화반’으로	‘/SS+심화반/NNG+’/SS+으로/JKB
나뉜다.	나뉘/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.210.10.3
중학교 수학도 마찬가지.

중학교	중학교/NNG
수학도	수학/NNG+도/JX
마찬가지.	마찬가지/NNG+./SF


# id : NWRW1800000025.210.10.4
특목고를 준비하는 학생을 위해 중등심화반과 한국수학올림피아드(KMO) 특강을 진행한다.

특목고를	특목고/NNG+를/JKO
준비하는	준비/NNG+하/XSV+는/ETM
학생을	학생/NNG+을/JKO
위해	위하/VV+아/EC
중등심화반과	중등/NNG+심화반/NNG+과/JC
한국수학올림피아드(KMO)	한국/NNP+수학/NNG+올림피아드/NNG+(/SS+KMO/SL+)/SS
특강을	특강/NNG+을/JKO
진행한다.	진행/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000025.210.11.1
○ 학원(심포니)+가정(스마일스터디)=자기주도 학습 쑥쑥!

○	○/SW
학원(심포니)+가정(스마일스터디)=자기주도	학원/NNG+(/SS+심포니/NNG+)/SS++/SW+가정/NNG+(/SS+스마일스터디/NNG+)/SS+=/SW+자기/NNG+주도/NNG
학습	학습/NNG
쑥쑥!	쑥쑥/MAG+!/SF


# id : NWRW1800000025.210.12.1
이 학원에는 특별한 온라인 교육시스템이 있다.

이	이/MMD
학원에는	학원/NNG+에/JKB+는/JX
특별한	특별/NNG+하/XSA+ㄴ/ETM
온라인	온라인/NNG
교육시스템이	교육/NNG+시스템/NNG+이/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000025.210.12.2
뉴스터디의 10년의 교육 노하우를 담아 자체개발한 ‘스마일스터디’가 바로 그것.

뉴스터디의	뉴스터디/NNP+의/JKG
10년의	10/SN+년/NNB+의/JKG
교육	교육/NNG
노하우를	노하우/NNG+를/JKO
담아	담/VV+아/EC
자체개발한	자체/NNG+개발/NNG+하/XSV+ㄴ/ETM
‘스마일스터디’가	‘/SS+스마일스터디/NNG+’/SS+가/JKS
바로	바로/MAG
그것.	그것/NP+./SF


# id : NWRW1800000025.210.12.3
학원은 학생에게 스마일스터디 전용 교재를 제공하고 학생의 수준에 따라 맞춤형 교육 프로그램을 서비스한다.

학원은	학원/NNG+은/JX
학생에게	학생/NNG+에게/JKB
스마일스터디	스마일스터디/NNG
전용	전용/NNG
교재를	교재/NNG+를/JKO
제공하고	제공/NNG+하/XSV+고/EC
학생의	학생/NNG+의/JKG
수준에	수준/NNG+에/JKB
따라	따르/VV+아/EC
맞춤형	맞춤/NNG+형/XSN
교육	교육/NNG
프로그램을	프로그램/NNG+을/JKO
서비스한다.	서비스/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000025.210.12.4
효과적인 토론발표식 수업을 위해 가정에서 온라인으로 준비할 수 있도록 한 것이다.

효과적인	효과/NNG+적/XSN+이/VCP+ㄴ/ETM
토론발표식	토론/NNG+발표식/NNG
수업을	수업/NNG+을/JKO
위해	위하/VV+아/EC
가정에서	가정/NNG+에서/JKB
온라인으로	온라인/NNG+으로/JKB
준비할	준비/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있도록	있/VA+도록/EC
한	하/VV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000025.210.12.5
또한 학생들의 취약점을 분석해 부족한 부분에 대한 동영상 강의를 제공한다.

또한	또한/MAG
학생들의	학생/NNG+들/XSN+의/JKG
취약점을	취약점/NNG+을/JKO
분석해	분석/NNG+하/XSV+아/EC
부족한	부족/NNG+하/XSA+ㄴ/ETM
부분에	부분/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
동영상	동영상/NNG
강의를	강의/NNG+를/JKO
제공한다.	제공/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000025.210.13.1
스마일스터디엔 뉴스터디가 가진 수학전문교재를 엄선해 디지털작업을 거친 콘텐츠가 있다.

스마일스터디엔	스마일스터디/NNG+에/JKB+ㄴ/JX
뉴스터디가	뉴스터디/NNP+가/JKS
가진	가지/VV+ㄴ/ETM
수학전문교재를	수학/NNG+전문/NNG+교재/NNG+를/JKO
엄선해	엄선/NNG+하/XSV+아/EC
디지털작업을	디지털/NNG+작업/NNG+을/JKO
거친	거치/VV+ㄴ/ETM
콘텐츠가	콘텐츠/NNG+가/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000025.210.13.2
토론식 수업 전문 강사가 문제풀이를 강의한 것을 들을 수 있다.

토론식	토론식/NNG
수업	수업/NNG
전문	전문/NNG
강사가	강사/NNG+가/JKS
문제풀이를	문제/NNG+풀이/NNG+를/JKO
강의한	강의/NNG+하/XSV+ㄴ/ETM
것을	것/NNB+을/JKO
들을	듣/VV+을/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000025.210.13.3
△개념강의 △전자칠판 문제풀이 △오답노트 △모의고사 해설 강의 △학습커뮤니티 등을 운영해 오프라인 학원 교육의 한계를 극복하려고 노력했다.

△개념강의	△/SW+개념/NNG+강의/NNG
△전자칠판	△/SW+전자/NNG+칠판/NNG
문제풀이	문제/NNG+풀이/NNG
△오답노트	△/SW+오답/NNG+노트/NNG
△모의고사	△/SW+모의고사/NNG
해설	해설/NNG
강의	강의/NNG
△학습커뮤니티	△/SW+학습/NNG+커뮤니티/NNG
등을	등/NNB+을/JKO
운영해	운영/NNG+하/XSV+아/EC
오프라인	오프라인/NNG
학원	학원/NNG
교육의	교육/NNG+의/JKG
한계를	한계/NNG+를/JKO
극복하려고	극복/NNG+하/XSV+려고/EC
노력했다.	노력/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.210.13.4
학생들은 스마일스터디 사이트에서 문제를 풀고 답을 체크한 뒤 틀린 문제를 여러 번 반복해 푼다.

학생들은	학생/NNG+들/XSN+은/JX
스마일스터디	스마일스터디/NNG
사이트에서	사이트/NNG+에서/JKB
문제를	문제/NNG+를/JKO
풀고	풀/VV+고/EC
답을	답/NNG+을/JKO
체크한	체크/NNG+하/XSV+ㄴ/ETM
뒤	뒤/NNG
틀린	틀리/VV+ㄴ/ETM
여러	여러/MMN
번	번/NNB
반복해	반복/NNG+하/XSV+아/EC
푼다.	풀/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.210.13.5
강사는 학생이 가정에서 과제를 잘하고 있는지 온라인으로 확인하고 일대일로 학습 관리를 한다.

강사는	강사/NNG+는/JX
학생이	학생/NNG+이/JKS
가정에서	가정/NNG+에서/JKB
과제를	과제/NNG+를/JKO
잘하고	잘/MAG+하/XSV+고/EC
있는지	있/VX+는지/EC
온라인으로	온라인/NNG+으로/JKB
확인하고	확인/NNG+하/XSV+고/EC
일대일로	일대일/NNG+로/JKB
학습	학습/NNG
관리를	관리/NNG+를/JKO
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.210.14.1
최근 타임교육은 쌍방향 멀티미디어 시스템인 ‘심포니’를 뉴스터디 수업에 접목했다.

최근	최근/NNG
타임교육은	타임교육/NNP+은/JX
쌍방향	쌍방향/NNG
멀티미디어	멀티미디어/NNG
시스템인	시스템/NNG+이/VCP+ㄴ/ETM
‘심포니’를	‘/SS+심포니/NNG+’/SS+를/JKO
뉴스터디	뉴스터디/NNP
수업에	수업/NNG+에/JKB
접목했다.	접목/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.210.14.2
심포니 수업은 스마트펜과 태블릿 PC, 블루투스로 이뤄진다.

심포니	심포니/NNG
수업은	수업/NNG+은/JX
스마트펜과	스마트/NNG+펜/NNG+과/JC
태블릿	태블릿/NNG
PC,	PC/SL+,/SP
블루투스로	블루투스/NNG+로/JKB
이뤄진다.	이뤄지/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.210.14.3
학생들이 스마트펜으로 쓰는 풀이과정은 모두 강사의 태블릿 PC로 전송돼 강사가 확인할 수 있으며 학생들은 스크린 모니터를 통해 자신의 풀이과정을 친구들과 공유할 수 있다.

학생들이	학생/NNG+들/XSN+이/JKS
스마트펜으로	스마트/NNG+펜/NNG+으로/JKB
쓰는	쓰/VV+는/ETM
풀이과정은	풀이/NNG+과정/NNG+은/JX
모두	모두/MAG
강사의	강사/NNG+의/JKG
태블릿	태블릿/NNG
PC로	PC/SL+로/JKB
전송돼	전송/NNG+되/XSV+어/EC
강사가	강사/NNG+가/JKS
확인할	확인/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있으며	있/VA+으며/EC
학생들은	학생/NNG+들/XSN+은/JX
스크린	스크린/NNG
모니터를	모니터/NNG+를/JKO
통해	통하/VV+아/EC
자신의	자신/NNG+의/JKG
풀이과정을	풀이/NNG+과정/NNG+을/JKO
친구들과	친구/NNG+들/XSN+과/JKB
공유할	공유/NNG+하/XSV+ㄹ/ETM
있다.	있/VA+다/EF+./SF


# id : NWRW1800000025.210.14.4
