# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.369
metadata : {}


# id : NWRW1800000030.369.1.1
[수도권] "여기가 바로…" 서울서 되살아난 '역사의 현장'

[수도권]	[/SS+수도/NNG+권/XSN+]/SS
도시개발 과정에서 훼손되고 사라질 위기에 놓였던 역사 속 인물들의 가옥 등 이들의 발자취를 더듬어볼 수 있는 유적들이 속속 복원돼 공개된다.

도시개발	도시/NNG+개발/NNG
과정에서	과정/NNG+에서/JKB
훼손되고	훼손/NNG+되/XSV+고/EC
사라질	사라지/VV+ㄹ/ETM
위기에	위기/NNG+에/JKB
놓였던	놓이/VV+었/EP+던/ETM
역사	역사/NNG
속	속/NNG
인물들의	인물/NNG+들/XSN+의/JKG
가옥	가옥/NNG
등	등/NNB
이들의	이/NP+들/XSN+의/JKG
발자취를	발자취/NNG+를/JKO
더듬어볼	더듬/VV+어/EC+보/VX+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
유적들이	유적/NNG+들/XSN+이/JKS
속속	속속/MAG
복원돼	복원/NNG+되/XSV+어/EC
공개된다.	공개/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.369.4.2
역사적 인물들의 유적 복원사업은 2004년부터 시작된 서울시의 뉴타운 사업과 맞물리고 있다.

역사적	역사/NNG+적/XSN
인물들의	인물/NNG+들/XSN+의/JKG
유적	유적/NNG
복원사업은	복원/NNG+사업/NNG+은/JX
2004년부터	2004/SN+년/NNB+부터/JX
시작된	시작/NNG+되/XSV+ㄴ/ETM
서울시의	서울시/NNP+의/JKG
뉴타운	뉴타운/NNG
사업과	사업/NNG+과/JKB
맞물리고	맞물리/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000030.369.4.3
같은 해 종로구 누하동에 있는 동양화가 청전(靑田) 이상범의 가옥이 일대 재개발 사업 과정에서 사라질 위기에 놓였다.

같은	같/VA+은/ETM
해	해/NNG
종로구	종로구/NNP
누하동에	누하동/NNP+에/JKB
있는	있/VA+는/ETM
동양화가	동양화가/NNG
청전(靑田)	청전/NNP+(/SS+靑田/SH+)/SS
이상범의	이상범/NNP+의/JKG
가옥이	가옥/NNG+이/JKS
일대	일대/NNG
재개발	재/XPN+개발/NNG
사업	사업/NNG
과정에서	과정/NNG+에서/JKB
사라질	사라지/VV+ㄹ/ETM
위기에	위기/NNG+에/JKB
놓였다.	놓이/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.369.4.4
이상범 화백은 조선시대 겸재 정선과 오원 장승업으로 내려온 산수화의 맥을 잇는 대표적인 동양화가로 꼽히고 있다.

이상범	이상범/NNP
화백은	화백/NNG+은/JX
조선시대	조선시대/NNG
겸재	겸재/NNP
정선과	정선/NNP+과/JC
오원	오원/NNP
장승업으로	장승업/NNP+으로/JKB
내려온	내려오/VV+ㄴ/ETM
산수화의	산수화/NNG+의/JKG
맥을	맥/NNG+을/JKO
잇는	잇/VV+는/ETM
대표적인	대표/NNG+적/XSN+이/VCP+ㄴ/ETM
동양화가로	동양화가/NNG+로/JKB
꼽히고	꼽히/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000030.369.4.5
이상범 화백은 이곳에서 1938년부터 30여년간 작품활동을 펼치며 후진 양성에도 나섰다.

이상범	이상범/NNP
화백은	화백/NNG+은/JX
이곳에서	이곳/NP+에서/JKB
1938년부터	1938/SN+년/NNB+부터/JX
30여년간	30/SN+여/XSN+년/NNB+간/XSN
작품활동을	작품/NNG+활동/NNG+을/JKO
펼치며	펼치/VV+며/EC
후진	후진/NNG
양성에도	양성/NNG+에/JKB+도/JX
나섰다.	나서/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.369.5.1
이상범 화백의 후손과 문화단체는 청전의 가옥 보존을 강력하게 요구했고, 서울시는 문화재 지정을 추진하고 땅과 집을 매입했다.

이상범	이상범/NNP
화백의	화백/NNG+의/JKG
후손과	후손/NNG+과/JC
문화단체는	문화/NNG+단체/NNG+는/JX
청전의	청전/NNP+의/JKG
가옥	가옥/NNG
보존을	보존/NNG+을/JKO
강력하게	강력/NNG+하/XSA+게/EC
요구했고,	요구/NNG+하/XSV+았/EP+고/EC+,/SP
서울시는	서울시/NNP+는/JX
문화재	문화재/NNG
지정을	지정/NNG+을/JKO
추진하고	추진/NNG+하/XSV+고/EC
땅과	땅/NNG+과/JC
집을	집/NNG+을/JKO
매입했다.	매입/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.369.5.2
변형된 건물의 내부와 외부를 원래대로 돌려놨고, 청전이 생전에 사용하던 가구를 가져다 놓았다.

변형된	변형/NNG+되/XSV+ㄴ/ETM
건물의	건물/NNG+의/JKG
내부와	내부/NNG+와/JC
외부를	외부/NNG+를/JKO
원래대로	원래/NNG+대로/JX
돌려놨고,	돌려놓/VV+았/EP+고/EC+,/SP
청전이	청전/NNP+이/JKS
생전에	생전/NNG+에/JKB
사용하던	사용/NNG+하/XSV+던/ETM
가구를	가구/NNG+를/JKO
가져다	가지/VV+어다/EC
놓았다.	놓/VX+았/EP+다/EF+./SF


# id : NWRW1800000030.369.5.3
가옥 복원은 지난해 12월에 끝났고, 현재 가옥 옆에 있는 화실(畵室) 복원 공사가 진행 중이다.

가옥	가옥/NNG
복원은	복원/NNG+은/JX
지난해	지난해/NNG
12월에	12/SN+월/NNB+에/JKB
끝났고,	끝나/VV+았/EP+고/EC+,/SP
현재	현재/MAG
옆에	옆/NNG+에/JKB
있는	있/VA+는/ETM
화실(畵室)	화실/NNG+(/SS+畵室/SH+)/SS
복원	복원/NNG
공사가	공사/NNG+가/JKS
진행	진행/NNG
중이다.	중/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000030.369.5.4
내년 초면 이상범 화백의 생가와 화실이 모두 일반에 개방된다.

내년	내년/NNG
초면	초/NNB+이/VCP+면/EC
이상범	이상범/NNP
화백의	화백/NNG+의/JKG
생가와	생가/NNG+와/JC
화실이	화실/NNG+이/JKS
모두	모두/MAG
일반에	일반/NNG+에/JKB
개방된다.	개방/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.369.6.1
지난 2008년에는 '봉선화''고향의 봄'을 작곡한 홍난파의 벽돌집이 원형 그대로 복원돼 문화 공간으로 문을 열었고, 근대 조각가 권진규의 가옥과 작업실이 전의 모습을 되찾았다.

지난	지나/VV+ㄴ/ETM
2008년에는	2008/SN+년/NNB+에/JKB+는/JX
'봉선화''고향의	'/SS+봉선화/NNG+'/SS+'/SS+고향/NNG+의/JKG
봄'을	봄/NNG+'/SS+을/JKO
작곡한	작곡/NNG+하/XSV+ㄴ/ETM
홍난파의	홍난파/NNP+의/JKG
벽돌집이	벽돌집/NNG+이/JKS
원형	원형/NNG
그대로	그대로/MAG
복원돼	복원/NNG+되/XSV+어/EC
문화	문화/NNG
공간으로	공간/NNG+으로/JKB
문을	문/NNG+을/JKO
열었고,	열/VV+었/EP+고/EC+,/SP
근대	근대/NNG
조각가	조각가/NNG
권진규의	권진규/NNP+의/JKG
가옥과	가옥/NNG+과/JC
작업실이	작업실/NNG+이/JKS
전의	전/NNG+의/JKG
모습을	모습/NNG+을/JKO
되찾았다.	되찾/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.369.6.2
권진규는 한국을 대표하는 근대 조각가로, 일본 무사시노미술대학 조각과가 배출한 가장 위대한 졸업생으로 선정되기도 했다.

권진규는	권진규/NNP+는/JX
한국을	한국/NNP+을/JKO
대표하는	대표/NNG+하/XSV+는/ETM
근대	근대/NNG
조각가로,	조각가/NNG+로/JKB+,/SP
일본	일본/NNP
무사시노미술대학	무사시노미술대학/NNP
조각과가	조각과/NNG+가/JKS
배출한	배출/NNG+하/XSV+ㄴ/ETM
가장	가장/MAG
위대한	위대하/VA+ㄴ/ETM
졸업생으로	졸업/NNG+생/XSN+으로/JKB
선정되기도	선정/NNG+되/XSV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000030.369.6.3
권진규는 이 작업실에서 마지막까지 작업을 하다 스스로 목숨을 끊었다.

권진규는	권진규/NNP+는/JX
이	이/MMD
작업실에서	작업실/NNG+에서/JKB
마지막까지	마지막/NNG+까지/JX
작업을	작업/NNG+을/JKO
하다	하/VV+다/EC
스스로	스스로/MAG
목숨을	목숨/NNG+을/JKO
끊었다.	끊/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.369.7.1
서울시는 이 밖에 민간 문화단체와 함께 복원 작업을 확대했고 종로구 평창동에 있는 소설가 박종화, 종로구 원서동에 있는 우리나라 최초의 서양화가 고희동의 가옥 등 모두 5곳을 지정 문화재로 등록하고 보수에 나섰다.

서울시는	서울시/NNP+는/JX
이	이/MMD
밖에	밖/NNG+에/JKB
민간	민간/NNG
문화단체와	문화/NNG+단체/NNG+와/JKB
함께	함께/MAG
복원	복원/NNG
작업을	작업/NNG+을/JKO
확대했고	확대/NNG+하/XSV+았/EP+고/EC
종로구	종로구/NNP
평창동에	평창동/NNP+에/JKB
있는	있/VA+는/ETM
소설가	소설가/NNG
박종화,	박종화/NNP+,/SP
원서동에	원서동/NNP+에/JKB
우리나라	우리나라/NNG
최초의	최초/NNG+의/JKG
서양화가	서양화가/NNG
고희동의	고희동/NNP+의/JKG
가옥	가옥/NNG
등	등/NNB
모두	모두/MAG
5곳을	5/SN+곳/NNG+을/JKO
지정	지정/NNG
문화재로	문화재/NNG+로/JKB
등록하고	등록/NNG+하/XSV+고/EC
보수에	보수/NNG+에/JKB
나섰다.	나서/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.369.7.2
서울시 안건기 문화재과장은 "당시는 서울 강남 지역이 전혀 개발되지 않았던 시절이라 강북 지역에 근대 역사인물들의 유적이 몰려 있다"며 "주거환경 개선을 위한 재개발 사업도 중요하지만 역사적 가치가 있는 가옥 등은 후대를 위해 남겨둬야 한다"고 말했다.

서울시	서울시/NNP
안건기	안건기/NNP
문화재과장은	문화재과장/NNG+은/JX
"당시는	"/SS+당시/NNG+는/JX
서울	서울/NNP
강남	강남/NNP
지역이	지역/NNG+이/JKS
전혀	전혀/MAG
개발되지	개발/NNG+되/XSV+지/EC
않았던	않/VX+았/EP+던/ETM
시절이라	시절/NNG+이/VCP+라/EC
강북	강북/NNP
지역에	지역/NNG+에/JKB
근대	근대/NNG
역사인물들의	역사/NNG+인물/NNG+들/XSN+의/JKG
유적이	유적/NNG+이/JKS
몰려	몰리/VV+어/EC
있다"며	있/VX+다/EF+"/SS+며/EC
"주거환경	"/SS+주거/NNG+환경/NNG
개선을	개선/NNG+을/JKO
위한	위하/VV+ㄴ/ETM
재개발	재/XPN+개발/NNG
사업도	사업/NNG+도/JX
중요하지만	중요/NNG+하/XSA+지만/EC
역사적	역사/NNG+적/XSN
가치가	가치/NNG+가/JKS
있는	있/VA+는/ETM
가옥	가옥/NNG
등은	등/NNB+은/JX
후대를	후대/NNG+를/JKO
위해	위하/VV+아/EC
남겨둬야	남기/VV+어/EC+두/VX+어야/EC
한다"고	하/VX+ㄴ다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.369.8.1
2007년부터는 대한민국임시정부 주석이었던 백범 김구 선생의 경교장(京橋莊)을 비롯해 정부 수반들이 머물렀던 곳에 대한 복원이 활발해졌다.

2007년부터는	2007/SN+년/NNB+부터/JX+는/JX
대한민국임시정부	대한민국임시정부/NNP
주석이었던	주석/NNG+이/VCP+었/EP+던/ETM
백범	백범/NNP
김구	김구/NNP
선생의	선생/NNG+의/JKG
경교장(京橋莊)을	경교장/NNG+(/SS+京橋莊/SH+)/SS+을/JKO
비롯해	비롯하/VV+아/EC
정부	정부/NNG
수반들이	수반/NNG+들/XSN+이/JKS
머물렀던	머무르/VV+었/EP+던/ETM
곳에	곳/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
복원이	복원/NNG+이/JKS
활발해졌다.	활발하/VA+아/EC+지/VX+었/EP+다/EF+./SF


# id : NWRW1800000030.369.8.2
이승만 초대 대통령의 이화장(梨花莊), 장면 전 총리·윤보선 전 대통령·박정희 전 대통령·최규하 전 대통령의 가옥이 그 대상이다.

이승만	이승만/NNP
초대	초대/NNG
대통령의	대통령/NNG+의/JKG
이화장(梨花莊),	이화장/NNP+(/SS+梨花莊/SH+)/SS+,/SP
장면	장면/NNP
전	전/MMD
총리·윤보선	총리/NNG+·/SP+윤보선/NNP
대통령·박정희	대통령/NNG+·/SP+박정희/NNP
대통령·최규하	대통령/NNG+·/SP+최규하/NNP
가옥이	가옥/NNG+이/JKS
그	그/MMD
대상이다.	대상/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.369.8.3
서울시 안승일 문화관광기획관은 "그동안 이념 대립으로 근·현대 역사에서 활동한 인물들의 유적이 제대로 평가받지 못했다"며 "대부분 개인 소유상태인데다 사라질 위기에 처해 관리와 동시에 시대별 상황에 맞게 복원하는 사업을 진행하고 있다"고 밝혔다.

서울시	서울시/NNP
안승일	안승일/NNP
문화관광기획관은	문화/NNG+관광/NNG+기획관/NNG+은/JX
"그동안	"/SS+그동안/NNG
이념	이념/NNG
대립으로	대립/NNG+으로/JKB
근·현대	근·현대/NNG
역사에서	역사/NNG+에서/JKB
활동한	활동/NNG+하/XSV+ㄴ/ETM
인물들의	인물/NNG+들/XSN+의/JKG
유적이	유적/NNG+이/JKS
제대로	제대로/MAG
평가받지	평가/NNG+받/XSV+지/EC
못했다"며	못하/VX+았/EP+다/EF+"/SS+며/EC
"대부분	"/SS+대/XPN+부분/NNG
개인	개인/NNG
소유상태인데다	소유/NNG+상태/NNG+이/VCP+ㄴ데다/EC
사라질	사라지/VV+ㄹ/ETM
위기에	위기/NNG+에/JKB
처해	처하/VV+아/EC
관리와	관리/NNG+와/JKB
동시에	동시/NNG+에/JKB
시대별	시대/NNG+별/XSN
상황에	상황/NNG+에/JKB
맞게	맞/VV+게/EC
복원하는	복원/NNG+하/XSV+는/ETM
사업을	사업/NNG+을/JKO
진행하고	진행/NNG+하/XSV+고/EC
있다"고	있/VX+다/EF+"/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.369.9.1
복원된 가옥들은 문화행사·교육체험 프로그램 등의 장소로도 쓰인다.

복원된	복원/NNG+되/XSV+ㄴ/ETM
가옥들은	가옥/NNG+들/XSN+은/JX
문화행사·교육체험	문화/NNG+행사/NNG+·/SP+교육/NNG+체험/NNG
프로그램	프로그램/NNG
등의	등/NNB+의/JKG
장소로도	장소/NNG+로/JKB+도/JX
쓰인다.	쓰이/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.369.9.2
홍난파 가옥에서는 매년 8월 홍난파 가곡제와 봉숭아 축제가 열리고 있고, 정부수반 유적에서는 전문가의 설명을 들으며 돌아볼 수 있는 탐방 프로그램도 진행되고 있다.

홍난파	홍난파/NNP
가옥에서는	가옥/NNG+에서/JKB+는/JX
매년	매년/MAG
8월	8/SN+월/NNB
가곡제와	가곡제/NNG+와/JC
봉숭아	봉숭아/NNG
축제가	축제/NNG+가/JKS
열리고	열리/VV+고/EC
있고,	있/VX+고/EC+,/SP
정부수반	정부/NNG+수반/NNG
유적에서는	유적/NNG+에서/JKB+는/JX
전문가의	전문가/NNG+의/JKG
설명을	설명/NNG+을/JKO
들으며	듣/VV+으며/EC
돌아볼	돌아보/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
탐방	탐방/NNG
프로그램도	프로그램/NNG+도/JX
진행되고	진행/NNG+되/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000030.369.9.3
서울시 김수정 문화재과 조사연구팀장은 "유적과 전시물을 눈으로만 보는 게 아니라 인물과 역사를 여러 가지 방식으로 느낄 수 있는 곳으로 만들 계획"이라고 말했다.

서울시	서울시/NNP
김수정	김수정/NNP
문화재과	문화재과/NNG
조사연구팀장은	조사/NNG+연구/NNG+팀장/NNG+은/JX
"유적과	"/SS+유적/NNG+과/JC
전시물을	전시물/NNG+을/JKO
눈으로만	눈/NNG+으로/JKB+만/JX
보는	보/VV+는/ETM
게	거/NNB+이/JKC
아니라	아니/VCN+라/EC
인물과	인물/NNG+과/JC
역사를	역사/NNG+를/JKO
여러	여러/MMN
가지	가지/NNB
방식으로	방식/NNG+으로/JKB
느낄	느끼/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
곳으로	곳/NNG+으로/JKB
만들	만들/VV+ㄹ/ETM
계획"이라고	계획/NNG+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.369.10.1
2013년 이승만 초대 대통령이 머물렀던 이화장(梨花莊)이 보수작업을 거쳐 문을 열면, 서울시의 복원사업은 1차적으로 마무리된다.

2013년	2013/SN+년/NNB
이승만	이승만/NNP
초대	초대/NNG
대통령이	대통령/NNG+이/JKS
머물렀던	머무르/VV+었/EP+던/ETM
이화장(梨花莊)이	이화장/NNP+(/SS+梨花莊/SH+)/SS+이/JKS
보수작업을	보수/NNG+작업/NNG+을/JKO
거쳐	거치/VV+어/EC
문을	문/NNG+을/JKO
열면,	열/VV+면/EC+,/SP
서울시의	서울시/NNP+의/JKG
복원사업은	복원/NNG+사업/NNG+은/JX
1차적으로	1/SN+차/NNB+적/XSN+으로/JKB
마무리된다.	마무리/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.369.10.2
복원이 완료되면 시민들의 접근성을 높이기 위해 지하철 역 출구에 유적 명을 표기할 예정이다.

복원이	복원/NNG+이/JKS
완료되면	완료/NNG+되/XSV+면/EC
시민들의	시민/NNG+들/XSN+의/JKG
접근성을	접근/NNG+성/XSN+을/JKO
높이기	높이/VV+기/ETN
위해	위하/VV+아/EC
지하철	지하철/NNG
역	역/NNG
출구에	출구/NNG+에/JKB
유적	유적/NNG
명을	명/NNG+을/JKO
표기할	표기/NNG+하/XSV+ㄹ/ETM
예정이다.	예정/NNG+이/VCP+다/EF+./SF


