# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000049.74
metadata : {}


# id : NWRW1800000049.74.1.1
[2016 대한민국 창조경제 대상]일하는 군수가 만드는 ‘뜨는’ 군위

[2016	[/SS+2016/SN
함께하는	함께/MAG+하/XSV+는/ETM
군수’로	군수/NNG+’/SS+로/JKB
평가받고	평가/NNG+받/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000049.74.4.2
김 군수는 팔공산 시대 개막을 선포한 지금이 지역 발전의 골든타임임을 강조하며 군위 발전의 백년 미래를 책임질 신성장 동력 마련을 위해 삼국유사 가온누리, 팔공산 터널, 영천∼상주 간 고속도로, 중앙선 복선 전철화 사업 등 대형 국책 사업들을 차질 없이 추진하고 나아가 이 모든 것이 향후 지역발전의 새로운 전환점이 될 수 있도록 총력을 기울이고 있으며, 군위군의 농산물 공동 브랜드인 ‘e-로운’의 고부가가치 창출을 위한 적극적인 홍보마케팅 추진으로 국내외 소비자들 사이에 그 품질의 우수성을 인정받아 농가소득을 증대하고 있으며, 이에 만족하지 않고 농업기술센터를 중심으로 프리미엄급 농산물 개발을 위해 집중 투자하고, 명품의 가치를 부여한 차별화된 브랜드 개발도 추진하고 있다.

김	김/NNP
군수는	군수/NNG+는/JX
팔공산	팔공산/NNP
시대	시대/NNG
개막을	개막/NNG+을/JKO
선포한	선포/NNG+하/XSV+ㄴ/ETM
지금이	지금/NNG+이/JKS
지역	지역/NNG
발전의	발전/NNG+의/JKG
골든타임임을	골든타임/NNG+이/VCP+ㅁ/ETN+을/JKO
강조하며	강조/NNG+하/XSV+며/EC
군위	군위/NNP
백년	백/NR+년/NNB
미래를	미래/NNG+를/JKO
책임질	책임지/VV+ㄹ/ETM
신성장	신/XPN+성장/NNG
동력	동력/NNG
마련을	마련/NNG+을/JKO
위해	위하/VV+아/EC
삼국유사	삼국유사/NNP
가온누리,	가온누리/NNG+,/SP
터널,	터널/NNG+,/SP
영천∼상주	영천/NNP+∼/SO+상주/NNP
간	간/NNB
고속도로,	고속/NNG+도로/NNG+,/SP
중앙선	중앙선/NNG
복선	복선/NNG
전철화	전철/NNG+화/XSN
사업	사업/NNG
등	등/NNB
대형	대형/NNG
국책	국책/NNG
사업들을	사업/NNG+들/XSN+을/JKO
차질	차질/NNG
없이	없이/MAG
추진하고	추진/NNG+하/XSV+고/EC
나아가	나아가/VV+아/EC
이	이/MMD
모든	모든/MMN
것이	것/NNB+이/JKS
향후	향후/NNG
지역발전의	지역/NNG+발전/NNG+의/JKG
새로운	새롭/VA+ㄴ/ETM
전환점이	전환점/NNG+이/JKC
될	되/VV+ㄹ/ETM
수	수/NNB
있도록	있/VA+도록/EC
총력을	총력/NNG+을/JKO
기울이고	기울이/VV+고/EC
있으며,	있/VX+으며/EC+,/SP
군위군의	군위군/NNP+의/JKG
농산물	농산물/NNG
공동	공동/NNG
브랜드인	브랜드/NNG+이/VCP+ㄴ/ETM
‘e-로운’의	‘/SS+e/SL+-/SO+롭/XSA+ㄴ/ETM+’/SS+의/JKG
고부가가치	고/XPN+부가/NNG+가치/NNG
창출을	창출/NNG+을/JKO
위한	위하/VV+ㄴ/ETM
적극적인	적극/NNG+적/XSN+이/VCP+ㄴ/ETM
홍보마케팅	홍보/NNG+마케팅/NNG
추진으로	추진/NNG+으로/JKB
국내외	국내외/NNG
소비자들	소비자/NNG+들/XSN
사이에	사이/NNG+에/JKB
그	그/MMD
품질의	품질/NNG+의/JKG
우수성을	우수/NNG+성/XSN+을/JKO
인정받아	인정/NNG+받/XSV+아/EC
농가소득을	농가/NNG+소득/NNG+을/JKO
증대하고	증대/NNG+하/XSV+고/EC
이에	이/NP+에/JKB
만족하지	만족/NNG+하/XSA+지/EC
않고	않/VX+고/EC
농업기술센터를	농업/NNG+기술/NNG+센터/NNG+를/JKO
중심으로	중심/NNG+으로/JKB
프리미엄급	프리미엄급/NNG
개발을	개발/NNG+을/JKO
집중	집중/NNG
투자하고,	투자/NNG+하/XSV+고/EC+,/SP
명품의	명품/NNG+의/JKG
가치를	가치/NNG+를/JKO
부여한	부여/NNG+하/XSV+ㄴ/ETM
차별화된	차별/NNG+화/XSN+되/XSV+ㄴ/ETM
브랜드	브랜드/NNG
개발도	개발/NNG+도/JX
있다.	있/VX+다/EF+./SF


# id : NWRW1800000049.74.5.1
이 밖에도 직소민원실 운영, 행복버스·행복택시 운행, 농기계 119센터 운영 등 직접 피부로 느낄 수 있는 체감형 시책으로 군민 만족도를 높이고 있다.

이	이/NP
밖에도	밖/NNG+에/JKB+도/JX
직소민원실	직소/NNG+민원실/NNG
운영,	운영/NNG+,/SP
행복버스·행복택시	행복/NNG+버스/NNG+·/SP+행복/NNG+택시/NNG
운행,	운행/NNG+,/SP
농기계	농기계/NNG
119센터	119/SN+센터/NNG
운영	운영/NNG
등	등/NNB
직접	직접/MAG
피부로	피부/NNG+로/JKB
느낄	느끼/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
체감형	체감/NNG+형/XSN
시책으로	시책/NNG+으로/JKB
군민	군민/NNG
만족도를	만족도/NNG+를/JKO
높이고	높이/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000049.74.6.1
한편 군위군은 인구 2만4000명, 재정자립도 6%의 소규모 지자체임에도 불구하고 삼국유사 집필지로서의 위상을 더한 다양한 역사문화 스토리텔링 기반 사업이 활발히 진행되고 있으며, 산림 휴양 기반 조성과 농업 연구 인프라 구축 또한 역동적으로 추진되고 있다.

한편	한편/MAG
군위군은	군위군/NNP+은/JX
인구	인구/NNG
2만4000명,	2/SN+만/NR+4000/SN+명/NNB+,/SP
재정자립도	재정/NNG+자립도/NNG
6%의	6/SN+%/SW+의/JKG
소규모	소/XPN+규모/NNG
지자체임에도	지자체/NNG+이/VCP+ㅁ/ETN+에/JKB+도/JX
불구하고	불구하/VV+고/EC
삼국유사	삼국유사/NNP
집필지로서의	집필지/NNG+로서/JKB+의/JKG
위상을	위상/NNG+을/JKO
더한	더/MAG+하/XSV+ㄴ/ETM
다양한	다양/NNG+하/XSA+ㄴ/ETM
역사문화	역사/NNG+문화/NNG
스토리텔링	스토리텔링/NNG
기반	기반/NNG
사업이	사업/NNG+이/JKS
활발히	활발히/MAG
진행되고	진행/NNG+되/XSV+고/EC
있으며,	있/VX+으며/EC+,/SP
산림	산림/NNG
휴양	휴양/NNG
조성과	조성/NNG+과/JC
농업	농업/NNG
연구	연구/NNG
인프라	인프라/NNG
구축	구축/NNG
또한	또한/MAG
역동적으로	역동/NNG+적/XSN+으로/JKB
추진되고	추진/NNG+되/XSV+고/EC
있다.	있/VX+다/EF+./SF


