# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000038.338
metadata : {}


# id : NWRW1800000038.338.1.1
82세 中시민 "北에 돈 얼마 주는지 우리도 알 권리 있어" 정보공개 신청

82세	82/SN+세/NNB
청력이	청력/NNG+이/JKS
좋지	좋/VA+지/EC
않은	않/VX+은/ETM
어머니를	어머니/NNG+를/JKO
대신해	대신/NNG+하/XSV+아/EC
본지	본지/NNG
인터뷰에	인터뷰/NNG+에/JKB
응한	응하/VV+ㄴ/ETM
딸	딸/NNG
왕펑셴(王鳳仙·53)씨는	왕펑셴/NNP+(/SS+王鳳仙/SH+·/SP+53/SN+)/SS+씨/NNB+는/JX
"최저	"/SS+최저/NNG
생계	생계/NNG
선에서	선/NNG+에서/JKB
허덕이는	허덕이/VV+는/ETM
중국인이	중국인/NNG+이/JKS
너무나	너무나/MAG
많은데,	많/VA+은데/EC+,/SP
정부가	정부/NNG+가/JKS
북한을	북한/NNP+을/JKO
도와서	돕/VV+아서/EC
김정은	김정은/NNP
일가를	일가/NNG+를/JKO
잘살게	잘살/VV+게/EC
해주는	하/VX+아/EC+주/VX+는/ETM
것이	것/NNB+이/JKS
이해가	이해/NNG+가/JKS
안	안/MAG
간다"며	가/VV+ㄴ다/EF+"/SS+며/EC
"모든	"/SS+모든/MMN
중국인은	중국인/NNG+은/JX
도대체	도대체/MAG
북한에	북한/NNP+에/JKB
얼마나	얼마나/MAG
원조를	원조/NNG+를/JKO
하고	하/VV+고/EC
있는지	있/VX+는지/EF
알	알/VV+ㄹ/ETM
권리가	권리/NNG+가/JKS
있다"고	있/VA+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000038.338.5.1
펑셴씨는 "작년 12월 북한이 장거리 로켓을 발사했을 때 모친이 '원조를 했더니 그런 데 쓰는가'라며 정보공개 요청에 나섰다"면서 "당시에 북한이 곧 핵실험을 할 수 있다는 얘기를 들었는데, 지난 12일 정말 핵실험을 해서 더 화가 났다"고 말했다.

펑셴씨는	펑셴/NNP+씨/NNB+는/JX
"작년	"/SS+작년/NNG
12월	12/SN+월/NNB
북한이	북한/NNP+이/JKS
장거리	장거리/NNG
로켓을	로켓/NNG+을/JKO
발사했을	발사/NNG+하/XSV+았/EP+을/ETM
때	때/NNG
모친이	모친/NNG+이/JKS
'원조를	'/SS+원조/NNG+를/JKO
했더니	하/VV+았/EP+더니/EC
그런	그런/MMD
데	데/NNB
쓰는가'라며	쓰/VV+는가/EF+'/SS+이/VCP+라며/EC
정보공개	정보/NNG+공개/NNG
요청에	요청/NNG+에/JKB
나섰다"면서	나서/VV+었/EP+다/EF+"/SS+면서/EC
"당시에	"/SS+당시/NNG+에/JKB
곧	곧/MAG
핵실험을	핵/NNG+실험/NNG+을/JKO
할	하/VV+ㄹ/ETM
수	수/NNB
있다는	있/VA+다는/ETM
얘기를	얘기/NNG+를/JKO
들었는데,	듣/VV+었/EP+는데/EC+,/SP
지난	지나/VV+ㄴ/ETM
12일	12/SN+일/NNB
정말	정말/MAG
해서	하/VV+아서/EC
더	더/MAG
화가	화/NNG+가/JKS
났다"고	나/VV+았/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.338.6.1
중국 재정부는 지난달 25일 정보공개를 거절한다는 최종 통보를 하면서 '그 정보는 국가 기밀에 해당한다'는 이유를 들었다.

중국	중국/NNP
재정부는	재정부/NNG+는/JX
지난달	지난달/NNG
25일	25/SN+일/NNB
정보공개를	정보/NNG+공개/NNG+를/JKO
거절한다는	거절/NNG+하/XSV+ㄴ다는/ETM
최종	최종/NNG
통보를	통보/NNG+를/JKO
하면서	하/VV+면서/EC
'그	'/SS+그/MMD
정보는	정보/NNG+는/JX
국가	국가/NNG
기밀에	기밀/NNG+에/JKB
해당한다'는	해당/NNG+하/XSV+ㄴ다/EF+'/SS+는/ETM
이유를	이유/NNG+를/JKO
들었다.	들/VV+었/EP+다/EF+./SF


# id : NWRW1800000038.338.6.2
슈잉씨는 여기에 불복, 국무원에 행정 재심의를 요청한 상태라고 했다.

슈잉씨는	슈잉/NNP+씨/NNB+는/JX
여기에	여기/NP+에/JKB
불복,	불복/NNG+,/SP
국무원에	국무원/NNG+에/JKB
행정	행정/NNG
재심의를	재/XPN+심의/NNG+를/JKO
요청한	요청/NNG+하/XSV+ㄴ/ETM
상태라고	상태/NNG+이/VCP+라고/EC
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000038.338.7.1
펑셴씨는 "북한이 핵실험을 하면 우리도 피해를 본다"며 "중국 정부가 계속 북한에 원조를 줘도 해만 끼치는데 뭐 하러 하냐"고 말했다.

펑셴씨는	펑셴/NNP+씨/NNB+는/JX
"북한이	"/SS+북한/NNP+이/JKS
핵실험을	핵/NNG+실험/NNG+을/JKO
하면	하/VV+면/EC
우리도	우리/NP+도/JX
피해를	피해/NNG+를/JKO
본다"며	보/VV+ㄴ다/EF+"/SS+며/EC
"중국	"/SS+중국/NNP
정부가	정부/NNG+가/JKS
계속	계속/MAG
북한에	북한/NNP+에/JKB
원조를	원조/NNG+를/JKO
줘도	주/VV+어도/EC
해만	해/NNG+만/JX
끼치는데	끼치/VV+는데/EC
뭐	뭐/NP
하러	하/VV+러/EC
하냐"고	하/VV+냐/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.338.7.2
허베이(河北)성 출신으로 딸 내외와 함께 베이징에 사는 평범한 할머니였던 슈잉씨의 인생은 2001년 동네가 재개발되면서 바뀌었다고 한다.

허베이(河北)성	허베이/NNP+(/SS+河北/SH+)/SS+성/NNG
출신으로	출신/NNG+으로/JKB
딸	딸/NNG
내외와	내외/NNG+와/JKB
함께	함께/MAG
베이징에	베이징/NNP+에/JKB
사는	살/VV+는/ETM
평범한	평범하/VA+ㄴ/ETM
할머니였던	할머니/NNG+이/VCP+었/EP+던/ETM
슈잉씨의	슈잉/NNP+씨/NNB+의/JKG
인생은	인생/NNG+은/JX
2001년	2001/SN+년/NNB
동네가	동네/NNG+가/JKS
재개발되면서	재/XPN+개발/NNG+되/XSV+면서/EC
바뀌었다고	바뀌/VV+었/EP+다고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000038.338.7.3
펑셴씨는 "재개발 업자에게 집을 강탈당하고 셋집으로 옮긴 뒤 어머니가 구청과 시 정부를 찾아가 호소했지만 아무도 관심을 가져주지 않았다"고 말했다.

펑셴씨는	펑셴/NNP+씨/NNB+는/JX
"재개발	"/SS+재/XPN+개발/NNG
업자에게	업자/NNG+에게/JKB
집을	집/NNG+을/JKO
강탈당하고	강탈/NNG+당하/XSV+고/EC
셋집으로	셋집/NNG+으로/JKB
옮긴	옮기/VV+ㄴ/ETM
뒤	뒤/NNG
어머니가	어머니/NNG+가/JKS
구청과	구청/NNG+과/JC
시	시/NNG
정부를	정부/NNG+를/JKO
찾아가	찾아가/VV+아/EC
호소했지만	호소/NNG+하/XSV+았/EP+지만/EC
아무도	아무/NP+도/JX
관심을	관심/NNG+을/JKO
가져주지	가지/VV+어/EC+주/VX+지/EC
않았다"고	않/VX+았/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.338.8.1
슈잉씨는 2008년 2월부터 자신보다 2세 많은 이웃 할머니 우뎬위안(吳殿元)씨와 함께 중국 지도부가 거주하는 베이징 중난하이(中南海) 부근에 가서 폭죽을 터트리며 억울함을 호소했다.

슈잉씨는	슈잉/NNP+씨/NNB+는/JX
2008년	2008/SN+년/NNB
2월부터	2/SN+월/NNB+부터/JX
자신보다	자신/NNG+보다/JKB
2세	2/SN+세/NNB
많은	많/VA+은/ETM
이웃	이웃/NNG
할머니	할머니/NNG
우뎬위안(吳殿元)씨와	우뎬위안/NNP+(/SS+吳殿元/SH+)/SS+씨/NNB+와/JKB
함께	함께/MAG
중국	중국/NNP
지도부가	지도부/NNG+가/JKS
거주하는	거주/NNG+하/XSV+는/ETM
베이징	베이징/NNP
중난하이(中南海)	중난하이/NNP+(/SS+中南海/SH+)/SS
부근에	부근/NNG+에/JKB
가서	가/VV+아서/EC
폭죽을	폭죽/NNG+을/JKO
터트리며	터트리/VV+며/EC
억울함을	억울/NNG+하/XSA+ㅁ/ETN+을/JKO
호소했다.	호소/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.338.8.2
두 할머니는 베이징올림픽이 열린 2008년 8월 당국에 시위 허가를 신청했지만, 당국은 오히려 '공공질서를 해쳤다'는 이유로 이들을 1년 노동교양 처분을 받게 됐다.

두	두/MMN
할머니는	할머니/NNG+는/JX
베이징올림픽이	베이징/NNP+올림픽/NNG+이/JKS
열린	열리/VV+ㄴ/ETM
2008년	2008/SN+년/NNB
8월	8/SN+월/NNB
당국에	당국/NNG+에/JKB
시위	시위/NNG
허가를	허가/NNG+를/JKO
신청했지만,	신청/NNG+하/XSV+았/EP+지만/EC+,/SP
당국은	당국/NNG+은/JX
오히려	오히려/MAG
'공공질서를	'/SS+공공질서/NNG+를/JKO
해쳤다'는	해치/VV+었/EP+다/EF+'/SS+는/ETM
이유로	이유/NNG+로/JKB
이들을	이/NP+들/XSN+을/JKO
1년	1/SN+년/NNB
노동교양	노동/NNG+교양/NNG
처분을	처분/NNG+을/JKO
받게	받/VV+게/EC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000038.338.8.3
70대 노인들이 시위를 하려다가 노동교양을 받게 됐다는 사실이 외신에 알려져 처분이 취소됐지만, 슈잉씨는 이후 '올림픽 노동교양 노인(奧運勞敎老人)'으로 불리게 됐다.

70대	70/SN+대/NNB
노인들이	노인/NNG+들/XSN+이/JKS
시위를	시위/NNG+를/JKO
하려다가	하/VV+려다가/EC
노동교양을	노동/NNG+교양/NNG+을/JKO
받게	받/VV+게/EC
됐다는	되/VV+었/EP+다는/ETM
사실이	사실/NNG+이/JKS
외신에	외신/NNG+에/JKB
알려져	알려지/VV+어/EC
처분이	처분/NNG+이/JKS
취소됐지만,	취소/NNG+되/XSV+었/EP+지만/EC+,/SP
슈잉씨는	슈잉/NNP+씨/NNB+는/JX
이후	이후/NNG
'올림픽	'/SS+올림픽/NNG
노동교양	노동/NNG+교양/NNG
노인(奧運勞敎老人)'으로	노인/NNG+(/SS+奧運勞敎老人/SH+)/SS+'/SS+으로/JKB
불리게	불리/VV+게/EC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000038.338.9.1
펑셴씨는 "중국엔 우리처럼 집도 절도 없는 사람, 떠돌면서 힘들게 사는 사람이 정말 많다"면서 "북한 주민들에게 나쁜 감정은 없지만 북한 정권을 도와줘도 오히려 우리에게 해만 끼치기 때문에 원조에 반대한다"고 했다.

펑셴씨는	펑셴/NNP+씨/NNB+는/JX
"중국엔	"/SS+중국/NNP+에/JKB+ㄴ/JX
우리처럼	우리/NP+처럼/JKB
집도	집/NNG+도/JX
절도	절/NNG+도/JX
없는	없/VA+는/ETM
사람,	사람/NNG+,/SP
떠돌면서	떠돌/VV+면서/EC
힘들게	힘들/VA+게/EC
사는	살/VV+는/ETM
사람이	사람/NNG+이/JKS
정말	정말/MAG
많다"면서	많/VA+다/EF+"/SS+면서/EC
"북한	"/SS+북한/NNP
주민들에게	주민/NNG+들/XSN+에게/JKB
나쁜	나쁘/VA+ㄴ/ETM
감정은	감정/NNG+은/JX
없지만	없/VA+지만/EC
북한	북한/NNP
정권을	정권/NNG+을/JKO
도와줘도	도와주/VV+어도/EC
오히려	오히려/MAG
우리에게	우리/NP+에게/JKB
해만	해/NNG+만/JX
끼치기	끼치/VV+기/ETN
때문에	때문/NNB+에/JKB
원조에	원조/NNG+에/JKB
반대한다"고	반대/NNG+하/XSV+ㄴ다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


