# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.290
metadata : {}


# id : NWRW1800000026.290.1.1
[Sports 사이언스] 골프에도 아바타가 있다;모든 동작 입체분석, 스윙 문제점 한눈에 잡아내

[Sports	[/SS+Sports/SL
테일러메이드·아디다스골프 코리아의 매트 시스템 담당자 최종환씨는 "아바타는 원하는 각도로 돌려볼 수 있고 유명선수의 아바타와도 비교할 수 있다"고 말했다.

테일러메이드·아디다스골프	테일러메이드/NNP+·/SP+아디다스/NNP+골프/NNG
코리아의	코리아/NNP+의/JKG
매트	매트/NNG
시스템	시스템/NNG
담당자	담당자/NNG
최종환씨는	최종환/NNP+씨/NNB+는/JX
"아바타는	"/SS+아바타/NNG+는/JX
원하는	원/NNG+하/XSV+는/ETM
각도로	각도/NNG+로/JKB
돌려볼	돌리/VV+어/EC+보/VX+ㄹ/ETM
수	수/NNB
있고	있/VA+고/EC
유명선수의	유명/NNG+선수/NNG+의/JKG
아바타와도	아바타/NNG+와/JKB+도/JX
비교할	비교/NNG+하/XSV+ㄹ/ETM
있다"고	있/VA+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.290.8.1
한 주말 골퍼는 스윙 아바타를 통해 자기가 15도나 몸이 열린 채로 스윙하는 걸 알게 됐다.

한	한/MMN
주말	주말/NNG
골퍼는	골퍼/NNG+는/JX
스윙	스윙/NNG
아바타를	아바타/NNG+를/JKO
통해	통하/VV+아/EC
자기가	자기/NP+가/JKS
15도나	15/SN+도/NNB+나/JX
몸이	몸/NNG+이/JKS
열린	열리/VV+ㄴ/ETM
채로	채/NNB+로/JKB
스윙하는	스윙/NNG+하/XSV+는/ETM
걸	거/NNB+ㄹ/JKO
알게	알/VV+게/EC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.290.8.2
유럽투어에서 활약하는 대런 클라크의 스윙 아바타와 비교하자 공이 오른쪽으로 크게 휘는 원인을 한눈에 파악할 수 있었다.

유럽투어에서	유럽/NNP+투어/NNG+에서/JKB
활약하는	활약/NNG+하/XSV+는/ETM
대런	대런/NNP
클라크의	클라크/NNP+의/JKG
스윙	스윙/NNG
아바타와	아바타/NNG+와/JKB
비교하자	비교/NNG+하/XSV+자/EC
공이	공/NNG+이/JKS
오른쪽으로	오른쪽/NNG+으로/JKB
크게	크/VA+게/EC
휘는	휘/VV+는/ETM
원인을	원인/NNG+을/JKO
한눈에	한눈/NNG+에/JKB
파악할	파악/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있었다.	있/VA+었/EP+다/EF+./SF


# id : NWRW1800000026.290.9.1
이 시스템은 2002년 테일러 메이드가 3D 영상 제작 기법인 '모션 캡처' 기술을 스윙 분석과 클럽 피팅에 도입하면서 출발했다.

이	이/MMD
시스템은	시스템/NNG+은/JX
2002년	2002/SN+년/NNB
테일러	테일러/NNP
메이드가	메이드/NNP+가/JKS
3D	3/SN+D/SL
영상	영상/NNG
제작	제작/NNG
기법인	기법/NNG+이/VCP+ㄴ/ETM
'모션	'/SS+모션/NNG
캡처'	캡처/NNG+'/SS
기술을	기술/NNG+을/JKO
스윙	스윙/NNG
분석과	분석/NNG+과/JC
클럽	클럽/NNG
피팅에	피팅/NNG+에/JKB
도입하면서	도입/NNG+하/XSV+면서/EC
출발했다.	출발/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.290.9.2
처음엔 용품 제작에 사용되다 프로들의 반응이 뜨거워지자 2007년 일반 골퍼의 스윙 교정에도 도입됐다.

처음엔	처음/NNG+에/JKB+ㄴ/JX
용품	용품/NNG
제작에	제작/NNG+에/JKB
사용되다	사용/NNG+되/XSV+다/EC
프로들의	프로/NNG+들/XSN+의/JKG
반응이	반응/NNG+이/JKS
뜨거워지자	뜨거워지/VV+자/EC
2007년	2007/SN+년/NNB
일반	일반/NNG
골퍼의	골퍼/NNG+의/JKG
스윙	스윙/NNG
교정에도	교정/NNG+에/JKB+도/JX
도입됐다.	도입/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000026.290.10.1
한국에는 2008년 처음 도입됐고 최근 최신 버전의 프로그램으로 재단장했다.

한국에는	한국/NNP+에/JKB+는/JX
2008년	2008/SN+년/NNB
처음	처음/NNG
도입됐고	도입/NNG+되/XSV+었/EP+고/EC
최근	최근/NNG
최신	최신/NNG
버전의	버전/NNG+의/JKG
프로그램으로	프로그램/NNG+으로/JKB
재단장했다.	재/XPN+단장/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.290.10.2
시스템 값만 3억원에 총 설치비 5억원이 든다고 한다.

시스템	시스템/NNG
값만	값/NNG+만/JX
3억원에	3/SN+억/NR+원/NNB+에/JKB
총	총/MMA
설치비	설치비/NNG
5억원이	5/SN+억/NR+원/NNB+이/JKS
든다고	들/VV+ㄴ다고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000026.290.11.1
■폴라 크리머와 함께 치기

■폴라	■/SW+폴라/NNP
크리머와	크리머/NNP+와/JKB
함께	함께/MAG
치기	치/VV+기/ETN


# id : NWRW1800000026.290.12.1
이 시스템을 통하면 올 US여자오픈 우승자 폴라 크리머(미국)의 스윙 아바타를 따라 해 볼 수도 있다.

이	이/MMD
시스템을	시스템/NNG+을/JKO
통하면	통하/VV+면/EC
올	올/NNG
US여자오픈	US/SL+여자/NNG+오픈/NNG
우승자	우승자/NNG
폴라	폴라/NNP
크리머(미국)의	크리머/NNP+(/SS+미국/NNP+)/SS+의/JKG
스윙	스윙/NNG
아바타를	아바타/NNG+를/JKO
따라	따르/VV+아/EC
해	하/VV+아/EC
볼	보/VX+ㄹ/ETM
수도	수/NNB+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000026.290.12.2
크리머는 스윙할 때 머리가 아래로 뚝 떨어지는 것 같지만 실제 임팩트 순간엔 머리가 정상위치에 있는 걸 확인할 수도 있다.

크리머는	크리머/NNP+는/JX
스윙할	스윙/NNG+하/XSV+ㄹ/ETM
때	때/NNG
머리가	머리/NNG+가/JKS
아래로	아래/NNG+로/JKB
뚝	뚝/MAG
떨어지는	떨어지/VV+는/ETM
것	것/NNB
같지만	같/VA+지만/EC
실제	실제/NNG
임팩트	임팩트/NNG
순간엔	순간/NNG+에/JKB+ㄴ/JX
정상위치에	정상/NNG+위치/NNG+에/JKB
있는	있/VA+는/ETM
걸	거/NNB+ㄹ/JKO
확인할	확인/NNG+하/XSV+ㄹ/ETM
수도	수/NNB+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000026.290.13.1
크리머와 비슷하게 스윙하는 것 같은 나탈리 걸비스가 실제로는 다른 스윙을 하고 있다는 걸 볼 수도 있다.

크리머와	크리머/NNP+와/JKB
비슷하게	비슷하/VA+게/EC
스윙하는	스윙/NNG+하/XSV+는/ETM
것	것/NNB
같은	같/VA+은/ETM
나탈리	나탈리/NNP
걸비스가	걸비스/NNP+가/JKS
실제로는	실제로/MAG+는/JX
다른	다른/MMD
스윙을	스윙/NNG+을/JKO
하고	하/VV+고/EC
있다는	있/VX+다는/ETM
걸	거/NNB+ㄹ/JKO
볼	보/VV+ㄹ/ETM
수도	수/NNB+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000026.290.13.2
유명 골퍼의 장점을 떼어서 배울 수도 있다.

유명	유명/NNG
골퍼의	골퍼/NNG+의/JKG
장점을	장점/NNG+을/JKO
떼어서	떼/VV+어서/EC
배울	배우/VV+ㄹ/ETM
수도	수/NNB+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000026.290.13.3
효율적인 스윙으로 유명한 남아공의 레티프 구센의 스윙은 다운스윙 때 몸이 팔꿈치를 안는 듯한 이상적인 자세를 취하는데 이 동작을 반복해서 익힐 수 있다.

효율적인	효율/NNG+적/XSN+이/VCP+ㄴ/ETM
스윙으로	스윙/NNG+으로/JKB
유명한	유명/NNG+하/XSA+ㄴ/ETM
남아공의	남아공/NNP+의/JKG
레티프	레티프/NNP
구센의	구센/NNP+의/JKG
스윙은	스윙/NNG+은/JX
다운스윙	다운스윙/NNG
때	때/NNG
몸이	몸/NNG+이/JKS
팔꿈치를	팔꿈치/NNG+를/JKO
안는	안/VV+는/ETM
듯한	듯/NNB+하/XSA+ㄴ/ETM
이상적인	이상/NNG+적/XSN+이/VCP+ㄴ/ETM
자세를	자세/NNG+를/JKO
취하는데	취하/VV+는데/EC
이	이/MMD
동작을	동작/NNG+을/JKO
반복해서	반복/NNG+하/XSV+아서/EC
익힐	익히/VV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000026.290.13.4
'스윙 아바타'를 통해 스윙을 개선하고 그에 맞는 클럽을 선택하는 데는 한 번에 2시간에서 2시간30분 걸린다.

'스윙	'/SS+스윙/NNG
아바타'를	아바타/NNG+'/SS+를/JKO
통해	통하/VV+아/EC
스윙을	스윙/NNG+을/JKO
개선하고	개선/NNG+하/XSV+고/EC
그에	그/NP+에/JKB
맞는	맞/VV+는/ETM
클럽을	클럽/NNG+을/JKO
선택하는	선택/NNG+하/XSV+는/ETM
데는	데/NNB+는/JX
한	한/MMN
번에	번/NNB+에/JKB
2시간에서	2/SN+시간/NNB+에서/JKB
2시간30분	2/SN+시간/NNB+30/SN+분/NNB
걸린다.	걸리/VV+ㄴ다/EF+./SF


