# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000056.387
metadata : {}


# id : NWRW1800000056.387.1.1
[단독] 국정원, ‘박원순 제압 문건’ 공개 때도 ‘시나리오’ 만들어 수사 방해

[단독]	[/SS+단독/NNG+]/SS
작성했다.	작성/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000056.387.5.5
보고서 작성 시점은 <한겨레>가 박원순 문건을 처음 보도하기 4일 전으로, 문건 외부 유출을 파악하고 이에 대비하는 차원이었다.

보고서	보고서/NNG
작성	작성/NNG
시점은	시점/NNG+은/JX
<한겨레>가	</SS+한겨레/NNP+>/SS+가/JKS
박원순	박원순/NNP
문건을	문건/NNG+을/JKO
처음	처음/NNG
보도하기	보도/NNG+하/XSV+기/ETN
4일	4/SN+일/NNB
전으로,	전/NNG+으로/JKB+,/SP
문건	문건/NNG
외부	외부/NNG
유출을	유출/NNG+을/JKO
파악하고	파악/NNG+하/XSV+고/EC
이에	이/NP+에/JKB
대비하는	대비/NNG+하/XSV+는/ETM
차원이었다.	차원/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000056.387.6.1
보고서는 민주당 출입 정보담당관이 수집한 정보를 바탕으로 해, 외부에서 문건 내용을 문제 삼으면 어떻게 대응할지 등을 정리한 내용을 담았다.

보고서는	보고서/NNG+는/JX
민주당	민주당/NNP
출입	출입/NNG
정보담당관이	정보/NNG+담당관/NNG+이/JKS
수집한	수집/NNG+하/XSV+ㄴ/ETM
정보를	정보/NNG+를/JKO
바탕으로	바탕/NNG+으로/JKB
해,	하/VV+아/EC+,/SP
외부에서	외부/NNG+에서/JKB
문건	문건/NNG
내용을	내용/NNG+을/JKO
문제	문제/NNG
삼으면	삼/VV+으면/EC
어떻게	어떻/VA+게/EC
대응할지	대응/NNG+하/XSV+ㄹ지/EF
등을	등/NNB+을/JKO
정리한	정리/NNG+하/XSV+ㄴ/ETM
담았다.	담/VV+았/EP+다/EF+./SF


# id : NWRW1800000056.387.6.2
또 보고서는 반값등록금 문건 등을 언급하며 “포퓰리즘을 비판하는 건전한 내용이지만, 권영길 민주노동당 의원과 정동영 민주당 의원의 실명을 언급한 것은 문제가 될 수 있다”고 분석했다.

또	또/MAG
보고서는	보고서/NNG+는/JX
반값등록금	반값/NNG+등록금/NNG
문건	문건/NNG
등을	등/NNB+을/JKO
언급하며	언급/NNG+하/XSV+며/EC
“포퓰리즘을	“/SS+포퓰리즘/NNG+을/JKO
비판하는	비판/NNG+하/XSV+는/ETM
건전한	건전/NNG+하/XSA+ㄴ/ETM
내용이지만,	내용/NNG+이/VCP+지만/EC+,/SP
권영길	권영길/NNP
민주노동당	민주노동당/NNP
의원과	의원/NNG+과/JC
정동영	정동영/NNP
민주당	민주당/NNP
의원의	의원/NNG+의/JKG
실명을	실명/NNG+을/JKO
언급한	언급/NNG+하/XSV+ㄴ/ETM
것은	것/NNB+은/JX
문제가	문제/NNG+가/JKC
될	되/VV+ㄹ/ETM
수	수/NNB
있다”고	있/VA+다/EF+”/SS+고/JKQ
분석했다.	분석/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000056.387.6.3
앞서 국정원은 2011년 6월 작성한 ‘좌파의 등록금 주장 허구성 전파로 파상공세 차단’ 문건에서 두 의원을 ‘종북좌파인사’로 규정한 바 있다.

앞서	앞서/MAG
국정원은	국정원/NNG+은/JX
2011년	2011/SN+년/NNB
6월	6/SN+월/NNB
작성한	작성/NNG+하/XSV+ㄴ/ETM
‘좌파의	‘/SS+좌파/NNG+의/JKG
등록금	등록금/NNG
주장	주장/NNG
허구성	허구/NNG+성/XSN
전파로	전파/NNG+로/JKB
파상공세	파상/NNG+공세/NNG
차단’	차단/NNG+’/SS
문건에서	문건/NNG+에서/JKB
두	두/MMN
의원을	의원/NNG+을/JKO
‘종북좌파인사’로	‘/SS+종북/NNG+좌파/NNG+인사/NNG+’/SS+로/JKB
규정한	규정/NNG+하/XSV+ㄴ/ETM
바	바/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000056.387.7.1
국정원의 ‘거짓 대응 시나리오’는 문건 내용이 외부에 얼마나 공개되는지에 따라 3단계 대응 방안을 담았다.

국정원의	국정원/NNG+의/JKG
‘거짓	‘/SS+거짓/NNG
대응	대응/NNG
시나리오’는	시나리오/NNG+’/SS+는/JX
문건	문건/NNG
내용이	내용/NNG+이/JKS
외부에	외부/NNG+에/JKB
얼마나	얼마나/MAG
공개되는지에	공개/NNG+되/XSV+는지/EF+에/JKB
따라	따르/VV+아/EC
3단계	3/SN+단계/NNG
방안을	방안/NNG+을/JKO
담았다.	담/VV+았/EP+다/EF+./SF


# id : NWRW1800000056.387.7.2
국정원이 작성한 문건이 아니라고 부인하는 방안, ‘국정원 주 임무가 망국적 포퓰리즘으로부터 국민 인식을 바로 세우는 것인 만큼, 이에 대한 방어 심리전을 하다가 논란이 생겼다’는 취지로 대응하는 방안, 마지막으로 모든 문건이 공개될 경우 ‘전 정권의 일이지만, 이를 근절하는 쇄신의 계기로 삼겠다’고 밝힌다는 최후의 시나리오 등이 담겼다.

국정원이	국정원/NNG+이/JKS
작성한	작성/NNG+하/XSV+ㄴ/ETM
문건이	문건/NNG+이/JKS
아니라고	아니/VCN+라고/EC
부인하는	부인/NNG+하/XSV+는/ETM
방안,	방안/NNG+,/SP
‘국정원	‘/SS+국정원/NNG
주	주/MMA
임무가	임무/NNG+가/JKS
망국적	망국/NNG+적/XSN
포퓰리즘으로부터	포퓰리즘/NNG+으로부터/JKB
국민	국민/NNG
인식을	인식/NNG+을/JKO
바로	바로/MAG
세우는	세우/VV+는/ETM
것인	것/NNB+이/VCP+ㄴ/ETM
만큼,	만큼/NNB+,/SP
이에	이/NP+에/JKB
대한	대하/VV+ㄴ/ETM
방어	방어/NNG
심리전을	심리전/NNG+을/JKO
하다가	하/VV+다가/EC
논란이	논란/NNG+이/JKS
생겼다’는	생기/VV+었/EP+다/EF+’/SS+는/ETM
취지로	취지/NNG+로/JKB
대응하는	대응/NNG+하/XSV+는/ETM
마지막으로	마지막/NNG+으로/JKB
모든	모든/MMN
공개될	공개/NNG+되/XSV+ㄹ/ETM
경우	경우/NNG
‘전	‘/SS+전/MMN
정권의	정권/NNG+의/JKG
일이지만,	일/NNG+이/VCP+지만/EC+,/SP
이를	이/NP+를/JKO
근절하는	근절/NNG+하/XSV+는/ETM
쇄신의	쇄신/NNG+의/JKG
계기로	계기/NNG+로/JKB
삼겠다’고	삼/VV+겠/EP+다/EF+’/SS+고/JKQ
밝힌다는	밝히/VV+ㄴ다는/ETM
최후의	최후/NNG+의/JKG
시나리오	시나리오/NNG
등이	등/NNB+이/JKS
담겼다.	담기/VV+었/EP+다/EF+./SF


# id : NWRW1800000056.387.8.1
이후 국정원 대응은 대부분 사실을 부인하는 쪽으로 방향을 잡았다.

이후	이후/NNG
국정원	국정원/NNG
대응은	대응/NNG+은/JX
대부분	대/XPN+부분/NNG
사실을	사실/NNG+을/JKO
부인하는	부인/NNG+하/XSV+는/ETM
쪽으로	쪽/NNB+으로/JKB
방향을	방향/NNG+을/JKO
잡았다.	잡/VV+았/EP+다/EF+./SF


# id : NWRW1800000056.387.8.2
2013년 5월 <한겨레>의 문건 확인 요청에 “국정원에서 작성하지 않은 문건일 가능성이 있다”고 거짓말로 대응했고, 지난해 8월 국정원 작성 의혹이 또다시 불거졌을 때도 보도자료를 내어 “사실무근”이라고 거듭 허위 반박했다.

2013년	2013/SN+년/NNB
5월	5/SN+월/NNB
<한겨레>의	</SS+한겨레/NNP+>/SS+의/JKG
문건	문건/NNG
확인	확인/NNG
요청에	요청/NNG+에/JKB
“국정원에서	“/SS+국정원/NNG+에서/JKB
작성하지	작성/NNG+하/XSV+지/EC
않은	않/VX+은/ETM
문건일	문건/NNG+이/VCP+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
있다”고	있/VA+다/EF+”/SS+고/JKQ
거짓말로	거짓말/NNG+로/JKB
대응했고,	대응/NNG+하/XSV+았/EP+고/EC+,/SP
지난해	지난해/NNG
8월	8/SN+월/NNB
국정원	국정원/NNG
작성	작성/NNG
의혹이	의혹/NNG+이/JKS
또다시	또다시/MAG
불거졌을	불거지/VV+었/EP+을/ETM
때도	때/NNG+도/JX
보도자료를	보도/NNG+자료/NNG+를/JKO
내어	내/VV+어/EC
“사실무근”이라고	“/SS+사실무근/NNG+”/SS+이라고/JKQ
거듭	거듭/MAG
허위	허위/NNG
반박했다.	반박/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000056.387.8.3
검찰 수사 때도 예외는 아니었다.

검찰	검찰/NNG
수사	수사/NNG
때도	때/NNG+도/JX
예외는	예외/NNG+는/JX
아니었다.	아니/VCN+었/EP+다/EF+./SF


# id : NWRW1800000056.387.8.4
서울중앙지검 특별수사팀은 2013년 10월 이 문건들과 관련해 민주당이 원세훈 전 국정원장 등 9명을 고발한 사건을 각하 처분했다.

서울중앙지검	서울중앙지검/NNP
특별수사팀은	특별/NNG+수사/NNG+팀/NNG+은/JX
2013년	2013/SN+년/NNB
10월	10/SN+월/NNB
이	이/MMD
문건들과	문건/NNG+들/XSN+과/JKB
관련해	관련/NNG+하/XSV+아/EC
민주당이	민주당/NNP+이/JKS
원세훈	원세훈/NNP
전	전/MMD
국정원장	국정원장/NNG
등	등/NNB
9명을	9/SN+명/NNB+을/JKO
고발한	고발/NNG+하/XSV+ㄴ/ETM
사건을	사건/NNG+을/JKO
각하	각하/NNG
처분했다.	처분/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000056.387.8.5
당시 국정원은 검찰의 사실조회 요청에 대해 “우리가 작성한 것이 아니고, 내용도 사실과 다르다”고 회신했다.

당시	당시/NNG
국정원은	국정원/NNG+은/JX
검찰의	검찰/NNG+의/JKG
사실조회	사실/NNG+조회/NNG
요청에	요청/NNG+에/JKB
대해	대하/VV+아/EC
“우리가	“/SS+우리/NP+가/JKS
작성한	작성/NNG+하/XSV+ㄴ/ETM
것이	것/NNB+이/JKC
아니고,	아니/VCN+고/EC+,/SP
내용도	내용/NNG+도/JX
사실과	사실/NNG+과/JKB
다르다”고	다르/VA+다/EF+”/SS+고/JKQ
회신했다.	회신/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000056.387.8.6
검찰은 이를 바탕으로 ‘혐의없음’ 처분했다.

검찰은	검찰/NNG+은/JX
이를	이/NP+를/JKO
바탕으로	바탕/NNG+으로/JKB
‘혐의없음’	‘/SS+혐의/NNG+없/VA+음/ETN+’/SS
처분했다.	처분/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000056.387.9.1
결국 최초 보도 이후 4년이 지난 올해 9월에야, 국정원 적폐청산 티에프(TF) 조사를 통해 문건 작성자가 국정원이라는 사실이 공식 확인됐다.

결국	결국/NNG
최초	최초/NNG
보도	보도/NNG
이후	이후/NNG
4년이	4/SN+년/NNB+이/JKS
지난	지나/VV+ㄴ/ETM
올해	올해/NNG
9월에야,	9/SN+월/NNB+에/JKB+야/JX+,/SP
국정원	국정원/NNG
적폐청산	적폐/NNG+청산/NNG
티에프(TF)	티에프/NNG+(/SS+TF/SL+)/SS
조사를	조사/NNG+를/JKO
통해	통하/VV+아/EC
문건	문건/NNG
작성자가	작성자/NNG+가/JKS
국정원이라는	국정원/NNG+이/VCP+라는/ETM
사실이	사실/NNG+이/JKS
공식	공식/NNG
확인됐다.	확인/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000056.387.9.2
검찰은 최근 이 ‘거짓 대응 시나리오’를 담은 해당 보고서를 확보하고, 어느 선까지 보고됐는지 등을 확인하고 있는 것으로 전해졌다.

검찰은	검찰/NNG+은/JX
최근	최근/MAG
이	이/MMD
‘거짓	‘/SS+거짓/NNG
대응	대응/NNG
시나리오’를	시나리오/NNG+’/SS+를/JKO
담은	담/VV+은/ETM
해당	해당/NNG
보고서를	보고서/NNG+를/JKO
확보하고,	확보/NNG+하/XSV+고/EC+,/SP
어느	어느/MMD
선까지	선/NNG+까지/JX
보고됐는지	보고/NNG+되/XSV+었/EP+는지/EC
등을	등/NNB+을/JKO
확인하고	확인/NNG+하/XSV+고/EC
있는	있/VX+는/ETM
것으로	것/NNB+으로/JKB
전해졌다.	전하/VV+아/EC+지/VX+었/EP+다/EF+./SF


