# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000033.330
metadata : {}


# id : NWRW1800000033.330.1.1
中 군부 최고실세 궈보슝 부주석 방한 무산

中	中/SH
당국자들에	당국자/NNG+들/XSN+에/JKB
따르면	따르/VV+면/EC
중국	중국/NNP
측은	측/NNB+은/JX
5월	5/SN+월/NNB
말	말/NNB
한국과	한국/NNP+과/JC
일본의	일본/NNP+의/JKG
순방	순방/NNG
일정을	일정/NNG+을/JKO
잡았던	잡/VV+았/EP+던/ETM
궈	궈/NNP
부주석이	부주석/NNG+이/JKS
방일	방일/NNG
계획을	계획/NNG+을/JKO
취소함에	취소/NNG+하/XSV+ㅁ/ETN+에/JKB
따라	따르/VV+아/EC
한국	한국/NNP
일정도	일정/NNG+도/JX
진행하기	진행/NNG+하/XSV+기/ETN
어렵게	어렵/VA+게/EC
됐다고	되/VV+었/EP+다고/EC
정부에	정부/NNG+에/JKB
통보했다.	통보/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.330.5.2
중국은 지난달 중순 일본 도쿄에서 중국의 반정부 단체로 규정된 세계위구르회의(WUC) 대표대회가 열린 것을 문제 삼아 방일을 전격 취소한 것으로 전해졌다.

중국은	중국/NNP+은/JX
지난달	지난달/NNG
중순	중순/NNG
일본	일본/NNP
도쿄에서	도쿄/NNP+에서/JKB
중국의	중국/NNP+의/JKG
반정부	반/XPN+정부/NNG
단체로	단체/NNG+로/JKB
규정된	규정/NNG+되/XSV+ㄴ/ETM
세계위구르회의(WUC)	세계/NNG+위구르/NNP+회의/NNG+(/SS+WUC/SL+)/SS
대표대회가	대표/NNG+대회/NNG+가/JKS
열린	열리/VV+ㄴ/ETM
것을	것/NNB+을/JKO
문제	문제/NNG
삼아	삼/VV+아/EC
방일을	방일/NNG+을/JKO
전격	전격/NNG
취소한	취소/NNG+하/XSV+ㄴ/ETM
것으로	것/NNB+으로/JKB
전해졌다.	전하/VV+아/EC+지/VX+었/EP+다/EF+./SF


# id : NWRW1800000033.330.6.1
이에 한국 측이 “한국 방문만이라도 당초 예정대로 성사시켜 달라”고 요청했으나 중국은 “일정이 빡빡한 중국 군부의 고위 인사가 특정 국가 한 곳만 방문하기 위해 해외 일정을 진행하기는 어렵다”는 이유 등을 들어 난색을 표했다고 한다.

이에	이/NP+에/JKB
한국	한국/NNP
측이	측/NNB+이/JKS
“한국	“/SS+한국/NNP
방문만이라도	방문/NNG+만/JX+이/VCP+라도/EC
당초	당초/NNG
예정대로	예정/NNG+대로/JX
성사시켜	성사/NNG+시키/XSV+어/EC
달라”고	달/VX+라/EF+”/SS+고/JKQ
요청했으나	요청/NNG+하/XSV+았/EP+으나/EC
중국은	중국/NNP+은/JX
“일정이	“/SS+일정/NNG+이/JKS
빡빡한	빡빡하/VA+ㄴ/ETM
중국	중국/NNP
군부의	군부/NNG+의/JKG
고위	고위/NNG
인사가	인사/NNG+가/JKS
특정	특정/NNG
국가	국가/NNG
한	한/MMN
곳만	곳/NNG+만/JX
방문하기	방문/NNG+하/XSV+기/ETN
위해	위하/VV+아/EC
해외	해외/NNG
일정을	일정/NNG+을/JKO
진행하기는	진행/NNG+하/XSV+기/ETN+는/JX
어렵다”는	어렵/VA+다/EF+”/SS+는/ETM
이유	이유/NNG
등을	등/NNB+을/JKO
들어	들/VV+어/EC
난색을	난색/NNG+을/JKO
표했다고	표/NNG+하/XSV+았/EP+다고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000033.330.7.1
정부 당국자는 “궈 부주석의 방한을 위한 준비가 완료된 상태에서 예상치 않았던 일본 변수 때문에 끝내 방한이 취소됐다”며 “그의 방문을 성사시키기 위해 2년 넘게 공을 들여 온 정부로서는 대단히 아쉬운 결과”라고 말했다.

정부	정부/NNG
당국자는	당국자/NNG+는/JX
“궈	“/SS+궈/NNP
부주석의	부주석/NNG+의/JKG
방한을	방한/NNG+을/JKO
위한	위하/VV+ㄴ/ETM
준비가	준비/NNG+가/JKS
완료된	완료/NNG+되/XSV+ㄴ/ETM
상태에서	상태/NNG+에서/JKB
예상치	예상/NNG+하/XSV+지/EC
않았던	않/VX+았/EP+던/ETM
일본	일본/NNP
변수	변수/NNG
때문에	때문/NNB+에/JKB
끝내	끝내/MAG
방한이	방한/NNG+이/JKS
취소됐다”며	취소/NNG+되/XSV+었/EP+다/EF+”/SS+며/EC
“그의	“/SS+그/NP+의/JKG
방문을	방문/NNG+을/JKO
성사시키기	성사/NNG+시키/XSV+기/ETN
위해	위하/VV+아/EC
2년	2/SN+년/NNB
넘게	넘/VV+게/EC
공을	공/NNG+을/JKO
들여	들이/VV+어/EC
온	오/VX+ㄴ/ETM
정부로서는	정부/NNG+로서/JKB+는/JX
대단히	대단히/MAG
아쉬운	아쉽/VA+ㄴ/ETM
결과”라고	결과/NNG+”/SS+라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.330.8.1
궈 부주석은 후진타오(胡錦濤) 국가주석과 시진핑(習近平) 부주석에 이어 서열 3위로 이름이 오르내리는 고위 인사다.

궈	궈/NNP
부주석은	부주석/NNG+은/JX
후진타오(胡錦濤)	후진타오/NNP+(/SS+胡錦濤/SH+)/SS
국가주석과	국가주석/NNG+과/JC
시진핑(習近平)	시진핑/NNP+(/SS+習近平/SH+)/SS
부주석에	부주석/NNG+에/JKB
이어	잇/VV+어/EC
서열	서열/NNG
3위로	3/SN+위/NNB+로/JKB
이름이	이름/NNG+이/JKS
오르내리는	오르내리/VV+는/ETM
고위	고위/NNG
인사다.	인사/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000033.330.8.2
북한과의 군사협력을 비롯해 중국의 전반적인 국방정책에 누구 못지않은 막강한 권한을 갖고 있다.

북한과의	북한/NNP+과/JKB+의/JKG
군사협력을	군사/NNG+협력/NNG+을/JKO
비롯해	비롯하/VV+아/EC
중국의	중국/NNP+의/JKG
전반적인	전반/NNG+적/XSN+이/VCP+ㄴ/ETM
국방정책에	국방/NNG+정책/NNG+에/JKB
누구	누구/NP
못지않은	못지않/VA+은/ETM
막강한	막강/NNG+하/XSA+ㄴ/ETM
권한을	권한/NNG+을/JKO
갖고	갖/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000033.330.8.3
정부는 그의 방한이 한중 군사안보 협력 강화의 중요한 계기가 될 수 있다고 기대했다.

정부는	정부/NNG+는/JX
그의	그/NP+의/JKG
방한이	방한/NNG+이/JKS
한중	한중/NNP
군사안보	군사/NNG+안보/NNG
협력	협력/NNG
강화의	강화/NNG+의/JKG
중요한	중요/NNG+하/XSA+ㄴ/ETM
계기가	계기/NNG+가/JKC
될	되/VV+ㄹ/ETM
수	수/NNB
있다고	있/VA+다고/EC
기대했다.	기대/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.330.9.1
외교통상부 당국자는 “최근 한국과 일본은 물론이고 중국 내에서도 누리꾼들의 목소리가 커지면서 중국 정부가 여론에 크게 신경을 쓰는 분위기”라며 “중국이 일본 내 세계위구르회의 행사에 민감하게 반응한 것도 그 때문”이라고 말했다.

외교통상부	외교/NNG+통상부/NNG
당국자는	당국자/NNG+는/JX
“최근	“/SS+최근/NNG
한국과	한국/NNP+과/JC
일본은	일본/NNP+은/JX
물론이고	물론/NNG+이/VCP+고/EC
중국	중국/NNP
내에서도	내/NNB+에서/JKB+도/JX
누리꾼들의	누리/NNG+꾼/XSN+들/XSN+의/JKG
목소리가	목소리/NNG+가/JKS
커지면서	커지/VV+면서/EC
정부가	정부/NNG+가/JKS
여론에	여론/NNG+에/JKB
크게	크/VA+게/EC
신경을	신경/NNG+을/JKO
쓰는	쓰/VV+는/ETM
분위기”라며	분위기/NNG+”/SS+이/VCP+라며/EC
“중국이	“/SS+중국/NNP+이/JKS
일본	일본/NNP
내	내/NNB
세계위구르회의	세계/NNG+위구르/NNP+회의/NNG
행사에	행사/NNG+에/JKB
민감하게	민감/NNG+하/XSA+게/EC
반응한	반응/NNG+하/XSV+ㄴ/ETM
것도	것/NNB+도/JX
그	그/MMD
때문”이라고	때문/NNB+”/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.330.9.2
또 “영토나 역사 문제로 여론이 민족주의 성향으로 흘러갈 위험이 있다”며 “정권 교체기에 각국 정부가 이런 국내 분위기에 휘둘리면서 동북아의 외교적 협력 노력이 발목 잡힐 가능성이 높다”고 우려했다.

또	또/MAG
“영토나	“/SS+영토/NNG+나/JC
역사	역사/NNG
문제로	문제/NNG+로/JKB
여론이	여론/NNG+이/JKS
민족주의	민족주의/NNG
성향으로	성향/NNG+으로/JKB
흘러갈	흘러가/VV+ㄹ/ETM
위험이	위험/NNG+이/JKS
있다”며	있/VA+다/EF+”/SS+며/EC
“정권	“/SS+정권/NNG
교체기에	교체기/NNG+에/JKB
각국	각국/NNG
정부가	정부/NNG+가/JKS
이런	이런/MMD
국내	국내/NNG
분위기에	분위기/NNG+에/JKB
휘둘리면서	휘둘리/VV+면서/EC
동북아의	동북아/NNP+의/JKG
외교적	외교/NNG+적/XSN
협력	협력/NNG
노력이	노력/NNG+이/JKS
발목	발목/NNG
잡힐	잡히/VV+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
높다”고	높/VA+다/EF+”/SS+고/JKQ
우려했다.	우려/NNG+하/XSV+았/EP+다/EF+./SF


