# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000021.134
metadata : {}


# id : NWRW1800000021.134.1.1
[기자의 눈]공인의 잘못에 엄격한 日 ‘알몸소동 처리’

[기자의	[/SS+기자/NNG+의/JKG
# id : NWRW1800000021.134.3.4
1박 2일간의 경찰 조사를 마치고 검찰에 송치될 때 카메라에 잡힌 그의 얼굴은 초췌하기 이를 데 없었다.

1박	1/SN+박/NNB
2일간의	2/SN+일/NNB+간/XSN+의/JKG
경찰	경찰/NNG
조사를	조사/NNG+를/JKO
마치고	마치/VV+고/EC
검찰에	검찰/NNG+에/JKB
송치될	송치/NNG+되/XSV+ㄹ/ETM
때	때/NNG
카메라에	카메라/NNG+에/JKB
잡힌	잡히/VV+ㄴ/ETM
그의	그/NP+의/JKG
얼굴은	얼굴/NNG+은/JX
초췌하기	초췌하/VA+기/ETN
이를	이르/VV+ㄹ/ETM
데	데/NNB
없었다.	없/VA+었/EP+다/EF+./SF


# id : NWRW1800000021.134.4.1
팬들은 강력하게 항의했다.

팬들은	팬/NNG+들/XSN+은/JX
강력하게	강력/NNG+하/XSA+게/EC
항의했다.	항의/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000021.134.4.2
기껏해야 경범죄로 처리해 훈방하면 될 일인데 경찰이 과잉 조사를 한다는 주장이었다.

기껏해야	기껏해야/MAG
경범죄로	경범죄/NNG+로/JKB
처리해	처리/NNG+하/XSV+아/EC
훈방하면	훈방/NNG+하/XSV+면/EC
될	되/VV+ㄹ/ETM
일인데	일/NNG+이/VCP+ㄴ데/EC
경찰이	경찰/NNG+이/JKS
과잉	과잉/NNG
조사를	조사/NNG+를/JKO
한다는	하/VV+ㄴ다는/ETM
주장이었다.	주장/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000021.134.4.3
한 스포츠 신문 설문조사에서도 “경찰 대응이 지나쳤다” “구사나기가 불쌍하다”는 반응이 다수였다.

한	한/MMN
스포츠	스포츠/NNG
신문	신문/NNG
설문조사에서도	설문/NNG+조사/NNG+에서/JKB+도/JX
“경찰	“/SS+경찰/NNG
대응이	대응/NNG+이/JKS
지나쳤다”	지나치/VA+었/EP+다/EF+”/SS
“구사나기가	“/SS+구사나기/NNP+가/JKS
불쌍하다”는	불쌍하/VA+다/EF+”/SS+는/ETM
반응이	반응/NNG+이/JKS
다수였다.	다수/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000021.134.4.4
도요타자동차 등 그를 광고모델로 기용한 업체들은 즉각 광고 중단을 결정했다.

도요타자동차	도요타자동차/NNP
등	등/NNB
그를	그/NP+를/JKO
광고모델로	광고/NNG+모델/NNG+로/JKB
기용한	기용/NNG+하/XSV+ㄴ/ETM
업체들은	업체/NNG+들/XSN+은/JX
즉각	즉각/MAG
광고	광고/NNG
중단을	중단/NNG+을/JKO
결정했다.	결정/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000021.134.4.5
그가 감당해야 할 이런저런 손해액이 600억 원이 넘을 것이란 추산도 나온다.

그가	그/NP+가/JKS
감당해야	감당/NNG+하/XSV+아야/EC
할	하/VX+ㄹ/ETM
이런저런	이런저런/MMD
손해액이	손해액/NNG+이/JKS
600억	600/SN+억/NR
원이	원/NNB+이/JKS
넘을	넘/VV+을/ETM
것이란	것/NNB+이/VCP+란/ETM
추산도	추산/NNG+도/JX
나온다.	나오/VV+ㄴ다/EF+./SF


# id : NWRW1800000021.134.5.1
그가 만약 연예인이 아니라 평범한 일반인이었다면 달랐을 것이라는 생각에 이르면, 그가 불이익을 당한 것은 분명해 보인다.

그가	그/NP+가/JKS
만약	만약/MAG
연예인이	연예인/NNG+이/JKC
아니라	아니/VCN+라/EC
평범한	평범하/VA+ㄴ/ETM
일반인이었다면	일반인/NNG+이/VCP+었/EP+다면/EC
달랐을	다르/VA+았/EP+을/ETM
것이라는	것/NNB+이/VCP+라는/ETM
생각에	생각/NNG+에/JKB
이르면,	이르/VV+면/EC+,/SP
불이익을	불/XPN+이익/NNG+을/JKO
당한	당하/VV+ㄴ/ETM
것은	것/NNB+은/JX
분명해	분명/MAG+하/XSA+아/EC
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000021.134.5.2
남에게 피해를 준 것도 아니고 술김에 벌인 실수로 전국적으로 창피를 당한 데다 가택수색이라는 범죄인 취급까지 당했다.

남에게	남/NNG+에게/JKB
피해를	피해/NNG+를/JKO
준	주/VV+ㄴ/ETM
것도	것/NNB+도/JX
아니고	아니/VCN+고/EC
술김에	술김/NNG+에/JKB
벌인	벌이/VV+ㄴ/ETM
실수로	실수/NNG+로/JKB
전국적으로	전국/NNG+적/XSN+으로/JKB
창피를	창피/NNG+를/JKO
당한	당하/VV+ㄴ/ETM
데다	데/NNB+다/JX
가택수색이라는	가택/NNG+수색/NNG+이/VCP+라는/ETM
범죄인	범죄인/NNG
취급까지	취급/NNG+까지/JX
당했다.	당하/VV+았/EP+다/EF+./SF


# id : NWRW1800000021.134.6.1
정작 24일 풀려난 본인에게서는 억울한 기색을 찾아볼 수 없었다.

정작	정작/MAG
24일	24/SN+일/NNB
풀려난	풀려나/VV+ㄴ/ETM
본인에게서는	본인/NNG+에게서/JKB+는/JX
억울한	억울/NNG+하/XSA+ㄴ/ETM
기색을	기색/NNG+을/JKO
찾아볼	찾아보/VV+ㄹ/ETM
수	수/NNB
없었다.	없/VA+었/EP+다/EF+./SF


# id : NWRW1800000021.134.6.2
곧바로 기자회견을 자청한 그는 “어른으로서 부끄러운 짓을 했습니다. 깊이 반성합니다. 죄송합니다”라며 사죄했다.

곧바로	곧바로/MAG
기자회견을	기자/NNG+회견/NNG+을/JKO
자청한	자청/NNG+하/XSV+ㄴ/ETM
그는	그/NP+는/JX
“어른으로서	“/SS+어른/NNG+으로서/JKB
부끄러운	부끄럽/VA+ㄴ/ETM
짓을	짓/NNG+을/JKO
했습니다.	하/VV+았/EP+습니다/EF+./SF
깊이	깊이/MAG
반성합니다.	반성/NNG+하/XSV+ㅂ니다/EF+./SF
죄송합니다”라며	죄송하/VA+ㅂ니다/EF+”/SS+이/VCP+라며/EC
사죄했다.	사죄/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000021.134.6.3
무릎을 꿇고 연방 머리를 조아렸다.

무릎을	무릎/NNG+을/JKO
꿇고	꿇/VV+고/EC
연방	연방/NNG
머리를	머리/NNG+를/JKO
조아렸다.	조아리/VV+었/EP+다/EF+./SF


# id : NWRW1800000021.134.6.4
소속회사도 “당분간 활동을 접고 자숙하도록 하겠다”며 몸을 낮췄다.

소속회사도	소속/NNG+회사/NNG+도/JX
“당분간	“/SS+당분간/MAG
활동을	활동/NNG+을/JKO
접고	접/VV+고/EC
자숙하도록	자숙/NNG+하/XSV+도록/EC
하겠다”며	하/VX+겠/EP+다/EF+”/SS+며/EC
몸을	몸/NNG+을/JKO
낮췄다.	낮추/VV+었/EP+다/EF+./SF


# id : NWRW1800000021.134.7.1
당사자인들 억울한 마음이 왜 없었겠는가.

당사자인들	당사자/NNG+이/VCP+ㄴ들/EC
억울한	억울/NNG+하/XSA+ㄴ/ETM
마음이	마음/NNG+이/JKS
왜	왜/MAG
없었겠는가.	없/VA+었/EP+겠/EP+는가/EF+./SF


# id : NWRW1800000021.134.7.2
하지만 그는 모든 것을 순순히 받아들이고 “죄송합니다”를 연발했다.

하지만	하지만/MAJ
그는	그/NP+는/JX
모든	모든/MMN
것을	것/NNB+을/JKO
순순히	순순히/MAG
받아들이고	받아들이/VV+고/EC
“죄송합니다”를	“/SS+죄송하/VA+ㅂ니다/EF+”/SS+를/JKO
연발했다.	연발/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000021.134.7.3
이유는 단 하나, ‘공인’이기 때문이다.

이유는	이유/NNG+는/JX
단	단/MMA
하나,	하나/NR+,/SP
‘공인’이기	‘/SS+공인/NNG+’/SS+이/VCP+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000021.134.7.4
평소 일반인보다 더 많은 혜택과 사랑을 받고 막대한 수입에다 사회적 영향력까지 가졌던 만큼 책임과 의무 또한 더 무거울 수밖에 없다는 점을 스스로 받아들였다고 보인다.

평소	평소/NNG
일반인보다	일반인/NNG+보다/JKB
더	더/MAG
많은	많/VA+은/ETM
혜택과	혜택/NNG+과/JC
사랑을	사랑/NNG+을/JKO
받고	받/VV+고/EC
막대한	막대하/VA+ㄴ/ETM
수입에다	수입/NNG+에다/JKB
사회적	사회/NNG+적/XSN
영향력까지	영향력/NNG+까지/JX
가졌던	가지/VV+었/EP+던/ETM
만큼	만큼/NNB
책임과	책임/NNG+과/JC
의무	의무/NNG
또한	또한/MAG
무거울	무겁/VA+ㄹ/ETM
수밖에	수/NNB+밖에/JX
없다는	없/VA+다는/ETM
점을	점/NNG+을/JKO
스스로	스스로/MAG
받아들였다고	받아들이/VV+었/EP+다고/EC
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000021.134.8.1
문득 돈 많고 힘세고 이름 있는 사람들의 스캔들이 끊이지 않는 우리 사회를 돌아보게 된다.

문득	문득/MAG
돈	돈/NNG
많고	많/VA+고/EC
힘세고	힘세/VA+고/EC
이름	이름/NNG
있는	있/VA+는/ETM
사람들의	사람/NNG+들/XSN+의/JKG
스캔들이	스캔들/NNG+이/JKS
끊이지	끊이/VV+지/EC
않는	않/VX+는/ETM
우리	우리/NP
사회를	사회/NNG+를/JKO
돌아보게	돌아보/VV+게/EC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000021.134.8.2
있는 사람일수록 솜방망이 처벌에 머물다 보니 유전무죄(有錢無罪), 유권무죄(有權無罪)에 이어 유명무죄(有名無罪)라는 말까지 나오는 한국의 현실이 겹쳐졌다.

있는	있/VA+는/ETM
사람일수록	사람/NNG+이/VCP+ㄹ수록/EC
솜방망이	솜방망이/NNG
처벌에	처벌/NNG+에/JKB
머물다	머물/VV+다/EC
보니	보/VX+니/EC
유전무죄(有錢無罪),	유전/NNG+무죄/NNG+(/SS+有錢無罪/SH+)/SS+,/SP
유권무죄(有權無罪)에	유권/NNG+무죄/NNG+(/SS+有權無罪/SH+)/SS+에/JKB
이어	잇/VV+어/EC
유명무죄(有名無罪)라는	유명/NNG+무죄/NNG+(/SS+有名無罪/SH+)/SS+이/VCP+라는/ETM
말까지	말/NNG+까지/JX
나오는	나오/VV+는/ETM
한국의	한국/NNP+의/JKG
현실이	현실/NNG+이/JKS
겹쳐졌다.	겹쳐지/VV+었/EP+다/EF+./SF


