# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000025.215
metadata : {}


# id : NWRW1800000025.215.1.1
[Money & Life]“펀드 환매는 시기상조… 하반기 그룹주펀드 맑음”

[Money	[/SS+Money/SL
코스피가	코스피/NNP+가/JKS
1,700	1/SN+,/SP+700/SN
선을	선/NNG+을/JKO
넘을	넘/VV+을/ETM
때마다	때/NNG+마다/JX
펀드	펀드/NNG
대량	대량/NNG
환매가	환매/NNG+가/JKS
반복됐지만	반복/NNG+되/XSV+었/EP+지만/EC
전문가들은	전문가/NNG+들/XSN+은/JX
환매에	환매/NNG+에/JKB
신중하라고	신중/NNG+하/XSA+라고/EC
입을	입/NNG+을/JKO
모았다.	모으/VV+았/EP+다/EF+./SF


# id : NWRW1800000025.215.4.2
한경준 한국투자증권 PB는 “금리인상 초기 주식도 동반 상승하기 때문에 금리가 일정 수준으로 오를 때까지 환매를 미루는 게 좋다”고 권했다.

한경준	한경준/NNP
한국투자증권	한국투자증권/NNP
PB는	PB/SL+는/JX
“금리인상	“/SS+금리/NNG+인상/NNG
초기	초기/NNG
주식도	주식/NNG+도/JX
동반	동반/NNG
상승하기	상승/NNG+하/XSV+기/ETN
때문에	때문/NNB+에/JKB
금리가	금리/NNG+가/JKS
일정	일정/NNG
수준으로	수준/NNG+으로/JKB
오를	오르/VV+ㄹ/ETM
때까지	때/NNG+까지/JX
환매를	환매/NNG+를/JKO
미루는	미루/VV+는/ETM
게	거/NNB+이/JKS
좋다”고	좋/VA+다/EF+”/SS+고/JKQ
권했다.	권/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.215.4.3
박환기 대신증권 부지점장은 “현재 정기예금 금리가 4% 안팎으로 환매하더라도 마땅한 투자처가 없다”며 “하반기나 내년 상반기는 지금보다 주가가 오를 것으로 보여 기다리는 게 낫다”고 했다.

박환기	박환기/NNP
대신증권	대신증권/NNP
부지점장은	부지점장/NNG+은/JX
“현재	“/SS+현재/MAG
정기예금	정기/NNG+예금/NNG
금리가	금리/NNG+가/JKS
4%	4/SN+%/SW
안팎으로	안팎/NNG+으로/JKB
환매하더라도	환매/NNG+하/XSV+더라도/EC
마땅한	마땅하/VA+ㄴ/ETM
투자처가	투자처/NNG+가/JKS
없다”며	없/VA+다/EF+”/SS+며/EC
“하반기나	“/SS+하반기/NNG+나/JC
내년	내년/NNG
상반기는	상반기/NNG+는/JX
지금보다	지금/NNG+보다/JKB
주가가	주가/NNG+가/JKS
오를	오르/VV+ㄹ/ETM
것으로	것/NNB+으로/JKB
보여	보이/VV+어/EC
기다리는	기다리/VV+는/ETM
게	거/NNB+이/JKS
낫다”고	낫/VA+다/EF+”/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000025.215.5.1
장기 투자로 일정 수준 목표 수익을 달성한 투자자라면 고점이라고 판단될 때 여러 차례로 나눠 분할 환매하는 것을 고려해볼 만하다.

장기	장기/NNG
투자로	투자/NNG+로/JKB
일정	일정/NNG
수준	수준/NNG
목표	목표/NNG
수익을	수익/NNG+을/JKO
달성한	달성/NNG+하/XSV+ㄴ/ETM
투자자라면	투자자/NNG+이/VCP+라면/EC
고점이라고	고점/NNG+이/VCP+라고/EC
판단될	판단/NNG+되/XSV+ㄹ/ETM
때	때/NNG
여러	여러/MMN
차례로	차례/NNG+로/JKB
나눠	나누/VV+어/EC
분할	분할/NNG
환매하는	환매/NNG+하/XSV+는/ETM
것을	것/NNB+을/JKO
고려해볼	고려/NNG+하/XSV+아/EC+보/VX+ㄹ/ETM
만하다.	만/NNB+하/XSA+다/EF+./SF


# id : NWRW1800000025.215.5.2
최철식 미래에셋증권 부장은 “지지부진한 박스권 장세는 투자 포트폴리오를 조정할 수 있는 좋은 기회”라며 “2년 이상 보유한 펀드 중 성과가 저조한 펀드는 정리하고 우량 펀드로 갈아타라”고 충고했다.

최철식	최철식/NNP
미래에셋증권	미래에셋증권/NNP
부장은	부장/NNG+은/JX
“지지부진한	“/SS+지지부진/NNG+하/XSV+ㄴ/ETM
박스권	박스/NNG+권/XSN
장세는	장세/NNG+는/JX
투자	투자/NNG
포트폴리오를	포트폴리오/NNG+를/JKO
조정할	조정/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
좋은	좋/VA+은/ETM
기회”라며	기회/NNG+”/SS+이/VCP+라며/EC
“2년	“/SS+2/SN+년/NNB
이상	이상/NNG
보유한	보유/NNG+하/XSV+ㄴ/ETM
펀드	펀드/NNG
중	중/NNB
성과가	성과/NNG+가/JKS
저조한	저조/NNG+하/XSA+ㄴ/ETM
펀드는	펀드/NNG+는/JX
정리하고	정리/NNG+하/XSV+고/EC
우량	우량/NNG
펀드로	펀드/NNG+로/JKB
갈아타라”고	갈아타/VV+라/EF+”/SS+고/JKQ
충고했다.	충고/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.215.6.1
새로 펀드에 가입한다면 글로벌 변수에 민감한 해외펀드보다 국내 주식형펀드에 가입하는 게 낫다.

새로	새로/MAG
펀드에	펀드/NNG+에/JKB
가입한다면	가입/NNG+하/XSV+ㄴ다면/EC
글로벌	글로벌/NNG
변수에	변수/NNG+에/JKB
민감한	민감/NNG+하/XSA+ㄴ/ETM
해외펀드보다	해외/NNG+펀드/NNG+보다/JKB
국내	국내/NNG
주식형펀드에	주식/NNG+형/XSN+펀드/NNG+에/JKB
가입하는	가입/NNG+하/XSV+는/ETM
게	거/NNB+이/JKS
낫다.	낫/VA+다/EF+./SF


# id : NWRW1800000025.215.6.2
김재홍 한국투자증권 PB는 “해외펀드는 주식시장이나 펀드운용 정보를 얻기 어렵고 환율 변동에 노출돼 있다”며 “국내펀드와 달리 매매 차익에 세금도 부과된다”고 설명했다.

김재홍	김재홍/NNP
한국투자증권	한국투자증권/NNP
PB는	PB/SL+는/JX
“해외펀드는	“/SS+해외/NNG+펀드/NNG+는/JX
주식시장이나	주식/NNG+시장/NNG+이나/JC
펀드운용	펀드/NNG+운용/NNG
정보를	정보/NNG+를/JKO
얻기	얻/VV+기/ETN
어렵고	어렵/VA+고/EC
환율	환율/NNG
변동에	변동/NNG+에/JKB
노출돼	노출/NNG+되/XSV+어/EC
있다”며	있/VX+다/EF+”/SS+며/EC
“국내펀드와	“/SS+국내/NNG+펀드/NNG+와/JKB
달리	달리/MAG
매매	매매/NNG
차익에	차익/NNG+에/JKB
세금도	세금/NNG+도/JX
부과된다”고	부과/NNG+되/XSV+ㄴ다/EF+”/SS+고/JKQ
설명했다.	설명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.215.6.3
강영창 삼성증권 팀장은 “기업 실적 개선으로 국내 증시는 주가수익비율(PER)이 8.7배 수준으로 낮아지며 저평가돼 있다”며 “3분기에 국내 펀드에 적극 투자하라”고 권했다.

강영창	강영창/NNP
삼성증권	삼성증권/NNP
팀장은	팀장/NNG+은/JX
“기업	“/SS+기업/NNG
실적	실적/NNG
개선으로	개선/NNG+으로/JKB
국내	국내/NNG
증시는	증시/NNG+는/JX
주가수익비율(PER)이	주가/NNG+수익/NNG+비율/NNG+(/SS+PER/SL+)/SS+이/JKS
8.7배	8/SN+./SP+7/SN+배/NNG
수준으로	수준/NNG+으로/JKB
낮아지며	낮/VA+아/EC+지/VX+며/EC
저평가돼	저/XPN+평가/NNG+되/XSV+어/EC
있다”며	있/VX+다/EF+”/SS+며/EC
“3분기에	“/SS+3/SN+분기/NNG+에/JKB
펀드에	펀드/NNG+에/JKB
적극	적극/NNG
투자하라”고	투자/NNG+하/XSV+라/EF+”/SS+고/JKQ
권했다.	권/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.215.7.1
상당수 PB는 글로벌 금융위기 이후 꾸준히 돈이 몰린 그룹주펀드를 하반기에도 유망한 국내펀드로 꼽았다.

상당수	상당수/NNG
PB는	PB/SL+는/JX
글로벌	글로벌/NNG
금융위기	금융/NNG+위기/NNG
이후	이후/NNG
꾸준히	꾸준히/MAG
돈이	돈/NNG+이/JKS
몰린	몰리/VV+ㄴ/ETM
그룹주펀드를	그룹주/NNG+펀드/NNG+를/JKO
하반기에도	하반기/NNG+에/JKB+도/JX
유망한	유망/NNG+하/XSA+ㄴ/ETM
국내펀드로	국내/NNG+펀드/NNG+로/JKB
꼽았다.	꼽/VV+았/EP+다/EF+./SF


# id : NWRW1800000025.215.7.2
조재영 우리투자증권 PB는 “정보기술(IT), 자동차, 태양광 등 녹색산업에서 대기업그룹이 차지하는 비중이 커지면서 실적도 부익부빈익빈이 되고 있다”고 했다.

조재영	조재영/NNP
우리투자증권	우리투자증권/NNP
PB는	PB/SL+는/JX
“정보기술(IT),	“/SS+정보/NNG+기술/NNG+(/SS+IT/SL+)/SS+,/SP
자동차,	자동차/NNG+,/SP
태양광	태양광/NNG
등	등/NNB
녹색산업에서	녹색/NNG+산업/NNG+에서/JKB
대기업그룹이	대/XPN+기업/NNG+그룹/NNG+이/JKS
차지하는	차지/NNG+하/XSV+는/ETM
비중이	비중/NNG+이/JKS
커지면서	커지/VV+면서/EC
실적도	실적/NNG+도/JX
부익부빈익빈이	부익부/NNG+빈익빈/NNG+이/JKC
되고	되/VV+고/EC
있다”고	있/VX+다/EF+”/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000025.215.7.3
이런 이유로 대형 우량주 중심의 펀드나 국내 글로벌 대표기업에 집중 투자하는 펀드에 가입하라고 권하는 전문가가 많았다.

이런	이런/MMD
이유로	이유/NNG+로/JKB
대형	대형/NNG
우량주	우량주/NNG
중심의	중심/NNG+의/JKG
펀드나	펀드/NNG+나/JC
국내	국내/NNG
글로벌	글로벌/NNG
대표기업에	대표/NNG+기업/NNG+에/JKB
집중	집중/NNG
투자하는	투자/NNG+하/XSV+는/ETM
펀드에	펀드/NNG+에/JKB
가입하라고	가입/NNG+하/XSV+라고/EC
권하는	권/NNG+하/XSV+는/ETM
전문가가	전문가/NNG+가/JKS
많았다.	많/VA+았/EP+다/EF+./SF


# id : NWRW1800000025.215.7.4
다양한 기초자산에 연동된 주가연계증권(ELS)에 분산 투자하는 전략도 추천됐다.

다양한	다양/NNG+하/XSA+ㄴ/ETM
기초자산에	기초/NNG+자산/NNG+에/JKB
연동된	연동/NNG+되/XSV+ㄴ/ETM
주가연계증권(ELS)에	주가/NNG+연계/NNG+증권/NNG+(/SS+ELS/SL+)/SS+에/JKB
분산	분산/NNG
투자하는	투자/NNG+하/XSV+는/ETM
전략도	전략/NNG+도/JX
추천됐다.	추천/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000025.215.7.5
무엇보다 하반기는 고점을 높여가는 박스권 장세가 예상되는 만큼 한꺼번에 목돈을 투자하기보다 3회 이상 분할 매수하거나 적립식으로 투자하라고 입을 모았다.

무엇보다	무엇/NP+보다/JKB
하반기는	하반기/NNG+는/JX
고점을	고점/NNG+을/JKO
높여가는	높이/VV+어/EC+가/VX+는/ETM
박스권	박스/NNG+권/XSN
장세가	장세/NNG+가/JKS
예상되는	예상/NNG+되/XSV+는/ETM
만큼	만큼/NNB
한꺼번에	한꺼번에/MAG
목돈을	목돈/NNG+을/JKO
투자하기보다	투자/NNG+하/XSV+기/ETN+보다/JKB
3회	3/SN+회/NNB
이상	이상/NNG
분할	분할/NNG
매수하거나	매수/NNG+하/XSV+거나/EC
적립식으로	적립식/NNG+으로/JKB
투자하라고	투자/NNG+하/XSV+라고/EC
입을	입/NNG+을/JKO
모았다.	모으/VV+았/EP+다/EF+./SF


# id : NWRW1800000025.215.8.1
해외펀드에 투자한다면 중국 본토A시장에 투자하는 펀드에 가입하라고 권했다.

해외펀드에	해외/NNG+펀드/NNG+에/JKB
투자한다면	투자/NNG+하/XSV+ㄴ다면/EC
중국	중국/NNP
본토A시장에	본토/NNG+A/SL+시장/NNG+에/JKB
투자하는	투자/NNG+하/XSV+는/ETM
펀드에	펀드/NNG+에/JKB
가입하라고	가입/NNG+하/XSV+라고/EC
권했다.	권/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.215.8.2
이경준 동양종합금융증권 PB는 “중국은 버블을 막기 위한 당국의 인위적 긴축으로 경제성장률에 비해 주가 상승폭이 턱없이 낮다”며 “위안화 절상 등으로 인한 수출 타격을 막기 위해 내수부양책이 나올 가능성이 높아 지금이 투자 적기”라고 설명했다.

이경준	이경준/NNP
동양종합금융증권	동양종합금융증권/NNP
PB는	PB/SL+는/JX
“중국은	“/SS+중국/NNP+은/JX
버블을	버블/NNG+을/JKO
막기	막/VV+기/ETN
위한	위하/VV+ㄴ/ETM
당국의	당국/NNG+의/JKG
인위적	인위/NNG+적/XSN
긴축으로	긴축/NNG+으로/JKB
경제성장률에	경제/NNG+성장/NNG+률/XSN+에/JKB
비해	비/NNG+하/XSV+아/EC
주가	주가/NNG
상승폭이	상승/NNG+폭/NNG+이/JKS
턱없이	턱없이/MAG
낮다”며	낮/VA+다/EF+”/SS+며/EC
“위안화	“/SS+위안화/NNG
절상	절상/NNG
등으로	등/NNB+으로/JKB
인한	인/NNG+하/XSV+ㄴ/ETM
수출	수출/NNG
타격을	타격/NNG+을/JKO
위해	위하/VV+아/EC
내수부양책이	내수/NNG+부양책/NNG+이/JKS
나올	나오/VV+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
높아	높/VA+아/EC
지금이	지금/NNG+이/JKS
투자	투자/NNG
적기”라고	적기/NNG+”/SS+라고/JKQ
설명했다.	설명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.215.9.1
최근 빠른 성장세를 보이고 있는 랩어카운트(종합자산관리계좌)는 단기간에 과다한 자금이 몰리고 있다며 ‘쏠림 현상’을 우려하는 전문가가 많았다.

최근	최근/NNG
빠른	빠르/VA+ㄴ/ETM
성장세를	성장세/NNG+를/JKO
보이고	보이/VV+고/EC
있는	있/VX+는/ETM
랩어카운트(종합자산관리계좌)는	랩/NNG+어카운트/NNG+(/SS+종합/NNG+자산/NNG+관리/NNG+계좌/NNG+)/SS+는/JX
단기간에	단기간/NNG+에/JKB
과다한	과다/NNG+하/XSA+ㄴ/ETM
자금이	자금/NNG+이/JKS
몰리고	몰리/VV+고/EC
있다며	있/VX+다며/EC
‘쏠림	‘/SS+쏠리/VV+ㅁ/ETN
현상’을	현상/NNG+’/SS+을/JKO
우려하는	우려/NNG+하/XSV+는/ETM
전문가가	전문가/NNG+가/JKS
많았다.	많/VA+았/EP+다/EF+./SF


# id : NWRW1800000025.215.9.2
김주영 대우증권 팀장은 “하반기에 은행도 뛰어들면 랩어카운트 투자는 더 늘어날 것”이라며 “펀드보다 종목 편입 비율을 자유롭게 조정할 수 있는 게 장점이지만 규모와 편입 종목을 반드시 확인해 옥석을 가리는 게 중요하다”고 충고했다.

김주영	김주영/NNP
대우증권	대우증권/NNP
팀장은	팀장/NNG+은/JX
“하반기에	“/SS+하반기/NNG+에/JKB
은행도	은행/NNG+도/JX
뛰어들면	뛰어들/VV+면/EC
랩어카운트	랩/NNG+어카운트/NNG
투자는	투자/NNG+는/JX
더	더/MAG
늘어날	늘어나/VV+ㄹ/ETM
것”이라며	것/NNB+”/SS+이/VCP+라며/EC
“펀드보다	“/SS+펀드/NNG+보다/JKB
종목	종목/NNG
편입	편입/NNG
비율을	비율/NNG+을/JKO
자유롭게	자유/NNG+롭/XSA+게/EC
조정할	조정/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
게	거/NNB+이/JKS
장점이지만	장점/NNG+이/VCP+지만/EC
규모와	규모/NNG+와/JC
종목을	종목/NNG+을/JKO
반드시	반드시/MAG
확인해	확인/NNG+하/XSV+아/EC
옥석을	옥석/NNG+을/JKO
가리는	가리/VV+는/ETM
중요하다”고	중요/NNG+하/XSA+다/EF+”/SS+고/JKQ
충고했다.	충고/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.215.9.3
강재순 대신증권 차장은 “과거 중국펀드 열풍도 무조건 유행에 편승해 따라붙은 투자자 때문이었다”며 “제도적으로 좀 더 정비되고 컴플라이언스 기능이 강화되기 전까지는 신중하게 투자해야 한다”고 말했다.

강재순	강재순/NNP
대신증권	대신증권/NNP
차장은	차장/NNG+은/JX
“과거	“/SS+과거/NNG
중국펀드	중국/NNP+펀드/NNG
열풍도	열풍/NNG+도/JX
무조건	무/XPN+조건/NNG
유행에	유행/NNG+에/JKB
편승해	편승/NNG+하/XSV+아/EC
따라붙은	따라붙/VV+은/ETM
투자자	투자자/NNG
때문이었다”며	때문/NNB+이/VCP+었/EP+다/EF+”/SS+며/EC
“제도적으로	“/SS+제도/NNG+적/XSN+으로/JKB
좀	좀/MAG
더	더/MAG
정비되고	정비/NNG+되/XSV+고/EC
컴플라이언스	컴플라이언스/NNG
기능이	기능/NNG+이/JKS
강화되기	강화/NNG+되/XSV+기/ETN
전까지는	전/NNG+까지/JX+는/JX
신중하게	신중/NNG+하/XSA+게/EC
투자해야	투자/NNG+하/XSV+아야/EC
한다”고	하/VX+ㄴ다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.215.10.1
○ 중국 성장, 금리인상 수혜주 주목

○	○/SW
중국	중국/NNP
성장,	성장/NNG+,/SP
금리인상	금리/NNG+인상/NNG
수혜주	수혜주/NNG
주목	주목/NNG


# id : NWRW1800000025.215.11.1
주식 직접투자는 시장의 변동성이 클수록 대형 우량주 위주의 장기 투자로 접근하는 게 좋다.

주식	주식/NNG
직접투자는	직접/NNG+투자/NNG+는/JX
시장의	시장/NNG+의/JKG
변동성이	변동/NNG+성/XSN+이/JKS
클수록	크/VA+ㄹ수록/EC
대형	대형/NNG
우량주	우량주/NNG
위주의	위주/NNG+의/JKG
장기	장기/NNG
투자로	투자/NNG+로/JKB
접근하는	접근/NNG+하/XSV+는/ETM
게	거/NNB+이/JKS
좋다.	좋/VA+다/EF+./SF


# id : NWRW1800000025.215.11.2
동시에 하반기 박스권 돌파와 내년 이후 증시 상승세에 대비해 선제적 투자도 고려해야 한다.

동시에	동시/NNG+에/JKB
하반기	하반기/NNG
박스권	박스/NNG+권/XSN
돌파와	돌파/NNG+와/JC
내년	내년/NNG
이후	이후/NNG
증시	증시/NNG
상승세에	상승세/NNG+에/JKB
대비해	대비/NNG+하/XSV+아/EC
선제적	선제/NNG+적/XSN
투자도	투자/NNG+도/JX
고려해야	고려/NNG+하/XSV+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000025.215.11.3
이경준 PB는 “기관투자가 등이 상반기 시장을 주도했던 IT, 자동차 업종에서 철강 조선 해운 화학 기계로 옮겨가고 있다”며 “이러한 중국 성장 수혜주가 하반기 증시를 이끌어갈 것”이라고 봤다.

이경준	이경준/NNP
PB는	PB/SL+는/JX
“기관투자가	“/SS+기관/NNG+투자가/NNG
등이	등/NNB+이/JKS
상반기	상반기/NNG
시장을	시장/NNG+을/JKO
주도했던	주도/NNG+하/XSV+았/EP+던/ETM
IT,	IT/SL+,/SP
자동차	자동차/NNG
업종에서	업종/NNG+에서/JKB
철강	철강/NNG
조선	조선/NNG
해운	해운/NNG
화학	화학/NNG
기계로	기계/NNG+로/JKB
옮겨가고	옮기/VV+어/EC+가/VX+고/EC
있다”며	있/VX+다/EF+”/SS+며/EC
“이러한	“/SS+이러하/VA+ㄴ/ETM
중국	중국/NNP
성장	성장/NNG
수혜주가	수혜주/NNG+가/JKS
하반기	하반기/NNG
증시를	증시/NNG+를/JKO
이끌어갈	이끌/VV+어/EC+가/VX+ㄹ/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
봤다.	보/VV+았/EP+다/EF+./SF


# id : NWRW1800000025.215.11.4
최철식 부장도 “6월 이후 연기금이 철강, 화학업종을 본격 매수하고 있다”며 “중국 내수 소비 수혜주를 중심으로 조정 때마다 분할 매수하라”고 권했다.

최철식	최철식/NNP
부장도	부장/NNG+도/JX
“6월	“/SS+6/SN+월/NNB
이후	이후/NNG
연기금이	연기금/NNG+이/JKS
철강,	철강/NNG+,/SP
화학업종을	화학/NNG+업종/NNG+을/JKO
본격	본격/NNG
매수하고	매수/NNG+하/XSV+고/EC
있다”며	있/VX+다/EF+”/SS+며/EC
“중국	“/SS+중국/NNP
내수	내수/NNG
소비	소비/NNG
수혜주를	수혜주/NNG+를/JKO
중심으로	중심/NNG+으로/JKB
조정	조정/NNG
때마다	때/NNG+마다/JX
분할	분할/NNG
매수하라”고	매수/NNG+하/XSV+라/EF+”/SS+고/JKQ
권했다.	권/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.215.12.1
서재연 대우증권 차장은 “하반기 금리인상으로 수혜를 볼 은행 보험 증권 등 금융주와 원화 강세 수혜 종목인 항공 철강 정유주를 눈여겨보라”고 말했다.

서재연	서재연/NNP
대우증권	대우증권/NNP
차장은	차장/NNG+은/JX
“하반기	“/SS+하반기/NNG
금리인상으로	금리/NNG+인상/NNG+으로/JKB
수혜를	수혜/NNG+를/JKO
볼	보/VV+ㄹ/ETM
은행	은행/NNG
보험	보험/NNG
증권	증권/NNG
등	등/NNB
금융주와	금융주/NNG+와/JC
원화	원화/NNG
강세	강세/NNG
수혜	수혜/NNG
종목인	종목/NNG+이/VCP+ㄴ/ETM
항공	항공/NNG
철강	철강/NNG
정유주를	정유주/NNG+를/JKO
눈여겨보라”고	눈여겨보/VV+라/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.215.12.2
권은정 미래에셋증권 차장은 “증권주는 지금도 가격 메리트가 크지만 하반기 증시가 박스권을 돌파한다면 선두주가 될 것”이라고 봤다.

권은정	권은정/NNP
미래에셋증권	미래에셋증권/NNP
차장은	차장/NNG+은/JX
“증권주는	“/SS+증권주/NNG+는/JX
지금도	지금/NNG+도/JX
가격	가격/NNG
메리트가	메리트/NNG+가/JKS
크지만	크/VA+지만/EC
하반기	하반기/NNG
증시가	증시/NNG+가/JKS
박스권을	박스/NNG+권/XSN+을/JKO
돌파한다면	돌파/NNG+하/XSV+ㄴ다면/EC
선두주가	선두주/NNG+가/JKC
될	되/VV+ㄹ/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
봤다.	보/VV+았/EP+다/EF+./SF


# id : NWRW1800000025.215.13.1
강영창 팀장은 “코스피는 올 들어 3.1% 상승하는 데 그쳤지만 시장을 주도한 핵심 우량주는 15∼45% 올랐다”며 “글로벌 시장을 주도하고 실적이 뒷받침되는 초우량 기업에 투자하라”고 했다.

강영창	강영창/NNP
팀장은	팀장/NNG+은/JX
“코스피는	“/SS+코스피/NNP+는/JX
올	올/NNG
들어	들/VV+어/EC
3.1%	3/SN+./SP+1/SN+%/SW
상승하는	상승/NNG+하/XSV+는/ETM
데	데/NNB
그쳤지만	그치/VV+었/EP+지만/EC
시장을	시장/NNG+을/JKO
주도한	주도/NNG+하/XSV+ㄴ/ETM
핵심	핵심/NNG
우량주는	우량주/NNG+는/JX
15∼45%	15/SN+∼/SO+45/SN+%/SW
올랐다”며	오르/VV+았/EP+다/EF+”/SS+며/EC
“글로벌	“/SS+글로벌/NNG
주도하고	주도/NNG+하/XSV+고/EC
실적이	실적/NNG+이/JKS
뒷받침되는	뒷받침/NNG+되/XSV+는/ETM
초우량	초/XPN+우량/NNG
기업에	기업/NNG+에/JKB
투자하라”고	투자/NNG+하/XSV+라/EF+”/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000025.215.13.2
PB들은 이러한 종목으로 전기자동차용 2차전지 분야에서 세계적 선도업체로 도약하고 있는 LG화학을 가장 많이 꼽았다.

PB들은	PB/SL+들/XSN+은/JX
이러한	이러하/VA+ㄴ/ETM
종목으로	종목/NNG+으로/JKB
전기자동차용	전기/NNG+자동차/NNG+용/XSN
2차전지	2/SN+차/NNB+전지/NNG
분야에서	분야/NNG+에서/JKB
세계적	세계/NNG+적/XSN
선도업체로	선도/NNG+업체/NNG+로/JKB
