# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.355
metadata : {}


# id : NWRW1800000030.355.1.1
[호남] [문화가 하이라이트] "소쇄원의 숨겨진 멋 만나보세요"

[호남]	[/SS+호남/NNP+]/SS
익숙해져갔고,	익숙하/VA+아/EC+지/VX+어/EC+가/VX+았/EP+고/EC+,/SP
시간이	시간/NNG+이/JKS
흐른	흐르/VV+ㄴ/ETM
뒤에는	뒤/NNG+에/JKB+는/JX
내면의	내면/NNG+의/JKG
아름다움까지	아름다움/NNG+까지/JX
보이기	보이/VV+기/ETN
시작했어요."	시작/NNG+하/XSV+았/EP+어요/EF+./SF+"/SS
저자는	저자/NNG+는/JX
"그동안	"/SS+그동안/NNG
문화유적	문화/NNG+유적/NNG
현장에서	현장/NNG+에서/JKB
체험하며	체험/NNG+하/XSV+며/EC
느낀	느끼/VV+ㄴ/ETM
것들을	것/NNB+들/XSN+을/JKO
담담하게	담담하/VA+게/EC
기록했다"고	기록/NNG+하/XSV+았/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.355.6.1
16장으로 구성된 책은 소쇄원을 조성하게 된 역사적 사건과 정암(靜庵) 조광조(趙光祖)라는 인물 이야기로 시작된다.

16장으로	16/SN+장/NNG+으로/JKB
구성된	구성/NNG+되/XSV+ㄴ/ETM
책은	책/NNG+은/JX
소쇄원을	소쇄원/NNP+을/JKO
조성하게	조성/NNG+하/XSV+게/EC
된	되/VV+ㄴ/ETM
역사적	역사/NNG+적/XSN
사건과	사건/NNG+과/JC
정암(靜庵)	정암/NNP+(/SS+靜庵/SH+)/SS
조광조(趙光祖)라는	조광조/NNP+(/SS+趙光祖/SH+)/SS+이/VCP+라는/ETM
인물	인물/NNG
이야기로	이야기/NNG+로/JKB
시작된다.	시작/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.355.7.1
2장에서는 조광조라는 뛰어난 개혁적 인물의 뜻이 꺾임으로써 초래된 암울한 시대상황을 그렸다.

2장에서는	2/SN+장/NNG+에서/JKB+는/JX
조광조라는	조광조/NNP+이/VCP+라는/ETM
뛰어난	뛰어나/VA+ㄴ/ETM
개혁적	개혁/NNG+적/XSN
인물의	인물/NNG+의/JKG
뜻이	뜻/NNG+이/JKS
꺾임으로써	꺾이/VV+ㅁ/ETN+으로써/JKB
초래된	초래/NNG+되/XSV+ㄴ/ETM
암울한	암울/NNG+하/XSA+ㄴ/ETM
시대상황을	시대/NNG+상황/NNG+을/JKO
그렸다.	그리/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.355.7.2
하지만, '조광조의 학문과 정신이 무등산 자락 원효계곡의 소쇄원으로 이어진 것은 하늘이 내린 행운'이라고 저자는 주장한다.

하지만,	하지만/MAJ+,/SP
'조광조의	'/SS+조광조/NNP+의/JKG
학문과	학문/NNG+과/JC
정신이	정신/NNG+이/JKS
무등산	무등산/NNP
자락	자락/NNG
원효계곡의	원효계곡/NNP+의/JKG
소쇄원으로	소쇄원/NNP+으로/JKB
이어진	이어지/VV+ㄴ/ETM
것은	것/NNB+은/JX
하늘이	하늘/NNG+이/JKS
내린	내리/VV+ㄴ/ETM
행운'이라고	행운/NNG+'/SS+이라고/JKQ
저자는	저자/NNG+는/JX
주장한다.	주장/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.355.8.1
3장은, 3대(代)에 걸쳐 70여년 동안 다지고 다진 끝에 '소쇄원'이라는 종합학술원 겸 복합문화공간이 탄생하게 된 내력을 '행장'(行狀·죽은 사람이 평생 살아온 일을 적은 글)을 통해 되살렸다.

3장은,	3/SN+장/NNG+은/JX+,/SP
3대(代)에	3/SN+대/NNB+(/SS+代/SH+)/SS+에/JKB
걸쳐	걸치/VV+어/EC
70여년	70/SN+여/XSN+년/NNB
동안	동안/NNG
다지고	다지/VV+고/EC
다진	다지/VV+ㄴ/ETM
끝에	끝/NNG+에/JKB
'소쇄원'이라는	'/SS+소쇄원/NNP+'/SS+이/VCP+라는/ETM
종합학술원	종합/NNG+학술원/NNG
겸	겸/NNB
복합문화공간이	복합/NNG+문화/NNG+공간/NNG+이/JKS
탄생하게	탄생/NNG+하/XSV+게/EC
된	되/VV+ㄴ/ETM
내력을	내력/NNG+을/JKO
'행장'(行狀·죽은	'/SS+행장/NNG+'/SS+(/SS+行狀/SH+·/SP+죽/VV+은/ETM
사람이	사람/NNG+이/JKS
평생	평생/NNG
살아온	살아오/VV+ㄴ/ETM
일을	일/NNG+을/JKO
적은	적/VV+은/ETM
글)을	글/NNG+)/SS+을/JKO
통해	통하/VV+아/EC
되살렸다.	되살리/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.355.9.1
5장에서는 소쇄원이 본래 규모의 8분의 1 정도만 남아 있으며 복원이 시급하다는 점을 역설했다.

5장에서는	5/SN+장/NNG+에서/JKB+는/JX
소쇄원이	소쇄원/NNP+이/JKS
본래	본래/NNG
규모의	규모/NNG+의/JKG
8분의	8/SN+분/XSN+의/JKG
1	1/SN
정도만	정도/NNG+만/JX
남아	남/VV+아/EC
있으며	있/VX+으며/EC
복원이	복원/NNG+이/JKS
시급하다는	시급하/VA+다는/ETM
점을	점/NNG+을/JKO
역설했다.	역설/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.355.9.2
직접 제작한 '재현도'를 실어 복원의 근거도 제시했다.

직접	직접/MAG
제작한	제작/NNG+하/XSV+ㄴ/ETM
'재현도'를	'/SS+재현도/NNP+'/SS+를/JKO
실어	싣/VV+어/EC
복원의	복원/NNG+의/JKG
근거도	근거/NNG+도/JX
제시했다.	제시/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.355.10.1
7~8장은 김인후의 '소쇄48영시'와 주자의 '무위도가'의 원문과 해제를 곁들여 소쇄원의 공간적 구성과 그 연원을 상세히 설명했다.

7~8장은	7/SN+~/SO+8/SN+장/NNG+은/JX
김인후의	김인후/NNP+의/JKG
'소쇄48영시'와	'/SS+소쇄48영시/NNP+'/SS+와/JC
주자의	주자/NNP+의/JKG
'무위도가'의	'/SS+무위도가/NNP+'/SS+의/JKG
원문과	원문/NNG+과/JC
해제를	해제/NNG+를/JKO
곁들여	곁들이/VV+어/EC
소쇄원의	소쇄원/NNP+의/JKG
공간적	공간/NNG+적/XSN
구성과	구성/NNG+과/JC
그	그/MMD
연원을	연원/NNG+을/JKO
상세히	상세히/MAG
설명했다.	설명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.355.11.1
9~11장은 저자가 오랫동안 원림·정자·서원·향교·궁궐 등을 드나들며 얻은 지식과 자료를 담았고, 12~16장에서는 소쇄원을 빌어 문화유산 이해의 실상과 올바른 이해방법을 제시했다.

9~11장은	9/SN+~/SO+11/SN+장/NNG+은/JX
저자가	저자/NNG+가/JKS
오랫동안	오랫동안/NNG
원림·정자·서원·향교·궁궐	원림/NNG+·/SP+정자/NNG+·/SP+서원/NNG+·/SP+향교/NNG+·/SP+궁궐/NNG
등을	등/NNB+을/JKO
드나들며	드나들/VV+며/EC
얻은	얻/VV+은/ETM
지식과	지식/NNG+과/JC
자료를	자료/NNG+를/JKO
담았고,	담/VV+았/EP+고/EC+,/SP
12~16장에서는	12/SN+~/SO+16/SN+장/NNG+에서/JKB+는/JX
소쇄원을	소쇄원/NNP+을/JKO
빌어	빌/VV+어/EC
문화유산	문화유산/NNG
이해의	이해/NNG+의/JKG
실상과	실상/NNG+과/JC
올바른	올바르/VA+ㄴ/ETM
이해방법을	이해/NNG+방법/NNG+을/JKO
제시했다.	제시/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.355.12.1
이씨는 "20대 이후 온 삶을 문화유적 관리·보전과 탐방객맞이 등 자원봉사로 채우며 얻은 경험과 지식, 느낌을 모두 쏟아부었다"며 "문화유산을 사랑하는 이들에게 작은 도움이라도 되면 다행"이라고 말했다.

이씨는	이/NNP+씨/NNB+는/JX
"20대	"/SS+20/SN+대/NNB
이후	이후/NNG
온	온/MMN
삶을	삶/NNG+을/JKO
문화유적	문화/NNG+유적/NNG
관리·보전과	관리/NNG+·/SP+보전/NNG+과/JC
탐방객맞이	탐방객맞이/NNG
등	등/NNB
자원봉사로	자원봉사/NNG+로/JKB
채우며	채우/VV+며/EC
얻은	얻/VV+은/ETM
경험과	경험/NNG+과/JC
지식,	지식/NNG+,/SP
느낌을	느낌/NNG+을/JKO
모두	모두/MAG
쏟아부었다"며	쏟아붓/VV+었/EP+다/EF+"/SS+며/EC
"문화유산을	"/SS+문화유산/NNG+을/JKO
사랑하는	사랑/NNG+하/XSV+는/ETM
이들에게	이/NNB+들/XSN+에게/JKB
작은	작/VA+은/ETM
도움이라도	도움/NNG+이라도/JX
되면	되/VV+면/EC
다행"이라고	다행/NNG+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


