# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.359
metadata : {}


# id : NWRW1800000026.359.1.1
[충청] "태안 패류 건강도 완전히 회복 못해";정부 오염영향조사 설명

[충청]	[/SS+충청/NNP+]/SS
수준으로	수준/NNG+으로/JKB
회복되는	회복/NNG+되/XSV+는/ETM
등	등/NNB
2007년	2007/SN+년/NNB
12월~2008년	12/SN+월/NNB+~/SO+2008/SN+년/NNB
12월의	12/SN+월/NNB+의/JKG
1차	1/SN+차/NNB
조사결과보다	조사/NNG+결과/NNG+보다/JKB
전반적으로	전반/NNG+적/XSN+으로/JKB
나아졌다"며	나아지/VV+었/EP+다/EF+"/SS+며/EC
"발암물질로	"/SS+발암/NNG+물질/NNG+로/JKB
알려진	알려지/VV+ㄴ/ETM
16종의	16/SN+종/NNG+의/JKG
다환방향족탄화수소(PAHs)	다환/NNG+방향족/NNG+탄화수소/NNG+(/SS+PAHs/SL+)/SS
농도는	농도/NNG+는/JX
초기보다	초기/NNG+보다/JKB
평균	평균/NNG
20분의	20/SN+분/XSN+의/JKG
1로	1/SN+로/JKB
줄었다"고	줄/VV+었/EP+다/EF+"/SS+고/JKQ
설명했다.	설명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.359.5.1
그는 "어패류 섭취에 따른 인체 위해성은 기준치 이하로 일상적 소비생활에 영향을 주지 않는 수준이지만 소원면 소근리, 원북면 신두리 등 일부 갯벌에서 소량의 타르 또는 유막 형태 기름성분이 나타나고 있다"며 "소근리, 신두리, 소원면 모항 등 일부 지역 패류 건강도는 완전히 회복되지 않은 것으로 평가된다"고 밝혔다.

그는	그/NP+는/JX
"어패류	"/SS+어패/NNG+류/XSN
섭취에	섭취/NNG+에/JKB
따른	따르/VV+ㄴ/ETM
인체	인체/NNG
위해성은	위해/NNG+성/XSN+은/JX
기준치	기준/NNG+치/XSN
이하로	이하/NNG+로/JKB
일상적	일상/NNG+적/XSN
소비생활에	소비/NNG+생활/NNG+에/JKB
영향을	영향/NNG+을/JKO
주지	주/VV+지/EC
않는	않/VX+는/ETM
수준이지만	수준/NNG+이/VCP+지만/EC
소원면	소원면/NNP
소근리,	소근리/NNP+,/SP
원북면	원북면/NNP
신두리	신두리/NNP
등	등/NNB
일부	일부/NNG
갯벌에서	갯벌/NNG+에서/JKB
소량의	소량/NNG+의/JKG
타르	타르/NNG
또는	또는/MAG
유막	유막/NNG
형태	형태/NNG
기름성분이	기름/NNG+성분/NNG+이/JKS
나타나고	나타나/VV+고/EC
있다"며	있/VX+다/EF+"/SS+며/EC
"소근리,	"/SS+소근리/NNP+,/SP
신두리,	신두리/NNP+,/SP
모항	모항/NNP
지역	지역/NNG
패류	패류/NNG
건강도는	건강도/NNG+는/JX
완전히	완전히/MAG
회복되지	회복/NNG+되/XSV+지/EC
않은	않/VX+은/ETM
것으로	것/NNB+으로/JKB
평가된다"고	평가/NNG+되/XSV+ㄴ다/EF+"/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.359.6.1
환경부는 생태복원을 위해 내년에 38억원을 들여 잔존유류 제거 및 정화작업, 해수욕장 기반시설 확대, 사구 및 방제도로 복원, 생태계 영향 장기모니터링 등을 실시한다는 방침이다.

환경부는	환경부/NNG+는/JX
생태복원을	생태/NNG+복원/NNG+을/JKO
위해	위하/VV+아/EC
내년에	내년/NNG+에/JKB
38억원을	38/SN+억/NR+원/NNB+을/JKO
들여	들이/VV+어/EC
잔존유류	잔존/NNG+유류/NNG
제거	제거/NNG
및	및/MAG
정화작업,	정화/NNG+작업/NNG+,/SP
해수욕장	해수욕장/NNG
기반시설	기반/NNG+시설/NNG
확대,	확대/NNG+,/SP
사구	사구/NNG
방제도로	방제/NNG+도로/NNG
복원,	복원/NNG+,/SP
생태계	생태/NNG+계/XSN
영향	영향/NNG
장기모니터링	장기/NNG+모니터링/NNG
등을	등/NNB+을/JKO
실시한다는	실시/NNG+하/XSV+ㄴ다는/ETM
방침이다.	방침/NNG+이/VCP+다/EF+./SF


