# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000044.292
metadata : {}


# id : NWRW1800000044.292.1.1
[한겨레 프리즘] 지방선거 관전법?

[한겨레	[/SS+한겨레/NNP
국민들이	국민/NNG+들/XSN+이/JKS
인내의	인내/NNG+의/JKG
한계에	한계/NNG+에/JKB
이른	이르/VV+ㄴ/ETM
듯하다.	듯/NNB+하/XSA+다/EF+./SF


# id : NWRW1800000044.292.2.6
5월 지방선거, 여론분석가의 시각에서 관전 포인트를 미리 점검해 본다.

5월	5/SN+월/NNB
지방선거,	지방/NNG+선거/NNG+,/SP
여론분석가의	여론/NNG+분석가/NNG+의/JKG
시각에서	시각/NNG+에서/JKB
관전	관전/NNG
포인트를	포인트/NNG+를/JKO
미리	미리/MAG
점검해	점검/NNG+하/XSV+아/EC
본다.	보/VX+ㄴ다/EF+./SF


# id : NWRW1800000044.292.3.1
첫째, 이번 지방선거는 지난 대선의 연장전 성격을 지닐 가능성이 높다.

첫째,	첫째/NR+,/SP
이번	이번/NNG
지방선거는	지방/NNG+선거/NNG+는/JX
지난	지나/VV+ㄴ/ETM
대선의	대선/NNG+의/JKG
연장전	연장전/NNG
성격을	성격/NNG+을/JKO
지닐	지니/VV+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
높다.	높/VA+다/EF+./SF


# id : NWRW1800000044.292.3.2
국가기관의 대선개입이라는 엄중하기 짝이 없는 문제가 지난 일년 동안 줄기차게 제기되어왔다.

국가기관의	국가/NNG+기관/NNG+의/JKG
대선개입이라는	대선/NNG+개입/NNG+이/VCP+라는/ETM
엄중하기	엄중/NNG+하/XSA+기/ETN
짝이	짝/NNG+이/JKS
없는	없/VA+는/ETM
문제가	문제/NNG+가/JKS
지난	지나/VV+ㄴ/ETM
일년	일/NR+년/NNB
동안	동안/NNG
줄기차게	줄기차/VA+게/EC
제기되어왔다.	제기/NNG+되/XSV+어/EC+오/VX+았/EP+다/EF+./SF


# id : NWRW1800000044.292.3.3
선거는 대통령에게 이 문제의 해결법을 묻는 계기가 될 수 있다.

선거는	선거/NNG+는/JX
대통령에게	대통령/NNG+에게/JKB
이	이/MMD
문제의	문제/NNG+의/JKG
해결법을	해결법/NNG+을/JKO
묻는	묻/VV+는/ETM
계기가	계기/NNG+가/JKC
될	되/VV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000044.292.4.1
사실 임기 2년차 대통령에게 본격적으로 책임을 묻기는 쉽지 않다.

사실	사실/MAG
임기	임기/NNG
2년차	2/SN+년/NNB+차/NNB
대통령에게	대통령/NNG+에게/JKB
본격적으로	본격/NNG+적/XSN+으로/JKB
책임을	책임/NNG+을/JKO
묻기는	묻/VV+기/ETN+는/JX
쉽지	쉽/VA+지/EC
않다.	않/VX+다/EF+./SF


# id : NWRW1800000044.292.4.2
임기 2년차에는 대통령도 그동안의 시행착오를 거쳐 학습이 축적되고 국민들도 다시 한번 기대를 거는 경향이 있다.

임기	임기/NNG
2년차에는	2/SN+년/NNB+차/NNB+에/JKB+는/JX
대통령도	대통령/NNG+도/JX
그동안의	그동안/NNG+의/JKG
시행착오를	시행착오/NNG+를/JKO
거쳐	거치/VV+어/EC
학습이	학습/NNG+이/JKS
축적되고	축적/NNG+되/XSV+고/EC
국민들도	국민/NNG+들/XSN+도/JX
다시	다시/MAG
한번	한번/MAG
기대를	기대/NNG+를/JKO
거는	걸/VV+는/ETM
경향이	경향/NNG+이/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000044.292.4.3
새출발 모드가 되는 것이다.

새출발	새/MMA+출발/NNG
모드가	모드/NNG+가/JKC
되는	되/VV+는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000044.292.5.1
박근혜 정부한테는 이 새출발이 어렵다.

박근혜	박근혜/NNP
정부한테는	정부/NNG+한테/JKB+는/JX
이	이/MMD
새출발이	새/MMA+출발/NNG+이/JKS
어렵다.	어렵/VA+다/EF+./SF


# id : NWRW1800000044.292.5.2
국가기관 대선개입 문제가 정권의 정당성을 위협하는 아킬레스건이었다면, 일찍이 적극적으로 해결에 나섰어야 했다.

국가기관	국가/NNG+기관/NNG
대선개입	대선/NNG+개입/NNG
문제가	문제/NNG+가/JKS
정권의	정권/NNG+의/JKG
정당성을	정당성/NNG+을/JKO
위협하는	위협/NNG+하/XSV+는/ETM
아킬레스건이었다면,	아킬레스건/NNG+이/VCP+었/EP+다면/EC+,/SP
일찍이	일찍이/MAG
적극적으로	적극/NNG+적/XSN+으로/JKB
해결에	해결/NNG+에/JKB
나섰어야	나서/VV+었/EP+어야/EC
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000044.292.5.3
하지만 이 정부는 지난 일년 동안 문제의 해결을 회피하거나, 심지어 방해했다는 의심을 받고 있다.

하지만	하지만/MAJ
이	이/MMD
정부는	정부/NNG+는/JX
지난	지나/VV+ㄴ/ETM
일년	일/NR+년/NNB
동안	동안/NNG
문제의	문제/NNG+의/JKG
해결을	해결/NNG+을/JKO
회피하거나,	회피/NNG+하/XSV+거나/EC+,/SP
심지어	심지어/MAG
방해했다는	방해/NNG+하/XSV+았/EP+다는/ETM
의심을	의심/NNG+을/JKO
받고	받/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000044.292.5.4
새출발을 마다하고 연장전을 자초한 것이다.

새출발을	새/MMA+출발/NNG+을/JKO
마다하고	마다하/VV+고/EC
연장전을	연장전/NNG+을/JKO
자초한	자초/NNG+하/XSV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000044.292.5.5
박 대통령은 지난 대선에서 신뢰와 통합, 복지와 경제민주화를 내세워 당선되었다.

박	박/NNP
대통령은	대통령/NNG+은/JX
지난	지나/VV+ㄴ/ETM
대선에서	대선/NNG+에서/JKB
신뢰와	신뢰/NNG+와/JC
통합,	통합/NNG+,/SP
복지와	복지/NNG+와/JC
경제민주화를	경제/NNG+민주/NNG+화/XSN+를/JKO
내세워	내세우/VV+어/EC
당선되었다.	당선/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000044.292.5.6
하지만 당선 이후에는 스스로 다수 국민을 불신하고 국민과 갈등하는가 하면, 복지와 경제민주화는 잊은 지 오래인 것처럼 보인다.

하지만	하지만/MAJ
당선	당선/NNG
이후에는	이후/NNG+에/JKB+는/JX
스스로	스스로/MAG
다수	다수/NNG
국민을	국민/NNG+을/JKO
불신하고	불신/NNG+하/XSV+고/EC
국민과	국민/NNG+과/JKB
갈등하는가	갈등/NNG+하/XSV+는가/EF
하면,	하/VV+면/EC+,/SP
복지와	복지/NNG+와/JC
경제민주화는	경제/NNG+민주/NNG+화/XSN+는/JX
잊은	잊/VV+은/ETM
지	지/NNB
오래인	오래/MAG+이/VCP+ㄴ/ETM
것처럼	것/NNB+처럼/JKB
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000044.292.5.7
지방선거는 국민들이 이 놀라운 변신 혹은 배신을 평가하는 장이 될 수 있다.

지방선거는	지방/NNG+선거/NNG+는/JX
국민들이	국민/NNG+들/XSN+이/JKS
이	이/MMD
놀라운	놀랍/VA+ㄴ/ETM
변신	변신/NNG
혹은	혹은/MAG
배신을	배신/NNG+을/JKO
평가하는	평가/NNG+하/XSV+는/ETM
장이	장/NNG+이/JKC
될	되/VV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000044.292.6.1
둘째, 때로 선거는 국민들의 요구와 욕망 또는 분노가 집약적으로 표출되는 폭발적 계기가 되기도 한다.

둘째,	둘째/NR+,/SP
때로	때로/MAG
선거는	선거/NNG+는/JX
국민들의	국민/NNG+들/XSN+의/JKG
요구와	요구/NNG+와/JC
욕망	욕망/NNG
또는	또는/MAG
분노가	분노/NNG+가/JKS
집약적으로	집약/NNG+적/XSN+으로/JKB
표출되는	표출/NNG+되/XSV+는/ETM
폭발적	폭발/NNG+적/XSN
계기가	계기/NNG+가/JKC
되기도	되/VV+기/ETN+도/JX
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000044.292.6.2
대체로 정치사회적 욕망이 억눌릴수록 선거라는 합법적 공간이 이 역할을 수행하게 된다.

대체로	대체로/MAG
정치사회적	정치/NNG+사회/NNG+적/XSN
욕망이	욕망/NNG+이/JKS
억눌릴수록	억눌리/VV+ㄹ수록/EC
선거라는	선거/NNG+이/VCP+라는/ETM
합법적	합법/NNG+적/XSN
공간이	공간/NNG+이/JKS
이	이/MMD
역할을	역할/NNG+을/JKO
수행하게	수행/NNG+하/XSV+게/EC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000044.292.6.3
이번 선거 역시 그럴 가능성이 적지 않다.

이번	이번/NNG
선거	선거/NNG
역시	역시/MAG
그럴	그렇/VA+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
적지	적/VA+지/EC
않다.	않/VX+다/EF+./SF


# id : NWRW1800000044.292.6.4
억눌린 분노의 열기는 여론조사라는 건조한 도구로는 종종 포착되지 않는다.

억눌린	억눌리/VV+ㄴ/ETM
분노의	분노/NNG+의/JKG
열기는	열기/NNG+는/JX
여론조사라는	여론/NNG+조사/NNG+이/VCP+라는/ETM
건조한	건조/NNG+하/XSA+ㄴ/ETM
도구로는	도구/NNG+로/JKB+는/JX
종종	종종/MAG
포착되지	포착/NNG+되/XSV+지/EC
않는다.	않/VX+는다/EF+./SF


# id : NWRW1800000044.292.6.5
2010년 지방선거에서 당시 여당의 압도적 우세를 예측하던 여론조사와 달리 야당이 압승을 거둔 것이 그 단적인 사례다.

2010년	2010/SN+년/NNB
지방선거에서	지방/NNG+선거/NNG+에서/JKB
당시	당시/NNG
여당의	여당/NNG+의/JKG
압도적	압도/NNG+적/XSN
우세를	우세/NNG+를/JKO
예측하던	예측/NNG+하/XSV+던/ETM
여론조사와	여론/NNG+조사/NNG+와/JKB
달리	달리/MAG
야당이	야당/NNG+이/JKS
압승을	압승/NNG+을/JKO
거둔	거두/VV+ㄴ/ETM
것이	것/NNB+이/JKS
그	그/MMD
단적인	단적/NNG+이/VCP+ㄴ/ETM
사례다.	사례/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000044.292.7.1
문제는 분노의 방향이다.

문제는	문제/NNG+는/JX
분노의	분노/NNG+의/JKG
방향이다.	방향/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000044.292.7.2
민주주의의 시곗바늘을 되돌리고 있는 박근혜 정부 못지않게, 이를 견제하지 못하는 무능한 야당, 특히 민주당도 분노의 대상이기는 마찬가지다.

민주주의의	민주주의/NNG+의/JKG
시곗바늘을	시곗바늘/NNG+을/JKO
되돌리고	되돌리/VV+고/EC
있는	있/VX+는/ETM
박근혜	박근혜/NNP
정부	정부/NNG
못지않게,	못지않/VA+게/EC+,/SP
이를	이/NP+를/JKO
견제하지	견제/NNG+하/XSV+지/EC
못하는	못하/VX+는/ETM
무능한	무능/NNG+하/XSA+ㄴ/ETM
야당,	야당/NNG+,/SP
특히	특히/MAG
민주당도	민주당/NNP+도/JX
분노의	분노/NNG+의/JKG
대상이기는	대상/NNG+이/VCP+기/ETN+는/JX
마찬가지다.	마찬가지/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000044.292.7.3
민주당은 새 정치를 내세운 안철수 신당의 등장으로 더 이상 반사이득을 기대하기도 어려워졌다.

민주당은	민주당/NNP+은/JX
새	새/MMA
정치를	정치/NNG+를/JKO
내세운	내세우/VV+ㄴ/ETM
안철수	안철수/NNP
신당의	신당/NNG+의/JKG
등장으로	등장/NNG+으로/JKB
더	더/MAG
이상	이상/NNG
반사이득을	반사/NNG+이득/NNG+을/JKO
기대하기도	기대/NNG+하/XSV+기/ETN+도/JX
어려워졌다.	어렵/VA+어/EC+지/VX+었/EP+다/EF+./SF


# id : NWRW1800000044.292.7.4
국민들의 분노와 책임 추궁은 어느 쪽으로 향할까?

국민들의	국민/NNG+들/XSN+의/JKG
분노와	분노/NNG+와/JC
책임	책임/NNG
추궁은	추궁/NNG+은/JX
어느	어느/MMD
쪽으로	쪽/NNB+으로/JKB
향할까?	향하/VV+ㄹ까/EF+?/SF


# id : NWRW1800000044.292.8.1
셋째, 민영화 저지를 내세운 철도파업을 계기로 그동안 정치를 외면하는 듯했던 국민들이 꿈틀대는 조짐이 나타나고 있다.

셋째,	셋째/NR+,/SP
민영화	민영/NNG+화/XSN
저지를	저지/NNG+를/JKO
내세운	내세우/VV+ㄴ/ETM
철도파업을	철도/NNG+파업/NNG+을/JKO
계기로	계기/NNG+로/JKB
그동안	그동안/NNG
정치를	정치/NNG+를/JKO
외면하는	외면/NNG+하/XSV+는/ETM
듯했던	듯/NNB+하/XSA+았/EP+던/ETM
국민들이	국민/NNG+들/XSN+이/JKS
꿈틀대는	꿈틀대/VV+는/ETM
조짐이	조짐/NNG+이/JKS
나타나고	나타나/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000044.292.8.2
당장 불안하고 고단한 삶을 살아야 하는 다수의 국민들에게 국정원 대선개입 논란과 같은 정치 이슈는 자신과 거리가 있어 보이는 문제다.

당장	당장/NNG
불안하고	불안/NNG+하/XSA+고/EC
고단한	고단하/VA+ㄴ/ETM
삶을	삶/NNG+을/JKO
살아야	살/VV+아야/EC
하는	하/VX+는/ETM
다수의	다수/NNG+의/JKG
국민들에게	국민/NNG+들/XSN+에게/JKB
국정원	국정원/NNG
대선개입	대선/NNG+개입/NNG
논란과	논란/NNG+과/JKB
같은	같/VA+은/ETM
정치	정치/NNG
이슈는	이슈/NNG+는/JX
자신과	자신/NNG+과/JKB
거리가	거리/NNG+가/JKS
있어	있/VA+어/EC
보이는	보이/VV+는/ETM
문제다.	문제/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000044.292.8.3
반면 철도나 의료 민영화 같은 문제는 자기 삶을 직접 위협할 수 있는 이슈이기에 투표 선택으로 이어질 가능성도 크다.

반면	반면/NNG
철도나	철도/NNG+나/JC
의료	의료/NNG
민영화	민영/NNG+화/XSN
같은	같/VA+은/ETM
문제는	문제/NNG+는/JX
자기	자기/NNG
삶을	삶/NNG+을/JKO
직접	직접/MAG
위협할	위협/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
이슈이기에	이슈/NNG+이/VCP+기에/EC
투표	투표/NNG
선택으로	선택/NNG+으로/JKB
이어질	이어지/VV+ㄹ/ETM
가능성도	가능/NNG+성/XSN+도/JX
크다.	크/VA+다/EF+./SF


# id : NWRW1800000044.292.8.4
마치 2010년 지방선거에서 무상급식 이슈가 그랬던 것처럼 말이다.

마치	마치/MAG
2010년	2010/SN+년/NNB
지방선거에서	지방/NNG+선거/NNG+에서/JKB
무상급식	무상/NNG+급식/NNG
이슈가	이슈/NNG+가/JKS
그랬던	그러/VV+았/EP+던/ETM
것처럼	것/NNB+처럼/JKB
말이다.	말/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000044.292.9.1
지금까지, 지방선거 관전법에 대해 이야기해 보았다.

지금까지,	지금/NNG+까지/JX+,/SP
지방선거	지방/NNG+선거/NNG
관전법에	관전법/NNG+에/JKB
대해	대하/VV+아/EC
이야기해	이야기/NNG+하/XSV+아/EC
보았다.	보/VX+았/EP+다/EF+./SF


# id : NWRW1800000044.292.9.2
하지만 선거에서 중요한 것은 관전이 아니라 참전이다.

하지만	하지만/MAJ
선거에서	선거/NNG+에서/JKB
중요한	중요/NNG+하/XSA+ㄴ/ETM
것은	것/NNB+은/JX
관전이	관전/NNG+이/JKC
아니라	아니/VCN+라/EC
참전이다.	참전/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000044.292.9.3
밤새 안녕들 하신지, 안타까이 서로 안부를 묻는 이 시대의 고단한 이들에게 지금의 야권세력은 참전이 아니라 관전을 하고 있는 것처럼 보인다.

밤새	밤새/NNG
안녕들	안녕/NNG+들/XSN
하신지,	하/VV+시/EP+ㄴ지/EC+,/SP
안타까이	안타까이/MAG
서로	서로/MAG
안부를	안부/NNG+를/JKO
묻는	묻/VV+는/ETM
이	이/MMD
시대의	시대/NNG+의/JKG
고단한	고단하/VA+ㄴ/ETM
이들에게	이/NNB+들/XSN+에게/JKB
지금의	지금/NNG+의/JKG
야권세력은	야권/NNG+세력/NNG+은/JX
참전이	참전/NNG+이/JKC
아니라	아니/VCN+라/EC
관전을	관전/NNG+을/JKO
하고	하/VV+고/EC
있는	있/VX+는/ETM
것처럼	것/NNB+처럼/JKB
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000044.292.9.4
야당이 참전법을 찾지 못한다면 이번 선거에서 존재 자체를 위협받을지도 모른다.

야당이	야당/NNG+이/JKS
참전법을	참전법/NNG+을/JKO
찾지	찾/VV+지/EC
못한다면	못하/VX+ㄴ다면/EC
이번	이번/NNG
선거에서	선거/NNG+에서/JKB
존재	존재/NNG
자체를	자체/NNG+를/JKO
위협받을지도	위협/NNG+받/XSV+을지/EC+도/JX
모른다.	모르/VV+ㄴ다/EF+./SF


# id : NWRW1800000044.292.9.5
이념을 떠나 그건 비극이다.

이념을	이념/NNG+을/JKO
떠나	떠나/VV+아/EC
그건	그거/NP+ㄴ/JX
비극이다.	비극/NNG+이/VCP+다/EF+./SF


