# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000036.16
metadata : {}


# id : NWRW1800000036.16.1.1
‘거품 뺀 아웃도어’ 이참에 마련할까

‘거품	‘/SS+거품/NNG
티셔츠(5만4000원),	티셔츠/NNG+(/SS+5/SN+만/NR+4000/SN+원/NNB+)/SS+,/SP
컬럼비아	컬럼비아/NNP
등산바지(9만5000원),	등산/NNG+바지/NNG+(/SS+9/SN+만/NR+5000/SN+원/NNB+)/SS+,/SP
케이(K)2	케이/NNG+(/SS+K/SL+)/SS+2/SN
등산화(11만원),	등산화/NNG+(/SS+11/SN+만/NR+원/NNB+)/SS+,/SP
라푸마	라푸마/NNP
방풍재킷(10만2000원),	방풍/NNG+재킷/NNG+(/SS+10/SN+만/NR+2000/SN+원/NNB+)/SS+,/SP
몽벨	몽벨/NNP
재킷(16만원),	재킷/NNG+(/SS+16/SN+만/NR+원/NNB+)/SS+,/SP
코오롱스포츠	코오롱스포츠/NNP
고어텍스	고어텍스/NNG
재킷(22만2000원)	재킷/NNG+(/SS+22/SN+만/NR+2000/SN+원/NNB+)/SS
등	등/NNB
상품에	상품/NNG+에/JKB
따라	따르/VV+아/EC
30~60%	30/SN+~/SO+60/SN+%/SW
할인	할인/NNG
판매한다.	판매/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000036.16.7.3
모두 전년 이월 상품이다.

모두	모두/MAG
전년	전년/NNG
이월	이월/NNG
상품이다.	상품/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000036.16.7.4
이번 행사는 본점·강남점·영등포점·인천점·경기점 등 5개 점포에서 진행된다.

이번	이번/NNG
행사는	행사/NNG+는/JX
본점·강남점·영등포점·인천점·경기점	본점/NNG+·/SP+강남점/NNG+·/SP+영등포점/NNG+·/SP+인천점/NNG+·/SP+경기점/NNG
등	등/NNB
5개	5/SN+개/NNB
점포에서	점포/NNG+에서/JKB
진행된다.	진행/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000036.16.8.1
현대백화점 무역센터점은 16~18일 ‘아웃도어 대전’을 열어, 노스페이스, 코오롱스포츠 등 5개 브랜드의 지난해 봄·여름 시즌 상품을 최대 50% 할인 판매한다.

현대백화점	현대백화점/NNP
무역센터점은	무역센터점/NNG+은/JX
16~18일	16/SN+~/SO+18/SN+일/NNB
‘아웃도어	‘/SS+아웃도어/NNG
대전’을	대전/NNG+’/SS+을/JKO
열어,	열/VV+어/EF+,/SP
노스페이스,	노스페이스/NNP+,/SP
코오롱스포츠	코오롱스포츠/NNP
등	등/NNB
5개	5/SN+개/NNB
브랜드의	브랜드/NNG+의/JKG
지난해	지난해/NNG
봄·여름	봄/NNG+·/SP+여름/NNG
시즌	시즌/NNG
상품을	상품/NNG+을/JKO
최대	최대/NNG
50%	50/SN+%/SW
할인	할인/NNG
판매한다.	판매/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000036.16.8.2
대표 상품으로 노스페이스 바람막이 점퍼(7만원), 코오롱스포츠 조끼(5만8800원), 케이2 등산용 바지(6만9000원), 라푸마 등산화(8만7000원) 등이 있다.

대표	대표/NNG
상품으로	상품/NNG+으로/JKB
노스페이스	노스페이스/NNP
바람막이	바람막이/NNG
점퍼(7만원),	점퍼/NNG+(/SS+7/SN+만/NR+원/NNB+)/SS+,/SP
코오롱스포츠	코오롱스포츠/NNP
조끼(5만8800원),	조끼/NNG+(/SS+5/SN+만/NR+8800/SN+원/NNB+)/SS+,/SP
케이2	케이2/NNP
등산용	등산/NNG+용/XSN
바지(6만9000원),	바지/NNG+(/SS+6/SN+만/NR+9000/SN+원/NNB+)/SS+,/SP
라푸마	라푸마/NNP
등산화(8만7000원)	등산화/NNG+(/SS+8/SN+만/NR+7000/SN+원/NNB+)/SS
등이	등/NNB+이/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000036.16.8.3
같은 기간 목동점 유플렉스에서는 밀레 티셔츠(4만9000원)·등산바지(6만9000원), 몽벨 바람막이(7만5000원), 코어텍스 재킷(17만8000원) 등을 상품별로 30~40% 할인 판매한다.

같은	같/VA+은/ETM
기간	기간/NNG
목동점	목동점/NNG
유플렉스에서는	유플렉스/NNP+에서/JKB+는/JX
밀레	밀레/NNP
티셔츠(4만9000원)·등산바지(6만9000원),	티셔츠/NNG+(/SS+4/SN+만/NR+9000/SN+원/NNB+)/SS+·/SP+등산/NNG+바지/NNG+(/SS+6/SN+만/NR+9000/SN+원/NNB+)/SS+,/SP
몽벨	몽벨/NNP
바람막이(7만5000원),	바람막이/NNG+(/SS+7/SN+만/NR+5000/SN+원/NNB+)/SS+,/SP
코어텍스	코어/NNG+텍스/NNG
재킷(17만8000원)	재킷/NNG+(/SS+17/SN+만/NR+8000/SN+원/NNB+)/SS
등을	등/NNB+을/JKO
상품별로	상품/NNG+별/XSN+로/JKB
30~40%	30/SN+~/SO+40/SN+%/SW
할인	할인/NNG
판매한다.	판매/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000036.16.9.1
롯데백화점 본점은 23~27일 ‘아웃도어 페스티벌’을 진행한다.

롯데백화점	롯데백화점/NNP
본점은	본점/NNG+은/JX
23~27일	23/SN+~/SO+27/SN+일/NNB
‘아웃도어	‘/SS+아웃도어/NNG
페스티벌’을	페스티벌/NNG+’/SS+을/JKO
진행한다.	진행/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000036.16.9.2
이번 행사는 코오롱스포츠, 노스페이스, 라푸마, 케이2 등 입점 브랜드 14개뿐만 아니라, 아이더·트렉스타·오스프리·그레고리 등 미입점 브랜드 6개도 참여하는 최대 규모로 이루어질 전망이다.

이번	이번/NNG
행사는	행사/NNG+는/JX
코오롱스포츠,	코오롱스포츠/NNP+,/SP
노스페이스,	노스페이스/NNP+,/SP
라푸마,	라푸마/NNP+,/SP
케이2	케이2/NNP
등	등/NNB
입점	입점/NNG
브랜드	브랜드/NNG
14개뿐만	14/SN+개/NNB+뿐/JX+만/JX
아니라,	아니/VCN+라/EC+,/SP
아이더·트렉스타·오스프리·그레고리	아이더/NNP+·/SP+트렉스타/NNP+·/SP+오스프리/NNP+·/SP+그레고리/NNP
미입점	미/XPN+입점/NNG
6개도	6/SN+개/NNB+도/JX
참여하는	참여/NNG+하/XSV+는/ETM
최대	최대/NNG
규모로	규모/NNG+로/JKB
이루어질	이루어지/VV+ㄹ/ETM
전망이다.	전망/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000036.16.9.3
이번 행사는 매대 300대 규모로, 50억원가량의 대규모 물량이 준비되어 있으며, 이월상품 중심으로 20~50% 할인하여 판매한다.

이번	이번/NNG
행사는	행사/NNG+는/JX
매대	매대/NNG
300대	300/SN+대/NNB
규모로,	규모/NNG+로/JKB+,/SP
50억원가량의	50/SN+억/NR+원/NNB+가량/XSN+의/JKG
대규모	대/XPN+규모/NNG
물량이	물량/NNG+이/JKS
준비되어	준비/NNG+되/XSV+어/EC
있으며,	있/VX+으며/EC+,/SP
이월상품	이월/NNG+상품/NNG
중심으로	중심/NNG+으로/JKB
20~50%	20/SN+~/SO+50/SN+%/SW
할인하여	할인/NNG+하/XSV+아/EC
판매한다.	판매/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000036.16.9.4
대표 상품으로는 코오롱스포츠 고어텍스 재킷(20만원), 컬럼비아 방수재킷(8만원), 라푸마 바람막이 재킷(8만4000원), 케이2 등산화(14만원), 오스프리 배낭(8만원) 등이 있다.

대표	대표/NNG
상품으로는	상품/NNG+으로/JKB+는/JX
코오롱스포츠	코오롱스포츠/NNP
고어텍스	고어텍스/NNG
재킷(20만원),	재킷/NNG+(/SS+20/SN+만/NR+원/NNB+)/SS+,/SP
컬럼비아	컬럼비아/NNP
방수재킷(8만원),	방수/NNG+재킷/NNG+(/SS+8/SN+만/NR+원/NNB+)/SS+,/SP
라푸마	라푸마/NNP
바람막이	바람막이/NNG
재킷(8만4000원),	재킷/NNG+(/SS+8/SN+만/NR+4000/SN+원/NNB+)/SS+,/SP
케이2	케이2/NNP
등산화(14만원),	등산화/NNG+(/SS+14/SN+만/NR+원/NNB+)/SS+,/SP
오스프리	오스프리/NNP
배낭(8만원)	배낭/NNG+(/SS+8/SN+만/NR+원/NNB+)/SS
등이	등/NNB+이/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000036.16.10.1
대형마트들은 불필요한 디자인을 없애는 등 모델을 단순화해 가격 거품을 걷어낸 상품들을 선보이고 있다.

대형마트들은	대형/NNG+마트/NNG+들/XSN+은/JX
불필요한	불/XPN+필요/NNG+하/XSA+ㄴ/ETM
디자인을	디자인/NNG+을/JKO
없애는	없애/VV+는/ETM
등	등/NNB
모델을	모델/NNG+을/JKO
단순화해	단순/NNG+화/XSN+하/XSV+아/EC
가격	가격/NNG
거품을	거품/NNG+을/JKO
걷어낸	걷/VV+어/EC+내/VX+ㄴ/ETM
상품들을	상품/NNG+들/XSN+을/JKO
선보이고	선보이/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000036.16.10.2
롯데마트는 28일까지 등산 배낭, 스틱, 등산화 등 다양한 용품을 선보인다.

롯데마트는	롯데마트/NNP+는/JX
28일까지	28/SN+일/NNB+까지/JX
등산	등산/NNG
배낭,	배낭/NNG+,/SP
스틱,	스틱/NNG+,/SP
등산화	등산화/NNG
등	등/NNB
다양한	다양/NNG+하/XSA+ㄴ/ETM
용품을	용품/NNG+을/JKO
선보인다.	선보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000036.16.10.3
대표적인 품목으로 등산 배낭(25ℓ)을 1만8000원에, 등산 스틱(4단 일자형/2개 1세트)을 1만9000원에 판다.

대표적인	대표/NNG+적/XSN+이/VCP+ㄴ/ETM
품목으로	품목/NNG+으로/JKB
등산	등산/NNG
배낭(25ℓ)을	배낭/NNG+(/SS+25/SN+ℓ/SW+)/SS+을/JKO
1만8000원에,	1/SN+만/NR+8000/SN+원/NNB+에/JKB+,/SP
스틱(4단	스틱/NNG+(/SS+4/SN+단/NNG
일자형/2개	일자/NNG+형/XSN+//SP+2/SN+개/NNB
1세트)을	1/SN+세트/NNG+)/SS+을/JKO
1만9000원에	1/SN+만/NR+9000/SN+원/NNB+에/JKB
판다.	팔/VV+ㄴ다/EF+./SF


# id : NWRW1800000036.16.10.4
이는 비슷한 품질의 상품과 비교했을 때 40%가량 저렴한 수준이다.

이는	이/NP+는/JX
비슷한	비슷하/VA+ㄴ/ETM
품질의	품질/NNG+의/JKG
상품과	상품/NNG+과/JKB
비교했을	비교/NNG+하/XSV+았/EP+을/ETM
때	때/NNG
40%가량	40/SN+%/SW+가량/XSN
저렴한	저렴하/VA+ㄴ/ETM
수준이다.	수준/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000036.16.11.1
이마트도 21일까지 기획전을 연다.

이마트도	이마트/NNP+도/JX
21일까지	21/SN+일/NNB+까지/JX
기획전을	기획전/NNG+을/JKO
연다.	열/VV+ㄴ다/EF+./SF


# id : NWRW1800000036.16.11.2
주요 상품으로는 스타런 고어텍스 재킷(11만9000원), 빅텐 아웃도어 재킷 및 등산팬츠(각 6만9000원, 2만9000원) 등이 있다.

주요	주요/NNG
상품으로는	상품/NNG+으로/JKB+는/JX
스타런	스타런/NNP
고어텍스	고어텍스/NNG
재킷(11만9000원),	재킷/NNG+(/SS+11/SN+만/NR+9000/SN+원/NNB+)/SS+,/SP
빅텐	빅텐/NNP
아웃도어	아웃도어/NNG
재킷	재킷/NNG
및	및/MAG
등산팬츠(각	등산/NNG+팬츠/NNG+(/SS+각/MMD
6만9000원,	6/SN+만/NR+9000/SN+원/NNB+,/SP
2만9000원)	2/SN+만/NR+9000/SN+원/NNB+)/SS
등이	등/NNB+이/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000036.16.11.3
특히 스타런 고어텍스 재킷은 기존 30만~40만원대의 고어텍스 재킷의 거품을 제거하기 위해 대량매입을 통해 가격을 낮췄다고 회사 쪽은 밝혔다.

특히	특히/MAG
스타런	스타런/NNP
고어텍스	고어텍스/NNG
재킷은	재킷/NNG+은/JX
기존	기존/NNG
30만~40만원대의	30/SN+만/NR+~/SO+40/SN+만/NR+원/NNB+대/XSN+의/JKG
재킷의	재킷/NNG+의/JKG
거품을	거품/NNG+을/JKO
제거하기	제거/NNG+하/XSV+기/ETN
위해	위하/VV+아/EC
대량매입을	대량/NNG+매입/NNG+을/JKO
통해	통하/VV+아/EC
가격을	가격/NNG+을/JKO
낮췄다고	낮추/VV+었/EP+다고/EC
회사	회사/NNG
쪽은	쪽/NNB+은/JX
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000036.16.12.1
홈플러스는 28일까지 콜핑, 마운티아, 투스카로라 등 주요 아웃도어 상품을 최대 50% 할인 판매한다.

홈플러스는	홈플러스/NNP+는/JX
28일까지	28/SN+일/NNB+까지/JX
콜핑,	콜핑/NNP+,/SP
마운티아,	마운티아/NNP+,/SP
투스카로라	투스카로라/NNP
등	등/NNB
주요	주요/NNG
아웃도어	아웃도어/NNG
상품을	상품/NNG+을/JKO
최대	최대/NNG
50%	50/SN+%/SW
할인	할인/NNG
판매한다.	판매/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000036.16.12.2
‘투스카로 25ℓ’ 배낭을 1만9900원에 판매한다.

‘투스카로	‘/SS+투스카로/NNP
25ℓ’	25/SN+ℓ/SW+’/SS
배낭을	배낭/NNG+을/JKO
1만9900원에	1/SN+만/NR+9900/SN+원/NNB+에/JKB
판매한다.	판매/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000036.16.12.3
또 아이(I)형 등산 스틱을 정상가 대비 20% 할인된 1만300원, 티(T)형은 1만7500원에 판매한다.

또	또/MAG
아이(I)형	아이/NNG+(/SS+I/SL+)/SS+형/XSN
등산	등산/NNG
스틱을	스틱/NNG+을/JKO
정상가	정상/NNG+가/XSN
대비	대비/NNG
20%	20/SN+%/SW
할인된	할인/NNG+되/XSV+ㄴ/ETM
1만300원,	1/SN+만/NR+300/SN+원/NNB+,/SP
티(T)형은	티/NNG+(/SS+T/SL+)/SS+형/XSN+은/JX
1만7500원에	1/SN+만/NR+7500/SN+원/NNB+에/JKB
판매한다.	판매/NNG+하/XSV+ㄴ다/EF+./SF


