# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000038.394
metadata : {}


# id : NWRW1800000038.394.1.1
美 "한국 정부가 戰作權 전환 再연기 제안"

美	美/SH
준비를	준비/NNG+를/JKO
점검하는	점검/NNG+하/XSV+는/ETM
신중하게	신중/NNG+하/XSA+게/EC
전환을	전환/NNG+을/JKO
추진해	추진/NNG+하/XSV+아/EC
나가자고	나가/VX+자고/EC
미측에	미/NNP+측/NNB+에/JKB
제안했다"며	제안/NNG+하/XSV+았/EP+다/EF+"/SS+며/EC
장관이	장관/NNG+이/JKS
재연기라는	재/XPN+연기/NNG+이/VCP+라는/ETM
표현을	표현/NNG+을/JKO
쓰지는	쓰/VV+지/EC+는/JX
않았지만	않/VX+았/EP+지만/EC
사실상	사실상/MAG
재연기에	재/XPN+연기/NNG+에/JKB
무게를	무게/NNG+를/JKO
뒀던	두/VV+었/EP+던/ETM
내용"이라고	내용/NNG+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.394.7.1
김 장관의 이 같은 입장 표명은 박근혜 대통령과 김장수 청와대 국가안보실장 등 청와대의 의중이 강하게 반영된 것으로 알려졌다.

김	김/NNP
장관의	장관/NNG+의/JKG
이	이/NP
같은	같/VA+은/ETM
입장	입장/NNG
표명은	표명/NNG+은/JX
박근혜	박근혜/NNP
대통령과	대통령/NNG+과/JC
김장수	김장수/NNP
청와대	청와대/NNP
국가안보실장	국가/NNG+안보실장/NNG
등	등/NNB
청와대의	청와대/NNP+의/JKG
의중이	의중/NNG+이/JKS
강하게	강하/VA+게/EC
반영된	반영/NNG+되/XSV+ㄴ/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


# id : NWRW1800000038.394.7.2
양국은 노무현 정부 시절인 2007년 2월 미국에서 열린 국방장관 회담에서 2012년 4월 17일자로 전작권을 한국 측에 넘기기로 합의했다.

양국은	양국/NNG+은/JX
노무현	노무현/NNP
정부	정부/NNG
시절인	시절/NNG+이/VCP+ㄴ/ETM
2007년	2007/SN+년/NNB
2월	2/SN+월/NNB
미국에서	미국/NNP+에서/JKB
열린	열리/VV+ㄴ/ETM
국방장관	국방/NNG+장관/NNG
회담에서	회담/NNG+에서/JKB
2012년	2012/SN+년/NNB
4월	4/SN+월/NNB
17일자로	17/SN+일/NNB+자/NNG+로/JKB
전작권을	전작권/NNG+을/JKO
한국	한국/NNP
측에	측/NNB+에/JKB
넘기기로	넘기/VV+기/ETN+로/JKB
합의했다.	합의/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.394.8.1
하지만 2010년 6월 당시 이명박 대통령과 오바마 대통령 간 정상회담에서 2015년 12월 1일로 연기하기로 합의했으며 이번에 연기가 합의되면 두 번째 연기하는 것이 된다.

하지만	하지만/MAJ
2010년	2010/SN+년/NNB
6월	6/SN+월/NNB
당시	당시/NNG
이명박	이명박/NNP
대통령과	대통령/NNG+과/JC
오바마	오바마/NNP
대통령	대통령/NNG
간	간/NNB
정상회담에서	정상/NNG+회담/NNG+에서/JKB
2015년	2015/SN+년/NNB
12월	12/SN+월/NNB
1일로	1/SN+일/NNB+로/JKB
연기하기로	연기/NNG+하/XSV+기/ETN+로/JKB
합의했으며	합의/NNG+하/XSV+았/EP+으며/EC
이번에	이번/NNG+에/JKB
연기가	연기/NNG+가/JKS
합의되면	합의/NNG+되/XSV+면/EC
두	두/MMN
번째	번/NNB+째/XSN
연기하는	연기/NNG+하/XSV+는/ETM
것이	것/NNB+이/JKC
된다.	되/VV+ㄴ다/EF+./SF


