# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.342
metadata : {}


# id : NWRW1800000026.342.1.1
[MARKET & MONEY] '공포의 보금자리'

[MARKET	[/SS+MARKET/SL
건설사들이 아파트 분양을 무작정 연기하는 것은 주택시장 침체 탓도 있지만, 정부가 공급하는 보금자리주택의 영향도 있다.

건설사들이	건설사/NNG+들/XSN+이/JKS
아파트	아파트/NNG
분양을	분양/NNG+을/JKO
무작정	무/XPN+작정/NNG
연기하는	연기/NNG+하/XSV+는/ETM
것은	것/NNB+은/JX
주택시장	주택/NNG+시장/NNG
침체	침체/NNG
탓도	탓/NNG+도/JX
있지만,	있/VA+지만/EC+,/SP
정부가	정부/NNG+가/JKS
공급하는	공급/NNG+하/XSV+는/ETM
보금자리주택의	보금자리/NNG+주택/NNG+의/JKG
영향도	영향/NNG+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000026.342.8.2
그린벨트를 해제한 곳에 주변 시세보다 비교적 싸게 공급하는 보금자리주택은 민간 건설사 입장에서 '눈엣가시'같은 존재다.

그린벨트를	그린벨트/NNG+를/JKO
해제한	해제/NNG+하/XSV+ㄴ/ETM
곳에	곳/NNG+에/JKB
주변	주변/NNG
시세보다	시세/NNG+보다/JKB
비교적	비교/NNG+적/XSN
싸게	싸/VA+게/EC
공급하는	공급/NNG+하/XSV+는/ETM
보금자리주택은	보금자리/NNG+주택/NNG+은/JX
민간	민간/NNG
건설사	건설사/NNG
입장에서	입장/NNG+에서/JKB
'눈엣가시'같은	'/SS+눈엣가시/NNG+'/SS+같/VA+은/ETM
존재다.	존재/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.342.9.1
하지만 올해는 보금자리주택을 분양하는 정부도 건설사와 비슷한 처지다.

하지만	하지만/MAJ
올해는	올해/NNG+는/JX
보금자리주택을	보금자리/NNG+주택/NNG+을/JKO
분양하는	분양/NNG+하/XSV+는/ETM
정부도	정부/NNG+도/JX
건설사와	건설사/NNG+와/JKB
비슷한	비슷하/VA+ㄴ/ETM
처지다.	처지/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.342.9.2
김주철 닥터아파트 팀장은 "가격을 어느 수준에서 정하느냐에 따라 달라지긴 하겠지만, 지금 같은 분위기라면 보금자리주택도 미분양 사태를 겪을 가능성이 농후하다"고 말했다.

김주철	김주철/NNP
닥터아파트	닥터아파트/NNP
팀장은	팀장/NNG+은/JX
"가격을	"/SS+가격/NNG+을/JKO
어느	어느/MMD
수준에서	수준/NNG+에서/JKB
정하느냐에	정하/VV+느냐/EF+에/JKB
따라	따르/VV+아/EC
달라지긴	달라지/VV+기/ETN+ㄴ/JX
하겠지만,	하/VX+겠/EP+지만/EC+,/SP
지금	지금/NNG
같은	같/VA+은/ETM
분위기라면	분위기/NNG+이/VCP+라면/EC
보금자리주택도	보금자리/NNG+주택/NNG+도/JX
미분양	미/XPN+분양/NNG
사태를	사태/NNG+를/JKO
겪을	겪/VV+을/ETM
가능성이	가능/NNG+성/XSN+이/JKS
농후하다"고	농후하/VA+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


