# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000046.255
metadata : {}


# id : NWRW1800000046.255.1.1
[기자의 시각] 되살아난 '일본 만화 海賊(해적)질'

[기자의	[/SS+기자/NNG+의/JKG
속에	속/NNG+에/JKB
뒤틀려	뒤틀리/VV+어/EC
있던	있/VX+던/ETM
한국의	한국/NNP+의/JKG
대중문화에	대중문화/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
시선을	시선/NNG+을/JKO
떠올리게	떠올리/VV+게/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000046.255.4.2
1998년 첫 개방 전까지 일본의 영화·음악 등 대중문화 개방을 공론하는 것은 사회적 금기였다.

1998년	1998/SN+년/NNB
첫	첫/MMN
개방	개방/NNG
전까지	전/NNG+까지/JX
일본의	일본/NNP+의/JKG
영화·음악	영화/NNG+·/SP+음악/NNG
등	등/NNB
대중문화	대중문화/NNG
개방을	개방/NNG+을/JKO
공론하는	공론/NNG+하/XSV+는/ETM
것은	것/NNB+은/JX
사회적	사회/NNG+적/XSN
금기였다.	금기/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000046.255.4.3
식민지 피해국으로서의 거리감, 외설스럽다는 선입견, 국내 문화계를 점령할 것이라는 불안감 등이 뭉뚱그려진 두려움은 막연하지만 강력했다.

식민지	식민지/NNG
피해국으로서의	피해국/NNG+으로서/JKB+의/JKG
거리감,	거리감/NNG+,/SP
외설스럽다는	외설/NNG+스럽/XSA+다는/ETM
선입견,	선입견/NNG+,/SP
국내	국내/NNG
문화계를	문화/NNG+계/XSN+를/JKO
점령할	점령/NNG+하/XSV+ㄹ/ETM
것이라는	것/NNB+이/VCP+라는/ETM
불안감	불안감/NNG
등이	등/NNB+이/JKS
뭉뚱그려진	뭉뚱그리/VV+어/EC+지/VX+ㄴ/ETM
두려움은	두려움/NNG+은/JX
막연하지만	막연하/VA+지만/EC
강력했다.	강력/NNG+하/XSA+았/EP+다/EF+./SF


# id : NWRW1800000046.255.5.1
그 두려움이 걸어잠근 빗장 속에 일본 대중문화를 대하는 내부 시선은 기이하게 뒤틀렸다.

그	그/MMD
두려움이	두려움/NNG+이/JKS
걸어잠근	걸/VV+어/EC+잠그/VV+ㄴ/ETM
빗장	빗장/NNG
속에	속/NNG+에/JKB
일본	일본/NNP
대중문화를	대중문화/NNG+를/JKO
대하는	대하/VV+는/ETM
내부	내부/NNG
시선은	시선/NNG+은/JX
기이하게	기이하/VA+게/EC
뒤틀렸다.	뒤틀리/VV+었/EP+다/EF+./SF


# id : NWRW1800000046.255.5.2
대표적인 게 만화·애니메이션이었다.

대표적인	대표/NNG+적/XSN+이/VCP+ㄴ/ETM
게	거/NNB+이/JKS
만화·애니메이션이었다.	만화/NNG+·/SP+애니메이션/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000046.255.5.3
1970~90년대 지상파 방송사들은 일본 애니메이션의 주인공 이름을 한국식으로 바꾸고, 일본 글자를 지우는 식으로 '국산'으로 둔갑시켰다.

1970~90년대	1970/SN+~/SO+90/SN+년대/NNB
지상파	지상파/NNG
방송사들은	방송사/NNG+들/XSN+은/JX
일본	일본/NNP
애니메이션의	애니메이션/NNG+의/JKG
주인공	주인공/NNG
이름을	이름/NNG+을/JKO
한국식으로	한국식/NNG+으로/JKB
바꾸고,	바꾸/VV+고/EC+,/SP
글자를	글자/NNG+를/JKO
지우는	지우/VV+는/ETM
식으로	식/NNB+으로/JKB
'국산'으로	'/SS+국산/NNG+'/SS+으로/JKB
둔갑시켰다.	둔갑/NNG+시키/XSV+었/EP+다/EF+./SF


# id : NWRW1800000046.255.5.4
만화가게나 문방구에는 정체 불명의 한국인을 작가로 앞세운 해적판 일본 만화가 쏟아졌다.

만화가게나	만화/NNG+가게/NNG+나/JC
문방구에는	문방구/NNG+에/JKB+는/JX
정체	정체/NNG
불명의	불명/NNG+의/JKG
한국인을	한국인/NNG+을/JKO
작가로	작가/NNG+로/JKB
앞세운	앞세우/VV+ㄴ/ETM
해적판	해적판/NNG
일본	일본/NNP
만화가	만화/NNG+가/JKS
쏟아졌다.	쏟아지/VV+었/EP+다/EF+./SF


# id : NWRW1800000046.255.6.1
다른 분야도 사정은 다르지 않았다.

다른	다른/MMD
분야도	분야/NNG+도/JX
사정은	사정/NNG+은/JX
다르지	다르/VA+지/EC
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000046.255.6.2
일본 영화·드라마·음악 등이 밀수나 해적판 등으로 은밀히 소비되는 동안 TV·라디오 방송에서는 '일본 것을 베꼈다'는 의혹이 짙은 방송 프로와 가요가 등장했다.

일본	일본/NNP
영화·드라마·음악	영화/NNG+·/SP+드라마/NNG+·/SP+음악/NNG
등이	등/NNB+이/JKS
밀수나	밀수/NNG+나/JC
해적판	해적판/NNG
등으로	등/NNB+으로/JKB
은밀히	은밀히/MAG
소비되는	소비/NNG+되/XSV+는/ETM
동안	동안/NNG
TV·라디오	TV/SL+·/SP+라디오/NNG
방송에서는	방송/NNG+에서/JKB+는/JX
'일본	'/SS+일본/NNP
것을	것/NNB+을/JKO
베꼈다'는	베끼/VV+었/EP+다/EF+'/SS+는/ETM
의혹이	의혹/NNG+이/JKS
짙은	짙/VA+은/ETM
방송	방송/NNG
프로와	프로/NNG+와/JC
가요가	가요/NNG+가/JKS
등장했다.	등장/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000046.255.6.3
하지만 미디어의 발달과 일본 문화 개방으로 문화 소비자들의 눈이 날카로워지면서 무작정 베끼기 관행은 사그라들었고 이는 콘텐츠 자생력을 높이는 계기가 됐다.

하지만	하지만/MAJ
미디어의	미디어/NNG+의/JKG
발달과	발달/NNG+과/JC
일본	일본/NNP
문화	문화/NNG
개방으로	개방/NNG+으로/JKB
소비자들의	소비자/NNG+들/XSN+의/JKG
눈이	눈/NNG+이/JKS
날카로워지면서	날카롭/VA+어/EC+지/VX+면서/EC
무작정	무/XPN+작정/NNG
베끼기	베끼/VV+기/ETN
관행은	관행/NNG+은/JX
사그라들었고	사그라들/VV+었/EP+고/EC
이는	이/NP+는/JX
콘텐츠	콘텐츠/NNG
자생력을	자생력/NNG+을/JKO
높이는	높이/VV+는/ETM
계기가	계기/NNG+가/JKC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000046.255.6.4
한류 드라마와 K팝 가수들의 일본 내 활약은 눈부셨고, 3D 애니메이션과 웹툰 등에선 일본을 앞서갔다.

한류	한류/NNG
드라마와	드라마/NNG+와/JC
K팝	K/SL+팝/NNG
가수들의	가수/NNG+들/XSN+의/JKG
일본	일본/NNP
내	내/NNB
활약은	활약/NNG+은/JX
눈부셨고,	눈부시/VA+었/EP+고/EC+,/SP
3D	3/SN+D/SL
애니메이션과	애니메이션/NNG+과/JC
웹툰	웹툰/NNG
등에선	등/NNB+에서/JKB+ㄴ/JX
일본을	일본/NNP+을/JKO
앞서갔다.	앞서가/VV+았/EP+다/EF+./SF


# id : NWRW1800000046.255.7.1
이런 상황에서 여전히 일본 만화 불법 복제품이 한국에서 팔린다는 소식은 일본과 맞선 한국 대중문화의 모습을 다시 기형적인 과거로 되돌릴 수 있는 악재다.

이런	이런/MMD
상황에서	상황/NNG+에서/JKB
여전히	여전히/MAG
일본	일본/NNP
만화	만화/NNG
불법	불법/NNG
복제품이	복제품/NNG+이/JKS
한국에서	한국/NNP+에서/JKB
팔린다는	팔리/VV+ㄴ다는/ETM
소식은	소식/NNG+은/JX
일본과	일본/NNP+과/JKB
맞선	맞서/VV+ㄴ/ETM
한국	한국/NNP
대중문화의	대중문화/NNG+의/JKG
모습을	모습/NNG+을/JKO
다시	다시/MAG
기형적인	기형/NNG+적/XSN+이/VCP+ㄴ/ETM
과거로	과거/NNG+로/JKB
되돌릴	되돌리/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
악재다.	악재/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000046.255.7.2
"더 많은 일본 만화 해적 상품이 있다는 정보가 있다"는 문체부 관계자의 귀띔은 당혹스러움을 넘어 자괴감을 안겨준다.

"더	"/SS+더/MAG
많은	많/VA+은/ETM
일본	일본/NNP
만화	만화/NNG
해적	해적/NNG
상품이	상품/NNG+이/JKS
있다는	있/VA+다는/ETM
정보가	정보/NNG+가/JKS
있다"는	있/VA+다/EF+"/SS+는/ETM
문체부	문체부/NNG
관계자의	관계자/NNG+의/JKG
귀띔은	귀띔/NNG+은/JX
당혹스러움을	당혹/NNG+스럽/XSA+ㅁ/ETN+을/JKO
넘어	넘/VV+어/EC
자괴감을	자괴감/NNG+을/JKO
안겨준다.	안기/VV+어/EC+주/VX+ㄴ다/EF+./SF


# id : NWRW1800000046.255.7.3
한·일 수교 50주년을 맞아 "일본은 과거사를 직시하라"는 요구가 국내에서 쏟아지는 시점에서 우리는 과연 일본에 대해 떳떳할까.

한·일	한·일/NNP
수교	수교/NNG
50주년을	50/SN+주년/NNB+을/JKO
맞아	맞/VV+아/EC
"일본은	"/SS+일본/NNP+은/JX
과거사를	과거사/NNG+를/JKO
직시하라"는	직시/NNG+하/XSV+라/EF+"/SS+는/ETM
요구가	요구/NNG+가/JKS
국내에서	국내/NNG+에서/JKB
쏟아지는	쏟아지/VV+는/ETM
시점에서	시점/NNG+에서/JKB
우리는	우리/NP+는/JX
과연	과연/MAG
일본에	일본/NNP+에/JKB
대해	대하/VV+아/EC
떳떳할까.	떳떳하/VA+ㄹ까/EF+./SF


# id : NWRW1800000046.255.7.4
일본 우익들의 '혐한(嫌韓) 놀음' 소재가 추가되는 건 아닌지 걱정스럽다.

일본	일본/NNP
우익들의	우익/NNG+들/XSN+의/JKG
'혐한(嫌韓)	'/SS+혐한/NNG+(/SS+嫌韓/SH+)/SS
놀음'	놀음/NNG+'/SS
소재가	소재/NNG+가/JKS
추가되는	추가/NNG+되/XSV+는/ETM
건	거/NNB+ㄴ/JX
아닌지	아니/VCN+ㄴ지/EF
걱정스럽다.	걱정/NNG+스럽/XSA+다/EF+./SF


