# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000052.97
metadata : {}


# id : NWRW1800000052.97.1.1
25년 철권통치 카리모프 사망…우즈베크 권력 향배 ‘안갯속’

25년	25/SN+년/NNB
비판하자	비판/NNG+하/XSV+자/EC
기지에서	기지/NNG+에서/JKB
미군을	미군/NNG+을/JKO
쫓아냈다.	쫓아내/VV+었/EP+다/EF+./SF


# id : NWRW1800000052.97.10.3
다만, 카리모프 정권은 이후 우즈베크를 통한 미군의 아프간 물자 수송 등은 허용했다.

다만,	다만/MAG+,/SP
카리모프	카리모프/NNP
정권은	정권/NNG+은/JX
이후	이후/NNG
우즈베크를	우즈베크/NNP+를/JKO
통한	통하/VV+ㄴ/ETM
미군의	미군/NNG+의/JKG
아프간	아프간/NNP
물자	물자/NNG
수송	수송/NNG
등은	등/NNB+은/JX
허용했다.	허용/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000052.97.10.4
미국도 안디잔 학살 뒤 무기 수출 금수 조처를 내렸으나 몇년 뒤 해제했다.

미국도	미국/NNP+도/JX
안디잔	안디잔/NNP
학살	학살/NNG
뒤	뒤/NNG
무기	무기/NNG
수출	수출/NNG
금수	금수/NNG
조처를	조처/NNG+를/JKO
내렸으나	내리/VV+었/EP+으나/EC
몇년	몇/NR+년/NNB
해제했다.	해제/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000052.97.10.5
러시아도 우즈베크가 지나치게 친서방으로 흐르는 것을 우려했으며, 중국은 우즈베크 내 위구르족이 이슬람 극단주의에 가담해, 자국내 위구르족을 자극하는 것을 경계해왔다.

러시아도	러시아/NNP+도/JX
우즈베크가	우즈베크/NNP+가/JKS
지나치게	지나치/VA+게/EC
친서방으로	친/XPN+서방/NNG+으로/JKB
흐르는	흐르/VV+는/ETM
것을	것/NNB+을/JKO
우려했으며,	우려/NNG+하/XSV+았/EP+으며/EC+,/SP
중국은	중국/NNP+은/JX
우즈베크	우즈베크/NNP
내	내/NNB
위구르족이	위구르족/NNP+이/JKS
이슬람	이슬람/NNG
극단주의에	극단주의/NNG+에/JKB
가담해,	가담/NNG+하/XSV+아/EC+,/SP
자국내	자국/NNG+내/NNB
위구르족을	위구르족/NNP+을/JKO
자극하는	자극/NNG+하/XSV+는/ETM
경계해왔다.	경계/NNG+하/XSV+아/EC+오/VX+았/EP+다/EF+./SF


# id : NWRW1800000052.97.11.1
카리모프 이후 우즈베크 권력 구조 변화에 대해서는 여러 분석이 나온다.

카리모프	카리모프/NNP
이후	이후/NNG
우즈베크	우즈베크/NNP
권력	권력/NNG
구조	구조/NNG
변화에	변화/NNG+에/JKB
대해서는	대하/VV+아서/EC+는/JX
여러	여러/MMN
분석이	분석/NNG+이/JKS
나온다.	나오/VV+ㄴ다/EF+./SF


# id : NWRW1800000052.97.12.1
유력한 것은 이웃 투르크메니스탄에서처럼 내부 권력자들이 막후 협상을 통해 새로운 권력자를 세우는 시나리오다.

유력한	유력/NNG+하/XSA+ㄴ/ETM
것은	것/NNB+은/JX
이웃	이웃/NNG
투르크메니스탄에서처럼	투르크메니스탄/NNP+에서/JKB+처럼/JKB
내부	내부/NNG
권력자들이	권력자/NNG+들/XSN+이/JKS
막후	막후/NNG
협상을	협상/NNG+을/JKO
통해	통하/VV+아/EC
새로운	새롭/VA+ㄴ/ETM
권력자를	권력자/NNG+를/JKO
세우는	세우/VV+는/ETM
시나리오다.	시나리오/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000052.97.12.2
영국 <파이낸셜 타임스>는 유력한 승계 대상자로 샵카트 미르지요예프 총리, 루스탐 아지모프 부총리, 카리모프의 둘째 딸 롤라의 남편인 티무르 틸랴예프 등이 꼽힌다고 전했다.

영국	영국/NNP
<파이낸셜	</SS+파이낸셜/NNP
타임스>는	타임스/NNP+>/SS+는/JX
유력한	유력/NNG+하/XSA+ㄴ/ETM
승계	승계/NNG
대상자로	대상자/NNG+로/JKB
샵카트	샵카트/NNP
미르지요예프	미르지요예프/NNP
총리,	총리/NNG+,/SP
루스탐	루스탐/NNP
아지모프	아지모프/NNP
부총리,	부총리/NNG+,/SP
카리모프의	카리모프/NNP+의/JKG
둘째	둘째/NR
딸	딸/NNG
롤라의	롤라/NNP+의/JKG
남편인	남편/NNG+이/VCP+ㄴ/ETM
티무르	티무르/NNP
틸랴예프	틸랴예프/NNP
등이	등/NNB+이/JKS
꼽힌다고	꼽히/VV+ㄴ다고/EC
전했다.	전하/VV+았/EP+다/EF+./SF


# id : NWRW1800000052.97.12.3
또 루스탐 이노야토프(72) 국가보안국 국장은 막후 조정자 역할을 할 것이라는 예상이 많다.

또	또/MAG
루스탐	루스탐/NNP
이노야토프(72)	이노야토프/NNP+(/SS+72/SN+)/SS
국가보안국	국가/NNG+보안국/NNG
국장은	국장/NNG+은/JX
막후	막후/NNG
조정자	조정자/NNG
역할을	역할/NNG+을/JKO
할	하/VV+ㄹ/ETM
것이라는	것/NNB+이/VCP+라는/ETM
예상이	예상/NNG+이/JKS
많다.	많/VA+다/EF+./SF


