# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000056.317
metadata : {}


# id : NWRW1800000056.317.1.1
[유레카] 제3한강교 / 김영희

[유레카]	[/SS+유레카/NNG+]/SS
광진교는 너무 낡았고, 1965년 완공된 제2한강교(양화대교)는 유사시 군사용으로만 쓰게 돼 있었다.

광진교는	광진교/NNP+는/JX
너무	너무/MAG
낡았고,	낡/VV+았/EP+고/EC+,/SP
1965년	1965/SN+년/NNB
완공된	완공/NNG+되/XSV+ㄴ/ETM
제2한강교(양화대교)는	제/XPN+2/SN+한강교/NNP+(/SS+양화대교/NNP+)/SS+는/JX
유사시	유사시/NNG
군사용으로만	군사/NNG+용/XSN+으로/JKB+만/JX
쓰게	쓰/VV+게/EC
돼	되/VV+어/EC
있었다.	있/VX+었/EP+다/EF+./SF


# id : NWRW1800000056.317.3.4
서울시 도시계획국장을 지낸 손정목씨는 <서울도시계획 이야기>에서 66년 제3한강교 건설에 착수한 배경이 남서울 개발 수요보다 ‘서울시민 유사시 도강용’이라는 군사적 필요 때문이었다고 말한다.

서울시	서울시/NNP
도시계획국장을	도시/NNG+계획/NNG+국장/NNG+을/JKO
지낸	지내/VV+ㄴ/ETM
손정목씨는	손정목/NNP+씨/NNB+는/JX
<서울도시계획	</SS+서울/NNP+도시/NNG+계획/NNG
이야기>에서	이야기/NNG+>/SS+에서/JKB
66년	66/SN+년/NNB
제3한강교	제/XPN+3/SN+한강교/NNP
건설에	건설/NNG+에/JKB
착수한	착수/NNG+하/XSV+ㄴ/ETM
배경이	배경/NNG+이/JKS
남서울	남서울/NNP
개발	개발/NNG
수요보다	수요/NNG+보다/JKB
‘서울시민	‘/SS+서울/NNP+시민/NNG
유사시	유사시/NNG
도강용’이라는	도강용/NNG+’/SS+이/VCP+라는/ETM
군사적	군사/NNG+적/XSN
필요	필요/NNG
때문이었다고	때문/NNB+이/VCP+었/EP+다고/EC
말한다.	말/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000056.317.3.5
이 다리와 연결된 남산 1호터널 역시 유사시 30만~40만명이 대피할 방공호로 설계됐다.

이	이/MMD
다리와	다리/NNG+와/JKB
연결된	연결/NNG+되/XSV+ㄴ/ETM
남산	남산/NNP
1호터널	1/SN+호/NNB+터널/NNG
역시	역시/MAG
유사시	유사시/NNG
30만~40만명이	30/SN+만/NR+~/SO+40/SN+만/NR+명/NNB+이/JKS
대피할	대피/NNG+하/XSV+ㄹ/ETM
방공호로	방공호/NNG+로/JKB
설계됐다.	설계/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000056.317.4.1
원래 너비 20m의 4차선으로 설계됐지만 착공 석달 만에 26m, 6차선으로 넓히라는 건설부 지시가 떨어졌다.

원래	원래/MAG
너비	너비/NNG
20m의	20/SN+m/SW+의/JKG
4차선으로	4/SN+차선/NNG+으로/JKB
설계됐지만	설계/NNG+되/XSV+었/EP+지만/EC
착공	착공/NNG
석달	석/MMN+달/NNB
만에	만/NNB+에/JKB
26m,	26/SN+m/SW+,/SP
6차선으로	6/SN+차선/NNG+으로/JKB
넓히라는	넓히/VV+라는/ETM
건설부	건설부/NNG
지시가	지시/NNG+가/JKS
떨어졌다.	떨어지/VV+었/EP+다/EF+./SF


# id : NWRW1800000056.317.4.2
북한이 평양 대동강에 너비 25m 다리를 건설했다는 이야기가 나왔기 때문이다.

북한이	북한/NNP+이/JKS
평양	평양/NNP
대동강에	대동강/NNP+에/JKB
너비	너비/NNG
25m	25/SN+m/SW
다리를	다리/NNG+를/JKO
건설했다는	건설/NNG+하/XSV+았/EP+다는/ETM
이야기가	이야기/NNG+가/JKS
나왔기	나오/VV+았/EP+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000056.317.4.3
서울시가 펴낸 <서울교통사>에 따르면 “일본에서 강판을 제작해 현장에선 볼팅·가설만 하던” 시기였다.

서울시가	서울시/NNP+가/JKS
펴낸	펴내/VV+ㄴ/ETM
<서울교통사>에	</SS+서울교/NNP+통사/NNG+>/SS+에/JKB
따르면	따르/VV+면/EC
“일본에서	“/SS+일본/NNP+에서/JKB
강판을	강판/NNG+을/JKO
제작해	제작/NNG+하/XSV+아/EC
현장에선	현장/NNG+에서/JKB+ㄴ/JX
볼팅·가설만	볼팅/NNG+·/SP+가설/NNG+만/JX
하던”	하/VV+던/ETM+”/SS
시기였다.	시기/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000056.317.5.1
‘제3한강교’가 히트할 땐 1970년 경부고속도로 완전개통과 ‘말죽거리 신화’를 거치며 한적한 농촌이 이미 황금의 땅으로 변하고 있었다.

‘제3한강교’가	‘/SS+제/XPN+3/SN+한강교/NNP+’/SS+가/JKS
히트할	히트/NNG+하/XSV+ㄹ/ETM
땐	때/NNG+ㄴ/JX
1970년	1970/SN+년/NNB
경부고속도로	경부고속도로/NNP
완전개통과	완전/NNG+개통/NNG+과/JC
‘말죽거리	‘/SS+말죽거리/NNP
신화’를	신화/NNG+’/SS+를/JKO
거치며	거치/VV+며/EC
한적한	한적하/VA+ㄴ/ETM
농촌이	농촌/NNG+이/JKS
이미	이미/MAG
황금의	황금/NNG+의/JKG
땅으로	땅/NNG+으로/JKB
변하고	변하/VV+고/EC
있었다.	있/VX+었/EP+다/EF+./SF


# id : NWRW1800000056.317.5.2
“어제 처음 만나서 사랑을 하고/ 우리들은 하나가 되었습니다/ 이 밤이 새며는 첫차를 타고/ 이름 모를 거리로 떠나갈 거예요”라는 이 노래 애초 가사는 ‘외설적’이라는 이유로 검열에 걸려 “어제 다시 만나서 다짐을 하고/ 우리들은 맹세를 하였습니다”와 “행복 어린 거리로”로 바뀌었다.

“어제	“/SS+어제/MAG
처음	처음/NNG
만나서	만나/VV+아서/EC
사랑을	사랑/NNG+을/JKO
하고/	하/VV+고/EC+//SP
우리들은	우리/NP+들/XSN+은/JX
하나가	하나/NR+가/JKC
되었습니다/	되/VV+었/EP+습니다/EF+//SP
이	이/MMD
밤이	밤/NNG+이/JKS
새며는	새/VV+며/EC+는/JX
첫차를	첫차/NNG+를/JKO
타고/	타/VV+고/EC+//SP
이름	이름/NNG
모를	모르/VV+ㄹ/ETM
거리로	거리/NNG+로/JKB
떠나갈	떠나가/VV+ㄹ/ETM
거예요”라는	거/NNB+이/VCP+에요/EF+”/SS+이/VCP+라는/ETM
노래	노래/NNG
애초	애초/NNG
가사는	가사/NNG+는/JX
‘외설적’이라는	‘/SS+외설/NNG+적/XSN+’/SS+이/VCP+라는/ETM
이유로	이유/NNG+로/JKB
검열에	검열/NNG+에/JKB
걸려	걸리/VV+어/EC
다시	다시/MAG
다짐을	다짐/NNG+을/JKO
맹세를	맹세/NNG+를/JKO
하였습니다”와	하/VV+았/EP+습니다/EF+”/SS+와/JC
“행복	“/SS+행복/NNG
어린	어리/VV+ㄴ/ETM
거리로”로	거리/NNG+로/JKB+”/SS+로/JKB
바뀌었다.	바뀌/VV+었/EP+다/EF+./SF


# id : NWRW1800000056.317.5.3
아이러니하게도 80년 5월 광주시민들의 모습에 ‘행복 어린 거리로’라는 가사가 더 애틋하게 다가온다.

아이러니하게도	아이러니/NNG+하/XSA+게/EC+도/JX
80년	80/SN+년/NNB
5월	5/SN+월/NNB
광주시민들의	광주/NNP+시민/NNG+들/XSN+의/JKG
모습에	모습/NNG+에/JKB
‘행복	‘/SS+행복/NNG
어린	어리/VV+ㄴ/ETM
거리로’라는	거리/NNG+로/JKB+’/SS+이/VCP+라는/ETM
가사가	가사/NNG+가/JKS
더	더/MAG
애틋하게	애틋하/VA+게/EC
다가온다.	다가오/VV+ㄴ다/EF+./SF


# id : NWRW1800000056.317.5.4
강남의 욕망이 꿈틀대던 시기, 광주에서 피가 흘렀다.

강남의	강남/NNP+의/JKG
욕망이	욕망/NNG+이/JKS
꿈틀대던	꿈틀대/VV+던/ETM
시기,	시기/NNG+,/SP
광주에서	광주/NNP+에서/JKB
피가	피/NNG+가/JKS
흘렀다.	흐르/VV+었/EP+다/EF+./SF


