# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000046.318
metadata : {}


# id : NWRW1800000046.318.1.1
[19대 국회 이념분석] 전병헌, 새누리 일부 의원들보다 더 보수적

[19대	[/SS+19/SN+대/NNB
김제식(충남	김제식/NNP+(/SS+충남/NNP
서산태안),	서산/NNP+태안/NNP+)/SS+,/SP
윤상현(재선·인천	윤상현/NNP+(/SS+재선/NNG+·/SP+인천/NNP
남구을)	남구을/NNP+)/SS
의원	의원/NNG
중	중/NNB
상당수도	상당수/NNG+도/JX
7·30	7/SN+·/SP+30/SN
재·보선	재·보선/NNG
출신이다.	출신/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000046.318.4.4
이에 대해 정용기 의원은 "최근에 선거를 치렀고 다음 총선까지 남은 시간이 적다 보니 결국은 국민만 보고 가야 한다는 깨달음을 갖게 됐다"며 "표결에서 당의 입장보다는 개인적 소신이나 지역적 이해관계를 더 중요시하고 있다"고 말했다.

이에	이/NP+에/JKB
대해	대하/VV+아/EC
정용기	정용기/NNP
의원은	의원/NNG+은/JX
"최근에	"/SS+최근/NNG+에/JKB
선거를	선거/NNG+를/JKO
치렀고	치르/VV+었/EP+고/EC
다음	다음/NNG
총선까지	총선/NNG+까지/JX
남은	남/VV+은/ETM
시간이	시간/NNG+이/JKS
적다	적/VA+다/EC
보니	보/VX+니/EC
결국은	결국/NNG+은/JX
국민만	국민/NNG+만/JX
보고	보/VV+고/EC
가야	가/VV+아야/EC
한다는	하/VX+ㄴ다는/ETM
깨달음을	깨달음/NNG+을/JKO
갖게	갖/VV+게/EC
됐다"며	되/VV+었/EP+다/EF+"/SS+며/EC
"표결에서	"/SS+표결/NNG+에서/JKB
당의	당/NNG+의/JKG
입장보다는	입장/NNG+보다/JKB+는/JX
개인적	개인/NNG+적/XSN
소신이나	소신/NNG+이나/JC
지역적	지역/NNG+적/XSN
이해관계를	이해관계/NNG+를/JKO
더	더/MAG
중요시하고	중요/NNG+시/XSN+하/XSV+고/EC
있다"고	있/VX+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000046.318.5.1
한편 새정치민주연합 김영주(서울 영등포갑) 의원과 전병헌(사진·서울 동작갑) 의원은 새누리당 일부 의원보다도 더 보수적으로 투표한 것으로 나타났다.

한편	한편/MAG
새정치민주연합	새정치민주연합/NNP
김영주(서울	김영주/NNP+(/SS+서울/NNP
영등포갑)	영등포갑/NNP+)/SS
의원과	의원/NNG+과/JC
전병헌(사진·서울	전병헌/NNP+(/SS+사진/NNG+·/SP+서울/NNP
동작갑)	동작갑/NNP+)/SS
의원은	의원/NNG+은/JX
새누리당	새누리당/NNP
일부	일부/NNG
의원보다도	의원/NNG+보다/JKB+도/JX
더	더/MAG
보수적으로	보수/NNG+적/XSN+으로/JKB
투표한	투표/NNG+하/XSV+ㄴ/ETM
것으로	것/NNB+으로/JKB
나타났다.	나타나/VV+았/EP+다/EF+./SF


# id : NWRW1800000046.318.5.2
전 최고위원은 작년 말 담뱃값 인상과 관련한 개별소비세법·지방교부세법·국민건강증진법 개정안에 찬성하기도 했다.

전	전/MMD
최고위원은	최고/NNG+위원/NNG+은/JX
작년	작년/NNG
말	말/NNB
담뱃값	담뱃값/NNG
인상과	인상/NNG+과/JKB
관련한	관련/NNG+하/XSV+ㄴ/ETM
개별소비세법·지방교부세법·국민건강증진법	개별/NNG+소비세/NNG+법/NNG+·/SP+지방/NNG+교부세/NNG+법/NNG+·/SP+국민/NNG+건강/NNG+증진법/NNG
개정안에	개정안/NNG+에/JKB
찬성하기도	찬성/NNG+하/XSV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000046.318.5.3
문희상 전 비상대책위원장은 당에서 넷째로 보수적이었고 우윤근 원내대표 역시 일곱째로 보수적이었다.

문희상	문희상/NNP
전	전/MMD
비상대책위원장은	비상/NNG+대책/NNG+위원장/NNG+은/JX
당에서	당/NNG+에서/JKB
넷째로	넷째/NR+로/JKB
보수적이었고	보수/NNG+적/XSN+이/VCP+었/EP+고/EC
우윤근	우윤근/NNP
원내대표	원내/NNG+대표/NNG
역시	역시/MAG
일곱째로	일곱째/NR+로/JKB
보수적이었다.	보수/NNG+적/XSN+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000046.318.5.4
주로 계파 색이 옅은 의원들이 법안 표결에서도 중도적 성향을 보였다는 분석이다.

주로	주로/MAG
계파	계파/NNG
색이	색/NNG+이/JKS
옅은	옅/VA+은/ETM
의원들이	의원/NNG+들/XSN+이/JKS
법안	법안/NNG
표결에서도	표결/NNG+에서/JKB+도/JX
중도적	중도/NNG+적/XSN
성향을	성향/NNG+을/JKO
보였다는	보이/VV+었/EP+다는/ETM
분석이다.	분석/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000046.318.5.5
이에 대해 김영주 의원은 본지 통화에서 "당론 투표로 정해지지 않은 이상 본회의에 올라온 안건에 큰 문제가 없으면 진보와 보수를 떠나 소신 투표를 해왔다"고 말했다.

이에	이/NP+에/JKB
대해	대하/VV+아/EC
김영주	김영주/NNP
의원은	의원/NNG+은/JX
본지	본지/NNG
통화에서	통화/NNG+에서/JKB
"당론	"/SS+당론/NNG
투표로	투표/NNG+로/JKB
정해지지	정하/VV+아/EC+지/VX+지/EC
않은	않/VX+은/ETM
이상	이상/NNG
본회의에	본회의/NNG+에/JKB
올라온	올라오/VV+ㄴ/ETM
안건에	안건/NNG+에/JKB
큰	크/VA+ㄴ/ETM
문제가	문제/NNG+가/JKS
없으면	없/VA+으면/EC
진보와	진보/NNG+와/JC
보수를	보수/NNG+를/JKO
떠나	떠나/VV+아/EC
소신	소신/NNG
투표를	투표/NNG+를/JKO
해왔다"고	하/VV+아/EC+오/VX+았/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


