# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000041.270
metadata : {}


# id : NWRW1800000041.270.1.1
[오늘과 내일/방형남]北을 변화시켜야 ‘통일대박’ 된다

[오늘과	[/SS+오늘/NNG+과/JC
도발을 할 때마다 북한 정권에 대한 신뢰가 떨어졌다.

도발을	도발/NNG+을/JKO
할	하/VV+ㄹ/ETM
때마다	때/NNG+마다/JX
북한	북한/NNP
정권에	정권/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
신뢰가	신뢰/NNG+가/JKS
떨어졌다.	떨어지/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.270.3.4
그럼에도 불구하고 북한은 버티기 전술로 남한의 도발 책임 추궁을 비켜갔다.

그럼에도	그렇/VA+ㅁ/ETN+에/JKB+도/JX
불구하고	불구하/VV+고/EC
북한은	북한/NNP+은/JX
버티기	버티기/NNG
전술로	전술/NNG+로/JKB
남한의	남한/NNP+의/JKG
도발	도발/NNG
책임	책임/NNG
추궁을	추궁/NNG+을/JKO
비켜갔다.	비키/VV+어/EC+가/VX+았/EP+다/EF+./SF


# id : NWRW1800000041.270.3.5
피해자 남한보다 가해자 북한이 큰소리를 치는 이상한 장면이 반복됐다.

피해자	피해자/NNG
남한보다	남한/NNP+보다/JKB
가해자	가해자/NNG
북한이	북한/NNP+이/JKS
큰소리를	큰소리/NNG+를/JKO
치는	치/VV+는/ETM
이상한	이상/NNG+하/XSA+ㄴ/ETM
장면이	장면/NNG+이/JKS
반복됐다.	반복/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000041.270.4.1
북한이 올봄을 앞두고 이례적으로 유화 공세를 펴고 있지만 한미 연합훈련을 공격 대상으로 삼는 기본 전략에는 아무런 변화가 없다.

북한이	북한/NNP+이/JKS
올봄을	올봄/NNG+을/JKO
앞두고	앞두/VV+고/EC
이례적으로	이례/NNG+적/XSN+으로/JKB
유화	유화/NNG
공세를	공세/NNG+를/JKO
펴고	펴/VV+고/EC
있지만	있/VX+지만/EC
한미	한미/NNP
연합훈련을	연합/NNG+훈련/NNG+을/JKO
공격	공격/NNG
대상으로	대상/NNG+으로/JKB
삼는	삼/VV+는/ETM
기본	기본/NNG
전략에는	전략/NNG+에/JKB+는/JX
아무런	아무런/MMD
변화가	변화/NNG+가/JKS
없다.	없/VA+다/EF+./SF


# id : NWRW1800000041.270.4.2
북한은 비방, 중상의 중단과 한미 연합훈련 중지 제안에 이어 “먼저 남북관계 개선 의지를 보이겠다”고 했지만 아직까지는 말뿐이다.

북한은	북한/NNP+은/JX
비방,	비방/NNG+,/SP
중상의	중상/NNG+의/JKG
중단과	중단/NNG+과/JC
한미	한미/NNP
연합훈련	연합/NNG+훈련/NNG
중지	중지/NNG
제안에	제안/NNG+에/JKB
이어	잇/VV+어/EC
“먼저	“/SS+먼저/MAG
남북관계	남북/NNP+관계/NNG
개선	개선/NNG
의지를	의지/NNG+를/JKO
보이겠다”고	보이/VV+겠/EP+다/EF+”/SS+고/JKQ
했지만	하/VV+았/EP+지만/EC
아직까지는	아직/MAG+까지/JX+는/JX
말뿐이다.	말/NNG+뿐/JX+이/VCP+다/EF+./SF


# id : NWRW1800000041.270.4.3
특수전부대 훈련과 대남(對南) 기습침투훈련을 벌여 실제 움직임은 평화와는 거리가 멀다.

특수전부대	특수전/NNG+부대/NNG
훈련과	훈련/NNG+과/JC
대남(對南)	대남/NNG+(/SS+對南/SH+)/SS
기습침투훈련을	기습/NNG+침투/NNG+훈련/NNG+을/JKO
벌여	벌이/VV+어/EC
실제	실제/NNG
움직임은	움직임/NNG+은/JX
평화와는	평화/NNG+와/JKB+는/JX
거리가	거리/NNG+가/JKS
멀다.	멀/VA+다/EF+./SF


# id : NWRW1800000041.270.4.4
호전적인 북한과 대치하고 있는 상황에서 한미 연합훈련을 포기하는 것은 있을 수 없다.

호전적인	호전/NNG+적/XSN+이/VCP+ㄴ/ETM
북한과	북한/NNP+과/JKB
대치하고	대치/NNG+하/XSV+고/EC
있는	있/VX+는/ETM
상황에서	상황/NNG+에서/JKB
한미	한미/NNP
연합훈련을	연합/NNG+훈련/NNG+을/JKO
포기하는	포기/NNG+하/XSV+는/ETM
것은	것/NNB+은/JX
있을	있/VA+을/ETM
수	수/NNB
없다.	없/VA+다/EF+./SF


# id : NWRW1800000041.270.5.1
한반도의 불안을 해소하려면 남북관계가 북한의 뜻대로 끌려가는 구도부터 바로잡아야 한다.

한반도의	한반도/NNP+의/JKG
불안을	불안/NNG+을/JKO
해소하려면	해소/NNG+하/XSV+려면/EC
남북관계가	남북/NNP+관계/NNG+가/JKS
북한의	북한/NNP+의/JKG
뜻대로	뜻/NNG+대로/JX
끌려가는	끌려가/VV+는/ETM
구도부터	구도/NNG+부터/JX
바로잡아야	바로잡/VV+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000041.270.5.2
정부가 북한의 유화공세에 진정성이 보이지 않는다며 구체적 행동을 요구한 것은 바람직한 대응이다.

정부가	정부/NNG+가/JKS
북한의	북한/NNP+의/JKG
유화공세에	유화/NNG+공세/NNG+에/JKB
진정성이	진정/NNG+성/XSN+이/JKS
보이지	보이/VV+지/EC
않는다며	않/VX+는다며/EC
구체적	구체/NNG+적/XSN
행동을	행동/NNG+을/JKO
요구한	요구/NNG+하/XSV+ㄴ/ETM
것은	것/NNB+은/JX
바람직한	바람직하/VA+ㄴ/ETM
대응이다.	대응/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000041.270.5.3
주도권을 잡았다고 할 수는 없지만 적어도 끌려가는 형세는 아니다.

주도권을	주도/NNG+권/XSN+을/JKO
잡았다고	잡/VV+았/EP+다고/EC
할	하/VV+ㄹ/ETM
수는	수/NNB+는/JX
없지만	없/VA+지만/EC
적어도	적어도/MAG
끌려가는	끌려가/VV+는/ETM
형세는	형세/NNG+는/JX
아니다.	아니/VCN+다/EF+./SF


# id : NWRW1800000041.270.6.1
북한은 현재 안팎으로 불안하다.

북한은	북한/NNP+은/JX
현재	현재/MAG
안팎으로	안팎/NNG+으로/JKB
불안하다.	불안/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000041.270.6.2
장성택을 처형한 걸 보면 김정은은 누구도 믿지 못하는 듯하다.

장성택을	장성택/NNP+을/JKO
처형한	처형/NNG+하/XSV+ㄴ/ETM
걸	거/NNB+ㄹ/JKO
보면	보/VV+면/EC
김정은은	김정은/NNP+은/JX
누구도	누구/NP+도/JX
믿지	믿/VV+지/EC
못하는	못하/VX+는/ETM
듯하다.	듯/NNB+하/XSA+다/EF+./SF


# id : NWRW1800000041.270.6.3
권력 핵심층이 벌벌 떠는 공포상황에서 정상적인 국가 운영이 될 리 없다.

권력	권력/NNG
핵심층이	핵심/NNG+층/XSN+이/JKS
벌벌	벌벌/MAG
떠는	떨/VV+는/ETM
공포상황에서	공포/NNG+상황/NNG+에서/JKB
정상적인	정상/NNG+적/XSN+이/VCP+ㄴ/ETM
국가	국가/NNG
운영이	운영/NNG+이/JKC
될	되/VV+ㄹ/ETM
리	리/NNB
없다.	없/VA+다/EF+./SF


# id : NWRW1800000041.270.6.4
순항하는 이란 핵 협상에는 6자회담 참가국인 미국 중국 러시아가 동참했다.

순항하는	순항/NNG+하/XSV+는/ETM
이란	이란/NNP
핵	핵/NNG
협상에는	협상/NNG+에/JKB+는/JX
6자회담	6/SN+자/NNB+회담/NNG
참가국인	참가국/NNG+이/VCP+ㄴ/ETM
미국	미국/NNP
중국	중국/NNP
러시아가	러시아/NNP+가/JKS
동참했다.	동참/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.270.6.5
이란의 양보를 이끌어낸 세 나라가 북한 핵을 용인하는 이중행보를 하지는 않을 것이다.

이란의	이란/NNP+의/JKG
양보를	양보/NNG+를/JKO
이끌어낸	이끌/VV+어/EC+내/VX+ㄴ/ETM
세	세/MMN
나라가	나라/NNG+가/JKS
북한	북한/NNP
핵을	핵/NNG+을/JKO
용인하는	용인/NNG+하/XSV+는/ETM
이중행보를	이중/NNG+행보/NNG+를/JKO
하지는	하/VV+지/EC+는/JX
않을	않/VX+을/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000041.270.6.6
제재와 압박으로 이란을 후퇴시킨 미국의 북핵 포기 요구는 더욱 강해질 수밖에 없다.

제재와	제재/NNG+와/JC
압박으로	압박/NNG+으로/JKB
이란을	이란/NNP+을/JKO
후퇴시킨	후퇴/NNG+시키/XSV+ㄴ/ETM
미국의	미국/NNP+의/JKG
북핵	북핵/NNG
포기	포기/NNG
요구는	요구/NNG+는/JX
더욱	더욱/MAG
강해질	강하/VA+아/EC+지/VX+ㄹ/ETM
수밖에	수/NNB+밖에/JX
없다.	없/VA+다/EF+./SF


# id : NWRW1800000041.270.6.7
북한이 거짓으로라도 올리브 가지를 흔들 수밖에 없는 상황이다.

북한이	북한/NNP+이/JKS
거짓으로라도	거짓/NNG+으로/JKB+이/VCP+라도/EC
올리브	올리브/NNG
가지를	가지/NNG+를/JKO
흔들	흔들/VV+ㄹ/ETM
수밖에	수/NNB+밖에/JX
없는	없/VA+는/ETM
상황이다.	상황/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000041.270.7.1
박근혜 대통령이 신년 기자회견에서 ‘통일대박론’을 편 뒤 통일 논의가 뜨거워졌지만 남북관계가 긴박해지면 통일담론은 순식간에 공론(空論)이 되고 만다.

박근혜	박근혜/NNP
대통령이	대통령/NNG+이/JKS
신년	신년/NNG
기자회견에서	기자/NNG+회견/NNG+에서/JKB
‘통일대박론’을	‘/SS+통일/NNG+대박/NNG+론/XSN+’/SS+을/JKO
편	펴/VV+ㄴ/ETM
뒤	뒤/NNG
통일	통일/NNG
논의가	논의/NNG+가/JKS
뜨거워졌지만	뜨거워지/VV+었/EP+지만/EC
남북관계가	남북/NNP+관계/NNG+가/JKS
긴박해지면	긴박/NNG+하/XSA+아/EC+지/VX+면/EC
통일담론은	통일/NNG+담론/NNG+은/JX
순식간에	순식/NNG+간/XSN+에/JKB
공론(空論)이	공론/NNG+(/SS+空論/SH+)/SS+이/JKC
되고	되/VV+고/EC
만다.	말/VX+ㄴ다/EF+./SF


# id : NWRW1800000041.270.7.2
박 대통령은 통일 시나리오 가운데 최선을 목표로 제시했지만 북한의 생각은 다르다.

박	박/NNP
대통령은	대통령/NNG+은/JX
통일	통일/NNG
시나리오	시나리오/NNG
가운데	가운데/NNG
최선을	최선/NNG+을/JKO
목표로	목표/NNG+로/JKB
제시했지만	제시/NNG+하/XSV+았/EP+지만/EC
북한의	북한/NNP+의/JKG
생각은	생각/NNG+은/JX
다르다.	다르/VA+다/EF+./SF


# id : NWRW1800000041.270.7.3
김정은이 신년사에서 거론한 ‘조국통일’은 북한 방식의 적화통일을 의미하는 것이어서 대박과는 거리가 한참 멀다.

김정은이	김정은/NNP+이/JKS
신년사에서	신년사/NNG+에서/JKB
거론한	거론/NNG+하/XSV+ㄴ/ETM
‘조국통일’은	‘/SS+조국/NNG+통일/NNG+’/SS+은/JX
북한	북한/NNP
방식의	방식/NNG+의/JKG
적화통일을	적화/NNG+통일/NNG+을/JKO
의미하는	의미/NNG+하/XSV+는/ETM
것이어서	것/NNB+이/VCP+어서/EC
대박과는	대/XPN+박/NNG+과/JKB+는/JX
거리가	거리/NNG+가/JKS
한참	한참/NNG
멀다.	멀/VA+다/EF+./SF


# id : NWRW1800000041.270.7.4
김정은은 거기에 머물지 않고 남북 사이에 벌어질 수 있는 대결 가운데 최악인 핵전쟁까지 언급했다.

김정은은	김정은/NNP+은/JX
거기에	거기/NP+에/JKB
머물지	머물/VV+지/EC
않고	않/VX+고/EC
남북	남북/NNP
사이에	사이/NNG+에/JKB
벌어질	벌어지/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
대결	대결/NNG
가운데	가운데/NNG
최악인	최악/NNG+이/VCP+ㄴ/ETM
핵전쟁까지	핵전쟁/NNG+까지/JX
언급했다.	언급/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.270.8.1
북한식 통일과 핵전쟁은 우리가 용납할 수 없는 결말이다.

북한식	북한식/NNG
통일과	통일/NNG+과/JC
핵전쟁은	핵전쟁/NNG+은/JX
우리가	우리/NP+가/JKS
용납할	용납/NNG+하/XSV+ㄹ/ETM
수	수/NNB
없는	없/VA+는/ETM
결말이다.	결말/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000041.270.8.2
북한도 박 대통령의 통일대박을 “급변사태에 기대를 건 흡수통일의 망상이 깔려 있다”고 비난했다.

북한도	북한/NNP+도/JX
박	박/NNP
대통령의	대통령/NNG+의/JKG
통일대박을	통일/NNG+대박/NNG+을/JKO
“급변사태에	“/SS+급변/NNG+사태/NNG+에/JKB
기대를	기대/NNG+를/JKO
건	걸/VV+ㄴ/ETM
흡수통일의	흡수/NNG+통일/NNG+의/JKG
망상이	망상/NNG+이/JKS
깔려	깔리/VV+어/EC
있다”고	있/VX+다/EF+”/SS+고/JKQ
비난했다.	비난/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.270.8.3
통일이 이뤄진다면 우리 입장에서 최선인 대박과 최악인 핵전쟁 사이 어디쯤의 방식이 될 것이다.

통일이	통일/NNG+이/JKS
이뤄진다면	이뤄지/VV+ㄴ다면/EC
우리	우리/NP
입장에서	입장/NNG+에서/JKB
최선인	최선/NNG+이/VCP+ㄴ/ETM
대박과	대/XPN+박/NNG+과/JC
최악인	최악/NNG+이/VCP+ㄴ/ETM
핵전쟁	핵전쟁/NNG
사이	사이/NNG
어디쯤의	어디/NP+쯤/XSN+의/JKG
방식이	방식/NNG+이/JKC
될	되/VV+ㄹ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000041.270.9.1
박 대통령은 “북한이 스스로 변화해야겠지만 스스로 변화하지 못한다면 그렇게 변화할 수밖에 없는 환경을 만들어 나가야 한다”고 했다.

박	박/NNP
대통령은	대통령/NNG+은/JX
“북한이	“/SS+북한/NNP+이/JKS
스스로	스스로/MAG
변화해야겠지만	변화/NNG+하/XSV+아야/EC+하/VX+겠/EP+지만/EC
변화하지	변화/NNG+하/XSV+지/EC
못한다면	못하/VX+ㄴ다면/EC
그렇게	그렇/VA+게/EC
변화할	변화/NNG+하/XSV+ㄹ/ETM
수밖에	수/NNB+밖에/JX
없는	없/VA+는/ETM
환경을	환경/NNG+을/JKO
만들어	만들/VV+어/EC
나가야	나가/VX+아야/EC
한다”고	하/VX+ㄴ다/EF+”/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000041.270.9.2
통일은 정부와 국민이 하나가 돼 북한을 변화시킬 동력을 만들어야 가능해진다.

통일은	통일/NNG+은/JX
정부와	정부/NNG+와/JC
국민이	국민/NNG+이/JKS
하나가	하나/NR+가/JKC
돼	되/VV+어/EC
북한을	북한/NNP+을/JKO
변화시킬	변화/NNG+시키/XSV+ㄹ/ETM
동력을	동력/NNG+을/JKO
만들어야	만들/VV+어야/EC
가능해진다.	가능/NNG+하/XSA+아/EC+지/VX+ㄴ다/EF+./SF


# id : NWRW1800000041.270.9.3
한국인의 열정과 집중력은 대단하다.

한국인의	한국인/NNG+의/JKG
열정과	열정/NNG+과/JC
집중력은	집중력/NNG+은/JX
대단하다.	대단하/VA+다/EF+./SF


# id : NWRW1800000041.270.9.4
영화 ‘변호인’을 보기 위해 33일 만에 1000만 명이 몰려갔다.

영화	영화/NNG
‘변호인’을	‘/SS+변호인/NNG+’/SS+을/JKO
보기	보/VV+기/ETN
위해	위하/VV+아/EC
33일	33/SN+일/NNB
만에	만/NNB+에/JKB
1000만	1000/SN+만/NR
명이	명/NNB+이/JKS
몰려갔다.	몰려가/VV+았/EP+다/EF+./SF


# id : NWRW1800000041.270.9.5
그러나 피로감 때문인지 북한의 도발은 쉽게 잊는 경향이 있다.

그러나	그러나/MAJ
피로감	피로감/NNG
때문인지	때문/NNB+이/VCP+ㄴ지/EC
북한의	북한/NNP+의/JKG
도발은	도발/NNG+은/JX
쉽게	쉽/VA+게/EC
잊는	잊/VV+는/ETM
경향이	경향/NNG+이/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000041.270.9.6
평택 해군2함대 사령부에는 두 동강 난 천안함 선체가 전시돼 있다.

평택	평택/NNP
해군2함대	해군/NNG+2/SN+함대/NNG
사령부에는	사령부/NNG+에/JKB+는/JX
두	두/MMN
동강	동강/NNG
난	나/VV+ㄴ/ETM
천안함	천안함/NNP
선체가	선체/NNG+가/JKS
전시돼	전시/NNG+되/XSV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000041.270.9.7
2010년 5월 24일부터 민간에 개방됐으나 지금까지 생생한 안보현장을 찾은 국민은 71만7000명에 불과하다.

2010년	2010/SN+년/NNB
5월	5/SN+월/NNB
24일부터	24/SN+일/NNB+부터/JX
민간에	민간/NNG+에/JKB
개방됐으나	개방/NNG+되/XSV+었/EP+으나/EC
지금까지	지금/NNG+까지/JX
생생한	생생하/VA+ㄴ/ETM
안보현장을	안보/NNG+현장/NNG+을/JKO
찾은	찾/VV+은/ETM
국민은	국민/NNG+은/JX
71만7000명에	71/SN+만/NR+7000/SN+명/NNB+에/JKB
불과하다.	불과/MAG+하/XSA+다/EF+./SF


# id : NWRW1800000041.270.9.8
북한을 변화시키려면 우리도 말이 아닌 행동으로 결연함을 보여야 한다.

북한을	북한/NNP+을/JKO
변화시키려면	변화/NNG+시키/XSV+려면/EC
우리도	우리/NP+도/JX
말이	말/NNG+이/JKC
아닌	아니/VCN+ㄴ/ETM
행동으로	행동/NNG+으로/JKB
결연함을	결연하/VA+ㅁ/ETN+을/JKO
보여야	보이/VV+어야/EC
한다.	하/VX+ㄴ다/EF+./SF


