# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000041.233
metadata : {}


# id : NWRW1800000041.233.1.1
[2014 소치동계올림픽]이호석 “마음 무겁지만… 나 아닌 암투병 후배 위해 꼭 금메달”

[2014	[/SS+2014/SN
2010년 밴쿠버 겨울올림픽에서는 남자 쇼트트랙 첫 경기인 1500m 결선에서 성시백(27)과 2, 3위를 다투다 마지막 바퀴에서 추월하는 과정에서 서로 엉켜 함께 넘어지고 말았다.

2010년	2010/SN+년/NNB
밴쿠버	밴쿠버/NNP
겨울올림픽에서는	겨울/NNG+올림픽/NNG+에서/JKB+는/JX
남자	남자/NNG
쇼트트랙	쇼트트랙/NNG
첫	첫/MMN
경기인	경기/NNG+이/VCP+ㄴ/ETM
1500m	1500/SN+m/SW
결선에서	결선/NNG+에서/JKB
성시백(27)과	성시백/NNP+(/SS+27/SN+)/SS+과/JC
2,	2/SN+,/SP
3위를	3/SN+위/NNB+를/JKO
다투다	다투/VV+다/EC
마지막	마지막/NNG
바퀴에서	바퀴/NNG+에서/JKB
추월하는	추월/NNG+하/XSV+는/ETM
과정에서	과정/NNG+에서/JKB
서로	서로/MAG
엉켜	엉키/VV+어/EC
함께	함께/MAG
넘어지고	넘어지/VV+고/EC
말았다.	말/VX+았/EP+다/EF+./SF


# id : NWRW1800000041.233.5.2
어부지리로 외국 선수들이 2, 3위를 차지했다.

어부지리로	어부지리/NNG+로/JKB
외국	외국/NNG
선수들이	선수/NNG+들/XSN+이/JKS
2,	2/SN+,/SP
3위를	3/SN+위/NNB+를/JKO
차지했다.	차지/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.233.5.3
당시 금메달을 차지한 이정수(25·고양시청)에 이어 한국 선수가 금, 은, 동 모두 휩쓸 수 있었던 상황이었다.

당시	당시/NNG
금메달을	금메달/NNG+을/JKO
차지한	차지/NNG+하/XSV+ㄴ/ETM
이정수(25·고양시청)에	이정수/NNP+(/SS+25/SN+·/SP+고양시청/NNP+)/SS+에/JKB
이어	잇/VV+어/EC
한국	한국/NNP
선수가	선수/NNG+가/JKS
금,	금/NNG+,/SP
은,	은/NNG+,/SP
동	동/NNG
모두	모두/MAG
휩쓸	휩쓸/VV+ㄹ/ETM
수	수/NNB
있었던	있/VA+었/EP+던/ETM
상황이었다.	상황/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000041.233.5.4
이호석은 동료를 넘어지게 했다며 모든 비난을 한 몸에 받아야만 했다.

이호석은	이호석/NNP+은/JX
동료를	동료/NNG+를/JKO
넘어지게	넘어지/VV+게/EC
했다며	하/VX+았/EP+다며/EC
모든	모든/MMN
비난을	비난/NNG+을/JKO
한	한/MMN
몸에	몸/NNG+에/JKB
받아야만	받/VV+아야/EC+만/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000041.233.5.5
전 종목에서 강력한 우승 후보였음에도 불구하고 이호석은 은메달을 2개 따는 데 그쳤다.

전	전/MMN
종목에서	종목/NNG+에서/JKB
강력한	강력/NNG+하/XSA+ㄴ/ETM
우승	우승/NNG
후보였음에도	후보/NNG+이/VCP+었/EP+음/ETN+에/JKB+도/JX
불구하고	불구하/VV+고/EC
이호석은	이호석/NNP+은/JX
은메달을	은메달/NNG+을/JKO
2개	2/SN+개/NNB
따는	따/VV+는/ETM
데	데/NNB
그쳤다.	그치/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.233.5.6
이호석은 “밴쿠버 올림픽 기간에 제대로 먹지도 못할 정도로 마음고생이 심했다.

이호석은	이호석/NNP+은/JX
“밴쿠버	“/SS+밴쿠버/NNP
올림픽	올림픽/NNG
기간에	기간/NNG+에/JKB
제대로	제대로/MAG
먹지도	먹/VV+지/EC+도/JX
못할	못하/VX+ㄹ/ETM
정도로	정도/NNG+로/JKB
마음고생이	마음고생/NNG+이/JKS
심했다.	심하/VA+았/EP+다/EF+./SF


# id : NWRW1800000041.233.5.7
한국에 돌아와서도 대인기피증이 생길 정도였다”고 말했다.

한국에	한국/NNP+에/JKB
돌아와서도	돌아오/VV+아서/EC+도/JX
대인기피증이	대인/NNG+기피증/NNG+이/JKS
생길	생기/VV+ㄹ/ETM
정도였다”고	정도/NNG+이/VCP+었/EP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.233.6.1
이호석은 지난해 4월 열린 대표선발전에서 4위를 차지했다.

이호석은	이호석/NNP+은/JX
지난해	지난해/NNG
4월	4/SN+월/NNB
열린	열리/VV+ㄴ/ETM
대표선발전에서	대표/NNG+선발전/NNG+에서/JKB
4위를	4/SN+위/NNB+를/JKO
차지했다.	차지/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.233.6.2
2013년 세계선수권 종합 우승자인 신다운(21·서울시청)과 국내 대표 선발전 1∼3위 선수인 이한빈(26·성남시청), 박세영(21·단국대), 노진규(22·한국체대)에 이은 5번째 선수로 대표팀에 예비 선수로 승선했다.

2013년	2013/SN+년/NNB
세계선수권	세계/NNG+선수/NNG+권/XSN
종합	종합/NNG
우승자인	우승자/NNG+이/VCP+ㄴ/ETM
신다운(21·서울시청)과	신다운/NNP+(/SS+21/SN+·/SP+서울시청/NNP+)/SS+과/JC
국내	국내/NNG
대표	대표/NNG
선발전	선발전/NNG
1∼3위	1/SN+∼/SO+3/SN+위/NNB
선수인	선수/NNG+이/VCP+ㄴ/ETM
이한빈(26·성남시청),	이한빈/NNP+(/SS+26/SN+·/SP+성남시청/NNP+)/SS+,/SP
박세영(21·단국대),	박세영/NNP+(/SS+21/SN+·/SP+단국대/NNP+)/SS+,/SP
노진규(22·한국체대)에	노진규/NNP+(/SS+22/SN+·/SP+한국체대/NNP+)/SS+에/JKB
이은	잇/VV+은/ETM
5번째	5/SN+번/NNB+째/XSN
선수로	선수/NNG+로/JKB
대표팀에	대표/NNG+팀/NNG+에/JKB
예비	예비/NNG
승선했다.	승선/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.233.6.3
주전 선수가 부상을 당해 대회 출전이 힘들어지면 대신 나가기 위한 것이었다.

주전	주전/NNG
선수가	선수/NNG+가/JKS
부상을	부상/NNG+을/JKO
당해	당하/VV+아/EC
대회	대회/NNG
출전이	출전/NNG+이/JKS
힘들어지면	힘들어지/VV+면/EC
대신	대신/NNG
나가기	나가/VV+기/ETN
위한	위하/VV+ㄴ/ETM
것이었다.	것/NNB+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000041.233.6.4
이호석은 13일 태릉선수촌에 있던 짐을 자신의 집으로 옮겼다.

이호석은	이호석/NNP+은/JX
13일	13/SN+일/NNB
태릉선수촌에	태릉선수촌/NNP+에/JKB
있던	있/VA+던/ETM
짐을	짐/NNG+을/JKO
자신의	자신/NNG+의/JKG
집으로	집/NNG+으로/JKB
옮겼다.	옮기/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.233.6.5
대표팀에 부상 선수가 발생하지 않아 자신이 뛸 자리가 없었기 때문이다.

대표팀에	대표/NNG+팀/NNG+에/JKB
부상	부상/NNG
선수가	선수/NNG+가/JKS
발생하지	발생/NNG+하/XSV+지/EC
않아	않/VX+아/EC
자신이	자신/NNG+이/JKS
뛸	뛰/VV+ㄹ/ETM
자리가	자리/NNG+가/JKS
없었기	없/VA+었/EP+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000041.233.7.1
하지만 14일 뜻하지 않은 소식을 접했다.

하지만	하지만/MAJ
14일	14/SN+일/NNB
뜻하지	뜻/NNG+하/XSV+지/EC
않은	않/VX+은/ETM
소식을	소식/NNG+을/JKO
접했다.	접하/VV+았/EP+다/EF+./SF


# id : NWRW1800000041.233.7.2
노진규가 훈련 도중 왼쪽 팔꿈치 골절상으로 올림픽에 출전하지 못하게 된 것이다.

노진규가	노진규/NNP+가/JKS
훈련	훈련/NNG
도중	도중/NNG
왼쪽	왼쪽/NNG
팔꿈치	팔꿈치/NNG
골절상으로	골절상/NNG+으로/JKB
올림픽에	올림픽/NNG+에/JKB
출전하지	출전/NNG+하/XSV+지/EC
못하게	못하/VX+게/EC
된	되/VV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000041.233.7.3
마지막 남은 짐을 가지러 태릉선수촌에 왔던 이호석은 다음 날 노진규의 대체 선수로 자신이 발탁되었다는 소식을 듣고 다시 태릉선수촌에 들어왔다.

마지막	마지막/NNG
남은	남/VV+은/ETM
짐을	짐/NNG+을/JKO
가지러	가지/VV+러/EC
태릉선수촌에	태릉선수촌/NNP+에/JKB
왔던	오/VV+았/EP+던/ETM
이호석은	이호석/NNP+은/JX
다음	다음/NNG
날	날/NNG
노진규의	노진규/NNP+의/JKG
대체	대체/NNG
선수로	선수/NNG+로/JKB
자신이	자신/NNG+이/JKS
발탁되었다는	발탁/NNG+되/XSV+었/EP+다는/ETM
소식을	소식/NNG+을/JKO
듣고	듣/VV+고/EC
다시	다시/MAG
들어왔다.	들어오/VV+았/EP+다/EF+./SF


# id : NWRW1800000041.233.8.1
3번 연속으로 올림픽 무대를 밟게 되었지만 이호석의 표정은 밝지 않았다.

3번	3/SN+번/NNB
연속으로	연속/NNG+으로/JKB
올림픽	올림픽/NNG
무대를	무대/NNG+를/JKO
밟게	밟/VV+게/EC
되었지만	되/VV+었/EP+지만/EC
이호석의	이호석/NNP+의/JKG
표정은	표정/NNG+은/JX
밝지	밝/VA+지/EC
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000041.233.8.2
태릉선수촌에서 8개월 넘게 같이 한방을 쓰면서 친동생만큼이나 친한 노진규의 부상 때문이다.

태릉선수촌에서	태릉선수촌/NNP+에서/JKB
8개월	8/SN+개월/NNB
넘게	넘/VV+게/EC
같이	같이/MAG
한방을	한방/NNG+을/JKO
쓰면서	쓰/VV+면서/EC
친동생만큼이나	친/XPN+동생/NNG+만큼/JKB+이나/JX
친한	친하/VA+ㄴ/ETM
노진규의	노진규/NNP+의/JKG
부상	부상/NNG
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000041.233.8.3
특히 노진규가 뼈에 생기는 암의 일종인 골육종으로 수술까지 받았다는 이야기를 듣고는 충격을 받았다.

특히	특히/MAG
노진규가	노진규/NNP+가/JKS
뼈에	뼈/NNG+에/JKB
생기는	생기/VV+는/ETM
암의	암/NNG+의/JKG
일종인	일종/NNG+이/VCP+ㄴ/ETM
골육종으로	골육종/NNG+으로/JKB
수술까지	수술/NNG+까지/JX
받았다는	받/VV+았/EP+다는/ETM
이야기를	이야기/NNG+를/JKO
듣고는	듣/VV+고/EC+는/JX
충격을	충격/NNG+을/JKO
받았다.	받/VV+았/EP+다/EF+./SF


# id : NWRW1800000041.233.9.1
22일 프랑스로 대표팀 전지훈련을 떠나기 전 이호석은 “우여곡절 끝에 올림픽에 나가게 됐지만 기분이 좋지만은 않다”고 말했다.

22일	22/SN+일/NNB
프랑스로	프랑스/NNP+로/JKB
대표팀	대표/NNG+팀/NNG
전지훈련을	전지훈련/NNG+을/JKO
떠나기	떠나/VV+기/ETN
전	전/NNG
이호석은	이호석/NNP+은/JX
“우여곡절	“/SS+우여곡절/NNG
끝에	끝/NNG+에/JKB
올림픽에	올림픽/NNG+에/JKB
나가게	나가/VV+게/EC
됐지만	되/VV+었/EP+지만/EC
기분이	기분/NNG+이/JKS
좋지만은	좋/VA+지/EC+만/JX+은/JX
않다”고	않/VX+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.233.9.2
특히 노진규의 못다 이룬 꿈을 자신이 대신 이뤄줘야 한다는 부담감이 크다.

특히	특히/MAG
노진규의	노진규/NNP+의/JKG
못다	못다/MAG
이룬	이루/VV+ㄴ/ETM
꿈을	꿈/NNG+을/JKO
자신이	자신/NNG+이/JKS
대신	대신/NNG
이뤄줘야	이루/VV+어/EC+주/VX+어야/EC
한다는	하/VX+ㄴ다는/ETM
부담감이	부담감/NNG+이/JKS
크다.	크/VA+다/EF+./SF


# id : NWRW1800000041.233.9.3
이호석은 소치 올림픽에서 노진규 대신 남자 5000m 계주에 나선다.

이호석은	이호석/NNP+은/JX
소치	소치/NNP
올림픽에서	올림픽/NNG+에서/JKB
노진규	노진규/NNP
대신	대신/NNG
남자	남자/NNG
5000m	5000/SN+m/SW
계주에	계주/NNG+에/JKB
나선다.	나서/VV+ㄴ다/EF+./SF


# id : NWRW1800000041.233.9.4
이호석은 “이번 올림픽은 다른 올림픽과는 다르다.

이호석은	이호석/NNP+은/JX
“이번	“/SS+이번/NNG
올림픽은	올림픽/NNG+은/JX
다른	다른/MMD
올림픽과는	올림픽/NNG+과/JKB+는/JX
다르다.	다르/VA+다/EF+./SF


# id : NWRW1800000041.233.9.5
나를 위해서가 아니라 진규를 위해서라도 꼭 금메달을 따고 귀국하고 싶다”고 말했다.

나를	나/NP+를/JKO
위해서가	위하/VV+아서/EC+가/JKC
아니라	아니/VCN+라/EC
진규를	진규/NNP+를/JKO
위해서라도	위하/VV+아서/EC+라도/JX
꼭	꼭/MAG
금메달을	금메달/NNG+을/JKO
따고	따/VV+고/EC
귀국하고	귀국/NNG+하/XSV+고/EC
싶다”고	싶/VX+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


