# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000040.201
metadata : {}


# id : NWRW1800000040.201.1.1
SBS 출신 잇달아 정권 보좌 요직에 청와대의 ‘신 S라인’?

SBS	SBS/SL
연이어	연잇/VV+어/EC
요직을	요직/NNG+을/JKO
맡게	맡/VV+게/EC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000040.201.9.1
에스비에스 노조는 18일 낸 성명에서 “보수 정권의 보좌진으로 잇따라 영입되고 있는 에스비에스 임원들의 모습은 결코 아름다워 보이지 않는다”고 밝혔다.

에스비에스	에스비에스/NNP
노조는	노조/NNG+는/JX
18일	18/SN+일/NNB
낸	내/VV+ㄴ/ETM
성명에서	성명/NNG+에서/JKB
“보수	“/SS+보수/NNG
정권의	정권/NNG+의/JKG
보좌진으로	보좌진/NNG+으로/JKB
잇따라	잇따르/VV+아/EC
영입되고	영입/NNG+되/XSV+고/EC
있는	있/VX+는/ETM
임원들의	임원/NNG+들/XSN+의/JKG
모습은	모습/NNG+은/JX
결코	결코/MAG
아름다워	아름답/VA+어/EC
보이지	보이/VV+지/EC
않는다”고	않/VX+는다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000040.201.9.2
또 “박 당선인 쪽이 에스비에스 출신을 통해 공정 방송·공정 보도의 기조에 조금이라도 영향을 주려 한다면 에스비에스 구성원들은 즉각 이를 국민에게 공개하고 모든 수단을 동원해 단호히 거부할 것”이라고 밝혔다.

또	또/MAG
“박	“/SS+박/NNP
당선인	당선인/NNG
쪽이	쪽/NNB+이/JKS
에스비에스	에스비에스/NNP
출신을	출신/NNG+을/JKO
통해	통하/VV+아/EC
공정	공정/NNG
방송·공정	방송/NNG+·/SP+공정/NNG
보도의	보도/NNG+의/JKG
기조에	기조/NNG+에/JKB
조금이라도	조금/NNG+이/VCP+라도/EC
영향을	영향/NNG+을/JKO
주려	주/VV+려/EC
한다면	하/VX+ㄴ다면/EC
구성원들은	구성원/NNG+들/XSN+은/JX
즉각	즉각/MAG
이를	이/NP+를/JKO
국민에게	국민/NNG+에게/JKB
공개하고	공개/NNG+하/XSV+고/EC
모든	모든/MMN
수단을	수단/NNG+을/JKO
동원해	동원/NNG+하/XSV+아/EC
단호히	단호히/MAG
거부할	거부/NNG+하/XSV+ㄹ/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000040.201.10.1
정치권에 진출하는 언론인들을 둘러싼 ‘폴리널리스트’ 논란은 어제오늘 일이 아니지만, 이렇게 한 방송사 임원들이 연이어 청와대에 영입된 사례는 처음이다.

정치권에	정치/NNG+권/XSN+에/JKB
진출하는	진출/NNG+하/XSV+는/ETM
언론인들을	언론인/NNG+들/XSN+을/JKO
둘러싼	둘러싸/VV+ㄴ/ETM
‘폴리널리스트’	‘/SS+폴리널리스트/NNG+’/SS
논란은	논란/NNG+은/JX
어제오늘	어제오늘/NNG
일이	일/NNG+이/JKC
아니지만,	아니/VCN+지만/EC+,/SP
이렇게	이렇/VA+게/EC
한	한/MMN
방송사	방송사/NNG
임원들이	임원/NNG+들/XSN+이/JKS
연이어	연잇/VV+어/EC
청와대에	청와대/NNP+에/JKB
영입된	영입/NNG+되/XSV+ㄴ/ETM
사례는	사례/NNG+는/JX
처음이다.	처음/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000040.201.10.2
특히 하 실장과 최 수석, 이 내정자는 모두 방송사 현직에서 청와대로 직행해 ‘언론인 직업윤리’도 거론된다.

특히	특히/MAG
하	하/NNP
실장과	실장/NNG+과/JC
최	최/NNP
수석,	수석/NNG+,/SP
이	이/NNP
내정자는	내정자/NNG+는/JX
모두	모두/MAG
방송사	방송사/NNG
현직에서	현직/NNG+에서/JKB
청와대로	청와대/NNP+로/JKB
직행해	직행/NNG+하/XSV+아/EC
‘언론인	‘/SS+언론인/NNG
직업윤리’도	직업/NNG+윤리/NNG+’/SS+도/JX
거론된다.	거론/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000040.201.10.3
정치부장과 보도본부장 등 요직을 거친 최 수석은 2011년 9월 청와대 홍보수석으로 발표될 당시 에스비에스 방송지원본부장이었다.

정치부장과	정치부장/NNG+과/JC
보도본부장	보도/NNG+본부장/NNG
등	등/NNB
요직을	요직/NNG+을/JKO
거친	거치/VV+ㄴ/ETM
최	최/NNP
수석은	수석/NNG+은/JX
2011년	2011/SN+년/NNB
9월	9/SN+월/NNB
청와대	청와대/NNP
홍보수석으로	홍보/NNG+수석/NNG+으로/JKB
발표될	발표/NNG+되/XSV+ㄹ/ETM
당시	당시/NNG
에스비에스	에스비에스/NNP
방송지원본부장이었다.	방송/NNG+지원/NNG+본부장/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000040.201.10.4
하 실장 역시 2011년 12월 에스비에스미디어홀딩스 사장을 거쳐 에스비에스 상임고문이 된 지 6일 만에 대통령실장 인사 발표가 났다.

하	하/NNP
실장	실장/NNG
역시	역시/MAG
2011년	2011/SN+년/NNB
12월	12/SN+월/NNB
에스비에스미디어홀딩스	에스비에스미디어홀딩스/NNP
사장을	사장/NNG+을/JKO
거쳐	거치/VV+어/EC
에스비에스	에스비에스/NNP
상임고문이	상임/NNG+고문/NNG+이/JKC
된	되/VV+ㄴ/ETM
지	지/NNB
6일	6/SN+일/NNB
만에	만/NNB+에/JKB
대통령실장	대통령실장/NNG
인사	인사/NNG
발표가	발표/NNG+가/JKS
났다.	나/VV+았/EP+다/EF+./SF


# id : NWRW1800000040.201.11.1
김승수 전북대 교수(신문방송학)는 “어제까지 언론인으로서 청와대를 비판하던 사람들이 하루아침에 청와대의 입 노릇, 대리인 노릇을 하겠다는 것은 자기모순이다.

김승수	김승수/NNP
전북대	전북대/NNP
교수(신문방송학)는	교수/NNG+(/SS+신문/NNG+방송학/NNG+)/SS+는/JX
“어제까지	“/SS+어제/NNG+까지/JX
언론인으로서	언론인/NNG+으로서/JKB
청와대를	청와대/NNP+를/JKO
비판하던	비판/NNG+하/XSV+던/ETM
사람들이	사람/NNG+들/XSN+이/JKS
하루아침에	하루아침/NNG+에/JKB
청와대의	청와대/NNP+의/JKG
입	입/NNG
노릇,	노릇/NNG+,/SP
대리인	대리인/NNG
노릇을	노릇/NNG+을/JKO
하겠다는	하/VV+겠/EP+다는/ETM
것은	것/NNB+은/JX
자기모순이다.	자기모순/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000040.201.11.2
언론의 감시 기능과 공공성을 훼손하는 사례”라고 말했다.

언론의	언론/NNG+의/JKG
감시	감시/NNG
기능과	기능/NNG+과/JC
공공성을	공공/NNG+성/XSN+을/JKO
훼손하는	훼손/NNG+하/XSV+는/ETM
사례”라고	사례/NNG+”/SS+라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000040.201.11.3
추혜선 언론개혁시민연대 사무총장은 “이런 일이 계속되면 에스비에스 내부에서 현직에 있을 동안 정치권에 줄을 대는 기자들이 생겨날 수 있다”고 말했다.

추혜선	추혜선/NNP
언론개혁시민연대	언론/NNG+개혁/NNG+시민/NNG+연대/NNG
사무총장은	사무총장/NNG+은/JX
“이런	“/SS+이런/MMD
일이	일/NNG+이/JKS
계속되면	계속/NNG+되/XSV+면/EC
에스비에스	에스비에스/NNP
내부에서	내부/NNG+에서/JKB
현직에	현직/NNG+에/JKB
있을	있/VA+을/ETM
동안	동안/NNG
정치권에	정치/NNG+권/XSN+에/JKB
줄을	줄/NNG+을/JKO
대는	대/VV+는/ETM
기자들이	기자/NNG+들/XSN+이/JKS
생겨날	생겨나/VV+ㄹ/ETM
수	수/NNB
있다”고	있/VA+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000040.201.12.1
현직 언론인의 청와대행이 인맥을 통한 언론 통제에 이용될 수 있다는 점을 경계하는 시각도 있다.

현직	현직/NNG
언론인의	언론인/NNG+의/JKG
청와대행이	청와대행/NNG+이/JKS
인맥을	인맥/NNG+을/JKO
통한	통하/VV+ㄴ/ETM
언론	언론/NNG
통제에	통제/NNG+에/JKB
이용될	이용/NNG+되/XSV+ㄹ/ETM
수	수/NNB
있다는	있/VA+다는/ETM
점을	점/NNG+을/JKO
경계하는	경계/NNG+하/XSV+는/ETM
시각도	시각/NNG+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000040.201.12.2
하 실장의 경우 지난해 방송문화진흥회가 김재철 문화방송(MBC) 사장의 해임을 추진하자 언론인 출신인 방송문화진흥회 이사와 전화 통화를 해 이를 막았다는 의혹이 제기된 바 있다.

하	하/NNP
실장의	실장/NNG+의/JKG
경우	경우/NNG
지난해	지난해/NNG
방송문화진흥회가	방송/NNG+문화/NNG+진흥회/NNG+가/JKS
김재철	김재철/NNP
문화방송(MBC)	문화방송/NNP+(/SS+MBC/SL+)/SS
사장의	사장/NNG+의/JKG
해임을	해임/NNG+을/JKO
추진하자	추진/NNG+하/XSV+자/EC
언론인	언론인/NNG
출신인	출신/NNG+이/VCP+ㄴ/ETM
방송문화진흥회	방송/NNG+문화/NNG+진흥회/NNG
이사와	이사/NNG+와/JKB
전화	전화/NNG
통화를	통화/NNG+를/JKO
해	하/VV+아/EC
이를	이/NP+를/JKO
막았다는	막/VV+았/EP+다는/ETM
의혹이	의혹/NNG+이/JKS
제기된	제기/NNG+되/XSV+ㄴ/ETM
바	바/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000040.201.13.1
에스비에스 출신들의 청와대행은 밀월 관계를 다지려는 청와대와 에스비에스의 이해관계가 맞아떨어진 결과라는 분석도 나온다.

에스비에스	에스비에스/NNP
출신들의	출신/NNG+들/XSN+의/JKG
청와대행은	청와대행/NNG+은/JX
밀월	밀월/NNG
관계를	관계/NNG+를/JKO
다지려는	다지/VV+려는/ETM
청와대와	청와대/NNP+와/JC
에스비에스의	에스비에스/NNP+의/JKG
이해관계가	이해관계/NNG+가/JKS
맞아떨어진	맞아떨어지/VV+ㄴ/ETM
결과라는	결과/NNG+이/VCP+라는/ETM
분석도	분석/NNG+도/JX
나온다.	나오/VV+ㄴ다/EF+./SF


# id : NWRW1800000040.201.13.2
익명을 요구한 에스비에스의 한 관계자는 “문화방송이나 한국방송은 지배 구조가 정치권에 종속적인 면이 있지만 민영방송인 에스비에스는 좀 다르다.

익명을	익명/NNG+을/JKO
요구한	요구/NNG+하/XSV+ㄴ/ETM
에스비에스의	에스비에스/NNP+의/JKG
한	한/MMN
관계자는	관계자/NNG+는/JX
“문화방송이나	“/SS+문화방송/NNP+이나/JC
한국방송은	한국방송/NNP+은/JX
지배	지배/NNG
구조가	구조/NNG+가/JKS
정치권에	정치/NNG+권/XSN+에/JKB
종속적인	종속/NNG+적/XSN+이/VCP+ㄴ/ETM
면이	면/NNG+이/JKS
있지만	있/VA+지만/EC
민영방송인	민영/NNG+방송/NNG+이/VCP+ㄴ/ETM
에스비에스는	에스비에스/NNP+는/JX
좀	좀/MAG
다르다.	다르/VA+다/EF+./SF


# id : NWRW1800000040.201.13.3
정권 차원에서 에스비에스와 관계를 돈독히 해야 할 필요성을 느꼈을 수 있다.

정권	정권/NNG
차원에서	차원/NNG+에서/JKB
에스비에스와	에스비에스/NNP+와/JKB
관계를	관계/NNG+를/JKO
돈독히	돈독히/MAG
해야	하/VV+아야/EC
할	하/VX+ㄹ/ETM
필요성을	필요/NNG+성/XSN+을/JKO
느꼈을	느끼/VV+었/EP+을/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000040.201.13.4
사주 입장에서도 자사 출신이 청와대에 들어가면 든든한 배경이 생기는데 마다할 이유가 없지 않겠냐”고 말했다.

사주	사주/NNG
입장에서도	입장/NNG+에서/JKB+도/JX
자사	자사/NNG
출신이	출신/NNG+이/JKS
청와대에	청와대/NNP+에/JKB
들어가면	들어가/VV+면/EC
든든한	든든하/VA+ㄴ/ETM
배경이	배경/NNG+이/JKS
생기는데	생기/VV+는데/EC
마다할	마다하/VV+ㄹ/ETM
이유가	이유/NNG+가/JKS
없지	없/VA+지/EC
않겠냐”고	않/VX+겠/EP+냐/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000040.201.14.1
에스비에스 쪽에서는 지난 대선에서 한국방송이나 문화방송에 견줘 공정한 보도를 했다는 평가가 이번 인선으로 무색해졌다는 당혹감도 내비친다.

에스비에스	에스비에스/NNP
쪽에서는	쪽/NNB+에서/JKB+는/JX
지난	지나/VV+ㄴ/ETM
대선에서	대선/NNG+에서/JKB
한국방송이나	한국방송/NNP+이나/JC
문화방송에	문화방송/NNP+에/JKB
견줘	견주/VV+어/EC
공정한	공정/NNG+하/XSA+ㄴ/ETM
보도를	보도/NNG+를/JKO
했다는	하/VV+았/EP+다는/ETM
평가가	평가/NNG+가/JKS
이번	이번/NNG
인선으로	인선/NNG+으로/JKB
무색해졌다는	무색하/VA+아/EC+지/VX+었/EP+다는/ETM
당혹감도	당혹감/NNG+도/JX
내비친다.	내비치/VV+ㄴ다/EF+./SF


# id : NWRW1800000040.201.14.2
에스비에스 노조는 “이 내정자가 조직원들이 대선 공정 보도를 위해 밤낮으로 뛰고 있을 때 사익을 위해 뒤로 특정 정치 세력과 의견을 조율했다면 이는 후배들뿐 아니라 시청자들에게 부끄러운 일이 아닐 수 없다”고 밝혔다.

에스비에스	에스비에스/NNP
노조는	노조/NNG+는/JX
“이	“/SS+이/NNP
내정자가	내정자/NNG+가/JKS
조직원들이	조직원/NNG+들/XSN+이/JKS
대선	대선/NNG
공정	공정/NNG
보도를	보도/NNG+를/JKO
위해	위하/VV+아/EC
밤낮으로	밤낮/NNG+으로/JKB
뛰고	뛰/VV+고/EC
있을	있/VX+을/ETM
때	때/NNG
사익을	사익/NNG+을/JKO
뒤로	뒤/NNG+로/JKB
특정	특정/NNG
정치	정치/NNG
세력과	세력/NNG+과/JC
의견을	의견/NNG+을/JKO
조율했다면	조율/NNG+하/XSV+았/EP+다면/EC
이는	이/NP+는/JX
후배들뿐	후배/NNG+들/XSN+뿐/JX
아니라	아니/VCN+라/EC
시청자들에게	시청자/NNG+들/XSN+에게/JKB
부끄러운	부끄럽/VA+ㄴ/ETM
일이	일/NNG+이/JKC
아닐	아니/VCN+ㄹ/ETM
수	수/NNB
없다”고	없/VA+다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


