# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.157
metadata : {}


# id : NWRW1800000030.157.1.1
美 해병대는 가혹행위 없앤 후 더 강해졌다

美	美/SH
정신을	정신/NNG+을/JKO
말살하려	말살/NNG+하/XSV+려/EC
한다"는	하/VX+ㄴ다/EF+"/SS+는/ETM
저항이	저항/NNG+이/JKS
만만치	만만하/VA+지/EC
않았지만	않/VX+았/EP+지만/EC
차츰	차츰/MAG
정착됐다.	정착/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000030.157.5.3
미 해병대는 오히려 "후진적인 악습(惡習)을 철폐해야 지상 최고 군대로서 명예와 긍지를 유지할 수 있다"고 외쳤다.

미	미/NNP
해병대는	해병대/NNG+는/JX
오히려	오히려/MAG
"후진적인	"/SS+후진/NNG+적/XSN+이/VCP+ㄴ/ETM
악습(惡習)을	악습/NNG+(/SS+惡習/SH+)/SS+을/JKO
철폐해야	철폐/NNG+하/XSV+아야/EC
지상	지상/NNG
최고	최고/NNG
군대로서	군대/NNG+로서/JKB
명예와	명예/NNG+와/JC
긍지를	긍지/NNG+를/JKO
유지할	유지/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다"고	있/VA+다/EF+"/SS+고/JKQ
외쳤다.	외치/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.157.5.4
아직도 '면담 시간(office hours)'이란 이름으로 사적인 처벌을 내리는 경우가 가끔 있지만, 미 해병대는 인사 기록과 징역형, 계급 강등, 봉급 삭감 등으로 제재 조치를 내린다.

아직도	아직/MAG+도/JX
'면담	'/SS+면담/NNG
시간(office	시간/NNG+(/SS+office/SL
hours)'이란	hours/SL+)/SS+'/SS+이/VCP+란/ETM
이름으로	이름/NNG+으로/JKB
사적인	사/NNG+적/XSN+이/VCP+ㄴ/ETM
처벌을	처벌/NNG+을/JKO
내리는	내리/VV+는/ETM
경우가	경우/NNG+가/JKS
가끔	가끔/MAG
있지만,	있/VA+지만/EC+,/SP
미	미/NNP
해병대는	해병대/NNG+는/JX
인사	인사/NNG
기록과	기록/NNG+과/JC
징역형,	징역형/NNG+,/SP
계급	계급/NNG
강등,	강등/NNG+,/SP
봉급	봉급/NNG
삭감	삭감/NNG
등으로	등/NNB+으로/JKB
제재	제재/NNG
조치를	조치/NNG+를/JKO
내린다.	내리/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.157.5.5
전 장병은 사적 처벌을 지체 없이 신고하도록 하고 있다.

전	전/MMN
장병은	장병/NNG+은/JX
사적	사/NNG+적/XSN
처벌을	처벌/NNG+을/JKO
지체	지체/NNG
없이	없이/MAG
신고하도록	신고/NNG+하/XSV+도록/EC
하고	하/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000030.157.6.1
미 해병대가 환부(患部)를 도려내는 아픔을 딛고 다시 태어난 것처럼 우리 해병대도 이번 강화도 총기 난사 사건을 계기로 후진적인 악습을 뿌리 뽑고 한 단계 발전하는 전화위복(轉禍爲福)의 기회로 삼아야 한다는 목소리가 높아지고 있다.

미	미/NNP
해병대가	해병대/NNG+가/JKS
환부(患部)를	환부/NNG+(/SS+患部/SH+)/SS+를/JKO
도려내는	도려내/VV+는/ETM
아픔을	아픔/NNG+을/JKO
딛고	딛/VV+고/EC
다시	다시/MAG
태어난	태어나/VV+ㄴ/ETM
것처럼	것/NNB+처럼/JKB
우리	우리/NP
해병대도	해병대/NNG+도/JX
이번	이번/NNG
강화도	강화도/NNP
총기	총기/NNG
난사	난사/NNG
사건을	사건/NNG+을/JKO
계기로	계기/NNG+로/JKB
후진적인	후진/NNG+적/XSN+이/VCP+ㄴ/ETM
악습을	악습/NNG+을/JKO
뿌리	뿌리/NNG
뽑고	뽑/VV+고/EC
한	한/MMN
단계	단계/NNG
발전하는	발전/NNG+하/XSV+는/ETM
전화위복(轉禍爲福)의	전화위복/NNG+(/SS+轉禍爲福/SH+)/SS+의/JKG
기회로	기회/NNG+로/JKB
삼아야	삼/VV+아야/EC
한다는	하/VX+ㄴ다는/ETM
목소리가	목소리/NNG+가/JKS
높아지고	높아지/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000030.157.7.1
해병대 사령관 출신인 한 예비역 장성은 "현역 시절부터 악습을 없애려 했는데 아직도 그대로라니 땅을 치고 통탄할 일"이라며 "이번 사건을 계기로 삼아 해병대가 환골탈태해야 한다"고 강조했다.

해병대	해병대/NNG
사령관	사령관/NNG
출신인	출신/NNG+이/VCP+ㄴ/ETM
한	한/MMN
예비역	예비역/NNG
장성은	장성/NNG+은/JX
"현역	"/SS+현역/NNG
시절부터	시절/NNG+부터/JX
악습을	악습/NNG+을/JKO
없애려	없애/VV+려/EC
했는데	하/VX+았/EP+는데/EC
아직도	아직/MAG+도/JX
그대로라니	그대로/MAG+이/VCP+라니/EC
땅을	땅/NNG+을/JKO
치고	치/VV+고/EC
통탄할	통탄/NNG+하/XSV+ㄹ/ETM
일"이라며	일/NNG+"/SS+이/VCP+라며/EC
"이번	"/SS+이번/NNG
사건을	사건/NNG+을/JKO
계기로	계기/NNG+로/JKB
삼아	삼/VV+아/EC
해병대가	해병대/NNG+가/JKS
환골탈태해야	환골탈태/NNG+하/XSV+아야/EC
한다"고	하/VX+ㄴ다/EF+"/SS+고/JKQ
강조했다.	강조/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.157.8.1
해병대 사단장을 지낸 예비역 장성도 "이런 가혹 행위를 해병대 전통이라고 자랑한다면 극히 무책임한 것"이라며 "후진적인 군기 문화를 혁명적으로 바꿔야 한다"고 했다.

해병대	해병대/NNG
사단장을	사단장/NNG+을/JKO
지낸	지내/VV+ㄴ/ETM
예비역	예비역/NNG
장성도	장성/NNG+도/JX
"이런	"/SS+이런/MMD
가혹	가혹/NNG
행위를	행위/NNG+를/JKO
전통이라고	전통/NNG+이/VCP+라고/EC
자랑한다면	자랑/NNG+하/XSV+ㄴ다면/EC
극히	극히/MAG
무책임한	무/XPN+책임/NNG+하/XSA+ㄴ/ETM
것"이라며	것/NNB+"/SS+이/VCP+라며/EC
"후진적인	"/SS+후진/NNG+적/XSN+이/VCP+ㄴ/ETM
군기	군기/NNG
문화를	문화/NNG+를/JKO
혁명적으로	혁명/NNG+적/XSN+으로/JKB
바꿔야	바꾸/VV+어야/EC
한다"고	하/VX+ㄴ다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.157.9.1
해병대사령부는 8일 이번 총기 난사 사건과 관련, 경기도 발안 사령부에서 주요 간부 120명이 참석한 가운데 긴급 지휘관회의를 열고 '가혹 행위자 3진 아웃제' 등 병영 부조리 근절 대책을 마련했다.

해병대사령부는	해병대/NNG+사령부/NNG+는/JX
8일	8/SN+일/NNB
이번	이번/NNG
총기	총기/NNG
난사	난사/NNG
사건과	사건/NNG+과/JKB
관련,	관련/NNG+,/SP
경기도	경기도/NNP
발안	발안/NNP
사령부에서	사령부/NNG+에서/JKB
주요	주요/NNG
간부	간부/NNG
120명이	120/SN+명/NNB+이/JKS
참석한	참석/NNG+하/XSV+ㄴ/ETM
가운데	가운데/NNG
긴급	긴급/NNG
지휘관회의를	지휘관/NNG+회의/NNG+를/JKO
열고	열/VV+고/EC
'가혹	'/SS+가혹/NNG
행위자	행위자/NNG
3진	3진/NNG
아웃제'	아웃/NNG+제/XSN+'/SS
등	등/NNB
병영	병영/NNG
부조리	부/XPN+조리/NNG
근절	근절/NNG
대책을	대책/NNG+을/JKO
마련했다.	마련/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.157.9.2
3진 아웃제는 상습적으로 구타와 가혹 행위를 하는 병사를 현역 복무 부적합자로 분류, 병영에서 퇴출하겠다는 것이다.

3진	3진/NNG
아웃제는	아웃/NNG+제/XSN+는/JX
상습적으로	상습/NNG+적/XSN+으로/JKB
구타와	구타/NNG+와/JC
가혹	가혹/NNG
행위를	행위/NNG+를/JKO
하는	하/VV+는/ETM
병사를	병사/NNG+를/JKO
현역	현역/NNG
복무	복무/NNG
부적합자로	부/XPN+적합자/NNG+로/JKB
분류,	분류/NNG+,/SP
병영에서	병영/NNG+에서/JKB
퇴출하겠다는	퇴출/NNG+하/XSV+겠/EP+다는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000030.157.10.1
또 지난해 전반기에 비해 해병대 내 총기사고와 구타·가혹행위·성추행 등이 166건에서 205건으로 23%나 증가한 것과 관련, 기수열외(해병대식 집단따돌림), 호봉제(병사 계급별 차별 행위) 등을 없애고 인성(人性) 결함자의 입영도 차단키로 했다.

또	또/MAG
지난해	지난해/NNG
전반기에	전반기/NNG+에/JKB
비해	비/NNG+하/XSV+아/EC
해병대	해병대/NNG
내	내/NNB
총기사고와	총기/NNG+사고/NNG+와/JC
구타·가혹행위·성추행	구타/NNG+·/SP+가혹/NNG+행위/NNG+·/SP+성추행/NNG
등이	등/NNB+이/JKS
166건에서	166/SN+건/NNB+에서/JKB
205건으로	205/SN+건/NNB+으로/JKB
23%나	23/SN+%/SW+나/JX
증가한	증가/NNG+하/XSV+ㄴ/ETM
것과	것/NNB+과/JKB
관련,	관련/NNG+,/SP
기수열외(해병대식	기수/NNG+열외/NNG+(/SS+해병대식/NNG
집단따돌림),	집단/NNG+따돌림/NNG+)/SS+,/SP
호봉제(병사	호봉/NNG+제/XSN+(/SS+병사/NNG
계급별	계급/NNG+별/XSN
차별	차별/NNG
행위)	행위/NNG+)/SS
등을	등/NNB+을/JKO
없애고	없애/VV+고/EC
인성(人性)	인성/NNG+(/SS+人性/SH+)/SS
결함자의	결함자/NNG+의/JKG
입영도	입영/NNG+도/JX
차단키로	차단/NNG+하/XSV+기/ETN+로/JKB
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.157.11.1
군 소식통은 "몇 년 전 해병대 특유의 강도 높은 야간 점호인 '순검'(巡檢)을 없애려다 일부 예비역이 반발해 실행에 못 옮긴 일이 있다"며 "낡은 의식을 극복해야 해병대가 다시 태어날 수 있다"고 말했다.

군	군/NNG
소식통은	소식통/NNG+은/JX
"몇	"/SS+몇/NR
년	년/NNB
전	전/NNG
해병대	해병대/NNG
특유의	특유/NNG+의/JKG
강도	강도/NNG
높은	높/VA+은/ETM
야간	야간/NNG
점호인	점호/NNG+이/VCP+ㄴ/ETM
'순검'(巡檢)을	'/SS+순검/NNG+'/SS+(/SS+巡檢/SH+)/SS+을/JKO
없애려다	없애/VV+려다/EC
일부	일부/NNG
예비역이	예비역/NNG+이/JKS
반발해	반발/NNG+하/XSV+아/EC
실행에	실행/NNG+에/JKB
못	못/MAG
옮긴	옮기/VV+ㄴ/ETM
일이	일/NNG+이/JKS
있다"며	있/VA+다/EF+"/SS+며/EC
"낡은	"/SS+낡/VV+은/ETM
의식을	의식/NNG+을/JKO
극복해야	극복/NNG+하/XSV+아야/EC
해병대가	해병대/NNG+가/JKS
다시	다시/MAG
태어날	태어나/VV+ㄹ/ETM
수	수/NNB
있다"고	있/VA+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


