# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.367
metadata : {}


# id : NWRW1800000030.367.1.1
[충청] 安지사, '과학벨트 충청권 조성' 호소

[충청]	[/SS+충청/NNP+]/SS
유치경쟁에	유치/NNG+경쟁/NNG+에/JKB
나서면서	나서/VV+면서/EC
각종	각종/NNG
부작용을	부작용/NNG+을/JKO
낳고	낳/VV+고/EC
있어	있/VX+어/EC
서한문을	서한문/NNG+을/JKO
발송하게	발송/NNG+하/XSV+게/EC
됐다는	되/VV+었/EP+다는/ETM
게	거/NNB+이/JKS
안	안/NNP
지사측	지사/NNG+측/NNB
설명이다.	설명/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.367.5.1
안 지사는 서한문에서 "과학벨트 충청권 조성은 이 대통령의 대선공약으로, 공약은 철저한 검토와 사실관계를 바탕으로 정책을 입안하고 이를 외부에 공표한 뒤 확정하는 절차를 거친다"며 "영남권 '동남권 신국제공항 조성'이나 호남권 '아시아 문화도시','새만금 신항만 조성사업'도 이런 과정을 거쳐 결정되고 공표된 공약"이라고 강조했다.

안	안/NNP
지사는	지사/NNG+는/JX
서한문에서	서한문/NNG+에서/JKB
"과학벨트	"/SS+과학/NNG+벨트/NNG
충청권	충청/NNP+권/XSN
조성은	조성/NNG+은/JX
이	이/NNP
대통령의	대통령/NNG+의/JKG
대선공약으로,	대선/NNG+공약/NNG+으로/JKB+,/SP
공약은	공약/NNG+은/JX
철저한	철저/NNG+하/XSA+ㄴ/ETM
검토와	검토/NNG+와/JC
사실관계를	사실/NNG+관계/NNG+를/JKO
바탕으로	바탕/NNG+으로/JKB
정책을	정책/NNG+을/JKO
입안하고	입안/NNG+하/XSV+고/EC
이를	이/NP+를/JKO
외부에	외부/NNG+에/JKB
공표한	공표/NNG+하/XSV+ㄴ/ETM
뒤	뒤/NNG
확정하는	확정/NNG+하/XSV+는/ETM
절차를	절차/NNG+를/JKO
거친다"며	거치/VV+ㄴ다/EF+"/SS+며/EC
"영남권	"/SS+영남/NNP+권/XSN
'동남권	'/SS+동남/NNG+권/XSN
신국제공항	신/XPN+국제공항/NNG
조성'이나	조성/NNG+'/SS+이나/JC
호남권	호남/NNP+권/XSN
'아시아	'/SS+아시아/NNP
문화도시','새만금	문화/NNG+도시/NNG+'/SS+,/SP+'/SS+새만금/NNP
신항만	신/XPN+항만/NNG
조성사업'도	조성/NNG+사업/NNG+'/SS+도/JX
이런	이런/MMD
과정을	과정/NNG+을/JKO
거쳐	거치/VV+어/EC
결정되고	결정/NNG+되/XSV+고/EC
공표된	공표/NNG+되/XSV+ㄴ/ETM
공약"이라고	공약/NNG+"/SS+이라고/JKQ
강조했다.	강조/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.367.6.1
안 지사는 "대통령이든 도지사든 국민과 한 약속이 쉽게 무시되거나 뒤집혀선 안 된다"며 "지금은 충청권의 문제일 수 있는 일이 다음엔 경상도, 전라도에도 생길 수 있는 만큼 이번 약속이 지켜지지 않을 경우 어느 지역도 공약을 믿고 일 할 수 없게 될 것"이라고 지적했다.

안	안/MAG
지사는	지사/NNG+는/JX
"대통령이든	"/SS+대통령/NNG+이든/JX
도지사든	도지사/NNG+든/JX
국민과	국민/NNG+과/JKB
한	하/VV+ㄴ/ETM
약속이	약속/NNG+이/JKS
쉽게	쉽/VA+게/EC
무시되거나	무시/NNG+되/XSV+거나/EC
뒤집혀선	뒤집히/VV+어서/EC+ㄴ/JX
된다"며	되/VV+ㄴ다/EF+"/SS+며/EC
"지금은	"/SS+지금/NNG+은/JX
충청권의	충청/NNP+권/XSN+의/JKG
문제일	문제/NNG+이/VCP+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
일이	일/NNG+이/JKS
다음엔	다음/NNG+에/JKB+ㄴ/JX
경상도,	경상도/NNP+,/SP
전라도에도	전라도/NNP+에/JKB+도/JX
생길	생기/VV+ㄹ/ETM
만큼	만큼/NNB
이번	이번/NNG
지켜지지	지키/VV+어/EC+지/VX+지/EC
않을	않/VX+을/ETM
경우	경우/NNG
어느	어느/MMD
지역도	지역/NNG+도/JX
공약을	공약/NNG+을/JKO
믿고	믿/VV+고/EC
일	일/NNG
할	하/VV+ㄹ/ETM
없게	없/VA+게/EC
될	되/VV+ㄹ/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
지적했다.	지적/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.367.7.1
또 "지역끼리 경쟁하더라도 서로 지켜야 할 선이 있다. 거래나 흥정이 진행되는 중간에 제3자가 끼어들지 않는 법"이라며 "대통령과 정부가 '과학벨트 충청권 입지'를 공약했고, 충청권은 공약이 지켜지도록 정부와 적극 대화하고 있는 만큼 결론이 날 때까지 인내를 갖고 지켜봐 달라"고 당부했다.

또	또/MAG
"지역끼리	"/SS+지역/NNG+끼리/XSN
경쟁하더라도	경쟁/NNG+하/XSV+더라도/EC
서로	서로/MAG
지켜야	지키/VV+어야/EC
할	하/VX+ㄹ/ETM
선이	선/NNG+이/JKS
있다.	있/VA+다/EF+./SF
거래나	거래/NNG+나/JC
흥정이	흥정/NNG+이/JKS
진행되는	진행/NNG+되/XSV+는/ETM
중간에	중간/NNG+에/JKB
제3자가	제3자/NNG+가/JKS
끼어들지	끼어들/VV+지/EC
않는	않/VX+는/ETM
법"이라며	법/NNB+"/SS+이/VCP+라며/EC
"대통령과	"/SS+대통령/NNG+과/JC
정부가	정부/NNG+가/JKS
'과학벨트	'/SS+과학/NNG+벨트/NNG
충청권	충청/NNP+권/XSN
입지'를	입지/NNG+'/SS+를/JKO
공약했고,	공약/NNG+하/XSV+았/EP+고/EC+,/SP
충청권은	충청/NNP+권/XSN+은/JX
공약이	공약/NNG+이/JKS
지켜지도록	지키/VV+어/EC+지/VX+도록/EC
정부와	정부/NNG+와/JKB
적극	적극/NNG
대화하고	대화/NNG+하/XSV+고/EC
있는	있/VX+는/ETM
만큼	만큼/NNB
결론이	결론/NNG+이/JKS
날	나/VV+ㄹ/ETM
때까지	때/NNG+까지/JX
인내를	인내/NNG+를/JKO
갖고	갖/VV+고/EC
지켜봐	지켜보/VV+아/EC
달라"고	달/VX+라/EF+"/SS+고/JKQ
당부했다.	당부/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.367.8.1
한편 대전지역 시민사회단체를 중심으로 광역·기초자치단체장, 의회의장, 국회의원, 언론사 대표, 대학총장, 지역 기관·단체장, 시민 등이 참여하는 '과학벨트 대선공약이행 대전비상대책위원회'가 2일 결성됐다.

한편	한편/MAG
대전지역	대전지역/NNP
시민사회단체를	시민/NNG+사회단체/NNG+를/JKO
중심으로	중심/NNG+으로/JKB
광역·기초자치단체장,	광역/NNG+·/SP+기초/NNG+자치/NNG+단체장/NNG+,/SP
의회의장,	의회/NNG+의장/NNG+,/SP
국회의원,	국회/NNG+의원/NNG+,/SP
언론사	언론사/NNG
대표,	대표/NNG+,/SP
대학총장,	대학/NNG+총장/NNG+,/SP
지역	지역/NNG
기관·단체장,	기관/NNG+·/SP+단체장/NNG+,/SP
시민	시민/NNG
등이	등/NNB+이/JKS
참여하는	참여/NNG+하/XSV+는/ETM
'과학벨트	'/SS+과학/NNG+벨트/NNG
대선공약이행	대선/NNG+공약/NNG+이행/NNG
대전비상대책위원회'가	대전비상대책위원회/NNP+'/SS+가/JKS
2일	2/SN+일/NNB
결성됐다.	결성/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000030.367.9.1
이와 함께 '국제과학비즈니스벨트 충청권조성추진협의회'는 4일 오후 2시 대덕특구지원본부에서 성공적인 과학벨트 조성전략을 주제로 포럼을 연다.

이와	이/NP+와/JKB
함께	함께/MAG
'국제과학비즈니스벨트	'/SS+국제/NNG+과학/NNG+비즈니스/NNG+벨트/NNG
충청권조성추진협의회'는	충청권조성추진협의회/NNP+'/SS+는/JX
4일	4/SN+일/NNB
오후	오후/NNG
2시	2/SN+시/NNB
대덕특구지원본부에서	대덕특구지원본부/NNP+에서/JKB
성공적인	성공/NNG+적/XSN+이/VCP+ㄴ/ETM
과학벨트	과학/NNG+벨트/NNG
조성전략을	조성/NNG+전략/NNG+을/JKO
주제로	주제/NNG+로/JKB
포럼을	포럼/NNG+을/JKO
연다.	열/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.367.9.2
포럼에는 염홍철 대전시장, 안희정 충남지사, 이시종 충북지사를 비롯해 3개 시·도의회 의장, 과학계 인사, 연구원 등 200여명이 참석한다.

포럼에는	포럼/NNG+에/JKB+는/JX
염홍철	염홍철/NNP
대전시장,	대전시장/NNG+,/SP
안희정	안희정/NNP
충남지사,	충남/NNP+지사/NNG+,/SP
이시종	이시종/NNP
충북지사를	충북/NNP+지사/NNG+를/JKO
비롯해	비롯하/VV+아/EC
3개	3/SN+개/NNB
시·도의회	시·도/NNG+의회/NNG
의장,	의장/NNG+,/SP
과학계	과학/NNG+계/XSN
인사,	인사/NNG+,/SP
연구원	연구원/NNG
등	등/NNB
200여명이	200/SN+여/XSN+명/NNB+이/JKS
참석한다.	참석/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.367.9.3
이어 충청권 3개 시·도 주민 1만여명은 16일 서대전시민광장에서 과학벨트 충청권 입지사수를 위한 결의대회를 열 예정이다.

이어	이어/MAG
충청권	충청/NNP+권/XSN
3개	3/SN+개/NNB
시·도	시·도/NNG
주민	주민/NNG
1만여명은	1/SN+만/NR+여/XSN+명/NNB+은/JX
16일	16/SN+일/NNB
서대전시민광장에서	서대전시민광장/NNP+에서/JKB
과학벨트	과학/NNG+벨트/NNG
입지사수를	입지/NNG+사수/NNG+를/JKO
위한	위하/VV+ㄴ/ETM
결의대회를	결의/NNG+대회/NNG+를/JKO
열	열/VV+ㄹ/ETM
예정이다.	예정/NNG+이/VCP+다/EF+./SF


