# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000038.420
metadata : {}


# id : NWRW1800000038.420.1.1
中 동북3성, 北 개방·개발 끌어낼 투자루트 되나

中	中/SH
방한해	방한/NNG+하/XSV+아/EC
대규모	대/XPN+규모/NNG
투자	투자/NNG
설명회를	설명회/NNG+를/JKO
가진	가지/VV+ㄴ/ETM
것은	것/NNB+은/JX
처음이다.	처음/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000038.420.3.3
한국 기업의 투자를 유치해 상대적으로 낙후한 동북 3성을 개발하려는 중국과 북한 개방·개발을 위한 우회 투자 루트를 찾으려는 한국의 이해가 맞아떨어진 결과다.

한국	한국/NNP
기업의	기업/NNG+의/JKG
투자를	투자/NNG+를/JKO
유치해	유치/NNG+하/XSV+아/EC
상대적으로	상대/NNG+적/XSN+으로/JKB
낙후한	낙후/NNG+하/XSV+ㄴ/ETM
동북	동북/NNG
3성을	3/SN+성/NNG+을/JKO
개발하려는	개발/NNG+하/XSV+려는/ETM
중국과	중국/NNP+과/JC
북한	북한/NNP
개방·개발을	개방/NNG+·/SP+개발/NNG+을/JKO
위한	위하/VV+ㄴ/ETM
우회	우회/NNG
투자	투자/NNG
루트를	루트/NNG+를/JKO
찾으려는	찾/VV+으려는/ETM
한국의	한국/NNP+의/JKG
이해가	이해/NNG+가/JKS
맞아떨어진	맞아떨어지/VV+ㄴ/ETM
결과다.	결과/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000038.420.4.1
◇동북 3성 "동해 해상 통로 열자"

◇동북	◇/SW+동북/NNG
3성	3/SN+성/NNG
"동해	"/SS+동해/NNP
해상	해상/NNG
통로	통로/NNG
열자"	열/VV+자/EF+"/SS


# id : NWRW1800000038.420.5.1
지린성 왕화원(王化文) 부성장은 이 자리에서 "한·중 간 해상 협력을 강화하자"며 "훈춘(琿春)과 속초 항로 등 동해 해상 통로 건설은 동북아 국가 간 협력을 강화하는 데 큰 의미가 있다"고 했다.

지린성	지린성/NNP
왕화원(王化文)	왕화원/NNP+(/SS+王化文/SH+)/SS
부성장은	부성장/NNG+은/JX
이	이/MMD
자리에서	자리/NNG+에서/JKB
"한·중	"/SS+한·중/NNP
간	간/NNB
해상	해상/NNG
협력을	협력/NNG+을/JKO
강화하자"며	강화/NNG+하/XSV+자/EF+"/SS+며/EC
"훈춘(琿春)과	"/SS+훈춘/NNP+(/SS+琿春/SH+)/SS+과/JC
속초	속초/NNP
항로	항로/NNG
등	등/NNB
동해	동해/NNP
통로	통로/NNG
건설은	건설/NNG+은/JX
동북아	동북아/NNP
국가	국가/NNG
강화하는	강화/NNG+하/XSV+는/ETM
데	데/NNB
큰	크/VA+ㄴ/ETM
의미가	의미/NNG+가/JKS
있다"고	있/VA+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000038.420.5.2
또 "부산과 일본 니가타 등과 교통 운수 통로도 필요하다"고 했다.

또	또/MAG
"부산과	"/SS+부산/NNP+과/JC
일본	일본/NNP
니가타	니가타/NNP
등과	등/NNB+과/JKB
교통	교통/NNG
운수	운수/NNG
통로도	통로/NNG+도/JX
필요하다"고	필요/NNG+하/XSA+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000038.420.5.3
현재 훈춘~러시아 자루비노~속초를 연결하는 동해 항로가 개설돼 있는데 이를 더 확대하자는 것이다.

현재	현재/MAG
훈춘~러시아	훈춘/NNP+~/SO+러시아/NNP
자루비노~속초를	자루비노/NNP+~/SO+속초/NNP+를/JKO
연결하는	연결/NNG+하/XSV+는/ETM
동해	동해/NNP
항로가	항로/NNG+가/JKS
개설돼	개설/NNG+되/XSV+어/EC
있는데	있/VX+는데/EC
이를	이/NP+를/JKO
더	더/MAG
확대하자는	확대/NNG+하/XSV+자는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000038.420.6.1
동해로 가는 바닷길이 막혀 있는 동북 3성은 2011년부터 북한 나진과 훈춘을 연결하는 도로망을 깔고 나진항을 통해 상하이(上海) 등으로 석탄·곡물 등을 운송해 왔다.

동해로	동해/NNP+로/JKB
가는	가/VV+는/ETM
바닷길이	바닷길/NNG+이/JKS
막혀	막히/VV+어/EC
있는	있/VX+는/ETM
동북	동북/NNG
3성은	3/SN+성/NNG+은/JX
2011년부터	2011/SN+년/NNB+부터/JX
북한	북한/NNP
나진과	나진/NNP+과/JC
훈춘을	훈춘/NNP+을/JKO
연결하는	연결/NNG+하/XSV+는/ETM
도로망을	도로망/NNG+을/JKO
깔고	깔/VV+고/EC
나진항을	나진항/NNP+을/JKO
통해	통하/VV+아/EC
상하이(上海)	상하이/NNP+(/SS+上海/SH+)/SS
등으로	등/NNB+으로/JKB
석탄·곡물	석탄/NNG+·/SP+곡물/NNG
등을	등/NNB+을/JKO
운송해	운송/NNG+하/XSV+아/EC
왔다.	오/VX+았/EP+다/EF+./SF


# id : NWRW1800000038.420.6.2
왕 부원장이 명시적으로 나진항을 언급하진 않았지만 북한을 통해 한국·일본·중국 남부 지역을 연결하는 동해 경제협력 체제를 구축하려는 전략인 셈이다.

왕	왕/NNP
부원장이	부원장/NNG+이/JKS
명시적으로	명시/NNG+적/XSN+으로/JKB
나진항을	나진항/NNP+을/JKO
언급하진	언급/NNG+하/XSV+지/EC+ㄴ/JX
않았지만	않/VX+았/EP+지만/EC
북한을	북한/NNP+을/JKO
통해	통하/VV+아/EC
한국·일본·중국	한국/NNP+·/SP+일본/NNP+·/SP+중국/NNP
남부	남부/NNG
지역을	지역/NNG+을/JKO
연결하는	연결/NNG+하/XSV+는/ETM
동해	동해/NNP
경제협력	경제/NNG+협력/NNG
체제를	체제/NNG+를/JKO
구축하려는	구축/NNG+하/XSV+려는/ETM
전략인	전략/NNG+이/VCP+ㄴ/ETM
셈이다.	셈/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000038.420.7.1
왕 부성장은 "지린성과 한국 경제는 상호 보완성이 강하니 협력을 강화하자"고 했고, 랴오닝성 천수전(陳淑珍) 부비서장은 "한국 기업이 인프라 건설에 적극 참여해 달라"고 했고, 헤이룽장성 자오우쥔(趙武君) 상무부청장은 "한국과 전면적 동반자 관계를 맺고 싶다"고 했다.

왕	왕/NNP
부성장은	부성장/NNG+은/JX
"지린성과	"/SS+지린성/NNP+과/JC
한국	한국/NNP
경제는	경제/NNG+는/JX
상호	상호/NNG
보완성이	보완/NNG+성/XSN+이/JKS
강하니	강하/VA+니/EC
협력을	협력/NNG+을/JKO
강화하자"고	강화/NNG+하/XSV+자/EF+"/SS+고/JKQ
했고,	하/VV+았/EP+고/EC+,/SP
랴오닝성	랴오닝성/NNP
천수전(陳淑珍)	천수전/NNP+(/SS+陳淑珍/SH+)/SS
부비서장은	부비서장/NNG+은/JX
"한국	"/SS+한국/NNP
기업이	기업/NNG+이/JKS
인프라	인프라/NNG
건설에	건설/NNG+에/JKB
적극	적극/NNG
참여해	참여/NNG+하/XSV+아/EC
달라"고	달/VX+라/EF+"/SS+고/JKQ
헤이룽장성	헤이룽장성/NNP
자오우쥔(趙武君)	자오우쥔/NNP+(/SS+趙武君/SH+)/SS
상무부청장은	상무부청장/NNG+은/JX
"한국과	"/SS+한국/NNP+과/JKB
전면적	전면/NNG+적/XSN
동반자	동반자/NNG
관계를	관계/NNG+를/JKO
맺고	맺/VV+고/EC
싶다"고	싶/VX+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000038.420.8.1
◇"동북 3성 통해 북한 개방·개혁"

◇"동북	◇/SW+"/SS+동북/NNG
3성	3/SN+성/NNG
통해	통하/VV+아/EC
북한	북한/NNP
개방·개혁"	개방/NNG+·/SP+개혁/NNG+"/SS


# id : NWRW1800000038.420.9.1
김규현 외교부 제1차관은 이날 "한국과 동북 3성 간 경제 협력이 활성화되면 동북아 평화의 기초가 될 수 있고, 북한도 역내 협력과 소통을 통해 개방과 개혁으로 이끌어낼 수 있다"며 "유라시아와 태평양을 잇는 글로벌 물류 허브로서 입지를 갖추고 있는 만큼 한국과 동북 3성이 좋은 파트너가 될 것"이라고 했다.

김규현	김규현/NNP
외교부	외교부/NNG
제1차관은	제/XPN+1/SN+차관/NNG+은/JX
이날	이날/NNG
"한국과	"/SS+한국/NNP+과/JC
동북	동북/NNG
3성	3/SN+성/NNG
간	간/NNB
경제	경제/NNG
협력이	협력/NNG+이/JKS
활성화되면	활성/NNG+화/XSN+되/XSV+면/EC
동북아	동북아/NNP
평화의	평화/NNG+의/JKG
기초가	기초/NNG+가/JKC
될	되/VV+ㄹ/ETM
수	수/NNB
있고,	있/VA+고/EC+,/SP
북한도	북한/NNP+도/JX
역내	역내/NNG
협력과	협력/NNG+과/JC
소통을	소통/NNG+을/JKO
통해	통하/VV+아/EC
개방과	개방/NNG+과/JC
개혁으로	개혁/NNG+으로/JKB
이끌어낼	이끌/VV+어/EC+내/VX+ㄹ/ETM
있다"며	있/VA+다/EF+"/SS+며/EC
"유라시아와	"/SS+유라시아/NNP+와/JC
태평양을	태평양/NNP+을/JKO
잇는	잇/VV+는/ETM
글로벌	글로벌/NNG
물류	물류/NNG
허브로서	허브/NNG+로서/JKB
입지를	입지/NNG+를/JKO
갖추고	갖추/VV+고/EC
있는	있/VX+는/ETM
만큼	만큼/NNB
한국과	한국/NNP+과/JC
3성이	3/SN+성/NNG+이/JKS
좋은	좋/VA+은/ETM
파트너가	파트너/NNG+가/JKC
것"이라고	것/NNB+"/SS+이라고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000038.420.9.2
동북 3성이 대북(對北) 투자와 경제 교류의 통로인 동시에 러시아·몽골 등과 연결되는 지정학적 입지를 갖추고 있다는 점을 염두에 둔 발언으로 보인다.

동북	동북/NNG
3성이	3/SN+성/NNG+이/JKS
대북(對北)	대북/NNG+(/SS+對北/SH+)/SS
투자와	투자/NNG+와/JC
경제	경제/NNG
교류의	교류/NNG+의/JKG
통로인	통로/NNG+이/VCP+ㄴ/ETM
동시에	동시/NNG+에/JKB
러시아·몽골	러시아/NNP+·/SP+몽골/NNP
등과	등/NNB+과/JKB
연결되는	연결/NNG+되/XSV+는/ETM
지정학적	지정학/NNG+적/XSN
입지를	입지/NNG+를/JKO
갖추고	갖추/VV+고/EC
있다는	있/VX+다는/ETM
점을	점/NNG+을/JKO
염두에	염두/NNG+에/JKB
둔	두/VV+ㄴ/ETM
발언으로	발언/NNG+으로/JKB
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000038.420.9.3
정부 관계자는 "동북 3성은 당장의 경제적 이득보다는 남북 간 교류를 위한 우회 투자 경로로 중요하다"고 했다.

정부	정부/NNG
관계자는	관계자/NNG+는/JX
"동북	"/SS+동북/NNG
3성은	3/SN+성/NNG+은/JX
당장의	당장/NNG+의/JKG
경제적	경제/NNG+적/XSN
이득보다는	이득/NNG+보다/JKB+는/JX
남북	남북/NNP
간	간/NNB
교류를	교류/NNG+를/JKO
위한	위하/VV+ㄴ/ETM
우회	우회/NNG
투자	투자/NNG
경로로	경로/NNG+로/JKB
중요하다"고	중요/NNG+하/XSA+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000038.420.10.1
현재 동북 3성에는 SK와 포스코 롯데 금호아시아나 하나은행 등이 진출해 있고, 삼성 LG 한화 CJ 등도 현지답사 등을 통해 투자를 검토 중인 것으로 알려졌다.

현재	현재/MAG
동북	동북/NNG
3성에는	3/SN+성/NNG+에/JKB+는/JX
SK와	SK/SL+와/JC
포스코	포스코/NNP
롯데	롯데/NNP
금호아시아나	금호아시아나/NNP
하나은행	하나은행/NNP
등이	등/NNB+이/JKS
진출해	진출/NNG+하/XSV+아/EC
있고,	있/VX+고/EC+,/SP
삼성	삼성/NNP
LG	LG/SL
한화	한화/NNP
CJ	CJ/SL
등도	등/NNB+도/JX
현지답사	현지답사/NNG
등을	등/NNB+을/JKO
통해	통하/VV+아/EC
투자를	투자/NNG+를/JKO
검토	검토/NNG
중인	중/NNB+이/VCP+ㄴ/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


# id : NWRW1800000038.420.11.1
이날 행사에는 기업 관계자 120여명이 참석했다.

이날	이날/NNG
행사에는	행사/NNG+에/JKB+는/JX
기업	기업/NNG
관계자	관계자/NNG
120여명이	120/SN+여/XSN+명/NNB+이/JKS
참석했다.	참석/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.420.11.2
서울대 통일평화연구원 김병연 교수는 "북한과 동북 3성 기업 간 상업적 거래가 크게 늘어나고 있다"며 "동북 3성을 대북 경제 교류의 지렛대로 삼아 남과 북, 동북 3성이 경제적으로 결합되도록 해야 한다"고 했다.

서울대	서울대/NNP
통일평화연구원	통일/NNG+평화/NNG+연구원/NNG
김병연	김병연/NNP
교수는	교수/NNG+는/JX
"북한과	"/SS+북한/NNP+과/JC
동북	동북/NNG
3성	3/SN+성/NNG
기업	기업/NNG
간	간/NNB
상업적	상업/NNG+적/XSN
거래가	거래/NNG+가/JKS
크게	크/VA+게/EC
늘어나고	늘어나/VV+고/EC
있다"며	있/VX+다/EF+"/SS+며/EC
"동북	"/SS+동북/NNG
3성을	3/SN+성/NNG+을/JKO
대북	대북/NNG
경제	경제/NNG
교류의	교류/NNG+의/JKG
지렛대로	지렛대/NNG+로/JKB
삼아	삼/VV+아/EC
남과	남/NNP+과/JC
북,	북/NNP+,/SP
3성이	3/SN+성/NNG+이/JKS
경제적으로	경제/NNG+적/XSN+으로/JKB
결합되도록	결합/NNG+되/XSV+도록/EC
해야	하/VX+아야/EC
한다"고	하/VX+ㄴ다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


