# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.424
metadata : {}


# id : NWRW1800000030.424.1.1
[서울] 해님·달님 자매 세상에 첫 '어흥'

[서울]	[/SS+서울/NNP+]/SS
프로그램은	프로그램/NNG+은/JX
내년	내년/NNG
1월	1/SN+월/NNB
28일까지	28/SN+일/NNB+까지/JX
열린다.	열리/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.424.7.3
참가비는 '겨울방학 동물교실'은 6000원, '가족 체험교실'은 8000원이다.

참가비는	참가비/NNG+는/JX
'겨울방학	'/SS+겨울/NNG+방학/NNG
동물교실'은	동물/NNG+교실/NNG+'/SS+은/JX
6000원,	6000/SN+원/NNB+,/SP
'가족	'/SS+가족/NNG
체험교실'은	체험/NNG+교실/NNG+'/SS+은/JX
8000원이다.	8000/SN+원/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000030.424.8.1
프로그램 참가를 원하는 사람은 13일부터 서울시설공단 홈페이지(www.sisul.or.kr)에서 신청하거나 전화(02-450-9381)로 문의하면 된다.

프로그램	프로그램/NNG
참가를	참가/NNG+를/JKO
원하는	원/NNG+하/XSV+는/ETM
사람은	사람/NNG+은/JX
13일부터	13/SN+일/NNB+부터/JX
서울시설공단	서울시설공단/NNP
홈페이지(www.sisul.or.kr)에서	홈페이지/NNG+(/SS+www/SL+./SP+sisul/SL+./SP+or/SL+./SP+kr/SL+)/SS+에서/JKB
신청하거나	신청/NNG+하/XSV+거나/EC
전화(02-450-9381)로	전화/NNG+(/SS+02/SN+-/SO+450/SN+-/SO+9381/SN+)/SS+로/JKB
문의하면	문의/NNG+하/XSV+면/EC
된다.	되/VV+ㄴ다/EF+./SF


