# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000033.266
metadata : {}


# id : NWRW1800000033.266.1.1
[오늘과 내일] 神父 주문모, 선장 청다웨이

[오늘과	[/SS+오늘/NNG+과/JC
청나라에선	청나라/NNP+에서/JKB+ㄴ/JX
천주교가	천주교/NNG+가/JKS
척사(斥邪)의	척사/NNG+(/SS+斥邪/SH+)/SS+의/JKG
대상이	대상/NNG+이/JKC
아니었다.	아니/VCN+었/EP+다/EF+./SF


# id : NWRW1800000033.266.2.5
예수회 신부들은 공개적으로 포교활동을 했고 정부 관리로 일하며 수학 천문학 등을 전수(傳授)했다.

예수회	예수회/NNP
신부들은	신부/NNG+들/XSN+은/JX
공개적으로	공개/NNG+적/XSN+으로/JKB
포교활동을	포교/NNG+활동/NNG+을/JKO
했고	하/VV+았/EP+고/EC
정부	정부/NNG
관리로	관리/NNG+로/JKB
일하며	일/NNG+하/XSV+며/EC
수학	수학/NNG
천문학	천문학/NNG
등을	등/NNB+을/JKO
전수(傳授)했다.	전수/NNG+(/SS+傳授/SH+)/SS+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.266.2.6
그런 청나라가 제 발로 의금부를 찾아간 자국인 신부를 고문하고 효수(梟首)한 조선을 어찌 그냥 봐 넘겼을까.

그런	그런/MMD
청나라가	청나라/NNP+가/JKS
제	저/NP+의/JKG
발로	발/NNG+로/JKB
의금부를	의금부/NNG+를/JKO
찾아간	찾아가/VV+ㄴ/ETM
자국인	자국인/NNG
신부를	신부/NNG+를/JKO
고문하고	고문/NNG+하/XSV+고/EC
효수(梟首)한	효수/NNG+(/SS+梟首/SH+)/SS+하/XSV+ㄴ/ETM
조선을	조선/NNP+을/JKO
어찌	어찌/MAG
그냥	그냥/MAG
봐	보/VV+아/EC
넘겼을까.	넘기/VV+었/EP+을까/EF+./SF


# id : NWRW1800000033.266.3.1
천주교 자료를 찾아보니 ‘꼼수’가 눈에 띈다.

천주교	천주교/NNG
자료를	자료/NNG+를/JKO
찾아보니	찾아보/VV+니/EC
‘꼼수’가	‘/SS+꼼수/NNG+’/SS+가/JKS
눈에	눈/NNG+에/JKB
띈다.	띄/VV+ㄴ다/EF+./SF


# id : NWRW1800000033.266.3.2
당시 조선 조정(朝廷)은 청나라를 의식해 주문모 신부가 제주도 태생이라는 소문을 퍼뜨렸다.

당시	당시/NNG
조선	조선/NNP
조정(朝廷)은	조정/NNG+(/SS+朝廷/SH+)/SS+은/JX
청나라를	청나라/NNP+를/JKO
의식해	의식/NNG+하/XSV+아/EC
주문모	주문모/NNP
신부가	신부/NNG+가/JKS
제주도	제주도/NNP
태생이라는	태생/NNG+이/VCP+라는/ETM
소문을	소문/NNG+을/JKO
퍼뜨렸다.	퍼뜨리/VV+었/EP+다/EF+./SF


# id : NWRW1800000033.266.3.3
나중에 조선 왕은 청 황제에게 편지를 보내 ‘신부가 죽은 뒤에야 공범의 자백으로 그의 출신지를 알게 됐다’고 해명했다.

나중에	나중/NNG+에/JKB
조선	조선/NNP
왕은	왕/NNG+은/JX
청	청/NNP
황제에게	황제/NNG+에게/JKB
편지를	편지/NNG+를/JKO
보내	보내/VV+어/EC
‘신부가	‘/SS+신부/NNG+가/JKS
죽은	죽/VV+은/ETM
뒤에야	뒤/NNG+에/JKB+야/JX
공범의	공범/NNG+의/JKG
자백으로	자백/NNG+으로/JKB
그의	그/NP+의/JKG
출신지를	출신지/NNG+를/JKO
알게	알/VV+게/EC
됐다’고	되/VV+었/EP+다/EF+’/SS+고/JKQ
해명했다.	해명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.266.3.4
황제의 진노를 살까 봐 ‘경위서’와 함께 많은 양의 은(銀)을 보내는 것도 잊지 않았다.

황제의	황제/NNG+의/JKG
진노를	진노/NNG+를/JKO
살까	사/VV+ㄹ까/EF
봐	보/VX+아/EC
‘경위서’와	‘/SS+경위서/NNG+’/SS+와/JKB
함께	함께/MAG
많은	많/VA+은/ETM
양의	양/NNG+의/JKG
은(銀)을	은/NNG+(/SS+銀/SH+)/SS+을/JKO
보내는	보내/VV+는/ETM
것도	것/NNB+도/JX
잊지	잊/VV+지/EC
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000033.266.4.1
200년 후 2001년, 한국인 마약 제조범 신모 씨가 중국 하얼빈에서 사형 판결을 받고 당일 총살됐다.

200년	200/SN+년/NNB
후	후/NNG
2001년,	2001/SN+년/NNB+,/SP
한국인	한국인/NNG
마약	마약/NNG
제조범	제조범/NNG
신모	신/NNP+모/NP
씨가	씨/NNB+가/JKS
중국	중국/NNP
하얼빈에서	하얼빈/NNP+에서/JKB
사형	사형/NNG
판결을	판결/NNG+을/JKO
받고	받/VV+고/EC
당일	당일/NNG
총살됐다.	총살/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000033.266.4.2
중국 형법 7절 347조엔 마약을 50g 이상 제조하면 사형에 처할 수 있게 돼 있다.

중국	중국/NNP
형법	형법/NNG
7절	7/SN+절/NNG
347조엔	347/SN+조/NNB+에/JKB+ㄴ/JX
마약을	마약/NNG+을/JKO
50g	50/SN+g/SW
이상	이상/NNG
제조하면	제조/NNG+하/XSV+면/EC
사형에	사형/NNG+에/JKB
처할	처하/VV+ㄹ/ETM
수	수/NNB
있게	있/VA+게/EC
돼	되/VV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000033.266.4.3
한국 형법 198조는 같은 범죄를 10년 이하의 징역으로 처벌한다.

한국	한국/NNP
형법	형법/NNG
198조는	198/SN+조/NNB+는/JX
같은	같/VA+은/ETM
범죄를	범죄/NNG+를/JKO
10년	10/SN+년/NNB
이하의	이하/NNG+의/JKG
징역으로	징역/NNG+으로/JKB
처벌한다.	처벌/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000033.266.4.4
한국 정부의 뒤늦은 항의는 빈 메아리로 돌아왔다.

한국	한국/NNP
정부의	정부/NNG+의/JKG
뒤늦은	뒤늦/VA+은/ETM
항의는	항의/NNG+는/JX
빈	비/VV+ㄴ/ETM
메아리로	메아리/NNG+로/JKB
돌아왔다.	돌아오/VV+았/EP+다/EF+./SF


# id : NWRW1800000033.266.4.5
지금도 5명의 한국인 마약사범이 사형 위기에 처해 있다.

지금도	지금/NNG+도/JX
5명의	5/SN+명/NNB+의/JKG
한국인	한국인/NNG
마약사범이	마약/NNG+사범/NNG+이/JKS
사형	사형/NNG
위기에	위기/NNG+에/JKB
처해	처하/VV+아/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000033.266.5.1
2011년, 중국인 선장 청다웨이(程大偉)가 불법조업을 단속하던 한국 해경 이청호 경사를 살해했다.

2011년,	2011/SN+년/NNB+,/SP
중국인	중국인/NNG
선장	선장/NNG
청다웨이(程大偉)가	청다웨이/NNP+(/SS+程大偉/SH+)/SS+가/JKS
불법조업을	불법/NNG+조업/NNG+을/JKO
단속하던	단속/NNG+하/XSV+던/ETM
한국	한국/NNP
해경	해경/NNG
이청호	이청호/NNP
경사를	경사/NNG+를/JKO
살해했다.	살해/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.266.5.2
청 선장은 살인죄가 적용되면 사형을 선고받을 수 있고, 특수공무집행방해치사죄가 적용돼도 다른 해경을 상해한 죄가 추가돼 사형 선고가 가능하다.

청	청/NNP
선장은	선장/NNG+은/JX
살인죄가	살인죄/NNG+가/JKS
적용되면	적용/NNG+되/XSV+면/EC
사형을	사형/NNG+을/JKO
선고받을	선고/NNG+받/XSV+을/ETM
수	수/NNB
있고,	있/VA+고/EC+,/SP
특수공무집행방해치사죄가	특수/NNG+공무/NNG+집행/NNG+방해/NNG+치사죄/NNG+가/JKS
적용돼도	적용/NNG+되/XSV+어도/EC
다른	다른/MMD
해경을	해경/NNG+을/JKO
상해한	상해/NNG+하/XSV+ㄴ/ETM
죄가	죄/NNG+가/JKS
추가돼	추가/NNG+되/XSV+어/EC
사형	사형/NNG
선고가	선고/NNG+가/JKS
가능하다.	가능/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000033.266.5.3
사람을 죽게 한 죄는 어느 나라나 중형으로 다스리지만 그가 사형 선고를 받으면 중국 정부는 또 ‘문명적인 법 집행’과 ‘인도적 처우’를 들고 나올지 모르겠다.

사람을	사람/NNG+을/JKO
죽게	죽/VV+게/EC
한	하/VX+ㄴ/ETM
죄는	죄/NNG+는/JX
어느	어느/MMD
나라나	나라/NNG+나/JX
중형으로	중형/NNG+으로/JKB
다스리지만	다스리/VV+지만/EC
그가	그/NP+가/JKS
사형	사형/NNG
선고를	선고/NNG+를/JKO
받으면	받/VV+으면/EC
중국	중국/NNP
정부는	정부/NNG+는/JX
또	또/MAG
‘문명적인	‘/SS+문명/NNG+적/XSN+이/VCP+ㄴ/ETM
법	법/NNG
집행’과	집행/NNG+’/SS+과/JC
‘인도적	‘/SS+인도/NNG+적/XSN
처우’를	처우/NNG+’/SS+를/JKO
들고	들/VV+고/EC
나올지	나오/VV+ㄹ지/EC
모르겠다.	모르/VV+겠/EP+다/EF+./SF


# id : NWRW1800000033.266.6.1
그 나라의 특수한 역사 문화 관습을 반영한 탓에 공감하기 어려운 법률이 있다.

그	그/MMD
나라의	나라/NNG+의/JKG
특수한	특수/NNG+하/XSA+ㄴ/ETM
역사	역사/NNG
문화	문화/NNG
관습을	관습/NNG+을/JKO
반영한	반영/NNG+하/XSV+ㄴ/ETM
탓에	탓/NNG+에/JKB
공감하기	공감/NNG+하/XSV+기/ETN
어려운	어렵/VA+ㄴ/ETM
법률이	법률/NNG+이/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000033.266.6.2
조선이 오가작통법(5가구를 1통으로 묶은 주민조직법)으로 연대책임을 물어 천주교의 씨를 말리려 한 것은 부모 제사를 모시지 않는 ‘불효불충(不孝不忠)의 무리’인 데다 서양 함선의 잦은 출몰에 민감해져 천주교인을 외세와 한통속으로 경계했기 때문이다.

조선이	조선/NNP+이/JKS
오가작통법(5가구를	오가작통법/NNG+(/SS+5/SN+가구/NNG+를/JKO
1통으로	1/SN+통/NNG+으로/JKB
묶은	묶/VV+은/ETM
주민조직법)으로	주민/NNG+조직법/NNG+)/SS+으로/JKB
연대책임을	연대/NNG+책임/NNG+을/JKO
물어	묻/VV+어/EC
천주교의	천주교/NNG+의/JKG
씨를	씨/NNG+를/JKO
말리려	말리/VV+려/EC
한	하/VX+ㄴ/ETM
것은	것/NNB+은/JX
부모	부모/NNG
제사를	제사/NNG+를/JKO
모시지	모시/VV+지/EC
않는	않/VX+는/ETM
‘불효불충(不孝不忠)의	‘/SS+불효/NNG+불충/NNG+(/SS+不孝不忠/SH+)/SS+의/JKG
무리’인	무리/NNG+’/SS+이/VCP+ㄴ/ETM
데다	데/NNB+다/JX
서양	서양/NNG
함선의	함선/NNG+의/JKG
잦은	잦/VA+은/ETM
출몰에	출몰/NNG+에/JKB
민감해져	민감/NNG+하/XSA+아/EC+지/VX+어/EC
천주교인을	천주교인/NNG+을/JKO
외세와	외세/NNG+와/JKB
한통속으로	한통속/NNG+으로/JKB
경계했기	경계/NNG+하/XSV+았/EP+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000033.266.6.3
중국이 마약범죄를 극형으로 처단하는 것은 아편전쟁으로 나라가 거덜 난 치욕의 근대사와 맥이 닿아 있다.

중국이	중국/NNP+이/JKS
마약범죄를	마약/NNG+범죄/NNG+를/JKO
극형으로	극형/NNG+으로/JKB
처단하는	처단/NNG+하/XSV+는/ETM
것은	것/NNB+은/JX
아편전쟁으로	아편/NNG+전쟁/NNG+으로/JKB
나라가	나라/NNG+가/JKS
거덜	거덜/NNG
난	나/VV+ㄴ/ETM
치욕의	치욕/NNG+의/JKG
근대사와	근대사/NNG+와/JKB
맥이	맥/NNG+이/JKS
닿아	닿/VV+아/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000033.266.6.4
역사적 배경은 이해가 가지만 국제사회의 보편적 법 감정과는 거리가 있다.

역사적	역사/NNG+적/XSN
배경은	배경/NNG+은/JX
이해가	이해/NNG+가/JKS
가지만	가/VV+지만/EC
국제사회의	국제/NNG+사회/NNG+의/JKG
보편적	보편/NNG+적/XSN
법	법/NNG
감정과는	감정/NNG+과/JKB+는/JX
거리가	거리/NNG+가/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000033.266.7.1
그러나 여러 나라가 필요성을 공감해 함께 만들고 합의한 국제법과 국가 간 협약은 마땅히 준수해야 한다.

그러나	그러나/MAJ
여러	여러/MMN
나라가	나라/NNG+가/JKS
필요성을	필요/NNG+성/XSN+을/JKO
공감해	공감/NNG+하/XSV+아/EC
함께	함께/MAG
만들고	만들/VV+고/EC
합의한	합의/NNG+하/XSV+ㄴ/ETM
국제법과	국제법/NNG+과/JC
국가	국가/NNG
간	간/NNB
협약은	협약/NNG+은/JX
마땅히	마땅히/MAG
준수해야	준수/NNG+하/XSV+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000033.266.7.2
가령 한중 어업협정은 위반 어선에 대한 연안국의 승선 임검 검색 나포 재판관할권을 보장한다.

가령	가령/MAG
한중	한중/NNP
어업협정은	어업/NNG+협정/NNG+은/JX
위반	위반/NNG
어선에	어선/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
연안국의	연안국/NNG+의/JKG
승선	승선/NNG
임검	임검/NNG
검색	검색/NNG
나포	나포/NNG
재판관할권을	재판/NNG+관할/NNG+권/XSN+을/JKO
보장한다.	보장/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000033.266.7.3
유엔은 법을 집행하는 사람이 사망 또는 중상해의 급박한 위협에 처했을 때 자위(自衛)를 위해 총기를 사용할 수 있다고 결의했다.

유엔은	유엔/NNP+은/JX
법을	법/NNG+을/JKO
집행하는	집행/NNG+하/XSV+는/ETM
사람이	사람/NNG+이/JKS
사망	사망/NNG
또는	또는/MAG
중상해의	중상해/NNG+의/JKG
급박한	급박/NNG+하/XSA+ㄴ/ETM
위협에	위협/NNG+에/JKB
처했을	처하/VV+았/EP+을/ETM
때	때/NNG
자위(自衛)를	자위/NNG+(/SS+自衛/SH+)/SS+를/JKO
위해	위하/VV+아/EC
총기를	총기/NNG+를/JKO
사용할	사용/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다고	있/VA+다고/EC
결의했다.	결의/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.266.7.4
중국은 자국 어선들의 ‘급박한 위협’은 나 몰라라 하면서 한국 해경의 제한적 총기 사용 방침엔 반대하고 있다.

중국은	중국/NNP+은/JX
자국	자국/NNG
어선들의	어선/NNG+들/XSN+의/JKG
‘급박한	‘/SS+급박/NNG+하/XSA+ㄴ/ETM
위협’은	위협/NNG+’/SS+은/JX
나	나/NP
몰라라	모르/VV+아라/EF
하면서	하/VV+면서/EC
한국	한국/NNP
해경의	해경/NNG+의/JKG
제한적	제한/NNG+적/XSN
총기	총기/NNG
사용	사용/NNG
방침엔	방침/NNG+에/JKB+ㄴ/JX
반대하고	반대/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000033.266.8.1
법보다 먼저 챙겨야 할 것은 나라 간의 도리와 상식이다.

법보다	법/NNG+보다/JKB
먼저	먼저/MAG
챙겨야	챙기/VV+어야/EC
할	하/VX+ㄹ/ETM
것은	것/NNB+은/JX
나라	나라/NNG
간의	간/NNB+의/JKG
도리와	도리/NNG+와/JC
상식이다.	상식/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000033.266.8.2
2008년 경기 이천 냉동창고 화재로 중국인 사상자가 발생하자 한국 외교통상부 장관은 중국 외교부장에게 위로 전문을 보냈다.

2008년	2008/SN+년/NNB
경기	경기/NNP
이천	이천/NNP
냉동창고	냉동/NNG+창고/NNG
화재로	화재/NNG+로/JKB
중국인	중국인/NNG
사상자가	사상자/NNG+가/JKS
발생하자	발생/NNG+하/XSV+자/EC
한국	한국/NNP
외교통상부	외교/NNG+통상부/NNG
장관은	장관/NNG+은/JX
중국	중국/NNP
외교부장에게	외교부장/NNG+에게/JKB
위로	위로/NNG
전문을	전문/NNG+을/JKO
보냈다.	보내/VV+었/EP+다/EF+./SF


# id : NWRW1800000033.266.8.3
재외동포영사를 사고 현장에 보내 유족들을 조문했다.

재외동포영사를	재외/NNG+동포/NNG+영사/NNG+를/JKO
사고	사고/NNG
현장에	현장/NNG+에/JKB
보내	보내/VV+어/EC
유족들을	유족/NNG+들/XSN+을/JKO
조문했다.	조문/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.266.8.4
이런 게 도리다.

이런	이런/MMD
게	거/NNB+이/JKS
도리다.	도리/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000033.266.8.5
이청호 경사 유족의 손 한번 잡아주지 않은 중국 외교는 상식이 아니다.

이청호	이청호/NNP
경사	경사/NNG
유족의	유족/NNG+의/JKG
손	손/NNG
한번	한번/MAG
잡아주지	잡/VV+아/EC+주/VX+지/EC
않은	않/VX+은/ETM
중국	중국/NNP
외교는	외교/NNG+는/JX
상식이	상식/NNG+이/JKC
아니다.	아니/VCN+다/EF+./SF


# id : NWRW1800000033.266.8.6
한중 수교 20주년을 맞는 새해 ‘전략적 협력 동반자 관계’가 공허한 수사(修辭)로 들리는 상황에서 ‘상식과 도리의 관계’라도 정착되면 좋겠다.

한중	한중/NNP
수교	수교/NNG
20주년을	20/SN+주년/NNB+을/JKO
맞는	맞/VV+는/ETM
새해	새해/NNG
‘전략적	‘/SS+전략/NNG+적/XSN
협력	협력/NNG
동반자	동반자/NNG
관계’가	관계/NNG+’/SS+가/JKS
공허한	공허/NNG+하/XSA+ㄴ/ETM
수사(修辭)로	수사/NNG+(/SS+修辭/SH+)/SS+로/JKB
들리는	들리/VV+는/ETM
상황에서	상황/NNG+에서/JKB
‘상식과	‘/SS+상식/NNG+과/JC
도리의	도리/NNG+의/JKG
관계’라도	관계/NNG+’/SS+이/VCP+라도/EC
정착되면	정착/NNG+되/XSV+면/EC
좋겠다.	좋/VA+겠/EP+다/EF+./SF


