# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000056.252
metadata : {}


# id : NWRW1800000056.252.1.1
[단독] 서울시 ‘어공’ 41명이 의회에 증인으로 나가는 이유는?

[단독]	[/SS+단독/NNG+]/SS
“불성실한	“/SS+불/XPN+성실/NNG+하/XSA+ㄴ/ETM
자료로	자료/NNG+로/JKB
행정감사를	행정/NNG+감사/NNG+를/JKO
방해한다”며	방해/NNG+하/XSV+ㄴ다/EF+”/SS+며/EC
4급	4/SN+급/NNG
이상	이상/NNG
전원을	전원/NNG+을/JKO
증인으로	증인/NNG+으로/JKB
불렀고,	부르/VV+었/EP+고/EC+,/SP
윤준병	윤준병/NNP
기조실장에겐	기조실장/NNG+에게/JKB+ㄴ/JX
과태료를	과태료/NNG+를/JKO
부과하기로	부과/NNG+하/XSV+기/ETN+로/JKB
결정했다.	결정/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000056.252.9.1
서울시와 의회는 자료 제출 논란에 대해서는 한발도 물러설 수 없다며 맞서고 있다.

서울시와	서울시/NNP+와/JC
의회는	의회/NNG+는/JX
자료	자료/NNG
제출	제출/NNG
논란에	논란/NNG+에/JKB
대해서는	대하/VV+아서/EC+는/JX
한발도	한발/MAG+도/JX
물러설	물러서/VV+ㄹ/ETM
수	수/NNB
없다며	없/VA+다며/EC
맞서고	맞서/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000056.252.9.2
윤준병 실장은 “이 건에 대해 행안부는 ‘사생활을 침해할 우려가 있는 내용은 특정 개인을 식별할 수 없도록 수정해 제공할 수 있다’고 유권해석했다”고 밝혔다.

윤준병	윤준병/NNP
실장은	실장/NNG+은/JX
“이	“/SS+이/MMD
건에	건/NNG+에/JKB
대해	대하/VV+아/EC
행안부는	행안부/NNG+는/JX
‘사생활을	‘/SS+사생활/NNG+을/JKO
침해할	침해/NNG+하/XSV+ㄹ/ETM
우려가	우려/NNG+가/JKS
있는	있/VA+는/ETM
내용은	내용/NNG+은/JX
특정	특정/NNG
개인을	개인/NNG+을/JKO
식별할	식별/NNG+하/XSV+ㄹ/ETM
수	수/NNB
없도록	없/VA+도록/EC
수정해	수정/NNG+하/XSV+아/EC
제공할	제공/NNG+하/XSV+ㄹ/ETM
있다’고	있/VA+다/EF+’/SS+고/JKQ
유권해석했다”고	유권/NNG+해석/NNG+하/XSV+았/EP+다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000056.252.10.1
그러나 시 의회의 조상호 기획경제위원장은 “개방형 공무원들 활동에 대한 비판이 있다.

그러나	그러나/MAJ
시	시/NNG
의회의	의회/NNG+의/JKG
조상호	조상호/NNP
기획경제위원장은	기획/NNG+경제/NNG+위원장/NNG+은/JX
“개방형	“/SS+개방/NNG+형/XSN
공무원들	공무원/NNG+들/XSN
활동에	활동/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
비판이	비판/NNG+이/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000056.252.10.2
그래서 의회가 이들 업무와 관련한 정보를 요구한 것이다.

그래서	그래서/MAJ
의회가	의회/NNG+가/JKS
이들	이/NP+들/XSN
업무와	업무/NNG+와/JKB
관련한	관련/NNG+하/XSV+ㄴ/ETM
정보를	정보/NNG+를/JKO
요구한	요구/NNG+하/XSV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000056.252.10.3
이들의 업무 관련 정보는 개인정보보호법이나 정보공개법 적용 대상이 아니다”라고 반박했다.

이들의	이/NP+들/XSN+의/JKG
업무	업무/NNG
관련	관련/NNG
정보는	정보/NNG+는/JX
개인정보보호법이나	개인/NNG+정보/NNG+보호법/NNG+이나/JC
정보공개법	정보/NNG+공개법/NNG
적용	적용/NNG
대상이	대상/NNG+이/JKC
아니다”라고	아니/VCN+다/EF+”/SS+라고/JKQ
반박했다.	반박/NNG+하/XSV+았/EP+다/EF+./SF


