# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.405
metadata : {}


# id : NWRW1800000030.405.1.1
[호남] '친환경농산물' 안전성 검증 까다롭게 •전남도, '잔류' 검사 수시로, 부실인증기관 영구배제

[호남]	[/SS+호남/NNP+]/SS
관리되는지도	관리/NNG+되/XSV+는지/EF+도/JX
불시에	불시/NNG+에/JKB
점검한다.	점검/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.405.8.3
전남도는 "방대한 농작물을 전수조사하기는 사실상 불가능해 표본조사에 의존한다"며 "그 조사 횟수와 강도를 강화하겠다는 것"이라고 했다.

전남도는	전남도/NNP+는/JX
"방대한	"/SS+방대하/VA+ㄴ/ETM
농작물을	농작물/NNG+을/JKO
전수조사하기는	전수/NNG+조사/NNG+하/XSV+기/ETN+는/JX
사실상	사실/NNG+상/XSN
불가능해	불/XPN+가능/NNG+하/XSA+아/EC
표본조사에	표본/NNG+조사/NNG+에/JKB
의존한다"며	의존/NNG+하/XSV+ㄴ다/EF+"/SS+며/EC
"그	"/SS+그/MMD
조사	조사/NNG
횟수와	횟수/NNG+와/JC
강도를	강도/NNG+를/JKO
강화하겠다는	강화/NNG+하/XSV+겠/EP+다는/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.405.8.4
3단계로 출하 직전에도 잔류농약검사를 실시해 안전한 농산물만 소비자에게 전달할 계획이다.

3단계로	3/SN+단계/NNG+로/JKB
출하	출하/NNG
직전에도	직전/NNG+에/JKB+도/JX
잔류농약검사를	잔류/NNG+농약/NNG+검사/NNG+를/JKO
실시해	실시/NNG+하/XSV+아/EC
안전한	안전/NNG+하/XSA+ㄴ/ETM
농산물만	농산물/NNG+만/JX
소비자에게	소비자/NNG+에게/JKB
전달할	전달/NNG+하/XSV+ㄹ/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.405.9.1
민·관이 합동 관리에 나선다.

민·관이	민·관/NNG+이/JKS
합동	합동/NNG
관리에	관리/NNG+에/JKB
나선다.	나서/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.405.9.2
전남대 친환경연구센터와 전남생물방제센터가 1단계 검사를, 농가도우미와 명예감시원, 국립농산물품질관리원이 2·3단계 검사를 맡는다.

전남대	전남대/NNP
친환경연구센터와	친/XPN+환경/NNG+연구/NNG+센터/NNG+와/JC
전남생물방제센터가	전남/NNP+생물/NNG+방제/NNG+센터/NNG+가/JKS
1단계	1/SN+단계/NNG
검사를,	검사/NNG+를/JKO+,/SP
농가도우미와	농가/NNG+도우미/NNG+와/JC
명예감시원,	명예/NNG+감시원/NNG+,/SP
국립농산물품질관리원이	국립농산물품질관리원/NNP+이/JKS
2·3단계	2/SN+·/SP+3/SN+단계/NNG
검사를	검사/NNG+를/JKO
맡는다.	맡/VV+는다/EF+./SF


# id : NWRW1800000030.405.10.1
판매 직전의 농산물을 관리하는 '사후관리'도 강화한다.

판매	판매/NNG
직전의	직전/NNG+의/JKG
농산물을	농산물/NNG+을/JKO
관리하는	관리/NNG+하/XSV+는/ETM
'사후관리'도	'/SS+사후/NNG+관리/NNG+'/SS+도/JX
강화한다.	강화/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.405.10.2
도는 기존 연 1회에서 연 2회로 사후관리 횟수를 늘리기로 했다.

도는	도/NNG+는/JX
기존	기존/NNG
연	연/NNG
1회에서	1/SN+회/NNB+에서/JKB
2회로	2/SN+회/NNB+로/JKB
사후관리	사후/NNG+관리/NNG
횟수를	횟수/NNG+를/JKO
늘리기로	늘리/VV+기/ETN+로/JKB
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.405.10.3
특히 부정·부실 인증 기관은 도내 친환경농산물 인증 업무에서 영구 배제할 방침이다.

특히	특히/MAG
부정·부실	부정/NNG+·/SP+부실/NNG
인증	인증/NNG
기관은	기관/NNG+은/JX
도내	도내/NNG
친환경농산물	친/XPN+환경/NNG+농산물/NNG
업무에서	업무/NNG+에서/JKB
영구	영구/NNG
배제할	배제/NNG+하/XSV+ㄹ/ETM
방침이다.	방침/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.405.11.1
전종화 도 친환경농업과장은 "7년 전부터 친환경 농산물 수확에 박차를 가해 이제는 '친환경 하면 전남'이라는 인식이 생겼다"며 "이는 가장 안전한 농산물이 전남에서 주로 난다는 의미"라고 했다.

전종화	전종화/NNP
도	도/NNG
친환경농업과장은	친/XPN+환경/NNG+농업과장/NNG+은/JX
"7년	"/SS+7/SN+년/NNB
전부터	전/NNG+부터/JX
친환경	친/XPN+환경/NNG
농산물	농산물/NNG
수확에	수확/NNG+에/JKB
박차를	박차/NNG+를/JKO
가해	가하/VV+아/EC
이제는	이제/NNG+는/JX
'친환경	'/SS+친/XPN+환경/NNG
하면	하/VV+면/EC
전남'이라는	전남/NNP+'/SS+이/VCP+라는/ETM
인식이	인식/NNG+이/JKS
생겼다"며	생기/VV+었/EP+다/EF+"/SS+며/EC
"이는	"/SS+이/NP+는/JX
가장	가장/MAG
안전한	안전/NNG+하/XSA+ㄴ/ETM
농산물이	농산물/NNG+이/JKS
전남에서	전남/NNP+에서/JKB
주로	주로/MAG
난다는	나/VV+ㄴ다는/ETM
의미"라고	의미/NNG+"/SS+라고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.405.12.1
◆저농약 친환경에서 퇴출

◆저농약	◆/SW+저/XPN+농약/NNG
친환경에서	친/XPN+환경/NNG+에서/JKB
퇴출	퇴출/NNG


# id : NWRW1800000030.405.13.1
올해부터 저농약 농산물은 친환경으로 더 이상 등록할 수 없게 됐다.

올해부터	올해/NNG+부터/JX
저농약	저/XPN+농약/NNG
농산물은	농산물/NNG+은/JX
친환경으로	친/XPN+환경/NNG+으로/JKB
더	더/MAG
이상	이상/NNG
등록할	등록/NNG+하/XSV+ㄹ/ETM
수	수/NNB
없게	없/VA+게/EC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.405.13.2
정부의 친환경 심사 기준이 까다로워진 것인데 전남도가 관련 검증을 강화한 배경이다.

정부의	정부/NNG+의/JKG
친환경	친/XPN+환경/NNG
심사	심사/NNG
기준이	기준/NNG+이/JKS
까다로워진	까다롭/VA+어/EC+지/VX+ㄴ/ETM
것인데	것/NNB+이/VCP+ㄴ데/EC
전남도가	전남도/NNP+가/JKS
관련	관련/NNG
검증을	검증/NNG+을/JKO
강화한	강화/NNG+하/XSV+ㄴ/ETM
배경이다.	배경/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.405.14.1
친환경농산물은 '유기농·무농약·저농약' 3가지 순으로 분류된다.

친환경농산물은	친/XPN+환경/NNG+농산물/NNG+은/JX
'유기농·무농약·저농약'	'/SS+유기농/NNG+·/SP+무/XPN+농약/NNG+·/SP+저/XPN+농약/NNG+'/SS
3가지	3/SN+가지/NNB
순으로	순/NNB+으로/JKB
분류된다.	분류/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.405.14.2
'유기농'은 농약과 화학비료를 전혀 사용하지 않고 키운 농산물이다.

'유기농'은	'/SS+유기농/NNG+'/SS+은/JX
농약과	농약/NNG+과/JC
화학비료를	화학/NNG+비료/NNG+를/JKO
전혀	전혀/MAG
사용하지	사용/NNG+하/XSV+지/EC
않고	않/VX+고/EC
키운	키우/VV+ㄴ/ETM
농산물이다.	농산물/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.405.14.3
'무농약' 농산물은 농약은 없되 화학비료는 권장량의 3분의 1 이내를 사용한 것이다.

'무농약'	'/SS+무/XPN+농약/NNG+'/SS
농산물은	농산물/NNG+은/JX
농약은	농약/NNG+은/JX
없되	없/VA+되/EC
화학비료는	화학/NNG+비료/NNG+는/JX
권장량의	권장량/NNG+의/JKG
3분의	3/SN+분/XSN+의/JKG
1	1/SN
이내를	이내/NNG+를/JKO
사용한	사용/NNG+하/XSV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000030.405.14.4
문제는 저농약이다.

문제는	문제/NNG+는/JX
저농약이다.	저/XPN+농약/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.405.14.5
저농약은 농약과 화학비료를 각각 권장량의 절반을 뿌린 농산물이다.

저농약은	저/XPN+농약/NNG+은/JX
농약과	농약/NNG+과/JC
화학비료를	화학/NNG+비료/NNG+를/JKO
각각	각각/MAG
권장량의	권장량/NNG+의/JKG
절반을	절반/NNG+을/JKO
뿌린	뿌리/VV+ㄴ/ETM
농산물이다.	농산물/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.405.14.6
물론 제초제는 사용하지 않는다.

물론	물론/MAG
제초제는	제초제/NNG+는/JX
사용하지	사용/NNG+하/XSV+지/EC
않는다.	않/VX+는다/EF+./SF


# id : NWRW1800000030.405.15.1
이춘봉 도 친환경정책계장은 "저농약의 경우 농가가 농약을 얼마나 뿌렸는지 일일이 감시할 수 없어 사실상 친환경농산물이라 인정하기에는 한계가 있다"며 "일부 소비자들은 저농약도 유기농 같은 친환경 농산물로 인식하기도 하고, 무농약이 유기농보다 낫다고 생각하기도 한다"고 말했다.

이춘봉	이춘봉/NNP
도	도/NNG
친환경정책계장은	친/XPN+환경/NNG+정책계장/NNG+은/JX
"저농약의	"/SS+저/XPN+농약/NNG+의/JKG
경우	경우/NNG
농가가	농가/NNG+가/JKS
농약을	농약/NNG+을/JKO
얼마나	얼마나/MAG
뿌렸는지	뿌리/VV+었/EP+는지/EF
일일이	일일이/MAG
감시할	감시/NNG+하/XSV+ㄹ/ETM
수	수/NNB
없어	없/VA+어/EC
사실상	사실/NNG+상/XSN
친환경농산물이라	친/XPN+환경/NNG+농산물/NNG+이/VCP+라/EC
인정하기에는	인정/NNG+하/XSV+기/ETN+에/JKB+는/JX
한계가	한계/NNG+가/JKS
있다"며	있/VA+다/EF+"/SS+며/EC
"일부	"/SS+일부/NNG
소비자들은	소비자/NNG+들/XSN+은/JX
저농약도	저/XPN+농약/NNG+도/JX
유기농	유기농/NNG
같은	같/VA+은/ETM
친환경	친/XPN+환경/NNG
농산물로	농산물/NNG+로/JKB
인식하기도	인식/NNG+하/XSV+기/ETN+도/JX
하고,	하/VX+고/EC+,/SP
무농약이	무/XPN+농약/NNG+이/JKS
유기농보다	유기농/NNG+보다/JKB
낫다고	낫/VA+다고/EC
생각하기도	생각/NNG+하/XSV+기/ETN+도/JX
한다"고	하/VX+ㄴ다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.405.16.1
이 때문에 저농약은 친환경농산물에서 제외해야 한다는 여론이 높았고, 이에 따라 농산물품질관리원이 올해부터 저농약을 친환경 식탁에서 퇴출했다.

이	이/MMD
때문에	때문/NNB+에/JKB
저농약은	저/XPN+농약/NNG+은/JX
친환경농산물에서	친/XPN+환경/NNG+농산물/NNG+에서/JKB
제외해야	제외/NNG+하/XSV+아야/EC
한다는	하/VX+ㄴ다는/ETM
여론이	여론/NNG+이/JKS
높았고,	높/VA+았/EP+고/EC+,/SP
이에	이/NP+에/JKB
따라	따르/VV+아/EC
농산물품질관리원이	농산물품질관리원/NNP+이/JKS
올해부터	올해/NNG+부터/JX
저농약을	저/XPN+농약/NNG+을/JKO
친환경	친/XPN+환경/NNG
식탁에서	식탁/NNG+에서/JKB
퇴출했다.	퇴출/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.405.16.2
다만 기존 친환경 인증 저농약농산물은 2015년까지 그 지위를 인정받는다.

다만	다만/MAG
기존	기존/NNG
친환경	친/XPN+환경/NNG
인증	인증/NNG
저농약농산물은	저/XPN+농약/NNG+농산물/NNG+은/JX
2015년까지	2015/SN+년/NNB+까지/JX
그	그/MMD
지위를	지위/NNG+를/JKO
인정받는다.	인정/NNG+받/XSV+는다/EF+./SF


# id : NWRW1800000030.405.17.1
도는 2015년까지 전남도 전체 농산물 경작지 중 유기농·무농약 비율을 45%로 늘릴 계획이다.

도는	도/NNG+는/JX
2015년까지	2015/SN+년/NNB+까지/JX
전남도	전남도/NNP
전체	전체/NNG
농산물	농산물/NNG
경작지	경작지/NNG
중	중/NNB
유기농·무농약	유기농/NNG+·/SP+무/XPN+농약/NNG
비율을	비율/NNG+을/JKO
45%로	45/SN+%/SW+로/JKB
늘릴	늘리/VV+ㄹ/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.405.17.2
현재는 21%에 불과하다.

현재는	현재/NNG+는/JX
21%에	21/SN+%/SW+에/JKB
불과하다.	불과/MAG+하/XSA+다/EF+./SF


# id : NWRW1800000030.405.17.3
전남지역 생산 농산물 5개 중 1개가 무농약 이상 '친환경농산물'이라는 것이다.

전남지역	전남지역/NNP
생산	생산/NNG
농산물	농산물/NNG
5개	5/SN+개/NNB
중	중/NNB
1개가	1/SN+개/NNB+가/JKS
무농약	무/XPN+농약/NNG
이상	이상/NNG
'친환경농산물'이라는	'/SS+친/XPN+환경/NNG+농산물/NNG+'/SS+이/VCP+라는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000030.405.17.4
도는 "'유기농·무농약·저농약'이 명시된 친환경 인증서를 꼼꼼히 살핀 뒤 농산물을 구입하는 게 현명한 소비 방법"이라고 말했다.

도는	도/NNG+는/JX
"'유기농·무농약·저농약'이	"/SS+'/SS+유기농/NNG+·/SP+무/XPN+농약/NNG+·/SP+저/XPN+농약/NNG+'/SS+이/JKS
명시된	명시/NNG+되/XSV+ㄴ/ETM
친환경	친/XPN+환경/NNG
인증서를	인증서/NNG+를/JKO
꼼꼼히	꼼꼼히/MAG
살핀	살피/VV+ㄴ/ETM
뒤	뒤/NNG
농산물을	농산물/NNG+을/JKO
구입하는	구입/NNG+하/XSV+는/ETM
게	거/NNB+이/JKS
현명한	현명/NNG+하/XSA+ㄴ/ETM
소비	소비/NNG
방법"이라고	방법/NNG+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


