# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000056.119
metadata : {}


# id : NWRW1800000056.119.1.1
[단독] 이 한장의 서명지…되살아난 26년전 ‘작은 통일’의 감격

[단독]	[/SS+단독/NNG+]/SS
상임이사는	상임/NNG+이사/NNG+는/JX
4일	4/SN+일/NNB
<한겨레>에	</SS+한겨레/NNP+>/SS+에/JKB
91년	91/SN+년/NNB
대회	대회/NNG
당시	당시/NNG
참가한	참가/NNG+하/XSV+ㄴ/ETM
남북	남북/NNP
선수,	선수/NNG+,/SP
임원	임원/NNG
20여명의	20/SN+여/XSN+명/NNB+의/JKG
친필	친필/NNG
이름이	이름/NNG+이/JKS
적힌	적히/VV+ㄴ/ETM
서명지를	서명지/NNG+를/JKO
공개했다.	공개/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000056.119.8.2
가로 28㎝, 세로 40㎝에 액자로 싸인 서명지는 2013년 일본 경매에서 입수한 것이라고 한다.

가로	가로/NNG
28㎝,	28/SN+㎝/SW+,/SP
세로	세로/NNG
40㎝에	40/SN+㎝/SW+에/JKB
액자로	액자/NNG+로/JKB
싸인	싸이/VV+ㄴ/ETM
서명지는	서명지/NNG+는/JX
2013년	2013/SN+년/NNB
일본	일본/NNP
경매에서	경매/NNG+에서/JKB
입수한	입수/NNG+하/XSV+ㄴ/ETM
것이라고	것/NNB+이/VCP+라고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000056.119.8.3
용지 맨 위에 ‘KOREA卓球選手?’(코리아탁구선수단)이라는 단체명이, 가운데에는 푸른색 한반도 지도가, 아래엔 개최 장소와 연도를 가리키는 ‘CHIBA91’(지바91)이란 표기가 인쇄돼 있는데, 한반도 둘레로 선수단 개개인 서명을 돌아가며 촘촘하게 써넣었다.

용지	용지/NNG
맨	맨/MMA
위에	위/NNG+에/JKB
‘KOREA卓球選手?’(코리아탁구선수단)이라는	‘/SS+KOREA/SL+卓球選手/SH+?/SP+’/SS+(/SS+코리아탁구선수단/NNP+)/SS+이/VCP+라는/ETM
단체명이,	단체명/NNG+이/JKS+,/SP
가운데에는	가운데/NNG+에/JKB+는/JX
푸른색	푸른색/NNG
한반도	한반도/NNP
지도가,	지도/NNG+가/JKS+,/SP
아래엔	아래/NNG+에/JKB+ㄴ/JX
개최	개최/NNG
장소와	장소/NNG+와/JC
연도를	연도/NNG+를/JKO
가리키는	가리키/VV+는/ETM
‘CHIBA91’(지바91)이란	‘/SS+CHIBA/SL+91/SN+’/SS+(/SS+지바/NNP+91/SN+)/SS+이/VCP+란/ETM
표기가	표기/NNG+가/JKS
인쇄돼	인쇄/NNG+되/XSV+어/EC
있는데,	있/VX+는데/EC+,/SP
둘레로	둘레/NNG+로/JKB
선수단	선수단/NNG
개개인	개개인/NNG
서명을	서명/NNG+을/JKO
돌아가며	돌아가/VV+며/EC
촘촘하게	촘촘하/VA+게/EC
써넣었다.	써넣/VV+었/EP+다/EF+./SF


# id : NWRW1800000056.119.8.4
맨 위쪽에 남쪽 김택수, 북쪽 리근상 선수 서명이, 한반도 오른편 위와 중간에는 북쪽 리분희·유순복 선수의 서명이 보인다.

맨	맨/MMA
위쪽에	위쪽/NNG+에/JKB
남쪽	남쪽/NNG
김택수,	김택수/NNP+,/SP
북쪽	북쪽/NNG
리근상	리근상/NNP
선수	선수/NNG
서명이,	서명/NNG+이/JKS+,/SP
한반도	한반도/NNP
오른편	오른편/NNG
위와	위/NNG+와/JC
중간에는	중간/NNG+에/JKB+는/JX
리분희·유순복	리분희/NNP+·/SP+유순복/NNP
선수의	선수/NNG+의/JKG
서명이	서명/NNG+이/JKS
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000056.119.8.5
유순복 선수는 이름 첫 글자 ㅇ 안에 별표를 그려넣었다.

유순복	유순복/NNP
선수는	선수/NNG+는/JX
이름	이름/NNG
첫	첫/MMN
글자	글자/NNG
ㅇ	ㅇ/NNG
안에	안/NNG+에/JKB
별표를	별표/NNG+를/JKO
그려넣었다.	그리/VV+어/EC+넣/VV+었/EP+다/EF+./SF


# id : NWRW1800000056.119.8.6
현정화 선수는 한반도 왼편 맨 아래에 세로 구도로 이름을 써넣었다.

현정화	현정화/NNP
선수는	선수/NNG+는/JX
한반도	한반도/NNP
왼편	왼편/NNG
맨	맨/MMA
아래에	아래/NNG+에/JKB
세로	세로/NNG
구도로	구도/NNG+로/JKB
이름을	이름/NNG+을/JKO
써넣었다.	써넣/VV+었/EP+다/EF+./SF


# id : NWRW1800000056.119.8.7
한반도 허리께에는 ‘부른다 아리랑’이란 필자 미상의 글씨도 적혀 있다.

한반도	한반도/NNP
허리께에는	허리/NNG+께/XSN+에/JKB+는/JX
‘부른다	‘/SS+부르/VV+ㄴ다/EF
아리랑’이란	아리랑/NNG+’/SS+이/VCP+란/ETM
필자	필자/NNG
미상의	미상/NNG+의/JKG
글씨도	글씨/NNG+도/JX
적혀	적히/VV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000056.119.9.1
서명지는 대회 뒤 선수들이 모인 자리에서 기념 용도로 쓰인 것으로 추정된다.

서명지는	서명지/NNG+는/JX
대회	대회/NNG
뒤	뒤/NNG
선수들이	선수/NNG+들/XSN+이/JKS
모인	모이/VV+ㄴ/ETM
자리에서	자리/NNG+에서/JKB
기념	기념/NNG
용도로	용도/NNG+로/JKB
쓰인	쓰이/VV+ㄴ/ETM
것으로	것/NNB+으로/JKB
추정된다.	추정/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000056.119.9.2
김씨는 “91년 지바 단일팀과 관련해 유일하게 공개된 전체 선수들의 육필 기록이 아닐까 한다”고 짚었다.

김씨는	김/NNP+씨/NNB+는/JX
“91년	“/SS+91/SN+년/NNB
지바	지바/NNP
단일팀과	단일팀/NNG+과/JKB
관련해	관련/NNG+하/XSV+아/EC
유일하게	유일/NNG+하/XSA+게/EC
공개된	공개/NNG+되/XSV+ㄴ/ETM
전체	전체/NNG
선수들의	선수/NNG+들/XSN+의/JKG
육필	육필/NNG
기록이	기록/NNG+이/JKC
아닐까	아니/VCN+ㄹ까/EF
한다”고	하/VV+ㄴ다/EF+”/SS+고/JKQ
짚었다.	짚/VV+었/EP+다/EF+./SF


# id : NWRW1800000056.119.9.3
그는 “최근 문재인 대통령이 평창올림픽 단일팀 추진 방침을 말한 것을 듣고 당시 감격을 나누고 싶었다”며 “기념사업이 추진되면 기증하겠다”고 했다.

그는	그/NP+는/JX
“최근	“/SS+최근/NNG
문재인	문재인/NNP
대통령이	대통령/NNG+이/JKS
평창올림픽	평창/NNP+올림픽/NNG
단일팀	단일팀/NNG
추진	추진/NNG
방침을	방침/NNG+을/JKO
말한	말/NNG+하/XSV+ㄴ/ETM
것을	것/NNB+을/JKO
듣고	듣/VV+고/EC
당시	당시/NNG
감격을	감격/NNG+을/JKO
나누고	나누/VV+고/EC
싶었다”며	싶/VX+었/EP+다/EF+”/SS+며/EC
“기념사업이	“/SS+기념사업/NNG+이/JKS
추진되면	추진/NNG+되/XSV+면/EC
기증하겠다”고	기증/NNG+하/XSV+겠/EP+다/EF+”/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000056.119.9.4
현재 한국마사회 감독인 현정화(48)씨는 “대회 전 합숙훈련 때부터 라켓과 한반도기 등에 무수히 서명해서 체육계 관계자와 현지 동포들에게 주었지만 나는 한장도 간직하지 못했다.

현재	현재/MAG
한국마사회	한국마사회/NNP
감독인	감독/NNG+이/VCP+ㄴ/ETM
현정화(48)씨는	현정화/NNP+(/SS+48/SN+)/SS+씨/NNB+는/JX
“대회	“/SS+대회/NNG
전	전/NNG
합숙훈련	합숙/NNG+훈련/NNG
때부터	때/NNG+부터/JX
라켓과	라켓/NNG+과/JC
한반도기	한반도/NNP+기/NNG
등에	등/NNB+에/JKB
무수히	무수히/MAG
서명해서	서명/NNG+하/XSV+아서/EC
체육계	체육/NNG+계/XSN
관계자와	관계자/NNG+와/JC
현지	현지/NNG
동포들에게	동포/NNG+들/XSN+에게/JKB
주었지만	주/VV+었/EP+지만/EC
나는	나/NP+는/JX
한장도	한/MMN+장/NNB+도/JX
간직하지	간직/NNG+하/XSV+지/EC
못했다.	못하/VX+았/EP+다/EF+./SF


# id : NWRW1800000056.119.9.5
북쪽 선수들과 함께 적은 서명지가 나왔다니 반갑고 감회가 새롭다”고 털어놨다.

북쪽	북쪽/NNG
선수들과	선수/NNG+들/XSN+과/JKB
함께	함께/MAG
적은	적/VV+은/ETM
서명지가	서명지/NNG+가/JKS
나왔다니	나오/VV+았/EP+다니/EC
반갑고	반갑/VA+고/EC
감회가	감회/NNG+가/JKS
새롭다”고	새롭/VA+다/EF+”/SS+고/JKQ
털어놨다.	털어놓/VV+았/EP+다/EF+./SF


