# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000054.368
metadata : {}


# id : NWRW1800000054.368.1.1
[NEWS&VIEW] 인권 결의안 찬반 놓고 북한에 입장 물어봤나

[NEWS&VIEW]	[/SS+NEWS/SL+&/SW+VIEW/SL+]/SS
표결을	표결/NNG+을/JKO
앞두고	앞두/VV+고/EC
'(북측	'/SS+(/SS+북측/NNG
의견을)	의견/NNG+을/JKO+)/SS
일단	일단/MAG
남북	남북/NNP
경로로	경로/NNG+로/JKB
확인해보자'고	확인/NNG+하/XSV+아/EC+보/VX+자/EF+'/SS+고/JKQ
했다고	하/VV+았/EP+다고/EC
썼고,	쓰/VV+었/EP+고/EC+,/SP
이에	이/NP+에/JKB
대해	대하/VV+아/EC
문	문/NNP
후보는	후보/NNG+는/JX
"북한에	"/SS+북한/NNP+에/JKB
의견을	의견/NNG+을/JKO
물어본	물어보/VV+ㄴ/ETM
게	거/NNB+이/JKC
아니라	아니/VCN+라/EC
(이미	(/SS+이미/MAG
내려진	내려지/VV+ㄴ/ETM
기권	기권/NNG
결정을)	결정/NNG+을/JKO+)/SS
통보한	통보/NNG+하/XSV+ㄴ/ETM
것"이라며	것/NNB+"/SS+이/VCP+라며/EC
장관의	장관/NNG+의/JKG
주장을	주장/NNG+을/JKO
부인해왔다.	부인/NNG+하/XSV+아/EC+오/VX+았/EP+다/EF+./SF


# id : NWRW1800000054.368.5.2
문 후보는 이날도 기자들과 만나 "이 사건은 비열한 색깔론이고 북풍 공작"이라며 "(표결) 방침에 대해 (북측에) 물어본 바가 없다"고 거듭 주장했다.

문	문/NNP
후보는	후보/NNG+는/JX
이날도	이날/NNG+도/JX
기자들과	기자/NNG+들/XSN+과/JKB
만나	만나/VV+아/EC
"이	"/SS+이/MMD
사건은	사건/NNG+은/JX
비열한	비열/NNG+하/XSA+ㄴ/ETM
색깔론이고	색깔/NNG+론/XSN+이/VCP+고/EC
북풍	북풍/NNG
공작"이라며	공작/NNG+"/SS+이/VCP+라며/EC
"(표결)	"/SS+(/SS+표결/NNG+)/SS
방침에	방침/NNG+에/JKB
대해	대하/VV+아/EC
(북측에)	(/SS+북측/NNG+에/JKB+)/SS
물어본	물어보/VV+ㄴ/ETM
바가	바/NNB+가/JKS
없다"고	없/VA+다/EF+"/SS+고/JKQ
거듭	거듭/MAG
주장했다.	주장/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000054.368.5.3
그러나 송 전 장관이 공개한 문건에서 북한은 '남측이 반공화국 세력들의 인권 결의안에 찬성하는 것은 북남 선언에 대한 공공연한 위반으로 어떠한 이유로도 정당화될 수 없다'고 했다.

그러나	그러나/MAJ
송	송/NNP
전	전/MMD
장관이	장관/NNG+이/JKS
공개한	공개/NNG+하/XSV+ㄴ/ETM
문건에서	문건/NNG+에서/JKB
북한은	북한/NNP+은/JX
'남측이	'/SS+남측/NNG+이/JKS
반공화국	반/XPN+공화국/NNG
세력들의	세력/NNG+들/XSN+의/JKG
인권	인권/NNG
결의안에	결의안/NNG+에/JKB
찬성하는	찬성/NNG+하/XSV+는/ETM
것은	것/NNB+은/JX
북남	북남/NNP
선언에	선언/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
공공연한	공공연하/VA+ㄴ/ETM
위반으로	위반/NNG+으로/JKB
어떠한	어떠하/VA+ㄴ/ETM
이유로도	이유/NNG+로/JKB+도/JX
정당화될	정당화/NNG+되/XSV+ㄹ/ETM
수	수/NNB
없다'고	없/VA+다/EF+'/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000054.368.5.4
이어 '남측이 진심으로 10·4 선언 이행과 북과의 관계 발전을 바란다면 인권 결의안 표결에서 책임 있는 입장을 취해주기 바란다'며 '우리는 남측의 태도를 예의 주시할 것'이라고 했다.

이어	이어/MAG
'남측이	'/SS+남측/NNG+이/JKS
진심으로	진심/NNG+으로/JKB
10·4	10/SN+·/SP+4/SN
선언	선언/NNG
이행과	이행/NNG+과/JC
북과의	북/NNP+과/JKB+의/JKG
관계	관계/NNG
발전을	발전/NNG+을/JKO
바란다면	바라/VV+ㄴ다면/EC
인권	인권/NNG
결의안	결의안/NNG
표결에서	표결/NNG+에서/JKB
책임	책임/NNG
있는	있/VV+는/ETM
입장을	입장/NNG+을/JKO
취해주기	취하/VV+아/EC+주/VX+기/ETN
바란다'며	바라/VV+ㄴ다/EF+'/SS+며/EC
'우리는	'/SS+우리/NP+는/JX
남측의	남측/NNG+의/JKG
태도를	태도/NNG+를/JKO
예의	예의/NNG
주시할	주시/NNG+하/XSV+ㄹ/ETM
것'이라고	것/NNB+'/SS+이라고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000054.368.6.1
이번 논란의 핵심은 '북한 인권 문제를 표결하는 데 북한 입장을 뭐하러 알아보느냐'는 것이다.

이번	이번/NNG
논란의	논란/NNG+의/JKG
핵심은	핵심/NNG+은/JX
'북한	'/SS+북한/NNP
인권	인권/NNG
문제를	문제/NNG+를/JKO
표결하는	표결/NNG+하/XSV+는/ETM
데	데/NNB
북한	북한/NNP
입장을	입장/NNG+을/JKO
뭐하러	뭐/NP+하/VV+러/EC
알아보느냐'는	알아보/VV+느냐/EF+'/SS+는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000054.368.6.2
이와 관련해서 ▲최종 결정 전에 북한의 입장을 확인했는가 ▲남북 당국이 직접 접촉한 사실이 있는가 두 가지를 밝히는 것이 핵심이다.

이와	이/NP+와/JKB
관련해서	관련/NNG+하/XSV+아서/EC
▲최종	▲/SW+최종/NNG
결정	결정/NNG
전에	전/NNG+에/JKB
북한의	북한/NNP+의/JKG
입장을	입장/NNG+을/JKO
확인했는가	확인/NNG+하/XSV+았/EP+는가/EF
▲남북	▲/SW+남북/NNP
당국이	당국/NNG+이/JKS
직접	직접/MAG
접촉한	접촉/NNG+하/XSV+ㄴ/ETM
사실이	사실/NNG+이/JKS
있는가	있/VV+는가/EF
두	두/MMN
가지를	가지/NNB+를/JKO
밝히는	밝히/VV+는/ETM
것이	것/NNB+이/JKS
핵심이다.	핵심/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000054.368.6.3
문 후보는 이 두 쟁점에 대해 각각 "정부가 독자적으로 기권 결정을 내리고 북한에 통보한 것일 뿐", "(통보 후) 국정원 정보망 등을 통해 북한이 어떤 태도를 취할지 (간접적으로) 파악을 해봤다"고 말해왔다.

문	문/NNP
후보는	후보/NNG+는/JX
이	이/MMD
두	두/MMN
쟁점에	쟁점/NNG+에/JKB
대해	대하/VV+아/EC
각각	각각/MAG
"정부가	"/SS+정부/NNG+가/JKS
독자적으로	독자/NNG+적/XSN+으로/JKB
기권	기권/NNG
결정을	결정/NNG+을/JKO
내리고	내리/VV+고/EC
북한에	북한/NNP+에/JKB
통보한	통보/NNG+하/XSV+ㄴ/ETM
것일	것/NNB+이/VCP+ㄹ/ETM
뿐",	뿐/NNB+"/SS+,/SP
"(통보	"/SS+(/SS+통보/NNG
후)	후/NNG+)/SS
국정원	국정원/NNG
정보망	정보망/NNG
등을	등/NNB+을/JKO
통해	통하/VV+아/EC
북한이	북한/NNP+이/JKS
어떤	어떤/MMD
태도를	태도/NNG+를/JKO
취할지	취하/VV+ㄹ지/EF
(간접적으로)	(/SS+간접/NNG+적/XSN+으로/JKB+)/SS
파악을	파악/NNG+을/JKO
해봤다"고	하/VV+아/EC+보/VX+았/EP+다/EF+"/SS+고/JKQ
말해왔다.	말/NNG+하/XSV+아/EC+오/VX+았/EP+다/EF+./SF


# id : NWRW1800000054.368.7.1
두 쟁점 모두 국정원에 있는 기록을 보면 확인할 수 있다.

두	두/MMN
쟁점	쟁점/NNG
모두	모두/MAG
국정원에	국정원/NNG+에/JKB
있는	있/VA+는/ETM
기록을	기록/NNG+을/JKO
보면	보/VV+면/EC
확인할	확인/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다.	있/VV+다/EF+./SF


# id : NWRW1800000054.368.7.2
문 후보도 이날 "전통문이 국정원에 있을 테니 국정원이 그것을 제시하면 깨끗하게 증명될 것"이라고 했다.

문	문/NNP
후보도	후보/NNG+도/JX
이날	이날/NNG
"전통문이	"/SS+전통문/NNG+이/JKS
국정원에	국정원/NNG+에/JKB
있을	있/VA+을/ETM
테니	터/NNB+이/VCP+니/EC
국정원이	국정원/NNG+이/JKS
그것을	그것/NP+을/JKO
제시하면	제시/NNG+하/XSV+면/EC
깨끗하게	깨끗하/VA+게/EC
증명될	증명/NNG+되/XSV+ㄹ/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000054.368.7.3
자유한국당과 국민의당, 바른정당도 공개하라는 입장이다.

자유한국당과	자유한국당/NNP+과/JC
국민의당,	국민의당/NNP+,/SP
바른정당도	바른정당/NNP+도/JX
공개하라는	공개/NNG+하/XSV+라는/ETM
입장이다.	입장/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000054.368.7.4
이와 관련, 국정원 관계자는 "이 문제와 관련한 사항은 NCND(시인도 부인도 하지 않음)가 우리 입장"이라고 했다.

이와	이/NP+와/JKB
관련,	관련/NNG+,/SP
국정원	국정원/NNG
관계자는	관계자/NNG+는/JX
"이	"/SS+이/MMD
문제와	문제/NNG+와/JKB
관련한	관련/NNG+하/XSV+ㄴ/ETM
사항은	사항/NNG+은/JX
NCND(시인도	NCND/SL+(/SS+시인/NNG+도/JX
부인도	부인/NNG+도/JX
하지	하/VV+지/EC
않음)가	않/VX+음/ETN+)/SS+가/JKS
우리	우리/NP
입장"이라고	입장/NNG+"/SS+이라고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


