# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.95
metadata : {}


# id : NWRW1800000026.95.1.1
[6·25전쟁 60주년][나와 6·25] ⑧신군식씨 '난 인민군 소위였다';인민군에서 국군장교로… 난 스스로 조국을 선택했다

[6·25전쟁	[/SS+6/SN+·/SP+25/SN+전쟁/NNG
높은	높/VA+은/ETM
편이었다.	편/NNB+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000026.95.3.1
하지만 전쟁은 내게 선택의 자유를 주지 않았다.

하지만	하지만/MAJ
전쟁은	전쟁/NNG+은/JX
내게	나/NP+에게/JKB
선택의	선택/NNG+의/JKG
자유를	자유/NNG+를/JKO
주지	주/VV+지/EC
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000026.95.3.2
1950년 원산농업대 축산과 2학년이던 나는 전시 동원령에 따라 평양 근교 사동군관학교에 들어갔다.

1950년	1950/SN+년/NNB
원산농업대	원산농업대/NNP
축산과	축산/NNG+과/NNG
2학년이던	2/SN+학년/NNG+이/VCP+던/ETM
나는	나/NP+는/JX
전시	전시/NNG
동원령에	동원령/NNG+에/JKB
따라	따르/VV+아/EC
평양	평양/NNP
근교	근교/NNG
사동군관학교에	사동군관학교/NNP+에/JKB
들어갔다.	들어가/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.95.3.3
러시아제(製) 중기관총 다루는 법을 배웠고, 볼셰비키 공산당사(史) 강의를 들었다.

러시아제(製)	러시아제/NNG+(/SS+製/SH+)/SS
중기관총	중기관총/NNG
다루는	다루/VV+는/ETM
법을	법/NNB+을/JKO
배웠고,	배우/VV+었/EP+고/EC+,/SP
볼셰비키	볼셰비키/NNG
공산당사(史)	공산당사/NNG+(/SS+史/SH+)/SS
강의를	강의/NNG+를/JKO
들었다.	듣/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.95.3.4
1950년 9월 인민군 580부대 소대장으로 임관한 뒤 10월이 되자 강원도 화천으로 진격하라는 명령을 받았다.

1950년	1950/SN+년/NNB
9월	9/SN+월/NNB
인민군	인민군/NNG
580부대	580/SN+부대/NNG
소대장으로	소대장/NNG+으로/JKB
임관한	임관/NNG+하/XSV+ㄴ/ETM
뒤	뒤/NNG
10월이	10/SN+월/NNB+이/JKC
되자	되/VV+자/EC
강원도	강원도/NNP
화천으로	화천/NNP+으로/JKB
진격하라는	진격/NNG+하/XSV+라는/ETM
명령을	명령/NNG+을/JKO
받았다.	받/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.95.3.5
그러나 그땐 이미 인민군 패잔병들이 삼삼오오 북으로 쫓겨 올라오는 시점이었다.

그러나	그러나/MAJ
그땐	그때/NNG+ㄴ/JX
이미	이미/MAG
인민군	인민군/NNG
패잔병들이	패잔병/NNG+들/XSN+이/JKS
삼삼오오	삼삼오오/NNG
북으로	북/NNG+으로/JKB
쫓겨	쫓기/VV+어/EC
올라오는	올라오/VV+는/ETM
시점이었다.	시점/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000026.95.4.1
안 그래도 공산당이 싫었는데, 전황이 불리한 사지(死地)로 가라니 반감을 억누를 수 없었다.

안	안/MAG
그래도	그러/VV+어도/EC
공산당이	공산당/NNP+이/JKS
싫었는데,	싫/VA+었/EP+는데/EC+,/SP
전황이	전황/NNG+이/JKS
불리한	불리/NNG+하/XSA+ㄴ/ETM
사지(死地)로	사지/NNG+(/SS+死地/SH+)/SS+로/JKB
가라니	가/VV+라니/EC
반감을	반감/NNG+을/JKO
억누를	억누르/VV+ㄹ/ETM
수	수/NNB
없었다.	없/VA+었/EP+다/EF+./SF


# id : NWRW1800000026.95.4.2
국군에 투항할 틈만 엿봤다.

국군에	국군/NNG+에/JKB
투항할	투항/NNG+하/XSV+ㄹ/ETM
틈만	틈/NNG+만/JX
엿봤다.	엿보/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.95.4.3
1950년 10월 6일 화천에 내려왔을 때 기회를 잡았다.

1950년	1950/SN+년/NNB
10월	10/SN+월/NNB
6일	6/SN+일/NNB
화천에	화천/NNP+에/JKB
내려왔을	내려오/VV+았/EP+을/ETM
때	때/NNG
기회를	기회/NNG+를/JKO
잡았다.	잡/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.95.4.4
나처럼 공산당을 싫어했던 소대원 12명을 데리고 남쪽을 향해 밤길을 10㎞쯤 걸었다.

나처럼	나/NP+처럼/JKB
공산당을	공산당/NNP+을/JKO
싫어했던	싫어하/VV+았/EP+던/ETM
소대원	소대원/NNG
12명을	12/SN+명/NNB+을/JKO
데리고	데리/VV+고/EC
남쪽을	남쪽/NNG+을/JKO
향해	향하/VV+아/EC
밤길을	밤길/NNG+을/JKO
10㎞쯤	10/SN+㎞/SW+쯤/XSN
걸었다.	걷/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.95.4.5
저만치 국군 진지가 보였다.

저만치	저만치/MAG
국군	국군/NNG
진지가	진지/NNG+가/JKS
보였다.	보이/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.95.5.1
◆귀순했지만 여전히 인민군 취급

◆귀순했지만	◆/SW+귀순/NNG+하/XSV+았/EP+지만/EC
여전히	여전히/MAG
인민군	인민군/NNG
취급	취급/NNG


# id : NWRW1800000026.95.6.1
6사단 7연대장이었던 임부택 대령에게 끌려갔다.

6사단	6/SN+사단/NNG
7연대장이었던	7/SN+연대장/NNG+이/VCP+었/EP+던/ETM
임부택	임부택/NNP
대령에게	대령/NNG+에게/JKB
끌려갔다.	끌려가/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.95.6.2
그가 물었다.

그가	그/NP+가/JKS
물었다.	묻/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.95.6.3
"민간인 될래, 전방에서 싸울래?" 무모했는지 모르지만 "죽는 한이 있어도 전방에서 공산당을 몰아내겠다"고 답했다.

"민간인	"/SS+민간인/NNG
될래,	되/VV+ㄹ래/EF+,/SP
전방에서	전방/NNG+에서/JKB
싸울래?"	싸우/VV+ㄹ래/EF+?/SF+"/SS
무모했는지	무모/NNG+하/XSA+았/EP+는지/EF
모르지만	모르/VV+지만/EC
"죽는	"/SS+죽/VV+는/ETM
한이	한/NNG+이/JKS
있어도	있/VA+어도/EC
공산당을	공산당/NNP+을/JKO
몰아내겠다"고	몰아내/VV+겠/EP+다/EF+"/SS+고/JKQ
답했다.	답/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.95.6.4
임 대령이 수색대에 넣어줬다.

임	임/NNP
대령이	대령/NNG+이/JKS
수색대에	수색대/NNG+에/JKB
넣어줬다.	넣/VV+어/EC+주/VX+었/EP+다/EF+./SF


# id : NWRW1800000026.95.6.5
그러나 정식 군적(軍籍)은 받지 못했다.

그러나	그러나/MAJ
정식	정식/NNG
군적(軍籍)은	군적/NNG+(/SS+軍籍/SH+)/SS+은/JX
받지	받/VV+지/EC
못했다.	못하/VX+았/EP+다/EF+./SF


# id : NWRW1800000026.95.6.6
싸우다 죽어도 전사자 처리도 안 될 판이었다.

싸우다	싸우/VV+다/EC
죽어도	죽/VV+어도/EC
전사자	전사자/NNG
처리도	처리/NNG+도/JX
안	안/MAG
될	되/VV+ㄹ/ETM
판이었다.	판/NNB+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000026.95.7.1
이등병 정도만 "귀순 장교님"이라고 불렀고 고참 사병들은 "어이, 인민군 장교"라고 불렀다.

이등병	이등병/NNG
정도만	정도/NNG+만/JX
"귀순	"/SS+귀순/NNG
장교님"이라고	장교/NNG+님/XSN+"/SS+이라고/JKQ
불렀고	부르/VV+었/EP+고/EC
고참	고참/NNG
사병들은	사병/NNG+들/XSN+은/JX
"어이,	"/SS+어이/IC+,/SP
인민군	인민군/NNG
장교"라고	장교/NNG+"/SS+라고/JKQ
불렀다.	부르/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.95.7.2
몇몇은 "저 새끼 빨갱이인지 아닌지 어떻게 알아"라며 수군거렸다.

몇몇은	몇몇/NR+은/JX
"저	"/SS+저/MMD
새끼	새끼/NNG
빨갱이인지	빨갱이/NNG+이/VCP+ㄴ지/EF
아닌지	아니/VCN+ㄴ지/EF
어떻게	어떻/VA+게/EC
알아"라며	알/VV+아/EF+"/SS+이/VCP+라며/EC
수군거렸다.	수군거리/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.95.7.3
거칠기로 소문난 최모 일병은 공공연하게 "인민군 따위는 쏴죽여도 아무 일 없다"고 큰소리치기도 했다.

거칠기로	거칠/VA+기/ETN+로/JKB
소문난	소문나/VV+ㄴ/ETM
최모	최/NNP+모/NP
일병은	일병/NNG+은/JX
공공연하게	공공연하/VA+게/EC
"인민군	"/SS+인민군/NNG
따위는	따위/NNB+는/JX
쏴죽여도	쏘/VV+아/EC+죽이/VV+어도/EC
아무	아무/MMD
일	일/NNG
없다"고	없/VA+다/EF+"/SS+고/JKQ
큰소리치기도	큰소리치/VV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000026.95.7.4
군화·양말 같은 보급품도 지급되지 않아 작업복을 입고 싸웠다.

군화·양말	군화/NNG+·/SP+양말/NNG
같은	같/VA+은/ETM
보급품도	보급품/NNG+도/JX
지급되지	지급/NNG+되/XSV+지/EC
않아	않/VX+아/EC
작업복을	작업복/NNG+을/JKO
입고	입/VV+고/EC
싸웠다.	싸우/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.95.8.1
국군에 합류한 지 한 달이 채 지나지 않았을 무렵, 평남 양덕군 전투에서 총상(銃傷)을 입었다.

국군에	국군/NNG+에/JKB
합류한	합류/NNG+하/XSV+ㄴ/ETM
지	지/NNB
한	한/MMN
달이	달/NNB+이/JKS
채	채/MAG
지나지	지나/VV+지/EC
않았을	않/VX+았/EP+을/ETM
무렵,	무렵/NNB+,/SP
평남	평남/NNP
양덕군	양덕군/NNP
전투에서	전투/NNG+에서/JKB
총상(銃傷)을	총상/NNG+(/SS+銃傷/SH+)/SS+을/JKO
입었다.	입/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.95.8.2
오른쪽 갈비뼈와 팔꿈치에 깊숙한 상처가 생겼다.

오른쪽	오른쪽/NNG
갈비뼈와	갈비뼈/NNG+와/JC
팔꿈치에	팔꿈치/NNG+에/JKB
깊숙한	깊숙하/VA+ㄴ/ETM
상처가	상처/NNG+가/JKS
생겼다.	생기/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.95.8.3
수색대장이 야전병원에 보내주려 했다.

수색대장이	수색대장/NNG+이/JKS
야전병원에	야전/NNG+병원/NNG+에/JKB
보내주려	보내/VV+어/EC+주/VX+려/EC
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000026.95.8.4
하지만 김모 중사가 "지금 인민군 포로를 호송하라면 어쩌자는 겁니까! 더구나 (야전병원이 있는) 철원 정세도 뒤숭숭한데요"라고 말했다.

하지만	하지만/MAJ
김모	김/NNP+모/NP
중사가	중사/NNG+가/JKS
"지금	"/SS+지금/MAG
인민군	인민군/NNG
포로를	포로/NNG+를/JKO
호송하라면	호송/NNG+하/XSV+라면/EC
어쩌자는	어쩌/VV+자는/ETM
겁니까!	거/NNB+이/VCP+ㅂ니까/EF+!/SF
더구나	더구나/MAG
(야전병원이	(/SS+야전/NNG+병원/NNG+이/JKS
있는)	있/VA+는/ETM+)/SS
철원	철원/NNP
정세도	정세/NNG+도/JX
뒤숭숭한데요"라고	뒤숭숭/MAG+하/XSA+ㄴ데/EC+요/JX+"/SS+라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.95.8.5
'인민군 포로'라는 말이 서러웠다.

'인민군	'/SS+인민군/NNG
포로'라는	포로/NNG+'/SS+이/VCP+라는/ETM
말이	말/NNG+이/JKS
서러웠다.	서럽/VA+었/EP+다/EF+./SF


# id : NWRW1800000026.95.8.6
오기가 생겼다.

오기가	오기/NNG+가/JKS
생겼다.	생기/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.95.8.7
그대로 부대에 남았다.

그대로	그대로/MAG
부대에	부대/NNG+에/JKB
남았다.	남/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.95.9.1
◆원산농대 친구의 시신을 묻어주다

◆원산농대	◆/SW+원산농대/NNP
친구의	친구/NNG+의/JKG
시신을	시신/NNG+을/JKO
묻어주다	묻/VV+어/EC+주/VX+다/EF


# id : NWRW1800000026.95.10.1
난 열심히, 그리고 용감하게 싸웠다.

난	나/NP+ㄴ/JX
열심히,	열심히/MAG+,/SP
그리고	그리고/MAJ
용감하게	용감하/VA+게/EC
싸웠다.	싸우/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.95.10.2
하지만 가끔은 마음 한구석이 착잡했다.

하지만	하지만/MAJ
가끔은	가끔/MAG+은/JX
마음	마음/NNG
한구석이	한구석/NNG+이/JKS
착잡했다.	착잡/NNG+하/XSA+았/EP+다/EF+./SF


# id : NWRW1800000026.95.10.3
내가 그랬듯 인민군 병사 중에는 억지로 끌려나온 사람들도 많았을 텐데….

내가	내/NP+가/JKS
그랬듯	그렇/VA+었/EP+듯/EC
인민군	인민군/NNG
병사	병사/NNG
중에는	중/NNB+에/JKB+는/JX
억지로	억지로/MAG
끌려나온	끌리/VV+어/EC+나오/VV+ㄴ/ETM
사람들도	사람/NNG+들/XSN+도/JX
많았을	많/VA+았/EP+을/ETM
텐데….	터/NNB+이/VCP+ㄴ데/EF+…/SE+./SF


# id : NWRW1800000026.95.10.4
한번은 인민군 시체를 조사하다 주머니에서 내가 다닌 원산농대 학생증을 발견했다.

한번은	한번/NNG+은/JX
인민군	인민군/NNG
시체를	시체/NNG+를/JKO
조사하다	조사/NNG+하/XSV+다/EC
주머니에서	주머니/NNG+에서/JKB
내가	내/NP+가/JKS
다닌	다니/VV+ㄴ/ETM
원산농대	원산농대/NNP
학생증을	학생증/NNG+을/JKO
발견했다.	발견/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.95.10.5
'홍문선'이라는 이름 석 자에 깜짝 놀랐다.

'홍문선'이라는	'/SS+홍문선/NNP+'/SS+이/VCP+라는/ETM
이름	이름/NNG
석	석/MMN
자에	자/NNG+에/JKB
깜짝	깜짝/MAG
놀랐다.	놀라/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.95.10.6
재학 시절 알고 지낸 친구였다.

재학	재학/NNG
시절	시절/NNG
알고	알/VV+고/EC
지낸	지내/VV+ㄴ/ETM
친구였다.	친구/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000026.95.10.7
시신을 묻어주면서 애석한 마음을 금할 수 없었다.

시신을	시신/NNG+을/JKO
묻어주면서	묻/VV+어/EC+주/VX+면서/EC
애석한	애석/NNG+하/XSA+ㄴ/ETM
마음을	마음/NNG+을/JKO
금할	금하/VV+ㄹ/ETM
수	수/NNB
없었다.	없/VA+었/EP+다/EF+./SF


# id : NWRW1800000026.95.11.1
그렇지만 국군이 된 지 열흘 만에 같은 귀순장교 신분으로 수색대에 함께 있던 김유택(신의주동중 동창)이 인민군의 총에 맞아 전사하는 장면을 목격했을 때, 또 닷새 후 작전에 나간 수색대 동료 5명이 안경과 신발까지 벗겨진 알몸 시체가 된 처참한 광경을 봤을 때에는 인민군에 대한 분노로 눈이 뒤집힐 지경이었다.

그렇지만	그렇지만/MAJ
국군이	국군/NNG+이/JKC
된	되/VV+ㄴ/ETM
지	지/NNB
열흘	열흘/NNG
만에	만/NNB+에/JKB
같은	같/VA+은/ETM
귀순장교	귀순/NNG+장교/NNG
신분으로	신분/NNG+으로/JKB
수색대에	수색대/NNG+에/JKB
함께	함께/MAG
있던	있/VA+던/ETM
김유택(신의주동중	김유택/NNP+(/SS+신의주동중/NNP
동창)이	동창/NNG+)/SS+이/JKS
인민군의	인민군/NNG+의/JKG
총에	총/NNG+에/JKB
맞아	맞/VV+아/EC
전사하는	전사/NNG+하/XSV+는/ETM
장면을	장면/NNG+을/JKO
목격했을	목격/NNG+하/XSV+았/EP+을/ETM
때,	때/NNG+,/SP
또	또/MAG
닷새	닷새/NNG
후	후/NNG
작전에	작전/NNG+에/JKB
나간	나가/VV+ㄴ/ETM
수색대	수색대/NNG
동료	동료/NNG
5명이	5/SN+명/NNB+이/JKS
안경과	안경/NNG+과/JC
신발까지	신발/NNG+까지/JX
벗겨진	벗겨지/VV+ㄴ/ETM
알몸	알몸/NNG
시체가	시체/NNG+가/JKC
처참한	처참하/VA+ㄴ/ETM
광경을	광경/NNG+을/JKO
봤을	보/VV+았/EP+을/ETM
때에는	때/NNG+에/JKB+는/JX
인민군에	인민군/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
분노로	분노/NNG+로/JKB
눈이	눈/NNG+이/JKS
뒤집힐	뒤집히/VV+ㄹ/ETM
지경이었다.	지경/NNB+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000026.95.12.1
인민군을 상대로 싸운 기간은 채 한 달이 안 됐다.

인민군을	인민군/NNG+을/JKO
상대로	상대/NNG+로/JKB
싸운	싸우/VV+ㄴ/ETM
기간은	기간/NNG+은/JX
채	채/MAG
한	한/MMN
달이	달/NNB+이/JKC
안	안/MAG
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.95.12.2
내가 속한 부대는 10월 27일 오전 평북 초산군에 입성, 압록강변에 다다른 최초의 부대가 됐다.

내가	내/NP+가/JKS
속한	속하/VV+ㄴ/ETM
부대는	부대/NNG+는/JX
10월	10/SN+월/NNB
27일	27/SN+일/NNB
오전	오전/NNG
평북	평북/NNP
초산군에	초산군/NNP+에/JKB
입성,	입성/NNG+,/SP
압록강변에	압록강/NNP+변/NNG+에/JKB
다다른	다다르/VV+ㄴ/ETM
최초의	최초/NNG+의/JKG
부대가	부대/NNG+가/JKC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.95.12.3
이후로는 계속 중공군을 상대로 싸웠다.

이후로는	이후/NNG+로/JKB+는/JX
계속	계속/MAG
중공군을	중공군/NNG+을/JKO
상대로	상대/NNG+로/JKB
싸웠다.	싸우/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.95.12.4
마음의 부담도 덜했다.

마음의	마음/NNG+의/JKG
부담도	부담/NNG+도/JX
덜했다.	덜/MAG+하/XSA+았/EP+다/EF+./SF


# id : NWRW1800000026.95.13.1
◆드디어 국군이 된 날

◆드디어	◆/SW+드디어/MAG
국군이	국군/NNG+이/JKC
된	되/VV+ㄴ/ETM
날	날/NNG


# id : NWRW1800000026.95.14.1
압록강변에 닿은 지 하루가 지나기도 전에 중공군에 밀려 전세가 역전됐다.

압록강변에	압록강/NNP+변/NNG+에/JKB
닿은	닿/VV+은/ETM
지	지/NNB
하루가	하루/NNG+가/JKS
지나기도	지나/VV+기/ETN+도/JX
전에	전/NNG+에/JKB
중공군에	중공군/NNG+에/JKB
밀려	밀리/VV+어/EC
전세가	전세/NNG+가/JKS
역전됐다.	역전/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000026.95.14.2
피눈물을 흘리며 패퇴했지만, 역설적으로 내가 국군의 일원으로 인정받는 계기가 생겼다.

피눈물을	피눈물/NNG+을/JKO
흘리며	흘리/VV+며/EC
패퇴했지만,	패퇴/NNG+하/XSV+았/EP+지만/EC+,/SP
역설적으로	역설/NNG+적/XSN+으로/JKB
내가	내/NP+가/JKS
국군의	국군/NNG+의/JKG
일원으로	일원/NNG+으로/JKB
인정받는	인정/NNG+받/XSV+는/ETM
계기가	계기/NNG+가/JKS
생겼다.	생기/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.95.15.1
평남 순천군의 낙오병 집합소에 도착했을 때다.

평남	평남/NNP
순천군의	순천군/NNP+의/JKG
낙오병	낙오병/NNG
집합소에	집합소/NNG+에/JKB
도착했을	도착/NNG+하/XSV+았/EP+을/ETM
때다.	때/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.95.15.2
부(副)연대장이 살아 돌아온 장병을 모았다.

부(副)연대장이	부/NA+(/SS+副/SH+)/SS+연대장/NNG+이/JKS
살아	살/VV+아/EC
돌아온	돌아오/VV+ㄴ/ETM
장병을	장병/NNG+을/JKO
모았다.	모으/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.95.15.3
"우리의 아버지 격인 임부택 연대장께서 실종된 채 중공군 점령 지역에 계신다.

"우리의	"/SS+우리/NP+의/JKG
아버지	아버지/NNG
격인	격/NNB+이/VCP+ㄴ/ETM
임부택	임부택/NNP
연대장께서	연대장/NNG+께서/JKS
실종된	실종/NNG+되/XSV+ㄴ/ETM
채	채/NNB
중공군	중공군/NNG
점령	점령/NNG
지역에	지역/NNG+에/JKB
계신다.	계시/VV+ㄴ다/EF+./SF


# id : NWRW1800000026.95.15.4
누가 구출해 올래?" 나는 손을 들었다.

누가	누구/NP+가/JKS
구출해	구출/NNG+하/XSV+아/EC
올래?"	오/VX+ㄹ래/EF+?/SF+"/SS
나는	나/NP+는/JX
손을	손/NNG+을/JKO
들었다.	들/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.95.15.5
다른 2명과 함께 어디 있는지도 모르는 연대장을 구출하러 적진에 침투했다.

다른	다른/MMD
2명과	2/SN+명/NNB+과/JKB
함께	함께/MAG
어디	어디/NP
있는지도	있/VA+는지/EF+도/JX
모르는	모르/VV+는/ETM
연대장을	연대장/NNG+을/JKO
구출하러	구출/NNG+하/XSV+러/EC
적진에	적진/NNG+에/JKB
침투했다.	침투/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.95.15.6
하지만 도중에 미군을 만나 빨치산으로 몰려 총살당할 위기에 처했다.

하지만	하지만/MAJ
도중에	도중/NNG+에/JKB
미군을	미군/NNG+을/JKO
만나	만나/VV+아/EC
빨치산으로	빨치산/NNG+으로/JKB
몰려	몰리/VV+어/EC
총살당할	총살/NNG+당하/XSV+ㄹ/ETM
위기에	위기/NNG+에/JKB
처했다.	처하/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.95.15.7
미군 통역관의 도움으로 간신히 목숨을 건지고 돌아왔다.

미군	미군/NNG
통역관의	통역관/NNG+의/JKG
도움으로	도움/NNG+으로/JKB
간신히	간신히/MAG
목숨을	목숨/NNG+을/JKO
건지고	건지/VV+고/EC
돌아왔다.	돌아오/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.95.16.1
다행스럽게도 연대장님은 스스로 적진을 탈출해 먼저 돌아와 있었다.

다행스럽게도	다행/NNG+스럽/XSA+게/EC+도/JX
연대장님은	연대장/NNG+님/XSN+은/JX
스스로	스스로/MAG
적진을	적진/NNG+을/JKO
탈출해	탈출/NNG+하/XSV+아/EC
먼저	먼저/MAG
돌아와	돌아오/VV+아/EC
있었다.	있/VX+었/EP+다/EF+./SF


# id : NWRW1800000026.95.16.2
그날 밤잠에서 깨어보니 연대장께서 잠든 나에게 자신의 외투를 벗어 덮어주고 옆에서 자고 있었다.

그날	그날/NNG
밤잠에서	밤잠/NNG+에서/JKB
깨어보니	깨/VV+어/EC+보/VX+니/EC
연대장께서	연대장/NNG+께서/JKS
잠든	잠들/VV+ㄴ/ETM
나에게	나/NP+에게/JKB
자신의	자신/NNG+의/JKG
외투를	외투/NNG+를/JKO
벗어	벗/VV+어/EC
덮어주고	덮/VV+어/EC+주/VX+고/EC
옆에서	옆/NNG+에서/JKB
자고	자/VV+고/EC
있었다.	있/VX+었/EP+다/EF+./SF


# id : NWRW1800000026.95.16.3
사랑을 베풀어주는 마음이 고마워 감격스러웠고, 충성심이 불타올랐다.

사랑을	사랑/NNG+을/JKO
베풀어주는	베풀/VV+어/EC+주/VX+는/ETM
마음이	마음/NNG+이/JKS
고마워	고맙/VA+어/EC
감격스러웠고,	감격/NNG+스럽/XSA+었/EP+고/EC+,/SP
충성심이	충성심/NNG+이/JKS
불타올랐다.	불타오르/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.95.16.4
연대장 구출작전에 뛰어든 일을 계기로 나는 전 부대원들로부터 국군의 일원으로 인정받을 수 있었다.

연대장	연대장/NNG
구출작전에	구출/NNG+작전/NNG+에/JKB
뛰어든	뛰어들/VV+ㄴ/ETM
일을	일/NNG+을/JKO
계기로	계기/NNG+로/JKB
나는	나/NP+는/JX
전	전/MMN
부대원들로부터	부대원/NNG+들/XSN+로부터/JKB
국군의	국군/NNG+의/JKG
일원으로	일원/NNG+으로/JKB
인정받을	인정/NNG+받/XSV+을/ETM
수	수/NNB
있었다.	있/VA+었/EP+다/EF+./SF


# id : NWRW1800000026.95.17.1
드디어 1951년 1월 20일 육군 소위로 임관됐다.

드디어	드디어/MAG
1951년	1951/SN+년/NNB
1월	1/SN+월/NNB
20일	20/SN+일/NNB
육군	육군/NNG
소위로	소위/NNG+로/JKB
임관됐다.	임관/NNG+되/XSV+었/EP+다/EF+./SF
