# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000040.389
metadata : {}


# id : NWRW1800000040.389.1.1
[단독] 여야, 전두환 추징시효 ‘10년 연장’ 사실상 합의

[단독]	[/SS+단독/NNG+]/SS
조세회피처를	조세/NNG+회피처/NNG+를/JKO
포함해	포함/NNG+하/XSV+아/EC
은닉	은닉/NNG
재산을	재산/NNG+을/JKO
찾을	찾/VV+을/ETM
수	수/NNB
있는	있/VA+는/ETM
방안을	방안/NNG+을/JKO
25일	25/SN+일/NNB
열리는	열리/VV+는/ETM
다음	다음/NNG
회의	회의/NNG
때까지	때/NNG+까지/JX
마련해	마련/NNG+하/XSV+아/EC
오라고	오/VV+라고/EC
법무부에	법무부/NNG+에/JKB
요구했다”고	요구/NNG+하/XSV+았/EP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000040.389.9.1
현재 전두환 전 대통령은 확정된 추징금 2205억원 가운데 533억원(24.2%)만을 추징당했다.

현재	현재/MAG
전두환	전두환/NNP
전	전/MMD
대통령은	대통령/NNG+은/JX
확정된	확정/NNG+되/XSV+ㄴ/ETM
추징금	추징금/NNG
2205억원	2205/SN+억/NR+원/NNB
가운데	가운데/NNG
533억원(24.2%)만을	533/SN+억/NR+원/NNB+(/SS+24/SN+./SP+2/SN+%/SW+)/SS+만/JX+을/JKO
추징당했다.	추징/NNG+당하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000040.389.9.2
아직 내지 않은 1672억원 중 상당액은 아들 전재국씨 등 가족과 주변인들에게 맡겨놨거나 불법 증여했을 가능성이 높다.

아직	아직/MAG
내지	내/VV+지/EC
않은	않/VX+은/ETM
1672억원	1672/SN+억/NR+원/NNB
중	중/NNB
상당액은	상당액/NNG+은/JX
아들	아들/NNG
전재국씨	전재국/NNP+씨/NNB
등	등/NNB
가족과	가족/NNG+과/JC
주변인들에게	주변인/NNG+들/XSN+에게/JKB
맡겨놨거나	맡기/VV+어/EC+놓/VX+았/EP+거나/EC
불법	불법/NNG
증여했을	증여/NNG+하/XSV+았/EP+을/ETM
가능성이	가능/NNG+성/XSN+이/JKS
높다.	높/VA+다/EF+./SF


# id : NWRW1800000040.389.9.3
앞서 임중호 법사위 수석전문위원은 지난 2월에 내놓은 법안 검토보고서에서 “대통령 가족은 고위공직자 가족으로 특정한 의무가 요구될 수 있고, 재산취득에 대한 소명 기회를 부여하고 있다.

앞서	앞서/MAG
임중호	임중호/NNP
법사위	법사위/NNG
수석전문위원은	수석/NNG+전문/NNG+위원/NNG+은/JX
지난	지나/VV+ㄴ/ETM
2월에	2/SN+월/NNB+에/JKB
내놓은	내놓/VV+은/ETM
법안	법안/NNG
검토보고서에서	검토/NNG+보고서/NNG+에서/JKB
“대통령	“/SS+대통령/NNG
가족은	가족/NNG+은/JX
고위공직자	고위/NNG+공직자/NNG
가족으로	가족/NNG+으로/JKB
특정한	특정/NNG+하/XSA+ㄴ/ETM
의무가	의무/NNG+가/JKS
요구될	요구/NNG+되/XSV+ㄹ/ETM
수	수/NNB
있고,	있/VA+고/EC+,/SP
재산취득에	재산/NNG+취득/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
소명	소명/NNG
기회를	기회/NNG+를/JKO
부여하고	부여/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000040.389.9.4
추징 판결을 받은 금액에 대한 추징 집행·절차상 문제점을 해결하려는 법안이기 때문에 연좌제 혹은 소급입법 등 헌법위반 소지가 크지 않다”고 밝힌 바 있다.

추징	추징/NNG
판결을	판결/NNG+을/JKO
받은	받/VV+은/ETM
금액에	금액/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
집행·절차상	집행/NNG+·/SP+절차/NNG+상/XSN
문제점을	문제점/NNG+을/JKO
해결하려는	해결/NNG+하/XSV+려는/ETM
법안이기	법안/NNG+이/VCP+기/ETN
때문에	때문/NNB+에/JKB
연좌제	연좌/NNG+제/XSN
혹은	혹은/MAG
소급입법	소급/NNG+입법/NNG
등	등/NNB
헌법위반	헌법/NNG+위반/NNG
소지가	소지/NNG+가/JKS
크지	크/VA+지/EC
않다”고	않/VX+다/EF+”/SS+고/JKQ
밝힌	밝히/VV+ㄴ/ETM
바	바/NNB
있다.	있/VA+다/EF+./SF


