# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000036.406
metadata : {}


# id : NWRW1800000036.406.1.1
민주 지지 2주새 28.4→35.3%…새누리당과 4.6%p차로 좁혀져

민주	민주/NNP
조사(8.21~9.1)에서는	조사/NNG+(/SS+8/SN+./SP+21/SN+~/SO+9/SN+./SP+1/SN+)/SS+에서/JKB+는/JX
새누리당	새누리당/NNP
46.2%,	46/SN+./SP+2/SN+%/SW+,/SP
민주당	민주당/NNP
34.8%였지만,	34/SN+./SP+8/SN+%/SW+이/VCP+었/EP+지만/EC+,/SP
9월(9.22)에는	9/SN+월/NNB+(/SS+9/SN+./SP+22/SN+)/SS+에/JKB+는/JX
40.2%,	40/SN+./SP+2/SN+%/SW+,/SP
39.1%(오차범위	39/SN+./SP+1/SN+%/SW+(/SS+오차/NNG+범위/NNG
±3.5%)로	±/SW+3/SN+./SP+5/SN+%/SW+)/SS+로/JKB
조사되는	조사/NNG+되/XSV+는/ETM
등	등/NNB
비슷한	비슷하/VA+ㄴ/ETM
흐름이	흐름/NNG+이/JKS
나타났다.	나타나/VV+았/EP+다/EF+./SF


# id : NWRW1800000036.406.7.1
정당 지지율 흐름을 살펴보면, 올해 초 민주당 통합 전당대회 당시만 해도 민주당이 앞서 있었다.

정당	정당/NNG
지지율	지지/NNG+율/XSN
흐름을	흐름/NNG+을/JKO
살펴보면,	살펴보/VV+면/EC+,/SP
올해	올해/NNG
초	초/NNB
민주당	민주당/NNP
통합	통합/NNG
전당대회	전당/NNG+대회/NNG
당시만	당시/NNG+만/JX
해도	하/VV+아도/EC
민주당이	민주당/NNP+이/JKS
앞서	앞서/VV+어/EC
있었다.	있/VX+었/EP+다/EF+./SF


# id : NWRW1800000036.406.8.1
그러나 박근혜 후보가 전면에 나서 한나라당을 새누리당으로 바꾸고 4·11총선에서 승리한 뒤엔 새누리당이 10%포인트 이상 차이를 벌리며 앞서 갔다.

그러나	그러나/MAJ
박근혜	박근혜/NNP
후보가	후보/NNG+가/JKS
전면에	전면/NNG+에/JKB
나서	나서/VV+어/EC
한나라당을	한나라당/NNP+을/JKO
새누리당으로	새누리당/NNP+으로/JKB
바꾸고	바꾸/VV+고/EC
4·11총선에서	4/SN+·/SP+11/SN+총선/NNG+에서/JKB
승리한	승리/NNG+하/XSV+ㄴ/ETM
뒤엔	뒤/NNG+에/JKB+ㄴ/JX
새누리당이	새누리당/NNP+이/JKS
10%포인트	10/SN+%포인트/NNG
이상	이상/NNG
차이를	차이/NNG+를/JKO
벌리며	벌리/VV+며/EC
앞서	앞서/MAG
갔다.	가/VV+았/EP+다/EF+./SF


# id : NWRW1800000036.406.9.1
8월20일에는 박근혜 후보가 새누리당 대선후보로 확정됐지만, 민주당도 8월25일 전국 순회경선을 시작해 9월16일 문재인 후보를 확정하며 새누리당을 맹렬히 추격하고 있다.

8월20일에는	8/SN+월/NNB+20/SN+일/NNB+에/JKB+는/JX
박근혜	박근혜/NNP
후보가	후보/NNG+가/JKS
새누리당	새누리당/NNP
대선후보로	대선/NNG+후보/NNG+로/JKB
확정됐지만,	확정/NNG+되/XSV+었/EP+지만/EC+,/SP
민주당도	민주당/NNP+도/JX
8월25일	8/SN+월/NNB+25/SN+일/NNB
전국	전국/NNG
순회경선을	순회/NNG+경선/NNG+을/JKO
시작해	시작/NNG+하/XSV+아/EC
9월16일	9/SN+월/NNB+16/SN+일/NNB
문재인	문재인/NNP
후보를	후보/NNG+를/JKO
확정하며	확정/NNG+하/XSV+며/EC
새누리당을	새누리당/NNP+을/JKO
맹렬히	맹렬히/MAG
추격하고	추격/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000036.406.10.1
민주당의 지지율 상승은 민주당 경선이 흥행에 실패했다는 통념과 어긋난다.

민주당의	민주당/NNP+의/JKG
지지율	지지/NNG+율/XSN
상승은	상승/NNG+은/JX
민주당	민주당/NNP
경선이	경선/NNG+이/JKS
흥행에	흥행/NNG+에/JKB
실패했다는	실패/NNG+하/XSV+았/EP+다는/ETM
통념과	통념/NNG+과/JKB
어긋난다.	어긋나/VV+ㄴ다/EF+./SF


# id : NWRW1800000036.406.11.1
민주당 지지율이 상승한 이유는 뭘까?

민주당	민주당/NNP
지지율이	지지/NNG+율/XSN+이/JKS
상승한	상승/NNG+하/XSV+ㄴ/ETM
이유는	이유/NNG+는/JX
뭘까?	뭐/NP+이/VCP+ㄹ까/EF+?/SF


# id : NWRW1800000036.406.11.2
‘문재인 바람’ 때문인 것으로 보인다.

‘문재인	‘/SS+문재인/NNP
바람’	바람/NNG+’/SS
때문인	때문/NNB+이/VCP+ㄴ/ETM
것으로	것/NNB+으로/JKB
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000036.406.12.1
오영식 민주당 전략홍보본부장은 “후보가 확정되기 전까지 확실한 지지를 유보했던 민주당의 전통적 지지층이나 (민주당에) 우호적인 유권자들이 결집하고 있다”며 “단순한 컨벤션 효과가 아니기 때문에 상당기간 지속할 가능성이 높다”고 내다봤다.

오영식	오영식/NNP
민주당	민주당/NNP
전략홍보본부장은	전략/NNG+홍보/NNG+본부장/NNG+은/JX
“후보가	“/SS+후보/NNG+가/JKS
확정되기	확정/NNG+되/XSV+기/ETN
전까지	전/NNG+까지/JX
확실한	확실하/VA+ㄴ/ETM
지지를	지지/NNG+를/JKO
유보했던	유보/NNG+하/XSV+았/EP+던/ETM
민주당의	민주당/NNP+의/JKG
전통적	전통/NNG+적/XSN
지지층이나	지지/NNG+층/XSN+이나/JC
(민주당에)	(/SS+민주당/NNP+에/JKB+)/SS
우호적인	우호/NNG+적/XSN+이/VCP+ㄴ/ETM
유권자들이	유권자/NNG+들/XSN+이/JKS
결집하고	결집/NNG+하/XSV+고/EC
있다”며	있/VX+다/EF+”/SS+며/EC
“단순한	“/SS+단순/NNG+하/XSA+ㄴ/ETM
컨벤션	컨벤션/NNG
효과가	효과/NNG+가/JKC
아니기	아니/VCN+기/ETN
때문에	때문/NNB+에/JKB
상당기간	상당/NNG+기간/NNG
지속할	지속/NNG+하/XSV+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
높다”고	높/VA+다/EF+”/SS+고/JKQ
내다봤다.	내다보/VV+았/EP+다/EF+./SF


# id : NWRW1800000036.406.13.1
특이한 부분은 9월19일 안철수 후보가 출마선언을 했는데도 민주당 지지율은 오르고 있다는 점이다.

특이한	특이/NNG+하/XSA+ㄴ/ETM
부분은	부분/NNG+은/JX
9월19일	9/SN+월/NNB+19/SN+일/NNB
안철수	안철수/NNP
후보가	후보/NNG+가/JKS
출마선언을	출마/NNG+선언/NNG+을/JKO
했는데도	하/VV+았/EP+는데/EC+도/JX
민주당	민주당/NNP
지지율은	지지/NNG+율/XSN+은/JX
오르고	오르/VV+고/EC
있다는	있/VX+다는/ETM
점이다.	점/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000036.406.14.1
이에 대해 민주당 안에서는 “안철수 후보에 대한 지지는 출마선언 이전부터 선반영되어 있었기 때문에 민주당 지지율에 크게 영향을 미치지 않는다”는 해석이 있다.

이에	이/NP+에/JKB
대해	대하/VV+아/EC
민주당	민주당/NNP
안에서는	안/NNG+에서/JKB+는/JX
“안철수	“/SS+안철수/NNP
후보에	후보/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
지지는	지지/NNG+는/JX
출마선언	출마/NNG+선언/NNG
이전부터	이전/NNG+부터/JX
선반영되어	선반영/NNG+되/XSV+어/EC
있었기	있/VX+었/EP+기/ETN
때문에	때문/NNB+에/JKB
지지율에	지지/NNG+율/XSN+에/JKB
크게	크/VA+게/EC
영향을	영향/NNG+을/JKO
미치지	미치/VV+지/EC
않는다”는	않/VX+는다/EF+”/SS+는/ETM
해석이	해석/NNG+이/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000036.406.15.1
그런가 하면 정권교체 가능성이 전반적으로 높아지면서 민주당에 대한 기대도 함께 높아졌다는 분석이 있다.

그런가	그렇/VA+ㄴ가/EF
하면	하/VV+면/EC
정권교체	정권/NNG+교체/NNG
가능성이	가능/NNG+성/XSN+이/JKS
전반적으로	전반/NNG+적/XSN+으로/JKB
높아지면서	높아지/VV+면서/EC
민주당에	민주당/NNP+에/JKB
대한	대하/VV+ㄴ/ETM
기대도	기대/NNG+도/JX
함께	함께/MAG
높아졌다는	높아지/VV+었/EP+다는/ETM
분석이	분석/NNG+이/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000036.406.16.1
안철수 후보가 당적이 없는 무소속이기 때문에 야권 후보 단일화를 염두에 둔 ‘안철수 지지자’들이 민주당을 지지한다는 것이다.

안철수	안철수/NNP
후보가	후보/NNG+가/JKS
당적이	당적/NNG+이/JKS
없는	없/VA+는/ETM
무소속이기	무/XPN+소속/NNG+이/VCP+기/ETN
때문에	때문/NNB+에/JKB
야권	야권/NNG
후보	후보/NNG
단일화를	단일/NNG+화/XSN+를/JKO
염두에	염두/NNG+에/JKB
둔	두/VV+ㄴ/ETM
‘안철수	‘/SS+안철수/NNP
지지자’들이	지지자/NNG+’/SS+들/XSN+이/JKS
민주당을	민주당/NNP+을/JKO
지지한다는	지지/NNG+하/XSV+ㄴ다는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


