# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000033.102
metadata : {}


# id : NWRW1800000033.102.1.1
[함께가는 공기업]노후 가스시설 무료 교체… 직원이 직접 찾아 봉사한다

[함께가는	[/SS+함께/MAG+가/VV+는/ETM
사랑(농촌사랑	사랑/NNG+(/SS+농촌/NNG+사랑/NNG
실천)’	실천/NNG+)/SS+’/SS
‘나라	‘/SS+나라/NNG
사랑(국가재난	사랑/NNG+(/SS+국가/NNG+재난/NNG
대응)’이라는	대응/NNG+)/SS+’/SS+이/VCP+라는/ETM
4대	4/SN+대/NNG
전략	전략/NNG
아래	아래/NNG
지역별로	지역/NNG+별/XSN+로/JKB
활발한	활발하/VA+ㄴ/ETM
사회공헌활동을	사회/NNG+공헌/NNG+활동/NNG+을/JKO
지속적으로	지속/NNG+적/XSN+으로/JKB
전개하고	전개/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000033.102.4.1
한국가스안전공사의 사회공헌활동은 자선·기부활동에서 더 나아가 가스안전 관리 전문 기관으로서 전문성을 살린 창의적인 봉사활동인 것이 특징이다.

한국가스안전공사의	한국가스안전공사/NNP+의/JKG
사회공헌활동은	사회/NNG+공헌/NNG+활동/NNG+은/JX
자선·기부활동에서	자선/NNG+·/SP+기부/NNG+활동/NNG+에서/JKB
더	더/MAG
나아가	나아가/VV+아/EC
가스안전	가스/NNG+안전/NNG
관리	관리/NNG
전문	전문/NNG
기관으로서	기관/NNG+으로서/JKB
전문성을	전문/NNG+성/XSN+을/JKO
살린	살리/VV+ㄴ/ETM
창의적인	창의/NNG+적/XSN+이/VCP+ㄴ/ETM
봉사활동인	봉사/NNG+활동/NNG+이/VCP+ㄴ/ETM
것이	것/NNB+이/JKS
특징이다.	특징/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000033.102.4.2
주로 가스사고 예방을 위한 기술 봉사로, 대표적인 것이 가스시설 무료 개선사업이다.

주로	주로/MAG
가스사고	가스/NNG+사고/NNG
예방을	예방/NNG+을/JKO
위한	위하/VV+ㄴ/ETM
기술	기술/NNG
봉사로,	봉사/NNG+로/JKB+,/SP
대표적인	대표/NNG+적/XSN+이/VCP+ㄴ/ETM
것이	것/NNB+이/JKS
가스시설	가스/NNG+시설/NNG
무료	무료/NNG
개선사업이다.	개선/NNG+사업/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000033.102.4.3
가스사고를 예방하는 것으로 가스안전 담당 공기업으로서 사회적 책임을 다한다는 목표다.

가스사고를	가스/NNG+사고/NNG+를/JKO
예방하는	예방/NNG+하/XSV+는/ETM
것으로	것/NNB+으로/JKB
가스안전	가스/NNG+안전/NNG
담당	담당/NNG
공기업으로서	공기업/NNG+으로서/JKB
사회적	사회/NNG+적/XSN
책임을	책임/NNG+을/JKO
다한다는	다/MAG+하/XSV+ㄴ다는/ETM
목표다.	목표/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000033.102.5.1
지난해에는 국민기초생활수급자 8만5000여 가구의 노후·불량 가스시설을 무상으로 교체했고 올해도 184억 원을 투입해 9만 여 가구의 시설을 무료로 개선해주고 있다.

지난해에는	지난해/NNG+에/JKB+는/JX
국민기초생활수급자	국민/NNG+기초/NNG+생활/NNG+수급자/NNG
8만5000여	8/SN+만/NR+5000/SN+여/XSN
가구의	가구/NNG+의/JKG
노후·불량	노후/NNG+·/SP+불량/NNG
가스시설을	가스/NNG+시설/NNG+을/JKO
무상으로	무상/NNG+으로/JKB
교체했고	교체/NNG+하/XSV+았/EP+고/EC
올해도	올해/NNG+도/JX
184억	184/SN+억/NR
원을	원/NNB+을/JKO
투입해	투입/NNG+하/XSV+아/EC
9만	9/SN+만/NR
여	여/XSN
시설을	시설/NNG+을/JKO
무료로	무료/NNG+로/JKB
개선해주고	개선/NNG+하/XSV+아/EC+주/VX+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000033.102.6.1
공사 측은 “경제적 여력이 없어 가스사고 위험에 노출돼 있는 서민층의 노후 가스시설을 개선해주는 사업”이라고 설명했다.

공사	공사/NNG
측은	측/NNB+은/JX
“경제적	“/SS+경제/NNG+적/XSN
여력이	여력/NNG+이/JKS
없어	없/VA+어/EC
가스사고	가스/NNG+사고/NNG
위험에	위험/NNG+에/JKB
노출돼	노출/NNG+되/XSV+어/EC
있는	있/VX+는/ETM
서민층의	서민/NNG+층/XSN+의/JKG
노후	노후/NNG
가스시설을	가스/NNG+시설/NNG+을/JKO
개선해주는	개선/NNG+하/XSV+아/EC+주/VX+는/ETM
사업”이라고	사업/NNG+”/SS+이라고/JKQ
설명했다.	설명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.102.6.2
2008년부터는 장애인, 노인복지시설 등 사회복지시설의 가스시설 안전 점검 및 개선 작업도 실시하고 있다.

2008년부터는	2008/SN+년/NNB+부터/JX+는/JX
장애인,	장애인/NNG+,/SP
노인복지시설	노인/NNG+복지/NNG+시설/NNG
등	등/NNB
사회복지시설의	사회/NNG+복지/NNG+시설/NNG+의/JKG
가스시설	가스/NNG+시설/NNG
안전	안전/NNG
점검	점검/NNG
및	및/MAG
개선	개선/NNG
작업도	작업/NNG+도/JX
실시하고	실시/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000033.102.6.3
지난해까지 전국 11만7280개 시설을 개선했고, 어린이들의 조기 가스안전의식을 높이기 위해 전국 200여 개의 지역 아동센터를 찾아가 가스안전 교육을 실시하고 있기도 하다.

지난해까지	지난해/NNG+까지/JX
전국	전국/NNG
11만7280개	11/SN+만/NR+7280/SN+개/NNB
시설을	시설/NNG+을/JKO
개선했고,	개선/NNG+하/XSV+았/EP+고/EC+,/SP
어린이들의	어린이/NNG+들/XSN+의/JKG
조기	조기/NNG
가스안전의식을	가스/NNG+안전/NNG+의식/NNG+을/JKO
높이기	높이/VV+기/ETN
위해	위하/VV+아/EC
200여	200/SN+여/XSN
개의	개/NNB+의/JKG
지역	지역/NNG
아동센터를	아동/NNG+센터/NNG+를/JKO
찾아가	찾아가/VV+아/EC
가스안전	가스/NNG+안전/NNG
교육을	교육/NNG+을/JKO
실시하고	실시/NNG+하/XSV+고/EC
있기도	있/VX+기/ETN+도/JX
하다.	하/VX+다/EF+./SF


# id : NWRW1800000033.102.7.1
이 밖에 2007년부터 매년 11, 12월이면 소외계층의 따뜻한 겨울나기를 돕기 위해 ‘워밍업 코리아’라는 이름으로 귀뚜라미그룹 등 가스 업계와 연합해 봉사활동을 하고 있다.

이	이/NP
밖에	밖/NNG+에/JKB
2007년부터	2007/SN+년/NNB+부터/JX
매년	매년/MAG
11,	11/SN+,/SP
12월이면	12/SN+월/NNB+이/VCP+면/EC
소외계층의	소외/NNG+계층/NNG+의/JKG
따뜻한	따뜻하/VA+ㄴ/ETM
겨울나기를	겨울나기/NNG+를/JKO
돕기	돕/VV+기/ETN
위해	위하/VV+아/EC
‘워밍업	‘/SS+워밍업/NNG
코리아’라는	코리아/NNP+’/SS+이/VCP+라는/ETM
이름으로	이름/NNG+으로/JKB
귀뚜라미그룹	귀뚜라미그룹/NNP
등	등/NNB
가스	가스/NNG
업계와	업계/NNG+와/JKB
연합해	연합/NNG+하/XSV+아/EC
봉사활동을	봉사/NNG+활동/NNG+을/JKO
하고	하/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000033.102.7.2
본사가 이전하게 될 충북 음성 및 진천 지역과는 ‘1사 1촌 일손 돕기’ ‘다문화 가정·장애 어린이 초청 문화공연 축제행사(천사축제)’ 개최 등 다양한 활동을 하고 있다.

본사가	본사/NNG+가/JKS
이전하게	이전/NNG+하/XSV+게/EC
될	되/VV+ㄹ/ETM
충북	충북/NNP
음성	음성/NNP
및	및/MAG
진천	진천/NNP
지역과는	지역/NNG+과/JKB+는/JX
‘1사	‘/SS+1/SN+사/NNG
1촌	1/SN+촌/NNG
일손	일손/NNG
돕기’	돕/VV+기/ETN+’/SS
‘다문화	‘/SS+다문화/NNG
가정·장애	가정/NNG+·/SP+장애/NNG
어린이	어린이/NNG
초청	초청/NNG
문화공연	문화/NNG+공연/NNG
축제행사(천사축제)’	축제/NNG+행사/NNG+(/SS+천사/NNG+축제/NNG+)/SS+’/SS
개최	개최/NNG
등	등/NNB
다양한	다양/NNG+하/XSA+ㄴ/ETM
활동을	활동/NNG+을/JKO
하고	하/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000033.102.8.1
이 같은 노력을 바탕으로 공사는 2009년 한국표준협회와 농촌사랑범국민운동본부가 주관하는 ‘사회공헌 우수기업 인증’을 획득했다.

이	이/NP
같은	같/VA+은/ETM
노력을	노력/NNG+을/JKO
바탕으로	바탕/NNG+으로/JKB
공사는	공사/NNG+는/JX
2009년	2009/SN+년/NNB
한국표준협회와	한국표준협회/NNP+와/JC
농촌사랑범국민운동본부가	농촌/NNG+사랑/NNG+범/XPN+국민운동/NNG+본부/NNG+가/JKS
주관하는	주관/NNG+하/XSV+는/ETM
‘사회공헌	‘/SS+사회/NNG+공헌/NNG
우수기업	우수/NNG+기업/NNG
인증’을	인증/NNG+’/SS+을/JKO
획득했다.	획득/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.102.8.2
특히 올해 창단 8주년을 맞은 봉사단은 보건복지부 주관 나눔실천 유공기업으로 선정되기도 했다.

특히	특히/MAG
올해	올해/NNG
창단	창단/NNG
8주년을	8/SN+주년/NNB+을/JKO
맞은	맞/VV+은/ETM
봉사단은	봉사단/NNG+은/JX
보건복지부	보건/NNG+복지부/NNG
주관	주관/NNG
나눔실천	나누/VV+ㅁ/ETN+실천/NNG
유공기업으로	유공/NNG+기업/NNG+으로/JKB
선정되기도	선정/NNG+되/XSV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000033.102.8.3
한국가스안전공사 봉사단은 “나눔 실천을 펼칠 때마다 우리 직원들이 더 많은 것을 배우고 느끼게 된다”며 “직원의 자발적 참여를 바탕으로, 가스안전 사고도 예방하고 우리 주변의 소외된 이웃도 보살피는 상생(相生)경영 방침을 앞으로도 이어갈 계획”이라고 말했다.

한국가스안전공사	한국가스안전공사/NNP
봉사단은	봉사단/NNG+은/JX
“나눔	“/SS+나누/VV+ㅁ/ETN
실천을	실천/NNG+을/JKO
펼칠	펼치/VV+ㄹ/ETM
때마다	때/NNG+마다/JX
우리	우리/NP
직원들이	직원/NNG+들/XSN+이/JKS
더	더/MAG
많은	많/VA+은/ETM
것을	것/NNB+을/JKO
배우고	배우/VV+고/EC
느끼게	느끼/VV+게/EC
된다”며	되/VV+ㄴ다/EF+”/SS+며/EC
“직원의	“/SS+직원/NNG+의/JKG
자발적	자발/NNG+적/XSN
참여를	참여/NNG+를/JKO
바탕으로,	바탕/NNG+으로/JKB+,/SP
가스안전	가스/NNG+안전/NNG
사고도	사고/NNG+도/JX
예방하고	예방/NNG+하/XSV+고/EC
주변의	주변/NNG+의/JKG
소외된	소외/NNG+되/XSV+ㄴ/ETM
이웃도	이웃/NNG+도/JX
보살피는	보살피/VV+는/ETM
상생(相生)경영	상생/NNG+(/SS+相生/SH+)/SS+경영/NNG
방침을	방침/NNG+을/JKO
앞으로도	앞/NNG+으로/JKB+도/JX
이어갈	잇/VV+어/EC+가/VX+ㄹ/ETM
계획”이라고	계획/NNG+”/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


