# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000029.41
metadata : {}


# id : NWRW1800000029.41.1.1
30년 사용가능한 희토류 광맥… 충북 충주-강원 홍천에서 발견

30년	30/SN+년/NNB
‘자철석’	‘/SS+자철석/NNG+’/SS
계열이다.	계열/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000029.41.4.3
희토류가 어떤 물질과 함께 존재하느냐는 매우 중요하다.

희토류가	희토/NNG+류/XSN+가/JKS
어떤	어떤/MMD
물질과	물질/NNG+과/JKB
함께	함께/MAG
존재하느냐는	존재/NNG+하/XSV+느냐는/ETM
매우	매우/MAG
중요하다.	중요/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000029.41.4.4
희토류의 품위가 비교적 낮아도 채산성을 맞출 수 있기 때문이다.

희토류의	희토/NNG+류/XSN+의/JKG
품위가	품위/NNG+가/JKS
비교적	비교/NNG+적/XSN
낮아도	낮/VA+아도/EC
채산성을	채산/NNG+성/XSN+을/JKO
맞출	맞추/VV+ㄹ/ETM
수	수/NNB
있기	있/VA+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000029.41.4.5
고 단장은 “희토류만 개발한다고 가정하면 품위가 2%는 넘어야 하지만 부수적으로 산출되는 자원이 있다면 품위가 더 낮아도 경제성이 있다”며 “충주 광맥은 일반 자석도 ‘철썩’ 붙을 정도로 철이 많아 철광석도 함께 생산할 수 있을 것”이라고 설명했다.

고	고/NNP
단장은	단장/NNG+은/JX
“희토류만	“/SS+희토/NNG+류/XSN+만/JX
개발한다고	개발/NNG+하/XSV+ㄴ다고/EC
가정하면	가정/NNG+하/XSV+면/EC
품위가	품위/NNG+가/JKS
2%는	2/SN+%/SW+는/JX
넘어야	넘/VV+어야/EC
하지만	하/VX+지만/EC
부수적으로	부수/NNG+적/XSN+으로/JKB
산출되는	산출/NNG+되/XSV+는/ETM
자원이	자원/NNG+이/JKS
있다면	있/VA+다면/EC
더	더/MAG
낮아도	낮/VA+아도/EC
경제성이	경제/NNG+성/XSN+이/JKS
있다”며	있/VA+다/EF+”/SS+며/EC
“충주	“/SS+충주/NNP
광맥은	광맥/NNG+은/JX
일반	일반/NNG
자석도	자석/NNG+도/JX
‘철썩’	‘/SS+철썩/MAG+’/SS
붙을	붙/VV+을/ETM
정도로	정도/NNG+로/JKB
철이	철/NNG+이/JKS
많아	많/VA+아/EC
철광석도	철광석/NNG+도/JX
함께	함께/MAG
생산할	생산/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있을	있/VA+을/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
설명했다.	설명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000029.41.5.1
홍천군 두촌면 일대의 희토류 광맥은 평균 23m 폭으로 남북에 걸쳐 1.2km 길이로 발달됐다.

홍천군	홍천군/NNP
두촌면	두촌면/NNP
일대의	일대/NNG+의/JKG
희토류	희토/NNG+류/XSN
광맥은	광맥/NNG+은/JX
평균	평균/NNG
23m	23/SN+m/SW
폭으로	폭/NNG+으로/JKB
남북에	남북/NNG+에/JKB
걸쳐	걸치/VV+어/EC
1.2km	1/SN+./SP+2/SN+km/SW
길이로	길이/NNG+로/JKB
발달됐다.	발달/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000029.41.5.2
1264만 t 규모로 품위는 0.1∼4.7%이며 평균 0.6%다.

1264만	1264/SN+만/NR
t	t/SW
규모로	규모/NNG+로/JKB
품위는	품위/NNG+는/JX
0.1∼4.7%이며	0/SN+./SP+1/SN+∼/SO+4/SN+./SP+7/SN+%/SW+이/VCP+며/EC
평균	평균/NNG
0.6%다.	0/SN+./SP+6/SN+%/SW+이/VCP+다/EF+./SF


# id : NWRW1800000029.41.5.3
규모와 품위로 미뤄 희토류는 7만6000t 정도 있을 것으로 추정된다.

규모와	규모/NNG+와/JC
품위로	품위/NNG+로/JKB
미뤄	미루/VV+어/EC
희토류는	희토/NNG+류/XSN+는/JX
7만6000t	7/SN+만/NR+6000/SN+t/SW
정도	정도/NNG
있을	있/VA+을/ETM
것으로	것/NNB+으로/JKB
추정된다.	추정/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000029.41.5.4
이곳의 희토류 광맥에도 유용한 자원이 포함돼 있다.

이곳의	이곳/NP+의/JKG
희토류	희토/NNG+류/XSN
광맥에도	광맥/NNG+에/JKB+도/JX
유용한	유용/NNG+하/XSA+ㄴ/ETM
자원이	자원/NNG+이/JKS
포함돼	포함/NNG+되/XSV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000029.41.5.5
철광석과 더불어 열에 강한 합금을 만들 때 사용되는 희유금속인 나이오븀(Nb)과 탄탈(Ta)이 섞여 있다.

철광석과	철광석/NNG+과/JKB
더불어	더불/VV+어/EC
열에	열/NNG+에/JKB
강한	강하/VA+ㄴ/ETM
합금을	합금/NNG+을/JKO
만들	만들/VV+ㄹ/ETM
때	때/NNG
사용되는	사용/NNG+되/XSV+는/ETM
희유금속인	희유금속/NNG+이/VCP+ㄴ/ETM
나이오븀(Nb)과	나이오븀/NNG+(/SS+Nb/SL+)/SS+과/JC
탄탈(Ta)이	탄탈/NNG+(/SS+Ta/SL+)/SS+이/JKS
섞여	섞이/VV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000029.41.6.1
충주와 홍천은 예전부터 희토류를 비롯한 희유금속이 소량 있을 것으로 추정되던 곳이었다.

충주와	충주/NNP+와/JC
홍천은	홍천/NNP+은/JX
예전부터	예전/NNG+부터/JX
희토류를	희토/NNG+류/XSN+를/JKO
비롯한	비롯하/VV+ㄴ/ETM
희유금속이	희유금속/NNG+이/JKS
소량	소량/NNG
있을	있/VA+을/ETM
것으로	것/NNB+으로/JKB
추정되던	추정/NNG+되/XSV+던/ETM
곳이었다.	곳/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000029.41.6.2
연구조사가 충분히 이뤄지지 않아 규모와 품위가 알려지지 않았다.

연구조사가	연구/NNG+조사/NNG+가/JKS
충분히	충분히/MAG
이뤄지지	이뤄지/VV+지/EC
않아	않/VX+아/EC
규모와	규모/NNG+와/JC
품위가	품위/NNG+가/JKS
알려지지	알려지/VV+지/EC
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000029.41.6.3
지식경제부와 지질자원연구원은 2010년 6월부터 국내 11개 지역을 대상으로 희유금속 매장량을 조사해왔다.

지식경제부와	지식/NNG+경제부/NNG+와/JC
지질자원연구원은	지질자원연구원/NNP+은/JX
2010년	2010/SN+년/NNB
6월부터	6/SN+월/NNB+부터/JX
국내	국내/NNG
11개	11/SN+개/NNB
지역을	지역/NNG+을/JKO
대상으로	대상/NNG+으로/JKB
희유금속	희유금속/NNG
매장량을	매장량/NNG+을/JKO
조사해왔다.	조사/NNG+하/XSV+아/EC+오/VX+았/EP+다/EF+./SF


# id : NWRW1800000029.41.6.4
그 결과 홍천과 충주에서는 대규모 희토류 광맥이 발견됐지만 충북 단양군과 전북 무주군은 일찌감치 경제성이 없는 것으로 판명돼 조사가 중단되기도 했다.

그	그/MMD
결과	결과/NNG
홍천과	홍천/NNP+과/JC
충주에서는	충주/NNP+에서/JKB+는/JX
대규모	대/XPN+규모/NNG
희토류	희토/NNG+류/XSN
광맥이	광맥/NNG+이/JKS
발견됐지만	발견/NNG+되/XSV+었/EP+지만/EC
충북	충북/NNP
단양군과	단양군/NNP+과/JC
전북	전북/NNP
무주군은	무주군/NNP+은/JX
일찌감치	일찌감치/MAG
경제성이	경제/NNG+성/XSN+이/JKS
없는	없/VA+는/ETM
것으로	것/NNB+으로/JKB
판명돼	판명/NNG+되/XSV+어/EC
조사가	조사/NNG+가/JKS
중단되기도	중단/NNG+되/XSV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000029.41.7.1
지질자원연구원은 2013년까지 충주와 홍천의 희토류 광맥을 추가 조사해 매장량을 더욱 정확히 산정할 계획이다.

지질자원연구원은	지질자원연구원/NNP+은/JX
2013년까지	2013/SN+년/NNB+까지/JX
충주와	충주/NNP+와/JC
홍천의	홍천/NNP+의/JKG
희토류	희토/NNG+류/XSN
광맥을	광맥/NNG+을/JKO
추가	추가/NNG
조사해	조사/NNG+하/XSV+아/EC
매장량을	매장량/NNG+을/JKO
더욱	더욱/MAG
정확히	정확히/MAG
산정할	산정/NNG+하/XSV+ㄹ/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000029.41.7.2
현재 조사된 광맥은 지표에서 200∼400m 깊이에 불과하다.

현재	현재/MAG
조사된	조사/NNG+되/XSV+ㄴ/ETM
광맥은	광맥/NNG+은/JX
지표에서	지표/NNG+에서/JKB
200∼400m	200/SN+∼/SO+400/SN+m/SW
깊이에	깊이/NNG+에/JKB
불과하다.	불과/MAG+하/XSA+다/EF+./SF


# id : NWRW1800000029.41.7.3
고 단장은 “광맥이 500m 이상의 깊이까지 연장됐을 가능성도 검토하고 있다”며 “직접 땅에 구멍을 뚫어 살펴볼 것”이라고 밝혔다.

고	고/NNP
단장은	단장/NNG+은/JX
“광맥이	“/SS+광맥/NNG+이/JKS
500m	500/SN+m/SW
이상의	이상/NNG+의/JKG
깊이까지	깊이/NNG+까지/JX
연장됐을	연장/NNG+되/XSV+었/EP+을/ETM
가능성도	가능/NNG+성/XSN+도/JX
검토하고	검토/NNG+하/XSV+고/EC
있다”며	있/VX+다/EF+”/SS+며/EC
“직접	“/SS+직접/MAG
땅에	땅/NNG+에/JKB
구멍을	구멍/NNG+을/JKO
뚫어	뚫/VV+어/EC
살펴볼	살펴보/VV+ㄹ/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000029.41.7.4
만약 광맥이 깊은 곳까지 연장됐다면 희토류 매장량은 현재보다 늘어날 수도 있다.

만약	만약/MAG
광맥이	광맥/NNG+이/JKS
깊은	깊/VA+은/ETM
곳까지	곳/NNG+까지/JX
연장됐다면	연장/NNG+되/XSV+었/EP+다면/EC
희토류	희토/NNG+류/XSN
매장량은	매장량/NNG+은/JX
현재보다	현재/NNG+보다/JKB
늘어날	늘어나/VV+ㄹ/ETM
수도	수/NNB+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000029.41.7.5
국내에 개발 가능한 희토류가 있는 것으로 확인됐지만 희토류를 산업에서 바로 사용하기에는 아직 난제가 많다.

국내에	국내/NNG+에/JKB
개발	개발/NNG
가능한	가능/NNG+하/XSA+ㄴ/ETM
희토류가	희토/NNG+류/XSN+가/JKS
있는	있/VA+는/ETM
것으로	것/NNB+으로/JKB
확인됐지만	확인/NNG+되/XSV+었/EP+지만/EC
희토류를	희토/NNG+류/XSN+를/JKO
산업에서	산업/NNG+에서/JKB
바로	바로/MAG
사용하기에는	사용/NNG+하/XSV+기/ETN+에/JKB+는/JX
아직	아직/MAG
난제가	난제/NNG+가/JKS
많다.	많/VA+다/EF+./SF


# id : NWRW1800000029.41.7.6
희토류의 특성상 원소별로 분리하기 어렵기 때문이다.

희토류의	희토/NNG+류/XSN+의/JKG
특성상	특성/NNG+상/XSN
원소별로	원소/NNG+별/XSN+로/JKB
분리하기	분리/NNG+하/XSV+기/ETN
어렵기	어렵/VA+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000029.41.7.7
세계적으로도 희토류를 정제해 소재금속으로 만드는 기술을 보유한 나라는 미국, 일본, 중국 정도다.

세계적으로도	세계/NNG+적/XSN+으로/JKB+도/JX
희토류를	희토/NNG+류/XSN+를/JKO
정제해	정제/NNG+하/XSV+아/EC
소재금속으로	소재/NNG+금속/NNG+으로/JKB
만드는	만들/VV+는/ETM
기술을	기술/NNG+을/JKO
보유한	보유/NNG+하/XSV+ㄴ/ETM
나라는	나라/NNG+는/JX
미국,	미국/NNP+,/SP
일본,	일본/NNP+,/SP
중국	중국/NNP
정도다.	정도/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000029.41.8.1
희토류를 소재금속으로 만들려면 크게 세 단계 공정을 거쳐야 한다.

희토류를	희토/NNG+류/XSN+를/JKO
소재금속으로	소재/NNG+금속/NNG+으로/JKB
만들려면	만들/VV+려면/EC
크게	크/VA+게/EC
세	세/MMN
단계	단계/NNG
공정을	공정/NNG+을/JKO
거쳐야	거치/VV+어야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000029.41.8.2
먼저 광석에서 희토류를 분리하는 ‘선광’ 공정과 품위를 높이는 ‘제련’ 공정을 통해 순도를 99% 이상으로 올려야 한다.

먼저	먼저/MAG
광석에서	광석/NNG+에서/JKB
희토류를	희토/NNG+류/XSN+를/JKO
분리하는	분리/NNG+하/XSV+는/ETM
‘선광’	‘/SS+선광/NNG+’/SS
공정과	공정/NNG+과/JC
품위를	품위/NNG+를/JKO
높이는	높이/VV+는/ETM
‘제련’	‘/SS+제련/NNG+’/SS
공정을	공정/NNG+을/JKO
통해	통하/VV+아/EC
순도를	순도/NNG+를/JKO
99%	99/SN+%/SW
이상으로	이상/NNG+으로/JKB
올려야	올리/VV+어야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000029.41.8.3
현재 우리나라는 희토류를 선광하고 제련하는 기술을 갖고 있지만 세계 수준과 비교하면 80% 정도에 불과하다.

현재	현재/MAG
우리나라는	우리나라/NNG+는/JX
희토류를	희토/NNG+류/XSN+를/JKO
선광하고	선광/NNG+하/XSV+고/EC
제련하는	제련/NNG+하/XSV+는/ETM
기술을	기술/NNG+을/JKO
갖고	갖/VV+고/EC
있지만	있/VX+지만/EC
세계	세계/NNG
수준과	수준/NNG+과/JKB
비교하면	비교/NNG+하/XSV+면/EC
80%	80/SN+%/SW
정도에	정도/NNG+에/JKB
불과하다.	불과/MAG+하/XSA+다/EF+./SF


# id : NWRW1800000029.41.9.1
희토류는 마지막으로 ‘소재화’ 공정을 거쳐 특정 원소만 분리해야 반도체나 2차전지에 활용할 수 있다.

희토류는	희토/NNG+류/XSN+는/JX
마지막으로	마지막/NNG+으로/JKB
‘소재화’	‘/SS+소재/NNG+화/XSN+’/SS
공정을	공정/NNG+을/JKO
거쳐	거치/VV+어/EC
특정	특정/NNG
원소만	원소/NNG+만/JX
분리해야	분리/NNG+하/XSV+아야/EC
반도체나	반도체/NNG+나/JC
2차전지에	2/SN+차/NNB+전지/NNG+에/JKB
활용할	활용/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000029.41.9.2
하지만 우리나라는 ‘소재화’ 공정 기술이 아예 없다.

하지만	하지만/MAJ
우리나라는	우리나라/NNG+는/JX
‘소재화’	‘/SS+소재/NNG+화/XSN+’/SS
공정	공정/NNG
기술이	기술/NNG+이/JKS
아예	아예/MAG
없다.	없/VA+다/EF+./SF


# id : NWRW1800000029.41.9.3
희토류를 구성하는 원소는 물리·화학적 특성이 비슷해 분리 기술을 개발하기 쉽지 않다.

희토류를	희토/NNG+류/XSN+를/JKO
구성하는	구성/NNG+하/XSV+는/ETM
원소는	원소/NNG+는/JX
물리·화학적	물리/NNG+·/SP+화학/NNG+적/XSN
특성이	특성/NNG+이/JKS
비슷해	비슷하/VA+아/EC
분리	분리/NNG
기술을	기술/NNG+을/JKO
개발하기	개발/NNG+하/XSV+기/ETN
쉽지	쉽/VA+지/EC
않다.	않/VX+다/EF+./SF


# id : NWRW1800000029.41.9.4
장호완 지질자원연구원장은 “올해 1월 인도 국립제련연구소(NML)와 추출 기술을 공동개발하기로 양해각서를 체결했다”며 “국내 희토류 광맥 탐사와 더불어 희토류의 순도를 높이고 개별적으로 추출하는 기술을 개발하고 있다”고 밝혔다.

장호완	장호완/NNP
지질자원연구원장은	지질자원연구원장/NNG+은/JX
“올해	“/SS+올해/NNG
1월	1/SN+월/NNB
인도	인도/NNP
국립제련연구소(NML)와	국립제련연구소/NNP+(/SS+NML/SL+)/SS+와/JKB
추출	추출/NNG
기술을	기술/NNG+을/JKO
공동개발하기로	공동/NNG+개발/NNG+하/XSV+기/ETN+로/JKB
양해각서를	양해/NNG+각서/NNG+를/JKO
체결했다”며	체결/NNG+하/XSV+았/EP+다/EF+”/SS+며/EC
“국내	“/SS+국내/NNG
희토류	희토/NNG+류/XSN
광맥	광맥/NNG
탐사와	탐사/NNG+와/JKB
더불어	더불/VV+어/EC
희토류의	희토/NNG+류/XSN+의/JKG
순도를	순도/NNG+를/JKO
높이고	높이/VV+고/EC
개별적으로	개별/NNG+적/XSN+으로/JKB
추출하는	추출/NNG+하/XSV+는/ETM
개발하고	개발/NNG+하/XSV+고/EC
있다”고	있/VX+다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


