# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000022.85
metadata : {}


# id : NWRW1800000022.85.1.1
[청년취업 10000명] 제2외국어로 취업 성공기_수출 중소기업 입사한 김형인씨;"러시아어 전공, 이렇게 잘 써먹을 줄 몰랐어요"

[청년취업	[/SS+청년/NNG+취업/NNG
하고	하/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000022.85.8.1
김씨가 대학에 입학하면서 러시아어 전공을 택한 이유는 러시아에 대한 호기심과 발전 가능성 때문.

김씨가	김/NNP+씨/NNB+가/JKS
대학에	대학/NNG+에/JKB
입학하면서	입학/NNG+하/XSV+면서/EC
러시아어	러시아어/NNP
전공을	전공/NNG+을/JKO
택한	택하/VV+ㄴ/ETM
이유는	이유/NNG+는/JX
러시아에	러시아/NNP+에/JKB
대한	대하/VV+ㄴ/ETM
호기심과	호기심/NNG+과/JC
발전	발전/NNG
가능성	가능/NNG+성/XSN
때문.	때문/NNB+./SF


# id : NWRW1800000022.85.8.2
그는 "러시아는 유럽에서부터 아시아 대륙의 동쪽 끝까지 뻗친 광활한 영토와 막대한 부존자원을 바탕으로 경제 대국으로 발전할 가능성이 크다"고 말했다.

그는	그/NP+는/JX
"러시아는	"/SS+러시아/NNP+는/JX
유럽에서부터	유럽/NNP+에서부터/JKB
아시아	아시아/NNP
대륙의	대륙/NNG+의/JKG
동쪽	동쪽/NNG
끝까지	끝/NNG+까지/JX
뻗친	뻗치/VV+ㄴ/ETM
광활한	광활하/VA+ㄴ/ETM
영토와	영토/NNG+와/JC
막대한	막대하/VA+ㄴ/ETM
부존자원을	부존자원/NNG+을/JKO
바탕으로	바탕/NNG+으로/JKB
경제	경제/NNG
대국으로	대국/NNG+으로/JKB
발전할	발전/NNG+하/XSV+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
크다"고	크/VA+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.85.9.1
하지만 러시아어 전공자의 현실은 그리 녹록하지 않았다.

하지만	하지만/MAJ
러시아어	러시아어/NNP
전공자의	전공자/NNG+의/JKG
현실은	현실/NNG+은/JX
그리	그리/MAG
녹록하지	녹록하/VA+지/EC
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000022.85.9.2
영어나 중국어 같은 인기 외국어가 아닌 이른바 '비인기 외국어' 전공자는 기업들의 수요가 많지 않아 졸업 후 취업 길을 보장받기 어려웠다.

영어나	영어/NNP+나/JC
중국어	중국어/NNP
같은	같/VA+은/ETM
인기	인기/NNG
외국어가	외국어/NNG+가/JKC
아닌	아니/VCN+ㄴ/ETM
이른바	이른바/MAG
'비인기	'/SS+비/XPN+인기/NNG
외국어'	외국어/NNG+'/SS
전공자는	전공자/NNG+는/JX
기업들의	기업/NNG+들/XSN+의/JKG
수요가	수요/NNG+가/JKS
많지	많/VA+지/EC
않아	않/VX+아/EC
졸업	졸업/NNG
후	후/NNG
취업	취업/NNG
길을	길/NNG+을/JKO
보장받기	보장/NNG+받/XSV+기/ETN
어려웠다.	어렵/VA+었/EP+다/EF+./SF


# id : NWRW1800000022.85.9.3
그는 "(취업을 위해서는) 전공(러시아어)만으로는 안 되고, 영어나 경제·경영처럼 인기 있는 부전공을 해야 한다는 분위기 팽배했다"고 말했다.

그는	그/NP+는/JX
"(취업을	"/SS+(/SS+취업/NNG+을/JKO
위해서는)	위하/VV+아서/EC+는/JX+)/SS
전공(러시아어)만으로는	전공/NNG+(/SS+러시아어/NNP+)/SS+만/JX+으로/JKB+는/JX
안	안/MAG
되고,	되/VV+고/EC+,/SP
영어나	영어/NNP+나/JC
경제·경영처럼	경제/NNG+·/SP+경영/NNG+처럼/JKB
인기	인기/NNG
있는	있/VA+는/ETM
부전공을	부전공/NNG+을/JKO
해야	하/VV+아야/EC
한다는	하/VX+ㄴ다는/ETM
분위기	분위기/NNG
팽배했다"고	팽배/NNG+하/XSV+았/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.85.9.4
결국 김씨도 영어를 부전공으로 택했고, 안정된 영어교사를 목표로 3년 이상 교사 임용고시를 준비했다.

결국	결국/MAG
김씨도	김/NNP+씨/NNB+도/JX
영어를	영어/NNP+를/JKO
부전공으로	부전공/NNG+으로/JKB
택했고,	택하/VV+았/EP+고/EC+,/SP
안정된	안정/NNG+되/XSV+ㄴ/ETM
영어교사를	영어/NNP+교사/NNG+를/JKO
목표로	목표/NNG+로/JKB
3년	3/SN+년/NNB
이상	이상/NNG
교사	교사/NNG
임용고시를	임용/NNG+고시/NNG+를/JKO
준비했다.	준비/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.85.10.1
하지만 기간제 영어교사로 지내면서 생각이 바뀌었다.

하지만	하지만/MAJ
기간제	기간/NNG+제/XSN
영어교사로	영어/NNP+교사/NNG+로/JKB
지내면서	지내/VV+면서/EC
생각이	생각/NNG+이/JKS
바뀌었다.	바뀌/VV+었/EP+다/EF+./SF


# id : NWRW1800000022.85.10.2
김씨는 "학교는 너무 좁은 세상이라는 생각이 자꾸 들었다"며 "학교 밖의 다른 세상, 큰 세계를 무대로 살 수 있는 직업에 대해 많이 고민했고, 결국 기업체 취업을 택했다"고 말했다.

김씨는	김/NNP+씨/NNB+는/JX
"학교는	"/SS+학교/NNG+는/JX
너무	너무/MAG
좁은	좁/VA+은/ETM
세상이라는	세상/NNG+이/VCP+라는/ETM
생각이	생각/NNG+이/JKS
자꾸	자꾸/MAG
들었다"며	들/VV+었/EP+다/EF+"/SS+며/EC
"학교	"/SS+학교/NNG
밖의	밖/NNG+의/JKG
다른	다른/MMD
세상,	세상/NNG+,/SP
큰	크/VA+ㄴ/ETM
세계를	세계/NNG+를/JKO
무대로	무대/NNG+로/JKB
살	살/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
직업에	직업/NNG+에/JKB
대해	대하/VV+아/EC
많이	많이/MAG
고민했고,	고민/NNG+하/XSV+았/EP+고/EC+,/SP
결국	결국/MAG
기업체	기업체/NNG
취업을	취업/NNG+을/JKO
택했다"고	택하/VV+았/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.85.11.1
영어교사로 일할 때와 비교해 근무 여건이나 연봉 등 보상이 나아진 것은 아니다.

영어교사로	영어/NNP+교사/NNG+로/JKB
일할	일/NNG+하/XSV+ㄹ/ETM
때와	때/NNG+와/JKB
비교해	비교/NNG+하/XSV+아/EC
근무	근무/NNG
여건이나	여건/NNG+이나/JC
연봉	연봉/NNG
등	등/NNB
보상이	보상/NNG+이/JKS
나아진	나아지/VV+ㄴ/ETM
것은	것/NNB+은/JX
아니다.	아니/VCN+다/EF+./SF


# id : NWRW1800000022.85.11.2
하지만 김씨는 "이 회사에서 20대 초·중반의 젊은 인재들이 프로의식을 갖고 일하는 것을 보고 상당한 자극을 받았다"고 말했다.

하지만	하지만/MAJ
김씨는	김/NNP+씨/NNB+는/JX
"이	"/SS+이/MMD
회사에서	회사/NNG+에서/JKB
20대	20/SN+대/NNB
초·중반의	초/NNB+·/SP+중반/NNG+의/JKG
젊은	젊/VA+은/ETM
인재들이	인재/NNG+들/XSN+이/JKS
프로의식을	프로/NNG+의식/NNG+을/JKO
갖고	갖/VV+고/EC
일하는	일/NNG+하/XSV+는/ETM
것을	것/NNB+을/JKO
보고	보/VV+고/EC
상당한	상당/NNG+하/XSA+ㄴ/ETM
자극을	자극/NNG+을/JKO
받았다"고	받/VV+았/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.85.12.1
김씨는 요즘 학창 시절 외국인과 더 많이 접촉하지 못한 것이 가장 아쉽다.

김씨는	김/NNP+씨/NNB+는/JX
요즘	요즘/NNG
학창	학창/NNG
시절	시절/NNG
외국인과	외국인/NNG+과/JKB
더	더/MAG
많이	많이/MAG
접촉하지	접촉/NNG+하/XSV+지/EC
못한	못하/VX+ㄴ/ETM
것이	것/NNB+이/JKS
가장	가장/MAG
아쉽다.	아쉽/VA+다/EF+./SF


# id : NWRW1800000022.85.13.1
"비즈니스 실무를 겪어 보니 결국 사람과 사람 간의 관계였습니다.

"비즈니스	"/SS+비즈니스/NNG
실무를	실무/NNG+를/JKO
겪어	겪/VV+어/EC
보니	보/VX+니/EC
결국	결국/MAG
사람과	사람/NNG+과/JC
사람	사람/NNG
간의	간/NNB+의/JKG
관계였습니다.	관계/NNG+이/VCP+었/EP+습니다/EF+./SF


# id : NWRW1800000022.85.13.2
'서로의 신뢰가 쌓여야 거래도 된다'는 것은 우리 사장님의 지론이기도 합니다."

'서로의	'/SS+서로/NNG+의/JKG
신뢰가	신뢰/NNG+가/JKS
쌓여야	쌓이/VV+어야/EC
거래도	거래/NNG+도/JX
된다'는	되/VV+ㄴ다/EF+'/SS+는/ETM
것은	것/NNB+은/JX
우리	우리/NP
사장님의	사장/NNG+님/XSN+의/JKG
지론이기도	지론/NNG+이/VCP+기/ETN+도/JX
합니다."	하/VX+ㅂ니다/EF+./SF+"/SS


# id : NWRW1800000022.85.14.1
김형인씨 취업 일지

김형인씨	김형인/NNP+씨/NNB
취업	취업/NNG
일지	일지/NNG


# id : NWRW1800000022.85.15.1
·1999년 대학 입학(서울 A대학교 러시아어, 영어 부전공)

·1999년	·/SP+1999/SN+년/NNB
대학	대학/NNG
입학(서울	입학/NNG+(/SS+서울/NNP
A대학교	A/SL+대/XPN+학교/NNG
러시아어,	러시아어/NNP+,/SP
영어	영어/NNP
부전공)	부전공/NNG+)/SS


# id : NWRW1800000022.85.16.1
·2003년 2월 졸업

·2003년	·/SP+2003/SN+년/NNB
2월	2/SN+월/NNB
졸업	졸업/NNG


# id : NWRW1800000022.85.17.1
·2003~2008년 중등학교 기간제 영어교사

·2003~2008년	·/SP+2003/SN+~/SO+2008/SN+년/NNB
중등학교	중등학교/NNG
기간제	기간/NNG+제/XSN
영어교사	영어/NNP+교사/NNG


# id : NWRW1800000022.85.18.1
·2009년 2월 잡월드(www.ibkcsjob.co.kr) 가입

·2009년	·/SP+2009/SN+년/NNB
2월	2/SN+월/NNB
잡월드(www.ibkcsjob.co.kr)	잡월드/NNP+(/SS+www/SL+./SP+ibkcsjob/SL+./SP+co/SL+./SP+kr/SL+)/SS
가입	가입/NNG


# id : NWRW1800000022.85.19.1
·2009년 3월 유가엔터프라이즈㈜ 입사

·2009년	·/SP+2009/SN+년/NNB
3월	3/SN+월/NNB
유가엔터프라이즈㈜	유가엔터프라이즈/NNP+㈜/SW
입사	입사/NNG


# id : NWRW1800000022.85.20.1
김형인씨 취업 성공 비결

김형인씨	김형인/NNP+씨/NNB
취업	취업/NNG
성공	성공/NNG
비결	비결/NNG


# id : NWRW1800000022.85.21.1
·장점: 러시아어와 영어 구사 능력(토익 940점대)

·장점:	·/SP+장점/NNG+:/SP
러시아어와	러시아어/NNP+와/JC
영어	영어/NNP
구사	구사/NNG
능력(토익	능력/NNG+(/SS+토익/NNG
940점대)	940/SN+점/NNB+대/XSN+)/SS


# id : NWRW1800000022.85.22.1
·단점: 졸업 후 교사 임용고시를 준비하느라 기업 실무 경험 부족.

·단점:	·/SP+단점/NNG+:/SP
졸업	졸업/NNG
후	후/NNG
교사	교사/NNG
임용고시를	임용/NNG+고시/NNG+를/JKO
준비하느라	준비/NNG+하/XSV+느라/EC
기업	기업/NNG
실무	실무/NNG
경험	경험/NNG
부족.	부족/NNG+./SF


# id : NWRW1800000022.85.22.2
러시아어 실력도 뒷걸음질

러시아어	러시아어/NNP
실력도	실력/NNG+도/JX
뒷걸음질	뒷걸음/NNG+질/XSN


# id : NWRW1800000022.85.23.1
장점 키우고, 단점 줄인 노력

장점	장점/NNG
키우고,	키우/VV+고/EC+,/SP
단점	단점/NNG
줄인	줄이/VV+ㄴ/ETM
노력	노력/NNG


# id : NWRW1800000022.85.24.1
·입사 후 무역 실무, 해외 마케팅 기법 등 현장 연수

·입사	·/SP+입사/NNG
후	후/NNG
무역	무역/NNG
실무,	실무/NNG+,/SP
해외	해외/NNG
마케팅	마케팅/NNG
기법	기법/NNG
등	등/NNB
현장	현장/NNG
연수	연수/NNG


# id : NWRW1800000022.85.25.1
·러시아어 공인시험(FLEX·TORFL 등) 다시 준비

·러시아어	·/SP+러시아어/NNP
공인시험(FLEX·TORFL	공인/NNG+시험/NNG+(/SS+FLEX/SL+·/SP+TORFL/SL
등)	등/NNB+)/SS
다시	다시/MAG
준비	준비/NNG


# id : NWRW1800000022.85.26.1
새 직장의 장단점

새	새/MMA
직장의	직장/NNG+의/JKG
장단점	장단점/NNG


# id : NWRW1800000022.85.27.1
·만족: 전공을 살려 세계를 무대로 일할 수 있게 된 점

·만족:	·/SP+만족/NNG+:/SP
전공을	전공/NNG+을/JKO
살려	살리/VV+어/EC
세계를	세계/NNG+를/JKO
무대로	무대/NNG+로/JKB
일할	일/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있게	있/VA+게/EC
된	되/VV+ㄴ/ETM
점	점/NNG


# id : NWRW1800000022.85.28.1
·아쉬움: 초봉과 근무여건은 이전 직장(기간제 영어교사)보다 비슷하거나 약간 못함

·아쉬움:	·/SP+아쉬움/NNG+:/SP
초봉과	초봉/NNG+과/JC
근무여건은	근무/NNG+여건/NNG+은/JX
이전	이전/NNG
직장(기간제	직장/NNG+(/SS+기간/NNG+제/XSN
영어교사)보다	영어/NNP+교사/NNG+)/SS+보다/JKB
비슷하거나	비슷하/VA+거나/EC
약간	약간/MAG
못함	못/MAG+하/XSA+ㅁ/ETN


