# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000033.319
metadata : {}


# id : NWRW1800000033.319.1.1
[4·11총선 D-11] ‘FTA 대결’ 강남을 트윗 최다… 박빙 서대문갑 SNS도 팽팽

[4·11총선	[/SS+4/SN+·/SP+11/SN+총선/NNG
새누리당	새누리당/NNP
후보가	후보/NNG+가/JKS
SNS에서	SNS/SL+에서/JKB
관심을	관심/NNG+을/JKO
더	더/MAG
끌고	끌/VV+고/EC
있는	있/VX+는/ETM
곳은	곳/NNG+은/JX
종로	종로/NNP
중구	중구/NNP
동작을과	동작을/NNP+과/JC
동대문을	동대문을/NNP
등	등/NNB
4곳이었다.	4/SN+곳/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000033.319.5.2
‘정치 1번지’이지만 이번엔 아직까지 조용한 선거전이 전개되고 있는 종로에선 조사기간 중 새누리당 홍사덕 후보가 언급된 트윗이 2653건이었고, 민주당 정세균 후보는 894건이었다.

‘정치	‘/SS+정치/NNG
1번지’이지만	1/SN+번지/NNG+’/SS+이/VCP+지만/EC
이번엔	이번/NNG+에/JKB+ㄴ/JX
아직까지	아직/MAG+까지/JX
조용한	조용하/VA+ㄴ/ETM
선거전이	선거전/NNG+이/JKS
전개되고	전개/NNG+되/XSV+고/EC
있는	있/VX+는/ETM
종로에선	종로/NNP+에서/JKB+ㄴ/JX
조사기간	조사/NNG+기간/NNG
중	중/NNB
새누리당	새누리당/NNP
홍사덕	홍사덕/NNP
후보가	후보/NNG+가/JKS
언급된	언급/NNG+되/XSV+ㄴ/ETM
트윗이	트윗/NNG+이/JKS
2653건이었고,	2653/SN+건/NNB+이/VCP+었/EP+고/EC+,/SP
민주당	민주당/NNP
정세균	정세균/NNP
후보는	후보/NNG+는/JX
894건이었다.	894/SN+건/NNB+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000033.319.5.3
중구에선 새누리당 정진석 후보(235건) 관련 트윗이 아직까진 민주당 정호준 후보(25건)를 앞서고 있다.

중구에선	중구/NNP+에서/JKB+ㄴ/JX
새누리당	새누리당/NNP
정진석	정진석/NNP
후보(235건)	후보/NNG+(/SS+235/SN+건/NNB+)/SS
관련	관련/NNG
트윗이	트윗/NNG+이/JKS
아직까진	아직/MAG+까지/JX+ㄴ/JX
민주당	민주당/NNP
정호준	정호준/NNP
후보(25건)를	후보/NNG+(/SS+25/SN+건/NNB+)/SS+를/JKO
앞서고	앞서/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000033.319.5.4
정호준 후보 측은 워낙 오래 지역구를 다진 만큼 SNS 선거전은 지금부터라고 주장하고 있다.

정호준	정호준/NNP
후보	후보/NNG
측은	측/NNB+은/JX
워낙	워낙/MAG
오래	오래/MAG
지역구를	지역구/NNG+를/JKO
다진	다지/VV+ㄴ/ETM
만큼	만큼/NNB
SNS	SNS/SL
선거전은	선거전/NNG+은/JX
지금부터라고	지금/NNG+부터/JX+이/VCP+라고/EC
주장하고	주장/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000033.319.6.1
현대가(家) 오너와 최고경영자 출신 간 대결이 벌어지는 동작을에선 새누리당 정몽준 후보(6347건)가 민주당 이계안 후보(1707건)를 크게 앞서고 있다.

현대가(家)	현대가/NNG+(/SS+家/SH+)/SS
오너와	오너/NNG+와/JC
최고경영자	최고/NNG+경영자/NNG
출신	출신/NNG
간	간/NNB
대결이	대결/NNG+이/JKS
벌어지는	벌어지/VV+는/ETM
동작을에선	동작을/NNP+에서/JKB+ㄴ/JX
새누리당	새누리당/NNP
정몽준	정몽준/NNP
후보(6347건)가	후보/NNG+(/SS+6347/SN+건/NNB+)/SS+가/JKS
민주당	민주당/NNP
이계안	이계안/NNP
후보(1707건)를	후보/NNG+(/SS+1707/SN+건/NNB+)/SS+를/JKO
크게	크/VA+게/EC
앞서고	앞서/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000033.319.6.2
여론조사에선 오차범위 내 접전이 벌어지고 있는 동대문을에선 새누리당 홍준표 후보(1만2912건)가 민주당 민병두 후보(1222건)보다 SNS에서 관심을 더 모았다.

여론조사에선	여론/NNG+조사/NNG+에서/JKB+ㄴ/JX
오차범위	오차/NNG+범위/NNG
내	내/NNB
접전이	접전/NNG+이/JKS
벌어지고	벌어지/VV+고/EC
있는	있/VX+는/ETM
동대문을에선	동대문을/NNP+에서/JKB+ㄴ/JX
새누리당	새누리당/NNP
홍준표	홍준표/NNP
후보(1만2912건)가	후보/NNG+(/SS+1/SN+만/NR+2912/SN+건/NNB+)/SS+가/JKS
민주당	민주당/NNP
민병두	민병두/NNP
후보(1222건)보다	후보/NNG+(/SS+1222/SN+건/NNB+)/SS+보다/JKB
SNS에서	SNS/SL+에서/JKB
관심을	관심/NNG+을/JKO
더	더/MAG
모았다.	모으/VV+았/EP+다/EF+./SF


# id : NWRW1800000033.319.6.3
하지만 SNS에선 홍 후보가 야권을 겨냥해 제기한 색깔론 등을 비판하는 트윗도 적지 않아 관심도에 긍정과 부정이 혼재되어 있다는 게 미디컴의 설명이다.

하지만	하지만/MAJ
SNS에선	SNS/SL+에서/JKB+ㄴ/JX
홍	홍/NNP
후보가	후보/NNG+가/JKS
야권을	야권/NNG+을/JKO
겨냥해	겨냥/NNG+하/XSV+아/EC
제기한	제기/NNG+하/XSV+ㄴ/ETM
색깔론	색깔/NNG+론/XSN
등을	등/NNB+을/JKO
비판하는	비판/NNG+하/XSV+는/ETM
트윗도	트윗/NNG+도/JX
적지	적/VA+지/EC
않아	않/VX+아/EC
관심도에	관심도/NNG+에/JKB
긍정과	긍정/NNG+과/JC
부정이	부정/NNG+이/JKS
혼재되어	혼재/NNG+되/XSV+어/EC
있다는	있/VX+다는/ETM
게	거/NNB+이/JKS
미디컴의	미디컴/NNP+의/JKG
설명이다.	설명/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000033.319.7.1
도봉갑 관악을 강남을 등에선 민주당과 통진당 후보가 SNS에서 앞섰다.

도봉갑	도봉갑/NNP
관악을	관악을/NNP
강남을	강남을/NNP
등에선	등/NNB+에서/JKB+ㄴ/JX
민주당과	민주당/NNP+과/JC
통진당	통진당/NNP
후보가	후보/NNG+가/JKS
SNS에서	SNS/SL+에서/JKB
앞섰다.	앞서/VV+었/EP+다/EF+./SF


# id : NWRW1800000033.319.7.2
도봉갑에선 민주당 인재근 후보(3615건)가 새누리당 유경희 후보(2건)를 압도했다.

도봉갑에선	도봉갑/NNP+에서/JKB+ㄴ/JX
민주당	민주당/NNP
인재근	인재근/NNP
후보(3615건)가	후보/NNG+(/SS+3615/SN+건/NNB+)/SS+가/JKS
새누리당	새누리당/NNP
유경희	유경희/NNP
후보(2건)를	후보/NNG+(/SS+2/SN+건/NNB+)/SS+를/JKO
압도했다.	압도/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.319.7.3
관악을에선 통진당 이상규 후보(4852건)가 새누리당 오신환 후보(281건)보다 주목을 끌고 있다.

관악을에선	관악을/NNP+에서/JKB+ㄴ/JX
통진당	통진당/NNP
이상규	이상규/NNP
후보(4852건)가	후보/NNG+(/SS+4852/SN+건/NNB+)/SS+가/JKS
새누리당	새누리당/NNP
오신환	오신환/NNP
후보(281건)보다	후보/NNG+(/SS+281/SN+건/NNB+)/SS+보다/JKB
주목을	주목/NNG+을/JKO
끌고	끌/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000033.319.7.4
이정희 통진당 공동대표의 후보직 사퇴와 통진당의 당권파로 알려진 ‘경기동부연합’의 대타 후보 논란이 적지 않은 영향을 준 것으로 보인다.

이정희	이정희/NNP
통진당	통진당/NNP
공동대표의	공동/NNG+대표/NNG+의/JKG
후보직	후보직/NNG
사퇴와	사퇴/NNG+와/JC
통진당의	통진당/NNP+의/JKG
당권파로	당권파/NNG+로/JKB
알려진	알려지/VV+ㄴ/ETM
‘경기동부연합’의	‘/SS+경기/NNP+동부/NNG+연합/NNG+’/SS+의/JKG
대타	대타/NNG
후보	후보/NNG
논란이	논란/NNG+이/JKS
적지	적/VA+지/EC
않은	않/VX+은/ETM
영향을	영향/NNG+을/JKO
준	주/VV+ㄴ/ETM
것으로	것/NNB+으로/JKB
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000033.319.8.1
강남을은 조사 대상 10곳 중 가장 많은 관련 트윗이 발생해 한미 자유무역협정(FTA)을 둘러싼 ‘창과 방패’의 대결을 실감케 했다.

강남을은	강남을/NNP+은/JX
조사	조사/NNG
대상	대상/NNG
10곳	10/SN+곳/NNG
중	중/NNB
가장	가장/MAG
많은	많/VA+은/ETM
관련	관련/NNG
트윗이	트윗/NNG+이/JKS
발생해	발생/NNG+하/XSV+아/EC
한미	한미/NNP
자유무역협정(FTA)을	자유/NNG+무역/NNG+협정/NNG+(/SS+FTA/SL+)/SS+을/JKO
둘러싼	둘러싸/VV+ㄴ/ETM
‘창과	‘/SS+창/NNG+과/JC
방패’의	방패/NNG+’/SS+의/JKG
대결을	대결/NNG+을/JKO
실감케	실감/NNG+하/XSV+게/EC
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000033.319.8.2
조사기간 중엔 민주당 정동영 후보(3만225건)가 새누리당 김종훈 후보(1만6820건)보다 더 관심을 끌었다.

조사기간	조사/NNG+기간/NNG
중엔	중/NNB+에/JKB+ㄴ/JX
민주당	민주당/NNP
정동영	정동영/NNP
후보(3만225건)가	후보/NNG+(/SS+3/SN+만/NR+225/SN+건/NNB+)/SS+가/JKS
새누리당	새누리당/NNP
김종훈	김종훈/NNP
후보(1만6820건)보다	후보/NNG+(/SS+1/SN+만/NR+6820/SN+건/NNB+)/SS+보다/JKB
더	더/MAG
관심을	관심/NNG+을/JKO
끌었다.	끌/VV+었/EP+다/EF+./SF


# id : NWRW1800000033.319.8.3
하지만 정 후보가 정치권에서도 유명한 파워 트위터 사용자라는 점을 감안하면 정치 초년생인 김 후보의 SNS 선거전도 뒤지지 않는다는 분석이다.

하지만	하지만/MAJ
정	정/NNP
후보가	후보/NNG+가/JKS
정치권에서도	정치/NNG+권/XSN+에서/JKB+도/JX
유명한	유명/NNG+하/XSA+ㄴ/ETM
파워	파워/NNG
트위터	트위터/NNP
사용자라는	사용자/NNG+이/VCP+라는/ETM
점을	점/NNG+을/JKO
감안하면	감안/NNG+하/XSV+면/EC
정치	정치/NNG
초년생인	초년/NNG+생/XSN+이/VCP+ㄴ/ETM
김	김/NNP
후보의	후보/NNG+의/JKG
SNS	SNS/SL
선거전도	선거전/NNG+도/JX
뒤지지	뒤지/VV+지/EC
않는다는	않/VX+는다는/ETM
분석이다.	분석/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000033.319.9.1
은평을 서대문갑 영등포을은 SNS 관심도에서 서로 팽팽히 맞서고 있었다.

은평을	은평을/NNP
서대문갑	서대문갑/NNP
영등포을은	영등포을/NNP+은/JX
SNS	SNS/SL
관심도에서	관심도/NNG+에서/JKB
서로	서로/MAG
팽팽히	팽팽히/MAG
맞서고	맞서/VV+고/EC
있었다.	있/VX+었/EP+다/EF+./SF


# id : NWRW1800000033.319.9.2
서대문갑에서만 4번째 총선 격돌을 벌이는 새누리당 이성헌, 민주당 우상호 후보는 조사기간에도 하루하루 순위가 엎치락뒤치락했다.

서대문갑에서만	서대문갑/NNP+에서/JKB+만/JX
4번째	4/SN+번/NNB+째/XSN
총선	총선/NNG
격돌을	격돌/NNG+을/JKO
벌이는	벌이/VV+는/ETM
새누리당	새누리당/NNP
이성헌,	이성헌/NNP+,/SP
민주당	민주당/NNP
우상호	우상호/NNP
후보는	후보/NNG+는/JX
조사기간에도	조사/NNG+기간/NNG+에/JKB+도/JX
하루하루	하루하루/MAG
순위가	순위/NNG+가/JKS
엎치락뒤치락했다.	엎치락뒤치락/MAG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.319.9.3
27, 29일에는 이 후보, 26, 28일에는 우 후보 관련 트윗이 더 많았다.

27,	27/SN+,/SP
29일에는	29/SN+일/NNB+에/JKB+는/JX
이	이/NNP
후보,	후보/NNG+,/SP
26,	26/SN+,/SP
28일에는	28/SN+일/NNB+에/JKB+는/JX
우	우/NNP
후보	후보/NNG
관련	관련/NNG
트윗이	트윗/NNG+이/JKS
더	더/MAG
많았다.	많/VA+았/EP+다/EF+./SF


# id : NWRW1800000033.319.9.4
영등포을에서도 새누리당 권영세 후보는 29일, 민주당 신경민 후보는 26, 27일 더 많은 관심을 끌었다.

영등포을에서도	영등포을/NNP+에서/JKB+도/JX
새누리당	새누리당/NNP
권영세	권영세/NNP
후보는	후보/NNG+는/JX
29일,	29/SN+일/NNB+,/SP
민주당	민주당/NNP
신경민	신경민/NNP
26,	26/SN+,/SP
27일	27/SN+일/NNB
더	더/MAG
많은	많/VA+은/ETM
관심을	관심/NNG+을/JKO
끌었다.	끌/VV+었/EP+다/EF+./SF


# id : NWRW1800000033.319.9.5
심지어 28일에는 28건(권) 대 27건(신)으로 거의 같았다.

심지어	심지어/MAG
28일에는	28/SN+일/NNB+에/JKB+는/JX
28건(권)	28/SN+건/NNB+(/SS+권/NNP+)/SS
대	대/NNB
27건(신)으로	27/SN+건/NNB+(/SS+신/NNP+)/SS+으로/JKB
거의	거의/MAG
같았다.	같/VA+았/EP+다/EF+./SF


